Code,Discription,Price list,price of 01/02/2021
FMLAB-1067,RH-ANTIBODY TITRE,500,550
FMLAB-1068,RH-PHENOTYPE,150,165
FMLAB-1069,SICKLING TEST,60,66
FMLAB-1070,SUDAN BLACK,230,253
FMLAB-1072,THROMBIN TIME,95,105
FMLAB-1073,WBCS TOTAL & DIFF,80,88
FMLAB-1081,BONE MARROW TREPHINE NEEDLE,110,121
FMLAB-1084,D-DIMER,430,473
FMLAB-1085,ANTI BODY IDENTIFICATION,500,550
FMLAB-1089,NITRO BLUE TETRAZON,120,132
FMLAB-1095,PERIPHERAL SMEAR,40,44
FMLAB-1096,TOTAL EOSINOPHILIC COUNT,250,275
FMLAB-1098,VENESECTION,90,99
FMLAB-1102,BASIC BLEEDING PROFILE,250,275
FMLAB-1103,RECIPIENT BLOOD SCREENING,670,737
FMLAB-1104,PRE-CATH LAB. PREPARATION,400,440
FMLAB-1106,VULVAL SWAB  C/S,550,605
FMLAB-1107,ENVIRONMENTAL SURVEY,400,440
FMLAB-1109,E.B.V. BY P.C.R.,800,880
FMLAB-1110,IMMUNO PHEMOTYPE EACH,90,99
FMLAB-1113,MERCURY IN URINE AND SERUM,1100,1210
FMLAB-1116,STONE PROFILE I (BLOOD),9000,9900
FMLAB-1118,STONE PROFILE I (URINE),360,396
FMLAB-1120,HOME SPECIMEN COLLECTION,100,110
FMLAB-1139,"HEART ENZYMES PROFILE(CPK,SGOT,LDH)",120,132
FMLAB-1140,CK ELECTROPHORESIS,130,143
FMLAB-1141,BASIC TEN BIOCHEMISTRY TEST,370,407
FMLAB-1145,VDRL QUALITATIVE,40,44
FMLAB-1146,VDRL & TPHA QUALITATIVE,110,121
FMLAB-1152,"L F T(L.F.T,SGOT,SGPT,LDH,BILIBURN,TOTAL PROTEIN,A",280,308
FMLAB-1153,GLOBULIN,200,220
FMLAB-1155,SMEAR FOR LEISHMANIASIS,150,165
FMLAB-1156,VAINAL SMEAR (FOR TRICHOMONAS & MONILIA),90,99
FMLAB-1157,PROSTATIC SMEAR AFTER MASSAGE(FRESH & GRAM STAIN),120,132
FMLAB-1158,CONJUNCTIVAL SMEAR,100,110
FMLAB-1159,NASAL SMEAR,30,33
FMLAB-1160,DIRECT SMEAR FOR VINCENTS ANGINA,100,110
FMLAB-1162,ACID FAST STAINING FOR URINE,40,44
FMLAB-1164,PROTEIN IN 24 HR URINE,40,44
FMLAB-1167,CUL & SENS FOR CAMPLOBACTER,80,88
FMLAB-1172,VARICELLA ZOSTER DNA (PCR),1900,2090
FMLAB-1173,SYNACHTEN TEST,430,473
FMLAB-1175,POST COITAL URINE,125,138
FMLAB-1178,CBC FOR SGH RADIOLOGY STAFF,30,33
FMLAB-1179,SGH-KITCHEN STAFF STOOL C/S & Ex.,30,33
FMLAB-1180,DAY CASE PROFILE,180,198
FMLAB-1182,3 HOURS CHECK-UP,2090,2299
FMLAB-1183,ENVIRONMENTAL SWAB (EXTERNAL),90,99
FMLAB-1188,RAST IgE (FOOD INHALANT),640,704
FMLAB-1189,PRE EMPLOYMENT CHECKUP,360,396
FMLAB-1195,PROGRAF LEVEL,830,913
FMLAB-1196,T.B GOLD TEST QUANTIFERON,1420,1562
FMLAB-1198,EB VIRUS IGG IMMUNOBLOT & AVIDITY,560,616
FMLAB-1199,CHROMOGRANIN. A,610,671
FMLAB-1200,ACYLCARNITIN,670,737
FMLAB-1201,JAK2 MUTATION,3100,3410
FMLAB-1202,BCR/ABL BY PCR (QUANTITATIC),3900,4290
FMLAB-1203,HFE GEHNE MUTATION (C282Y H63D & S65C),950,1045
FMLAB-1204,BETA-2 TRANSFERINE,350,385
FMLAB-1207,CBC AUTO DIFF WITH PERIPHERAL SMEAR,315,347
FMLAB-1560,FACTOR V ACTIVITY,300,330
FMLAB-1561,FACTOR VII ACTIVITY,300,330
FMLAB-2001,A.G.RATIO,60,66
FMLAB-2002,ACID PHOSPHATASE,60,66
FMLAB-2003,ALBUMIN,60,66
FMLAB-2004,ALBUMIN & GLOBULIN,90,99
FMLAB-2005,ALKALINE PHOSPHATASE,60,66
FMLAB-2006,AMMONIA,230,253
FMLAB-2007,AMYLASE,50,55
FMLAB-2008,BICARBONATE,190,209
FMLAB-2010,BILIRUBIN DIRECT,60,66
FMLAB-2011,BILIRUBIN TOTAL,50,55
FMLAB-2012,BLOOD GASES & PH(ABG),200,220
FMLAB-2013,C.K. (CPK),110,121
FMLAB-2014,C.K.MB,110,121
FMLAB-2015,CALCIUM,80,88
FMLAB-2016,CARBON DIOXIDE,100,110
FMLAB-2017,CHOLESTEROL,60,66
FMLAB-2019,LIPID PROFILE,415,457
FMLAB-2020,CHOLINESTERASE,150,165
FMLAB-2021,COMPLEMENT C3,265,292
FMLAB-2022,COMPLEMENT C4,265,292
FMLAB-2023,CREATININE,80,88
FMLAB-2024,CREATININE CLEARANCE,150,165
FMLAB-2025,CSF GLUCOSE,60,66
FMLAB-2026,CSF PROTEIN,60,66
FMLAB-2027,D-XYLOSE IN URINE,330,363
FMLAB-2028,ELECTROLYTE CHLORIDE,60,66
FMLAB-2029,ELECTROLYTE SODIUM,60,66
FMLAB-2030,ELECTROLYTE POTASSIUM,60,66
FMLAB-2033,ELECTROPHORESIS S.PROTEIN,300,330
FMLAB-2034,ELECTROPHORESIS HAEMOGLOBIN,300,330
FMLAB-2035,ELECTROPHORESIS LIPOPROTEIN,145,160
FMLAB-2037,G.GT,90,99
FMLAB-2038,G6 PDH (QUANTITATIVE),165,182
FMLAB-2040,"GLUCOSE ""RBS""",50,55
FMLAB-2041,"GLUCOSE ""FBS""",50,55
FMLAB-2042,"GLUCOSE ""PPBS""",50,55
FMLAB-2045,GLUCOSE TOLERANCE TEST (OGTT),200,220
FMLAB-2046,GLYCOSYLATED HB.,150,165
FMLAB-2047,H.B.D.H.,120,132
FMLAB-2048,IMMUNOGLOBULIN A.,200,220
FMLAB-2049,IMMUNOGLOBULIN G.,220,242
FMLAB-2050,IMMUNOGLOBULIN M.,220,242
FMLAB-2051,IMMUNOGLOBULIN E.(IGE),220,242
FMLAB-2052,IMMUNOGLOBULIN G. A. & M.,270,297
FMLAB-2053,IRON,60,66
FMLAB-2054,L.D.H.,190,209
FMLAB-2055,LIPASE,110,121
FMLAB-2056,MAGNESIUM,50,55
FMLAB-2057,MICROALBUMINURIA,85,94
FMLAB-2058,OCCULT BLOOD IN STOOL,40,44
FMLAB-2059,OSMOLALITY (URINE OR SERUM OR  FLUID),200,220
FMLAB-2060,PHOSPHORUS,50,55
FMLAB-2061,SCHOOL CHECK-UP,80,88
FMLAB-2062,PREGNANCY TEST URINE,60,66
FMLAB-2063,PREGNANCY TEST SERUM,150,165
FMLAB-2064,S.G.O.T.,50,55
FMLAB-2065,S.G.P.T.,50,55
FMLAB-2066,SEMEN FRUCTOSE,200,220
FMLAB-2067,STONE ANALYSIS,220,242
FMLAB-2068,STOOL ANALYSIS,55,61
FMLAB-2069,T.I.B.C(IRON BINDING CAPACITY),100,110
FMLAB-2070,TOTAL PROTEINS,50,55
FMLAB-2071,TOTAL LIPIDS,90,99
FMLAB-2072,TRIGLYCERIDES,120,132
FMLAB-2073,UREA,60,66
FMLAB-2074,UREA CLEARANCE,195,215
FMLAB-2075,URIC ACID,60,66
FMLAB-2076,URIC ACID CLEARANCE,100,110
FMLAB-2077,URINE ANALYSIS,40,44
FMLAB-2079,URINE BILE PIGMENTS,40,44
FMLAB-2080,URINE UROBILINOGEN,40,44
FMLAB-2082,URINE CALCIUM (24 HOURS),90,99
FMLAB-2083,URINE CREATININE,90,99
FMLAB-2084,URINE KETONES,40,44
FMLAB-2085,URINE SUGAR,30,33
FMLAB-2086,URINE SODIUM,60,66
FMLAB-2087,URINE POTASSIUM,60,66
FMLAB-2088,URINE AMYLASE( 24 HRS),60,66
FMLAB-2089,URINE URIC ACID,100,110
FMLAB-2090,URINE PHOSPHORUS,110,121
FMLAB-2091,URINE CHLORIDE,80,88
FMLAB-2093,GLUCOSE ACTIVATION TEST,75,83
FMLAB-2095,KETONES AND SUGAR IN URINE,40,44
FMLAB-2096,C.K. ISOENZYMES,120,132
FMLAB-2097,LACTIC ACID (LA),100,110
FMLAB-2098,URINE UREA NITROGEN,60,66
FMLAB-2100,IONIZED CALCIUM,340,374
FMLAB-2102,SWEAT CHLORIDE,600,660
FMLAB-2103,H.G.H. (GLUCOSE LOAD TEST),1210,1331
FMLAB-2105,POST RENAL TRANSPLANT PROFILE,900,990
FMLAB-2106,TORCH IGM,200,220
FMLAB-2107,TORCH IGG,450,495
FMLAB-2108,ANTI CARDIOLIPIN IGM,3000,3300
FMLAB-2109,"MAR TEST ""ANTI SPERM ABS SCREENING TEST""",1600,1760
FMLAB-2110,MRSA SCREENING,1200,1320
FMLAB-2112,T+B LYMPHOCYTE DIFFERENTIATON,900,990
FMLAB-2113,PROTHROBIN(G20210A) MUTATION DETECTION,800,880
FMLAB-2114,"1gG/ALBUMIN RATIO, CSF",1220,1342
FMLAB-2115,"HERPES SIMPLEX 1X2 1gG ANTIBODIES, CSF",410,451
FMLAB-2117,CYSTIC FIBROSIS MIDDLE EAST PANEL,1500,1650
FMLAB-2119,HLA ABS (PRA),770,847
FMLAB-2121,DELIVERY INVESTIGATIONS PACKAGE,960,1056
FMLAB-2122,ATOPY PANEL 20,1500,1650
FMLAB-2123,FOOD PANEL 20,1500,1650
FMLAB-2124,INHALATION PANEL 20,1500,1650
FMLAB-2131,IMMUNO HISTOCHEMISTRY PANEL (6MARKERS),2720,2992
FMLAB-2132,IMMUNO HISTOCHEMISTRY PANEL (9MARKERS),3000,3300
FMLAB-2133,IMMUNO HISTOCHEMISTRY PANEL (12MARKERS),4960,5456
FMLAB-2134,IMMUNO HISTOCHEMISTRY PANEL (15MARKERS),6790,7469
FMLAB-2136,A.F.B. SMEAR 3 SUCCESSIVE SAMPLES,250,275
FMLAB-2137,ANTI HEPATITIS DELTA I GM,750,825
FMLAB-2139,P.H.,30,33
FMLAB-2142,ANTI THYROGLUBULIN,290,319
FMLAB-2146,DAY CASE PROFILE CHILDREN,150,165
FMLAB-2147,HIV - PCR,1125,1238
FMLAB-2148,DIABETIC THREE MONTHS PROGRAMME,1530,1683
FMLAB-2149,DIABETIC SIX MONTHS PROGRAMME,2000,2200
FMLAB-2150,DIABETIC ONE YEAR PROGRAMME,3340,3674
FMLAB-2151,ELECTROLYTE IN STOOL,320,352
FMLAB-2152,SAIPEM PRE-EMPLOYMENT CHECKUP,3323,3656
FMLAB-2153,SAIPEM MEDICAL PERIODICAL FITNESS CHECKUP,2882,3171
FMLAB-2154,SAIPEM IQAMA CHECKUP,665,732
FMLAB-2155,GLUCOSE FBS & 2HOUR AFTER 75 gm GLUCOSE INTAKE,150,165
FMLAB-2156,7 DEHYDROCHOLESTROL,800,880
FMLAB-2157,MTHFR,1500,1650
FMLAB-2158,CRYOPRECIPITATE UNIT CBB MOH,90,99
FMLAB-2159,FRESH FROZEN PLASMA UNIT (F.F.P) CBB MOH,120,132
FMLAB-2161,PLATELET PHERESIS UNIT CBB MOH,1200,1320
FMLAB-2162,PLATELET RANDOM UNIT ( WITH DONOR) CBB MOH,120,132
FMLAB-2166,RED BLOOD CELLS ADULT UNIT (PACKED RBC) CBB MOH,500,550
FMLAB-2167,RED BLOOD CELLS PEDIATRIC UNIT (PACKED RBC) 1090 C,360,396
FMLAB-2168,WHOLE BLOOD / UNIT CBB MOH,500,550
FMLAB-3001,17-KETOSTEROIDS,310,341
FMLAB-3002,17-OXOGENIC STEROIDS (17-OGS),310,341
FMLAB-3003,A.F.P.,220,242
FMLAB-3004,C.E.A.,315,347
FMLAB-3005,CA 125,320,352
FMLAB-3006,CA 15-3,320,352
FMLAB-3007,CA 19-9,320,352
FMLAB-3008,CA 72 - 4,360,396
FMLAB-3009,CORTISOL  (A.M.),160,176
FMLAB-3010,ESTRADIOL (E2),200,220
FMLAB-3011,ESTRIOL,200,220
FMLAB-3012,F.S.H.,200,220
FMLAB-3013,FERRITIN,200,220
FMLAB-3014,FOLIC ACID,412,454
FMLAB-3015,FREE T4,200,220
FMLAB-3016,BETA HCG,200,220
FMLAB-3017,HGH (HUMAN GROWTH HORMONE),200,220
FMLAB-3019,L.H.,200,220
FMLAB-3020,PROGESTERONE,200,220
FMLAB-3021,PROLACTIN (PRL),200,220
FMLAB-3022,PSA,310,341
FMLAB-3023,T.S.H.,190,209
FMLAB-3024,T3,128,141
FMLAB-3025,T4,152,168
FMLAB-3026,TBG,265,292
FMLAB-3027,TBK (T3-UPTAKE),400,440
FMLAB-3028,TESTOSTERONE,200,220
FMLAB-3029,"THYROID PROFILE (TSH, T3,",600,660
FMLAB-3030,VIT B 12,300,330
FMLAB-3031,NEONATAL TSH,250,275
FMLAB-3033,STIMULATED GROWTH HORMONE,660,726
FMLAB-3034,FREE P.S.A.,330,363
FMLAB-3035,HYDROXY PROLINE,315,347
FMLAB-3036,PLASMA 3 PROATIVATOR,120,132
FMLAB-3037,T3RU,190,209
FMLAB-3038,HORMONES FOR I.V.F. PROFILE,160,176
FMLAB-3039,LHRH,1815,1997
FMLAB-3040,TRH STM TEST =TSH+PL RSP*6,725,798
FMLAB-3041,TRH STM TEST =TSH+PL RESP *6),725,798
FMLAB-3042,TRH STM TEST = (PL RESP*6),725,798
FMLAB-3043,HGH RESP. (GH * GLUC * 6),240,264
FMLAB-3044,CORTISOL (P.M.),160,176
FMLAB-3045,NEONATAL METABOLIC SCREENING,625,688
FMLAB-3046,FREE LIGHT CHAIN ASSAY IN SERUM,570,627
FMLAB-3047,OVULATION PROFILE,600,660
FMLAB-3048,KEPRA LEVEL (LEVETIRAZETAM),300,330
FMLAB-4001,ACETAMINOPHEN,320,352
FMLAB-4002,ALCOHOL,240,264
FMLAB-4003,AMPHETAMINE,150,165
FMLAB-4004,BARBITURATES,155,171
FMLAB-4005,BENZODIAZEPINES,320,352
FMLAB-4006,CANNABINOID,235,259
FMLAB-4007,CARBAMAZEPINE,200,220
FMLAB-4008,CLONAZEPAM (RIVOTRIL),335,369
FMLAB-4009,COCAINE,250,275
FMLAB-4010,"COMPLETE DRUG SCREEN (AMPH.,CA",950,1045
FMLAB-4011,DIAZEPAM,525,578
FMLAB-4012,DIGOXIN,200,220
FMLAB-4013,LITHIUM,235,259
FMLAB-4014,OPIATES,115,127
FMLAB-4015,PHENOBARBITONE,235,259
FMLAB-4016,PHENYTOIN,235,259
FMLAB-4017,PRIMIDONE,380,418
FMLAB-4018,QUINIDINE,245,270
FMLAB-4019,THEOPHYLLINE,320,352
FMLAB-4020,VALPORIC ACID,180,198
FMLAB-4022,LIDOCAINE,265,292
FMLAB-4023,NAPA,245,270
FMLAB-4024,PROCAINAMIDE,245,270
FMLAB-4025,TOBRAMYCIN (NEBCIN),30,33
FMLAB-4026,PHENCYCLIDINE,120,132
FMLAB-4028,NETROMYCIN,245,270
FMLAB-4030,OLIGOCLONAL BAND,400,440
FMLAB-4034,TOXIN SCREEN,550,605
FMLAB-4035,TOPIRAMATE,820,902
FMLAB-4036,TRAMADOL LEVEL,320,352
FMLAB-5001,A.N.A.,220,242
FMLAB-5002,A.S.O. TITER,150,165
FMLAB-5003,AMOEBIC ABS,150,165
FMLAB-5004,ANIT-MITOCHONDRIAL,164,181
FMLAB-5005,ANTI CMV IGG,315,347
FMLAB-5006,ANTI CMV IGM,315,347
FMLAB-5007,ANTI RUBELLA IGG,150,165
FMLAB-5008,ANTI RUBELLA IGM,150,165
FMLAB-5009,ANTI TOXOPLASMA IGG,200,220
FMLAB-5010,ANTI TOXOPLASMA IGM,250,275
FMLAB-5011,ANTI-DNA,275,303
FMLAB-5012,ANTI-SMOOTH MUSCLE,275,303
FMLAB-5013,ANTI-HAV TOTAL,165,182
FMLAB-5014,ANTI-HAV IGM,220,242
FMLAB-5015,ANTI-HBC IGG (HBC AB),165,182
FMLAB-5016,ANTI-HBC IGM,220,242
FMLAB-5017,ANTI-HEPATITIS C (HCV),315,347
FMLAB-5018,ANTI-HEPATITIS DELTA ABS,300,330
FMLAB-5021,BALADIA CHECK UP,330,363
FMLAB-5022,BRUCELLA ABS.(AGGLUTINATION TITER),145,160
FMLAB-5023,C.R.P.,150,165
FMLAB-5024,CAMPYLOBACTOR ABS.,475,523
FMLAB-5025,CHLAMYDIA TR. DIRECT SPECIMEN,150,165
FMLAB-5026,CHLAMYDIA TR. ABS,300,330
FMLAB-5027,EBV IGM,400,440
FMLAB-5028,ECCHINOCOCCUS ABS,200,220
FMLAB-5030,HBE - AG,165,182
FMLAB-5031,HBE - AB (ANTI-HBE),165,182
FMLAB-5032,HBS - AB (ANTI-HBS),165,182
FMLAB-5033,HBS- AG,165,182
FMLAB-5034,HCV WESTERN BLOT,420,462
FMLAB-5035,"HEPATITIS ""B"" MARKERS (HBS AG  ANTI-HBS,",610,671
FMLAB-5036,HEPATITIS DELTA AG,300,330
FMLAB-5039,HERPES I IGG,128,141
FMLAB-5040,HERPES II IGG,128,141
FMLAB-5041,HERPES VIRUS IGG (TOTAL),480,528
FMLAB-5042,HERPES VIRUS IGM (TOTAL),250,275
FMLAB-5043,HIV,300,330
FMLAB-5044,HIV-WESTERN BLOT,720,792
FMLAB-5045,IQAMA CHECK UP,385,424
FMLAB-5046,L E TEST,80,88
FMLAB-5047,MONONUCLEOSIS (PAUL BUNNEL),95,105
FMLAB-5048,MYCOPLASMA ABS,460,506
FMLAB-5049,R.P.R. OR VDRL,80,88
FMLAB-5050,RF,145,160
FMLAB-5051,ROTA VIRUS AG IN STOOL,120,132
FMLAB-5052,SCHISTOSOMA ABS.,165,182
FMLAB-5053,T.P.H.A.,165,182
FMLAB-5057,WIDAL TEST,165,182
FMLAB-5058,YERSINIA ABS.,465,512
FMLAB-5062,HERPES I  IGM,250,275
FMLAB-5063,HERPES II  IGM,245,270
FMLAB-5064,"HEPATITIS ""E"" ANTIBODIES",495,545
FMLAB-5065,HBSAG & HCV AB,350,385
FMLAB-5068,"BRUCELLA (IGG,IGM) ELIZA TECHNIQUE",300,330
FMLAB-5069,CHLAMYDIA ABS. IGM,210,231
FMLAB-5073,ANTI-NEUTROPHILS CYTO,440,484
FMLAB-5078,ROSE WELLER,80,88
FMLAB-5079,DENGUE ANTOBODY IGG,275,303
FMLAB-5080,DENGUE ANTOBODY IGM,275,303
FMLAB-5081,PARVO VIRUS IGG,275,303
FMLAB-5083,PARVO VIRUS IGM,275,303
FMLAB-5084,H. PYLORI AG IN STOOL,290,319
FMLAB-5086,CERVICAL SCRAPE (SMEAR ENDO & ECTO),70,77
FMLAB-5088,"CHRONIC HEPAT PROF(HBSAG,HBEAG,ANTI HBS,ANTI HBE)",640,704
FMLAB-5091,PNEUMOCYSTIS JIROVECII MICROSCOPY,188,207
FMLAB-5093,ANTIBODIES-MUSK,470,517
FMLAB-5284,LEISHMANIA ABS.,165,182
FMLAB-6001,A.F.B. SMEAR (I SAMPLE),110,121
FMLAB-6002,BENCARD TEST,190,209
FMLAB-6003,BLOOD C/S ( AEROBIC & ANAEROBIC) 1 set,250,275
FMLAB-6004,BODY FLUID C/S,150,165
FMLAB-6005,C.S.F. C/S,150,165
FMLAB-6006,EAR SWAB C/S,150,165
FMLAB-6007,FUNGUS CULTURE,200,220
FMLAB-6008,GRAM SMEAR,60,66
FMLAB-6009,H.V.S. C/S,150,165
FMLAB-6011,MOUTH C/S,150,165
FMLAB-6012,NASAL SWAB C/S,150,165
FMLAB-6013,PROSTATIC C/S,150,165
FMLAB-6015,SEMEN C/S,150,165
FMLAB-6016,SPERM ABS IN SEMEN,440,484
FMLAB-6017,SPUTUM C/S,150,165
FMLAB-6018,STOOL C/S,150,165
FMLAB-6019,STOOL AFB,150,165
FMLAB-6021,THROAT SWAB C/S,150,165
FMLAB-6022,TUBERCULIN TEST,100,110
FMLAB-6023,URETHRAL DISCHARGE C/S,230,253
FMLAB-6024,URINE C/S,150,165
FMLAB-6025,WET SMEAR,80,88
FMLAB-6026,WOUND SWAB C/S,150,165
FMLAB-6027,EYE C/S,150,165
FMLAB-6029,PLATE OR AIR EXAMINATION,145,160
FMLAB-6030,SWAB FOR INFECTION CONTROL,150,165
FMLAB-6031,Water chemical Analysis,440,484
FMLAB-6032,DIARRHEAL PROFILE (STOOL ANA.  C/S C.D..,510,561
FMLAB-6033,CLOSTRIDIUM DIFFICILE AG & TOXIN,150,165
FMLAB-6035,MILK EXAM,345,380
FMLAB-6039,RESPIRATORY SYNCYTIAL VIRUS,410,451
FMLAB-6041,BLOOD  C/S AEROBIC,150,165
FMLAB-6042,BLOOD C/S ANAEROBIC,150,165
FMLAB-6047,CVP TIPS C/S,150,165
FMLAB-6051,PROSTATIC SECRITION,70,77
FMLAB-6052,RECTAL  SWAB CULTURE & SENSITI VITY,190,209
FMLAB-6053,SEMEN EXAMINATION,290,319
FMLAB-6064,ANAERABIC CULTURE,110,121
FMLAB-6073,BANK ALBILAD PRE-EMPLOYMENT CHECKUP,650,715
FMLAB-6074,BACLOFEN,450,495
FMLAB-6075,GLIADINE ABS,300,330
FMLAB-6076,ACINETOBACTER SCREENING,140,154
FMLAB-6077,ADMISSION SCREENING PROFILE,228,251
FMLAB-6078,ADMISSION CULTURE PROFILE,815,897
FMLAB-6079,INTRAINSIC FACTOR Abs,350,385
FMLAB-6083,MERS COV & H1N1,22,25
FMLAB-6257,HAIR SEREEN,2200,2420
FMLAB-6260,IMMUNOHISTO CHEMISTORY FOR I MARKERS,365,402
FMLAB-6261,IMMUNOHISTO CHEMISTORY FOR II MARKERS,700,770
FMLAB-6262,IN SITU HYBRIDIZATION,620,682
FMLAB-6265,CHLAMYDIA ANTIGEN,1000,1100
FMLAB-7001,"ANTI-NATAL PROF.:RUB,TOXO,VDRL AIDS,CBC,",1025,1128
FMLAB-7003,ASCITIC FLUID PROFILE,495,545
FMLAB-7004,"BASIC ADMISSION PROFILE: CBC,ESR,U",270,297
FMLAB-7005,C.S.F. PROFILE,385,424
FMLAB-7006,"CARDIAC ENZYMES PROFILE: CK,CK-MB,",500,550
FMLAB-7007,"HEPATIC PROFILE (1): TOTAL BILI,SGOT",605,666
FMLAB-7008,"HEPATIC PROFILE (2): TP,P.ELEC",350,385
FMLAB-7009,INFERTILITY PROFILE (MALE): SEMEN ANA,815,897
FMLAB-7010,"INFERTILITY PROFILE (FEMALE 1) ESTRO,PRO",815,897
FMLAB-7011,INFERTILITY PROFILE (FEMALE B) PROGESTER,345,380
FMLAB-7012,"LAB CHECK-UP (CBC,ESR,FBS,CHOL TRIG,CREA",925,1018
FMLAB-7013,METABOLIC  BONE  DISEASE,430,473
FMLAB-7014,"NEONATAL PROFILE BL.GRP O,",350,385
FMLAB-7015,"OBESITY PROFILE CHOL,TRIG",425,468
FMLAB-7016,"OR PROFILE I -CHILD UP TO 6 YR CBC,ABO&R",540,594
FMLAB-7017,"OR PROFILE II UP TO 40 YRS CBC K,NA,HBSA",745,820
FMLAB-7018,"OR PROFILE III-MJR UP TO 40YRS CBC,K,NA,",940,1034
FMLAB-7019,"OR PROFILE IV MJR(OVER 40 YRS) CBC,K,NA,",1270,1397
FMLAB-7020,PLEURAL FLUID PROFILE,550,605
FMLAB-7021,"PROSTATIC PROFILE C/S, WET",350,385
FMLAB-7022,"RENAL PROFILE UREA,CREA",350,385
FMLAB-7024,SYNOVIAL FLUID PROFILE,350,385
FMLAB-7025,"TORCH TEST PROFILE TOXO, RUB",1130,1243
FMLAB-7026,GNRH PROFILE MALE (AFTER STIMULATION),740,814
FMLAB-7027,"HEPATITIS PANEL A ""ACUTE"" HBS AG, H",350,385
FMLAB-7028,"HEPATITIS PANEL B ""ACUTE"" HBS AG, H",475,523
FMLAB-7029,"AMENORRHEA ""PRIMARY"" OVARIAN   INSUFICIE",800,880
FMLAB-7030,"AMENORRHEA ""SECONDARY""OVARIAN  INSUFICIE",810,891
FMLAB-7031,RHEMATOLOGY PROFILE IST EXAM.,985,1084
FMLAB-7032,"SLE PROFILE DNA, ANA,",1270,1397
FMLAB-7033,MONTHLY RHEUMA. FOLLOW UP,425,468
FMLAB-7034,TRIMESTER RHEUM. FOLLOW UP,840,924
FMLAB-7035,"IMLAB CHECK-UP(CBC,ALBUMIN,    ALK. PHOS",1000,1100
FMLAB-7036,METABOLIC BONE DISEASE RHEUM.  PROFILE,430,473
FMLAB-7037,IM LAB. CHECK-UP,1000,1100
FMLAB-7038,NEPHLOMETER RHEUMATOLOGY PROFILE (,400,440
FMLAB-7039,NEPHELOMETER RHEUMATOLOGY       PROFIL 1S,985,1084
FMLAB-7040,"MARRIAGE CHECK-UP HB.ELECTRO   PHORESIS,",1715,1887
FMLAB-7041,BODY FLUID PROFILE,440,484
FMLAB-7042,"DIABETIC PROFILE(1) (GLYCO, HB CREATI, U",520,572
FMLAB-7043,"DIABETIC PROFILE(11)(GLYCO, HB CREATI, U",520,572
FMLAB-7044,PAEDIATRIC OBESITY PROFILE     (CORTISOL,585,644
FMLAB-7045,GOSI OR PROFILE,275,303
FMLAB-7046,DIABETIC CHECK UP,770,847
FMLAB-7047,FULL NATAL PROFILE,385,424
FMLAB-7048,DIALYSIS PROFILE - I,440,484
FMLAB-7049,"MEDICAL TOWER O.R. PROFILE CBC,NA,K,",440,484
FMLAB-7050,"VITELIGO PROFILE (SGOT, SGPT,  CBC)",180,198
FMLAB-7051,"CATH LAB. PROFILE (CREATININE  CBC,HIV,H",585,644
FMLAB-7052,DIALYSIS PROFILE - II,850,935
FMLAB-7053,ANTE NATAL FOLLOW UP (6 MONTH),940,1034
FMLAB-7054,HYPERTENSION PROFILE,720,792
FMLAB-7056,OR PROFILE (III),3340,3674
FMLAB-7058,OR PROFILE BARICATRIC I,2980,3278
FMLAB-7059,OR PROFILE BARICATRIC II,2160,2376
FMLAB-7068,SEROLOGY FOR HAEMODIALYSIS PROFILE,399,439
FMLAB-8001,ASPIRATION BIOPSY CYTOLOGY,350,385
FMLAB-8002,BODY FLUID CYTOLOGY,200,220
FMLAB-8003,CYTOLOGY - PAP SMEAR,200,220
FMLAB-8009,HISTOPATH/BIOPSY SMALL SPECM.,400,440
FMLAB-8010,HISTOPATH/BIOPSY LARGE SPECM.,1200,1320
FMLAB-8011,SLIDE SCREENING REFERRAL,290,319
FMLAB-8012,SPECIMENS-ROUTINE PROCESSING,190,209
FMLAB-8015,IMMUNOHISTOCHEMISTRY PANEL (TUMOUR MARKERS),2500,2750
FMLAB-8016,HISTOPATH 2 SMALL SPECIMEN,525,578
FMLAB-8024,PANEL SPECIAL STAINS(4 OR MORE,465,512
FMLAB-8025,IMMUNOHISTOCHEMISTRY PANEL (TUMOUR MARKERS),2500,2750
FMLAB-8026,ELEC. MICRO. + IMMUNOFLUORES.,1735,1909
FMLAB-8027,ELECTRON MICROSCOPY,2500,2750
FMLAB-8028,FULL RENAL BIOPSY PROFILE,4000,4400
FMLAB-8029,INTRA OPERATIVE DIRECT DIAGNOS IS,1155,1271
FMLAB-8030,BODY FLD. CYTOLOGY(2SLDS) FOR  OUTSIDE HOSPITAL,200,220
FMLAB-8031,ALUMINIUM(U),300,330
FMLAB-8044,HAPTOGLOBIN,152,168
FMLAB-8047,APOLIPOPROTEIN A.,80,88
FMLAB-8051,IGG (CSF),150,165
FMLAB-8052,IGA (CSF),150,165
FMLAB-8053,IGM (CSF),150,165
FMLAB-8054,TROPONIN -  I  (HIGH SENSITIVE),550,605
FMLAB-8058,CHOLESTEROL LDL SERUM,154,170
FMLAB-8059,CHOLESTEROL HDL SERUM,154,170
FMLAB-8062,T.B. LCR,770,847
FMLAB-8063,HCV-RNA BY PCR,1200,1320
FMLAB-8065,MARKER FOR HER2-NEU BREAST CAN CER MARKER,360,396
FMONC-0500,SECOND OPINION CONSULTATION,105,116
