Internal Code,Item Name,Internal Code.1,Service Type,Department,Price (Gross),Disc,LOS,NPHIES Code,NPHIES Short Name,Comment,Department.1,ServiceCode,Service Description,LOS.1,Type,NPHIES Code (Hyphenated )2,Unified price,Internal Code.2,Item Name.1,Price,Internal Code.3,Item Name.2,Internal Code.4,Item Name.3,Internal Code.5,Item Name.4,Price.1,Similarity
FMNEU-3460,SELECTIVE DORSAL ROOT RHIZOTOMY - THREE LEVELS,FMNEU-3460,PKG,NEUROSURGERY,82500.0,,1,40330-00-00,Decompression of spinal nerve roots,,consumable,22283,TISSUE FACIAL W/OUT LOGO 2 PLY,0,consumable,15107,6.574838,,,,FMXRAY1751,X-Ray Shoulder Ap Int. & Ext. Rotation - Left,FMXRAY1751,X-Ray Shoulder Ap Int. & Ext. Rotation - Left,,,,0.0
PKORT-0019,MIS/OPEN COMPLEX SPINO-PELVIC DISSOCIATION FIXATION,PKORT-0019,PKG,Orthopedics,81000.0,,5,48681-00-00,Nonsegmental internal fixation of spine,,consumable,22284,ADMISSION KIT BLUE (MALE),0,consumable,33961,45.42615,,,,FMXRAY1756,X-Ray Elbow Ap & Lat. & Sp. View - Left,FMXRAY1756,X-Ray Elbow Ap & Lat. & Sp. View - Left,,,,0.0
FMCAR-3068,Implantation of ICD Single,FMCAR-3068,PKG,Cardiology,80438.0,,2,90203-08-00,Adjust trnsven elec card defibrillator,,consumable,22359,SHOWER GEL DETOLL 300ML,0,consumable,61949,89.65688,,,,FMXRAY1757,X-Ray Elbow For Coronoid Process (4 Views) - Left,FMXRAY1757,X-Ray Elbow For Coronoid Process (4 Views) - Left,,,,0.0
FMCAR-3067,Permanent Pacemaker Biventricular Plus ICD (CRTD),FMCAR-3067,PKG,Cardiology,80000.0,,3,38368-00-00,Ins perm trnsven elec L ventrl pcmkr,,consumable,31328,NEEDLE INJECTION VESICALE 35CM COLOPLAST#NBI035,0,consumable,47443,1408.894,,,,FMXRAY1761,X-Ray Wrist Pa. & Lat. & Oblique - Left,FMXRAY1761,X-Ray Wrist Pa. & Lat. & Oblique - Left,,,,0.0
FMNEU-3767,Stereotactic Biopsy Brain,FMNEU-3767,PKG,NEUROSURGERY,80000.0,,2,40801-00-00,Functional intrcran stereotactic proc,,consumable,31368,BREATHING CIRCUIT VENTSTAR MRI 3M #MP00327,0,consumable,37704,484.1471,,,,FMXRAY1762,X-Ray Scaphoid (4 Views) - Left,FMXRAY1762,X-Ray Scaphoid (4 Views) - Left,,,,0.0
FMSUR-3355,"Embolization of cranial and spinal arteriovenous malformations by glue and coils > 6 nedal injections including the basic microcatheter, microguide wire and the first coil",FMSUR-3355,PKG,SURGERY,79800.0,,2,35321-02-00,Trnscath embolisation intrcran art NEC,,consumable,31496,SCREW CORTICAL 3.5*26MM OSTEONIC #S1F.35260,0,consumable,56642,717.255,,,,FMXRAY1765,X-Ray Hand Ap & Lat. & Obl. - Left,FMXRAY1765,X-Ray Hand Ap & Lat. & Obl. - Left,,,,0.0
FMNEU-3577,POSTERIOR FUSION AND STABILIZATION WITH OUT IMPLANT - TWO LEVELS,FMNEU-3577,PKG,NEUROSURGERY,79500.0,,3,90011-02-00,Oth repair spinal canal/cord structures,,consumable,31677,GUIDE WIRE HYDROPHILIC X-PEDION 0.010X200CM EV3 # 103-0605-200,0,consumable,35094,4563.535,,,,FMXRAY1766,X-Ray Hand For Pisiform/Navicular - Left,FMXRAY1766,X-Ray Hand For Pisiform/Navicular - Left,,,,0.0
FMNEU-3592,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM) - TWO LEVEL,FMNEU-3592,PKG,NEUROSURGERY,79500.0,,3,90011-02-00,Oth repair spinal canal/cord structures,,consumable,36495,SCREW LOCKING 3.5X16MM CHM #3.5200.016,0,consumable,56642,986.2256,,,,FMXRAY1775,X-Ray Knee Ap & Lat. & Special.View - Left,FMXRAY1775,X-Ray Knee Ap & Lat. & Special.View - Left,,,,0.0
FMORW-0049,Knee Extarticulation With Teh Lina Knee,FMORW-0049,Service,ORTHOPAEDIC WORKSHOP,79005.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,consumable,39112,"SHEATH NEURON MAX  6FR, PENUMBRA # PNML6F088904M",0,consumable,63564,6574.838,,,,FMXRAY1781,X-Ray Ankle Ap & Lat. & Obl. - Left,FMXRAY1781,X-Ray Ankle Ap & Lat. & Obl. - Left,,,,0.0
FMORT-0760,HEMIVERTEBRA EXCISION,FMORT-0760,PKG,Orthopedics,78750.0,,2,48639-00-00,Excision of vertebra,,consumable,39281,FILTER HME TWINSTAR HEPADRAGER#MP01801,0,consumable,31723,84.87518,,,,FMXRAY1784,X-Ray Foot Ap & Lat. & Obl. - Left,FMXRAY1784,X-Ray Foot Ap & Lat. & Obl. - Left,,,,0.0
FMNEU-3475,ANTERIOR CERVICAL CORPECTOMY AND STABILIZATION - ONE LEVEL W/OUT IMPLANT,FMNEU-3475,PKG,NEUROSURGERY,78000.0,,2,40331-00-00,Decomp of cervical spinal cord  1 level,,consumable,39629,TIBIAL WEDGE 2/10MM IMPLANTCAST,0,consumable,48067,4482.844,,,,FMXRAY1785,X-Ray Foot Tangential & Lat. In Standing - Left,FMXRAY1785,X-Ray Foot Tangential & Lat. In Standing - Left,,,,0.0
FMNEU-3736,Anterior thoracic corpectomy and stabilization,FMNEU-3736,PKG,NEUROSURGERY,78000.0,,2,90011-02-00,Oth repair spinal canal/cord structures,,consumable,39662,INFUSION SET WINGED NON-CORING 20GX0.75' BARD #2205220,0,consumable,17180,191.268,,,,P16ACCUC1+,ACCU-CHEK GLUCOMETER DEVICE .,P16ACCUC1+,ACCU-CHEK GLUCOMETER DEVICE .,,,,0.0
FMNEU-3498,CERVICAL DISCECTOMY ANTERIOR APPROACH – 3 LEVELS WITH FUSION W/OUT IMPLANT,FMNEU-3498,PKG,NEUROSURGERY,78000.0,,3,40333-01-00,Cervical discectomy  >= 2 levels,,consumable,39674,CANNULA NASAL HIGH FLOW ADULT M# DREAGER-MP05512,0,consumable,35201,806.9119,,,,FMENTE5004,Hearing Aid Fitting,FMENTE5004,Hearing Aid Fitting,,,,0.0
FMSUR-3349,"Obliteration of cerebral aneurysms by coils – Small aneurysms (<5 mm) including the basic microcatheter, microguide wire and the first",FMSUR-3349,PKG,SURGERY,78000.0,,2,35412-00-00,Endovas occl cerebral aneur / AV malform,,consumable,39707,PLATE DISTAL FIBULA 6 HOLES CHM # 3.7029.606,0,consumable,61573,9862.256,,,,FMINT-0153,Exercise Spirometry,FMINT-0153,Exercise Spirometry,,,,0.0
FMNEU-3484,POSTERIOLATERAL THORACIC OR LUMBAR CORPECTOMY - ONE LEVEL - W/OUT IMPLANT,FMNEU-3484,PKG,NEUROSURGERY,78000.0,,2,40351-00-00,Ant decomp thoracolumbar spinal cord,,consumable,39805,"CHLORAPREP ORANGE TINT 26-ML ,APPLICATOR BARD # 260815",0,consumable,63615,239.085,,,,FMLAB-9215,Serotonin (5 Hydroxy Tryptamine),FMLAB-9215,Serotonin (5 Hydroxy Tryptamine),,,,0.0
FMORT-0699,CERVICAL POSTERIOR DECOMPRESSI ON WITH PLATTING (MULTIPLE LEVEL),FMORT-0699,PKG,Orthopedics,77700.0,,3,40335-00-00,Decomp cervical spin cord w fus >= 2 lvl,,consumable,40066,ADMISSION KIT  MALE & FEMALE WITH SGH LOGO,0,consumable,33961,77.70263,,,,FMNEP-0012,Hemodialysis Follow Up,FMNEP-0012,Hemodialysis Follow Up,,,,0.0
FMXRAY1377,IR. ANGIOPLASTY AND STENTING OF RENAL ARTERY (BI LATERAL),FMXRAY1377,PKG,Radiology ,77000.0,,2,35309-06-00,PTA perc w stenting  single stent,,consumable,FMNUR-0074,"SPONGELAPPREWASHEDDETECTABLERING18X18""X4-PLYSTER#6022",0,consumable,99999,14.33315,,,,FMPTD-0031,TOTAL PT - 3 MODAL. - OP,FMPTD-0031,TOTAL PT - 3 MODAL. - OP,,,,0.0
FMXRAY1452,IR. Neuro. VERTEBROPLASTY / KYPHOPLASTY,FMXRAY1452,PKG,Radiology ,77000.0,,3,35400-00-00,Vertebroplasty  1 vertebral body,,consumable,MS-B-000153,BAG URINE DRAINAGE STERILE 2000ML DISP.,0,consumable,58917,15.525,,,,FMPTD-3013,FOCUSED SHOCKWAVE THERAPY,FMPTD-3013,FOCUSED SHOCKWAVE THERAPY,,,,0.0
FMCAT-0052 ,Subcutaneous ICD implantation,FMCAT-0052 ,PKG,CARDIOLOGY,77000.0,,5,38390-00-00,Ins of patches for cardiac defibrillator,,consumable,MS-B-000967,BAGBSSFORCENTURIONPHACOMACHINEALCON#79501,0,consumable,63972,217.35,,,,FMPTD-3015,MOTION AND FUNCTIONAL ASSESSMENT LAB,FMPTD-3015,MOTION AND FUNCTIONAL ASSESSMENT LAB,,,,0.0
FMORW-0044,Upperarm Prosthesis Work Prosthesis,FMORW-0044,Service,ORTHOPAEDIC WORKSHOP,76595.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,consumable,MS-B-001094,BREATHING CIRCUIT DISPOSABLE VENTSTAR (N) 180DRAEGER # MP00333 / MP02607,0,consumable,37704,1077.435,,,,FMXRAY1667,panoramic 3d one jaw,FMXRAY1667,panoramic 3d one jaw,,,,0.0
FMNEU-3380,AWAKE CRANIOTOMY FOR BRAIN TUMOUR,FMNEU-3380,PKG,NEUROSURGERY,75000.0,,3 INCLUDING ICU,90007-00-00,Oth dx proc skull  brain & cereb menings,,consumable,MS-B-001211,BLADE SHAVER 4.0MM X 13CM EXCALIBUR ARTHREX,0,consumable,41499,1751.22,,,,FMLAB-9060,FACTOR VIII ASSOCIATED AG.( SO ),FMLAB-9060,FACTOR VIII ASSOCIATED AG.( SO ),,,,0.0
FMNEU-3492,CERVICAL LAMINOPLASTY - 2 LEVELS W/OUT IMPLANT,FMNEU-3492,PKG,NEUROSURGERY,75000.0,,3,90011-01-00,Other proc on spinal canal/cord structures,,consumable,MS-C-000273,CANNULA IV VENFLON 26GX19MM DELTA.,0,consumable,64574,16.92225,,,,FMLAB-9225,GALACTOSAEMIA SCREEN (PAPER SPOT),FMLAB-9225,GALACTOSAEMIA SCREEN (PAPER SPOT),,,,0.0
FMNEU-3671,CRANIECTOMY - DECOMPRESSIVE- AND EVACUATION OF HEMATOMA + PUTTING THE SKULL BONE FLAP IN THE ABDOMINAL WALL,FMNEU-3671,PKG,NEUROSURGERY,75000.0,,4 including ICU ,39906-00-00,Craniectomy for infection of skull,,consumable,MS-C-001097,CUSHION FOAM LIMB RESTRAIN UNIVERSAL FOR WRISTOR ANKLE WITH BUCKLE CLOSURE MEDIX# M10B-V,0,consumable,58128,281.0025,,,,FMLAB-2569,Culture for Botulinum,FMLAB-2569,Culture for Botulinum,,,,0.0
FMNEU-3325,Craniotomy and excision of Cerebellar Tumour,FMNEU-3325,PKG,NEUROSURGERY,75000.0,,3 INCLUDING ICU,39640-00-00,R/O lesion inv ant cranial fossa,,consumable,MS-C-001500,CATHETER DOUBLE LUMEN MULTICATH 3FR X 6CM 3,0,consumable,10729,1304.1,,,,FMLABP7140,PERITONEAL FLUID CULTURE & SENSITIVITY C/S,FMLABP7140,PERITONEAL FLUID CULTURE & SENSITIVITY C/S,,,,0.0
FMNEU-3394,ENDOSCOPIC BIOPSY OF BRAIN TUMOUR,FMNEU-3394,PKG,NEUROSURGERY,75000.0,,2,40903-01-00,Biopsy of brain via neuroendoscopy,,consumable,MS-C-001664,CASSETTE CENTURION FMS 0.9MM ALCON #,0,consumable,45150,1378.62,,,,FMADM-0541,DISPOSABLES OR MEDIUM,FMADM-0541,DISPOSABLES OR MEDIUM,,,,0.0
FMNEU-3403,Extracranial to intracranial bypass with superficial temporal artery - DIRECT,FMNEU-3403,PKG,NEUROSURGERY,75000.0,,3,39818-00-00,Extrcran to intrcran byps w tmpl art gft,,consumable,MS-C-001707,CATHETERNUTRILINE2FR15CMVYGON#1252-15,0,consumable,99999,1122.458,,,,FMOBG-8118,Placental Scan,FMOBG-8118,Placental Scan,,,,0.0
FMNEU-3404,Extracranial to intracranial bypass with superficial temporal artery - INDIRECT,FMNEU-3404,PKG,NEUROSURGERY,75000.0,,2,39818-00-00,Extrcran to intrcran byps w tmpl art gft,,consumable,MS-C-003495,CATHETER SUCTION CLOSED TRACHEOSTOMY 12,0,consumable,99999,375.705,,,,FMXRAY1800,"XRAY- CERVICAL SPINE (AP, LAT, FLEX &EXT)",FMXRAY1800,"XRAY- CERVICAL SPINE (AP, LAT, FLEX &EXT)",,,,0.0
FMCAR-3069,Implantation of ICD Double,FMCAR-3069,PKG,Cardiology,75000.0,,2,38368-00-00,Ins perm trnsven elec L ventrl pcmkr,,consumable,MS-C-003720,CARTRIDGE ARTICULATING RELOAD MEDIUM THICK COVIDIEN # SIGC60MT TRI 2.0,0,consumable,35615,2861.258,,,,FMADM-9915,Class Difference ( From Second To First ),FMADM-9915,Class Difference ( From Second To First ),,,,0.0
FMNEU-3445,INSERTION OF MOTOR CORTEX STIMULATOR (STIMULATOR ELECTRODES + BATTERY + IMPLANTS NOT INCLUDED),FMNEU-3445,PKG,NEUROSURGERY,75000.0,,1,90007-01-00,Other procedures on skull,,consumable,MS-D-000103,DRAPE SURGICAL COVER 150x120/175/190CMSTERILE#JM,0,consumable,62934,41.9175,,,,FMDER-1017,fractional + mesotherapy                     ,FMDER-1017,fractional + mesotherapy                     ,,,,0.0
FMNEU-3562,LAMINECTOMY DRAINAGE SPINAL EXTRADURAL EMPYEMA - MORE THAN 3 LEVELS,FMNEU-3562,PKG,NEUROSURGERY,75000.0,,3,90031-00-00,Incision & drain of spin canal or spin cd str,,consumable,MS-E-000047,ELECTRODE THYMAPAD STIMULUS FOR ECT MACHINE.,0,consumable,47852,69.8625,,,,FMDNT-1109,Laser treatment of oral ulcer,FMDNT-1109,Laser treatment of oral ulcer,,,,0.0
FMCAT-0053  ,Leadless Pacemaker insertion ,FMCAT-0053  ,PKG,CARDIOLOGY,75000.0,,5,38353-00-00,Insertion of cardiac pacemaker generator,,consumable,MS-G-000064,GOWN ISOLATION DISP#JM-G2101,0,consumable,35492,10.8675,,,,FMLAB-5656,Hypocretin (orexin),FMLAB-5656,Hypocretin (orexin),,,,0.0
FMCTS-0115,MAZE PROCEDURE(SURGICAL ABLATION OF ATRIAL FIBRILLATION),FMCTS-0115,PKG,Cardiology,75000.0,,4,38287-03-00,Open abltn arhytm crct / fcs NEC,,consumable,MS-M-000004,MASK OXYGEN ADULT W/NEBLZR.SALTER LABS #8924/1483/OCTURNO#1705/2011,0,consumable,58810,21.735,,,,FMDER-1019,LIP FILLER,FMDER-1019,LIP FILLER,,,,0.0
FMNEU-3768,Motor Cortex Stimulation (implants not included),FMNEU-3768,PKG,NEUROSURGERY,75000.0,,1,90007-02-00,Other proc on brain & cerebral meninges,,consumable,MS-M-000100,MESH PHYSIO 15X20CM ETHICON# PHY1520R /COVIDIEN# SYM2015,0,consumable,61423,10432.8,,,,FMOBG-8130,Non-Stress Fetal Heart Rate Tracing,FMOBG-8130,Non-Stress Fetal Heart Rate Tracing,,,,0.0
FMCAR-3096,Shockwave Intravascular Lithotripsy (IVL) System,FMCAR-3096,PKG,Cardiology,75000.0,,4,92199-00-00,Extracorporeal shockwave lithotripsy NEC,,consumable,MS-M-000239,MASK PARTICULATE RESPIRATOR & SURGICAL N95,0,consumable,64847,32.6025,,,,FMADM-9920,ESCORT ACCOMODATION,FMADM-9920,ESCORT ACCOMODATION,,,,0.0
FMNEU-3395,STEREOTACTIC BIOPSY OF BRAIN LESION,FMNEU-3395,PKG,NEUROSURGERY,75000.0,,2,40801-00-00,Functional intrcran stereotactic proc,,consumable,MS-O-000086,OXYGENATORAFFINITYTRILLIUMCOATED#95217,0,consumable,18133,6573.285,,,,fmrmb-9929,Room Difference (Semi Pvt - Pvt),fmrmb-9929,Room Difference (Semi Pvt - Pvt),,,,0.0
FMNEU-3720,Excision of cerebral arteriovenous malformation,FMNEU-3720,PKG,NEUROSURGERY,74500.0,,4 INCLUDING ICU ,90007-01-00,Other procedures on skull,,consumable,MS-O-000197,OIL BABY 400ML NUNU # 18/10,0,consumable,61949,114.885,,,,P15ONE-T1+,ONE TOUCH GLUCOMETER DEVICE .,P15ONE-T1+,ONE TOUCH GLUCOMETER DEVICE .,,,,0.0
FMNEU-3718,Fonto-orbital advancement for craniosynostois,FMNEU-3718,PKG,NEUROSURGERY,74500.0,,3,90007-01-00,Other procedures on skull,,consumable,MS-P-000631,PROBECOVERFORELECTRONICTHERMOMETERWELCHAL,0,consumable,13116,1.5525,,,,FMOBG-8117,Trans Vaginal Cervical Assessment,FMOBG-8117,Trans Vaginal Cervical Assessment,,,,0.0
FMNEU-3704,Endoscopic excision of intraventricular tumour,FMNEU-3704,PKG,NEUROSURGERY,74000.0,,3,39712-03-00,R/O  intraventricular lesion,,consumable,MS-S-000072,SODIUMCHLORIDE0.9%2000MLF/IRRIGATIONABBOTT#79,0,consumable,58475,86.94,,,,P15NEBUL3+,NEBULISER IH18 (BEURER),P15NEBUL3+,NEBULISER IH18 (BEURER),,,,0.0
FMORT-0662,ANT SPINAL FIX FR/DEFORM SPINE,FMORT-0662,PKG,Orthopedics,73500.0,,3,48678-00-00,Simple internal fixation of spine,,consumable,MS-S-000543,STENT DRUG ELUTING SIZE 3.0x26MM.,0,consumable,35882,7675.933,,,,P15ROSSM2+,BLOOD PRESSURE DEVICE ROSSMAX-BASIC .,P15ROSSM2+,BLOOD PRESSURE DEVICE ROSSMAX-BASIC .,,,,0.0
FMORT-0489,CORRECTION OF BONE DEFORMITIES AFTER PATHOLOGICAL FRACTURE.,FMORT-0489,PKG,Orthopedics,73500.0,,3,90604-00-00,Correction of bony deformity,,consumable,MS-S-000772,STENT CORONARY DRUG ELUTED 2.25X20MM TAXUS#(H749389402022.,0,consumable,56284,7234.262,,,,P16CONTO1+,CONTOUR-TS GLUCOMETER DEVICE .,P16CONTO1+,CONTOUR-TS GLUCOMETER DEVICE .,,,,0.0
FMORT-0602,FRACTURE PELVIC GR.III(POST & ANTERIOR COLUMN),FMORT-0602,PKG,Orthopedics,73500.0,,4,47489-01-01,Open rdctn pelvic fxint fix ant & post seg  uni,,consumable,MS-S-001730,SPLINT NASAL INTERNAL/SEPTAL SILLICON.,0,consumable,64402,456.435,,,,FMPTD-0034,TOTAL PT >3 MODALITIES - IP,FMPTD-0034,TOTAL PT >3 MODALITIES - IP,,,,0.0
FMORT-0738,LUMBAR LAMINOTOMY / LAMINECTOMY ( MULTIPLE LEVEL ),FMORT-0738,PKG,Orthopedics,73500.0,,3,40300-01-00,Discectomy  >= 2 levels,,consumable,MS-S-002134,SWAB GAUZE 10x10CM 16PLY X-RAY DETECTABLE STERILE,0,consumable,48131,1.5525,,,,FMPTD-0036,SHORTWAVE - IP,FMPTD-0036,SHORTWAVE - IP,,,,0.0
FMORT-0198,REFUSION OF SPINE (CORRECTION OF PSEUDO-ARTHROSIS OF SPINE),FMORT-0198,PKG,Orthopedics,73500.0,,5,48642-00-00,Posterior spinal fusion  1 or 2 levels,,consumable,MS-S-002238,STENT CORONARY DRUG ELUTED 3.00X38MMMEDTRONIC#RSINT30038X,0,consumable,56285,11643.75,,,,FMDER-1034,PRP 1SESSION FACE OR HAIR,FMDER-1034,PRP 1SESSION FACE OR HAIR,,,,0.0
FMORT-0687,TRANS ABDOMINAL ANTERIOR SPINAL FUSION,FMORT-0687,PKG,Orthopedics,73500.0,,3,48660-00-00,Anterior spinal fusion  1 level,,consumable,MS-S-002898,SUCTION CLOSED SYSTEM W/TRACHEOSTMY PORT SIZE 14 #JM-C2409-14-72T,0,consumable,99999,318.2625,,,,FMDER-1014,Comedo extraction medium area,FMDER-1014,Comedo extraction medium area,,,,0.0
FMORT-0352,VERTEBROTOMY - TRANSTHORACIC,FMORT-0352,PKG,Orthopedics,73500.0,,3,48639-00-00,Excision of vertebra,,consumable,MS-S-002915,STENT CORONARY DRUG ELUTED 3.5X34MM MEDTRONIC #RSINT35034,0,consumable,56285,11643.75,,,,FMDER-1030,Exiles 1 session abdomen or back,FMDER-1030,Exiles 1 session abdomen or back,,,,0.0
FMORT-0353,VERTEBROTOMY RETROPERITONEAL,FMORT-0353,PKG,Orthopedics,73500.0,,3,48639-00-00,Excision of vertebra,,consumable,MS-S-003415,STENT CORONARY DRUG SIROLIMUS ELUTING ORSIRO 2.5X13 BIOTRONIK#364476,0,consumable,58760,11643.75,,,,FMDER-1039,FRACTIONAL 1 SESSION LARGE AREA,FMDER-1039,FRACTIONAL 1 SESSION LARGE AREA,,,,0.0
FMNEU-3497,CERVICAL DISCECTOMY ANTERIOR APPROACH – 2 LEVELS WITH FUSION W/OUT IMPLANT,FMNEU-3497,PKG,NEUROSURGERY,73000.0,,3,40333-01-00,Cervical discectomy  >= 2 levels,,consumable,MS-S-003465,STENT D/ELUTED PROMUS ELEMENT 2.75x20M,0,consumable,56285,7510.995,,,,FMLAB-8221,CALCIUM CREATININE RATIO IN SERUM,FMLAB-8221,CALCIUM CREATININE RATIO IN SERUM,,,,0.0
FMCAR-3060,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – TV + 5 Stents , (Price is WITHOUT STENT) (One Day CCU + Four Days Ward)",FMCAR-3060,PKG,Cardiology,73000.0,,5,38300-00-00,Percut translum balloon angioplasty  1 coro art,,consumable,MS-S-003694,SPONGE LAP PREWASHED 45x45CM 12PLY X-RAY DETECTABLE STERILE.,0,consumable,39404,21.15281,,,,FMNUR-0048,POSTMORTEM CARE,FMNUR-0048,POSTMORTEM CARE,,,,0.0
FMNEU-3459,SELECTIVE DORSAL ROOT RHIZOTOMY - TWO LEVELS,FMNEU-3459,PKG,NEUROSURGERY,72500.0,,1,40330-00-00,Decompression of spinal nerve roots,,consumable,MS-S-004458,SCREW INTERFERANCE BIO-COMPOSITE 8x28MM FULL THREAD ARTHREX #AR-1380TC,0,consumable,56642,2347.38,,,,HCPTD-0415,PHYSIOTHERAPY VIP  (1 SESSION),HCPTD-0415,PHYSIOTHERAPY VIP  (1 SESSION),,,,0.0
FMORT-0191,ATLAS AXIS SPINAL FUSION,FMORT-0191,PKG,Orthopedics,72450.0,,3,48660-00-00,Anterior spinal fusion  1 level,,consumable,MS-S-004610,ANCHOR5.5x14.7MMCORKSCREWARTHREX#AR-1927BC,0,consumable,46536,3390.66,,,,FMORT-0718,Ultrasound Of Hip Follow Up,FMORT-0718,Ultrasound Of Hip Follow Up,,,,0.0
FMORW-0050,Above Knee Prosthesis With Teh Lina Knee,FMORW-0050,Service,ORTHOPAEDIC WORKSHOP,71805.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,consumable,MS-S-004653,SUTURE MENISCAL CINCH DEVICE ARTHREX #AR-4500.,0,consumable,99999,2115.281,,,,FMXRAY1737,X-Ray Ankle Ap & Lat. & Mortis - Right,FMXRAY1737,X-Ray Ankle Ap & Lat. & Mortis - Right,,,,0.0
FMORW-0053,Hip Exarticulation Prosthesis Free Knee,FMORW-0053,Service,ORTHOPAEDIC WORKSHOP,71805.0,,,96092-00-00,Applic fit adjust/ replace other assist device,,consumable,MS-S-005130,STENT CORONARY DRUG SIROLIMUS ELUTING ORSIRO,0,consumable,58771,11643.75,,,,FMXRAY1738,X-Ray Mastoid Schullers & Stenvers - Left,FMXRAY1738,X-Ray Mastoid Schullers & Stenvers - Left,,,,0.0
FMXRAY1434,IR. PULMONARY CATHETER DIRECTED THROMBOLYSIS,FMXRAY1434,PKG,Radiology ,71500.0,,3 INCLUDING ICU ,35321-04-00,Trnscath embolisation bl vesl  chest,,consumable,MS-S-005283,SUTURE ANCHOR 4.75X 24.5MM SELF-PUNCHING ARTHREX # AR-2324BCM.,0,consumable,99999,2591.22,,,,FMXRAY1739,X-Ray T.M.J.  - Left,FMXRAY1739,X-Ray T.M.J.  - Left,,,,0.0
FMXRAY1433,IR. PULMONARY MECHANICAL THROMBECTOMY,FMXRAY1433,PKG,Radiology ,71500.0,,3 INCLUDING ICU ,90230-00-00,Embolectomy/thrombectomy othr artery,,consumable,MS-S-005445,SUTURE ANCHOR 15.5MMx2.9 BIOCMPOSITEPUSHLOCK ARTHREX #AR-1923BC,0,consumable,45062,3384.45,,,,FMXRAY1743,X-Ray A.C. Joint With & W/O Weight Bearing - Left,FMXRAY1743,X-Ray A.C. Joint With & W/O Weight Bearing - Left,,,,0.0
FMORT-0672,CERV.POST. OPEN REDUC.INTERNAL FIXATION + FUSION,FMORT-0672,PKG,Orthopedics,71400.0,,3,47699-01-00,Open rdctn fx/disloc spine w simple IF,,consumable,MS-S-005459,SYRINGE 10CC AMBER MEDICATION ORAL TIP CAP DISPOSABLE BD #071305209,0,consumable,59040,3.105,,,,FMXRAY1744,X-Ray Scapula Ap & Lat. - Left,FMXRAY1744,X-Ray Scapula Ap & Lat. - Left,,,,0.0
FMNEU-3513,ANTERIOR CERVICAL DISCECTOMY AND PLATE FIXATION - ONE LEVEL - W/OUT IMPLANT,FMNEU-3513,PKG,NEUROSURGERY,70500.0,,3,40333-00-00,Cervical discectomy  1 level,,consumable,MS-S-008556,SUTUREANCHORPEEKCORKSCREW4.5x14MMARTHREX#,0,consumable,56303,3390.66,,,,FMXRAY1746,X-Ray Sterno-Clavicular Joints - Left,FMXRAY1746,X-Ray Sterno-Clavicular Joints - Left,,,,0.0
FMNEU-3507,POSTERIOR CERVICAL FUSION AND FIXATION - ONE LEVEL W/OUT IMPLANT,FMNEU-3507,PKG,NEUROSURGERY,70500.0,,3,90011-02-00,Oth repair spinal canal/cord structures,,consumable,MS-S-009110,SET FEEDING BAG ENTERAL 1200ML POLYMED #,0,consumable,99999,122.6475,,,,FMXRAY1748,X-Ray Ribs Unilateral (2 View) - Left,FMXRAY1748,X-Ray Ribs Unilateral (2 View) - Left,,,,0.0
FMSUR-3354,"Embolization of cranial and spinal arteriovenous malformations by glue and coils 3-6 nedal injections including the basic microcatheter, microguide wire and the first coil",FMSUR-3354,PKG,SURGERY,70200.0,,3,35412-00-00,Endovas occl cerebral aneur / AV malform,,consumable,MS-T-000142,TUBE ENDOTRACH REINFORCED 3.5 CUFFED #SMMP,0,consumable,47121,93.07238,,,,FMXRAY1750,X-Ray Shoulder Ap & Axial - Left,FMXRAY1750,X-Ray Shoulder Ap & Axial - Left,,,,0.0
FMNEU-3532,EXCISION OF LESIONS INTRASPINAL INTRADURAL/CERVICAL,FMNEU-3532,PKG,NEUROSURGERY,70000.0,,2,40312-00-00,R/O  spinal intradural lesion,,consumable,MS-T-000319,TUBINGSETIRRIGATIONWITH2PUNCTURENEEDLES1X1MEDICALTECHNICALPROMOTION#031328-10,0,consumable,64108,1155.06,,,,FMXRAY1752,X-Ray Shoulder Special View For Glenoid - Left,FMXRAY1752,X-Ray Shoulder Special View For Glenoid - Left,,,,0.0
FMNEU-3504,INSERTION OF CERVICAL DISC PROSTHESIS - ONE LEVEL - W/OUT IMPLANT,FMNEU-3504,PKG,NEUROSURGERY,70000.0,,4,48691-00-00,Ins intervertebral disc prosthesis 1 lvl,,consumable,MS-T-000665,TUBE ENDTR.REINF.4.5MM CUFFED MALLINKRD.,0,consumable,99999,135.378,,,,FMXRAY1753,X-Ray Shoulder Of Intertubecularis Groove - Left,FMXRAY1753,X-Ray Shoulder Of Intertubecularis Groove - Left,,,,0.0
