SER,SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,VIP & A,B,Unnamed: 8
579.0,3182008,DERMATOLOGY ,DERMA. SERVICES ,ALLERGY SIGN TEST, أختبار الجلد للحساسية ,253,253,
580.0,3182009,DERMATOLOGY ,DERMA. SERVICES ,LOCAL INJECTION , حقنـه موضعيـه,83,83,
581.0,3182010,DERMATOLOGY ,DERMA. SERVICES ,NITROGEN LIQUID , سـائـل الأزوت,170,170,
582.0,3182011,DERMATOLOGY ,DERMA. SERVICES ,SKIN PRICK TEST, إختبار حساسية الجلد ( بالوخـز ),316,316,
583.0,3182012,DERMATOLOGY ,DERMA. SERVICES ,PEELING (PER SESSION), تقشير الجلد / للجلسة,873,873,
584.0,3182013,DERMATOLOGY ,DERMA. SERVICES ,ELECTROLYSIS (PER SESSION), استئصال الشعر الزائد / الجلسة,873,873,
585.0,3182014,DERMATOLOGY ,DERMA. SERVICES ,SKIN PATCH, أختبار حساسية الجلد رقـعـي,631,631,
586.0,3182015,DERMATOLOGY ,DERMA. SERVICES ,BLEECHING (PER SESSION),  تقشيـر الجلـد,873,873,
587.0,3182016,DERMATOLOGY ,DERMA. SERVICES ,INTRA CORPORAL INJECTION, حقـن القضيـب,194,194,
588.0,3182017,DERMATOLOGY ,DERMA. SERVICES ,DERMOGET, حقـن طبقـات الجلـد,194,194,
589.0,3182018,DERMATOLOGY ,DERMA. SERVICES ,MICROPIGMENTATION (PER SESSION), جلسة لصبغـة الجلد بالجلسة,873,873,
590.0,3182019,DERMATOLOGY ,DERMA. SERVICES ,ACNE SURGERY (PER SESSION), جلسة جراحية لحب الشباب بالجلسة ,631,631,
591.0,3182020,DERMATOLOGY ,DERMA. SERVICES ,DERM ABRESSION, سنفرة الجلد بالجلسة ,1261,1261,
592.0,3182021,DERMATOLOGY ,DERMA. SERVICES ,URETHRAL IRRIGATION, غسيل قناة مجرى البول,194,194,
593.0,3182022,DERMATOLOGY ,DERMA. SERVICES ,TESTICULAR BIOPSY , عينه من الخصيـة,1261,1261,
594.0,3182023,DERMATOLOGY ,DERMA. SERVICES ,TESTICULAR PUNCTURE, عينه من سائل الخصية بالإبـرة,1261,1261,
595.0,3182024,DERMATOLOGY ,DERMA. SERVICES ,NARROW BAND NB-UVB, أشعة فوق بنفسجية,97,97,
596.0,3182025,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF SKIN TAG 1 TO 3, إزالة زوائد جلدية 3:1,194,194,
597.0,3182026,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF SKIN TAG 4 TO 10, إزالة زوائد جلدية 10:4,388,388,
598.0,3182027,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF SKIN TAG MORE THAN 10, إزالة زوائد اكثر من 10,631,631,
599.0,3182028,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF EPIDERMAL CYST,ازالة كيسة جلدية سطحية ,582,582,
600.0,3182029,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF PIOGENIC GRANULOMA,ازالة كيس صديدي من الجلد ,1261,1261,
601.0,3182030,DERMATOLOGY ,DERMA. SERVICES ,EXCISION OF MUCOCELE,ازالة كيس زلالي من الجلد,970,970,
602.0,3182031,DERMATOLOGY ,DERMA. SERVICES ,REMOVAL OF MYXOID CYST,ازالة كيس دهني من الجلد ,970,970,
603.0,3182032,DERMATOLOGY ,DERMA. SERVICES ,SUTURING WITH SKIN BIOPSY,خزعة جلد مع خياطة الجلد,631,631,
604.0,3182033,DERMATOLOGY ,DERMA. SERVICES ,Thread non-surgical lift,خزعة جلد مع خياطة الجلد,1455,1455,
605.0,3192001,IVF,IVF SERVICES ,RETROGRADE EJACULATION, ارتجاع فى القذف,873,873,
606.0,3192002,IVF,IVF SERVICES ,INTRA UTERINE INSEMINATION (IUI), التلقيح داخل الرحم,1940,1940,
607.0,3192003,IVF,IVF SERVICES ,"SALINE INSTILLATION ""HYCOSY"" PROCEDURE", فحص قنوات فالوب بالاشعة الصوتية,631,631,
608.0,3192004,IVF,IVF SERVICES ,CYST ASPIRATION, سحب سائل الكيس,1213,1213,
609.0,3192005,IVF,IVF SERVICES ,FREEZING TESTICULAR TISSUE, تجميد انسجه من الخصيه,1940,1940,
610.0,3192006,IVF,IVF SERVICES ,PRE IMPLANTATION GENETIC SCREENING (PGS) PER EMBRYO, فحص الامراض الوراثيه لعدد( جنين واحد ),1261,1261,
611.0,3192007,IVF,IVF SERVICES ,SAMPLE PREPARATION FOR IUI, عينة تحضيرية للتلقيح  داخل الرحم,776,776,
612.0,3192008,IVF,IVF SERVICES ,SPERM PREPARATION,تحضيرالمصل,485,485,
613.0,4112001,VACCINE,VACCINATION,INJECTION,الـحـقـــــن,39,39,
614.0,4112002,VACCINE,VACCINATION,ACT HIB VACCINE,تطعيم ضد الإنفلونزا B,127,127,
615.0,4112003,VACCINE,VACCINATION,ACTACEL VACCINE,تطيعم الدفيتريا والسعال الديكى ووباء الكبد ب,253,253,
616.0,4112004,VACCINE,VACCINATION,ANEXATE INJECTION,ابرة انكسيت,190,190,
617.0,4112005,VACCINE,VACCINATION,ANTI SCORPION INJECTION,تطعيم مضاد لسم العقـرب,194,194,
618.0,4112006,VACCINE,VACCINATION,ANTI SNAKE SERUM AMP.,تطعيم مضاد لسم الأفعـى,379,379,
619.0,4112007,VACCINE,VACCINATION,ARAMEN INJECTION,تطعيم ارامن,359,359,
620.0,4112008,VACCINE,VACCINATION,ARAPENTA,ارابينتا,117,117,
621.0,4112009,VACCINE,VACCINATION,AVAXIM VACCINE,تطعيم ضد الكبد الوبائي A,161,161,
622.0,4112010,VACCINE,VACCINATION,B.C.G. VACCINATION,تطعيم ضـد الـسـل,34,34,
623.0,4112011,VACCINE,VACCINATION,BOOSTRIX,بوستركس,97,97,
624.0,4112012,VACCINE,VACCINATION,CLOPIXOL DEPOT INJECTION,ابرة كلوبكسل ديبوت,59,59,
625.0,4112013,VACCINE,VACCINATION,D.P.T. VACCINATION,تطعيم الـثـلاثــي,54,54,
626.0,4112014,VACCINE,VACCINATION,DESFERAL INJECTION,إبرة ديسفرال,54,54,
627.0,4112015,VACCINE,VACCINATION,DOBUTREX INJECTION,إبرة دوبيتركس,88,88,
628.0,4112016,VACCINE,VACCINATION,DT PAEDIA,التطعيم الثـنـائـي ( التيتانوس و الدفـتـيـريـا ) للأطفــال,15,15,
629.0,4112017,VACCINE,VACCINATION,EPREX 2000 IU,ابركس 2000 أبو,190,190,
630.0,4112018,VACCINE,VACCINATION,HAVRIX ADULT,تطعـيـم إلتهـاب الكبـدي أ للكبــار,253,253,
631.0,4112019,VACCINE,VACCINATION,HEPATECT (2ML) VACCINATION,التطعيم بمصل الألتهاب الكبدي,694,694,
632.0,4112020,VACCINE,VACCINATION,HEPATITIS VACCINATION,تطعيم ضد التهاب الكبد الوبائي - الصفراء,127,127,
633.0,4112021,VACCINE,VACCINATION,HIBREX 10 MG VACCINE,تطعيم ضد الإنفلونـزا,165,165,
634.0,4112022,VACCINE,VACCINATION,HUMULIN N INJECTION,إبرة هيملين ( ن ),107,107,
635.0,4112023,VACCINE,VACCINATION,HUMULIN R INJECTION,إبرة هيملين ( ر ),107,107,
636.0,4112024,VACCINE,VACCINATION,INFANRIX 0.5 ML SYRINGE,تطعيم ثلاثي بكتيري ( دفتريا + كزاز + سعال ديكي ),146,146,
637.0,4112025,VACCINE,VACCINATION,INFANRIX HEXA VACCINE,تطعيم انفان ريكس,379,379,
638.0,4112026,VACCINE,VACCINATION,INFANRIX HIB VACCINE,تطعيم انفان ريكس,190,190,
639.0,4112027,VACCINE,VACCINATION,INFLUVAC - FLUARIX,الـتـطـعـيـم ضـد الإنـفـلـوانـزا ,49,49,
640.0,4112028,VACCINE,VACCINATION,M.M.R. VACCINATION,تطعيم ضد الحصبة الألمانية - م. .م. ر.,136,136,
641.0,4112029,VACCINE,VACCINATION,MEASLES VACCINATION,تطعيم ضد الحصبة العاديــة,83,83,
642.0,4112030,VACCINE,VACCINATION,MENACTRA INJECTION,تطعيم ميناكترا,359,359,
643.0,4112031,VACCINE,VACCINATION,MOMMAN,مـــومـــــــــــان,582,582,
644.0,4112032,VACCINE,VACCINATION,OKAVAX VIAL,تطعيم ضد الفاريسيلا,364,364,
645.0,4112033,VACCINE,VACCINATION,P.P.D.(VACCINE),أختبـار حسـاسيـة الـسـل,39,39,
646.0,4112034,VACCINE,VACCINATION,PANTOZOL INJECTION,ابرة بانتوزول,141,141,
647.0,4112035,VACCINE,VACCINATION,PARVOLEX INJECTION,أبرة بارفولكس,127,127,
648.0,4112036,VACCINE,VACCINATION,PEDIACEL VACCINE,تطعيم بيديا سل,243,243,
649.0,4112037,VACCINE,VACCINATION,PNEUMO 23 VACCINE,التطعيم بلقاح المكورات الرئوية,107,107,
650.0,4112038,VACCINE,VACCINATION,POLIO VACCINATION,تطعيم ضـد الـشـلل,54,54,
651.0,4112039,VACCINE,VACCINATION,PREVENAR VACCINE,تطعيم بريفينار,568,568,
652.0,4112040,VACCINE,VACCINATION,RABIS VACCINE (ANTI-RABIS),تطعيم مضاد الكلب,194,194,
653.0,4112041,VACCINE,VACCINATION,RHESUS FACTOR  VACCINATION,تطعيم الـريـسيـس,582,582,
654.0,4112042,VACCINE,VACCINATION,ROTA VIRUS VACCINE,تطعيم الروتا فيروس,403,403,
655.0,4112043,VACCINE,VACCINATION,RUDIVAX VACCINE,تطعيم ضد الروبيلا ( الحصبة الألمانية ),25,25,
656.0,4112044,VACCINE,VACCINATION,SYNFLORIX VACCINE,تطعيم سينوفلوركس,291,291,
657.0,4112045,VACCINE,VACCINATION,TETANUS TAXOID,المصل المضـاد للكــزاز,25,25,
658.0,4112046,VACCINE,VACCINATION,TETRACT HIB VACCINE,تطعيم خماسي ( دفتريا + كزاز + سعال ديكي +كبدي وبائي + إنفلونزا ),127,127,
659.0,4112047,VACCINE,VACCINATION,TPN,تي بي ان,946,946,
660.0,4112048,VACCINE,VACCINATION,TRITANRIX HB + HIBERIX INJECTION,ترتانركس + هايبركس,156,156,
661.0,4112049,VACCINE,VACCINATION,TRITANRIX HB10 VACCINE VIAL,تطعيم رباعي ( دفتريا + كزاز + سعال ديكي +كبدي وبائي ),117,117,
662.0,4112050,VACCINE,VACCINATION,TWINRIX ADULT VACCINE,تطعيم انفان ريكس للكبار,190,190,
663.0,4112051,VACCINE,VACCINATION,TYPHOID VACC.,التطعيم بلقاح الحمى التيفوئية,88,88,
664.0,4112052,VACCINE,VACCINATION,VACCINATION - MENINGITIS MENCEVAX,تطعيم ضـد الحمى الشوكيـة,107,107,
665.0,4112053,VACCINE,VACCINATION,VARILRIX VACCINE,تطعيم ضد الفاريسيلا,277,277,
666.0,4112054,VACCINE,VACCINATION,VARIVAX VIAL,تطعيم ضد جدري الدجاج,340,340,
667.0,4112055,VACCINE,VACCINATION,VAXIGRIP,تطعيم فاكس جرب,39,39,
668.0,5112001,SURGERY,SURGICAL SERVICES,OPERATION FINE MAJOR - DOCTOR FEES, عملية دقيقة ذات مهارة خاصة أتعاب الطبيب,4365,4365,
669.0,5112002,SURGERY,SURGICAL SERVICES,OPERATION MAJOR - DOCTOR FEES , عملية كبـرى أتعاب الطبيب,3880,3880,
670.0,5112003,SURGERY,SURGICAL SERVICES,OPERATION MEDIUM - DOCTOR FEES, عملية وسطى أتعاب الطبيب,3395,3395,
671.0,5112004,SURGERY,SURGICAL SERVICES,OPERATION MINOR - DOCTOR FEES, عملية صغرى أتعاب الطبيب,2425,2425,
672.0,5112005,SURGERY,SURGICAL SERVICES,OPERATION SIMPLE - DOCTOR FEES, عملية بسيطة أتعاب الطبيب,1455,1455,
673.0,5112006,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES FINE MAJOR, تكلفة غرفة العمليات ، لعملية ذات مهارة خاصة,728,728,
674.0,5112007,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES MAJOR, تكلفة غرفة العمليات ، لعملية كبـرى,582,582,
675.0,5112008,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES MEDIUM, تكلفة غر فة العمليات ، لعملية وسطى,485,485,
676.0,5112009,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES MINOR, تكلفة غرفة العمليات ، لعملية صغرى,388,388,
677.0,5112010,SURGERY,SURGICAL SERVICES,OPERATION ROOM CHARGES SIMPLE, تكلفة غرفة العمليات ، لعمية بسيطة,340,340,
678.0,5112011,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE FINE MAJOR OPERATION, أجـور التخـديـر للعملية الدقيقة ذات المهارة الخاصة,728,728,
679.0,5112012,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE MAJOR OPERATION, أجور التخـديـر للعملية الكبــرى,582,582,
680.0,5112013,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE  MEDIUM OPERATION, أجـور التخديـر للعمليــة الـوسـطـــى,485,485,
681.0,5112014,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE MINOR OPERATION, أجور التخديـر للعمليــة الصــغــرى,388,388,
682.0,5112015,SURGERY,SURGICAL SERVICES,ANAESTHESIOLOGIST FEE SIMPLE OPERATION, أجور التخدير للعمليـــة الـبـسيــطـــة,340,340,
683.0,5112016,SURGERY,SURGICAL SERVICES,DISPOSABLES OR FINE MAJOR, المستهلكات ذات الإستخدام الواحد في العمليات الدقـيــقـه,728,728,
684.0,5112017,SURGERY,SURGICAL SERVICES,DISPOSABLES OR MAJOR, المستهلكات ذات الإستخدام الواحد في العمليات الكـبــرى,582,582,
685.0,5112018,SURGERY,SURGICAL SERVICES,DISPOSABLES OR MEDIUM, المستهلكات ذات الإستخدام الواحد في العمليات المتـوسـطـة,485,485,
686.0,5112019,SURGERY,SURGICAL SERVICES,DISPOSABLES OR MINOR, المستهلكات ذات الإستخدام الواحد في العمليات الـصـغـرى,388,388,
687.0,5112020,SURGERY,SURGICAL SERVICES,DISPOSABLES OR SIMPLE, المستهلكات ذات الإستخدام الواحد في العمليات الـبسيـطــه,340,340,
688.0,5112021,SURGERY,SURGICAL SERVICES,ANAESTHESIA FINE MAJOR, تكلفة التخدير لعملية دقيقة ذات مهارة خاصة,728,728,
689.0,5112022,SURGERY,SURGICAL SERVICES,ANAESTHESIA MAJOR, تكلفة التخدير لعملية كبيــرة,582,582,
690.0,5112023,SURGERY,SURGICAL SERVICES,ANAESTHESIA MEDIUM, تكلفة التخدير لعملية وسـطـــى,485,485,
691.0,5112024,SURGERY,SURGICAL SERVICES,ANAESTHESIA MINOR, تكلفـة التخدير لعمليـة صغــرى,388,388,
692.0,5112025,SURGERY,SURGICAL SERVICES,ANAESTHESIA SIMPLE, تكلفة التخدير لعملية بسيـطـــة,340,340,
693.0,5112026,SURGERY,SURGICAL SERVICES,LOCAL ANAESTHESIA FEES - SMALL AREA, تكلفة التخدير الموضعي لمساحة صغيرة,97,97,
694.0,5112027,SURGERY,SURGICAL SERVICES,LOCAL ANAESTHESIA FEES - LARGE AREA, تلكفة التخدير الموضعي لمساحة كبيرة ,534,534,
695.0,5112028,SURGERY,SURGICAL SERVICES,EPIDURAL INCLUDING ANAESTHESIOLOGIST FEE, التخدير فوق الجافية شاملة أتعاب التخدير,1261,1261,
696.0,5112029,SURGERY,SURGICAL SERVICES,ANAESTHIA FEES - SPINAL, تخدير من خلال العمود الفقــرى,873,873,
697.0,6112001,ORTHOPAEDIC ,ORTHO. SERVICES ,PLASTER JACKET - GIBSONA, جاكيت جبس كامـل جيـبـسـونـا,1116,1116,
698.0,6112002,ORTHOPAEDIC ,ORTHO. SERVICES ,ABOVE KNEE POP - GIBSONA, جبـس فـوق الركـبـه,534,534,
699.0,6112003,ORTHOPAEDIC ,ORTHO. SERVICES ,BELOW KNEE POP - GIBSONA, جبـس تحت الـركـبـة,534,534,
700.0,6112004,ORTHOPAEDIC ,ORTHO. SERVICES ,BELOW ELBOW POP - GIBSONA, جبـس تحت الـكـوع,534,534,
701.0,6112005,ORTHOPAEDIC ,ORTHO. SERVICES ,ABOVE ELBOW POP - GIBSONA, جـبـس فـوق الـكـوع,534,534,
702.0,6112006,ORTHOPAEDIC ,ORTHO. SERVICES ,UNILATERAL HIP SPICA - GIBSONA, جبـس للحوض العادي ( احادي الجانب ),776,776,
703.0,6112007,ORTHOPAEDIC ,ORTHO. SERVICES ,BILATERAL HIP SPICA - GIBSONA, بنطلون جبـس للحوض ( ثنائي الجانب ),1116,1116,
704.0,6112008,ORTHOPAEDIC ,ORTHO. SERVICES ,PLASTER SPICA - (ONE LEG/ARM), بنطلون جبس ( للساق / الذراع ) جانب واحد,776,776,
705.0,6112009,ORTHOPAEDIC ,ORTHO. SERVICES ,PLASTER CAST REMOVAL, رفـع الجبـس بالمنشار الكهربائي,88,88,
706.0,6112010,ORTHOPAEDIC ,ORTHO. SERVICES ,REMOVAL OF K-WIRE, نزع سلك تثبيت على شكل K,388,388,
707.0,6112011,ORTHOPAEDIC ,ORTHO. SERVICES ,KNEE IMMOBILIZER, تثبيت مفصل الركبة,243,243,
708.0,6112012,ORTHOPAEDIC ,ORTHO. SERVICES ,CERVICAL TRACTION, شـد الـرقـبـة,83,83,
709.0,6112013,ORTHOPAEDIC ,ORTHO. SERVICES ,SKIN TRACTION, شــد جــلــدي,437,437,
710.0,6112014,ORTHOPAEDIC ,ORTHO. SERVICES ,HALTER TRACTION, شــد جـلـدي بطـريـقـة هـولــتـر,437,437,
711.0,6112015,ORTHOPAEDIC ,ORTHO. SERVICES ,MEASUREMENT OF COMPARTMENTAL PRESSURE, قياس للضغط التجويفي,1455,1455,
712.0,6112016,ORTHOPAEDIC ,ORTHO. SERVICES ,ASPIRATION FROM JOINTS, بـذل سـائـل مـن الـركـبـه,170,170,
713.0,6112017,ORTHOPAEDIC ,ORTHO. SERVICES ,INJECTION INTO JOINTS, حـقـنـه بـالـمـفـاصـل ( دون ثمن الدواء ),122,122,
714.0,6112018,ORTHOPAEDIC ,ORTHO. SERVICES ,MANIPULATION OF TALIPES EQUINO VARUS WITHOUT POP, تحريك القدم بدون جبس,631,631,
715.0,6112019,ORTHOPAEDIC ,ORTHO. SERVICES ,MANIPULATION OF TALIPES EQUINO VARUS WITH POP, تحريك القدم بجبس,873,873,
716.0,6112020,ORTHOPAEDIC ,ORTHO. SERVICES ,JOINT INFILTRATION ,حقن المفصل ,582,582,
717.0,6112021,ORTHOPAEDIC ,ORTHO. SERVICES ,NEURAL NERVE BLOCK FOR PAIN MANAGEMENT ,علاج الآلام عن طريق حقن الأعصاب ,1164,1164,
718.0,6113001,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CERVICAL COLLAR, دعـامـة الرقـبـة الـطـبـيـة ,194,194,
719.0,6113002,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CHILD OSTEOTOMY DCP, شريحة صغيرة لتثبيت ما بعد تعديل اعلى عظمة الفخذ,970,970,
720.0,6113003,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,WALKING HEEL, كعـب مع الجبـس للمـشـي,54,54,
721.0,6113004,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CORSET BELT, حـزام طـبـي لـلـظـهــر,437,437,
722.0,6113005,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,ABDOMINAL BINDER, حـزا م طـبـي لـلمـعـدة,194,194,
723.0,6113006,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,WALKING CANE, عـصـا لـلـمـشـي,83,83,
724.0,6113007,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,EPIDURAL SET, جـهـاز فـوق الجـافـيــه,83,83,
725.0,6113008,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,ANKLET, ربــاط داعــم لـلـكـاحــل,83,83,
726.0,6113009,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,KNEE BRACE, ربـاط الـركـبـة الـخـاص,83,83,
727.0,6113010,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,SKIN TRACTION KIT, شــد جـلـدي بالأربــطــة,194,194,
728.0,6113011,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DYNAMIC HIP SCREWS (DHS) EACH, براغي ديناميكية للحوض (دي أس) كل برغي,679,679,
729.0,6113012,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DYNAMIC HIP SCREW & PLATE, براغي ديناميكية للحوض مع شريحـة,4365,4365,
730.0,6113013,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DYNAMIC SCR PT W/DEP HOLES EACH, اسطوانه ديناميكية لكل اسطوانه,1358,1358,
731.0,6113014,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,DYNAMIC COMPRESSION PLATE FROM 4 HOLES TO 12 HOLES, صفيحه ديناميكية ضاغطة من 12 ثقب دائرية - كل صفيحة,437,437,
732.0,6113015,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,TOTAL HIP REPLACEMENT (CERAMIC JOINT) , تبديل مفصل صناعى كامل ( سيراميك) ثمن المفصل,9700,9700,
733.0,6113016,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,TOTAL HIP SCREW REPLACEMENT (CERAMIC JOINT), تبديل براغي للحوض ( سيراميك ),1067,1067,
734.0,6113017,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP. PLATE 6 HOLES EACH, صفيحة ديناميكية ضاغطة من 6 ثقوب دائرية - كل صفيحة,388,388,
735.0,6113018,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 7 HOLES EACH, صفيحة ديناميكية ضاغطة من 7 ثقوب دائرية - كل صفيحة ,534,534,
736.0,6113019,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 8 HOLES EACH, صفيحة ديناميكية ضاغطة من 8 ثقوب دائرية - كل صفيحة,534,534,
737.0,6113020,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 9 HOLES EACH, صفيحة ديناميكية ضاغطة من 9 ثقوب دائرية - كل صفيحة,534,534,
738.0,6113021,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 12 HOLES EACH, صفيحة ديناميكية ضاغطة من 12 ثقب دائرية - كل صفيحة,534,534,
739.0,6113022,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,BROAD DYNAMIC COMP PLATE 14 HOLES EACH, صفيحة ديناميكية ضاغطة من 14 ثقب دائرية - كل صفيحة,534,534,
740.0,6113023,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,SPOON PLATE 6 HOLES EACH, صفيحة شكل ملعقة 6 ثقوب دائرية كل صفيحــة,631,631,
741.0,6113024,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CANCELLEUS BONE SCREWS,  براغي عظـام عرقـوب الـرجـــل,122,122,
742.0,6113025,ORTHOPAEDIC ,ORTHO. CONSUMABLES & IMPLANTS,CORTEX BONE SCREWS,  براغي لتثبيـت قشر الـعـظـم,122,122,
