CCHI No.  1014,مستشفي السعودي الألماني - جدة,Effective: 01-Jun-2021
FMLAB-9409,CANDIDA (HIT),service
FMLAB-9411,CARBIMAZOL,service
FMLAB-9412,CARDIAC MUSCLE ABS,service
FMLAB-9413,CATHERPSIN D,service
FMLAB-9414,CAT SCRATCH FEVER,service
FMLAB-9415,CDT (CARBOHYDRATE DEFICIENT TRANSFERRIN),service
FMLAB-9416,CENTROMERE ABS,service
FMLAB-9418,CHAGAS ABS (TRYPANOSOMIASIS),service
FMLAB-9420,"CHLORAMPHENICOL (CSF, S)",service
FMLAB-9421,CHLORDIAZEPOXIDE,service
FMLAB-9422,CHLORIDE (CSF),service
FMLAB-9423,CHLORAL HYDRATE (AS TRICHLO-ETHANOL),service
FMLAB-9424,CHLOROQUINE,service
FMLAB-9425,CHLORPROMAZINE,service
FMLAB-9426,CHROMIUM (B),service
FMLAB-9428,CLOBAZAM /DESMETHYLCLOBAZAM,service
FMLAB-9429,CLOMETHIAZOLE,service
FMLAB-9430,CLOMIPRAMINE / DESMETHYCLOMIPRAMINE,service
FMLAB-9431,CLONIDINE (CATAPRESAN),service
FMLAB-9433,CLOSTRIDIUM DIFFICILE TOXIN,service
FMLAB-9434,CLOZAPINE,service
FMLAB-9435,COCAINE - METABOLITE,service
FMLAB-9437,RETICULIN ABS IGA & IGG,service
FMLAB-9439,COLON EPITHELIUM ABS,service
FMLAB-9441,COPPER IN LIVER TISSUE,service
FMLAB-9443,CORTICOSTERONE,service
FMLAB-9445,COXSACKI B1-B6 & A9,service
FMLAB-9448,CRYPTOCOCCUS ANTIGEN,service
FMLAB-9449,CYCLIC AMP (CAMP) (P.U.),service
FMLAB-9450,CYCLINE ABS (PCNA),service
FMLAB-9451,CYSTICERCOSIS ABS (TAENIA ABS),service
FMLAB-9453,CYSTINE (U),service
FMLAB-9455,CYTOMEGALOVIRUS CMV (PCR),service
FMLAB-9456,DALA/DELTA AMNOLAEVULINIC ACID,service
FMLAB-9457,DESOXYCORTICOSTERONE (DOC),service
FMLAB-9458,DEXAMETHASONE LEVEL,service
FMLAB-9461,DIBENZAPINE,service
FMLAB-9462,DIBUCAINE INHIBITION. OF PSEUDO-CHOLE,service
FMLAB-9463,DICLOFENAC,service
FMLAB-9468,DIHYDROTESTOSTERONE,service
FMLAB-9469,DISOPYRAMIDE,service
FMLAB-9471,DOXEPINE & DESMETHYLDOXEPINE,service
FMLAB-9472,DOXYLAMINE,service
FMLAB-9475,ECP (EOSINOPHIL CATIONIC PROTEIN),service
FMLAB-9476,ELASTIN ABS,service
FMLAB-9477,ENZYME BILIRUBIN UPDS TRANSFERASE,service
FMLAB-9478,EPHEDRINE,service
FMLAB-9480,ESTRONE/OESTRONE,service
FMLAB-9482,FACTOR  II,service
FMLAB-9484,FACTOR VIII RISTOCETIN COFACTOR (VON WILLEBERAND FACTOR),service
FMLAB-9485,FACTOR VIII INHIBOTOR ( BETHESEDA ASSAY),service
FMLAB-9486,FACTOR VIII MULTIMERS,service
FMLAB-9487,FREE FATTY ACIDS NONSTERIFIED,service
FMLAB-9488,FETAL ERYTHROCYTES,service
FMLAB-9489,FIBRILLARINE ABS,service
FMLAB-9490,FIBRONECTIN,service
FMLAB-9492,FISH TAPEWORM IGG &IGM,service
FMLAB-9493,FLUORIDE (S.U),service
FMLAB-9494,FLUORIDE INHIB. PSEUDOCHOLINESTER,service
FMLAB-9495,FLUOXETINE / DESMETHYLFLUOXETIN,service
FMLAB-9496,FORMIC ACID,service
FMLAB-9497,FRAGILE X SYNDROME (FMR1 GENE),service
FMLAB-9498,FRANCISELLA TULARENSIS ABS (TULARAEMIA ABS.),service
FMLAB-9499,FUNGUS SEROLOGY (ASPERGILLUS AND CANDIDA),service
FMLAB-9500,FUROSEMIDE,service
FMLAB-9501,GALACTOKINASE,service
FMLAB-9502,"GALACTOSE (B,U)",service
FMLAB-9503,GALACTOSE 1 PHOSPHATE,service
FMLAB-9504,GALACTOSAEMIA SCREEN,service
FMLAB-9505,GALACTOSE 1 PHOSPHATE URIDYLTRANSFERASE,service
FMLAB-9507,GLUCOSE PHOSPHATE ISOMERASE,service
FMLAB-9509,GOBLET CELLS ABS,service
FMLAB-9510,GONOCOCCAL DNA (HYBRID TEST),service
FMLAB-9511,"HAEMOGLOBIN FREE (S,U)",service
FMLAB-9512,HAEMOGLOBIN  CSF,service
FMLAB-9514,HAEMOLYSINE ANTI A/ANTI B,service
FMLAB-9515,HAEMOPEXIN,service
FMLAB-9516,HANTA VIRUS ABS,service
FMLAB-9518,HBF CELLS (KLEUHAUER BETKE),service
FMLAB-9519,COENZYME Q10,service
FMLAB-9521,HERPES 6 IGG & IGM,service
FMLAB-9522,HERPES 6 PCR,service
FMLAB-9523,HEV RNA BY PCR,service
FMLAB-9524,HEXOKINASE,service
FMLAB-9525,HEXOSAMINIDASE B,service
FMLAB-9526,HIPPURIC ACID,service
FMLAB-9527,HISTONE ABS,service
FMLAB-9531,HLA TYPING (DQ) PCR,service
FMLAB-9533,HOMOGENTISIC ACID,service
FMLAB-9535,HTLV  Ab-I & II,service
FMLAB-9540,IGA SECRETOR (SALIVA OR LACRIMAL FLUID),service
FMLAB-9541,"IGA, SUB-CLASSES 1 & 2",service
FMLAB-9543,INTERFERON BETA Neutralizing Abs,service
FMLAB-9545,IMIPRAMINE / DESIPRAMINE,service
FMLAB-9546,INDOXY SULFATE,service
FMLAB-9550,INSULIN RECEPTOR ABS  IGG,service
FMLAB-9551,INTERFERONE (GAMMA)ABS,service
FMLAB-9552,INTRINSIC FACTOR ABS,service
FMLAB-9553,IODINE (S.U.),service
FMLAB-9554,DESFERAL TEST(Iron in Urine),service
FMLAB-9556,"ISOAGGLUTININGS A1,A2, B",service
FMLAB-9557,ISOAMYLASE (ALPHA AMYLASE ISOENZYME),service
FMLAB-9558,ISONIACID / INH,service
FMLAB-9559,JAPAN B ENCEPHALITIS ABS,service
FMLAB-9560,LACRIMAL GLAND ABS,service
FMLAB-9562,LAMBLIA ABS,service
FMLAB-9564,LAP (LEUCINE AMINO PEPTIDASE),service
FMLAB-9565,LDH ISOENZYME,service
FMLAB-9566,LEISHMANIA SEROLOGY,service
FMLAB-9568,LEGIONELLA PNEUMPHILA ANTIGEN,service
FMLAB-9569,LEGIONELLA PNEUMOPHILA PCR,service
FMLAB-9572,LIPOPROTEIN Lp(a),service
FMLAB-9573,LIPOPROTEIN  X,service
FMLAB-9574,LISTERIA ABS,service
FMLAB-9576,LORAZEPAM,service
FMLAB-9577,"LYMPH. CHORIO,. MENINGITIS IGG (CSF)",service
FMLAB-9578,YELLOW FEVER VIRUS IMMUNE STATUS,service
FMLAB-9579,LYSOZYME (S.U),service
FMLAB-9583,MAPROTILINE & DESMETHYLMAPROTILINE,service
FMLAB-9586,MENINGITIS SCREEN,service
FMLAB-9587,MEPHENYTOIN (MESANTOIN),service
FMLAB-9588,"MERCURY (BREAST MILK, B, F, U)",service
FMLAB-9592,METHYL HIPPURIC ACID,service
FMLAB-9593,METHYL MALONIC ACID,service
FMLAB-9594,MEXITIL,service
FMLAB-9595,MIANSERINE,service
FMLAB-9597,MITOCHONDRIAL SUBTYPE M I-9,service
FMLAB-9598,MOLYBDENUM (S.U),service
FMLAB-9599,MORPHINE CONFIRMATION,service
FMLAB-9600,MOUTH MUCOSA ABS,service
FMLAB-9603,MUMPS CULTURE,service
FMLAB-9604,MUSCLE AND NERVE BIOPSY,service
FMLAB-9605,MYCOPLASMA CULTURE (SEMEN),service
FMLAB-9607,MYELOPEROXIDASE ABS (MPO),service
FMLAB-9608,MYOCARDIAL ABS,service
FMLAB-9609,N-ACETYL-GLUOCSAMINIDASE,service
FMLAB-9610,N-DESMETHYLMESUXIMIDE,service
FMLAB-9611,NEOPTERIN,service
FMLAB-9612,NETILMYCIN,service
FMLAB-9613,NICOTINAMIDE (NIACIN) (vit B3),service
FMLAB-9614,NICOTINE (S.U),service
FMLAB-9615,NITRAZEPAM (MOGADAN),service
FMLAB-9616,NOCARDIA/ ACTINOMYCES DIRECT EXAM,service
FMLAB-9617,NORTRIPTYLINE,service
FMLAB-9620,ALKALINE PHOSPHATASE-BONE (OSTASE),service
FMLAB-9621,OSTEOPOROSIS SCREEN,service
FMLAB-9624,OXAZEPAM,service
FMLAB-9625,P53  (TUMOUR SUPRESSOR GENE ),service
FMLAB-9626,PAH / PARA-AMINO HIPPURIC ACID,service
FMLAB-9627,"PALLADIUM (B.SALIVA, S.U.)",service
FMLAB-9628,PANCREASE ELASTASE (Fecal),service
FMLAB-9629,PANCREATIC DUCT EPITHELIAL ABS,service
FMLAB-9630,HUMAN PAPILLOMA VIRUS DNA (HPV-DNA),service
FMLAB-9631,"PARAINFLUENZA (TYPE 1,2,&3)",service
FMLAB-9632,PARATHYROID ABS,service
FMLAB-9633,PARATHYROID  TISSUE ABS,service
FMLAB-9635,PAROTIS ABS,service
FMLAB-9637,PARVOVIRUS IMMUNOBLOT IGG,service
FMLAB-9638,PARVOVIRUS IMMUNOBLOT IGM,service
FMLAB-9639,PCP (PHENCYCLIDINE),service
FMLAB-9640,PENTACHLOROPHENOL,service
FMLAB-9641,PETHIDINE CONFIRMATION,service
FMLAB-9644,PHENOL,service
FMLAB-9645,PHENYLBUTAZONE,service
FMLAB-9647,PH1 (PHOSPHOHYXOSE ISOMERASE),service
FMLAB-9648,PHOSPHATE INORGANIC (S.U),service
FMLAB-9650,PHYTANIC ACID,service
FMLAB-9657,POLYOMA  JCV VIRUS DNA BY PCR,service
FMLAB-9659,PORPHYRINS IN FAECES (PROTOPORPHYRIN),service
FMLAB-9660,PORPHYRINS IN URINE,service
FMLAB-9661,PREALBUMIN,service
FMLAB-9662,PREGNANDIOL,service
FMLAB-9676,POST DIALYSIS PROFILE,service
FMLAB-9677,METHOTREXATE,service
FMLAB-9678,PROINSULIN,service
FMLAB-9680,PROPAFENONE,service
FMLAB-9681,PROPANALOL,service
FMLAB-9682,PROPYLPHENAZONE,service
FMLAB-9685,ALPHA 1-ANTITRYPSIN  (F),service
FMLAB-9687,ARYLSULPHATASE B,service
FMLAB-9688,"PROTEIN S-100 (CSF,S)",service
FMLAB-9689,PROTEINASE 3 ABS,service
FMLAB-9690,PROTEINURIA STRUCTURE,service
FMLAB-9691,PROTHROMBIN FRAGMENT 1 + 2,service
FMLAB-9693,PROTRIPTHYLINE (MAXIMED),service
FMLAB-6052,RECTAL  SWAB CULTURE & SENSITIVITY,service
FMLAB-6259,CATHETER TIPS/TUBING C/S,service
FMLAB-2028,ELECTROLYTE CHLORIDE,service
FMLAB-2029,ELECTROLYTE SODIUM,service
FMLAB-2030,ELECTROLYTE POTASSIUM,service
FMLAB-3034,PSA (FREE),service
FMLAB-3036,COMPLEMENT 3 PROACTIVATOR,service
FMLAB-7001,"ANTENATAL PROFILE (CBC, HCV,HBsAg, HIV, URINE,BLOOD GROUP, VDRL,RUBELLA IgG,INDIRECT COOMB'S)",service
FMLAB-7002,"ANTI-NATAL CARE (CBC, URINE, RBS, BL. GR. & RH)",service
FMLAB-7003,ASCITIC FLUID PROFILE,service
FMLAB-7005,CSF PROFILE,service
FMLAB-7006,"CARDIAC PROFILE (CK, CK-MB, LDH, TROPONIN)",service
FMLAB-7007,"HEPATIC PROFILE (1) (BILIRUBIN, SGOT, SGPT, GGT, ALK PHOSPH, ALBUMIN)",service
FMLAB-7008,"HEPATIC PROFILE (2)  (TOTAL PROTEIN, PROTEIN ELECTROPHORESIS, LDH, CHOLE.)",service
FMLAB-7009,"INFERTILITY PROFILE (MALE): (SEMEN ANALYSIS, TESTOSTERONE, FSH, LH, PROLACTIN)",service
FMLAB-7010,"INFERTILITY PROFILE (FEMALE 1): (ESTROGEN, PROGESTERONE, PROLACTIN, LH, TESTOSTERONE)",service
FMLAB-7012,"LAB CHECK-UP [CBC, ESR, FBS, CHOL. TRIGLY. CREAT. SGPT, SGOT, URINE & STOOL ANALYSIS]",service
FMLAB-7015,"OBESITY PROFILE: [ CHOLESTEROL, TRIGLYCERIDES, HDL, FBS, URIC ACID ]",service
FMLAB-7016,"OR PROFILE I (CHILD UP TO 6 YRS. [ CBC, ABO GR & RH, NA, K, BT, HCV, HBSAG,HIV ]",service
FMLAB-7017,"OR PROFILE II (UP TO 40 YRS.): [CBC, PT, ESR, ABO & RH, HBS AG, HIV, HCV]",service
FMLAB-7018,"OR PROFILE III-MAJOR (UP TO 40 YRS): CBC,ABO&RH,PT,ESR,Ab screen, K, NA,GLU,HIV, HBsAg, HCV",service
FMLAB-7019,"OR PROFILE IV(OVER 40 YRS):CBC,ABO&RH,Ab screen,HCV,HBsAG,HIV,UREA,GPT, CREA,GGT, RBS,NA,K",service
FMLAB-7020,PLEURAL FLUID PROFILE,service
FMLAB-7021,"PROSTATIC PROFILE: [ C/S, WET SMEAR, GRAM STAIN. ]",service
FMLAB-7022,"RENAL PROFILE: [ UREA, CREA., NA, K, URIC ACID ]",service
FMLAB-7023,"RHEUMATOLOGY PROFILE: [ RF, CRP, ASO, URIC ACID ]",service
FMLAB-7024,SYNOVIAL FLUID PROFILE,service
FMLAB-7025,"TORCH TEST PROFILE: [ TOXO, RUB, CMV,HSV]",service
FMLAB-7027,"HEPATITIS PANEL A ""ACUTE"": [ HBsAg, HBCore IGM, HAV IGM ]""",service
FMLAB-7028,"HEPATITIS PANEL ""ACUTE"" [HBsAg, HBCore IGM, HAV IGM, HCV ]",service
FMLAB-7029,"AMENORRHEA ""PRIMARY"" OVARIAN INSUFF.[ FSH, LH, ESTRADAIOL, PROLACTIN]",service
FMLAB-7030,"AMENORRHEA ""SECONDARY"" OVARIAN INSU[TESTOSTERONE, T4, T3 UPTAKE, TSH]",service
FMLAB-7032,"SLE PROFILE : [DNA, ANA, IgM, C3, C4]",service
FMLAB-7033,"MONTHLY RHEUMATOLOGY FOLLOW-UP[ESR, CBC, SGOT, SGPT, YGT, CREATININE, CRP, URINE ANALYSIS ]",service
FMLAB-7034,"TRIMESTER RHEUM. FOLLOW-UP :ESR, CBC, GOT, GPT,GGT, CREAT, CRP, URINE, STOOL",service
FMLAB-7035,HYPERTENSION PROFILE,service
FMLAB-7036,"METABOLIC BONE DISEASE:[CA, PHOSPH, ALK.PHOS ",service
FMLAB-7037,IM LAB. CHECK-UP,service
FMLAB-7038,"NEPHLOMETER RHEUMATOLOGY: [RF, CR, ASO, URIC ACID ]",service
FMLAB-7039,"RHEUM. PROF.1st:CBC,ESR,CREAT, UA,GOT, GPT,ALK.PHOS,GGT,TP, URINE&STOOL ,PROT ELECT,CRP,RF,ASO",service
FMLAB-7041,BODY FLUID PROFILE,service
FMLAB-7042,"DIABETIC PROFILE(1ST): [GLYCO. HB, CREATININE, UREA, MICROALBUMINURIA ]",service
FMLAB-7043,"DIABETIC PROFILE(2ND): [GLYCO HB., CREATININE, UREA, MICROALBUMINURIA,TSH, T4]",service
FMLAB-7044,PAEDIATRIC OBESITY PROFILE,service
FMLAB-7046,"DIABETIC CHECK-UP [LIPID PROFILE, CREAT, NA, K, GLU,GLYCO HB, MICROALB, GOT, GPT, UREA, URINE]",service
FMLAB-7047,"FULL NATAL PROFILE: [HBsAg, HCV Ab, TOXOPLASMA TOTAL, HIV, TPHA ]",service
FMLAB-7048,DIALYSIS PROFILE,service
FMLAB-7051,"CATH LAB. PROFILE: (CREATININE, CBC, HIV, HBsAg, HCV ]",service
FMLAB-7053,OPHTHALMOLOGY PROFILE (I),service
FMLAB-3010,ESTRADIOL (E2),service
FMLAB-3011,ESTRIOL / OESTERIOL (E3),service
FMLAB-3012,F.S.H.,service
FMLAB-3013,FERRITIN,service
FMLAB-3015,FT4 ( T4 FREE ) ,service
FMLAB-3016,HCG (HUMAN CHORIONIC GONADOTROPINS),service
FMLAB-3017,HUMAN GROWTH HORMONE,service
FMLAB-3018,INSULIN,service
FMLAB-3019,L.H,service
FMLAB-3020,PROGESTERONE,service
FMLAB-3021,PROLACTIN  (PRL),service
FMLAB-3022,PSA (TOTAL),service
FMLAB-3023,TSH,service
FMLAB-3028,TESTOSTERONE,service
FMLAB-3029,"THYROID PROFILE (TSH, FT3, FT4)",service
FMLAB-3030,VITAMIN B12 (CYANOCOBALAMIN),service
FMLAB-3031,NEONATAL TSH,service
FMLAB-3032,NEONATAL Free T4,service
FMLAB-5023,CRP (C-REACTIVE PROTEIN),service
FMLAB-5046,INFLIXIMAB ABS,service
FMLAB-5047,MONOSPOT TEST (Infect. Mononucleosis),service
FMLAB-5048,MYCOPLASMA PNEUMONIAE ABS.,service
FMLAB-5049,RPR OR VDRL,service
FMLAB-5050,RF (RHEUMATOID FACTOR),service
FMLAB-5051,ROTA VIRUS Ag IN STOOL,service
FMLAB-5052,SCHISTOSOMA ABS. (Bilharzial Abs),service
FMLAB-5053,T.P.H.A.,service
FMLAB-5057,WIDAL TEST,service
FMLAB-5058,"YERSINIA ABS. (IGA, IGG)",service
FMLAB-5062,HERPES I IGM,service
FMLAB-5033,HBs - Ag,service
FMLAB-5066,ACUTE HEPATITIS PROFILE,service
FMLAB-5072,PARIETAL CELL ANTIBODY (PCA),service
FMLAB-5077,4-GLASS TEST ( STAMEY TEST),service
FMLAB-5078,ROSE WELLER,service
FMLAB-5081,PARVO VIRUS IGG,service
FMLAB-5083,PARVO VIRUS IGM,service
FMLAB-5293,LISTERIA DNA BY PCR,service
FMLAB-6001,ACID FAST BACILLI (AFB) SMEAR,service
FMLAB-6003,"BLOOD C/S ( AEROBIC, ANAEROBIC)",service
FMLAB-6004,BODY FLUID C/S,service
FMLAB-6005,CSF C/S,service
FMLAB-6006,EAR SWAB C/S,service
FMLAB-6007,FUNGUS CULTURE & SENSITIVITY,service
FMLAB-6008,GRAM SMEAR,service
FMLAB-6009,HVS (HIGH VAGINAL SWAB)C/S,service
FMLAB-6010,K.O.H. PREPARATION (FUNGUS EXAMINATION),service
FMLAB-6011,MOUTH C/S,service
FMLAB-6012,NASAL SWAB C/S,service
FMLAB-6013,PROSTATIC C/S,service
FMLAB-6015,SEMEN C/S,service
FMLAB-6016,"SPERM ABS IGA, IGG, IGM (SEMEN)",service
FMLAB-6017,SPUTUM C/S,service
FMLAB-6019,STOOL AFB,service
FMLAB-6021,THROAT SWAB C/S,service
FMLAB-6023,URETHRAL DISCHARGE C/S,service
FMLAB-6024,URINE C/S,service
FMLAB-6025,WET SMEAR EXAMINATION,service
FMLAB-6027,EYE C/S,service
FMLAB-6029,PLATE FOR AIR EXAMINATION,service
FMLAB-5042,HERPES VIRUS II IGM,service
FMLAB-6031,WATER BACTERIOLOGICAL EXAMINATION,service
FMLAB-5043,HIV Ag/Ab,service
FMLAB-6036,FOOD EXAM (BACTERIOLOGICAL),service
FMLAB-6038,RESPIRATORY SYNCYTIAL VIRUS ABS,service
FMLAB-6043,C/S OTHER SP. AEROBIC,service
FMLAB-6044,C/S OTHER SP. ANAEROBIC,service
FMLAB-6047,CVP TIPS C/S,service
FMLAB-2010,BILIRUBIN DIRECT,service
FMLAB-2011,BILIRUBIN TOTAL,service
FMLAB-2012,BLOOD GASES & PH (ABG),service
FMLAB-2013,C.K. (CPK),service
FMLAB-2014,C.K.MB,service
FMLAB-2016,CARBON DIOXIDE,service
FMLAB-2017,CHOLESTEROL,service
FMLAB-2018,CHOLESTEROL (HDL),service
FMLAB-2019,LIPID PROFILE,service
FMLAB-2020,CHOLINESTERASE (PSEUDOCHOLINESTRASE) (S),service
FMLAB-2021,COMPLEMENT (C3),service
FMLAB-2022,COMPLEMENT (C4),service
FMLAB-2023,CREATININE,service
FMLAB-2024,CREATININE CLEARANCE,service
FMLAB-2025,CSF GLUCOSE,service
FMLAB-2026,CSF PROTEIN,service
FMLAB-2053,IRON,service
FMLAB-2054,LDH (Lactate Dehydrogenase),service
FMLAB-2055,LIPASE,service
FMLAB-2056,MAGNESIUM (SERUM),service
FMLAB-2057,MICROALBUMINURIA,service
FMLAB-2058,OCCULT BLOOD IN STOOL,service
FMLAB-2060,PHOSPHORUS,service
FMLAB-2063,PREGNANCY TEST SERUM,service
FMLAB-2064,SGOT (AST),service
FMLAB-2065,SGPT (ALTI),service
FMLAB-2066,SEMEN FRUCTOSE,service
FMLAB-2068,STOOL ANALYSIS,service
FMLAB-2069,T.I.B.C (TOTAL IRON BINDING CAPACITY),service
FMLAB-2070,TOTAL PROTEINS,service
FMLAB-2072,TRIGLYCERIDES,service
FMLAB-2073,UREA (BUN),service
FMLAB-2074,UREA CLEARANCE,service
FMLAB-2075,URIC ACID,service
FMLAB-2076,URIC ACID CLEARANCE,service
FMLAB-2077,URINE ANALYSIS,service
FMLAB-2078,URINE ALBUMIN,service
FMLAB-2079,URINE BILE PIGMENTS,service
FMLAB-2080,URINE UROBILINOGEN,service
FMLAB-2081,"URINE BENCE JONES PROTEIN(Light Chains ""K&L"")",service
FMLAB-2082,URINE CALCIUM,service
FMLAB-2083,URINE CREATININE,service
FMLAB-2084,URINE KETONES,service
FMLAB-2085,URINE SUGAR,service
FMLAB-2086,URINE SODIUM,service
FMLAB-2087,URINE POTASSIUM,service
FMLAB-2088,URINE AMYLASE,service
FMLAB-2089,URINE URIC ACID,service
FMLAB-2090,URINE PHOSPHORUS,service
FMLAB-2091,URINE CHLORIDE,service
FMLAB-2094,CHROMOGRANIN A,service
FMLAB-2095,KETONES AND SUGAR IN URINE,service
FMLAB-2096,C.K. ISOENZYMES,service
FMLAB-2098,URINE UREA NITROGEN,service
FMLAB-2101,HYDROXY PROLINE,service
FMLAB-2103,H.G.H. (GLUCOSE LOAD TEST),service
FMLAB-2003,ALBUMIN,service
FMLAB-2005,ALKALINE PHOSPHATASE,service
FMLAB-2006,AMMONIA,service
FMLAB-2007,AMYLASE,service
FMLAB-2008,BICARBONATE,service
FMLAB-2033,SERUM PROTEIN ELECTROPHORESIS,service
FMLAB-2034,HEMOGLOBIN ELECTROPHORESIS,service
FMLAB-2035,LIPOPROTEIN ELECTROPHORESIS,service
FMLAB-2037,GGT,service
FMLAB-2040,GLUCOSE RBS,service
FMLAB-2041,"GLUCOSE ""FBS""",service
FMLAB-2042,"GLUCOSE ""PPBS""",service
FMLAB-2045,OGTT (ADULT NON-PREGNANT),service
FMLAB-2046,GLYCOSYLATED HB ( HbA1c ),service
FMLAB-2047,H.B.D.H (ALPHA HYDROXYBUTYRIC DEHYDROGENASE),service
FMLAB-2048,IMMUNOGLOBULIN A. ( IGA),service
FMLAB-2049,IMMUNOGLOBULIN G. (IGG),service
FMLAB-2050,IMMUNOGLOBULIN M. ( IGM),service
FMLAB-2051,IMMUNOGLOBULIN E. ( IGE),service
FMLAB-3001,17-KETOSTEROIDS,service
FMLAB-3002,17-OXOGENIC STEROIDS,service
FMLAB-3003,AFP (ALPHA FETO PROTEIN),service
FMLAB-3004,C.E.A.,service
FMLAB-3005,CA  125,service
FMLAB-3006,CA  15-3,service
FMLAB-3007,CA  19-9,service
FMLAB-3050,STONE ANALYSIS,service
FMLAB-4001,ACETAMINOPHEN,service
FMLAB-4002,ALCOHOL (ETHANOL) (Serum ORUrine),service
FMLAB-4003,AMPHETAMINE,service
FMLAB-4004,BARBITURATES,service
FMLAB-4005,BENZODIAZEPINES,service
FMLAB-4006,CANNABINOID,service
FMLAB-4008,FRACTIONAL EXCRETION OF UREA,service
FMLAB-4009,COCAINE,service
FMLAB-4010,"COMPLETE DRUG SCREEN (AMP,CANNA,OPI,BENZ, COCAINE)",service
FMLAB-4011,DIAZEPAM (VALIUM),service
FMLAB-4012,DIGOXIN,service
FMLAB-4013,LITHIUM,service
FMLAB-4014,"OPIATES (OPIUM, MORPHIN, HEROIN)",service
FMLAB-4015,PHENOBARBITONE,service
FMLAB-4016,PHENYTOIN,service
FMLAB-4017,PRIMIDONE,service
FMLAB-4019,THEOPHYLLINE,service
FMLAB-4021,ETHOSUXIMIDE (ZATROTIN),service
FMLAB-4022,LIDOCAINE,service
FMLAB-4023,N-ACETYLPROCAINAMIDE (NAPA) / PROCAINAMIDE,service
FMLAB-5001,ANTI-NUCLEAR ABS (ANA),service
FMLAB-5002,ASOT (Antistreptolysin O Titer),service
FMLAB-5004,ANTI-MITOCHONDRIAL ANTIBODY (AMA),service
FMLAB-5005,ANTI-CMV IgG,service
FMLAB-5006,ANTI-CMV IgM,service
FMLAB-5007,ANTI-RUBELLA IgG,service
FMLAB-5008,ANTI-RUBELLA IgM,service
FMLAB-5009,TOXOPLASMA Abs (IgG),service
FMLAB-5010,TOXOPLASMA Abs (IgM),service
FMLAB-5011,ANTI- dsDNA ,service
FMLAB-5012,ANTI-SMOOTH MUSCLE,service
FMLAB-5013,ANTI-HAV TOTAL,service
FMLAB-5014,ANTI-HAV IgM,service
FMLAB-5015,ANTI-Hbc IgG (Hbc Abs.),service
FMLAB-5016,ANTI-Hbc IgM,service
FMLAB-5065,HBS AG & HCV AB,service
FMLAB-5018,ANTI-HEPATITIS DELTA (IgM),service
FMLAB-5022,BRUCELLA ABS.,service
FMLAB-6030,SWAB FOR INFECTION CONTROL,service
FMLAB-5024,CAMPYLOBACTOR ABS. (JEJUNI & INTESTINALIS),service
FMLAB-5026,"CHLAMYDIA TR. ABS. (IGG, IGA)",service
FMLAB-5027,EBV IGM,service
FMLAB-5028,ECHINOCOCCUS GRANULOSUS Abs.,service
FMLAB-5030,Hbe - Ag,service
FMLAB-5031,Hbe - Ab (ANTI-Hbe),service
FMLAB-5032,HBs - Ab (ANTI-HBs),service
FMLAB-6034,WOUND SWAB C/S,service
FMLAB-5035,"""HEPATITIS """"B"""" MARKERS (HBS AG, ANTI-HBS, HBEAG, ANTI-HBE, ANTI-HBC""",service
FMLAB-5039,HERPES I IGG,service
FMLAB-5040,HERPES II IGG,service
FMLAB-5041,HERPES VIRUS IGG (TOTAL),service
FMLAB-1045,HB and HCT.,service
FMLAB-1046,HISTOPATH-IRON STAIN,service
FMLAB-1047,NAPHTHOL ACETATE ESTERASE,service
FMLAB-1049,NON-SPECIFIC ESTERASE,service
FMLAB-1051,OSMOTIC FRAGILITY TEST (QUANTITATIVE),service
FMLAB-1054,PARTIAL THROMBOPLASTIN TIME (PTT),service
FMLAB-1055,PERIODIC ACID-SCHIFF (PAS),service
FMLAB-1058,PLATELET COUNT,service
FMLAB-1065,PROTHROMBIN TIME (P.T) W/ INR,service
FMLAB-1067,RH-ANTIBODY TITRE,service
FMLAB-1069,SICKLING TEST,service
FMLAB-1072,THROMBIN TIME,service
FMLAB-1074,DIHYDROPYRAMIDINE DEHYDROGENASE (DPD),service
FMLAB-1075,LEUKOCYTE FILTER,service
FMLAB-1079,NEONATAL FRESH FROZEN PLASMA,service
FMLAB-1080,NEONATAL PACKED RED BLOOD UNIT,service
FMLAB-1083, CBC WITHOUT DIFFERENTIAL,service
FMLAB-1085,ANTI BODY IDENTIFICATION,service
FMLAB-1088,LEUCOCYTE  COUNT & DIFFERENTIAL,service
FMLAB-1011,HISTO-ACID PHOSPHATASE-STAIN,service
FMLAB-1013,ANTIBODY SCREENING,service
FMLAB-1014,ANTI-THROMBIN III,service
FMLAB-1015,BLOOD GROUP & RH Typing  ,service
FMLAB-1016,BLEEDING TIME (B.T) TEMPLATE,service
FMLAB-1017,BLOOD FILM FOR FILARIA,service
FMLAB-1018,BLOOD FILM FOR MALARIA,service
FMLAB-1019,BONE MARROW ASPIRATE EXAMINATION,service
FMLAB-1020,BONE MARROW  SAMPLING PROCEDURE,service
FMLAB-1021,BONE MARROW TREPHINE SAMPLING,service
FMLAB-1023,COMPLETE BLOOD COUNT (CBC),service
FMLAB-1024,CLOTTING TIME (C.T),service
FMLAB-1032,COLD AGGLUTININS TITRE,service
FMLAB-1033,COOMBS TEST-DIRECT,service
FMLAB-1034,INDIRECT COOMBS (ANTI-BODY SCREENING),service
