Category,code,Service Description,Price as of 01/08/2024,Price as of 01/08/2025 and onward,LOS,Service type,LOS.1,Gross/Net,Discount % Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
LABORATORY,7128053,BX HISTOPATH. FOR PLEURAL BX,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
LABORATORY,7128054,BX HISTOPATH. FOR POC (ABORTION),535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity"
LABORATORY,7128055,BX HISTOPATH. FOR RECTAL BX,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
LABORATORY,7128056,AMBULLA OF VATER MASS BX,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection"
LABORATORY,7128057,BX HISTOPATH. FOR SCROTAL (ONE SIDE),535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
LABORATORY,7128058,VAGINAL MASS/CYST,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity"
LABORATORY,7128059,BX HISTOPATH. FOR SPINAL CORD,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
LABORATORY,7128060,BX HISTOPATH. FOR SYNOVIAL,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-50,"Surgical pathology -level ii , gross and microscopic examination appendix, incidental fallopian tube, sterilization fingers/toes, amputation, traumatic foreskin, newborn hernia sac, any location hydrocele sac nerve skin, castration vaginal mucosa, incidental vas deferens, sterilization"
LABORATORY,7128061,BX HISTOPATH. FOR TOUNGUE,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
LABORATORY,7128062,BX HISTOPATH. FOR TONSILECTOMY,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-60,"Surgical pathology - level iii , gross and microscopic examination abortion, induced abscess aneurysm - arterial/ventricular anus, tag appendix, other than incidental artery, atheromatous plaque bartholin's gland cyst bone fragment(s), inflammatory - nasal/sinusoidal skin - cyst/tag/debridement soft tissue, debridement soft tissue, lipoma spermatocele tendon/tendon sheath testicular appendage thrombus or embolus tonsil and/or adenoids varicocele vas deferens, other than sterilization vein, varicosity"
LABORATORY,7128063,BX HISTOPATH. FOR TRUS PROSTATE (1-2 SEPARATE CONTAINERS),535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-90,"Surgical pathology - level vi , gross and microscopic examination bone resection breast, mastectomy - with regional lymph nodes colon, segmental resection for tumor colon, total resection esophagus, partial/total resection extremity, disarticulation fetus, with dissection larynx, partial/total resection - with regional lymph nodes lung - total/lobe/segment resection pancreas, total/subtotal resection prostate, radical resection small intestine, resection for tumor soft tissue tumor, extensive resection stomach - subtotal/total resection for tumor testis, tumor tongue/tonsil -resection for tumor urinary bladder, partial/total resection uterus, with or without tubes and ovaries, neoplastic vulva, total/subtotal resection"
LABORATORY,7128064,BX HISTOPATH. FOR TUR BLADDER TUMOR,535.5,561,,Service,,Gross,yes,31.0,Portal Laboratory,73200-06-70,"Surgical pathology-level iv , gross and microscopic examination abortion - spontaneous/missed artery, biopsy bone marrow, biopsy bone exostosis brain/meninges, other than for tumor resection breast, biopsy, not requiring microscopic evaluation of surgical margins breast, reduction mammoplasty bronchus, biopsy cell block, any source cervix, biopsy colon, biopsy duodenum, biopsy endocervix, curettings/biopsy endometrium, curettings/biopsy esophagus, biopsy extremity, amputation, traumatic fallopian tube, biopsy fallopian tube, ectopic pregnancy femoral head, fracture fingers/toes,  uterine myomectomy - without uterus lip, biopsy/wedge resection lung, transbronchial biopsy lymph node, biopsy muscle, biopsy nasal mucosa, biopsy nasopharynx/oropharynx, biopsy nerve, biopsy odontogenic/dental cyst omentum, biopsy ovary with or without tube, non-neoplastic ovary, biopsy/wedge resection parathyroid gland peritoneum, biopsy pituitary tumor placenta, other than third trimester pleura/pericardium - biopsy/tissue polyp, cervical/endometrial polyp, colorectal polyp, stomach/small intestine prostate, needle biopsy prostate, tur salivary gland, biopsy sinus, paranasal biopsy skin, other than cyst/tag/debridement/plastic repair small intestine, biopsy soft tissue, other than tumor/mass/lipoma/debridement spleen stomach, biopsy synovium testis, other than tumor/biopsy/castration thyroglossal duct/brachial cleft cyst tongue, biopsy tonsil, biopsy trachea, biopsy ureter, biopsy urethra, biopsy urinary bladder, biopsy uterus, with or without tubes and ovaries, for prolapse vagina, biopsy vulva/labia, biopsy"
