Service Code,Service Description,type,Fee,1/1/2026 FEE,Discount,Effective Date,Termination Date,Schedule Name,NPHIES Code
FMPSDE0012,CORRECTION OF CONGENITAL       WEBBING,P1   ,1846.84,1865.0,0.0,2022-01-01 00:00:00, ,IP Package,45515-01-00
FMLAB-2108,OGTT CONFIRMATION (PREGNANT),OS   ,307.66,307.66,15.0,2022-01-01 00:00:00, ,Additional Pricelist,66542-00-20
FMPSYB0043,ARTICULATION TEST (ONCE/6MON) SP00393004,OS   ,157.04,157.04,15.0,2022-01-01 00:00:00, ,Main Pricelist,96012-00-00
FMENTL0040,ARTICULATION TEST (TYPE II),OS   ,307.66,307.66,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96012-00-00
FMLAB-9384,BARIUM,OS   ,1515.9,1515.9,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-17-80
FMLAB-2034,HB ELECTROPHORESIS LA00410177,OS   ,211.23,211.23,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-18-00
FMLAB-3001,17-KETOSTEROIDS (URINE)( SO ) LA00410107,OS   ,222.3,222.3,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-21-50
FMPDT-0014,PHOTOTHERAPY / 24 HRS WS00511002,OS   ,157.04,157.04,15.0,2022-01-01 00:00:00, ,Main Pricelist,90677-00-00
FMPSDA0027,LASER TATTOO LARGE SIZE GS00387583,OS   ,1517.35,1517.35,15.0,2022-01-01 00:00:00, ,Main Pricelist,90662-00-00
MTSUR-0020,EXCISION & BIOPSY OF SKIN (W/OUT ANAESTHESIA),OS   ,497.55,497.55,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30071-00-00
SUR-0017,Excision-Small Skin Tumors G.A.,P1   ,2121.8,2293.0,0.0,2022-01-01 00:00:00, ,IP Package,31205-00-10
FMERD-1000,DAY CARE SUPERVISION FMERD-1000,OS   ,330.15,330.15,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96037-00-00
FMERDE0001,RECOVERY/OBSERVATION PER (HR),OS   ,93,97.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,96037-00-00
FMNUM-0026,E.E.G.  AWAKE NE00378001,OS   ,756,756.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,11000-00-00
FMNUM-0033,DIGITAL EEG,OS   ,636.54,636.54,15.0,2022-01-01 00:00:00, ,Additional Pricelist,11003-00-00
FMNUM-0047,EMG AND NCV 3 UNITS,OS   ,869.94,869.94,15.0,2022-01-01 00:00:00, ,Additional Pricelist,11015-01-00
FMHC-0109,Home Sleep Study,P2   ,3500,3500.0,0.0,2024-01-07 00:00:00, ,Notifications,12203-00-00
FMXRY-0503,"US- BREAST ULTRASOUND, BILATERAL RA00420141",OS   ,503.82,503.82,15.0,2022-01-01 00:00:00, ,Main Pricelist,55076-00-00
FMCAR-0005,M. MODE & 2D & DOPPLER-COLORED CR00381010,OS   ,1183,1183.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,55113-00-00
FMXRY-0501,US- ABDOMEN ULTRASOUND RA00420056,OS   ,556,556.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,55036-00-00
FMXRY-0522,TEST. U/S & DOPPLER -VARICOELE,OS   ,477.41,477.41,15.0,2022-01-01 00:00:00, ,Additional Pricelist,55048-00-00
FMLABM0113,OSMOLALITY (SERUM),OS   ,848.72,848.72,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-26-10
FMLABM0026,OSMOLALITY (URINE ),OS   ,265.23,265.23,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-26-20
FMLAB-9026,PTH LA00410236,OS   ,287,287.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73050-26-70
MTPSD-0005,EXCISION OF SEBACEOUS CYST (MODERATE),OS   ,2050.65,2050.65,15.0,2022-01-01 00:00:00, ,Additional Pricelist,31205-00-20
URO-0110,SCROTAL EPIIDERMOID CYST EXCISION (MULTI),P1   ,3315.61,3349.0,0.0,2022-01-01 00:00:00, ,IP Package,31230-05-00
URO-0109,SCROTAL EPIIDERMOID CYST EXCISION (SINGLE),P1   ,1990.01,2010.0,0.0,2022-01-01 00:00:00, ,IP Package,31230-05-00
FMSUR-0060,DEBRDMNT & SUTURING OF WOUND  OF SKIN - MINOR,OS   ,530.65,552.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90665-00-10
FMOPTA0007,COMPUTERIZED PERIMETRY PER EYE AN00368025,OS   ,336.2,336.2,15.0,2022-01-01 00:00:00, ,Main Pricelist,11224-00-00
FMNUM-0032,VISUAL EVOKED RESPONSE NE00378013,OS   ,1668.74,1668.74,15.0,2022-01-01 00:00:00, ,Main Pricelist,92015-00-01
FMENTE0010,ELECTRO COCHLEOGRAPHY AU00392040,OS   ,541.91,541.91,15.0,2022-01-01 00:00:00, ,Main Pricelist,11304-00-00
FMXRY-0530,US- DOPPLER OF RENAL VESSELES RA00420252,OS   ,937.59,937.59,15.0,2022-01-01 00:00:00, ,Main Pricelist,55278-00-00
FMXRY-0518,US- DOPPLER ONE LIMB VENOUS RA00420249,OS   ,790,790.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,55244-00-00
FMENDE0016,ENDOSCOPIC ULTRASONOGRAPHY,OS   ,7400,7400.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30688-00-00
FMORT-0534,ULTRASOUND OF INFANT HIP[,OS   ,338.16,338.16,15.0,2022-01-01 00:00:00, ,Additional Pricelist,55816-00-01
FMLAB-2060,PHOSPHOTAU( SO ) LA99900905,OS   ,81.83,81.83,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-28-20
FMLAB-3020,PROGESTERONE LA00410125,OS   ,227.33,227.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-29-70
FMLAB-3021,PROLACTIN HORMONE LA00410123,OS   ,287,287.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73050-29-90
FMLAB-7008,"HEPATIC PROFILE (2)  (TOTAL PROTEIN, PROTEIN ELECTROPHORESIS, LDH, CHOLE.)",OS   ,318.27,318.27,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-30-70
FMSUR-0110,REMVL OF DEEP EXTERNAL ULCER W/ SKIN GRAFT,OS   ,4357.05,4357.05,15.0,2022-01-01 00:00:00, ,Additional Pricelist,31205-01-00
FMCTSS0022,REPAIR OF WOUND DEHESENCE,NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,30026-00-10
FMORT-0578,SECONDARY SUTURING OF WOUND   1ST GRADE,P1   ,1856.58,1950.0,0.0,2022-01-01 00:00:00, ,IP Package,30026-00-20
FMERDA0028,SUB.CUT WOUND MEDIUM (5 - 10   STITHES),OS   ,106.09,106.09,15.0,2022-01-01 00:00:00, ,Additional Pricelist,30026-00-20
FMORT-0418,DEEP CUT WOUND - LARGE (10-20 STITCHES),P1   ,1591.35,1607.0,0.0,2022-01-01 00:00:00, ,IP Package,30029-00-30
FMENTE6045,E.N.G + CALORIC TEST AU00392024,OS   ,1183,1183.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,11333-00-00
FMINT-0056,"LUNG VOLUME ""OR"" DIFFUSION CAPACITY CH00354003",OS   ,465.61,465.61,15.0,2022-01-01 00:00:00, ,Main Pricelist,11503-12-00
FMPDT-0163,DINAMAP WS00500011,OS   ,76.19,76.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,11600-03-00
FMPDT-0070,SCHELLONG TEST CL00381018,OS   ,179.17,179.17,15.0,2022-01-01 00:00:00, ,Main Pricelist,11600-03-00
FMURO-0134,DOPPLER (PENILE ARTERIES) SK00377004,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist,11602-00-00
FMLAB-4035,FRACTIONAL EXCRETION OF SODIUM,OS   ,636.54,636.54,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-33-20
FMLABM0047,SOMATOMEDIN C (IGF1),OS   ,742.63,742.63,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-33-40
FMLAB-9275,VITAMIN B1 (THIAMINE),OS   ,739.35,739.35,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-34-70
FMLAB-9133,TRANSFERIN LA00410237,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-36-10
FMCAR-0006,HOLTER MONITOR ( 24 HOURS ) CR00381004,OS   ,775.26,775.26,15.0,2022-01-01 00:00:00, ,Main Pricelist,11709-00-00
FMCAR-0002,E.C.G. CR00381007,OS   ,220,220.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,11700-00-00
FMANA-0006,CARDIAC MONITORING/30 MINS.,OS   ,134.85,134.85,15.0,2022-01-01 00:00:00, ,Additional Pricelist,92056-00-00
FMXRY-0007,"XRAY- MANDIBLE - (PA, LAT & OBL) RA00420022",OS   ,293.08,293.08,15.0,2022-01-01 00:00:00, ,Main Pricelist,57915-00-00
FMLAB-9734,T3 TOTAL( SO ) LA99901083,OS   ,298.6,298.6,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-36-50
FMLAB-7061,ER PROFILE (III): TROPONIN + CK+ CKMB,OS   ,1143,1143.0,15.0,2024-01-01 00:00:00, ,Additional Pricelist,73050-37-20
FMLAB-2075,URIC ACID (SERUM) LA00410015,OS   ,120,120.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73050-37-70
FMLAB-8224,PTH RELATED PROTEIN,OS   ,600,600.0,15.0,2024-01-11 00:00:00, ,Notifications,73050-39-70
FMLAB-6047,CVP TIPS C/S,OS   ,244.01,244.01,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-40-50
FMLABB0001,GENITAL SWAB C/S,OS   ,424.36,424.36,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73050-40-90
FMXRY-0090,PANORAMIC X-RAY RA00366300,OS   ,371,371.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,57960-00-00
FMXRY-0024,XRAY- DORSAL SPINE (AP & LAT) RA00420017,OS   ,233.36,233.36,15.0,2022-01-01 00:00:00, ,Main Pricelist,58103-00-00
FMXRY-0030,XRAY- SACRUM & COCCYX (AP & LAT) RA00420088,OS   ,200.18,200.18,15.0,2022-01-01 00:00:00, ,Main Pricelist,58109-00-00
FMXRY-0034,XRAY- WHOLE SPINE (AP & LAT) [LONG FILM] RA00420090,OS   ,401.45,401.45,15.0,2022-01-01 00:00:00, ,Main Pricelist,58108-00-00
FMXRY-0042,"ELBOW AP LAT. SP.,VIEW",OS   ,259.92,259.92,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57506-01-21
FMXRY-0053,XRAY- FINGER(S) 2 VIEWS (RIGHT) RA00420264,OS   ,145.99,145.99,15.0,2022-01-01 00:00:00, ,Main Pricelist,57506-04-21
FMXRY-0011,XRAY- CLAVICLE (LEFT) RA00420094,OS   ,168.11,168.11,15.0,2022-01-01 00:00:00, ,Main Pricelist,57706-00-01
FMXRY-0051,HAND FOR PISIFORM/NAVICULAR,NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,57506-04-11
FMORT-0789,LARGE SKIN FLAPS OT00387532,OS   ,4541.65,4541.65,15.0,2022-01-01 00:00:00, ,Main Pricelist,45200-00-00
FMPSDG0013,EXTRACTION OF TISSUE EXPANDER,OS   ,400,400.0,15.0,2023-01-11 00:00:00, ,Notifications,45568-00-00
FMERDD0003,SKIN TRACTION W/ THOMAS SPLINT EM00130034,OS   ,775.26,775.26,15.0,2022-01-01 00:00:00, ,Main Pricelist,90531-00-00
FMORT-0445,SKIN/SKELETAL TRACTION OT00355214,OS   ,834.98,834.98,15.0,2022-01-01 00:00:00, ,Main Pricelist,90531-00-00
FMORT-0364,ABOVE KNEE SLAB,OS   ,424.36,424.36,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90595-00-71
FMORT-0397,LEUCOTAP BANDAGE,OS   ,338.16,338.16,15.0,2022-01-01 00:00:00, ,Additional Pricelist,90595-00-91
FMERDD0002,PLASTER STRAPPING (TOES & FING) EM00130050,OS   ,124.97,124.97,15.0,2022-01-01 00:00:00, ,Main Pricelist,96092-00-00
FMERDA0106,DRESSING WITH BANDAGE EMERGENCY,OS   ,159.14,159.14,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96092-00-00
FMORW-0094,ARCH SUPPORT WITH LEATHER,OS   ,450,450.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,96092-00-31
FMXRY-0205,SMALL BOWELL SERIES DBLE. CONT,OS   ,823.26,823.26,15.0,2022-01-01 00:00:00, ,Additional Pricelist,58915-00-00
FMXRY-0087,XRAY- ABDOMEN (ERECT ONLY) RA00420286,OS   ,184.33,184.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,58900-00-90
FMXRY-0215,XRAY- IVU (IVP) RA00420039,OS   ,623.76,623.76,15.0,2022-01-01 00:00:00, ,Main Pricelist,58706-00-00
FMURO-0063,RETROGRADE PYELOGRAPHY,OS   ,697.33,725.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,58715-01-00
FMXRY-0059,HIP FOR HEAD OF FEMUR(30CA/AG),OS   ,122,122.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57712-00-11
FMXRY-0067,KNEE TUNNEL FRIK POSITION,OS   ,122,122.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,57518-01-11
FMPSDD0006,ABDOMINOPLASTY OT00387541,OS   ,3974.62,3974.62,15.0,2022-01-01 00:00:00, ,Main Pricelist,30165-00-00
FMPTD-0020,EXERCISE INPATIENT AFTER BF PT00450164,OS   ,76.19,76.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,96129-00-00
FMPTD-2099,BT + UW EXS PT00450155,OS   ,124.97,124.97,15.0,2022-01-01 00:00:00, ,Main Pricelist,96129-00-00
FMXRY-0100,XRAY- WHOLE LIMB (LONG FILM) RA00420111,OS   ,330.56,330.56,15.0,2022-01-01 00:00:00, ,Main Pricelist,57518-02-01
FMXRY-0071,XRAY- ANKLE 2 VIEWS (LEFT) RA00420107,OS   ,184.33,184.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,57518-03-11
FMXRY-0365,VCT- CT ANGIO LOWER LIMBS RA00422029,OS   ,3784,3784.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,59970-00-00
FMXRY-0229,4 INTRACRANIAL ARTERIES 1ST RN,OS   ,5092.32,5296.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,59970-02-00
FMOPTA0010,FUNDUS PHOTOGRAPHY AN00368019,OS   ,168.11,168.11,15.0,2022-01-01 00:00:00, ,Main Pricelist,96188-00-00
FMLAB-5085,HELICO B.PYL./B OR S LA00410509,OS   ,314,314.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,73050-48-80
FMNUR-0062,COLD PACK APPLICATION,OS   ,176.7,176.7,15.0,2022-01-01 00:00:00, ,Additional Pricelist,22065-00-10
FMERDA0060,COLD COMPRESSES EM00130028,OS   ,43.02,43.02,15.0,2022-01-01 00:00:00, ,Main Pricelist,22065-00-90
FMPTD-0101,MAGNETO THERAPY PT00450305,OS   ,119.19,119.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,96155-00-00
FMPTD-2094,INTERFERENTIAL PT00450143,OS   ,119.19,119.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,96155-00-00
FMERDV0001,MININGOCOCCAL VACCINE EM00130062,OS   ,24.33,24.33,15.0,2022-01-01 00:00:00, ,Main Pricelist,92166-00-00
FMCAT-0021,FLOUROSCOPY LIGHT SCREANING,OS   ,148.8,148.8,15.0,2022-01-01 00:00:00, ,Additional Pricelist,60503-00-00
FMLAB-9074,HDV RNA BY PCR( SO ) LA99900555,OS   ,650.04,650.04,15.0,2022-01-01 00:00:00, ,Main Pricelist,73050-53-90
MS-S-005678,SCREW INTERFERENCE 8MM X 28MM PEEK WITH DISPOSABLE SHEATH ARTHREX # AR-5028P-08,OS   ,1423.58,1423.58,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-002464,SCREW LOCKING  3.5 X 32MM IRENE #T50093532,OS   ,195.3,195.3,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-003083,SCREW LEGACY 6.5 X 40MM MAS TI MEDTRONIC # 75446540),OS   ,1360.31,1360.31,15.0,2022-01-01 00:00:00, ,Consumables,56642
MS-S-009670,SCREW CORTICAL SELF-TAPPING 2.0X16MM IRENE #T500020016 IRENE # T500020016,OS   ,89,89.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-S-009668,SCREW CORTICAL SELF-TAPPING 2.0X12MM IRENE #T500020012 IRENE # T500020012,OS   ,89,89.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
SMO11679,SCREW LOCKING 3.5X18MM IRINE# T50093518,OS   ,250.03,250.03,15.0,2022-01-01 00:00:00, ,Additional Pricelist,56642
MS-F-000565,FILTRATE BAG 10 LTRS FRESENIUS # N/A,OS   ,86.03,86.03,15.0,2022-01-01 00:00:00, ,Consumables,56731
FMLAB-9338,SALICYLATES LA00410143,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist,73300-09-70
FMLABM0089,JAK 2 GENE MUTATION (EXON 14),OS   ,4561.87,4561.87,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73350-02-20
FMLAB-8093,ONCODEEP,OS   ,15648.28,15648.28,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73350-06-40
FMLAB-7024,SYNOVIAL FLUID LA00410259,OS   ,303.03,303.03,15.0,2022-01-01 00:00:00, ,Main Pricelist,73400-00-60
FMLAB-9208,PLASMINOGEN LA00410138,OS   ,130.25,130.25,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-06-50
FMLAB-2050,IGM  TOTAL LA00410090,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-10-60
FMLAB-2049,IGG TOTAL LA00410089,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-10-60
FMLAB-2022,C4 LA00410239,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-12-40
FMLAB-9363,"ANTI DNASE (ANTI-STREPTOCOCAL-DNASE B, ANTI STREPTODORNASE B)",OS   ,188.84,188.84,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-12-90
FMADM-9917,ROOM DIFFERENT. FROM 2ND TO DELUXE WS00520018,OS   ,1517.35,1624.0,15.0,2022-01-01 00:00:00, ,Main Pricelist,83610-01-30
FMERDA0052,NURSE ESCORT FOR PT. BY AIR (PER DAY),OS   ,1116,1116.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,83610-04-50
FMLAB-7023,"RHEUMATOLOGY PROFILE: [ RF, CRP, ASO, URIC ACID ]",OS   ,572.89,572.89,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73100-17-70
FMDER-0022,PHOTOPATCH TEST DM00376020,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-18-20
FMDER-0031,DERMO TEST DM00376031,OS   ,157.04,157.04,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-18-20
FMLAB-9242,BORRELIA( SO ) LA00410471,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-19-80
FMLAB-9262,"POLIO VIRUS 1,2 + 3 ABS( SO ) LA99900923",OS   ,536.38,536.38,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-21-40
FMENTL0024,STUTTERING&STAMMERING SESSION,NC   ,0,0.0,0.0,2022-01-01 00:00:00, ,Additional Pricelist,83620-00-30
MS-S-007870,SUTURE ANCHOR 4.5X24MM BIOCOMPOSITE PUSHLOCK. ARTHREX # AR-1922BC,OS   ,1239.91,1239.91,15.0,2022-01-01 00:00:00, ,Consumables,45062
MS-S-005656,SUTURE ANCHOR 4.75MM X 19.1MM VENTED SWIVELOCK ARTHREX # AR-2324PSLC,OS   ,1700,1700.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,45062
FMLAB-5062,HERPES 1 IGM LA00410728,OS   ,200.18,200.18,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-23-00
FMLAB-5016,HBC IGM LA00410464,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-23-70
FMLAB-9093,THYROID ABS LA00410317,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist,73100-27-50
FMDNTS0004,EXT. OF DECIDOUS TOOTH DE00366001,OS   ,91.8,91.8,15.0,2022-01-01 00:00:00, ,Main Pricelist,311
FMDNTS0024,I & D EXTRA ORAL ABCESS,OS   ,1236,1285.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,392
FMDNTR0008,RCT AND FILLING TWO RC,OS   ,950,950.0,15.0,2022-01-01 00:00:00, ,Additional Pricelist,415
FMDNTF0001,AMALGAM FILLING ONE SURFACE DE00366014,OS   ,119.19,119.19,15.0,2022-01-01 00:00:00, ,Main Pricelist,511
FMDNTP0011,EACH UNIT IN PORCELAIN BRIDGE DE00366048,OS   ,1311.16,1311.16,15.0,2022-01-01 00:00:00, ,Main Pricelist,615
FMLAB-1035,CROSS MATCHING LA00410152,OS   ,130.25,130.25,15.0,2022-01-01 00:00:00, ,Main Pricelist,73250-01-60
FMLAB-1079,NEONATAL FRESH FROZEN PLASMA,OS   ,424.36,424.36,15.0,2022-01-01 00:00:00, ,Additional Pricelist,73250-02-00
FMLAB-4023,N. ACETYL PROCAINAMIDE( SO ) LA00410359,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist,73300-02-50
FMLAB-4004,"BARBITURATES, QUANT.( SO ) LA99900169",OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,73300-06-60
FMLAB-4009,COCAIN IN URINE LA00410328,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,73300-07-40
FMLAB-4014,OPIATES CONFIRMATION( SO ) LA99900848,OS   ,530.85,530.85,15.0,2022-01-01 00:00:00, ,Main Pricelist,73300-08-20
6128110,WHOLE PORCELAIN CROWN (AS ONE UNIT OF BRIDGE),OS   ,2500,2500.0,15.0,2024-01-09 00:00:00, ,Notifications,97613-01-00
6128077,"PORCELAIN, PRECIOUS TELESCOPIC CROWN W/COPING",OS   ,2950,2950.0,15.0,2024-01-09 00:00:00, ,Notifications,97613-06-00
FMDNTX0002,BITE WINGS X-RAY DE00366301,OS   ,31.94,31.94,15.0,2022-01-01 00:00:00, ,Main Pricelist,22
SME1322,GLOVES ORTHOPEDIC SIZE 7.5 PROFEEL (WRP) #P3375-35,OS   ,26.11,26.11,15.0,2022-01-01 00:00:00, ,Consumables,56293
FMDNTP0023,RECEMENTATION OF BRIGE DE00366387,OS   ,162.21,162.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,651
FMDNTS0056,REM.OF TORUS MANDIBULARIS/BILA DE00366487,OS   ,2167.65,2167.65,15.0,2022-01-01 00:00:00, ,Main Pricelist,359
FMDNTP0003,ST. ST. CROWN DE00366060,OS   ,357.21,357.21,15.0,2022-01-01 00:00:00, ,Main Pricelist,586
FMDNTP0026,FULL DENTURE UPPER OR LOWER V DE00366034,OS   ,2623.3,2623.3,15.0,2022-01-01 00:00:00, ,Main Pricelist,711
FMDNTS0014,IMPACTED TOOTH EXPOSUR/COMPLEX DE00366374,OS   ,2063,2063.0,15.0,2024-01-01 00:00:00, ,Main Pricelist,322
FMLAB-6021,THROAT CULTURE & SENSITIVITY C/S LA00410294,OS   ,233.36,233.36,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPTD-2111,BF + UW MASSAGE PT00450158,OS   ,157.04,157.04,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMNUR-0026,BLOOD SUGAR (GLUCOMETER) F-UP NS00410373,OS   ,41.12,41.12,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-2089,URIC ACID CONCENTRATION IN URINE LA41000116,OS   ,108.14,108.14,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMENTE4007,REMOVAL OF GROMMET TUBE OT00352209,OS   ,130.25,130.25,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-8086,CYTOKERATIN LA00410545,OS   ,552.98,552.98,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMDER-0024,ICE CUBE TEST DM00376022,OS   ,308.43,308.43,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMDER-0018,BOWN'S DISEASE DM00376016,OS   ,2324.7,2324.7,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMXRY-0420,NM- BONE SCINTIGRAPHY RA00421003,OS   ,834.98,834.98,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMERDA0032,REMOVAL OF SUPERFICIAL F.B. EM00130030,OS   ,655.83,682.0,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMXRY-0031,XRAY- SACRO-ILIAC JONTS (AP & OBL) RA00420089,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-5057,WIDAL LA00410221,OS   ,184.33,184.33,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPTD-2083,C.P.M. (30 MINUTES) PT00450201,OS   ,59.72,59.72,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9179,LACTIC ACID LA00410215,OS   ,136.03,136.03,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9241,CORTISOL (24 HOUR) LA00410556,OS   ,270.95,270.95,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-9023,PHLEBOTOMY LA00410627,OS   ,248.84,248.84,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMXRY-0026,"XRAY- DORSAL SPINE (AP, LAT & OBL) RA00420069",OS   ,298.6,298.6,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMXRY-0019,XRAY- RIBS 3 VIEWS (LEFT) RA00420113,OS   ,314.09,314.09,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMOBG-0127,INSUFLATION OT00371209,OS   ,1022.6,1022.6,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMORT-0517,LAMINECTOMY - DISC EXCISION OT00355293,OS   ,4201.86,4201.86,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMADM-9910,TRANSITIONAL I.C.U. WS00796001,OS   ,216.28,216.28,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMPSDJ0002,RECONSTRUCT.MED.SCAR W/ROT.FLA PL00387516,OS   ,907.89,907.89,15.0,2022-01-01 00:00:00, ,Main Pricelist, 
FMLAB-3029,THYROID FUNCTION (TSH+T3+FT4) LA00410500,OS   ,549,549.0,15.0,2024-01-01 00:00:00, ,Main Pricelist, 
CT33,CONSULTATION - CT33,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN05,MONA AMIN FEKRY OSMAN ALY - Consultation,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
VS04,KHALED ALI AHMED,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN41,CONSULTATION DN 41,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN45,CONSULTATION DN45,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN46,BASSAM  - CONSULTATION,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
DN48,CONSULTATION DN48,CO   ,190,195.0,0.0,2024-01-01 00:00:00, ,Main Pricelist, 
