Service Code,Service Description,Serv ice Type,Disco unt,Gross price Applicabl eEffective 1/5/2024,Gross price ApplicableEffective 1/1/2025    ,"Gross price Applicabl e
Effective 1/1/2026",Effective Date,Naphies,Notes
NENR030974,EBRAHEM MOHAMMED SHABANA,CO,0,100,125,150,,,
FMLAB-9881,EBV BY P.C.R.,OS,0.25,1462.05,1535.15,"1,611.9
1",,,
FMLAB-5027,EBV IgM,OS,0.25,400,420,441,,,
MS-E-000507,ECHELON FLEX 60MM POWERED PLUS HANDLE ETHICON #PLEE60A,OS,0.25,2441.88,2563.97,"2,692.1
7",,,
MS-E-000185,ECHELON FLEX 60MM RELOADS STANDARD/THICK GOLD ETHICON No.ECR60D,OS,0.25,1225.73,1287.02,"1,351.3
7",,,
MS-E-000138,ECHELON FLEX 60MM RELOADS THICK GREEN ETHICON No.ECR60G,OS,0.25,1225.73,1287.02,"1,351.3
7",,,
FMLAB-5028,ECHINOCOCCUS ABS (HYDATID),OS,0.25,200,210,220.5,,,
FMLAB-9474,ECHINOCOCCUS MULTILOCULARIS,OS,0.25,180,189,198.45,,,
FMCAR-0005,ECHO CARDIOGRAM 2D + M MODE + DOPPLER (FULL STUDY),OS,0.25,762.5,800.63,840.66,,,
FMPDT-0186,ECHO CARDIOGRAM FOR PEDIATRIC,OS,0.25,960,1008,"1,058.4
0",,,
FMCARS0022,ECHO CARDIOGRAM FOR PEDIATRIC.,OS,0.25,960,1008,"1,058.4
0",,,
FMCAR-0019,ECHO FOLLOW UP,OS,0.25,341.15,358.21,376.12,,,
FMCARS0021,ECHO FULL STUDY,OS,0.25,650,682.5,716.63,,,
FMCAR-0014,ECHO M-MODE ONLY,OS,0.25,307.03,322.38,338.5,,,
119014,ECHO M-MODE ONLY.,OS,0.25,300,315,330.75,,,
FMPSYB0019,ECT PCKG OP W/ ANAES. DAY CARE,OS,0.25,1462.05,1535.15,"1,611.9
1",,,
FMOBG-0032,ECTOPIC PREGNANCY OPERATION,OS,0.25,2149.21,2256.67,"2,369.5
0",,,
OPT-0003,Ectropion,P1,0,1500,1575,"1,653.7
5",,,
FMNUM-0025,EEG,OS,0.25,450,472.5,496.13,,,
FMNUM-0016,EEG MONITORING - PACKAGE DEAL 12 HOURS (9:00PM - 9:00AM),OS,0.25,2425,2546.25,"2,673.5
6",,,
NENR030844,EHAB AHMED MOHAMED,CO,0,100,125,150,,,
OROP031055,EHAB MOHAMED MOUNIR MAHGOUB,CO,0,100,125,150,,,
FMONC-1016,EIGHT WEEKS ADVANCED 3-D RADIOTHERAPY,P1,0,70000,73500,"77,175.
00",,,
FMXRY-0041,ELBOW AP. LAT.,OS,0.25,120,126,132.3,,,
FMXRY-0042,ELBOW AP. LAT. WITH SPECIAL VIEWS,OS,0.25,268.04,281.44,295.51,,,
P09ELECA2W,ELECARE INFANT 400GM,OS,0.25,126,132.3,138.92,,,
FMPTD-0006,ELECTRIC MASSAGE - PART,OS,0.25,65,68.25,71.66,,,
FMPTD-0005,ELECTRIC STIMULATION - MUSCLE/ NERVE,OS,0.25,100,105,110.25,,,
FMDER-0013,ELECTRO-CAUTERY,OS,0.25,574.56,603.29,633.45,,,
FMDER-0042,ELECTRO-CAUTERY PER/UNIT,OS,0.25,58.48,61.4,64.47,,,
FMDERS0161,ELECTROCAUTERY-LARGE AREA,OS,0.25,574.56,603.29,633.45,,,
FMDERS0160,ELECTROCAUTERY-MEDIUM,OS,0.25,287.28,301.64,316.73,,,
FMDERS0159,ELECTROCAUTERY-SMALL AREA,OS,0.25,112.09,117.69,123.58,,,
FMDER-0159,ELECTROCAUTERY-SMALL AREA.,OS,0.25,112.09,117.69,123.58,,,
18817,ELECTRODE ECG PREGELLED ADULT STERILE #T716/JM- MDF400/2222,OS,0.25,0.88,0.92,0.97,,,
18343,ELECTRODE ECG PREGELLED PEDIATRIC,OS,0.25,0.99,1.04,1.09,,,
20580,ELECTRODES PREATTACHED LEADWIRE #2269T/13952A- B/13953D,OS,0.25,8,8.4,8.82,,,
FMLAB-2028,ELECTROLYTE CHLORIDE,OS,0.25,60,63,66.15,,,
FMLAB-2030,ELECTROLYTE POTASSIUM,OS,0.25,60,63,66.15,,,
FMLAB-2029,ELECTROLYTE SODIUM,OS,0.25,60,63,66.15,,,
FMLAB-2031,ELECTROLYTES NA & K,OS,0.25,120,126,132.3,,,
FMLAB-2032,"ELECTROLYTES NA,K,CL",OS,0.25,165.7,173.99,182.68,,,
FMLAB-2033,ELECTROPHORESIS S.PROTEIN,OS,0.25,145,152.25,159.86,,,
MS-E-000509,"ELECTROSURGICAL PENCIL WITH 2 BUTTONS, VIO, ICC, ACC, ERBE No. 20190-106",OS,0.25,84.27,88.48,92.91,,,
048193,ELOXATIN 50 MG [ SANOFI- AVENTIS] VIAL X 1 VIAL,OS,0.25,1273.84,1337.53,"1,404.4
1",,,
IMIM010718,EMAD TURKY,CO,0,100,125,150,,,
IMIM031073,EMAN HAMDY ABDELAZIZ ELMOGY,CO,0,100,125,150,,,
PAPE030859,EMAN MOHAMED GHIETH,CO,0,100,125,150,,,
OPOT030765,EMAN SAID ZAID,CO,0,100,125,150,,,
FMSUR-3018,EMBOLECTOMY FEMORAL BRACHIAL,OS,0.25,3565.35,3743.62,"3,930.8
0",,,
SUR-0083,Embolectomy for Limb Ischemia,P1,0,7111,7466.55,"7,839.8
8",,,
FMBED-0001,FIRSTCLASS - Accommodation,OS,0.25,420,441,463.05,,,
FMSUP-00013,EMERGENCY - Medical Supervision,OS,0.25,-,-,-,,,
FMNUM-0034,EMG 2 UNITS,OS,0.25,480,504,529.2,,,
FMNUM-0035,EMG 3 UNITS,OS,0.25,720,756,793.8,,,
FMNUM-0036,EMG 4 UNITS,OS,0.25,960,1008,"1,058.4
0",,,
FMNUM-0024,EMG COMP. 2 NURSE,OS,0.25,300,315,330.75,,,
NEU-0035,Endarterectomy Intracranial Vessels without coils,P1,0,29867,31360.35,"32,928.
37",,,
NEU-0029,"Endarterectomy- Other, Vessels, Head & Neck",P1,0,26133,27439.65,"28,811.
63",,,
MS-E-000184,ENDO BUTTON 15MM # 72200146,OS,0.25,2243.81,2356,"2,473.8
0",,,
MS-E-000635,ENDO CLINCH II 5MM # 174317,OS,0.25,700,735,771.75,,,
MS-E-000148,ENDO CLOSE TROCAR SITE CLOSER DEVICE COVIDIEN #173022,OS,0.25,574.56,603.29,633.45,,,
FMENDE-0064,ENDOCLIP APPLICATION,OS,0.25,615.6,646.38,678.7,,,
FMURO-2072,ENDODILATION OF URETER BY TEFLON DILATOR,OS,0.25,974.7,1023.44,"1,074.6
1",,,
FMLAB-9233,ENDOMYSIUM IgA,OS,0.25,240,252,264.6,,,
FMLAB-1585,ENDOMYSIUM IgG,OS,0.25,450,472.5,496.13,,,
FMENDE0009,ENDOSCOPIC BIOPSY,OS,0.25,107.22,112.58,118.21,,,
FMENDE0044,ENDOSCOPIC BRUSH CYTOLOGY,OS,0.25,220,231,242.55,,,
FMENDE0014,ENDOSCOPIC CHOLANGIOGRAPHY (ERC),OS,0.25,1133.73,1190.42,"1,249.9
4",,,
FMURO-0090,ENDOSCOPIC DILATATN OF URETE- RAL STRICTURE,OS,0.25,1670.4,1753.92,"1,841.6
2",,,
FMSUR-3393,ENDOSCOPIC EXCISION OF TRACHEAL GRANULOMA,P1,0,10950,11497.5,"12,072.
38",,,
FMURO-2064,ENDOSCOPIC INJEC OF DFLUX BULKNG AGENT IN BLADR NECK,OS,0.25,3078,3231.9,"3,393.5
0",,,
FMENDE0041,ENDOSCOPIC INSERTION OF A STEN T,OS,0.25,861.84,904.93,950.18,,,
FMENDE0022,ENDOSCOPIC LIGATION O.V.,OS,0.25,1077.3,1131.17,"1,187.7
2",,,
CAR-0018,Coronary Artery Bypass Grafting (CABG),P1,0,50000,50000,52500,,,
FMCAR-3070,Ep Study And Ablation For Atrial Flutter And/Or Svt (Avnrt And Avrt),P1 ,0,,43000,45150,2025-10-16 00:00:00,38209-00-00,
FMENDE0024,ENDOSCOPIC POLYPECTOMY,OS,0.25,511.72,537.31,564.17,,,
FMNEU-3361,ENDOSCOPIC RECONSTRUCTION OF Skullbase,P1,0,40000,42000,"44,100.
00",,,
FMENDE0033,ENDOSCOPIC SCPHINCLEROTOMY,OS,0.25,1923.75,2019.94,"2,120.9
3",,,
FMENDE0043,ENDOSCOPIC STENT EXCHANGE,OS,0.25,1923.75,2019.94,"2,120.9
3",,,
FMURO-2028,ENDOSCOPIC STONE RETRIVAL,OS,0.25,3078,3231.9,"3,393.5
0",,,
FMPDT-0057,ENDOTRACHEAL INTUBATION OF NB & BABY INCL SHORT RESPIRATION,OS,0.25,974.7,1023.44,"1,074.6
1",,,
FMANAP9908,ENDOTRACHEAL INTUBATION.,OS,0.25,220,231,242.55,,,
FMPDT-0004,ENDOTRACHEAL INTUBATN OF CHILD INCLUDING SHORT RESPIRATION,OS,0.25,487.35,511.72,537.3,,,
SUR-0074,Enuclation of Thyroid Cyst,P1,0,4000,4200,"4,410.0
0",,,
OPT-0009,Enucleation,P1,0,2560,2688,"2,822.4
0",,,
FMDNTC0003,ENUCLEATION OF LARGE CYST,OS,0.25,1747.2,1834.56,"1,926.2
9",,,
FMDNTC0002,ENUCLEATION OF MODERATE CYST,OS,0.25,730,766.5,804.83,,,
FMDNTC0030,ENUCLEATION OF MUCOCELE,OS,0.25,600,630,661.5,,,
FMDNTC0001,ENUCLEATION OF SMALL CYST,OS,0.25,600,630,661.5,,,
OPT-0013,Enucleation with  Implant G.A.,P1,0,4267,4480.35,"4,704.3
7",,,
DNT-0023,ENUCULATION OF MAXILLARY / MANDIBULAR CYST,P1,0,14080,14784,"15,523.
20",,,
FMCAR-3073,Ep Study And Ablation For Atrial Tachycardia Or Wpw,P1 ,0,,43000,45150,2025-10-16 00:00:00,38213-00-00,
FMCAR-0559,BALLOON ANGIOPLASTY FOR CRITICAL COARCTATION OF AORTA,P1 ,0,,40000,42000,2025-12-11 00:00:00,90223-01-00,
FMOBG-0009,EPIDURAL ANALGESIA,OS,0.25,862.61,905.74,951.03,,,
FMICU-0006,EPIDURAL INSERTION,OS,0.25,210,220.5,231.53,,,
FMOBG-1012,EPIDURAL-INSERTION,OS,0.25,204.69,214.92,225.67,,,
FMOBG-0073,EPISIOTOMY - LOCAL ANAESTHESIA,OS,0.25,445,467.25,490.61,,,
FMLAB-1633,EPSTEIN BARR VIRUS ABS STRUCTURE,OS,0.25,1023.44,1074.61,"1,128.3
4",,,
FMERD-0001,ER CONSULTATION,CO,0,100,125,150,,,
FMLAB-7061,"ER PROFILE III (CK. CK-MB,TROPONIN)",OS,0.25,300,315,330.75,,,
SUR-0025,ERCP Diagnosis,P1,0,2800,2940,"3,087.0
0",,,
SUR-0026,ERCP Therapeutic,P1,0,4000,4200,"4,410.0
0",,,
FMLAB-9157,ERYTHROPOIETIN,OS,0.25,600,630,661.5,,,
FMLAB-9308,ERYTHROPOIETIN ABS,OS,0.25,1072.17,1125.78,"1,182.0
7",,,
CRCA011211,ESLAM ABDELKARIM MOURSY EISSA,CO,0,100,125,150,,,
FMLAB-1038,ESR,OS,0.25,40,42,44.1,,,
SRGS040543,ESSAM FARID ZAKI,CO,0,100,125,150,,,
FMLAB-3010,ESTRADIOL (E2),OS,0.25,200,210,220.5,,,
FMURO-0613,ESWL(LARGE),OS,0.25,2160,2268,"2,381.4
0",,,
URO-0013,ESWL-Any Additional Session,P1,0,853,895.65,940.43,,,
URO-0012,ESWL-Large Stone,P1,0,5689,5973.45,"6,272.1
2",,,
URO-0011,ESWL-Medium Stone,P1,0,4622,4853.1,"5,095.7
6",,,
URO-0010,ESWL-Small Stone,P1,0,3911,4106.55,"4,311.8
8",,,
FMENTS0014,ETHMOID SINUSCOPY,OS,0.25,940.8,987.84,"1,037.2
3",,,
FMNEU-9933,EVACUATION OF ACUTE SUBDURAL HEMATOMA,OS,0.25,4800,5040,"5,292.0
0",,,
FMNEU-9970,EVACUATION OF EXTRADURAL HAEMATOMA,OS,0.25,4386.15,4605.46,"4,835.7
3",,,
FMSUR-9147,EVACUATION OF HAEMATOMA - LARGE/DEEP,OS,0.25,740.77,777.81,816.7,,,
FMSUR-9087,EVACUATION OF WOUND HAEMATOMA,OS,0.25,487.35,511.72,537.3,,,
FMNUM-0032,EVOKED POTENTIAL,OS,0.25,974.7,1023.44,"1,074.6
1",,,
FMOPTL0010,EXAMINATION UNDER ANAESTHESIAFMOPTL0010,OS,0.25,330,346.5,363.83,,,
FMOBG-0211,EXAMINATION UNDER G.A,OS,0.25,256.5,269.33,282.79,,,
FMOPTH0033,EXAMINATION UNDER G.A.,OS,0.25,3840,4032,"4,233.6
0",,,
FMURO-2145,EXCHANGE OF BILATERAL D.J. STENT,OS,0.25,4873.5,5117.18,"5,373.0
3",,,
FMURO-2092,EXCHANGE OF D.J STENT,OS,0.25,1440,1512,"1,587.6
0",,,
FMPDT-0003,EXCHANGE TRANSFUSION EXCLUDING BLOOD MEDICINE & INSTRUMENTS,OS,0.25,300,315,330.75,,,
SUR-0022,Excision - Multiple Big Lipoma G.A.,P1,0,2000,2100,"2,205.0
0",,,
ORT-0070,Excision  of Malignant Tumors & Bone Graft,P1,0,12000,12600,"13,230.
00",,,
ORT-0006,Excision  of Olecranon Bursa,P1,0,1500,1575,"1,653.7
5",,,
OBG-0029,Excision  of Tubal (Ectopic Pregnancy ) Lap,P1,0,6000,6300,"6,615.0
0",,,
FMSUR-1006,EXCISION AND BIOPSY OF SKIN,OS,0.25,225.6,236.88,248.72,,,
SUR-0020,Excision- Ganglion Cyst L.A,P1,0,1564,1642.2,"1,724.3
1",,,
SUR-0024,Excision- Multiple Neurofibroma L.A.,P1,0,2347,2464.35,"2,587.5
7",,,
SUR-0011,Excision of  Lipoma GA,P1,0,1200,1260,"1,323.0
0",,,
SUR-0007,Excision of  Lipoma LA,P1,0,1173,1231.65,"1,293.2
3",,,
FMSUR-2074,EXCISION OF ANAL FISSURE,OS,0.25,2016,2116.8,"2,222.6
4",,,
FMSUR-2075,EXCISION OF ANAL FISTULA - LOW,OS,0.25,2112,2217.6,"2,328.4
8",,,
FMSUR-9150,EXCISION OF ANAL POLYP,OS,0.25,960,1008,"1,058.4
0",,,
OBG-0010,Excision of Bartholin Cyst,P1,0,1500,1575,"1,653.7
5",,,
FMPSDK0192,EXCISION OF BASAL CELL CARCINOMA FROM THE SCALP,OS,0.25,3078,3231.9,"3,393.5
0",,,
DNT-0040,EXCISION OF BENIGN TUMOR MANDIBLE OR MAXILLARY BONE,P1,0,23467,24640.35,"25,872.
37",,,
FMDNTS0314,EXCISION OF CALCIFIED MUSCLE TOGETHER WITH CORONOIDECTOMY,OS,0.25,16128,16934.4,"17,781.
12",,,
ORT-0065,Excision of Cervical Rib,P1,0,8000,8400,"8,820.0
0",,,
ORT-0056,Excision of Cyst & Bone Graft,P1,0,10667,11200.35,"11,760.
37",,,
FMDNTS0247,Excision of Cystic Tumor indemandable,OS,0.25,3840,4032,"4,233.6
0",,,
FMSUR-9164,EXCISION OF DESMOID TUMOUR,OS,0.25,3411.45,3582.02,"3,761.1
2",,,
FMORT-0163,EXCISION OF DESTRUCTION INTER- VERTEBRAL DISC,OS,0.25,2000,2100,"2,205.0
0",,,
FMORT-0718,EXCISION OF EXOSTOSIS UNILATERAL,OS,0.25,1754.46,1842.18,"1,934.2
9",,,
DNT-0021,EXCISION OF FACIAL BENIGN CUTANEOUS NEOPLASM + HISTOP. G.A.,P1,0,14080,14784,"15,523.
20",,,
DNT-0022,EXCISION OF FACIAL CYST G.A.,P1,0,14080,14784,"15,523.
20",,,
FMSUR-9050,EXCISION OF FIBROMA,OS,0.25,480,504,529.2,,,
ORT-0013,Excision of Ganglion,P1,0,2347,2464.35,"2,587.5
7",,,
FMORT-0744,EXCISION OF GANGLION ORTHO,OS,0.25,1440,1512,"1,587.6
0",,,
FMSUR-1032,EXCISION OF GANGLION.,OS,0.25,892.8,937.44,984.31,,,
VAS-0021,Excision of Haemangioma (Large),P1,0,9973,10471.65,"10,995.
23",,,
VAS-0016,Excision of Haemangioma (Small),P1,0,6347,6664.35,"6,997.5
7",,,
FMSUR-9154,EXCISION OF HAEMANGIOMA BIG,OS,0.25,1920,2016,"2,116.8
0",,,
ORT-0035,Excision of Head of Radius,P1,0,3000,3150,"3,307.5
0",,,
SUR-0079,Excision of Hepatic Cysts,P1,0,8000,8400,"8,820.0
0",,,
FMDNTS0135,EXCISION OF LARGE KELOID FACE,OS,0.25,3360,3528,"3,704.4
0",,,
FMSUR-4019,EXCISION OF LOCALIZED LESION OF BREAST,OS,0.25,1512,1587.6,"1,666.9
8",,,
DNT-0011,EXCISION OF LOCALIZED ORAL TUMOR WITH HISTOPATHOLOGY,P1,0,7431,7802.55,"8,192.6
8",,,
ORT-0033,Excision of Lower End of Ulna,P1,0,3000,3150,"3,307.5
0",,,
ENT-0012,Excision of Lumps from Neck & Head-G.A.,P1,0,2347,2464.35,"2,587.5
7",,,
DNT-0043,EXCISION OF MALIGNANT TUMOUR MANDIBLE OR MAXILLARY BONE,P1,0,32853,34495.65,"36,220.
43",,,
FMNEU-0125,EXCISION OF MENINGOCELE/ENCEPH ALOCELE,OS,0.25,1615.95,1696.75,"1,781.5
8",,,
DNT-0005,EXCISION OF MINOR SALIVARY GLAND ( MUCOCELE ),P1,0,4693,4927.65,"5,174.0
3",,,
FMPSDK0045,EXCISION OF MUCUS CYST OF LOWER LIP,OS,0.25,500,525,551.25,,,
FMSUR-9128,EXCISION OF NEUROFIBROMA,OS,0.25,1462.05,1535.15,"1,611.9
1",,,
DNT-0037,EXCISION OF PAROTID GLAND,P1,0,23467,24640.35,"25,872.
37",,,
FMENTE2008,EXCISION OF PRE-AURICULAR - SINUS,OS,0.25,2975.4,3124.17,"3,280.3
8",,,
FMENTE2007,EXCISION OF PRE-AURICULAR CYST,OS,0.25,2975.4,3124.17,"3,280.3
8",,,
SUR-0030,Excision of Simple Tumor or Chronic Abscess of Breast,P1,0,2500,2625,"2,756.2
5",,,
FMSUR-9062,EXCISION OF SKIN PAPILLOMA,OS,0.25,480,504,529.2,,,
FMSUR-9048,EXCISION OF SOFT TISSUE SARCOMA,OS,0.25,3591,3770.55,"3,959.0
8",,,
URO-0030,Excision of Spermatocele,P1,0,4032,4233.6,"4,445.2
8",,,
DNT-0020,EXCISION OF SUBLINGUAL GLAND,P1,0,14080,14784,"15,523.
20",,,
SUR-0069,Excision of Submandibular Gland G.A.,P1,0,4000,4200,"4,410.0
0",,,
FMNEU-9935,EXCISION OF TEMPOROPARIETAL GLIOMA,OS,0.25,9259.65,9722.63,"10,208.
76",,,
FMSUR-2045,EXCISION OF TONGUE MASS,OS,0.25,1291.48,1356.05,"1,423.8
6",,,
FMSUR-9120,EXCISION OF UMBILICAL MASS,OS,0.25,2052,2154.6,"2,262.3
3",,,
ENT-0003,Excision of Uvula,P1,0,1877,1970.85,"2,069.3
9",,,
FMPSDK0032,EXCISION OF VERRUCA PLANTARIS,OS,0.25,974.7,1023.44,"1,074.6
1",,,
SUR-0019,Excision-Sebaceous Cyst L.A,P1,0,1400,1470,"1,543.5
0",,,
SUR-0017,Excision-Small Skin Tumors G.A.,P1,0,1721,1807.05,"1,897.4
0",,,
FMSUR-2068,EXCISN HIGH ANAL FISTULA,OS,0.25,2001.6,2101.68,"2,206.7
6",,,
FMOPTC0002,EXCISN OF LARGE CHALAZION,OS,0.25,409.37,429.84,451.33,,,
FMSUR-1029,EXCISN OF LIPOMA OR SIMPLE BENIGN TUMOUR OF SKIN,OS,0.25,561.6,589.68,619.16,,,
SUR-1031,EXCISN OF MULTIPLE LIPOMA OR NEUROMA,OS,0.25,1785.24,1874.5,"1,968.2
3",,,
FMSUR-1031,EXCISN OF MULTIPLE LIPOMA OR NEUROMA.,OS,0.25,1785.24,1874.5,"1,968.2
3",,,
FMSUR-2080,EXCISN OF PILONIDAL SINUS,OS,0.25,1584,1663.2,"1,746.3
6",,,
FMSUR-1038,EXCISN OF SEBACEOUS CYST MTPL,OS,0.25,892.8,937.44,984.31,,,
FMSUR-1036,EXCISN OF SEBACEOUS CYST SINGL,OS,0.25,451.2,473.76,497.45,,,
48218,EXELON PATCH 5 [ 4.6 MG] X 30 PATCH,OS,0.25,8,8.4,8.82,,,
FMCARS0024,EXERCISE ECHO TEST,OS,0.25,1949.4,2046.87,"2,149.2
1",,,
OPT-0032,Explo/Excision Orbital Tumour,P1,0,6400,6720,"7,056.0
0",,,
FMPSDK0053,EXPLORATION & FB REMOVAL OF HAND(MODERATE),OS,0.25,974.7,1023.44,"1,074.6
1",,,
FMPSDK0148,EXPLORATION OF DEEP WOUND-RIGHT ARM W/ MUSCLE REPAIR,OS,0.25,3078,3231.9,"3,393.5
0",,,
FMPSDK0239,EXPLORATION OF FLEXOR POLLICIS LONGUS,OS,0.25,1000,1050,"1,102.5
0",,,
FMORT-0614,EXPLORATION OF NERVE & NEUROLY SIS OR REPAIR,OS,0.25,7334.62,7701.35,"8,086.4
2",,,
"FMORT-
0224",REVISION OF TOTAL HIP REPLACEMENT,P1 ,0,38500,38500,40425,,,
FMPDS-0032,EXPLORATORY LAPAROTOMY,OS,0.25,2520,2646,"2,778.3
0",,,
FMSUR-2052,EXPLORATORY LAPAROTOMY.,OS,0.25,2520,2646,"2,778.3
0",,,
FMDNTC98,EXPOSURE OF IMPACT CANINE,OS,0.25,1250,1312.5,"1,378.1
3",,,
FMLAB-1946,Extended spectrum beta lactamase screening (ESBL) ,OS,0.25,,200,200,14/04/2025,,
40449,EXTENSION LINE 150CM PVC #9004242/9000911,OS,0.25,16,16.8,17.64,,,
FMXRY-0938,EXTERMITY VENOGRAM,OS,0.25,1949.4,2046.87,"2,149.2
1",,,
ENT-0043,External Ethmoid Operation,P1,0,6720,7056,"7,408.8
0",,,
FMORT-0773,EXTERNAL FIXATION UNSIPEC SITE,OS,0.25,3411.45,3582.02,"3,761.1
2",,,
ENT-0042,External Frontal Operation,P1,0,5227,5488.35,"5,762.7
7",,,
FMDNTC99,EXTERNAL SINUS LIFT ( ALLOGRAFT),OS,0.25,3050,3202.5,"3,362.6
3",,,
FMDNTC100,EXTERNAL SINUS LIFT W/ AUTOGENOUS GRAFT,OS,0.25,4050,4252.5,"4,465.1
3",,,
FMDNTP0044,EXTRA VITAL. TEETH,OS,0.25,251.37,263.94,277.14,,,
FMLAB-9059,EXTRACTABLE NUCLEAR ABS (ENA) (ANTI RNP` ANTI SM),OS,0.25,475,498.75,523.69,,,
MS-E-000527,EXTRACTOR MUCUS 10FR STERILE W/BACTERIAL BARRIER FILTER POLYMED # 4008-10,OS,0.25,26.81,28.15,29.56,,,
MS-E-000528,EXTRACTOR MUCUS 12FR W/BACTERIAL BARRIER FILTER STERILE POLYMED #4008-12,OS,0.25,26.81,28.15,29.56,,,
MS-E-000529,EXTRACTOR MUCUS 14FR W/BACTERIAL BARRIER FILTER STERILE POLYMED #4008-14,OS,0.25,21.07,22.12,23.23,,,
MS-E-000526,EXTRACTOR MUCUS 8FR STERILE W/BACTERIAL BARRIER FILTER POLYMED # 4008-08,OS,0.25,26.81,28.15,29.56,,,
MS-E-000525,EXTRACTORMUCUS6FRSTERILEW/BACTERIALBARRIERFILTE RPOLYMED#4008-06,OS,0.25,26.81,28.15,29.56,,,
EDIM091299,EYAD ADEL MAKKAWY,CO,0,100,125,150,,,
FMOPTC0017,EYE LASHES ELECTROLYSIS,OS,0.25,140,147,154.35,,,
46816,EYEFILL HIGH DISPERSIVE CROMAPHARMA,OS,0.25,200,210,220.5,,,
18903,EYEPAD 56x70MM #415450/EP11,OS,0.25,1.98,2.08,2.18,,,
36674,EYEPAD F/PHOTOTHERAPY POSEY #4645,OS,0.25,16,16.8,17.64,,,
FMLAB-1041,F.D.Ps,OS,0.25,136.8,143.64,150.82,,,
FMLAB-3012,F.S.H.,OS,0.25,200,210,220.5,,,
DNT-0033,FACIAL BONE GRAFTING & RECONSTRUCTION,P1,0,23467,24640.35,"25,872.
37",,,
FMLAB-9482,FACTOR II,OS,0.25,365.51,383.79,402.97,,,
FMLAB-6068,FACTOR II PROTHROMBIN GENE MUTATION,OS,0.25,877.23,921.09,967.15,,,
FMLAB-1028,FACTOR IX,OS,0.25,316.78,332.62,349.25,,,
FMLAB-1025,FACTOR V,OS,0.25,220,231,242.55,,,
FMLAB-9318,FACTOR V MUTATION GENE (LEIDEN MUTATION),OS,0.25,905.98,951.28,998.84,,,
FMLAB-1026,FACTOR VII,OS,0.25,194.94,204.69,214.92,,,
FMLAB-1027,FACTOR VIII,OS,0.25,253.42,266.09,279.4,,,
FMLAB-9060,FACTOR VIII ASSOCIATED Ag-VIII Ag (VON WILLEBERAND F),OS,0.25,653.05,685.7,719.99,,,
FMLAB-1029,FACTOR X,OS,0.25,194.94,204.69,214.92,,,
FMLAB-1030,FACTOR XI,OS,0.25,278.76,292.7,307.33,,,
FMLAB-2143,FACTOR XIII,OS,0.25,584.82,614.06,644.76,,,
EDPA091007,FAHAD ABDU BASHIRI,CO,0,100,125,150,,,
EDCA090777,FAHAD MUBARAK AL HABSHAN,CO,0,100,125,150,,,
FMLAB-9862,FAMILIAL MEDITERREAN FEVER STAGE 1,OS,0.25,4288.68,4503.11,"4,728.2
7",,,
FMPTD-0101,FANGO HALF,OS,0.25,65,68.25,71.66,,,
OGOB040441,FATEN KHAIR ALLA,CO,0,100,125,150,,,
OGOB030839,FATMA MOHAMMED HOSNY,CO,0,100,125,150,,,
FMNEP-0019,femoral cath,OS,0.25,1200,1260,"1,323.0
0",,,
MS-F-000234,FEMORAL COMPONENT 9X125MM CEMENTLESS BIOMET#650- 0217,OS,0.25,14976,15724.8,"16,511.
04",,,
VAS-0010,Femoral Embolectomy,P1,0,11200,11760,"12,348.
00",,,
FMNEP-0020,FEMORAL OR SUBCLAVICEN CATHETR,OS,0.25,650,682.5,716.63,,,
FMSUR-9044,FEMORAL OR SUBCLAVICEN CATHETR.,OS,0.25,650,682.5,716.63,,,
CAR-0016,Femoro Post Tibial Bypass (Excluding Sythetic Bypass Graft),P1,0,17778,18666.9,"19,600.
25",,,
VAS-0023,Femoro-Distal Bypass,P1,0,15964,16762.2,"17,600.
31",,,
VAS-0018,Femoro-Popleteal Bypass,P1,0,14628,15359.4,"16,127.
37",,,
FMXRY-0062,FEMUR AP. LAT.,OS,0.25,120,126,132.3,,,
FMLAB-3013,FERRITIN,OS,0.25,200,210,220.5,,,
FMDNTS0310- O,FIBRE CORE POST,OS,0.25,513,538.65,565.58,,,
FMLAB-1042,FIBRINOGEN,OS,0.25,150,157.5,165.38,,,
FMDER-4037,FILLER INJECTION80 SMALL AREA,OS,0.25,974.7,1023.44,"1,074.6
1",,,
020027,FILTER .02µm NEONATAL INTRAVENOUS NANODYNE PALL #NEO96E/VM0112IP,OS,0.25,68.95,72.4,76.02,,,
020028,FILTER 1.2µm PARENTERAL NUTRITION LIPIPOR NEO #NLF1E/NLF2E/VM0090IP,OS,0.25,68.95,72.4,76.02,,,
019924,FILTER FILTRA GUARD F/RESUSITOR #MP01805/1544000/1944,OS,0.25,28.32,29.74,31.22,,,
19924,FILTER FILTRA GUARD F/RESUSITOR #MP01805/1544000/1944.,OS,0.25,28.32,29.74,31.22,,,
017509,FILTER HME HYDRO TRACH T W/O2 CONNECT TUBE COVIDIEN No.353/19004,OS,0.25,45.96,48.26,50.67,,,
17509,FILTER HME HYDRO TRACH T W/O2 CONNECT TUBE COVIDIEN No.353/19004.,OS,0.25,45.96,48.26,50.67,,,
047104,FILTER HME TWINSTAR HEPA DRAGER No.MP01801,OS,0.25,38.85,40.79,42.83,,,
