Code,Discription,Price,Class VIP A,SBS Mappping
FMENTE6009,HEARING AID PHILIPS M60-OR,2860,3146,96092-00-41
FMORT-0665,PLEURAL DECORTICATION,2860,3146,38421-01-00
FMORT-0702,REMOVAL OF PDN & REINSERTION,2860,3146,48691-00-00
FMORT-0708,GIRDLE STONE OPERATION HIP,2860,3146,90552-00-01
FMOPTF-0005,CATARACT EXT. W /  IOL,2838,3122,42698-05-01
FMORT-0093,OPEN REDUCT OF FRACT W/INT FIX AT CARPALS & METACARPALS,2816,3098,47342-01-01
FMORT-0097,OPEN REDUCT OF FRACT W/INT FIX AT TARSALS & METATARSALS,2816,3098,47624-01-01
FMENTL0020,LASER BIOPSY OF THE LARYNX,2811,3093,41849-00-00
FMENTO0018,SUBMANDIBULAR SAILADERECTOMY,2811,3093,30256-00-00
FMPSDA0006,LOWER MACROCHELIA,2811,3093,99999-99-99
FMPSDA0008,REPAIR OF SMALL DEFECT - LOWER LIP,2811,3093,45677-00-00
FMPSDA0017,CORRECTION OF MACROSTOMIA,2811,3093,45671-00-00
FMPSDB0010,PART. RECONST. OF NOSE BY LOCAL FLAP,2811,3093,45206-01-00
FMPSDB0011,PART. RECONST. OF NOSE BY COMPOSITE GRAFT,2811,3093,45632-00-00
FMPSDE0002,PTOSIS UNILATERAL,2811,3093,45623-05-01
FMPSDE0005,CICATRITIAL ECTROPION REPAI BY GRAFTING,2811,3093,45626-00-01
FMPSDE0006,PARTIAL LOSS OF UPPER EYELID   (CONSTRUCTION),2811,3093,45614-00-01
FMPSDE0028,EXCISION OF TUMOUR OF SOFT PALATE,2811,3093,30275-00-00
FMPSDE0042,EYE BROW LOSS (HAIR TRANSPLANT,2811,3093,45560-00-00
FMPSDF0014,REPAIR OF MAJOR LACERATIONS OF HAND,2811,3093,99999-99-99
FMPSDF0018,DUPETRYNE CONTRACTURE,2811,3093,46369-00-01
FMPSDF0020,SKIN GRAFT OF HAND,2811,3093,45448-05-01
FMPSDF0021,REPAIR OF MACRODFACTYLY,2811,3093,46510-00-01
FMPSDG0009,EXCISION OF SUPERNUMERY BREAST,2811,3093,31500-00-01
FMPSDG0010,EXCISION OF AXILLARY TAIL OF   BREAST,2811,3093,31500-00-01
FMPSDI0003,FRACTURE MAXILLA (LAFORTE TWO),2811,3093,47753-00-01
FMPSDI0005,ORBITAL FRACTURE REDUCTION (NO GRAFT),2811,3093,45590-00-01
FMPSDI0007,EXCISSION OF TUMOUR OF MANDI-  BLE (PARTIAL),2811,3093,30241-00-01
FMPSDJ0004,TRANSPOSITION FLAP (MAJOR),2811,3093,45200-00-00
FMSUR-2079,APPENDECTOMY - COMPLICATED,2811,3093,30571-00-00
FMSUR-5021,REPAIR OF FERMORAL HERNIA,2811,3093,30614-00-00
FMXRY-0938,EXTERMITY VENOGRAM,2805,3086,59718-00-00
FMXRY-0947,CATHETER CHANGE,2805,3086,99999-99-99
FMXRY-0971,PAIN BLOCK-BILATERAL,2805,3086,18230-00-00
FMORW-0113,PELVIC-THIGH ORTHOSIS - SMALL,2800,3080,96092-00-00
FMORW-0118,ABOVE KNEE OTHOSIS W/ 1 JOINT,2800,3080,96092-00-00
FMLAB-9246,HLA-B5,2794,3074,73350-03-40
FMXRY-0245,CAVERNOSOGRAM,2794,3074,57715-00-00
FMXRY-0246,EPIDEDIMO VASOGRAPHY,2794,3074,59736-00-00
FMPDT-0154,COMB.FOR ASSES.OF GROWTH&MNGT. OF DISEASE &C.-UP VACC.FOR 1YR,2789,3068,96037-00-00
FMLAB-9497,FRAGILE X SYNDROME (FMRI GENE),2783,3062,73200-04-50
FMXRY-0227,DISCOGRAPHY,2783,3062,59700-00-00
FMXRY-0228,CISTERNOGRAPHY,2783,3062,90910-00-00
FMXRY-0241,HAND ANGIOGRAPHY,2783,3062,59970-04-00
FMDER-0259,LASER HAIR REMOVAL + MESOTHERAPY  + BLEACHING,2778,3056,99999-99-99
FMPSDE0043,MICROPUNCTURE TATTOING LARGE,2772,3050,99999-99-99
FMURO-2009,REPAIR TESTICLE TRAUMA,2772,3050,90400-00-00
FMDNTS0031,MARSUPIALIZATION LARGE CYST,2761,3038,97379-00-00
FMCARS0019,BALOON ATRIAL SEPTOSTOMY,2750,3025,38270-00-00
FMCAT-0014,BALLON ATRIAL SEPTOSTOMY,2750,3025,38270-00-00
FMCTS-0016,SCALENE L.N. BIOPSY,2750,3025,30096-00-00
FMCTS-0058,STERNAL REWIRING,2750,3025,90596-00-00
FMCTSS0027,EXTRACTION OF UNDER SKIN FOREIGN BODY,2750,3025,30061-00-00
FMDER-0231,MULTI-ZONES(12X)BODY TREATMENT MEDIUM AREA (PACKAGE DEAL),2750,3025,99999-99-99
FMDNTS0298,EXTRACTION OF MANY POSTERIOR TEETH UNDER GENERAL ANESTHESIA,2750,3025,311
FMENTS0045,INCISION AND DRAINAGE OF EAR (LA),2750,3025,30223-02-00
FMLAB-8015,IMMUNOHISTOCHEMISTRY PANEL (TUMOUR MARKERS),2750,3025,73200-08-40
FMLAB-8025,IMMUNOHISTOCHEMISTRY PANEL (TUMOUR MARKERS),2750,3025,73200-08-40
FMLAB-8027,ELECTRON MICROSCOPY,2750,3025,73200-08-70
FMLAB-9867,MTHFR gene,2750,3025,96035-00-00
FMNEU-0179,DRURAL GRAFTING OF POSTERIOR FOSSA,2750,3025,39615-00-00
FMNUM-0023,SLEEP LAB,2750,3025,92012-00-00
FMNUM-0030,SLEEP ANALYSIS,2750,3025,92012-00-00
FMODT-0048,ORTHODONTIC DEPOSIT,2750,3025,963
FMODT-0070,EXPANSION SCREW,2750,3025,97575-00-00
FMOPTC0024,EXCISION OF PAPILLOMA OF EYELID (BENIGN TUMOR),2750,3025,31230-00-01
FMORT-0048,REMVL OF INT.FIXATN DEVICE AT  UNSPEC. SITE.,2750,3025,47930-00-01
FMORT-0049,"REMVL OF INT. FIXATN DEVICE AT SCAPULA,CLAVICLE,THORAX (R/S)",2750,3025,47930-00-01
FMORT-0467,ARTHRODESIS OF THE WRIST,2750,3025,50109-00-01
FMORT-0634,ACL RECONSTRUCTION FOR ARTHRO- SCOPY GRADE 1,2750,3025,49539-00-01
FMORT-0713,OPEN REDUCTION W/INT FIXATION AT CLAVICAL,2750,3025,47465-01-01
FMORT-0842,TENDON ACHILLES AUGMENTATION,2750,3025,49718-01-00
FMORT-0853,CLOSED REDUCTION + FIXATION OF DRUJ,2750,3025,47363-03-01
FMPSD-0162,RAY AMPUTATION OF MIDDLE OR RING FINGER,2750,3025,46465-00-01
FMPSD-1099,CLOSED REDUCTION SUBCONDYLAR FRACTURE,2750,3025,47756-00-01
FMPSDD0015,HYPOSPADIUS 1ST STAGE,2750,3025,37821-00-00
FMPSDI0010,EXCISION OF TUMOUR OF THE FOOT,2750,3025,31235-04-11
FMPSDJ0039,FAT INJECTION IN THE BREAST,2750,3025,90720-00-01
FMSUR-1040,LAPROSCOPIC ORCHIDOPEXY(2ND STAGE),2750,3025,37604-10-00
FMSUR-1054,EXCISION OF PARATHYROID ADENOMA,2750,3025,30315-00-00
FMSUR-2064,ILEOSTOMY,2750,3025,30375-01-00
FMSUR-2146,MASTECTOMY IN FEMALES,2750,3025,31518-00-00
FMSUR-2153,REVISION OF STUMP,2750,3025,44376-00-01
FMSUR-3034,APLICATION OF VAC SYSTM 4 DIABETIC FOOT 1 SESION 3,2750,3025,13815-01-00
FMSUR-9041,LAPROSCOPIC ASSISTED RETROPERITONEAL LYMPH NODE EXCISION,2750,3025,90282-00-00
FMSUR-9051,ORCHIDO PEXY.,2750,3025,37604-10-00
FMURO-2016,URETHRO VESICAL ANASTOMASIS (RAPTURED URETHRA),2750,3025,90365-00-00
FMURO-2024,T.U.C OF VESICAL PILS,2750,3025,37224-00-00
FMURO-2066,REPAIR OF HERNIA AND FIXATION OF RETRACTILE TESTIS,2750,3025,30614-02-00
FMURO-2085,BLEEDING EMBOLIZATION UROLOGY,2750,3025,35321-10-00
FMURO-2090,PARTIAL PINECTOMY,2750,3025,37402-00-00
FMXRY-0906,PERCUTENOUS NEPHROSTOMY (ONE SIDE),2750,3025,36624-01-01
FMXRY-0908,PECUTENOUS NEPHROSTOMY (ONE SIDE),2750,3025,36624-01-01
FMINT-0047,GEN. CHECK UP III(FEMALES ONLY,2739,3013,92001-00-00
FMORT-0552,ORTHOSIS I,2739,3013,96092-00-00
FMORT-0574,TRANS.OF TENDON AT HAND/WRIST,2739,3013,46417-00-01
FMXRY-0239,SUPERIOR/INFERIOR CAVOGRAHPY,2728,3001,60024-00-00
FMXRY-0240,SPLEENO PORTOGRAPHY,2728,3001,58900-00-10
FMENTE6064,HEARING AID START-134-BTE,2717,2989,96092-00-41
FMSUR-9082,VARICOCELE LIGATION,2673,2941,32508-00-01
FMURO-2040,EXCISION OF POST CIRCUMCISION PENILE SINUS,2673,2941,90405-01-00
FMDER-0182,SKIN GRAFTING MEDIUM AREA,2668,2935,45451-09-00
FMDNTC0004,MARSUPIALIZATION OF CYST,2668,2935,379
FMDNTC0026,LOWERING OF THE FLOOR OF MOUTH,2668,2935,83700-00-00
FMDNTC0072,EXTRA-ORAL VERTICAL OSTEOTOMY  IN THE RAMI,2668,2935,366
FMDNTC0073,EXTRA-ORAL SUBCONDYLAR - OSTEOTOMY (OBLIQUE),2668,2935,366
FMDNTC0077,OSTECTOMY IN THE BODY OF MADIBLE (Z),2668,2935,332
FMDNTC0078,OSTEOTOMY OF MAXILLA,2668,2935,45720-01-00
FMDNTC0079,PROGENIC OPERATION WITH REAL   PROGENIC,2668,2935,99999-99-99
FMDNTP0016,PORCELAIN  CROWN PRECIOUS MET.,2668,2935,83700-00-00
FMDNTP0030,ACRYLIC DENTURE UPPER/LOWER II,2668,2935,722
FMDNTP0059,SPLINT - METALIC,2668,2935,97773-00-00
FMDNTS0016,"IMPACTED 3RD MOLAR ""SEVERE CASE""",2668,2935,83700-00-00
FMDNTS0019,IMPAC. CANINE LABIO - PALATALY,2668,2935,83700-00-00
FMDNTS0029,ENUCLEATION OF LARGE CYST,2668,2935,371
FMDNTS0035,APICECTOMY &RETROGRADE FILLING (POSTERIOR),2668,2935,434
FMDNTS0036,PLASTIC CLOSURE OF CHRONIC SKIN  FISTULA,2668,2935,351
FMDNTS0039,CLOSURE OF ACCIDENTAL OPENING  OF MAX. SINUS (LARGE),2668,2935,393
FMDNTS0043,ALVEOLOPLASTY 1/2 JAW,2668,2935,83700-00-00
FMDNTS0054,REMOV. OF TORES PALATINUS LRGE,2668,2935,45825-00-00
FMDNTS0058,VESTIBULOPLASTY ONE JAW,2668,2935,45837-01-00
FMDNTS0105,SIMPLE FRACTURE,2668,2935,47789-00-01
FMDNTS0129,EXCISION OF TONGUE (PARTIAL),2668,2935,30272-00-00
FMDNTS0133,SCAR CORRECTION (MODERATE),2668,2935,45515-00-00
FMDNTS0137,ROTATION FLAP (MODERATE),2668,2935,45200-00-00
FMDNTS0164,CHIN AUGMENTATION (SMALL),2668,2935,45051-00-00
FMDNTS0178,GRAFTING SOFT TISSUE (SMALL),2668,2935,45439-00-00
FMDNTS0188,IMMEDIATE T IMPLANT ANT.(G),2668,2935,83700-00-00
FMDNTS0198,I.M.Z. IMPLANT H.A.L 1ST STAGE,2668,2935,99999-99-99
FMDNTS0306,SIMPLE EXT. REMAINING ROOTS X 2,2668,2935,311
FMENDE0042,E.S. WITH INSERTION OF A STENT,2668,2935,30491-00-00
FMENTE0018,HEARING AID UNITRON (PROGRAM.),2668,2935,96092-00-41
FMNUM-0016,EEG MONITORING - PACKAGE DEAL  12 HOURS (9:00PM - 9:00AM),2668,2935,92011-00-00
FMORW-0032,TIGGERS OR REVERSE LUMBAR SUP- PORT,2668,2935,96092-00-00
FMORW-0072,CASH BRACE - MEDIUM ORTHOSIS,2668,2935,96092-00-00
FMPSDH0017,REPAIR OF PERI. MEDIAN NERVE,2668,2935,39300-00-00
FMPSDH0018,REPAIR OF PERI. ULNAR NERVE,2668,2935,39300-00-00
FMPSDH0019,REPAIR OF PERI. RADIAL VESSEL  BY MICROSCOPE,2668,2935,45500-00-00
FMPSDH0020,REPAIR OF PERI. ULNAR VESSEL   BY MICROSCOPE,2668,2935,45502-00-00
FMDER-0056,ALOPECIA LOTION 5% - 100CC,2662,2929,99999-99-99
FMDNTS0263,OPEN REDUCTION FRACTURE ZYGOMA SIMPLE,2662,2929,355
FMOBG-0206,SALPINGECTOMY UNILATERAL,2662,2929,35713-09-00
FMPSDB0014,HYPOPLASTIC LSN+AUGMENTATION   BY BONE GRAFT OTHER THAN NOSE,2657,2923,45644-01-00
FMOPTH0009,LASER FOR RETINOPATHY 2 SETTNG,2651,2917,42809-00-01
FMENTE6011,HEARING AID PHONAK TAO Q10,2640,2904,96092-00-41
FMENTN2045,SEPTOPLASTY,2618,2880,41671-02-00
FMENTS0003,INTRANASAL ANTROSTOMY-BILAT.,2618,2880,41716-02-00
FMINT-0105,HEALTH CHECKUP STANDARD (FEMALE),2618,2880,96026-00-00
FMORT-0675,EXPLORATION OF ANY NERVE,2618,2880,90016-00-00
FMLAB-9597,MITOCHONDRIAL SUBTYPE MI-9,2613,2875,73050-20-70
FMPSD-1033,NASAL BONES FRACTURE FIXATION [P&S],2596,2856,47738-00-00
FMSUR-2018,REMOVAL OF SUBMANDIBULAR GLAND,2596,2856,30256-00-00
FMURO-2045,CYSTOSCOPY HYDRODISTENTION,2596,2856,36827-00-00
FMENTE6066,HEARING AID STAGE-133-BTE,2574,2832,96092-00-41
FMENTE6067,HEARING AID STAGE-123-BTE,2574,2832,96092-00-41
FMENTE6068,HEARING AID STAGE-145-BTE,2574,2832,96092-00-41
FMINT-0051,GEN. CHECK UP IV W/DYSPEPSIA   WHOLE GUT AND WHOLE ABDOMEN,2574,2832,83600-02-10
FMOBG-0203,LAPAROSCOPIC HYSTERECTOMY,2574,2832,35750-00-00
FMNSCA0014,COSTTRANSVERSECTOMY FOR THORA,2563,2820,40345-00-00
FMNSCA0021,PERCUTANEOUS DISCECTOMY (ANY),2563,2820,48636-00-00
FMNSCA0025,REMOVAL OF PDN WIRH RE-INSER-,2563,2820,99999-99-99
FMNSCA0054,COSTOPLASTY,2563,2820,38427-00-00
FMNSCA0066,REPAIR OF DURAL RENT,2563,2820,39615-00-00
FMORT-0012,POSTERIOR CERVICAL  DECOMPRESSI,2563,2820,40331-00-00
FMORT-0014,COSTTRANSVERSECTOMY FOR  THORA,2563,2820,40345-00-00
FMORT-0724,COSTO PLASTY,2563,2820,38427-00-00
FMORT-0740,PERCUTANEOUS DISCECTOMY  (ANY),2563,2820,48636-00-00
FMORT-0750,REMOVAL OF PDN WIRH RE-INSER,2563,2820,47927-00-01
FMORT-0752,REPAIR OF DURAL  RENT,2563,2820,39615-00-00
FMENTD0009,LASER BIOSY ANY ORGAN,2552,2808,99999-99-99
FMENTK0003,EXCISION OF THYROGLOSSAL CYST,2552,2808,30313-00-00
FMENTL0002,DIRECT LARYNGOSCOPY W/ REMOVAL OF FORIEGN BODY,2552,2808,41849-00-00
FMENTN0003,NASOVESTIBULAR CYST,2552,2808,31230-01-00
FMENTN2004,REDUCTION OF NASAL FRACTURE -  OPEN,2552,2808,47741-00-00
FMENTN2022,TURBINECTOMY - TOTAL,2552,2808,41689-02-00
FMENTN2027,PERNASAL REMOVAL OF POLYPI -   INFLAMMATORY - BILATERAL,2552,2808,41668-00-00
FMENTN2047,SUBMUCOUS RESECTION OF SEPTUM,2552,2808,41671-00-00
FMENTN2057,LASER APPLIC.TO INFER.TURBINA- TES (BILATERAL),2552,2808,41674-00-00
FMENTN2060,ENDOSCOPY MIDDLE MEATAL,2552,2808,90119-00-01
FMENTO0004,REPAIR OF PARTIAL CLEFT PALATE (SOFT PAL. & UVULA),2552,2808,45707-00-00
FMENTP2006,INCISION & DRAINAGE OF PARA-   PHARYNGEAL ABSCESS,2552,2808,41807-00-00
FMENTP2017,EXCISION OF VALLECULAR CYST,2552,2808,41813-00-00
FMNEU-0007,TRIGIMENAL GANGLION INJECTION,2552,2808,39109-02-00
FMNEU-0008,SHUNT FOR YDROCEPHALUS & REV.,2552,2808,90330-00-00
FMNEU-0009,EVACUATION OF HEMATOMA(BH),2552,2808,39600-00-00
FMNEU-0034,INJECTION OF PROLAPSED DISC,2552,2808,40336-00-00
FMOPTE0009,EXCISN OF PTERYGIUM W/ GRAFT,2552,2808,42686-00-01
FMOPTE0017,REPAIR OF RUPTURED GLOBE,2552,2808,90066-00-01
FMOPTL0002,REMVL OF I.O. F.B. FM ANTERIOR SEGMENT W/OUT MAGNET,2552,2808,42563-00-01
FMORT-0310,RELEASE OF CLUBFOOT W/ DORSAL  CAPSULATORY,2552,2808,50321-00-00
FMORT-0320,AMPUTATION THROUGH CARPALS,2552,2808,44325-00-01
FMPSD-1072,CHIN AUGMENTATION,2552,2808,45051-00-00
FMPSD-1073,HAIR TRANSPLANTATION LARGE SESSION,2552,2808,45560-00-00
FMPSDB0015,CLEFT RHINOPLASTY,2552,2808,45638-00-00
FMPSDC0008,RECONSTRUCTION OF PARTIAL EAR  LOSS,2552,2808,45659-01-01
FMPSDD0002,REPAIR OF UMBILICAL HERNIA,2552,2808,30617-00-00
FMPSDE0019,BRANCHIAL FISTULA,2552,2808,30289-00-00
FMPSDE0021,THYROGLOSSAL FISTULA,2552,2808,30314-00-00
FMPSDF0004,CROSS FINGER FLAP (1ST STAGE),2552,2808,45221-01-00
FMPSDG0011,EXCISION OF BENIGN MASSES OF   BREAST (LARGE),2552,2808,31500-00-01
FMSUR-2024,CELESTINE TUBE IMPLANTATION,2552,2808,30490-00-00
FMSUR-2032,PYLOROMYOTOMY,2552,2808,43930-00-00
FMSUR-2049,REDUCTION OF VOLVULUS WITHOUT  RESECTION,2552,2808,30375-12-00
FMSUR-2051,PARTIAL RESECTION OF INTESTINE,2552,2808,30566-00-00
FMSUR-2062,PUNCTURE & ASPIR.INTRA ABD.CYS,2552,2808,30224-01-00
FMSUR-2092,DRAINAGE OF APPENDICEAL ABSCES,2552,2808,30394-00-00
FMSUR-2096,LAPAROSCOPIC APPENDECTOMY,2552,2808,30572-00-00
FMSUR-2125,LAPAROSCOPIC BIOPSY OF HEP.LES,2552,2808,30433-00-00
FMSUR-2126,EXCISION OF CHOLEDOCAL CYST CHOLY CYSTO-JUNOSTOMY,2552,2808,43972-00-00
FMSUR-2129,HEPATIC ABSCESS DRAINAGE,2552,2808,30431-00-00
FMSUR-2132,REIMPLANTATN OR TRANPLANTATN   OF SPLEEN,2552,2808,30375-21-00
FMSUR-2135,LAPAROSCOPIC HERNIORRHAPHY,2552,2808,30609-02-00
FMSUR-3025,AMPUTATION BELOW KNEE,2552,2808,44367-02-00
FMSUR-4008,LOBECTOMY - THYROID,2552,2808,30306-01-00
FMSUR-4009,RADICAL MASTECTOMY AND AXILLARY BLOCK DISSECTION,2552,2808,31518-00-00
FMSUR-4017,EXPLORATION AND/OR EXCISION OF PARA THYROID GLAND OR ADENOMA,2552,2808,30315-00-00
FMSUR-5020,REPAIR OF EPIGASTRIC HERNIA -  (BIG),2552,2808,30617-01-00
FMSUR-9010,EXTENSIVE KELOID RECONSTRUCTN,2552,2808,45515-00-00
FMSUR-9012,REMVL OF DEEP EXTERNAL ULCER   W/ SKIN GRAFT,2552,2808,31205-01-00
FMSUR-9014,SKIN GRAFT FULL THICKNESS FREE,2552,2808,45451-09-00
FMSUR-9015,SKIN GRAFT PARTIAL THICKNESS,2552,2808,45439-00-00
FMURO-0008,VISUAL INT. URETHROTOMY,2552,2808,37327-00-00
FMURO-0018,CLOSURE OF PENAL URETHROSTOMY,2552,2808,36621-00-00
FMURO-0019,FIRST STAGE HYPOSPADIAS REPAIR,2552,2808,37827-00-00
FMURO-0022,URETERO-SIGMOIDECTOMY U.D.,2552,2808,99999-99-99
FMURO-0028,NEPHROSTOMY,2552,2808,36552-00-01
FMURO-0074,ASPIRATN & INJ. OF RENAL CYST,2552,2808,36624-01-01
FMURO-0076,EMBOLIZATION OF VARICOCELE,2552,2808,30635-00-01
FMURO-0079,ORCHIDECTOMY,2552,2808,30641-00-00
FMURO-0099,URETEROLITHOTOMY,2552,2808,36549-00-00
FMURO-0122,STONE MANIPULATION UNDER - ANAESTHESIA & X-RAY CONTROL,2552,2808,36857-00-00
FMURO-0144,TRAN.MIC.HYPER.TREAT.-30 MIN.,2552,2808,92178-00-90
FMDER-0198,VASCULAR LASER TREATMENT       LARGE AREA,2541,2796,14106-00-00
FMDER-0203,LASER ABLATION EXTRA LARGE,2541,2796,30192-00-10
FMDER-0207,BLISTER TRANSFORMATION EXTRA   LARGE AREA,2541,2796,99999-99-99
FMDNTO0003,GRADE I MALOCCL. 2ND DEPOSIT,2541,2796,963
FMDNTO0004,GRADE I MALOCCL. 3RD DEPOSIT,2541,2796,963
FMDNTO0008,GRADE II MALOCCL. 3RD DEPOSIT,2541,2796,963
FMDNTO0012,GRADE III MALOCCL. 3RD DEPOSIT,2541,2796,963
FMDNTO0016,GRADE IV MALOCCL. 3RD DEPOSIT,2541,2796,99999-99-99
FMDNTO0020,GRADE V MALOCCL. 3RD DEPOSIT,2541,2796,99999-99-99
FMDNTO0024,GRADE VI MALOCCL. 3RD DEPOSIT,2541,2796,963
FMDNTO0028,GRADE VII MALOCCL. 3RD DEPOSIT,2541,2796,963
FMLAB-9280,TB PCR AND CULTURE,2541,2796,73050-56-30
FMLAB-9738,"T.B. CULTURE (CSF) W/ PRELI, A FB/PC",2541,2796,73100-17-90
FMORW-0087,HIP ORTH.BOTH SIDES FIX.TAB.ST WITH COVER AND WHEEL,2541,2796,96092-00-00
FMPSD-0014,FOREHEAD LIFT GENERAL ANESTHESIA,2541,2796,45588-00-00
FMPSYB0018,ECT PCKG IP W/ ANAES. X 6 SES.,2541,2796,14224-00-00
FMSUR-2101,LASER-FISTULECTOMY-HIGH,2541,2796,90315-01-00
FMXRY-0975,USING OF ANGIOGRAPHY MACHINE,2541,2796,99999-99-99
FMOPTH0014,ANTERIOR VITRECTOMY,2530,2783,42719-01-01
FMXRY-0616,M.R.I. WITH GADOLONIUM,2530,2783,90901-08-20
FMDNTR0017,RCT 1 RC X 3,2519,2771,417
FMNEP-0005,URGENT HEMODIALYSIS + FEMORAL  VEIN SUBCLAVIAN VEIN CATH. VAS,2519,2771,13100-00-00
FMENTE6012,HEARING AID  PHILIPS  P44,2497,2747,96092-00-41
FMENTE6013,HEARING AID PHILIPS P47-H,2497,2747,96092-00-41
FMENTE6014,HEARING AID PHILIPS P47-I,2497,2747,96092-00-41
FMORT-0280,BONE RECONSTRUCTION OF THUMB,2492,2742,99999-99-99
FMORT-0051,REMVL OF INT.FIXATN DEVICE AT  RADIUS & ULNA,2486,2735,47930-00-01
FMORT-0112,DEBRIDEMENT OF COMPOUND FRACT. AT FEMUR,2486,2735,90580-00-01
FMORT-0113,DEBRIDEMENT OF COMPOUND FRACT. AT TIBIA & FIBULA,2486,2735,90580-00-01
FMORT-0138,ARTHROTOMY FOR REMOVAL OF PROSTHESIS AT KNEE,2486,2735,49515-00-01
FMORT-0150,BIOPSY-JOINT STRUCTURE OF SPINE,2486,2735,50100-01-01
FMORT-0152,CORRECTIN OF METATARSUS VARUS,2486,2735,90604-00-00
FMORT-0153,RELEASE OF ADHERENT JNT CAPSUL CARTILAGE-UNSPEC. SITE.,2486,2735,90570-00-01
FMORT-0155,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-ELBOW",2486,2735,49100-02-01
FMORT-0159,"RELEASE OF ADHERENT JNT CAPSUL LIGAMENT,CARTILAGE-KNEE",2486,2735,49500-04-01
FMORT-0165,COMPLETE OR PARTL.RESEC OF SYNOVIAL MEMB.UNSPEC.SITE,2486,2735,50104-00-01
FMORT-0167,COMPLETE OR PARTL.RESECTION OF SYNOVIAL MEMB.-ELBOW,2486,2735,48936-00-01
FMORT-0170,COMPLETE OR PARTL. RESECTION   OF HIP,2486,2735,49312-00-00
FMORT-0216,INTRPHALANGEAL FUSION,2486,2735,46300-00-01
FMORT-0220,VASTUS MEDIALIS ADVANCEMENT,2486,2735,47954-00-01
FMORT-0221,SEMITENDINOSUS ADVANCEMENT,2486,2735,47954-00-01
FMORT-0250,TENOTOMY OF HAND,2486,2735,46456-00-01
FMORT-0260,EXCISION OF MUSCLE OR FACIA OF HAND FOR GRAFT,2486,2735,90577-00-01
FMORT-0262,RELEASE OF DUPUYTREN'S CONTRA- CTURE,2486,2735,46381-00-01
FMORT-0287,REPAIR OF MALLET FINGER,2486,2735,46438-00-01
FMORT-0291,LYSIS OF ADHESIONS OF HAND,2486,2735,90544-00-01
FMORT-0295,ACHILLOOTENOTOMY,2486,2735,49718-01-00
FMORT-0300,DIVISION OF ILIO-TIBIAL BOND,2486,2735,90579-00-01
FMORT-0301,RELEASE OF VOLKMANN'S CONTRAC- TURE BY FASCIOTOMY,2486,2735,30075-01-01
FMORT-0305,EXCISION OF HETEROPTIC BONE,2486,2735,90572-00-01
FMORT-0308,EXCISION OF BAKER'S CYST,2486,2735,30114-00-00
FMORT-0312,HEEL CORD SHORTENING,2486,2735,49718-01-00
FMORT-0314,QUADRICEPS PLASTY,2486,2735,49569-00-01
FMORT-0328,AMPUTATION OF FOREFOOT,2486,2735,44364-00-01
FMORT-0329,AMPUTATION THRU MIDDLE OF FOOT,2486,2735,44364-01-01
FMORT-0330,CHOPART ARTHRODESIS,2486,2735,50118-00-00
FMORT-0331,MIDTARSALS AMPUTATION,2486,2735,44364-00-01
FMORT-0332,TRANSMETATARSAL AMPUTATION,2486,2735,44364-01-01
FMORT-0354,FLEXOR BRACHIRADIALIS RELEASE,2486,2735,47963-00-01
FMORT-0387,OSTEOTOMY OF HAND & FINGER,2486,2735,46396-00-01
FMORT-0390,OSTEOTOMY OF TIBIA CHILDREN,2486,2735,48418-00-01
FMORT-0400,REDUCTION OF CDH UNDER ANAES & CAST,2486,2735,47048-00-01
FMORT-0409,REMOVAL OF SIMPLE BENIGN BONE  OR SOFT TISSUE,2486,2735,30241-00-01
FMORT-0420,EXCISION OF MULTIPLE LIPOMA,2486,2735,99999-99-99
FMORT-0498,TENDON TRANSFER FOR RECURRENT  DISLOC. OF PATELLA,2486,2735,49503-03-00
FMORT-0510,CORRECTION OF CAVUS FOOT DUE   TO PARALYSIS OR IDIOPATHIC,2486,2735,90599-00-01
FMORT-0529,RELEASE TARSAL TUNNEL SYNDROME,2486,2735,39330-01-01
FMORT-0544,TENDON TRANSFER AT FOOT,2486,2735,49812-00-00
FMORT-0591,REMOVAL OF INT. FIX. DEVICE AT TIBIA,2486,2735,47930-00-01
FMORT-9905,REDUCTION AND CORRECTION OF SIMPLE FRACTURE,2486,2735,99999-99-99
FMDNTF0033,COMPOSITE FILLING 5 TEETH,2475,2723,531
FMDNTS0192,IMMEDIATE T IMPLANT ANT. (G),2475,2723,83700-00-00
FMDNTS0259,OPEN REDUCTION + FIXATION MAXILLA SIMPLE,2475,2723,359
FMDNTS0270,OPEN REDUCTION+T.O.W. FRACTURE MANDIBLE SIMPLE,2475,2723,359
FMDNTS0276,SEQUESTRECTOMY MEDIUM,2475,2723,332
FMODT-0061,EXTRA ORAL DEVICE,2475,2723,851
FMPSDK0052,TENDON GRAFT FOR LITTLE FINGER,2475,2723,90583-00-00
FMENTE6015,HEARING AID PHILIPS P47-IH,2459,2705,96092-00-41
FMCAR-0013,PERICARDIOCENTESIS,2426,2669,38359-00-00
FMDNTS0067,MURSUPILALIZATION OF RANULA LARGE,2426,2669,379
FMDNTS0071,"MANIPULATION OF LUXATED TMJ,PD",2426,2669,47000-00-01
FMDNTS0083,SURGICAL EXCISION OF INTRA- ORAL SWELLING LARGE,2426,2669,371
