SERVICE CODE,CATEGORY,SERVICE DESCRIPTION,SGH DMM Price,type,Department,Unified code ,Service Description2,LOS,Type3,NPHIES Code (Hyphenated )2
5014028,UROLOGY,VASOEPIDIDYMOSTOMY,21165.0,pk,UROLOGY,FMURO-3115,Vasoepididymostomy,1,PKG,37619-02-00
5014029,UROLOGY,VASOVASOSTOMY,21165.0,pk,UROLOGY,FMURO-3116,Vasovasostomy,1,PKG,37619-00-00
5021001,UROLOGY,E S W L FIRST SESSION,10637.5,pk,SURGERY,FMSUR-3286,E S W L First Session,DAY CASE,PKG,90957-00-00
5021002,UROLOGY,E S W L SECOND SESSION,2587.5,pk,SURGERY,FMSUR-3287,E S W L Second Session,DAY CASE,PKG,90957-00-00
5021003,UROLOGY,E S W L THIRD SESSION,2587.5,pk,SURGERY,FMSUR-3288,E S W L Third Session,DAY CASE,PKG,90957-00-00
5021004,UROLOGY,E S W L BOTH SIDES FIRST SESSION,12672.0,pk,SURGERY,FMSUR-3289,E S W L Both Sides First Session,DAY CASE,PKG,90957-00-00
5021005,UROLOGY,E S W L BOTH SIDES SECOND SESSION,3348.0,pk,SURGERY,FMSUR-3290,E S W L Both Sides Second Session,DAY CASE,PKG,90957-00-00
5021006,UROLOGY,LASER DISINTEGRATION,11000.0,pk,SURGERY,FMSUR-3291,Laser Disintegration,1,PKG,99999-99-99
6011003,ORTHOPEDIC,ARTHRODESIS OF THE BIG TOE,3712.5,pk,Orthopedics,FMORT-0452,Arthrodesis Of The Big Toe,1,PKG,90559-00-00
6011012,ORTHOPEDIC,EXCISION OF OLECRANON BURSA,3487.5,pk,Orthopedics,ORT-0010,Excision Of Olecranon Bursa,1,PKG,47300-00-01
6012016,ORTHOPEDIC,SEQUESTRACTOMY OF SMALL BONES,7565.0,pk,Orthopedics,ORT-0042,Sequestractomy Of Small Bones,1,PKG,90573-00-01
6013003,ORTHOPEDIC,ACROMIOPLASTY,13200.0,pk,Orthopedics,FMORT-0900,Acromioplasty,1,PKG,48903-00-01
6013008,ORTHOPEDIC,BONE GRAFTING,8910.0,pk,Orthopedics,ORT-0091,Bone Grafting,1,PKG,48239-00-00
6013018,ORTHOPEDIC,EXCISION OF CERVICAL RIB,11110.0,pk,Orthopedics,ORT-0103,Excision Of Cervical Rib,1,PKG,48406-12-00
6014008,ORTHOPEDIC,ARTICULAR CARTILAGE REPAIR FOR MAJOR JOINT (WITHOUT IMPLANT AND BLOOD),15225.0,pk,Orthopedics,FMORT-3006,Articular Cartilage Repair For Major Joint (Without Implant And Blood),1,PKG,90595-00-00
6014014,ORTHOPEDIC,CONGENITAL DISLOCATION OF HIP (CHD),17160.0,pk,Orthopedics,ORT-0096,Congenital Dislocation Of Hip (Chd),1,PKG,47048-00-01
6014032,ORTHOPEDIC,"LIGAMENTS REPAIR, LATE RECONSTRUCTION, GRAFTING ",22100.0,pk,Orthopedics,FMORT-3009,"Ligaments Repair, Late Reconstruction, Grafting",1,PKG,90589-01-00
6024016,ORTHOPEDIC,PELVIC OSTEOTOMIES CHIARI MEDIAL DISPLACEMENT PELVIC OSTEOTOMY ,36000.0,pk,Orthopedics,fmort-1054,Pelvic Osteotomies Chiari Medial Displacement Pelvic Osteotomy,0,PKG,48424-00-00
6024017,ORTHOPEDIC,PELVIC OSTEOTOMIES INNOMINATE SALTER OSTEOTOMY ,36000.0,pk,Orthopedics,fmort-1056,Pelvic Osteotomies Innominate Salter Osteotomy,0,PKG,48424-00-00
6024023,ORTHOPEDIC,PROXIMAL PATELLAR REALIGNMENT ,13200.0,pk,Orthopedics,fmort-1057,Proximal Patellar Realignment,0,Service,47585-00-01
6031001,DENTAL,CLOSURE OROANTRAL FISTULA UNDER GA (MAJOR),10560.0,pk,Dental,FMDNT-3004,Closure Oroantral Fistula Under Ga (Major),2,PKG,41722-00-02
6031002,DENTAL,CLOSURE OROANTRAL FISTULA UNDER LA (MINOR),3255.0,pk,Dental,FMDNT-3003,Closure Oroantral Fistula Under La (Minor),DAY CASE,PKG,41722-00-01
6031003,DENTAL,ENUCLEATION OF CYSTIC LESION + HISTOPATHOLOGY,10560.0,pk,Dental,FMDNT-3005,Enucleation Of Cystic Lesion + Histopathology,1,PKG,83700-00-00
6031004,DENTAL,ENUCLEATION OF CYSTIC LESION + HISTOPATHOLOGY + BONE GRAFT,19360.0,pk,Dental,FMDNT-3006,Enucleation Of Cystic Lesion + Histopathology + Bone Graft,1,PKG,83700-00-00
6031005,DENTAL,INCISION & DRAINAGE UNDER GA,5400.0,pk,Dental,FMDNT-3002,Incision & Drainage Under Ga,1,PKG,96215-00-20
6031006,DENTAL,INCISION & DRAINAGE UNDER LA (COMPLICATED),2350.0,pk,Dental,FMDNT-3001,Incision & Drainage Under La (Complicated),DAY CASE,PKG,45054-00-00
6031015,DENTAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MEDIUM),1880.0,pk,Dental,FMDNT-3007,General Anesthesia For Pediatric Dental Treatment (Medium),DAY CASE,PKG,92514-99-00
6031016,DENTAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (MAJOR),2760.0,pk,Dental,FMDNT-3008,General Anesthesia For Pediatric Dental Treatment (Major),DAY CASE,PKG,92514-99-00
6031017,DENTAL,GENERAL ANESTHESIA FOR PEDIATRIC DENTAL TREATMENT  (FINE MAJOR),3720.0,pk,Dental,FMDNT-3009,General Anesthesia For Pediatric Dental Treatment (Fine Major),DAY CASE,PKG,92514-99-00
7011001,NEUROSURGERY,ARNOLD CHIARI DECOMPRESSION CRANIECTOMY,28050.0,pk,NEUROSURGERY,FMNEU-3299,Arnold Chiari Decompression Craniectomy,2,PKG,40106-01-00
7011011,NEUROSURGERY,CRANIOPLASTY,31500.0,pk,NEUROSURGERY,FMNEU-3360,Cranioplasty,3,PKG,40600-03-00
7011012,NEUROSURGERY,CRANIOTOMY AND BIOPSY OF BRAIN TUMOUR,27200.0,pk,NEUROSURGERY,FMNEU-3379,Craniotomy And Biopsy Of Brain Tumour,2,PKG,90007-00-00
7011013,NEUROSURGERY,CRANIOTOMY AND ELEVATION OF DEPRESSED SKULL FRACTURE,24650.0,pk,NEUROSURGERY,FMNEU-3297,Craniotomy And Elevation Of Depressed Skull Fracture,3,PKG,39609-01-00
7011014,NEUROSURGERY,CRANIOTOMY AND EVACUATION OF ACUTE SUBDURAL HEMATOMA,31500.0,pk,NEUROSURGERY,FMNEU-3329,Craniotomy And Evacuation Of Acute Subdural Hematoma,3 INCLUDING ICU,PKG,39640-00-00
7011015,NEUROSURGERY,CRANIOTOMY AND EVACUATION OF EXTRADURAL HEMATOMA,26350.0,pk,NEUROSURGERY,FMNEU-3336,Craniotomy And Evacuation Of Extradural Hematoma,3,PKG,90007-00-00
7011016,NEUROSURGERY,CRANIOTOMY AND EVACUATION OF INTRACEREBRAL HEMATOMA,33300.0,pk,NEUROSURGERY,FMNEU-3337,Craniotomy And Evacuation Of Intracerebral Hematoma,3,PKG,90007-00-00
7011017,NEUROSURGERY,CRANIOTOMY AND EXCISION OF  CLIVAL TUMOUR,83600.0,pk,NEUROSURGERY,FMNEU-3327,Craniotomy And Excision Of Clival Tumour,4 INCLUDING ICU ,PKG,39640-00-00
7011018,NEUROSURGERY,CRANIOTOMY AND EXCISION OF C P ANGLE TUMOUR,75650.0,pk,NEUROSURGERY,FMNEU-3383,Craniotomy And Excision Of C-P Angle Tumour,4 INCLUDING ICU,PKG,90007-02-00
7011020,NEUROSURGERY,CRANIOTOMY AND EXCISION OF FORAMEN MANGUM TUMOUR,85000.0,pk,NEUROSURGERY,FMNEU-3328,Craniotomy And Excision Of Foramen Mangum Tumour,3,PKG,39640-00-00
7011021,NEUROSURGERY,CRANIOTOMY AND EXESION OF DEEP SEALED / SKULL BASE BRAIN TUMOR,95200.0,pk,NEUROSURGERY,FMNEU-3306,Craniotomy And Exesion Of Deep Sealed / Skull Base Brain Tumor,4 INCLUDING ICU ,PKG,40600-03-00
7011023,NEUROSURGERY,CRANIOTOMY EXCISION OF  SUPERFICIAL CEREBRAL TUMOUR,32850.0,pk,NEUROSURGERY,FMNEU-3386,Craniotomy Excision Of Superficial Cerebral Tumour,3 INCLUDING ICU,PKG,90007-02-00
7011025,NEUROSURGERY,CRANIOTOMY EXCISION OF DEEP CEREBRAL TUMOUR,64970.0,pk,NEUROSURGERY,FMNEU-3387,Craniotomy Excision Of Deep Cerebral Tumour,4 including ICU ,PKG,90007-02-00
7011027,NEUROSURGERY,CRANIOTOMY EXCISION OF PARASAGITTAL TUMOUR,65860.0,pk,NEUROSURGERY,FMNEU-3388,Craniotomy Excision Of Parasagittal Tumour,4,PKG,90007-02-00
7011028,NEUROSURGERY,CRANIOTOMY EXCISION OF SKULL BASE TUMOUR,78320.0,pk,NEUROSURGERY,FMNEU-3389,Craniotomy Excision Of Skull Base Tumour,4 INCLUDING ICU,PKG,99999-99-99
7011033,NEUROSURGERY,ENDOSCOPIC EVACUATION OF ACUTE SUBDURAL HEMATOMA,33300.0,pk,NEUROSURGERY,FMNEU-3340,Endoscopic Evacuation Of Acute Subdural Hematoma,3,PKG,90007-00-00
7011034,NEUROSURGERY,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – BILATERAL,34200.0,pk,NEUROSURGERY,FMNEU-3342,Endoscopic Evacuation Of Chronic Subdural Collection – Bilateral,2,PKG,90007-00-00
7011035,NEUROSURGERY,ENDOSCOPIC EVACUATION OF CHRONIC SUBDURAL COLLECTION – UNILATERAL,30600.0,pk,NEUROSURGERY,FMNEU-3341,Endoscopic Evacuation Of Chronic Subdural Collection – Unilateral,2,PKG,90007-00-00
7011036,NEUROSURGERY,ENDOSCOPIC EVACUATION OF INTRACEREBRAL HEMATOMA,46280.0,pk,NEUROSURGERY,FMNEU-3369,Endoscopic Evacuation Of Intracerebral Hematoma,2,PKG,30223-00-00
7011038,NEUROSURGERY,ENDOSCOPIC MANAGEMENT OF HYDROCEPHALUS,39160.0,pk,NEUROSURGERY,FMNEU-3422,Endoscopic Management Of Hydrocephalus,2,PKG,90007-01-00
7011040,NEUROSURGERY,ENDOVASCULAR INTERVENTION FOR CEREBRO-VASCULAR LESION,67195.0,pk,NEUROSURGERY,FMNEU-3401,Endovascular Intervention For Cerebro-Vascular Lesion,3 INCLUDING ICU,PKG,99999-99-99
7011045,NEUROSURGERY,EXCISION OF SCALP SWELLING OR TUMOUR,10516.0,pk,NEUROSURGERY,FMNEU-3330,Excision Of Scalp Swelling Or Tumour,1,PKG,39703-01-00
7011046,NEUROSURGERY,EXCISION OF SKULL VAULT ENCEPHALOCELE,31050.0,pk,NEUROSURGERY,FMNEU-3433,Excision Of Skull Vault Encephalocele,3,PKG,90007-01-00
7011047,NEUROSURGERY,EXCISION OF SKULL VAULT TUMOUR,19550.0,pk,NEUROSURGERY,FMNEU-3332,Excision Of Skull Vault Tumour,1,PKG,39330-00-00
7011051,NEUROSURGERY,INSERTION OF INTRACRANIAL PRESSURE MONITORING CATHETER,19975.0,pk,NEUROSURGERY,FMNEU-3697,Insertion Of Intracranial Pressure Monitoring Catheter,1,PKG,90007-01-00
7011052,NEUROSURGERY,MICRVASCULAR DECOMPRESSION FOR HEMIFACIAL SPASM,78320.0,pk,NEUROSURGERY,FMNEU-3440,Micrvascular Decompression For Hemifacial Spasm,2,PKG,41569-00-00
7011053,NEUROSURGERY,MICRVASCULAR DECOMPRESSION OF TRIGEMINAL NERVE,78320.0,pk,NEUROSURGERY,FMNEU-3441,Micrvascular Decompression Of Trigeminal Nerve,2,PKG,90016-01-00
7011055,NEUROSURGERY,REMOVAL DBS – EXTENSION ELECTRODES,25500.0,pk,NEUROSURGERY,FMNEU-3462,Removal Dbs – Extension Electrodes,1,PKG,39136-02-00
7011056,NEUROSURGERY,REMOVAL DBS ELECTRODES,25500.0,pk,NEUROSURGERY,FMNEU-3463,Removal Dbs Electrodes,1,PKG,39136-02-00
7011064,NEUROSURGERY,REMOVAL SCS EXTENSION ELECTRODES,21250.0,pk,NEUROSURGERY,FMNEU-3784,Removal Scs Extension Electrodes,1,PKG,47930-00-01
7011065,NEUROSURGERY,REMOVAL VNS – EXTENSION ELECTRODES,21250.0,pk,NEUROSURGERY,FMNEU-3790,Removal Vns – Extension Electrodes,1,PKG,47930-00-01
7011067,NEUROSURGERY,REPAIR OF COMPOUND SKULL FRACTURE,22100.0,pk,NEUROSURGERY,FMNEU-3334,Repair Of Compound Skull Fracture,4,PKG,39609-02-00
7011068,NEUROSURGERY,REPAIR OF SCALP INJURY UNDER GENERAL ANAESTHESIA,12320.0,pk,NEUROSURGERY,FMNEU-3331,Repair Of Scalp Injury Under General Anaesthesia,1,PKG,30026-00-10
7011069,NEUROSURGERY,REPAIR OF SIMPLE SKULL FRACTURE,19975.0,pk,NEUROSURGERY,FMNEU-3333,Repair Of Simple Skull Fracture,3,PKG,39606-01-00
7011070,NEUROSURGERY,REPAIR OF SKULL FRACTURE WITH DAMAGED BRAIN TISSUE,30600.0,pk,NEUROSURGERY,FMNEU-3335,Repair Of Skull Fracture With Damaged Brain Tissue,4 WITH IICU ,PKG,90007-00-00
7011071,NEUROSURGERY,SIMPLE SKULL OSTEOTOMY FOR CRANIOSYNOSTOIS,25075.0,pk,NEUROSURGERY,FMNEU-3435,Simple Skull Osteotomy For Craniosynostois,3,PKG,90569-00-01
7011073,NEUROSURGERY,STEREOTACTIC BIOPSY BRAIN,71200.0,pk,NEUROSURGERY,FMNEU-3767,Stereotactic Biopsy Brain,2,PKG,40801-00-00
7011077,NEUROSURGERY,VENTRICULO-PERITONEAL SHUNT INSERTION,15660.0,pk,NEUROSURGERY,FMNEU-3308,Ventriculo-Peritoneal Shunt Insertion,2,PKG,40003-02-00
7012006,NEUROSURGERY,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITH FUSION,54000.0,pk,NEUROSURGERY,FMNEU-3739,Cervical Discectomy Anterior Approach – 1 Level With Fusion,3,PKG,40300-00-00
7012007,NEUROSURGERY,CERVICAL DISCECTOMY ANTERIOR APPROACH – 1 LEVEL WITHOUT FUSION,44000.0,pk,NEUROSURGERY,FMNEU-3738,Cervical Discectomy Anterior Approach – 1 Level Without Fusion,2,PKG,40300-00-00
7012017,NEUROSURGERY,EXCISION OF LESIONS INTRASPINAL EXTRADURAL – CERVICAL,46280.0,pk,NEUROSURGERY,FMNEU-3528,Excision Of Lesions Intraspinal Extradural/Cervical,2,PKG,40309-00-00
7012018,NEUROSURGERY,EXCISION OF LESIONS INTRASPINAL EXTRADURAL – DORSAL,46280.0,pk,NEUROSURGERY,FMNEU-3529,Excision Of Lesions Intraspinal Extradural/Dorsal,3,PKG,40309-00-00
7012019,NEUROSURGERY,EXCISION OF LESIONS INTRASPINAL EXTRADURAL – LUMBAR,35100.0,pk,NEUROSURGERY,FMNEU-3530,Excision Of Lesions Intraspinal Extradural/Lumbar,2,PKG,40309-00-00
7012020,NEUROSURGERY,EXCISION OF LESIONS INTRASPINAL EXTRADURAL – SACRAL,35100.0,pk,NEUROSURGERY,FMNEU-3531,Excision Of Lesions Intraspinal Extradural/Sacral,2,PKG,40309-00-00
7012021,NEUROSURGERY,EXCISION OF LESIONS INTRASPINAL INTRADURAL – CERVICAL,54290.0,pk,NEUROSURGERY,FMNEU-3532,Excision Of Lesions Intraspinal Intradural/Cervical,2,PKG,40312-00-00
7012022,NEUROSURGERY,EXCISION OF LESIONS INTRASPINAL INTRADURAL – DORSAL,51620.0,pk,NEUROSURGERY,FMNEU-3533,Excision Of Lesions Intraspinal Intradural/Dorsal,3,PKG,40312-00-00
7012023,NEUROSURGERY,EXCISION OF LESIONS INTRASPINAL INTRADURAL – LUMBAR,37380.0,pk,NEUROSURGERY,FMNEU-3534,Excision Of Lesions Intraspinal Intradural/Lumbar,3,PKG,40312-00-00
7012025,NEUROSURGERY,IMPLANTATION OF INTRATHECAL PUMP EXCLUDING THE PUMP,36000.0,pk,NEUROSURGERY,FMNEU-3455,Implantation Of Intrathecal Pump Excluding The Pump,1,PKG,90020-00-00
7012026,NEUROSURGERY,INTRATHECAL BACLOFEN INJECTION – SCREENING PROCEDURE,17600.0,pk,NEUROSURGERY,FMNEU-3776,Intrathecal Baclofen Injection – Screening Procedure,2,PKG,90020-00-00
7012033,NEUROSURGERY,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – ONE LEVEL,30475.0,pk,NEUROSURGERY,FMNEU-3541,Lumbar Decompressive Laminectomy And Discectomy – One Level,2,PKG,90024-00-00
7012034,NEUROSURGERY,LUMBAR DECOMPRESSIVE LAMINECTOMY AND DISCECTOMY – TWO LEVELS,35650.0,pk,NEUROSURGERY,FMNEU-3542,Lumbar Decompressive Laminectomy And Discectomy – Two Levels,3,PKG,40300-01-00
7012035,NEUROSURGERY,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL BILATERAL,24225.0,pk,NEUROSURGERY,FMNEU-3545,Lumbar Fenestration Microdiscectomy – One Level Bilateral,3,PKG,40300-00-00
7012036,NEUROSURGERY,LUMBAR FENESTRATION MICRODISCECTOMY – ONE LEVEL UNILATERAL,20825.0,pk,NEUROSURGERY,FMNEU-3546,Lumbar Fenestration Microdiscectomy – One Level Unilateral,2,PKG,40300-00-00
7012037,NEUROSURGERY,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS BILATERAL,48950.0,pk,NEUROSURGERY,FMNEU-3549,Lumbar Fenestration Microdiscectomy – Three Levels Bilateral,3,PKG,40300-01-00
7012038,NEUROSURGERY,LUMBAR FENESTRATION MICRODISCECTOMY – THREE LEVELS UNILATERAL,33300.0,pk,NEUROSURGERY,FMNEU-3550,Lumbar Fenestration Microdiscectomy – Three Levels Unilateral,3,PKG,40300-01-00
7012039,NEUROSURGERY,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS BILATERAL,34650.0,pk,NEUROSURGERY,FMNEU-3547,Lumbar Fenestration Microdiscectomy – Two Levels Bilateral,3,PKG,40300-01-00
7012040,NEUROSURGERY,LUMBAR FENESTRATION MICRODISCECTOMY – TWO LEVELS UNILATERAL,24225.0,pk,NEUROSURGERY,FMNEU-3548,Lumbar Fenestration Microdiscectomy – Two Levels Unilateral,3,PKG,40300-01-00
7012043,NEUROSURGERY,MICROSCOPIC BRAIN EXCISION OF EPILEPTIC FOCUS,61276.5,pk,NEUROSURGERY,FMNEU-3416,Microscopic Brain Excision Of Epileptic Focus,2,PKG,39700-00-00
7012048,NEUROSURGERY,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – 2 NERVE ROOTS,37825.0,pk,NEUROSURGERY,FMNEU-3501,Posterior Cervical Nerve Root Decompression – 2 Nerve Roots,2,PKG,40334-00-00
7012050,NEUROSURGERY,POSTERIOR CERVICAL NERVE ROOT DECOMPRESSION – ONE NERVE ROOT,32850.0,pk,NEUROSURGERY,FMNEU-3500,Posterior Cervical Nerve Root Decompression – One Nerve Root,1,PKG,40331-00-00
7012054,NEUROSURGERY,REFILL OF INTRATHECAL PUMP (EXCLUDING THE MEDICATION),8800.0,pk,NEUROSURGERY,FMNEU-3778,Refill Of Intrathecal Pump (Excluding The Medication),1,PKG,96198-19-00
7012055,NEUROSURGERY,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS –  MORE THAN TWO LEVELS,34200.0,pk,NEUROSURGERY,FMNEU-3734,Re-Laminectomy For Lumbar Canal Stenosis – More Than Two Levels,2,PKG,90011-02-00
7012056,NEUROSURGERY,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – ONE LEVEL,30600.0,pk,NEUROSURGERY,FMNEU-3556,Re-Laminectomy For Lumbar Canal Stenosis – One Level,2,PKG,90011-06-00
7012057,NEUROSURGERY,RE-LAMINECTOMY FOR LUMBAR CANAL STENOSIS – TWO LEVELS,31500.0,pk,NEUROSURGERY,FMNEU-3557,Re-Laminectomy For Lumbar Canal Stenosis – Two Levels,2,PKG,90011-06-00
7012058,NEUROSURGERY,REMOVAL NEURO-STIMULATOR,25500.0,pk,NEUROSURGERY,FMNEU-3780,Removal Neuro-Stimulator,1,PKG,39135-00-00
7012060,NEUROSURGERY,"REPAIR OF MENINGOMYELOCELE, MINOR DEFECT",26350.0,pk,NEUROSURGERY,FMNEU-3755,"Repair Of Meningomyelocele, Minor Defect",2,PKG,40103-00-00
7012061,NEUROSURGERY,REPAIR OF OCCULT SPINAL DYSRAPHISM,38270.0,pk,NEUROSURGERY,FMNEU-3570,Repair Of Occult Spinal Dysraphism,2,PKG,90011-02-00
7012063,NEUROSURGERY,SPINAL CORD STIMULATION (EXCLUDING IMPLANTS),36000.0,pk,,FMNEU-3769,Spinal Cord Stimulation (excluding implants),,PKG,
7012066,NEUROSURGERY,THECO-PERITONEAL SHUNT,41385.0,pk,NEUROSURGERY,FMNEU-3605,Theco Peritoneal Shunt,1,PKG,40006-00-00
7013001,NEUROSURGERY,BILATERAL CARPAL TUNNEL NEUROLYSIS,17820.0,pk,NEUROSURGERY,FMNEU-3764,Bilateral Carpal Tunnel Neurolysis,1,PKG,39312-00-00
7013016,NEUROSURGERY,OLD PERINEURAL NERVE REPAIR,27922.5,pk,NEUROSURGERY,FMNEU-3802,Old Perineural Nerve Repair,1,PKG,39303-00-00
7013018,NEUROSURGERY,RELEASE OF CUBITAL TUNNEL SYNDROME,17468.0,pk,NEUROSURGERY,FMNEU-3612,Release Of Cubital Tunnel Syndrome,DAY CASE,PKG,39331-01-01
7013019,NEUROSURGERY,RELEASE OF ULNAR NERVE ENTRAPMENT AT WRIST,14659.5,pk,NEUROSURGERY,FMNEU-3614,Release Of Ulnar Nerve Entrapment At Wrist,DAY CASE,PKG,90016-01-00
7013020,NEUROSURGERY,SELECTIVE PERIPHERAL NEURECTOMY (ONE LIMB),17600.0,pk,NEUROSURGERY,FMNEU-3626,Selective Peripheral Neurectomy (One Limb),1,PKG,39324-00-00
7013021,NEUROSURGERY,SUBCUTANEOUS FIELD STIMULATION,36000.0,pk,NEUROSURGERY,FMNEU-3774,Subcutaneous Field Stimulation,1,PKG,39134-01-00
7013022,NEUROSURGERY,VAGAL NERVE STIMULATOR ( EXCLUDING THE IMPLANTS ),62300.0,pk,NEUROSURGERY,FMNEU-3773,Vagal Nerve Stimulator ( Excluding The Implants ),1,PKG,39134-01-00
8011001,OPHTHALMOLOGY ,DRILL OF HYDER. IMP. WITH ARTIF.,7315.8,pk,Ophthalmology,FMOPT-4016,Drill Of Hyder. Imp. With Artif.,1,PKG,90086-00-01
8011002,OPHTHALMOLOGY ,ENUCL. WITH HYDROXY. ORBITAL,19536.0,pk,Ophthalmology,FMOPT-4013,Enucl. With Hydroxy. Orbital,1,PKG,42506-00-00
8011004,OPHTHALMOLOGY ,ENUCLEATION OR EVISCERATION OF EYE BALL,5238.0,pk,Ophthalmology,FMOPT-4005,Enucleation Or Evisceration Of Eye Ball,1,PKG,42506-00-00
8011005,OPHTHALMOLOGY ,EXENTRATION,14094.0,pk,Ophthalmology,FMOPT-4004,Exentration,1,PKG,42536-00-01
8011006,OPHTHALMOLOGY ,IMPL. OF HYDR. ORB. IN ENUCL.,18480.0,pk,Ophthalmology,FMOPT-4015,Impl. Of Hydr. Orb. In Enucl.,1,PKG,42509-00-00
8011007,OPHTHALMOLOGY ,IMPLAN. OF REG. IN ENUC. EVISC.,8383.8,pk,Ophthalmology,FMOPT-4014,Implan. Of Reg. In Enuc. Evisc.,1,PKG,42515-00-00
8011008,OPHTHALMOLOGY ,OPTIC NERVE SHEATH FENES – ONSF,15138.0,pk,Ophthalmology,FMOPT-4009,Optic Nerve Sheath Fenes – Onsf,1,PKG,42548-00-00
8011009,OPHTHALMOLOGY ,ORBITAL EXPLORATION,7743.0,pk,Ophthalmology,FMOPT-4000,Orbital Exploration,1,PKG,42533-00-01
8011012,OPHTHALMOLOGY ,POSTERIOR ORBITAL EXPLORATION,12144.0,pk,Ophthalmology,FMOPT-4007,Posterior Orbital Exploration,1,PKG,42533-00-01
8011013,OPHTHALMOLOGY ,POSTERIOR ORBITAL TUMOUR,16182.0,pk,Ophthalmology,FMOPT-4008,Posterior Orbital Tumour,1,PKG,42543-00-01
8011014,OPHTHALMOLOGY ,RECONSTRUCTION OF ORBITAL BASE FRACTURE,15138.0,pk,Ophthalmology,FMOPT-4003,Reconstruction Of Orbital Base Fracture,1,PKG,45590-00-01
8011015,OPHTHALMOLOGY ,SOCKET RECONSTRUCTION,8976.0,pk,Ophthalmology,FMOPT-4012,Socket Reconstruction,1,PKG,42527-00-01
8011016,OPHTHALMOLOGY ,SQUINT REPAIR (ONE OR BOTH EYES),9345.6,pk,Ophthalmology,FMOPT-4168,Squint Repair (One Or Both Eyes),1,PKG,42833-01-00
8011017,OPHTHALMOLOGY ,SQUINT REPAIR SECOND STAGE (ONE OR BOTH EYES),5184.0,pk,Ophthalmology,FMOPT-4169,Second Stage Squint Repair (One Or Both Eyes),1,PKG,42833-00-00
8011018,OPHTHALMOLOGY ,THYROID ORBITAL DECOMPRESSION (BOTH EYES),24990.0,pk,Ophthalmology,FMOPT-4011,Thyroid Orbital Decompression (Both Eyes),2,PKG,42545-01-02
8011019,OPHTHALMOLOGY ,THYROID ORBITAL DECOMPRESSION (ONE EYE),16182.0,pk,Ophthalmology,FMOPT-4010,Thyroid Orbital Decompression (One Eye),1,PKG,42545-01-01
8012001,OPHTHALMOLOGY ,BIL.  PTOSIS REPAIR+FRESH FASC.,19890.0,pk,Ophthalmology,FMOPT-4040,Bil. Ptosis Repair+Fresh Fasc.,1,PKG,45623-05-02
8012001,OPHTHALMOLOGY ,BIL. LEVATOR MUS. RECESSION,15660.0,pk,Ophthalmology,FMOPT-4042,Bil. Levator Mus. Recession,1,PKG,45623-02-02
8012001,OPHTHALMOLOGY ,BILATERAL  BLEPHAROPLASTY UPPER LID,16182.0,pk,Ophthalmology,FMOPT-4056,Bilateral Blepharoplasty Upper Lid,1,PKG,45625-00-02
8012001,OPHTHALMOLOGY ,BILATERAL  MYECTOMY LOWER LID,19008.0,pk,Ophthalmology,FMOPT-4054,Bilateral Myectomy Lower Lid,1,PKG,90090-00-02
8012001,OPHTHALMOLOGY ,BILATERAL BLEPHAROPLASTY LOWER LID ,13572.0,pk,Ophthalmology,FMOPT-4058,Bilateral Blepharoplasty Lower Lid,1,PKG,45625-00-02
8012001,OPHTHALMOLOGY ,BILATERAL EYE BROW PLASTY,13572.0,pk,Ophthalmology,FMOPT-4060,Bilateral Eye Brow Plasty,1,PKG,45588-01-00
8012001,OPHTHALMOLOGY ,BILATERAL FULL  MYECTOMY UPPER LID,24480.0,pk,Ophthalmology,FMOPT-4052,Bilateral Full Myectomy Upper Lid,1,PKG,90090-00-02
8012001,OPHTHALMOLOGY ,BILATERAL LIMITED MYECTOMY UPPER LID,16737.6,pk,Ophthalmology,FMOPT-4050,Bilateral Limited Myectomy Upper Lid,1,PKG,90090-00-02
8012001,OPHTHALMOLOGY ,BILATERAL REPAIR ENTR. ECTROPIN ,12513.6,pk,Ophthalmology,FMOPT-4048,Bilateral Repair Entr. Ectropin,1,PKG,45626-00-02
8012001,OPHTHALMOLOGY ,BILATERAL SIM. PTOSIS REPAIR,15660.0,pk,Ophthalmology,FMOPT-4038,Bilateral Sim. Ptosis Repair,1,PKG,45623-05-02
8012001,OPHTHALMOLOGY ,BILATERAL TARSAL STRIP,8395.2,pk,Ophthalmology,FMOPT-4044,Bilateral Tarsal Strip,1,PKG,45614-01-02
8012001,OPHTHALMOLOGY ,BILATERAL TARSAL STRIP WITH GRAFT,10718.4,pk,Ophthalmology,FMOPT-4046,Bilateral Tarsal Strip With Graft,1,PKG,42551-00-00
