PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
7013005,NEUROSURGERY,PERIPHERAL,DIRECT PERINEURAL NERVE REPAIR,24103.875
7013006,NEUROSURGERY,PERIPHERAL,INTERFASICULAR REPAIR,32361.75
7013007,NEUROSURGERY,PERIPHERAL,NERVE GRAFTING (WITHOUT GRAFT),24628.75
7013008,NEUROSURGERY,PERIPHERAL,NERVE GRAFTS – AUTO GRAFTS ,34665.5
7013009,NEUROSURGERY,PERIPHERAL,NERVE NEUROLYSIS,19258.875
7013010,NEUROSURGERY,PERIPHERAL,NERVE REPAIR (ONE NERVE),19783.75
7013011,NEUROSURGERY,PERIPHERAL,NERVE REPAIR MAJOR ,25032.5
7013012,NEUROSURGERY,PERIPHERAL,NERVE TRANSFERS ,35511.0
7013013,NEUROSURGERY,PERIPHERAL,"NERVE TRANSPOSITION, OLD SCAR  ",29925.0
7013014,NEUROSURGERY,PERIPHERAL,"NEUROLYSIS, OLD REPAIR, EXPLORATION ",25032.5
7013015,NEUROSURGERY,PERIPHERAL,NEUROMA EXCISION TREATMENT ,29925.0
7013016,NEUROSURGERY,PERIPHERAL,OLD PERINEURAL NERVE REPAIR,26526.375
7013017,NEUROSURGERY,PERIPHERAL,PERIPHERAL NERVE STIMULATION (EXCLUDING IMPLANTS),35511.0
7013018,NEUROSURGERY,PERIPHERAL,RELEASE OF CUBITAL TUNNEL SYNDROME,16594.6
7013019,NEUROSURGERY,PERIPHERAL,RELEASE OF ULNAR NERVE ENTRAPMENT AT WRIST,13926.525
7013020,NEUROSURGERY,PERIPHERAL,SELECTIVE PERIPHERAL NEURECTOMY (ONE LIMB),16720.0
7013021,NEUROSURGERY,PERIPHERAL,SUBCUTANEOUS FIELD STIMULATION,34200.0
7013022,NEUROSURGERY,PERIPHERAL,VAGAL NERVE STIMULATOR ( IMPLANTS NOT INCLUDED ),59185.0
8011001,OPHTHALMOLOGY ,ORBIT,DRILL OF HYDERAL IMPLANT WITH ARTIFICIAL EYE,6572.575
8011002,OPHTHALMOLOGY ,ORBIT,ENUCULATION WITH HYDROXY. ORBITAL,17750.75
8011003,OPHTHALMOLOGY ,ORBIT,ENUCLEATION OR EVISCERATION WITH PROSTHETIC IMPLANT,6908.4
8011004,OPHTHALMOLOGY ,ORBIT,ENUCLEATION OR EVISCERATION OF EYE BALL,4653.575
8011005,OPHTHALMOLOGY ,ORBIT,EXENTRATION,12953.25
8011006,OPHTHALMOLOGY ,ORBIT,IMPLANTATION OF HYDERAL ORBITAL IN ENUCULATION.,16791.25
8011007,OPHTHALMOLOGY ,ORBIT,IMPLANTATION OF REGULAR IN ENUCULATION OR EVISCERATION,7532.075
8011008,OPHTHALMOLOGY ,ORBIT,OPTIC NERVE SHEATH FENES – ONSF,13912.75
8011009,OPHTHALMOLOGY ,ORBIT,ORBITAL EXPLORATION,6956.375
8011010,OPHTHALMOLOGY ,ORBIT,ORBITAL TUMOUR BIOPSY,6956.375
8011011,OPHTHALMOLOGY ,ORBIT,ORBITAL TUMOUR EXCISION,7532.075
8011012,OPHTHALMOLOGY ,ORBIT,POSTERIOR ORBITAL EXPLORATION,11034.25
8011013,OPHTHALMOLOGY ,ORBIT,POSTERIOR ORBITAL TUMOUR,14872.25
8011014,OPHTHALMOLOGY ,ORBIT,RECONSTRUCTION OF ORBITAL BASE FRACTURE,13912.75
8011015,OPHTHALMOLOGY ,ORBIT,SOCKET RECONSTRUCTION,8155.75
8011016,OPHTHALMOLOGY ,ORBIT,SQUINT REPAIR (ONE OR BOTH EYES),8491.574999999999
8011017,OPHTHALMOLOGY ,ORBIT,SQUINT REPAIR SECOND STAGE (ONE OR BOTH EYES),4605.599999999999
8011018,OPHTHALMOLOGY ,ORBIT,THYROID ORBITAL DECOMPRESSION (BOTH EYES),23507.75
8011019,OPHTHALMOLOGY ,ORBIT,THYROID ORBITAL DECOMPRESSION (ONE EYE),14872.25
8012001,OPHTHALMOLOGY ,LIDS,BILATERAL PTOSIS REPAIR WITH FRESH FASC.,18710.25
8012002,OPHTHALMOLOGY ,LIDS,BILATERAL LEVATOR MUS. RECESSION,21375.0
8012003,OPHTHALMOLOGY ,LIDS,BILATERAL  BLEPHAROPLASTY UPPER LID,22087.5
8012004,OPHTHALMOLOGY ,LIDS,BILATERAL  MYECTOMY LOWER LID,25650.0
8012005,OPHTHALMOLOGY ,LIDS,BILATERAL BLEPHAROPLASTY LOWER LID ,18525.0
8012006,OPHTHALMOLOGY ,LIDS,BILATERAL EYE BROW PLASTY,18525.0
8012007,OPHTHALMOLOGY ,LIDS,BILATERAL FULL  MYECTOMY UPPER LID,34200.0
8012008,OPHTHALMOLOGY ,LIDS,BILATERAL LIMITED MYECTOMY UPPER LID,22586.25
8012009,OPHTHALMOLOGY ,LIDS,BILATERAL REPAIR ENTR. ECTROPIN ,16886.25
8012010,OPHTHALMOLOGY ,LIDS,BILATERAL SIM. PTOSIS REPAIR,21375.0
8012011,OPHTHALMOLOGY ,LIDS,BILATERAL TARSAL STRIP,11328.75
8012012,OPHTHALMOLOGY ,LIDS,BILATERAL TARSAL STRIP WITH GRAFT,14463.75
8012013,OPHTHALMOLOGY ,LIDS,BOTULIUM TOXIN INJECTION,8336.25
8012014,OPHTHALMOLOGY ,LIDS,COMPLEX LID RECONSTRUCTION,11400.0
8012015,OPHTHALMOLOGY ,LIDS,ELECTROLYSIS FOR EYE LASHES IN O.R.,1353.75
8012016,OPHTHALMOLOGY ,LIDS,EXCISION OF LID TUMOR WITH RECONSTRUCTION WITH FLAP,16387.5
8012017,OPHTHALMOLOGY ,LIDS,EXCISION OF LID TUMOUR,10331.25
8012018,OPHTHALMOLOGY ,LIDS,EXCISION OF MULTI CHALAZION IN OR,3206.25
8012019,OPHTHALMOLOGY ,LIDS,EXCI.MULTIPLE SMALL LID GROW,3063.75
8012020,OPHTHALMOLOGY ,LIDS,EXCISION OF CHALAZION U.G.A.,2208.75
8012021,OPHTHALMOLOGY ,LIDS,EXCISION OF LID TUMOURWITHHISTOPATHOLOGY ANALYSIS,7125.0
8012022,OPHTHALMOLOGY ,LIDS,EXCISION OF SMALL LID GROWTH IN O.R. ,3063.75
8012023,OPHTHALMOLOGY ,LIDS,EYE PLASTIC SURGERY,15461.25
8012024,OPHTHALMOLOGY ,LIDS,GOLD WEIGHT LID IMPLANTATION,13893.75
8012025,OPHTHALMOLOGY ,LIDS,LID RECONSTRUCTION USING FLAPES OR GRAFT,16387.5
8012026,OPHTHALMOLOGY ,LIDS,PTOSIS REPAIR (ONE EYE),10331.25
8012027,OPHTHALMOLOGY ,LIDS,RECONSTRUCTION OF LID LACERATION,7125.0
8012028,OPHTHALMOLOGY ,LIDS,REPAIR OF ENTROPION OR ECTROPION (BOTH EYES),10331.25
8012029,OPHTHALMOLOGY ,LIDS,REPAIR OF ENTROPION OR ECTROPION (ONE EYE),7125.0
8012030,OPHTHALMOLOGY ,LIDS,REPAIR OF SIMPLE LIDWITHEXPLORA,6341.25
8012031,OPHTHALMOLOGY ,LIDS,REPAIR OF SMALL WOUND OF LID,1781.25
8012032,OPHTHALMOLOGY ,LIDS,SIMPLE LID RECONSTRUCTION,5913.75
8012033,OPHTHALMOLOGY ,LIDS,TARSORRHAPHY (ONE EYE),8906.25
8012034,OPHTHALMOLOGY ,LIDS,TRICHIASIS REPAIR (BOTH EYES),8336.25
8012035,OPHTHALMOLOGY ,LIDS,TRICHIASIS REPAIR (ONE EYE),5486.25
8012036,OPHTHALMOLOGY ,LIDS,UNILATERAL LEVATOR MUS. RECESSION,14036.25
8012037,OPHTHALMOLOGY ,LIDS,UNILATERAL PTOSIS REPAIRWITHFRESH,17812.5
8012038,OPHTHALMOLOGY ,LIDS,UNILATERAL BLEPHAROPLASTY LOWER LID,12112.5
8012039,OPHTHALMOLOGY ,LIDS,UNILATERAL BLEPHAROPLASTY UPPER LID,12825.0
8012040,OPHTHALMOLOGY ,LIDS,UNILATERAL EYE BROW PLASTY,12468.75
8012041,OPHTHALMOLOGY ,LIDS,UNILATERAL FULL  MYECTOMY LOWER LID,33487.5
8012042,OPHTHALMOLOGY ,LIDS,UNILATERAL FULL  MYECTOMY UPPER LID,22087.5
8012043,OPHTHALMOLOGY ,LIDS,UNILATERAL LIMITED MYECTOMY UPPER LID,13537.5
8012044,OPHTHALMOLOGY ,LIDS,UNILATERAL REPAIR ENTR. ECTROPIN,10331.25
8012045,OPHTHALMOLOGY ,LIDS,UNILATERAL TARSAL STRIP,8336.25
8012046,OPHTHALMOLOGY ,LIDS,UNILATERAL TARSAL STRIP WITH GRAFT,10331.25
8013001,OPHTHALMOLOGY ,LACRIMAL SYSTEM,BALLOON DACRYOPLASTY ,7532.075
8013002,OPHTHALMOLOGY ,LACRIMAL SYSTEM,BILATERAL MEDIAL SPINDLE SURGERY,5996.875
8013003,OPHTHALMOLOGY ,LACRIMAL SYSTEM,BILATERAL PROBING WITH SYRINGINGWITHINTUBATION  ,7532.075
8013004,OPHTHALMOLOGY ,LACRIMAL SYSTEM,BILATERAL PUNCTAL OCCLUSION,5613.075
8013005,OPHTHALMOLOGY ,LACRIMAL SYSTEM,BIOPSY OF LACRIMAL GLAND TUMORWITHHISTOPATH. ANALYSIS,5613.075
8013006,OPHTHALMOLOGY ,LACRIMAL SYSTEM,COLLAGEN PLUG,1405.05
8013007,OPHTHALMOLOGY ,LACRIMAL SYSTEM,D.C.R. / DACRYOCYSTORHINOSTOMY,10174.5
8013008,OPHTHALMOLOGY ,LACRIMAL SYSTEM,DACRYOCYSTECTOMY,4653.575
8013009,OPHTHALMOLOGY ,LACRIMAL SYSTEM,DCRWITHCANALICULAR RECONSTRUCTION,11274.125
8013010,OPHTHALMOLOGY ,LACRIMAL SYSTEM,DCRWITHLESTER JONES TUBE,13289.074999999999
8013011,OPHTHALMOLOGY ,LACRIMAL SYSTEM,EXCISION OF LACRIMAL GLAND,8491.574999999999
8013012,OPHTHALMOLOGY ,LACRIMAL SYSTEM,PROBING WITH SYRINGING U.G.A. (BOTH EYES),3742.0499999999997
8013013,OPHTHALMOLOGY ,LACRIMAL SYSTEM,PROBING WITH SYRINGING U.G.A. (ONE EYE),2180.25
8013014,OPHTHALMOLOGY ,LACRIMAL SYSTEM,RECONSTRUCTION OF LACRIMAL DUCTS WITH TUBE,7436.125
8013015,OPHTHALMOLOGY ,LACRIMAL SYSTEM,SILICONE INTUBATION ONE EYE,4653.575
8013016,OPHTHALMOLOGY ,LACRIMAL SYSTEM,TEMPRORY ARTERY BIOPSY,4653.575
8013017,OPHTHALMOLOGY ,LACRIMAL SYSTEM,THREE SNIP OPERATION (BOTH EYES),5517.125
8013018,OPHTHALMOLOGY ,LACRIMAL SYSTEM,THREE SNIP OPERATION (ONE EYE),3742.0499999999997
8013019,OPHTHALMOLOGY ,LACRIMAL SYSTEM,UNILATERAL MEDIA SPINDLE SURGERY,4653.575
8013020,OPHTHALMOLOGY ,LACRIMAL SYSTEM,UNILATERAL PROBING WITH SYRINGING WITH INTUBATION ,4653.575
8013021,OPHTHALMOLOGY ,LACRIMAL SYSTEM,UNILATERAL PUNCTAL OCCLUSION ,3598.125
8014001,OPHTHALMOLOGY ,ANT. CHAMBER,AMNIOTIC MEMBRANE GRAFT ,11993.75
8014002,OPHTHALMOLOGY ,ANT. CHAMBER,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (INSIDE HOSPITAL),2180.25
8014003,OPHTHALMOLOGY ,ANT. CHAMBER,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (OTHER HOSPITAL),4653.575
8014004,OPHTHALMOLOGY ,ANT. CHAMBER,ANTERIOR CHAMBER WASH  ,7196.25
8014005,OPHTHALMOLOGY ,ANT. CHAMBER,ANTERIOR STROMAL PUNCTURE,1889.55
8014006,OPHTHALMOLOGY ,ANT. CHAMBER,BALLOON DACYOPLASTY ,7388.15
8014007,OPHTHALMOLOGY ,ANT. CHAMBER,BILATERAL PUNCTAL OCCLUSION ,5037.375
8014008,OPHTHALMOLOGY ,ANT. CHAMBER,BIOPSY OF CONJ. TUMOURWITHHISTOPATHOLOGY ANALYSIS ,5613.075
8014009,OPHTHALMOLOGY ,ANT. CHAMBER,CHAMBER DRANIAGE ( OUTSIDE HOSPITAL),4653.575
8014010,OPHTHALMOLOGY ,ANT. CHAMBER,CHAMBER DRAINAGE ( INSIDE  HOSPITAL ),1598.85
8014011,OPHTHALMOLOGY ,ANT. CHAMBER,COLLAGEN PLUG ,1211.25
8014012,OPHTHALMOLOGY ,ANT. CHAMBER,CONJUNCTIVAL REVISION ,4653.575
8014013,OPHTHALMOLOGY ,ANT. CHAMBER,CONJUNCTIVAL REVISION (INSIDE  HOSPITAL) ,2374.0499999999997
8014014,OPHTHALMOLOGY ,ANT. CHAMBER,CORNEAL IMPLANTATION SECOND STAGE,7196.25
8014015,OPHTHALMOLOGY ,ANT. CHAMBER,CORNEAL TRANSPLANT (KERATOPLASTY (PKP)),21318.0
8014016,OPHTHALMOLOGY ,ANT. CHAMBER,CORNEAL WOUND SUTURING,6476.625
8014017,OPHTHALMOLOGY ,ANT. CHAMBER,CORNIAL RING,7196.25
8014018,OPHTHALMOLOGY ,ANT. CHAMBER,EXCISION OF CONJUNCTIVAL TUMOUR ,6956.375
8014019,OPHTHALMOLOGY ,ANT. CHAMBER,EXCISION OF CORNEAL TUMOUR WITH ,7915.875
8014020,OPHTHALMOLOGY ,ANT. CHAMBER,GRAFT REPLACMENT (IN-HOSPITAL),7196.25
8014021,OPHTHALMOLOGY ,ANT. CHAMBER,IOL REPOSITIONING ( INSIDE HOSPITAL),2180.25
8014022,OPHTHALMOLOGY ,ANT. CHAMBER,IOL REPOSITIONING ( OTHER HOSPITAL ),5996.875
8014023,OPHTHALMOLOGY ,ANT. CHAMBER,KERATOPLASTY WITH CATARACT WITH EXT. IOL,20349.0
8014024,OPHTHALMOLOGY ,ANT. CHAMBER,KERATOPLASTY WITH SECONDARY IOL,19190.0
8014025,OPHTHALMOLOGY ,ANT. CHAMBER,KERATOPROSTHESIS,22068.5
8014026,OPHTHALMOLOGY ,ANT. CHAMBER,LAMELLAR KERATOPLASTYWITHSCLEROPLASTY,18230.5
8014027,OPHTHALMOLOGY ,ANT. CHAMBER,LENS INTRAOCULAR LENS,726.75
8014028,OPHTHALMOLOGY ,ANT. CHAMBER,PHOTOTHERAPETUCI KERATECTOMY (P.T.K.) ONE EYE,8491.574999999999
8014029,OPHTHALMOLOGY ,ANT. CHAMBER,PTERYGIUM EXCISION,3790.0249999999996
8014030,OPHTHALMOLOGY ,ANT. CHAMBER,PTERYGIUM EXCISIONWITHCONJ. GRAFT,6236.75
8014031,OPHTHALMOLOGY ,ANT. CHAMBER,PTERYGIUM EXCISION WITH LAMELLAR KERATOPLASTY,8827.4
8014032,OPHTHALMOLOGY ,ANT. CHAMBER,REMOVAL OF DEEP CORNEAL F.B.,5996.875
8014033,OPHTHALMOLOGY ,ANT. CHAMBER,REMOVAL OF FOREIGN BODY (G.A.),2664.75
8014034,OPHTHALMOLOGY ,ANT. CHAMBER,REMOVAL OF P.K.P. SUTURES (OPERATION OTHER HOSPITAL),1114.35
8014035,OPHTHALMOLOGY ,ANT. CHAMBER,REPAIR OF CONJUNCTIVAL LACERATION,1889.55
8014036,OPHTHALMOLOGY ,ANT. CHAMBER,CORNEAL TATTOING,5709.025
8015001,OPHTHALMOLOGY ,REFRACTIVE SURGERY,ANT CHAMBER PHAKIC LENS ,7567.224999999999
8015002,OPHTHALMOLOGY ,REFRACTIVE SURGERY,ANTERIOR CHAMBER – PHAKO IOL,12329.574999999999
8015003,OPHTHALMOLOGY ,REFRACTIVE SURGERY,ARTISAN PHAKIC LENS,7102.2
8015004,OPHTHALMOLOGY ,REFRACTIVE SURGERY,CORNEAL RING REMOVAL (DONE OUTSIDE),2622.0
8015005,OPHTHALMOLOGY ,REFRACTIVE SURGERY,CROSSLINKING  (  ONE EYE ),4061.25
8015006,OPHTHALMOLOGY ,REFRACTIVE SURGERY,CROSSLINKING  (  TWO EYES ),6024.1875
8015007,OPHTHALMOLOGY ,REFRACTIVE SURGERY,CXL AVEDRO  (ONE EYE),5130.0
8015008,OPHTHALMOLOGY ,REFRACTIVE SURGERY,CXL AVEDRO  (TWO EYES),7609.5
8015009,OPHTHALMOLOGY ,REFRACTIVE SURGERY,EPILASIK ( ONE EYE ),2622.0
8015010,OPHTHALMOLOGY ,REFRACTIVE SURGERY,EPILASIK (TWO EYES),3847.5
8015011,OPHTHALMOLOGY ,REFRACTIVE SURGERY,EXTRACAPSULAR C. LENSWITHIOL HYPE,10074.75
8015012,OPHTHALMOLOGY ,REFRACTIVE SURGERY,EXTRACAPSULAR CL. LENSWITHIOL H.M.,10074.75
8015013,OPHTHALMOLOGY ,REFRACTIVE SURGERY,EXTRACAPSULAR CLEAR LENS H.M.,9115.25
8015014,OPHTHALMOLOGY ,REFRACTIVE SURGERY,FERRARA ICRS (ONE RING),5918.5
8015015,OPHTHALMOLOGY ,REFRACTIVE SURGERY,FERRARA ICRS (TWO RINGS),7186.75
8015016,OPHTHALMOLOGY ,REFRACTIVE SURGERY,FLAP RESPOSITION - CLEANING,4275.0
8015017,OPHTHALMOLOGY ,REFRACTIVE SURGERY,HOLMIUM THERMOKERATOPLASTY LTK ,5918.5
8015018,OPHTHALMOLOGY ,REFRACTIVE SURGERY,HYPEROPIC KERATOMIL. HKM - HALK,8778.0
8015019,OPHTHALMOLOGY ,REFRACTIVE SURGERY,ICL PHAKIC LENS ,5557.5
8015020,OPHTHALMOLOGY ,REFRACTIVE SURGERY,IDESIGN CUSTOMIZED LASIK (ONE EYE),4702.5
8015021,OPHTHALMOLOGY ,REFRACTIVE SURGERY,IDESIGN CUSTOMIZED LASIK (TWO EYES),6975.375
8015022,OPHTHALMOLOGY ,REFRACTIVE SURGERY,INTACS ICRS (ONE RING)   ,6764.0
8015023,OPHTHALMOLOGY ,REFRACTIVE SURGERY,INTACS ICRS (TWO RINGS)   ,8360.0
8015024,OPHTHALMOLOGY ,REFRACTIVE SURGERY,INTACS SK (TWO RING)   ,8360.0
8015025,OPHTHALMOLOGY ,REFRACTIVE SURGERY,INTACS SK CORNEAL RING   ,6764.0
8015026,OPHTHALMOLOGY ,REFRACTIVE SURGERY,IRS CLAW PHAKIC (IOL)   ,12953.25
8015027,OPHTHALMOLOGY ,REFRACTIVE SURGERY,LASIK - 2ND STAGE (OUTSIDE)   ,3003.8999999999996
8015028,OPHTHALMOLOGY ,REFRACTIVE SURGERY,LASIK ENHANCMENT (> 3 YEARS),2753.1
8015029,OPHTHALMOLOGY ,REFRACTIVE SURGERY,LASIK ENHANCEMENT (FROM 1-3 YEARS)   ,1875.3
8015030,OPHTHALMOLOGY ,REFRACTIVE SURGERY,LASIK ON PSEUDOPHAKIC (DONE INSIDE)  ,1875.3
8015031,OPHTHALMOLOGY ,REFRACTIVE SURGERY,LASIK ON PSEUDOPHAKIC (DONE OUTSIDE)  ,3847.5
8015032,OPHTHALMOLOGY ,REFRACTIVE SURGERY,LASIK OVER PKP  ,2622.0
8015033,OPHTHALMOLOGY ,REFRACTIVE SURGERY,LASIK OVER PKP (DONE OUTSIDE)  ,3847.5
8015034,OPHTHALMOLOGY ,REFRACTIVE SURGERY,MYOPIC REPAIR SECOND STAGE  ,1889.55
8015035,OPHTHALMOLOGY ,REFRACTIVE SURGERY,MYORING CORNEAL RING,7989.974999999999
8015036,OPHTHALMOLOGY ,REFRACTIVE SURGERY,PHOTO. KERA. ASTIGM.-PAK VISX,8360.0
8015037,OPHTHALMOLOGY ,REFRACTIVE SURGERY,PHOTOREFRACTIVE KERATECTOMY [P.R.K.] (ONE EYE),6341.25
8015038,OPHTHALMOLOGY ,REFRACTIVE SURGERY,POSTERIOR  CHAMBER – PHAKO IOL,11536.8
8015039,OPHTHALMOLOGY ,REFRACTIVE SURGERY,PRESBYOPIC LASIK ( ONE EYE )  ,4488.75
8015040,OPHTHALMOLOGY ,REFRACTIVE SURGERY,PRESBYOPIC LASIK ( TWO EYES )  ,6658.3125
8015041,OPHTHALMOLOGY ,REFRACTIVE SURGERY,PRK WITH MKM (DISK FLAP)  ,7532.075
8015042,OPHTHALMOLOGY ,REFRACTIVE SURGERY,"RADIAL KERATOTOMY (R.K., ARK, RKT) ONE EYE  ",6552.625
8015043,OPHTHALMOLOGY ,REFRACTIVE SURGERY,REFRACTIVE LENS EXCHANGE  ,8360.0
8015044,OPHTHALMOLOGY ,REFRACTIVE SURGERY,TORIC ICL PHAKIC LENS,7186.75
8016001,OPHTHALMOLOGY ,CATARACT,CATARACT EXTRACTION,11143.5
8016002,OPHTHALMOLOGY ,CATARACT,CATARACT EXTRACTION WITH IOL WITH KERATOPLASTY,20349.0
8016003,OPHTHALMOLOGY ,CATARACT,CATARACT EXTRACTION WITH IOL WITH TRABECULECTOMY,15019.5
8016004,OPHTHALMOLOGY ,CATARACT,CATARACT EXTRACTION WITH TRABECULECTOMY,12953.25
8016005,OPHTHALMOLOGY ,CATARACT,CATARACT EXTRACTION-I.O.L.,12112.5
8016006,OPHTHALMOLOGY ,CATARACT,REMOVAL OF I.O.L. (IMPLANTED INSIDE),5037.375
8016007,OPHTHALMOLOGY ,CATARACT,REMOVAL OF I.O.L. (IMPLANTED OUTSIDE),9451.074999999999
8016008,OPHTHALMOLOGY ,CATARACT,SECONDRY I.O.L. IMPLANTATION,11034.25
8016009,OPHTHALMOLOGY ,CATARACT,SECONDRY IOL WITH KERATOPLASTY ,19190.0
8016010,OPHTHALMOLOGY ,CATARACT,SURGICAL POST. CAPSULOTOMY (DONE INSIDE),3694.075
8016011,OPHTHALMOLOGY ,CATARACT,SURGICAL POST. CAPSULOTOMY (DONE OUTSIDE),6572.575
8017001,OPHTHALMOLOGY ,GLAUCOMA,CYCLOCRYOPEXY,7532.075
8017002,OPHTHALMOLOGY ,GLAUCOMA,GLAUCOMA EXT.WITH MOLTENO TUBE,10554.5
8017003,OPHTHALMOLOGY ,GLAUCOMA,GLAUCOMA EXT.WITH OPTOMIDE,14392.5
8017004,OPHTHALMOLOGY ,GLAUCOMA,GLAUCOMA EXTRACTION,9451.074999999999
8017005,OPHTHALMOLOGY ,GLAUCOMA,GLAUCOMA EXTRACTION WITH CATARACT EXTRACTION WITH IOL,14392.5
8017006,OPHTHALMOLOGY ,GLAUCOMA,GLAUCOMA EXTRACTION SURGERY WITH SECANRY (IOL),11514.0
8017007,OPHTHALMOLOGY ,GLAUCOMA,GLUOCOMA CYCLO PHOTO – COAGULATION ( CBC),4653.575
8017008,OPHTHALMOLOGY ,GLAUCOMA,GLUOCOMA EXTWITH DRANG IMPLANT ,11514.0
8017009,OPHTHALMOLOGY ,GLAUCOMA,HOLMIUM LASER FOR GLAUCOMA (ONE EYE),5277.25
8017010,OPHTHALMOLOGY ,GLAUCOMA,RETROBULBAR ALCOHOLIC INJ.,872.0999999999999
8017011,OPHTHALMOLOGY ,GLAUCOMA,SURGICAL P.I. OR S.I.,7196.25
8018001,OPHTHALMOLOGY ,RETINA,LOCALIZED RETINAL DETACHMENT ,15352.0
8018002,OPHTHALMOLOGY ,RETINA,OUTOLOGUS  BLOOD INJECTION ( INSIDE HOSPITAL ) ,775.1999999999999
8018003,OPHTHALMOLOGY ,RETINA,OUTOLOGUS GAS BLOOD INJECTION (OTHER HOSPITAL) ,2180.25
8018004,OPHTHALMOLOGY ,RETINA,PARSPLANA  VITRECTOMY WITH ERM,17271.0
8018005,OPHTHALMOLOGY ,RETINA,PARSPLANA LEN. WITH VITRECTOMY WITH IOL,18710.25
8018006,OPHTHALMOLOGY ,RETINA,PARSPLANA LEN. WITH VITRECTOMY WITH SCL. BUCK WITH IOL,19190.0
8018007,OPHTHALMOLOGY ,RETINA,PARSPLANA LENS WITH VITRECTOMYWITH IOL WITH ERM,19669.75
8018008,OPHTHALMOLOGY ,RETINA,PARSPLANA LENSECTOMY  VITRECTOMY WITH RETINAL DETACHMENT WITH SCLERAL BUCKLE,18710.25
8018009,OPHTHALMOLOGY ,RETINA,PARSPLANA LENSECTOMY WITH VITRECTOMY,17271.0
8018010,OPHTHALMOLOGY ,RETINA,PARSPLANA VITRECTOMY,16311.5
8018011,OPHTHALMOLOGY ,RETINA,PARSPLANA VITRECTOMY (PPLV) WITH IOL,18710.25
8018012,OPHTHALMOLOGY ,RETINA,PARSPLANA VITRECTOMYWITHRETINAL DETACHMENT,17271.0
8018013,OPHTHALMOLOGY ,RETINA,PARSPLANA VITRECTOMYWITHSCLERAL BUCKLE,17271.0
8018014,OPHTHALMOLOGY ,RETINA,PARSPLANAVITRECTOMYWITHIOFBWITHRETINAL DETACHMENT WITH SCLERAL BUCKLE,18710.25
8018015,OPHTHALMOLOGY ,RETINA,PNEUMATIC RETINOPEXY,11034.25
8018016,OPHTHALMOLOGY ,RETINA,REMOVAL OF EPIRETINAL MEMBRANCE (ERM REMOVAL),15352.0
8018017,OPHTHALMOLOGY ,RETINA,RETINAL CRYOPEXY ,5757.0
8018018,OPHTHALMOLOGY ,RETINA,RETINAL PHOTOCOAGULATION ONE SETTING,2398.75
8018019,OPHTHALMOLOGY ,RETINA,RETINAL PHOTOCOAGULATION THREE SETTING OR MORE ,4557.625
8018020,OPHTHALMOLOGY ,RETINA,RETINAL PHOTOCOAGULATION TWO SETTING,3694.075
8018021,OPHTHALMOLOGY ,RETINA,SILICON OIL,11034.25
8018022,OPHTHALMOLOGY ,RETINA,SIMPLE RETINAL DETACHMENT ,8875.375
8018023,OPHTHALMOLOGY ,RETINA,TOTAL RETINAL DETACHMENT ,17271.0
8018024,OPHTHALMOLOGY ,RETINA,UNILATERAL PUNCTURAL OCCLUSION,3694.075
8018025,OPHTHALMOLOGY ,RETINA,VITEROUS WASH OUT ,8875.375
8019001,OPHTHALMOLOGY ,LASER TREAT,INDIRECT LASER TREATMENT FOR RETINAL ABNORMALITIES - ONE EYE,7102.2
8019002,OPHTHALMOLOGY ,LASER TREAT,LASER PERIPHERAL IREDECTOMY,4077.875
8019003,OPHTHALMOLOGY ,LASER TREAT,LASER TRABECULOPLASTY,5613.075
8019004,OPHTHALMOLOGY ,LASER TREAT,PHOTO. KERA. ASTIGM - PAK VIZX,7196.25
8019005,OPHTHALMOLOGY ,LASER TREAT,PHOTOTHERAPEUTIC KERATECTOMY (P.T.K.) ONE EYE,7196.25
8019006,OPHTHALMOLOGY ,LASER TREAT,YAG LASER POST. CAPSULOTOMY (DONE INSIDE),1841.1
8019007,OPHTHALMOLOGY ,LASER TREAT,YAG LASER POST. CAPSULOTOMY (DONE OUTSIDE),3694.075
9011001,HEMATO-ONCOLOGY,ONCOLOGY,BONE MARROW ASPIRATION WITH BIOPSY WITHOUT HISTOPATHOLOGY UNDER GA,8527.199999999999
9011002,HEMATO-ONCOLOGY,ONCOLOGY,BONE MARROW ASPIRATION WITHOUT BIOPSY UNDER GA,5130.0
9011003,HEMATO-ONCOLOGY,ONCOLOGY,LUMBAR PUNCTURE WITH INTRATHECAL CHEMOTHERAPY WITHOUT MEDICATION UNDER GA ,5130.0
9021001,PULMONOLOGY,BRONCHIAL,BRONCHOSCOPY WITH BRONCHIAL BIOPSY – EXCLUDED THE HISTOPATHOLOGY TEST,5329.5
9021002,PULMONOLOGY,BRONCHIAL,BRONCHOSCOPY WITH BRONCHOALVEOLAR LAVAGE AND BRUSH,5814.0
9021003,PULMONOLOGY,BRONCHIAL,"BRONCHOSCOPY WITH CONVENTIONAL (BLIND) TRANSBRONCHIAL NEEDLE ASPIRATION (C-TBNA) OF MEDIASTINAL LYMPH NODES, HILAR LYMPH NODES, AND TUMORS AROUND THE AIRWAYS",12540.0
