CODE,NAME,CODE.1,current price ,price of 1/2/2021
FMERDA0065,LARGE DRESSING,FMERDA0065,101.0,111.1
FMERDA0066,MEDIUM DRESSING,FMERDA0066,64.0,70.4
FMERDA0067,ORDINARY DRESSING,FMERDA0067,43.0,47.3
FMERDA0068,OXYGEN INHALATION (PER 30 MNS),FMERDA0068,38.0,41.8
FMERDA0069,TEPID SPONGE BATH,FMERDA0069,64.0,70.4
FMERDA0070,SKIN TEST,FMERDA0070,7.000000000000001,7.7
FMERDA0071,CODE BLUE CALL,FMERDA0071,180.99999999999997,199.1
FMERDA0072,SUTURING 1-3 SUTURES,FMERDA0072,59.0,64.9
FMERDA0073,NEBULIZER A/C VENTOLIN,FMERDA0073,101.0,111.1
FMERDA0075,SMALL DRESSING,FMERDA0075,26.999999999999996,29.7
FMERDA0076,E.C.G,FMERDA0076,101.0,111.1
FMERDA0077,HOME VISIT SPECIALIST ON DUTY,FMERDA0077,388.00000000000006,426.8
FMERDA0078,HOME VISIT SPECIALIST OFF DUTY,FMERDA0078,461.99999999999994,508.2
FMERDA0079,CHEMOTHERAPY (1) DAY TREAT.ER,FMERDA0079,245.0,269.5
FMERDA0080,CHEMOTHERAPY (2) DAYS TREA.ER,FMERDA0080,361.0,397.1
FMERDA0081,PRE-EMPLOYMENT CHECK-UP-       SAMAREC,FMERDA0081,610.0,671.0
FMERDA0082,EVALUATION OF BREAST MILK      USING ELECTRONIC BREAST PUMP,FMERDA0082,32.0,35.2
FMERDA0083,FINE FAC.SUTRES.USING 8-12 SUT USING 5 OR 6  SUTURE,FMERDA0083,149.0,163.9
FMERDA0084,FINE FACIAL SUTUR.USG.5-6 1-3  SUTURES,FMERDA0084,96.0,105.6
FMERDA0085,FINE FAC.SUT.USNG. 5-6 SUT.4-7 SUTURES,FMERDA0085,122.0,134.2
FMERDA0086,AMBULANCE FOR ARAMCO PATIENT - W/ DOCTOR IN JEDDAH,FMERDA0086,329.0,361.9
FMERDA0087,AMBULANCE FOR ARAMCO PATIENT - W/ AND W/O NURSE IN JEDDAH,FMERDA0087,112.00000000000001,123.2
FMERDA0088,HOME VISIT FOR COMPANY PATIENT,FMERDA0088,234.0,257.4
FMERDA0089,USE OF PULSE OXIMETER 30 MNTS.,FMERDA0089,38.0,41.8
FMERDA0090,HOME VISIT OUTSIDE JEDDAH,FMERDA0090,3443.0,3787.3
FMERDA0091,VITAL SIGN MONITORING MULTI    PARAMETER HOURLY RATE,FMERDA0091,112.00000000000001,123.2
FMERDA0092,HOME VISIT PER HOUR,FMERDA0092,223.0,245.3
FMERDA0093,E.C.G. ANALYZER,FMERDA0093,133.0,146.3
FMERDA0094,CODE YELLOW CONSULTATION,FMERDA0094,371.99999999999994,409.2
FMERDA0107,OXYGEN INHALATION EMERGENCY,FMERDA0107,113.63636363636363,125.0
FMERDC0001,AMBULANCE W/ OR W/OUT NURSE    (RETURN JEDDAH),FMERDC0001,180.99999999999997,199.1
FMERDC0002,AMBULANCE W/ DOCTOR G.P.& NURS (RETURN JEDDAH),FMERDC0002,546.0,600.6
FMERDC0003,AMBULANCE W/ OR W/OUT NURSE    (RETURN MECCA),FMERDC0003,971.0,1068.1
FMERDC0004,AMBULANCE W/DOCTOR G.P.& NURSE,FMERDC0004,1449.0,1593.9
FMERDC0005,AMBULANCE WITHOUT NURSE        (RETURN TAIF),FMERDC0005,1449.0,1593.9
FMERDC0006,"AMBULANCE W/ DOCTOR G.P,NURSE  (RETURN TAIF)",FMERDC0006,1512.9999999999998,1664.3
FMERDC0007,AMBULANCE W/ OR W/O NURSE      (RETURN MEDINA),FMERDC0007,2414.0,2655.4
FMERDC0008,AMBULANCE W/ DOCTOR G.P. NURSE (RETURN MEDINA),FMERDC0008,3380.0,3718.0
FMERDC0009,CRUTCHES RENTAL PER WEEK       (PLUS DEPOSIT),FMERDC0009,64.0,70.4
FMERDC0010,WALKER RENTAL - PER DAY PLUS   DEPOSIT,FMERDC0010,26.999999999999996,29.7
FMERDC0011,WHEELCHAIR RENTAL-PER DAY      (DEPOSIT 500),FMERDC0011,43.0,47.3
FMERDC0012,AMBULANCE W/W/OUT NURSE(RETURN JEDDAH)-MERCEDES BENZ,FMERDC0012,180.99999999999997,199.1
FMERDC0013,AMBULANCE W/DOCTOR G.P & NURSE (RETURN JEDDAH)-MERCEDES BENZ,FMERDC0013,546.0,600.6
FMERDC0014,AMBULANCE W/W/OUT NURSE (RET.  MECCA) - MERCEDES BENZ,FMERDC0014,971.0,1068.1
FMERDC0015,AMBULACE W/DOCTOR G.P. & NURSE,FMERDC0015,1449.0,1593.9
FMERDC0016,AMBULANCE W/OUT NURSE(RETURN   TAIF) - MERCEDES  BENZ,FMERDC0016,1449.0,1593.9
FMERDC0017,"AMBULANCE W/DOCTOR G.P.,NURSE  (RETURN TAIF) - MERCEDES BENZ",FMERDC0017,1512.9999999999998,1664.3
FMERDC0018,AMBULACE W/W/OUT NURSE(RETURN  MEDINA) - MERCEDES BENZ,FMERDC0018,2414.0,2655.4
FMERDC0019,AMBULANCE W/DOCTOR  G.P. NURSE (RETURN MEDINA) -MERCEDES BENZ,FMERDC0019,3380.0,3718.0
FMERDC0020,AMBULANCE TO NORTH ABHOR W/NUR SE,FMERDC0020,329.0,361.9
FMERDC0021,AMBULANCE TO DURRAT AL AROUS   WITH NURSE,FMERDC0021,546.0,600.6
FMERDC0022,AMBULANCE TO NATIONAL GUARD    HOSPITAL WITH NURSE,FMERDC0022,440.0,484.0
FMERDC0023,AMBULANCE TO ABHA-KHAMIS WITH  NURSE,FMERDC0023,4594.0,5053.4
FMERDC0024,AMBULANCE TO ABHA-KHAMIS DOCTO R PLUS NURSE,FMERDC0024,6780.0,7458.0
FMERDC0025,AMBULANCE TO KONFUDA WITH      NURSE,FMERDC0025,1969.0,2165.9
FMERDC0026,AMBULANCE TO KUNFUDA DOCTOR    NURSE,FMERDC0026,3062.0,3368.2
FMERDD0001,P.O.P. TO SIMPLE FRACTURE,FMERDD0001,122.0,134.2
FMERDD0002,PLASTER STRAPPING (TOE FINGER),FMERDD0002,101.0,111.1
FMERDD0003,SKIN TRACTION W/ THOMAS SPLINT,FMERDD0003,489.0,537.9
FMERDD0004,SPLINT FOR FRACTURE,FMERDD0004,101.0,111.1
FMERDD0005,TENSOPLAST STRAPPING,FMERDD0005,101.0,111.1
FMERDD0006,THOMAS SPLINT RENTAL PER WEEK  PLUS DEPOSIT,FMERDD0006,154.0,169.4
FMERDE0001,RECOVERY/OBSERVATION PER (HR),FMERDE0001,64.0,70.4
FMERDV0001,MENINGITIS VACCINE,FMERDV0001,48.0,52.8
FMERDV0002,MEMINGITIS VACCINE (ARAMCO),FMERDV0002,32.0,35.2
FMERDV0003,HEPATITIS B VACCINE IN ER,FMERDV0003,91.0,100.1
FMERR-0006,CARDIAC MONITORING/30 MINS,FMERR-0006,143.28181873668325,157.61000061035156
FMERRZ9998,RecoveryRoom Charges,FMERRZ9998,500.3636585582387,550.4000244140625
FMERTZ0001,OperationTheatre Charges,FMERTZ0001,1000.7273171164774,1100.800048828125
FMEXS-0001,External Doctor Consultation,FMEXS-0001,515.0,566.5
FMEXS-0002,EXTERNAL DR. CONSULTATION (IP),FMEXS-0002,562.0,618.2
FMEXS-0003,EXTERNAL DOCTORS FEE,FMEXS-0003,217.0,238.7
FMFMD-0001,VASCORE,FMFMD-0001,464.0,510.4
FMFMD-0002,ECG,FMFMD-0002,52.0,57.2
FMICU-0001,WARMING BLANKET PER HOUR,FMICU-0001,38.0,41.8
FMICU-0003,PACEMAKER PER DAY,FMICU-0003,578.0,635.8
FMICU-0004,INTERCOSTAL TUBE INSERTION,FMICU-0004,346.0,380.6
FMICU-0005,PORTABLE VENTILATOR (OXYGEN)   PER HOUR,FMICU-0005,64.0,70.4
FMICU-0006,EPIDURAL INSERTION,FMICU-0006,234.0,257.4
FMICU-0007,ECG PORTABLE,FMICU-0007,117.0,128.7
FMICU-0008,AIR MATRESS PER DAY,FMICU-0008,64.0,70.4
FMICU-0009,LUMBAR PUNCTURE,FMICU-0009,234.0,257.4
FMICU-0010,ABDOMINAL TAPPING,FMICU-0010,234.0,257.4
FMICU-0011,CHANGE OF TRACHEOTOMY TUBE,FMICU-0011,234.0,257.4
FMICU-0012,MULTI PARAMETER,FMICU-0012,223.0,245.3
FMICU-0013,TWIN PUMP AMBU BAG /USE,FMICU-0013,32.0,35.2
FMICU-0014,USE OF BLOOD WARMER,FMICU-0014,59.0,64.9
FMICU-0016,PERCAUTENOUS DILATATIONAL TRACHEOSTOMY,FMICU-0016,3914.0,4305.4
FMICU-0017,CODEMAN ICP,FMICU-0017,515.0,566.5
FMICU-0018,SEQUENTIAL COMPRESSION DEVICE,FMICU-0018,309.0,339.9
FMINT-0005,PERCUTANEOUS LIVER BIOPSY,FMINT-0005,489.0,537.9
FMINT-0006,ABDOMINAL PARACENTESIS,FMINT-0006,308.0,338.8
FMINT-0007,THORACOCENTESIS,FMINT-0007,430.0,473.0
FMINT-0008,PERCUTANEOUS KIDNEY BIOPSY,FMINT-0008,489.0,537.9
FMINT-0018,HEMODIALYSIS TYPE C2 (72SE),FMINT-0018,32013.0,35214.3
FMINT-0026,PULMONARY FUNCTION TEST,FMINT-0026,271.0,298.1
FMINT-0027,BENCARD SENSITIVITY TEST,FMINT-0027,403.00000000000006,443.3
FMINT-0029,ASTHMA CHECKUP - 1ST VISIT,FMINT-0029,743.0,817.3
FMINT-0030,PERIODIC CHEST CHECKUP,FMINT-0030,472.0,519.2
FMINT-0031,PLEURAL BIOPSY,FMINT-0031,308.0,338.8
FMINT-0032,ADD`L FEE FOR COM.OR OVER 3HRS,FMINT-0032,610.0,671.0
FMINT-0033,CONT.SUBCUTA.INSULIN INFU.PUMP,FMINT-0033,610.0,671.0
FMINT-0034,GENERAL CHECK-UP I IN OPD,FMINT-0034,1141.0,1255.1
FMINT-0035,GEN.CHECK-UP I-WARD 2ND CLASS,FMINT-0035,1651.0,1816.1
FMINT-0036,GEN.CHECK-UP I-WARD 1ST CLASS WITH NO SUITE OR SEMI SUITE,FMINT-0036,2027.0,2229.7
FMINT-0037,GEN CHECK-UP II FOR MALE IP   1ST CLASS (1 DAY CASE),FMINT-0037,3162.0,3478.2
FMINT-0038,GEN CHECK-UP II MALE IP 2ND   CLASS (1 DAY CASE),FMINT-0038,2525.0,2777.5
FMINT-0039,GEN CHECK-UP II FEMALE IP 1ST CLASS (1 DAY CASE),FMINT-0039,3162.0,3478.2
FMINT-0040,GEN CHECK-UP II FEMALE IP 2ND CLASS (1 DAY CASE),FMINT-0040,2525.0,2777.5
FMINT-0041,PATIENT W/ SUSPECTED LIVER    DISEASE,FMINT-0041,1449.0,1593.9
FMINT-0042,PATIENTS W/ DYSPEPSIA UPPER   GUT & UPPER ABDOMEN,FMINT-0042,1730.0,1903.0
FMINT-0043,PATIENT W/ DYSPEPSIA LOWER GUTAND LOWER ABDOMEN,FMINT-0043,1597.0000000000002,1756.7
FMINT-0044,PATIENT W/ DYSPEPSIA WHOLE GUTAND WHOLE ABDOMEN OPD,FMINT-0044,2292.0,2521.2
FMINT-0045,GENERAL CHECK UP I,FMINT-0045,1263.0,1389.3
FMINT-0046,GEN. CHECK UP II(MALES&FEMALES,FMINT-0046,2027.0,2229.7
FMINT-0047,GEN. CHECK UP III(FEMALES ONLY,FMINT-0047,2812.0,3093.2
FMINT-0048,GEN.CHECK UP IV(W/SUSPECTED   LIVER DISEASE),FMINT-0048,1772.0000000000002,1949.2
FMINT-0049,GEN. CHECK UP IV(W/DYSPEPSIA  UPPER GUT AND UPPER ABDOMEN.,FMINT-0049,1772.0000000000002,1949.2
FMINT-0050,GEN. CHECK UP IV W/DYSPEPSIA  LOWER GUT AND LOWER ABDOMEN,FMINT-0050,1772.0000000000002,1949.2
FMINT-0051,GEN. CHECK UP IV W/DYSPEPSIA  WHOLE GUT AND WHOLE ABDOMEN,FMINT-0051,2525.0,2777.5
FMINT-0052,INHANCED RESPIROMETRY,FMINT-0052,234.0,257.4
FMINT-0053,M V V,FMINT-0053,64.0,70.4
FMINT-0054,T L C + R V,FMINT-0054,234.0,257.4
FMINT-0055,FLOW VOLUME LOOP,FMINT-0055,175.99999999999997,193.6
FMINT-0056,DIFFUSION,FMINT-0056,292.0,321.2
FMINT-0057,COMPLIANCE,FMINT-0057,346.0,380.6
FMINT-0058,AIRWAY RESISTENCE & CONDUCTANE,FMINT-0058,234.0,257.4
FMINT-0059,THORACIC GAS VOLUME,FMINT-0059,234.0,257.4
FMINT-0060,PROVOCATION CHALLENGE,FMINT-0060,578.0,635.8
FMINT-0061,SINGLE BREATH O2,FMINT-0061,175.99999999999997,193.6
FMINT-0062,MAX RESPIRATORY PRESSURE,FMINT-0062,117.0,128.7
FMINT-0063,MINOR DRESSING,FMINT-0063,26.999999999999996,29.7
FMINT-0064,MAJOR DRESSING,FMINT-0064,43.0,47.3
FMINT-0065,DIABETIC FOOT CARE,FMINT-0065,64.0,70.4
FMINT-0066,FUNDUS PICTURE,FMINT-0066,64.0,70.4
FMINT-0067,DOOPLER EXAMINATION,FMINT-0067,32.0,35.2
FMINT-0068,BLOOD SUGAR TEST,FMINT-0068,48.0,52.8
FMINT-0069,URINE TEST,FMINT-0069,32.0,35.2
FMINT-0070,DIABETIC EDU. PROG.(4 SESSION),FMINT-0070,234.0,257.4
FMINT-0071,DIABETIC EDU. PRG. (1 SESSION),FMINT-0071,64.0,70.4
FMINT-0072,OXYGEN INHALATION,FMINT-0072,43.0,47.3
FMINT-0073,SKIN TEST FOR DRUG,FMINT-0073,7.000000000000001,7.7
FMINT-0074,PEACK FLOW METER,FMINT-0074,12.0,13.2
FMINT-0076,PULSE OXYMETER,FMINT-0076,38.0,41.8
FMINT-0078,I.V. FLUID INSERTION,FMINT-0078,63.63636363636363,70.0
FMINT-0079,I.V. INJECTION,FMINT-0079,15.454545454545453,17.0
FMINT-0080,I.M. INJECTION,FMINT-0080,7.000000000000001,7.7
FMINT-0084,UNIT B (CHECK-UP),FMINT-0084,822.0,904.2
FMINT-0086,UNIT D (CHECK-UP),FMINT-0086,1316.0,1447.6
FMINT-0087,STRESS TRANOESPHAGEAL ECHO,FMINT-0087,1316.0,1447.6
FMINT-0088,ECHO FULL STUDY,FMINT-0088,876.0000000000001,963.6
FMINT-0089,ECHO REPEAT,FMINT-0089,494.0,543.4
FMINT-0090,ECHO FOLLOW UP,FMINT-0090,388.00000000000006,426.8
FMINT-0091,DIABETIC LABCHECK UP I,FMINT-0091,658.9999999999999,724.9
FMINT-0092,DIABETIC LAB CHECK UP II,FMINT-0092,770.0,847.0
FMINT-0093,DIABETIC LAB CHECK UP III,FMINT-0093,223.0,245.3
FMINT-0094,T. CHOLESTEROL + TRIGLYCERIDES,FMINT-0094,165.0,181.5
FMINT-0095,DIABETIC CENTER SERVICE(DIETIC IAN),FMINT-0095,26.999999999999996,29.7
FMINT-0096,DIABETIC CENTER SERVICE (EDUCA TION),FMINT-0096,26.999999999999996,29.7
FMINT-0097,DIABETIC CNTR SRVC DIATICIAN +  EDUCATION),FMINT-0097,38.0,41.8
FMINT-0098,DIETICIAN SERVICE,FMINT-0098,59.0,64.9
FMINT-0099,INSULIN INJECTION IN THE CLINI C,FMINT-0099,7.000000000000001,7.7
FMINT-0100,PRE-EMPLOYMENT,FMINT-0100,440.0,484.0
FMINT-0101,BRONCHIAL LAVAGE FOR BACTERIOLOGY,FMINT-0101,876.0000000000001,963.6
FMINT-0102,PRE-EMPLOYMENT & IQAMA CHEKC-UP (NON-DISCOUNTABLE FOR SAUDI CATERING,FMINT-0102,411.99999999999994,453.2
FMINT-0103,BI-ANNUAL FOOD HANDLER CHECK-UP(NON-DISCOUNTABLE SAUDI CATERING),FMINT-0103,309.0,339.9
FMINT-1005,Dietitian Services,FMINT-1005,207.50908591530538,228.25999450683594
FMINT-1006,Metabolic Therapeutic Care,FMINT-1006,190.9090909090909,210.0
FMINTR0011,PEDIATRIC ABG EXTRACTION,FMINTR0011,182.8090875799006,201.08999633789062
FMIVF-0001,ARTIFICIAL INSEMINATION OF    HUSBAND (AIH),FMIVF-0001,610.0,671.0
FMIVF-0002,PERITONEAL OOCYTE AND SPERM   TRANSFER (POST),FMIVF-0002,4822.0,5304.2
FMIVF-0003,PERITONEAL OOCYTE AND SPERM   POST-A PACKAGE DEAL,FMIVF-0003,1210.0,1331.0
FMIVF-0004,PERITONEAL OOCYTE AND SPERM   POST-B- PACKAGE DEAL,FMIVF-0004,3618.0,3979.8
FMIVF-0005,INVINTRO FERTILIZATION BY U/S DIRECTED OOCYTE RETRIEVAL,FMIVF-0005,7841.0,8625.1
FMIVF-0006,IVF-A-PACKAGE DEAL (UDOR),FMIVF-0006,1210.0,1331.0
FMIVF-0007,IVF-B-PACKAGE DEAL (UDOR),FMIVF-0007,6631.999999999999,7295.2
FMIVF-0008,INVINTRO FERTILIZATION BY LAP-ROSCOPIC OOCYTE RETRIEVAL,FMIVF-0008,9639.0,10602.9
FMIVF-0009,IVF-A-PACKAGE DEAL (LAPAROSCO-PIC ),FMIVF-0009,1210.0,1331.0
FMIVF-0010,IVF-B-PACKAGE DEAL (LAPAROSCO-PIC ),FMIVF-0010,8440.0,9284.0
FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC  OOCYTE RETRIEVAL,FMIVF-0011,8440.0,9284.0
FMIVF-0012,REPEATED IVF-A-PACKAGE DEAL   (LAP.),FMIVF-0012,1210.0,1331.0
FMIVF-0013,REPEATED IVF-B-PACKAGE DEAL   (LAP.),FMIVF-0013,7230.0,7953.0
FMIVF-0014,GAMETE INTRA FALLOPIAN TRANS- FER ( (GIFT),FMIVF-0014,9040.0,9944.0
FMIVF-0015,GIFT-A-PACKAGE DEAL,FMIVF-0015,1210.0,1331.0
FMIVF-0016,GIFT-B-PACKAGE DEAL,FMIVF-0016,7841.0,8625.1
FMIVF-0017,ZYGOTE INTRA FALLOPIAN TRANS- FER (ZIFT)\,FMIVF-0017,9639.0,10602.9
FMIVF-0018,ZIFT-A-PACKAGE DEAL,FMIVF-0018,1210.0,1331.0
FMIVF-0019,ZIFT-B-PACKAGE DEAL,FMIVF-0019,8440.0,9284.0
FMIVF-0020,IVF-GIFT COMBINED,FMIVF-0020,10248.999999999998,11273.9
FMIVF-0021,IVF-GIFT-A-PACKAGE DEAL,FMIVF-0021,1210.0,1331.0
FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,FMIVF-0022,9040.0,9944.0
FMIVF-0023,SEMEN ANALYSIS,FMIVF-0023,149.0,163.9
FMIVF-0024,SEMEN ASSESMENT,FMIVF-0024,361.0,397.1
FMIVF-0025,SPERM ANTIBODIES,FMIVF-0025,546.0,600.6
FMIVF-0026,POST COITAL TEST (PCT),FMIVF-0026,149.0,163.9
FMIVF-0027,X-Y SEPARATION,FMIVF-0027,971.0,1068.1
FMIVF-0028,SPERM-MUCOUS PENETRATION TEST,FMIVF-0028,180.99999999999997,199.1
FMIVF-0030,VAGINAL ULTRA SOUND PACK. DEAL(4-5 U/S VAGINAL SCANS),FMIVF-0030,610.0,671.0
FMIVF-0031,ABDOMINAL ULTRASOUND,FMIVF-0031,180.99999999999997,199.1
FMIVF-0032,LAPAROSCOPIC EXAM FOR INFERTI-LITY,FMIVF-0032,1809.0,1989.9
FMIVF-0033,LAPAROSCOPIC OPERATION FOR    INFERTILITY,FMIVF-0033,3018.0,3319.8
FMIVF-0034,HYSTEROSCOPIC EXAM FOR        INFERTILITY,FMIVF-0034,1210.0,1331.0
FMIVF-0035,HYSTEROSCOPIC OPERATION FOR   INFERTILITY,FMIVF-0035,3018.0,3319.8
FMIVF-0036,I.V.F. CHECK-UP,FMIVF-0036,271.0,298.1
FMIVF-0037,LASER ASSISTED HATCHING,FMIVF-0037,1093.0,1202.3
FMIVF-0038,SEMEN SAMPLE FREEZING,FMIVF-0038,1061.0,1167.1
FMIVF-0039,TESTICULAL BIOPSY,FMIVF-0039,1061.0,1167.1
FMIVF-0040,EMBRAYO FREEZING,FMIVF-0040,2122.0,2334.2
FMIVF-0041,ANNUAL FEE,FMIVF-0041,266.0,292.6
FMIVF-0042,ICS PROCEDURE,FMIVF-0042,9270.0,10197.0
FMIVF-0043,OVUM PICKUP UNDER G.A.,FMIVF-0043,4120.0,4532.0
FMIVF-0044,ICSI WITOUT ET,FMIVF-0044,6180.0,6798.0
FMIVF-0045,FROZEN THAWED ET,FMIVF-0045,1030.0,1133.0
FMIVF-0046,MOCK TRANSFER,FMIVF-0046,258.0,283.8
FMIVF-0048,ICSI PROCERDURE,FMIVF-0048,10000.0,11000.0
FMIVF-0049,ARTIFICIAL INSEMINATION,FMIVF-0049,1200.0,1320.0
FMIVF-0051,EMBRYO TRANSFER1,FMIVF-0051,2000.0,2200.0
FMIVF-0052,EMBRYO TRANSFER (REPEAT),FMIVF-0052,1000.0,1100.0
FMIVF-0053,TESTICULAR BIOPSY EXAMINATION,FMIVF-0053,1500.0,1650.0
FMIVF-0054,TESTIICULAR BIOPSY EXAMINATION,FMIVF-0054,1000.0,1100.0
FMLAB-1000,STOOL C/S,FMLAB-1000,255.0,280.5
FMLAB-1006,PLATELETS (SINGLE DONOR PLATELET-PHERESIS),FMLAB-1006,2106.0,2316.6
FMLAB-1009,X-WB,FMLAB-1009,1521.0,1673.1
FMLAB-1011,HISTO-ACID PHOSPHATASE-STAIN,FMLAB-1011,271.0,298.1
FMLAB-1013,ANTIBODY SCREENING,FMLAB-1013,180.99999999999997,199.1
FMLAB-1014,ANTI-THROMBIN III,FMLAB-1014,180.99999999999997,199.1
FMLAB-1015,BLOOD GROUP & RH Typing  ,FMLAB-1015,75.0,82.5
FMLAB-1016,BLEEDING TIME (B.T) TEMPLATE,FMLAB-1016,40.0,44.0
FMLAB-1017,BLOOD FILM FOR FILARIA,FMLAB-1017,80.0,88.0
FMLAB-1018,BLOOD FILM FOR MALARIA,FMLAB-1018,80.0,88.0
FMLAB-1019,BONE MARROW EXAMINATION,FMLAB-1019,484.0,532.4
FMLAB-1020,BONE MARROW SAMPLING PROCEDURE,FMLAB-1020,303.0,333.3
FMLAB-1021,BONE MARROW TREPHINE SAMPLING,FMLAB-1021,351.0,386.1
FMLAB-1023,COMPLETE BLOOD COUNT (CBC),FMLAB-1023,122.0,134.2
FMLAB-1024,CLOTTING TIME (C.T),FMLAB-1024,40.0,44.0
FMLAB-1026,IRON STAIN (BONE MARROW SLIDES),FMLAB-1026,245.0,269.5
FMLAB-1032,COLD AGGLUTININS TITRE,FMLAB-1032,180.99999999999997,199.1
FMLAB-1033,COOMBS TEST-DIRECT,FMLAB-1033,112.00000000000001,123.2
FMLAB-1034,INDIRECT COOMBS (ANTI-BODY SCREENING),FMLAB-1034,117.0,128.7
FMLAB-1035,CROSS MATCH,FMLAB-1035,225.45454545454547,248.0
FMLAB-1036,DONOR BLEEDING,FMLAB-1036,101.0,111.1
FMLAB-1038,ESR,FMLAB-1038,60.0,66.0
FMLAB-1039,ESTERASE  STAIN,FMLAB-1039,271.0,298.1
FMLAB-1040,SMEAR FOR LEISHMANIA,FMLAB-1040,70.0,77.0
FMLAB-1042,FIBRINOGEN,FMLAB-1042,180.99999999999997,199.1
FMLAB-1043,FROZEN PLAZMA,FMLAB-1043,470.0,517.0
FMLAB-1045,HCT.,FMLAB-1045,53.99999999999999,59.4
FMLAB-1046,HISTOPATH-IRON STAIN,FMLAB-1046,271.0,298.1
FMLAB-1047,NAPHTHOL ACETATE ESTERASE,FMLAB-1047,271.0,298.1
FMLAB-1048,Anti Factor Xa activity,FMLAB-1048,271.0,298.1
FMLAB-1049,NON-SPECIFIC ESTERASE,FMLAB-1049,271.0,298.1
FMLAB-1051,OSMOTIC FRAGILITY TEST (QUANTITATIVE),FMLAB-1051,403.00000000000006,443.3
FMLAB-1052,X-RC+,FMLAB-1052,980.0,1078.0
FMLAB-1053,X-RC-,FMLAB-1053,1160.0,1276.0
FMLAB-1054,PARTIAL THROMBOPLASTIN TIME (PTT),FMLAB-1054,110.0,121.0
FMLAB-1055,PERIODIC ACID-SCHIFF (PAS),FMLAB-1055,271.0,298.1
FMLAB-1056,PEROXIDASE STAIN,FMLAB-1056,271.0,298.1
FMLAB-1058,PLATELET COUNT,FMLAB-1058,96.0,105.6
FMLAB-1060,POST OP HEMOSTATIC PROFILE,FMLAB-1060,356.0,391.6
FMLAB-1061,PREPARATION OF F. PLASMA,FMLAB-1061,75.0,82.5
FMLAB-1063,PROTEIN C,FMLAB-1063,425.0,467.5
FMLAB-1065,PROTHROMBIN TIME (P.T) W/ INR,FMLAB-1065,112.00000000000001,123.2
FMLAB-1067,RH-ANTIBODY TITRE,FMLAB-1067,223.0,245.3
FMLAB-1068,RH- KELL PHENOTYPE,FMLAB-1068,180.99999999999997,199.1
FMLAB-1069,SICKLING TEST,FMLAB-1069,107.00000000000001,117.7
FMLAB-1072,THROMBIN TIME,FMLAB-1072,107.00000000000001,117.7
FMLAB-1074,DIHYDROPYRAMIDINE DEHYDROGENASE (DPD),FMLAB-1074,3247.0,3571.7
FMLAB-1075,LEUKOCYTE FILTER,FMLAB-1075,180.99999999999997,199.1
FMLAB-1079,NEONATAL FRESH FROZEN PLASMA,FMLAB-1079,185.0,203.5
FMLAB-1080,NEONATAL PACKED RED BLOOD CELLS,FMLAB-1080,373.00000000000006,410.3
FMLAB-1083,FOLLOW UP - CBC,FMLAB-1083,48.0,52.8
FMLAB-1085,ANTI BODY IDENTIFICATION,FMLAB-1085,700.0,770.0
FMLAB-1088,LEUCOCYTE  COUNT & DIFFERENTIAL,FMLAB-1088,139.0,152.9
FMLAB-1095,DONOR  HEMOGLOBIN & BLOOD GROUP,FMLAB-1095,30.0,33.0
FMLAB-1100,PLATLETS RICH PLASMA P.R.P,FMLAB-1100,527.2727272727273,580.0
FMLAB-1109,FRESH FROZEN PLASMA,FMLAB-1109,980.0,1078.0
FMLAB-1110,PACKED RBCs RH NEGATIVE - N,FMLAB-1110,2230.0,2453.0
FMLAB-1112,FILTERED PACKED RBCs - N,FMLAB-1112,2230.0,2453.0
FMLAB-1113,Packed Red Blood Cells,FMLAB-1113,2230.0,2453.0
FMLAB-1114,X-MATCHING,FMLAB-1114,120.0,132.0
FMLAB-1117,RANDOM DONOR PLATELETS,FMLAB-1117,454.5454545454545,500.0
FMLAB-1502,CYTOGENETICS PRODUCTS OF CONCEPTION,FMLAB-1502,1481.0,1629.1
FMLAB-1504,CYTOGENECTICS CVS (GEN),FMLAB-1504,1481.0,1629.1
FMLAB-1507,CALPROTECTIN FECAL,FMLAB-1507,3130.9090909090905,3444.0
FMLAB-2002,Chloride in Stool,FMLAB-2002,96.0,105.6
FMLAB-2003,ALBUMIN,FMLAB-2003,90.0,99.0
FMLAB-2005,ALKALINE PHOSPHATASE,FMLAB-2005,80.0,88.0
FMLAB-2006,AMMONIA,FMLAB-2006,255.0,280.5
FMLAB-2007,AMYLASE,FMLAB-2007,122.0,134.2
FMLAB-2008,BICARBONATE,FMLAB-2008,213.0,234.3
FMLAB-2009,BILIRUBIN DIRECT & TOTAL,FMLAB-2009,95.0,104.5
FMLAB-2010,BILIRUBIN DIRECT,FMLAB-2010,90.0,99.0
FMLAB-2011,BILIRUBIN TOTAL,FMLAB-2011,75.0,82.5
FMLAB-2012,BLOOD GASES & PH (ABG),FMLAB-2012,271.0,298.1
FMLAB-2013,C.K. (CPK),FMLAB-2013,122.0,134.2
FMLAB-2014,C.K.MB,FMLAB-2014,120.0,132.0
FMLAB-2016,CARBON DIOXIDE,FMLAB-2016,133.0,146.3
FMLAB-2017,CHOLESTEROL,FMLAB-2017,100.0,110.0
FMLAB-2018,CHOLESTEROL (HDL),FMLAB-2018,120.0,132.0
