SERVICE CODE,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
,NEPHROLOGY,خدمات أمراض الكلى,
2182001,HAEMODIALYSIS FIRST SESSIONS , غسيل كلى الجلسة الأولى / التحال الدموي,1200.0
2182002,HAEMODIALYSIS REGULER SESSION, غسيل الكلى / لكل جلسة ,900.0
2182003,PERITONEAL DIALYSIS , غسيل كلى بريتوني ( في غرفة العمليات ) ,3500.0
2182004,HAEMODIAFILTERATION  4 TO 12 HOURS - PER SESSION / CRRT, ترشيح دمــوي 4-12 ساعات,4500.0
2182005,CONTINOUS HAEMOFILTRATION 12 TO 24 HOURS PER SESSION / CRRT, ترشيح دمـوي مستمر 12-24 ساعات,7500.0
2182006,PLASMA PHERESIS / EXCHANGE PER SESSION, تنقية البلازمـا / جلسة واحـدة,3500.0
2182007,INSERTION OF CENTRAL VASCULAR CATHETER(FEMORAL/SUBCLAVIAN/JUGULAR), تثبيت قسطرة وريد مركزية ,5500.0
2182008,SODIUM PROFILING,  صوديوم بـروفـيـل,455.0
2182009,ACTIVATED CLOTTING TIME,  تنشيط زمـن التجـلـط,40.0
2182010,ULTRA FILTRATION PROFILING,  تحليل كامل عالي الترشيح,475.0
2182011,DEFORAXAMINE TESTING, ديفـوراكسميـن,475.0
2182012,"COAGULATION PROFILE COMPLETE (PT, PTT, CT)", تحليل كامل لعوامل التجلط,850.0
2182013,"HEPATITIS PROFILE (HP, B, HP-C & HIV)", تحليل كامل للإلتهاب الكبدي,850.0
2182014,CENTRAL VENOUS PRESSURE MONITORING, مراقبة الضغط الوريدي المركزي,175.0
2182015,PERMANENT PERITONEAL CATHETER, ثابتة من الغشاء البروتيني / قسطرة بروتينية مؤقته,2450.0
2182016,ACUTE PERITONEAL CATHETER, مؤقته من الغشاء البروتيني / قسطرة بروتينية مؤقته ,1300.0
2182017,DIALYSER , ديـلـيـــزر,400.0
2182018,SODIUM BICARBONATE ( LITRE), بيكاربونات الصوديوم / لـيـتـر,200.0
2182019,ACID CONCENTRATE ( LITRE), قياس الحمض المـركـز ( لـيـتـر),25.0
2182020,INSERTION OF PERMA CATH TUNNEL LINE, تثبيت قسطرة بيرمي كاث,6000.0
2182021,REVISION SUBCLAVIAN / JUGULAR CATH, إعادة تثبيت قسطرة وريد مركزية,1300.0
2182022,REMOVAL OF PERMA CATH, إزالة قسطرة بيرمي كاث,750.0
2182023,REMOVAL OF SUBCLAVIAN / JUGULAR / FEMORAL CATH, إزالة قسطرة وريد مركزية,275.0
2182024,PERMICATH MANIPULATION, تعديل وضع القسطرة,5500.0
2182025,"VASCATH ,  JUGULAR - FEMORAL  OR  SUBCLAVIAN",برميكاث مؤقتة عبر الوريد الوداجي / تحت التلرقوي/الفخذي,6000.0
,OBSTETRIC & GYNAECOLOGY,خدمات النساء والولآدة,
2192001,DELIVERY ROOM CHARGES, أجرة غرفة الولادة,250.0
2192002,ASSISTED DELIVERY (FORCEPS / VACUUM) ADDED TO THE MAIN CODE,مساعدة الولادة ( الملقاط / الشفط) تضاف للإجراء الأساسي,1563.0
2192003,INDUCTION OF LABOR (IOL),تحريض المخاض للمساعدة على الولادة,1313.0
2192004,SUTURING OF VAGINAL TEAR, خياطـة تمـزق المهبل,175.0
2192005,EPISIOTOMY, خـزع الفـرج الـواقـي,175.0
2192006,ARTIFICIAL RUPTURE MEMBRANE (ARM), فتح جيب المياه حول الجنين,175.0
2192007,CARDIOTOCOGRAPHY PER HOUR (CTG / FETAL HEART), مراقبة دقات قلب الجنين / بالساعة,325.0
2192008,CARDIOTOCOGRAPHY MAXIMUM CHARGE (FETAL HEART), مراقبة دقات قلب الجنين / الحد الأقصى ,520.0
2192009,CAUTERIZATION OF CERVIX, كـي عنق الرحم - عيادة خارجية,250.0
2192010,INSERTION OF IUCD, وضع مانع حمل داخل الرحم ( لولب ),675.0
2192011,REMOVAL OF IUCD, إزالة مانع الحمل,150.0
2192012,INSERTION OF RING PESSARY - HODGE PESSARY,وضع ساند حلقى للرحم,60.0
2192013,AMNIOSCOPY, تنظير السائل الأمينوسي ( الرحمي ) ,275.0
2192014,COLPOSCOPY WITHOUT BIOPSY ,منظار عنق الرحم بدون عينه,500.0
2192015,ANTI-D INJECTION , حقنه مضادة  لتنافر زمر الـدم,350.0
2192016,COLPOSCOPY WITH BIOPSY ,منظار عنق الرحم مع اخذ عينه,850.0
2192017,DIAGNOSTIC HYSTROSCOPY, منظار تشخيصي للرحم,2750.0
2192018,DIAGNOSTIC HYSTROSCOPY WITH D & C, منظار تشخيصي للرحم مع عميلة كحت,5200.0
2192019,REMOVAL OF HEMOVAC, إزالة الهيموفاك,325.0
2192020,BREAST SUCTIONING, تفريغ الثدى ,350.0
2192022,CRYO CAUTERIZATION OF CERVIX, كي عنق الرحم : كي قري أولي/إعادة ,550.0
2192023,NEONATAL SCREENING ,الفحص المبكر لحديثي الولادة,825.0
2192024,LARGE LOOP EXCISION OF TRANSFORMATION ZOON (LLETZ) ADDED TO THE MAIN CODE,علاج امراض عنق الرحم - يضاف على الخدمة المنظار,2100.0
2192025,INSERTION OF CONTRACEPTIVE IMPLANT (IMPLANON),تركيب هرمون منع الحمل تحت الجلد ,1200.0
2192026,REMOVAL OF CONTRACEPTIVE IMPLANT (IMPLANON),ازالة هرمون منع الحمل من تحت الجلد ,600.0
2192027,PREMATURE RUPTURE OF MEMBRANES TEST (ROM PLUS),اختبار تمزق غشاء الحمل المبكر,400.0
2192028,PRETERM LABOR TEST (PARTO SURE),اختبار الولادة المبكرة,400.0
2192029,OUTPATIENT HYSTEROSCOPY AND POLYPECTOMY,استئصال ورم خارج الرحم عن طريق المنظار - ,8000.0
2192030,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY AND ENDOMETRIAL BIOPSY,عمل منظار رحمي تشخيصي و أخذ خزعة من بطانة الرحم -,7200.0
2192031,OUTPATIENT DIAGNOSTIC HYSTEROSCOPY,عمل منظار رحمي تشخيصي - ,6000.0
2192032,LASER VAGINAL TIGHTNING,تضييق المهبل باستخدام الليزر,5000.0
2192033,LASER TREATMENT FOR URINARY INCONTINENCE,علاج السلس البولي باستخدام الليزر,5000.0
1112054,ANC PACKAGE DEAL - FULL PAYMENT - NET, مـتـابـعـة الحمـل بالسعـر الشامـل - الـقيمـة بـاكـامـل,5000.0
1112055,ANC PACKAGE DEAL - FIRST INSTALLMENT - NET, مـتـابـعـة الحمـل بالسعـر الشامـل - القـسـط الأول,3125.0
1112056,ANC PAKAGE  DEAL - SECOND INSTALLMENT- NET, مـتـابـعـة الحمـل بالسعـر الشامـل - القـسـط الـثـانـي,1875.0
3192001,RETROGRADE EJACULATION, ارتجاع فى القذف,900.0
3192002,INTRA UTERINE INSEMINATION (IUI), التلقيح داخل الرحم,2000.0
3192003,"SALINE INSTILLATION ""HYCOSY"" PROCEDURE", فحص قنوات فالوب بالاشعة الصوتية,650.0
3192004,CYST ASPIRATION, سحب سائل الكيس,1250.0
3192005,FREEZING TESTICULAR TISSUE, تجميد انسجه من الخصيه,2000.0
3192006,PRE IMPLANTATION GENETIC SCREENING (PGS) PER EMBRYO, فحص الامراض الوراثيه لعدد( جنين واحد ),1300.0
3192007,SAMPLE PREPARATION FOR IUI, عينة تحضيرية للتلقيح  داخل الرحم,800.0
3192008,SPERM PREPARATION,تحضيرالمصل,500.0
,ONCOLOGY SERVICES,خدمات علم الأورام,
9112001,"ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, NON HORMONAL ANTI NEOPLASTIC", اجراء تحت الجلد او بالعضل غير هرموني مضاد للاورام,600.0
9112002,"HORMONAL THERAPY ADMINISTRATION SUBCUTANEOUS OR INTRAMUSCULAR, HORMONAL ANTI NEOPLASTIC", اجراء علاج كيماوي تحت الجلد او داخل العضل هرموني ومضاد للاورام,400.0
9112003,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 1 HOUR", اجراء تقنية علاج كيماوي في الوريد فردي لمستحضر العلاج الكيمائي خلال ساعه,250.0
9112004,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS, ADDL EACH HOUR ", علاج كيماوي عبر الوريد لكل ساعه او اول مادة,750.0
9112005,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 2 HOURS", اجراء تقنية علاج كيماوي  في الوريد فردي لمستحضر العلاج الكيمائي خلال ساعتين,500.0
9112006,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 3 HOURS",اجراء علاج كيماوي في الوريد فردي لمستحضر العلاج الكيمائي خلال3 ساعات,750.0
9112007,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 4 HOURS", اجراء علاج كيماوي في الوريد فردي لمستحضر العلاج الكيمائي خلال 4 ساعات,3750.0
9112008,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 5 HOURS", اجراء علاج كيماوي في الوريد فردي لمستحضر العلاج الكيمائي خلال 5ساعات,4500.0
9112009,"CHEMOTHERAPY ADMINISTRATION, INTRAVENOUS OVER 6 HOURS",اجراء علاج كيماوي في الوريد فردي لمستحضر العلاج الكيمائي خلال 6 ساعات,5250.0
9112010,CHEMOTHEAPY ADMINISTRATION 8 - 24 HOURS,اجراء علاج كيماوي في الوريد فردي لمستحضر العلاج الكيمائي خلال 8 - 24 ساعه,2000.0
9112011,INTRATHECAL CHEMOTHERAPY ADMINISTRATION,اعطاء علاج كيمائي داخل الجهاز العصبي مع بزل نخاع,5000.0
9112012,CHEMOTHERAPY PREPARATION,تحضير علاج كيمائي,500.0
9112013,FLUSHING OF PORT. CATH,تسليك البرتاكاث,300.0
9112014,INTRA-ARTERIAL CHEMOTHERAPY,علاج كيماوي عن طريق الشريان,2000.0
9112015,INTRA-PERITONEAL CHEMOTHERAPY,علاج كيماوي  داخل الغشاء البيريطواني ,2000.0
,DERMATOLOGY SERVICES,خدمات الجلدية,
3182001,ELECTRIC CAUTERY UP TO 3 WARTS, كـي كهربائي للثألوله حتى 3,250.0
3182002,ELECTRIC CAUTERY UP TO 5 WARTS, كـي كهربائي للثألوله حتى 5,500.0
3182003,EXCISION OF SKIN FOR BIOPSY, استئصال عينه  جلد للفحص النسيجي,175.0
3182004,EXCISION OF MOLE FOR BIOPSY, استئصال شامه لعمل عينه للفحص النسيجي,850.0
3182005,PUVA THERAPY FOR 1 SESSION, جلسات الأشعة فوق البنفسجية لعلاج البهاق لكل جلسة,85.0
3182006,INTRA LESIONAL INJECTION, إبرة لثمانية خاصة / حقنه علاجية موضوعية ( ضمن الأفه الجلدية),85.0
3182007,CHEMOSURGERY, جراحة كيميائية,85.0
3182008,ALLERGY SIGN TEST, أختبار الجلد للحساسية ,260.0
3182009,LOCAL INJECTION , حقنـه موضعيـه,85.0
3182010,NITROGEN LIQUID , سـائـل الأزوت,175.0
3182011,SKIN PRICK TEST, إختبار حساسية الجلد ( بالوخـز ),325.0
3182012,PEELING (PER SESSION), تقشير الجلد / للجلسة,900.0
3182013,ELECTROLYSIS (PER SESSION), استئصال الشعر الزائد / الجلسة,900.0
3182014,SKIN PATCH, أختبار حساسية الجلد رقـعـي,650.0
3182015,BLEECHING (PER SESSION),  تقشيـر الجلـد,900.0
3182016,INTRA CORPORAL INJECTION, حقـن القضيـب,200.0
3182017,DERMOGET, حقـن طبقـات الجلـد,200.0
3182018,MICROPIGMENTATION (PER SESSION), جلسة لصبغـة الجلد بالجلسة,900.0
3182019,ACNE SURGERY (PER SESSION), جلسة جراحية لحب الشباب بالجلسة ,650.0
3182020,DERM ABRESSION, سنفرة الجلد بالجلسة ,1300.0
3182021,URETHRAL IRRIGATION, غسيل قناة مجرى البول,200.0
3182022,TESTICULAR BIOPSY , عينه من الخصيـة,1300.0
3182023,TESTICULAR PUNCTURE, عينه من سائل الخصية بالإبـرة,1300.0
3182024,NARROW BAND NB-UVB, أشعة فوق بنفسجية,100.0
3182025,REMOVAL OF SKIN TAG 1 TO 3, إزالة زوائد جلدية 3:1,200.0
3182026,REMOVAL OF SKIN TAG 4 TO 10, إزالة زوائد جلدية 10:4,400.0
3182027,REMOVAL OF SKIN TAG MORE THAN 10, إزالة زوائد اكثر من 10,650.0
3182028,REMOVAL OF EPIDERMAL CYST,ازالة كيسة جلدية سطحية ,600.0
3182029,REMOVAL OF PIOGENIC GRANULOMA,ازالة كيس صديدي من الجلد ,1300.0
3182030,EXCISION OF MUCOCELE,ازالة كيس زلالي من الجلد,1000.0
3182031,REMOVAL OF MYXOID CYST,ازالة كيس دهني من الجلد ,1000.0
3182032,SUTURING WITH SKIN BIOPSY,خزعة جلد مع خياطة الجلد,650.0
3182033,THREAD NON-SURGICAL LIFT,خزعة جلد مع خياطة الجلد,1500.0
,RADIOLOGY,الأشعة,
8121001,ABDOMEN X-RAY 1 VIEW, اشعة للبطن وضعية واحدة,135.0
8121002,ABDOMEN X-RAY 2 VIEW, اشعة للبطن وضعيتان,170.0
8121003,X-RAY ANKLE - 2 VIEWS, أشعة عنق القـدم / وضعين,170.0
8121004,X-RAY ANKLE -3 TO 4 VIEWS, اشعة عنق القدم / 3 أوضـاع,200.0
8121005,X-RAY BARIUM ENEMA - 7 VIEWS, تصوير الكولونات بحقنة الباريوم,700.0
8121006,X-RAY BARIUM ENEMA DOUBLE CONTRAST, تصوير الكولونات بحقنة الباريوم قبل و بعد التفريغ ,750.0
8121007,X-RAY BARIUM MEAL /FOLLOW THROUGH  - 6 VIEWS, أشعة المعدة و الإثنى عشر بالباريوم ارتداد 6 أوضاع,750.0
8121008,X-RAY BARIUM MEAL/UPPER G.I.SERIES - 6 VIEWS, اشعة المعدة و الأثنى عشر بالباريوم 6 أوضاع,500.0
8121009,X-RAY BILATERAL LOWER EXTERIMETIES , اشعة للاطراف السفلية (طرفين) ,690.0
8121010,X-RAY BILATERAL UPPER EXTERIMETIES , اشعة للاطراف العلوية (طرفين) ,690.0
8121011,X-RAY BONE AGE (CHILDREN), تحديد العمر العظمي شعاعياً / الأطفال,135.0
8121012,X-RAY BOTH KNEES, اشعة للركبتين اربع وضعيات,260.0
8121013,X-RAY BOTH KNEES STANDING, اشعة للركبتين وضعيتان (وقوف),170.0
8121014,X-RAY CERVICAL SPINE - 2 VIEWS, اشعة الفقـرات العنقية وضعين,170.0
8121015,X-RAY CERVICAL SPINE - 4 VIEWS, اشعة الفقرات العنقية 4 أوضـاع,250.0
8121016,X-RAY CHEST - 1 VIEW, اشعة الصـدر وضـع واحـد,135.0
8121017,X-RAY CHEST - 2 VIEWS, أشعة الصـدر وضعيـن,170.0
8121018,X-RAY CHEST - 3 VIEWS, اشعة الصـدر 3 أوضــاع,200.0
8121019,X-RAY CLAVICLE - 2 VIEWS, أشعة الترقـوة وضعيـن,170.0
8121020,CYSTOGRAM, اشعة المثـانــة الملـونــــه,350.0
8121021,DACRYOCYSTOGRAPHY,أشعة بالصبغة علي مجري الدمع (جهة واحدة),715.0
8121022,X-RAY DORSAL SPINE/THORACIC SPINE - 2 VIEWS, اشعة الفقرات الظهرية وضعين,170.0
8121023,X-RAY DORSAL SPINE/THORACIC SPINE 4 VIEWS, اشعة لفقرات الظهر اربع وضعيات,260.0
8121024,X-RAY ELBOW - 2 VIEWS, اشعة المرفـق / وضعيـن,170.0
8121025,X-RAY ELBOW - 3 VIEWS, اشعـة المرفـق / 3 أوضــاع,200.0
8121026,X-RAY FEMUR/THIGH - 2 VIEWS, أشعة الفخذ / عظم الفخذ / وضعين,170.0
8121027,X-RAY FEMUR/THIGH - 3 VIEWS, اشعة الفخذ / عظم الفخذ / 3 أوضـاع,200.0
8121028,X-RAY FINGER/THUMB - 2 VIEWS, اشعة اصابع الإبهام / اليد / القدم / وضعيـن,170.0
8121029,FISTULOGRAM, التصوير الشعاعي للناســور,595.0
8121030,FLOUROSCOPY SCREENING , اشعة بالرؤية المباشرة ,65.0
8121031,FLUOROSCOPY IN O.R (C-ARM), اشعة بغرفة العميات,425.0
8121032,X-RAY FOOT - 2 VIEWS, اشعة القدم وضعيـن,170.0
8121033,X-RAY FOOT - 3 TO 4 VIEWS, اشعة القدم / 3 - 4 أوضـاع,200.0
8121034,X-RAY FOREARM (ULNA/RADIUS) 1 VIEW, أشعة الذراع الزنـد و الكعبره وضع واحد,135.0
8121035,X-RAY FOREARM (ULNA/RADIUS) 2 VIEWS, أشعة الذراع الزند و الكعبره وضعيـن,170.0
8121036,X-RAY GASTRIC BANDING ADJUSTMENT, تصوير عملية ضبط ( تضيق او توسع ) حزام المعدة,800.0
8121037,X-RAY HAND - 2 VIEWS, اشعة الـيـد كاملـة - وضعيـن,170.0
8121038,X-RAY HAND - 3 VIEWS, اشعة اليـد كاملـة - 3 أوضـاع,200.0
8121039,X-RAY HAND - 4 VIEWS, أشعة اليـد كاملـة - 4 أوضـاع,250.0
8121040,X-RAY HEEL (CALCANEUM) - 1 VIEW, أشعة لكعب القدم / وضع واحد,135.0
8121041,X-RAY HEEL (CALCANEUM) - 2 VIEWS, اشعة كعب القدم / وضعين,170.0
8121042,X-RAY HIP - 1 VIEW, اشعة الـورك  - وضـع واحـد,135.0
8121043,X-RAY HIP - 2 VIEWS, أشعة الـورك - وضعيــن,170.0
8121044,X-RAY HIP - 3 TO 4 VIEWS, أشعة الـورك - 3 أوضاع,250.0
8121045,X-RAY HUMERUS UPPER ARM - 2 VIEWS, أشعـة العضـد / الـذراع وضعيـن,170.0
8121046,X-RAY HUMERUS UPPER ARM - 3 VIEWS, أشعة العضد / على الذراع 3 أوضـاع,200.0
8121047,HYSTEROSALPHINGOGRAPHY, اشعة الرحم و البوقين بالصبغة الملونة مع أجرة الطبيب ,595.0
8121048,HYSTEROSALPHINGOGRAPHY UNDER ANAESTHESIA, اشعة الرحم و البوقين بالصبغة الملونة تحت المخذر,1445.0
8121049,I.V.P. (INTRAVENOUS PYELOGRAM) - 7 VIEWS, اشعة الكلى - بالصبغة الملونة عبر الوريد - 7 اوضاع ,595.0
8121050,INTRA-OPERATIVE CHOLOANGIOGRAM (I.O.C), تصوير الطرق الصفراوية الملونة أثناء العمل الجراحي ,500.0
8121051,X-RAY KNEE - 2 VIEWS, أشـعة الركبـة وضعيـن,170.0
8121052,X-RAY KNEE - 3 VIEWS, اشعة الركبة  3  أوضــاع,200.0
8121053,X-RAY KUB/ABDOMEN - 1 VIEW, أشعة المعدة  - البطن - وضع واحـد,135.0
8121054,X-RAY KUB/ABDOMEN - 2 VIEWS, اشعة المعدة - البطن - وضعيـن,170.0
8121055,X-RAY LEG - 2 VIEWS, أشعة السـاق / وضعيــن,170.0
8121056,X-RAY LEG - 3 VIEWS, اشعة السـاق / 3 أوضــاع,200.0
8121057,X-RAY LUMBAR/LUMBO SACRAL SPINE - 2 VIEWS, اشعة العمود الفقري القطني / القطني العجزي وضعين ,170.0
