code,discription ,old Price,2021 price
FMENTS0021,ADD'L FEE FOR COM.OR OVER 3HRS,644,773
FMENTS0022,FUNCTIONAL ENDOSCOPIC SINUS    SURGERY UNILATERAL,2943,3532
FMENTS0023,SPEECH PROCESSOR,5620,6744
FMENTS0024,MYRINGOTOMY& T-TUBE INSERTION (UNI LATERAL),690,828
FMENTS0025,MYRINGOTOMY& T-TUBE (BI LATERAL),1380,1656
FMENTS0026,UVULOPALATOPLASTY,1080,1296
FMENTS0033,DIAGNOSTIC DIRECT LARYNXSCOPY,1080,1296
FMENTS0034,REMOVAL OF ANTERIOR & POSTERIOR NASAL PACKS UNDER GA,400,480
FMENTS0035,EXCISION OF BRONCHIAL FISTULA (MAJOR),1730,2076
FMENTS0036,EXCISION OF WART ON VESTIBULE OF NOSE UNDER LA,400,480
FMENTS0038,MIDDLE MEATAL ANTROSTOMY,1980,2376
FMENTS0039,LYMPH NODES BIOPSY(SUPERFICIAL),630,756
FMENTS0040,REMOVAL OF STITCHES UNDER GA.,400,480
FMENTS0041,CURATAGE OF ALVEOLAR MARGIN GRANULATION,1310,1572
FMENTS0042,ATTICO ANTROSTOMY FOR ATTIC CHOLESTEATOMA,3300,3960
FMENTS0043,INTRANASAL ETHMOIDECTOMY,3960,4752
FMENTS0044,INCISION AND DRAINAGE OF EAR (GA),4030,4836
FMENTS0045,INCISION AND DRAINAGE OF EAR (LA),2880,3456
FMENTS0046,EXCISION OF LIPOMA,4310,5172
FMENTS0047,FUNCTIONAL ENDOSCOPIC SINUS SURGERY BILATERAL,14380,17256
FMENTS0048,CLOSED REDUCTION OF FRACTURE NASAL BONE,1600,1920
FMENTS0049,OTO ENDOSCOPIC CHOLESTEATOMA UNILATERAL,15000,18000
FMENTS0050,OTO ENDOSCOPIC MYRINGO PLASTY UNILATERAL,8750,10500
FMENTS0051,EAR EXAMINATION UNDER GENERAL ANESTHESIA UNILATERAL,3090,3708
FMENTS0052,EAR EXAMINATION UNDER GENERAL ANESTHESIA BILATERAL,4120,4944
FMENTS0053,BILAT - CHOANAL AT REISA RELEASE,500,600
FMENTS0054,UNILAT - CHOANAL AT RESIA RELEASE,500,600
FMENTS0055,INTRA TYMPANIC CORTICOSTERIOD INJECTION,500,600
FMERD-0001,ER CONSULTATION,264,317
FMERD-1000,DAY CARE SUPERVISION,281,338
FMERD-9903,CONSULTATION-IN AND OUTPATIENT,170,204
FMERDA0001,ABSCESS INCISSION SUFERFICIAL,160,192
FMERDA0002,ABSCESS INCISION DEEP,242,291
FMERDA0003,ENDOTRACHEAL INTUBATION,319,383
FMERDA0004,INCISN & DRAINGE OF PARONYCHIA,248,298
FMERDA0005,REMOVAL OF NAIL,226,272
FMERDA0006,REMOVAL OF STITCHES,76,92
FMERDA0007,REMOVL OF FOREIGN BODY (SIMPLE,611,734
FMERDA0008,BURN DRESSING 5 %,248,298
FMERDA0009,BURN DRESSING 10 - 20%,792,951
FMERDA0010,BURN DRESSING 20 - 30%,1254,1505
FMERDA0011,BURN DRESSING 5 - 10%,319,383
FMERDA0012,CATHETERIZATION,127,153
FMDNTS0091,STICHES FOR SUPERFICIAL WOUND,864,1037
FMPDS-0021,SUTURING OF CUT WOUND,743,892
FMPSDH0024,WOUND DRESSING MAJOR (ADDITIONAL),720,864
FMERDA0016,ENDOTRACHEAL TUBE,66,80
FMERDA0017,I.V. CANULA,55,66
FMERDA0018,I.V. CENTRAL CATHETER,132,159
FMERDA0019,I.V. FLUID INSERTION,94,113
FMERDA0020,I.V. INJECTION,33,40
FMERDA0021,HOME VISIT BY G.P. ON DUTY,340,408
FMERDA0022,HOME VISIT BY G.P. OFF DUTY,470,564
FMERDA0023,HOME VISIT CONSULTANT ON DUTY,638,766
FMERDA0024,HOME VISIT CONSULTANT OFF DUTY,726,872
FMERDA0025,HOME VISIT (ESCORT NURSE),130,156
FMERDA0026,CARDIAC MONITORING(PER 30 MIN),94,113
FMPSDK0023,REPAIR OF LACERATED WOUNDS OF FACE FOREHEAD &  SCL,680,816
FMORT-0578,SECONDARY SUTURING OF WOUND    1ST GRADE,649,779
FMNEU-0057,EXPLORATION OF SURG. WOUND G.A,644,773
FMERDA0030,CONTROL OF EPISTAXIS BY        ANTERIOR NASAL PACKING,407,489
FMERDA0031,CONTROL OF EPISTAXIS BY ANTE-  ROPOST NASAL PACKING,1254,1505
FMERDA0032,FOREIGN BODY REMOVAL,319,383
FMERDA0033,SUTURE OF LACERATN EXTERNL EAR,182,219
FMERDA0034,SUTURE OF LACERATN OF LIP (EA),127,153
FMERDA0035,SUTURE OF LACERATN IN THE NOSE,160,192
FMERDA0036,SUTURE OF LACERATION TONGUE,160,192
FMERDA0037,CHECK-UP FOOD HANDLER,319,383
FMERDA0038,CONSULTANT TO/FROM OTHER HOSPT,473,568
FMERDA0039,DEFIBRILLATOR,248,298
FMERDA0040,ER DELIVERY FEE,1826,2192
FMERDA0041,ER DELIVERY FEE FOR CONSULTANT,1254,1505
FMERDA0042,FIXATION OF AGRYL CATHETER,743,892
FMERDA0043,GASTRIC LAVAGE STOMACH OR      STOMACH WASH,138,166
FMERDA0044,GASTRIC LAVAGE WITH N.G.T.,198,238
FMERDA0045,HEALTH CERTIFICATE,264,317
FMERDA0046,HOME TREATMENT (NURSE+PROCEDUR,94,113
FMERDA0047,INCISION & DRAINAGE (PEDIA),154,185
FMERDA0048,INTUBATION FEE,198,238
FMERDA0049,MARITAL COUNSELLING,198,238
FMERDA0050,MINI DRESSING PACK,77,93
FMERDA0051,NASAL TUBE SUNCTIONING,39,47
FMERDA0052,NURSE ESCORT FOR PT. BY AIR    (PER DAY),792,951
FMERDA0053,RECTAL TUBE INSERTION,66,80
FMERDA0054,REMOVAL OF LOOSE NAILS DRESSNG,132,159
FMERDA0055,SGH COCKTAIL(IV/PROFE/LAS/BEC) DW/PROFENID/SYNACTEN/LASIX 2HR,352,423
FMERDA0056,SM.DRESSING W/OINT & BAN DIF.A,138,166
FMERDA0057,UNDER WATER DRAINAGE,187,225
FMERDA0058,VACCINATION FOR CHOLERA (ER),50,60
FMERDA0059,AIRWAY,66,80
FMERDA0060,COLD COMPRESS,55,66
FMERDA0061,FLEET CLEANSING ENEMA,66,80
FMERDA0062,GLUCOTEST,62,75
FMERDA0063,HOT COMPRESS,94,113
FMERDA0064,I.M. OR SUBCUTICULAR INJECTION,28,34
FMERDA0065,LARGE DRESSING,138,166
FMERDA0066,MEDIUM DRESSING,94,113
FMERDA0067,ORDINARY DRESSING,72,87
FMERDA0068,OXYGEN INHALATION (PER 30 MNS),66,80
FMERDA0069,TEPID SPONGE BATH,94,113
FMERDA0070,SKIN TEST,28,34
FMERDA0071,CODE BLUE CALL,248,298
FMERDA0072,SUTURING 1-3 SUTURES,88,106
FMERDA0073,NEBULIZER A/C VENTOLIN,138,166
FMERDA0075,SMALL DRESSING,62,75
FMERDA0077,HOME VISIT SPECIALIST ON DUTY,506,608
FMERDA0078,HOME VISIT SPECIALIST OFF DUTY,480,576
FMERDA0079,CHEMOTHERAPY (1) DAY TREAT.ER,319,383
FMERDA0080,CHEMOTHERAPY (2) DAYS TREA.ER,473,568
FMERDA0081,PRE-EMPLOYMENT CHECK-UP-       SAMAREC,792,951
FMERDA0082,EVALUATION OF BREAST MILK      USING ELECTRONIC BREAST PUMP,55,66
FMERDA0083,FINE FAC.SUTRES.USING 8-12 SUT USING 5 OR 6  SUTURE,187,225
FMERDA0084,FINE FACIAL SUTUR.USG.5-6 1-3  SUTURES,127,153
FMERDA0085,FINE FAC.SUT.USNG. 5-6 SUT.4-7 SUTURES,154,185
FMERDA0086,AMBULANCE FOR ARAMCO PATIENT - W/ DOCTOR IN JEDDAH,435,522
FMERDA0087,AMBULANCE FOR ARAMCO PATIENT - W/ AND W/O NURSE IN JEDDAH,149,179
FMERDA0088,HOME VISIT FOR COMPANY PATIENT,240,288
FMERDA0089,USE OF PULSE OXIMETER 30 MNTS.,66,80
FMERDA0090,HOME VISIT OUTSIDE JEDDAH,3620,4344
FMERDA0091,VITAL SIGN MONITORING MULTI    PARAMETER HOURLY RATE,149,179
FMERDA0092,HOME VISIT PER HOUR,230,276
FMERDA0093,E.C.G. ANALYZER,176,212
FMERDA0094,CODE YELLOW CONSULTATION,484,581
FMERDA0095,USE OF VENTILATOR PER HOUR,40,48
FMERDA0096,USE OF BLOOD WARMER MACHINE,40,48
FMERDA0104,DRESSING BURNS (MINOR).,40,48
FMERDC0001,AMBULANCE W/ OR W/OUT NURSE (INSIDE MADINAH),190,228
FMERDC0002,AMBULANCE W/ DOCTOR & NURSE (INSIDE MADINAH),580,696
FMERDC0003,AMBULANCE W/ NURSE (HOSPITAL TO AIRPORT),1020,1224
FMERDC0004,AMBULANCE W/ NURSE & DOCTOR (HOSPITAL TO AIRPORT),1520,1824
FMERDC0005,AMBULANCE WITH NURSE (MADINAH TO KHYBER),1520,1824
FMERDC0006,AMBULANCE W / NURSE & DOCTOR (MADINAH TO KHYBER),1590,1908
FMERDC0007,AMBULANCE W / NURSE (MADINAH TO AL ZAHAB),2540,3048
FMERDC0008,AMBULANCE W / NURSE & DOCTOR (MADINAH TO AL ZAHAB),3550,4260
FMERDC0009,AMBULANCE W / NURSE (MADINAH TO AL HENAKIA),60,72
FMERDC0010,AMBULANCE W / NURSE & DOCTOR (MADINAH TO AL HENAKIA),20,24
FMERDC0011,AMBULANCE W / NURSE (MADINAH TO AL AIS),40,48
FMERDC0012,AMBULANCE W / NURSE & DOCTOR (MADINAH TO AL AIS),190,228
FMERDC0013,AMBULANCE W / NURSE (MADINAH TO BADER),580,696
FMERDC0014,AMBULANCE W / NURSE & DOCTOR (MADINAH TO BADER),1020,1224
FMERDC0015,AMBULANCE W / NURSE (MADINAH TO SALSALA),1520,1824
FMERDC0016,AMBULANCE W / NURSE & DOCTOR (MADINAH TO SALSALA),1520,1824
FMERDC0017,AMBULANCE W / NURSE (MADINAH TO YANBU),1590,1908
FMERDC0018,AMBULANCE W / NURSE & DOCTOR (MADINAH TO YANBU),2540,3048
FMERDC0019,AMBULANCE W / NURSE (MADINAH TO JEDDAH),3550,4260
FMERDC0020,AMBULANCE W / NURSE & DOCTOR (MADINAH TO JEDDAH),350,420
FMERDC0021,AMBULANCE W / NURSE (MADINAH TO ALOLA),580,696
FMERDC0022,AMBULANCE W / NURSE & DOCTOR (MADINAH TO ALOLA),460,552
FMERDC0023,AMBULANCE W / NURSE (MADINAH TO AL QASIM),4830,5796
FMERDC0024,AMBULANCE W / NURSE & DOCTOR (MADINAH TO AL QASIM),7130,8556
FMERDC0025,AMBULANCE W / NURSE (MADINAH TO MAKKAH),2070,2484
FMERDC0026,AMBULANCE W / NURSE & DOCTOR (MADINAH TO MAKKAH),3220,3864
FMERDC0027,AMBULANCE W / NURSE  (MADINAH TO TABUK),7320,8784
FMERDC0028,AMBULANCE W / NURSE & DOCTOR (MADINAH TO TABUK),8450,10140
FMERDC0029,AMBULANCE W / NURSE  (MADINAH TO RIYADH),7880,9456
FMERDC0030,AMBULANCE W / NURSE & DOCTOR (MADINAH TO RIYADH),9570,11484
FMERDD0001,P.O.P. TO SIMPLE FRACTURE,392,471
FMERDD0002,PLASTER STRAPPING (TOE FINGER),138,166
FMERDD0003,SKIN TRACTION W/ THOMAS SPLINT,638,766
FMERDD0004,SPLINT FOR FRACTURE,138,166
FMERDD0005,TENSOPLAST STRAPPING,138,166
FMERDD0006,THOMAS SPLINT RENTAL PER WEEK  PLUS DEPOSIT,209,251
FMERDE0001,RECOVERY/OBSERVATION PER (HR),94,113
FMERDV0001,MENINGITIS VACCINE,77,93
FMERDV0002,MEMINGITIS VACCINE (ARAMCO),55,66
FMERDV0003,HEPATITIS B VACCINE IN ER,127,153
FMERDV0004,PROFESSOR HOME VISIT,2300,2760
FMERDV0006,HOTEL CONSULTATION,350,420
FMERDV0007,VARILRIX (CHICKEN POX) VACCINE,140,168
FMERDV0008,HEPATITIS A VACCINE,90,108
FMEXS-0001,EXTERNAL DOCTOR CONSULTATION,230,276
FMICU-0001,WARMING BLANKET PER HOUR,66,80
FMICU-0002,DEFIBRILLATOR,308,370
FMICU-0003,PACEMAKER PER DAY,594,713
FMICU-0004,INTERCOSTAL TUBE INSERTION,457,549
FMICU-0005,PORTABLE VENTILATOR (OXYGEN)   PER HOUR,94,113
FMICU-0006,EPIDURAL INSERTION,308,370
FMICU-0007,ECG PORTABLE,165,198
FMICU-0008,AIR MATRESS PER DAY,94,113
FMICU-0009,LUMBAR PUNCTURE,358,430
FMICU-0010,ABDOMINAL TAPPING,440,528
FMICU-0011,CHANGE OF TRACHEOTOMY TUBE,308,370
FMICU-0012,MULTI PARAMETER,297,357
FMICU-0013,TWIN PUMP AMBU BAG /USE,55,66
FMICU-0014,USE OF BLOOD WARMER,88,106
FMINT-0005,PERCUTANEOUS LIVER BIOPSY,638,766
FMINT-0006,ABDOMINAL PARACENTESIS,407,489
FMINT-0007,THORACOCENTESIS,556,668
FMINT-0008,PERCUTANEOUS KIDNEY BIOPSY,638,766
FMINT-0026,PULMONARY FUNCTION TEST,352,423
FMINT-0027,BENCARD SENSITIVITY TEST,523,628
FMINT-0029,ASTHMA CHECKUP - 1ST VISIT,957,1149
FMINT-0031,PLEURAL BIOPSY,407,489
FMINT-0032,ADD'L FEE FOR COM.OR OVER 3HRS,792,951
FMINT-0033,CONT.SUBCUTA.INSULIN INFU.PUMP,792,951
FMINT-0045,GENERAL CHECK UP I,1221,1466
FMINT-0046,GEN. CHECK UP II(MALES&FEMALES,1947,2337
FMINT-0047,GEN. CHECK UP III(FEMALES ONLY,2698,3238
FMINT-0048,GEN.CHECK UP IV(W/SUSPECTED    LIVER DISEASE),1700,2040
FMINT-0049,GEN. CHECK UP IV(W/DYSPEPSIA   UPPER GUT AND UPPER ABDOMEN.,1700,2040
FMINT-0050,GEN. CHECK UP IV W/DYSPEPSIA   LOWER GUT AND LOWER ABDOMEN,1700,2040
FMINT-0051,GEN. CHECK UP IV W/DYSPEPSIA   WHOLE GUT AND WHOLE ABDOMEN,2426,2912
FMINT-0052,INHANCED RESPIROMETRY,308,370
FMINT-0053,M V V,94,113
FMINT-0054,T L C + R V,308,370
FMINT-0055,FLOW VOLUME LOOP,242,291
FMINT-0056,DIFFUSION,385,462
FMINT-0057,COMPLIANCE,457,549
FMINT-0058,AIRWAY RESISTENCE & CONDUCTANE,308,370
FMINT-0059,THORACIC GAS VOLUME,308,370
FMINT-0060,PROVOCATION CHALLENGE,743,892
FMINT-0061,SINGLE BREATH O2,242,291
FMINT-0062,MAX RESPIRATORY PRESSURE,154,185
FMINT-0065,DIABETIC FOOT CARE,151,182
FMINT-0066,FUNDUS PICTURE,94,113
FMINT-0067,DOOPLER EXAMINATION,55,66
FMINT-0068,BLOOD SUGAR TEST,77,93
FMINT-0069,URINE TEST,55,66
FMINT-0070,DIABETIC EDU. PROG.(4 SESSION),308,370
FMINT-0071,DIABETIC EDU. PRG. (1 SESSION),94,113
FMINT-0072,OXYGEN INHALATION,72,87
FMINT-0073,SKIN TEST FOR DRUG,28,34
FMINT-0074,PEACK FLOW METER,33,40
FMINT-0075,NEBULIZER A/C VENTOLIN,138,166
FMINT-0076,PULSE OXYMETER,66,80
FMINT-0083,UNIT A (CHECK-UP),580,696
FMINT-0084,UNIT B (CHECK-UP),1062,1275
FMINT-0085,UNIT C (CHECK-UP),810,972
FMINT-0087,STRESS TRANOESPHAGEAL ECHO,1266,1520
FMINT-0088,ECHO FULL STUDY,1122,1347
FMINT-0089,ECHO REPEAT,644,773
FMINT-0090,ECHO FOLLOW UP,506,608
FMINT-0091,DIABETIC LABCHECK UP I,853,1024
FMINT-0095,FOLLOW-UP DIABETES WITH PREGNANCY,450,540
FMINT-0096,CHECKUP FOR OMORA AND HAJJ,400,480
FMINT-0097,RETIREES GEN. CHECK UP,460,552
FMINT-0098,DIETICIAN SERVICE,88,106
FMINT-0099,INSULIN INJECTION IN THE CLINI C,28,34
FMINT-0100,GENERAL CHECKUP FOR DIABETES,6440,7728
FMINT-0101,HEALTH CHECKUP BASIC (MALE),1380,1656
FMINT-0102,HEALTH CHECKUP STANDARD (MALE),8750,10500
FMINT-0103,HEALTH CHECKUP ADVANCE (MALE),3370,4044
FMINT-0104,HEALTH CHECKUP BASIC (FEMALE),1380,1656
FMINT-0105,HEALTH CHECKUP STANDARD (FEMALE),2380,2856
FMINT-0106,HEALTH CHECKUP ADVANCE (FEMALE),3960,4752
FMINT-0108,IQAMA FOOD HANDLERS CHECK UP,680,816
FMINT-0110,DRIVING LICENSE,50,60
FMINT-0500,SECOND OPINION CONSULTATION,120,144
FMINT-1000,DAY CARE SUPERVISION,281,338
FMINT-1001,DOCTOR'S DAYCARE SUPERVISION,94,113
FMINT-1002,DIABETIC EDUCATION,50,60
FMIVF-0001,ARTIFICIAL INSEMINATION OF     HUSBAND (AIH),594,713
FMIVF-0002,PERITONEAL OOCYTE AND SPERM    TRANSFER (POST),4620,5544
FMIVF-0003,PERITONEAL OOCYTE AND SPERM    POST-A PACKAGE DEAL,1270,1524
FMIVF-0004,PERITONEAL OOCYTE AND SPERM    POST-B- PACKAGE DEAL,3469,4163
FMIVF-0005,INVINTRO FERTILIZATION BY U/S  DIRECTED OOCYTE RETRIEVAL,7503,9004
FMIVF-0006,IVF-A-PACKAGE DEAL (UDOR),1163,1396
FMIVF-0007,IVF-B-PACKAGE DEAL (UDOR),6353,7624
FMIVF-0008,INVINTRO FERTILIZATION BY LAP- ROSCOPIC OOCYTE RETRIEVAL,9232,11079
FMIVF-0009,IVF-A-PACKAGE DEAL (LAPAROSCO- PIC ),1163,1396
FMIVF-0010,IVF-B-PACKAGE DEAL (LAPAROSCO- PIC ),8081,9698
FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC   OOCYTE RETRIEVAL,8081,9698
FMIVF-0012,REPEATED IVF-A-PACKAGE DEAL    (LAP.),1163,1396
FMIVF-0013,REPEATED IVF-B-PACKAGE DEAL    (LAP.),6926,8312
FMIVF-0014,GAMETE INTRA FALLOPIAN TRANS-  FER ( (GIFT),8658,10390
FMIVF-0015,GIFT-A-PACKAGE DEAL,1163,1396
FMIVF-0016,GIFT-B-PACKAGE DEAL,7503,9004
FMIVF-0017,ZYGOTE INTRA FALLOPIAN TRANS-  FER (ZIFT)\,9232,11079
FMIVF-0018,ZIFT-A-PACKAGE DEAL,1163,1396
FMIVF-0019,ZIFT-B-PACKAGE DEAL,8081,9698
FMIVF-0020,IVF-GIFT COMBINED,9813,11776
FMIVF-0021,IVF-GIFT-A-PACKAGE DEAL,1163,1396
FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,8658,10390
FMIVF-0023,SEMEN ANALYSIS,165,198
FMIVF-0024,SEMEN ASSESMENT,355,426
FMIVF-0025,SPERM ANTIBODIES,528,634
FMIVF-0026,POST COITAL TEST (PCT),149,179
FMIVF-0027,X-Y SEPARATION,941,1130
FMIVF-0028,SPERM-MUCOUS PENETRATION TEST,186,224
FMIVF-0029,VAGINAL ULTRASOUND,464,557
FMIVF-0030,VAGINAL ULTRA SOUND PACK. DEAL (4-5 U/S VAGINAL SCANS),594,713
FMIVF-0031,ABDOMINAL ULTRASOUND,773,928
FMIVF-0032,LAPAROSCOPIC EXAM FOR INFERTI- LITY,1737,2085
FMIVF-0033,LAPAROSCOPIC OPERATION FOR     INFERTILITY,2896,3476
FMIVF-0034,HYSTEROSCOPIC EXAM FOR         INFERTILITY,1163,1396
FMIVF-0035,HYSTEROSCOPIC OPERATION FOR    INFERTILITY,2896,3476
FMIVF-0036,I.V.F. CHECK-UP,264,317
FMIVF-0037,ICSI PROGRAM,8050,9660
FMIVF-0038,INTRA UTERINE INSIMINATION WITH ULTRASOUND MONITOR,1150,1380
FMIVF-0039,IVF CONSULTATION,80,96
FMLAB-1011,ACID PHOSPHATASE-STAIN,352,423
FMLAB-1013,ANTI-BODY SCREENING,242,291
FMLAB-1014,ANTI-THROMBIN III,207,249
FMLAB-1015,BL.GR. + RH ABO,108,130
FMLAB-1016,BLEEDING TIME (B.T) TEMPLATE,83,100
FMLAB-1017,BLOOD FILM FOR FILARIA,138,166
FMLAB-1018,BLOOD FILM MALARIA,110,132
FMLAB-1019,BONE MARROW EXAMINATION,1746,2096
FMLAB-1020,BONE MARROW SAMPLING PROCEDURE,468,562
FMLAB-1021,BONE MARROW TREPHINE SAMPLING,449,539
FMLAB-1022,COMPLETE BLOOD COUNT,120,144
FMLAB-1023,CBC WITH AUTOMATED DIFF.,193,232
FMLAB-1025,CLOTTING FACTOR 5,250,300
FMLAB-1026,CLOTTING FACTOR 7,230,276
FMLAB-1027,CLOTTING FACTOR 8,230,276
FMLAB-1028,CLOTTING FACTOR 9,290,348
FMLAB-1029,CLOTTING FACTOR 10,230,276
FMLAB-1030,CLOTTING FACTOR 11,250,300
FMLAB-1031,CLOTTING FACTOR 12,290,348
FMLAB-1032,COLD AGGLUTININS TITRE,242,291
FMLAB-1033,COOMBS TEST-DIRECT,165,198
FMLAB-1034,COOMBS TEST-INDIRECT,165,198
FMLAB-1035,CROSS MATCHING,220,264
FMLAB-1038,ESR,94,113
FMLAB-1039,ESTERASE  STAIN,352,423
FMLAB-1040,BLOOD FILM FOR LEISHMANIA,103,124
FMLAB-1042,FIBRINOGEN,275,330
FMLAB-1044,HB.,70,84
FMLAB-1045,HCT.,84,101
FMLAB-1046,IRON STAIN,379,455
FMLAB-1047,NAPHTHOL ACETATE ESTERASE,379,455
FMLAB-1048,NEUTROPHIL ALKALINE PHOSPHATAS E ALP,180,216
FMLAB-1049,NON-SPECIFIC ESTARASE,379,455
FMLAB-1051,OSMOTIC FRAGILITY TEST (QUANTI TATIVE),539,647
FMLAB-1054,PARTIAL THROMBOPLASTIN TIME    (PTT),179,215
FMLAB-1055,PERIODIC ACID-SCHIFF (PAS)     STAIN,379,455
FMLAB-1056,PEROXIDASE  STAIN,379,455
FMLAB-1058,PLATELET COUNT,132,159
FMLAB-1060,"POST OP HEMOSTATIC PROFILE (PT,PTT,FIBRINOGEN)",370,444
FMLAB-1063,PROTEIN C,873,1048
FMLAB-1064,PROTEIN S,440,528
FMLAB-1065,PROTHROMBIN TIME (P.T) W/ INR,138,166
FMLAB-1066,RETICULOCYTE COUNT,50,60
FMLAB-1067,RH-ANTIBODY TITRE,246,296
FMLAB-1068,RH-PHENOTYPE,207,249
FMLAB-1069,SICKLING TEST,119,143
FMLAB-1070,SUDAN BLACK,260,312
FMLAB-1072,THROMBIN TIME,138,166
FMLAB-1073,WBCS TOTAL & DIFF,90,108
FMLAB-1081,BONE MARROW TREPHINE NEEDLE,130,156
FMLAB-1084,D-DIMER,490,588
FMLAB-1085,ANTI BODY IDENTIFICATION,744,893
FMLAB-1089,NITRO BLUE TETRAZON,140,168
FMLAB-1095,PERIPHERAL SMEAR,50,60
FMLAB-1096,TOTAL EOSINOPHILIC COUNT,260,312
FMLAB-1098,VENESECTION,100,120
FMLAB-1102,BASIC BLEEDING PROFILE,290,348
FMLAB-1103,RECIPIENT BLOOD SCREENING,770,924
FMLAB-1104,PRE-CATH LAB. PREPARATION,460,552
FMLAB-1106,VULVAL SWAB  C/S,630,756
FMLAB-1107,ENVIRONMENTAL SURVEY,460,552
FMLAB-1109,E.B.V. BY P.C.R.,920,1104
FMLAB-1110,IMMUNO PHEMOTYPE EACH,100,120
FMLAB-1113,MERCURY IN URINE AND SERUM,1270,1524
FMLAB-1116,STONE PROFILE I (BLOOD),10350,12420
FMLAB-1118,STONE PROFILE I (URINE),410,492
FMLAB-1120,HOME SPECIMEN COLLECTION,110,132
FMLAB-1139,"HEART ENZYMES PROFILE(CPK,SGOT,LDH)",130,156
FMLAB-1140,CK ELECTROPHORESIS,140,168
FMLAB-1141,BASIC TEN BIOCHEMISTRY TEST,390,468
FMLAB-1145,VDRL QUALITATIVE,40,48
FMLAB-1146,VDRL & TPHA QUALITATIVE,120,144
FMLAB-1152,"L F T(L.F.T,SGOT,SGPT,LDH,BILIBURN,TOTAL PROTEIN,A",320,384
FMLAB-1153,GLOBULIN,210,252
FMLAB-1155,SMEAR FOR LEISHMANIASIS,160,192
FMLAB-1156,VAINAL SMEAR (FOR TRICHOMONAS & MONILIA),90,108
FMLAB-1157,PROSTATIC SMEAR AFTER MASSAGE(FRESH & GRAM STAIN),130,156
FMLAB-1158,CONJUNCTIVAL SMEAR,110,132
FMLAB-1159,NASAL SMEAR,30,36
FMLAB-1160,DIRECT SMEAR FOR VINCENTS ANGINA,110,132
FMLAB-1162,ACID FAST STAINING FOR URINE,40,48
FMLAB-1164,PROTEIN IN 24 HR URINE,50,60
FMLAB-1167,CUL & SENS FOR CAMPLOBACTER,80,96
FMLAB-1172,VARICELLA ZOSTER DNA (PCR),2000,2400
FMLAB-1173,SYNACHTEN TEST,450,540
FMLAB-1175,POST COITAL URINE,140,168
FMLAB-1178,CBC FOR SGH RADIOLOGY STAFF,30,36
FMLAB-1179,SGH-KITCHEN STAFF STOOL C/S & Ex.,30,36
FMLAB-1180,DAY CASE PROFILE,210,252
FMLAB-1182,3 HOURS CHECK-UP,2190,2628
FMLAB-1183,ENVIRONMENTAL SWAB (EXTERNAL),90,108
FMLAB-1188,RAST IgE (FOOD INHALANT),670,804
FMLAB-1189,PRE EMPLOYMENT CHECKUP,380,456
FMLAB-1195,PROGRAF LEVEL,870,1044
FMLAB-1196,T.B GOLD TEST QUANTIFERON,650,780
FMLAB-1198,EB VIRUS IGG IMMUNOBLOT & AVIDITY,590,708
FMLAB-1199,CHROMOGRANIN. A,640,768
FMLAB-1200,ACYLCARNITIN,700,840
FMLAB-1201,JAK2 MUTATION,3100,3720
FMLAB-1202,BCR/ABL BY PCR (QUANTITATIC),3900,4680
FMLAB-1203,HFE GEHNE MUTATION (C282Y H63D & S65C),1000,1200
FMLAB-1204,BETA-2 TRANSFERINE,350,420
FMLAB-1559,CD16 & CD56,700,840
FMLAB-1560,FACTOR V ACTIVITY,300,360
FMLAB-1561,FACTOR VII ACTIVITY,300,360
FMLAB-2001,A.G.RATIO,70,84
FMLAB-2002,ACID PHOSPHATASE,70,84
FMLAB-2003,ALBUMIN,138,166
FMLAB-2004,ALBUMIN & GLOBULIN,100,120
FMLAB-2005,ALKALINE PHOSPHATASE,127,153
FMLAB-2006,AMMONIA,275,330
FMLAB-2007,AMYLASE,182,219
FMLAB-2008,BICARBONATE,347,417
FMLAB-2010,BILIRUBIN DIRECT,121,146
FMLAB-2011,BILIRUBIN TOTAL,121,146
FMLAB-2012,BLOOD GASES & PH(ABG),385,462
FMLAB-2013,C.K. (CPK),182,219
FMLAB-2014,C.K.MB,182,219
FMLAB-2015,CALCIUM,90,108
FMLAB-2016,CARBON DIOXIDE,204,245
FMLAB-2017,CHOLESTEROL,151,182
FMLAB-2019,LIPID PROFILE,495,594
FMLAB-2020,CHOLINESTERASE,224,269
FMLAB-2021,COMPLEMENT C3,385,462
FMLAB-2022,COMPLEMENT C4,385,462
FMLAB-2023,CREATININE,117,141
FMLAB-2024,CREATININE CLEARANCE,314,377
FMLAB-2025,CSF GLUCOSE,136,164
FMLAB-2026,CSF PROTEIN,136,164
FMLAB-2027,D-XYLOSE IN URINE,466,560
FMLAB-2028,ELECTROLYTE CHLORIDE,138,166
FMLAB-2029,ELECTROLYTE SODIUM,138,166
FMLAB-2030,ELECTROLYTE POTASSIUM,138,166
FMLAB-2033,ELECTROPHORESIS S.PROTEIN,297,357
FMLAB-2034,ELECTROPHORESIS HAEMOGLOBIN,297,357
FMLAB-2035,ELECTROPHORESIS LIPOPROTEIN,297,357
FMLAB-2037,G.GT,136,164
FMLAB-2038,G6 PDH (QUANTITATIVE),190,228
FMLAB-2040,"GLUCOSE ""RBS""",94,113
