ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2,  PRICE ,additional date
FMDNTS0010,Surgical External Of Normal Tooth, ,Service,97321-07-10,727.65,
FMDNTS0011,Surgery Removal Of Remaining Root,0,Service,97321-07-10,1430,
FMDNTS0012,Surface Tissue Impacted Upper 3Rd Molar,0,Service,97321-07-10,1640,
FMDNTS0013,Impacted 3Rd Molar Lower Surface Tissue, ,Service,97989-00-10,1253.889,
FMDNTS0015,Impacted 3Rd Molar Moderate Case, ,Service,97989-00-10,3870,
FMDNTS0016,Impacted 3Rd Molar Severe Case, ,Service,97324-01-10,5140,
FMDNTS0017,Impacted Canine/Premolar Labialy,0,Service,97989-00-10,2670,
FMDNTS0021,Operculectomy, ,Service,90675-00-00,1100,
FMDNTS0022,Incision & Drainage Intra-Oral Abscess (Superficial),0,Service,30223-01-00,735,
FMDNTS0023,Incision & Drainage Intra-Oral Abscess (Deep),0,Service,96215-00-20,1435,
FMDNTS0024,Incision & Drainage Extra-Oral Abscess, ,Service,96215-00-10,1640,
FMDNTS0025,Incision & Drainage Intra-Oral Abscess (Children), ,Service,96215-00-10,210,
FMDNTS0026,Irrigation Or Change Drain Of Abscess/Socket, ,Service,96215-00-10,170,
FMDNTS0027,Enucleation Of Small Cyst, ,Service,97379-00-00,2670,
FMDNTS0028,Enucleation Of Moderate Cyst, ,Service,97379-00-00,3760,
FMDNTS0029,Enucleation Of Large Cyst,0,Service,97379-00-00,5140,
FMDNTS0032,Apecictomy Anterior,0,Service,97989-00-10,2670,
FMDNTS0033,Apicectomy Posterior,0,Service,97432-00-00,3860,
FMDNTS0037,Closure Of Accidental Opening Of Maxillary Sinus (Small),0,Service,97989-00-10,2670,
FMDNTS0042,Alveoloplasty Localized, ,Service,97331-00-10,2430,
FMDNTS0044,Alveoloplasty One Jaw, ,Service,97331-00-10,7475,
FMDNTS0049,Labial Frenectomy, ,Service,30278-02-00,2310,
FMDNTS0050,Lingual Frenectomy(Tongue Tie),0,Service,30278-02-00,2670,
FMDNTS0058,Vestibuloplasty One Jaw,0,Service,45837-00-00,4770,
FMDNTS0060,Ridge Augementation, ,Service,45841-00-00,10075,
FMDNTS0064,Enucleation Of Mucocel Small, ,Service,97213-00-00,1845,
FMDNTS0067,Mursupilalization Of Ranula Large,2,PKG,97379-00-00,4000,
FMDNTS0070,Manipulation Of Dislocated Tmj, ,Service,47000-00-01,1640,
FMDNTS0072,"Pain And Clicking Tmj, P.D",0,Service,50115-00-00,7010,
FMDNTS0073,"Myofacial Pain Disfunction Sydrome, P.D",0,Service,45865-00-00,9155,
FMDNTS0074,"Facial Pain, P.D",0,Service,50115-00-00,2430,
FMDNTS0075,Biopsy Of Soft Tissue - Small, ,Service,50200-00-01,775,
FMDNTS0076,Biopsy Of Soft Tissue - Medium, ,Service,50200-00-01,1260,
FMDNTS0077,Biopsy Of Soft Tissue - Large, ,Service,50200-00-01,1965,
FMDNTS0080,Biopsy Of Bone (Deep), ,Service,50200-00-01,5247,
FMDNTS0081,Surgical Excision Intra-Oral Swelling Small,0,Service,90141-01-10,2430,
FMDNTS0082,Surgical Excision Of Intra-Oral Swelling - Medium, ,Service,90141-01-10,3375,
FMDNTS0083,Surgical Excision Of Intra-Oral Swelling (Large),0,Service,90141-01-10,4690,
FMDNTS0090,Surgical Excision Of Malignant Tumour Large,0,Service,90141-01-30,15240,
FMDNTS0091,Stiches For Superficial Wound, ,Service,97399-00-00,1370,
FMDNTS0092,Stiches For Deep Wound, ,Service,97399-00-00,2670,
FMDNTS0094,Removal Of Foreign Body (Deep), ,Service,30064-00-00,2520,
FMDNTS0097,Removal Of Plate Or Wire Post, ,Service,52102-00-01,3375,
FMDNTS0099,Repair Of Laceration Upper Or Lower Lip (Moderate), ,Service,30052-02-00,5100,
FMDNTS0100,Repair Of Laceration Upper Or Lower Lip (Severe),1,PKG,30052-02-00,6000,
FMDNTS0110,Arch Bar Maxilla Or Mandible, ,Service,97989-00-10,2430,
FMDNTS0114,Inter Dental Wiring One Jaw, ,Service,50130-00-01,4465,
FMDNTS0115,Closed Reduction, ,Service,47756-00-01,3520,
FMDNTS0116,Open Reduction Intra-Oral Int.,0,Service,47774-00-01,6620,
FMDNTS0117,Open Reduction Intra-Oral Post,0,Service,47774-00-01,6077,
FMDNTS0122,Dressing Of Wound (Small),0,Service,30055-00-00,69.3,
FMDNTS0123,Dressing Of Wound (Medium),0,Service,30055-00-20,565,
FMDNTS0125,Stitches Removal (Small), ,Service,92138-00-00,255,
FMDNTS0126,Stitches Removal (Medium), ,Service,92200-00-00,300,
FMDNTS0127,Stitches Removal (Large), ,Service,92200-00-00,490,
FMDNTS0129,Excision Of Tongue (Partial), ,Service,30272-00-00,5140,
FMDNTS0135,Excision Of Large Keloid Face,1,PKG,31205-00-10,6000,
FMDNTS0136,Rotation Flap (Small), ,Service,45200-00-00,3565,
FMDNTS0160,Surgery Model,0,Service,83700-00-00,1260,
FMDNTS0178,Grafting Soft Tissue (Small), ,Service,97271-02-00,4980,
FMDNTS0179,Grafting Soft Tissue (Medium), ,Service,97271-02-00,7460,
FMDNTS0180,Grafting Soft Tissue (Large), ,Service,97271-02-00,9765,
FMDNTS0181,Grafting Hard Tissue (Small), ,Service,97234-00-00,7460,
FMDNTS0182,Grafting Hard Tissue (Medium), ,Service,97234-00-00,9765,
FMDNTS0183,Grafting Hard Tissue (Large), ,Service,97234-00-00,12205,
FMDNTS0184,Insertion Of Implant, ,Service,45846-00-00,2800,
FMDNTS0185,T. Implant Ant. (L), ,Service,45846-00-00,2190,
FMDNTS0186,T. Implant Ant. (G), ,Service,45846-00-00,3860,
FMDNTS0189,T. Implant Post (L), ,Service,45846-00-00,3100,
FMDNTS0190,T Implant Pirt (G), ,Service,45846-00-00,4250,
FMDNTS0192,Immediate T Implant Ant. (G), ,Service,45846-00-00,5725,
FMDNTS0193,Removal Of Implant, ,Service,97663-00-00,820,
FMDNTS0194,Insertion Of I.M.Z. Implant 1St Stage, ,Service,97661-00-00,2580,
FMDNTS0195,Insertion Of I.M.Z. Implant 2Nd Stage, ,Service,45847-00-10,550,
FMDNTS0196,I.M.Z. Implant Titanium 1St Stage, ,Service,97661-00-00,3870,
FMDNTS0197,I.M.Z. Implant Titanium 2Nd Stage, ,Service,97661-00-00,1145,
FMDNTS0214,Subperior Steal Implant Partial 2Nd Stage, ,Service,97661-00-00,315,
FMDNTS0235,Reimplantation W/ Wire Fixation, ,Service,97387-00-00,2670,
FMDNTS0236,Add`L Fee For Comp.Proc./ 3Hrs, ,Service,83610-00-50,1320,
FMDNTS0256,Reconstruction Of Orbit (Floor),0,Service,97989-00-10,14995,
FMDNTS0279,Maxillary Sinus Curretage,2,PKG,97222-00-00,5500,
FMDNTS0296,Osteotomy Of Maxilla (Localized Anterior), ,Service,45720-01-00,8400,
FMDNTS0297,Osteotomy Of Maxilla (Localized Posterior), ,Service,45720-01-00,10500,
FMDNTS0298,Osteotomy Of Maxilla (Segmental Anterior), ,Service,45720-01-00,12600,
FMDNTS0310-O,Fibre Core Post,0,Service,97625-10-00,1350,
FMDNTS0314,Excision Of Calcified Muscle Together With Coronoidectomy,3,PKG,90586-00-00,26000,
FMDNTS0351,Manipulation Of Dislocated Tmj (Mild),0,Service,47000-00-01,730,
FMDNTS0352,Manipulation Of Dislocated Tmj (Moderate),0,Service,47000-00-01,845,
FMDNTS0365,Insertion On Stage Dental Implant(Simple),0,Service,45846-00-00,6665,
FMDNTS0366,Insertion Of One Stage Dental Implant(Moderate),0,Service,45846-00-00,8395,
FMDNTS0367,Fracture Zygomatic Arch (Closed Reduction),1,PKG,47762-01-01,16000,
FMDNTS0400,Implant Surgical Part,0,Service,97989-00-10,3465,
FMDNTS0401,Implant Prosthetic Part (Metal Ceramic Crown),0,Service,97666-00-00,2835,
FMDNTS0431,Mandibular Reconstruction With Iliac Crest/Bone Graft Include Obtaining Of The Graft,3,PKG,45608-02-01,30000,
FMDNTS3072,Service Charges For Invisalign System-Comprehensive,0,Service,97989-00-10,10000,
FMDNTS3073,Service Charges For Invasalign System Lite Dual Arch,0,Service,97989-00-10,6250,
FMDNTS3074,Service Charges For Invasalign System Lite Single Arch,0,Service,97989-00-10,4280,
FMDNTS3075,Service Charges For Invasalign System Express Dual Arch,0,Service,97989-00-10,3400,
FMDNTS3076,Service Charges For Invasalign System Express Single Arch,0,Service,97989-00-10,2300,
FMDNTS3077,Service Charges For Invasalign System Vivera Retainers Single Arch,0,Service,97989-00-10,770,
FMDNTS3078,Service Charges For Invasalign System Vivera Retainers Dual Arch,0,Service,97989-00-10,1240,
FMDNTS3079,Service Charges For Invasalign System Compliance Indicator,0,Service,97989-00-10,150,
FMDNTX0001,Periapical X-Ray, ,Service,97022-00-10,185,
FMDNTX0002,Bitewing X-Ray, ,Service,97022-00-10,103.95,
FMDNTX0003,Occlusal X-Ray, ,Service,97025-00-00,315,
FMDNTX0004,Pediatric X-Ray, ,Service,97022-00-10,185,
FMDNTX0005,Panoramic X-Ray,,Service,57960-00-00,357,
FMDNTX0006,Additional X-Ray, ,Service,97022-00-10,155,
FMDNTX0007,Panoramic & Cephalometric, ,Service,57960-00-00,580,
FMDNTX0008, Minor Use Of Microscope During Dental Procedure,0,Service,97052-00-00,500,
FMDNTX0009, Moderate Use Of Microscope During Dental Procedure,0,Service,97052-00-00,1000,
FMDNTX0012, Major Use Of Microscope During Dental Procedure,0,Service,97052-00-00,1500,
FMEGD-0001,Ot Evaluation,0,Service,96037-00-00,395,
FMEGD-0002,Hand Therapy,0,Service,95550-03-00,210,
FMEGD-0003,Stroke Therapy,0,Service,95550-11-00,255,
FMEGD-0004,Cerebral Palsy,0,Service,95550-03-00,1260,
FMEGD-0005,Paraplegie Ot Prog.,0,Service,96129-00-00,395,
FMEGD-0006,General Ot Session,0,Service,95550-02-00,210,
FMEGD-0007,Package Ot,0,Service,95550-02-00,1665,
FMEGD-0008,Ot Session (A),0,Service,95550-02-00,255,
FMEGD-0009,Ot Session (B),0,Service,95550-02-00,315,
FMEGD-0010,Ot Session (C),0,Service,95550-02-00,395,
FMEGD-0011,Ot Session (D),0,Service,95550-02-00,490,
FMENDA0001,Bronchoscopy,0,Service,41889-05-01,6237,
FMENDA0002,Bronchoalveolar Lavage,0,Service,41898-02-01,275,
FMENDE0003,Follow Up Endoscopy, ,Service,99999-99-99,1071.252,
FMENDE0009,Biopsy For Clo  Test Ed00352112,0,Service,73100-22-20,129,
FMENDE0014,Endoscopic Cholangiography, ,Service,30484-01-00,6300,
FMENDE0023,Insertion Of Gastric Balloon For Weight Reduction,0,Service,90305-00-00,7350,
FMENDE0025,Injection Of Bleeding Point, ,Service,90296-00-00,1575,
FMENDE0026,Electrocoagulation Of Bleeding Point,0,Service,90312-00-00,943.2315,
FMENDE0027,Endoscopic Removal Of Foreign Body,0,Service,30478-10-00,4297.7,
FMENDE-0027,Foreign Body Removal, ,Service,99999-99-99,2835,
FMENDE0034,Endoscopic Stone Extraction, ,Service,36806-02-00,2100,
FMENDE0041,Endoscopic Insertion Of A Stent,0,Service,30491-00-00,3150,
FMENDE0053,Variceal Ligation 5 Bands, ,Service,30476-03-00,2625,
FMENDE0054,Variceal Ligation > 5 Band,0,Service,30476-02-00,3150,
FMENDE0055,Use Of Biliary Balloon,0,Service,90950-02-00,1258.2,
FMENDE0057,Fluid Endoclips,0,Service,90335-01-00,1590,
FMENDE0062,Clo - Urease Test,0,Service,73100-20-00,350,
FMENDE0064,Home Made Rubber Band Set,0,Service,43837-02-00,1239,
FMENDE0077,Obesity Balloon Removal,0,Service,90950-03-00,4200,
FMENDE0090,Liver Fibroscan ,0,Service,61352-00-00,1200,
fmende0100,Use Of Endoclips,0,Service,90296-00-00,1670,
FMENDE0140,Endoscopic submucosal dissection,2,PKG,90297-01-00,8000,
FMENDE0190,Rapid H.Pylori Test During Endoscope,0,Service,73050-17-60,100,
FMENDE0197  ,Hydrogen Breath,,Service , 73050-39-70,850,
FMENT-0089,Tonsillectomy By Coblation,1,PKG,41789-00-00,7000,
FMENT-0090,Adenoidectomy By Coblation,1,PKG,41801-00-00,6000,
FMENT-0091,Adenotonsillectomy By Coblation,1,PKG,41789-01-00,9000,
FMENT-0092,Inferior Turbinectomy With Coblation,1,PKG,41689-02-00,9000,
FMENT-0093,Palatopharyngoplasty With Coblation (Including Tonsillectomy),1,PKG,41787-01-00,20000,
fment-0102,Repeated Ear Dressing For Otitis Externa Each,0,Service,30055-00-00,78.75,
fment-0103,Vestibular Abscess Drainage,0,Service,92514-99-00,315,
FMENT-0145,Nasogastric Tube Insertion, ,Service,92036-00-00,350,
FMENT-0146,Use Of Coblation (Radiofrequency),0,Service,41752-00-00,2500,
FMENT-0147,Office Based Treatment Of Snoring,0,Service,97985-00-00,800,
fment-0503,Myringotomy With Grommet (U.G.A.) / Bilateral,0,Service,41632-01-00,6358,
FMENT-3100,Nasal Foreign Body Removal G.A.,DAY CASE,PKG,99999-99-99,2309.58,
FMENT-3101,Nasal Cautery Under G.A.,DAY CASE,PKG,41674-01-00,2250.36,
FMENT-3104,Septoplasty With Turbinectomy,1,PKG,41671-02-00,7008.75,
FMENT-3105,Fracture Nose,DAY CASE,PKG,41686-00-00,5500,
FMENT-3106,Endoscopic Cautery,1,PKG,41674-01-00,7289.1,
FMENT-3107,Endoscopic Ethmoidectomy,1,PKG,41737-02-00,13305.6,
FMENT-3108,Bilateral Middle Meatal Anstrostomy,1,PKG,41716-02-00,8802.99,
FMENT-3109,Endoscopic Partial Turbinectomy,1,PKG,41689-00-00,5499.900000000001,
FMENT-3111,Endoscopic Pan Sinus,1,PKG,41737-00-00,14400,
FMENT-3114,Laser Surgery,1,PKG,90063-00-01,5499.900000000001,
FMENT-3115,Cryoturbinectomy,1,PKG,41695-00-00,5499.900000000001,
FMENT-3116,External Nasal Sinus Surgery,1,PKG,41737-00-00,13305.6,
FMENT-3117,Rhinoplasty,1,PKG,45632-00-00,15093.75,
FMENT-3118,Nasal Biopsy,DAY CASE,PKG,41761-00-00,2664.9,
FMENT-3119,Removal Of Antral Foreign Body,DAY CASE,PKG,41659-00-00,4422.6,
FMENT-3120,Oro-Antral Fistula Repair,1,PKG,41722-00-01,9147.6,
FMENT-3121,Septorhinoplasty,1,PKG,45638-00-00,13860,
FMENT-3122,Submucous Diathermy + Turbinectomy,1,PKG,41695-00-00,5820,
FMENT-3123,Anterior Nasal Pack Under General Anesthesia,DAY CASE,PKG,90133-00-00,1871.625,
FMENT-3124,Posterior Nasal Pack Under General Anesthesia,DAY CASE,PKG,90133-00-00,2546.46,
FMENT-3125,Examination Under General Anesthesia,1,PKG,96037-00-00,1575,
FMENT-3127,Submucous Resection Of Nasal Spectum (Medium),1,PKG,41671-00-00,4521.825,
FMENT-3128,Limited Rhinoplasty,1,PKG,90133-00-00,7000,
FMENT-3129,Revision Of Rhinoplasty (Medium),1,PKG,45650-00-00,4725,
FMENT-3130,Open Reduction Of Fractured Nose,1,PKG,47741-00-00,12012,
FMENT-3132,Microlaryngosurgery,1,PKG,41849-00-00,8410.5,
FMENT-3133,Larynx Laser Surgery,1,PKG,90160-00-00,8018.01,
FMENT-3134,Adenoidectomy,1,PKG,41801-00-00,3000,
FMENT-3135,Laser Tonsillectomy,1,PKG,41789-00-00,6100,
FMENT-3136,Tonsillectomy,1,PKG,41789-00-00,4648.875,
FMENT-3137,Pan-Endoscopy (Triple Procedure),DAY CASE,PKG,30473-00-00,4706.1,
FMENT-3138,Hypopharyngoscopy & Foreign Body Removal,1,PKG,99999-99-99,5499.900000000001,
FMENT-3139,Esophagoscopy,1,PKG,30473-03-00,3398.2200000000003,
FMENT-3141,Plastic Surgery Of Ear Lobule,1,PKG,90111-00-01,12000,
FMENT-3142,Tumor Surgery Of Throat,1,PKG,90335-01-00,12751.2,
FMENT-3143,Tracheostomy,1,PKG,41881-00-00,13305.6,
FMENT-3144,Incision & Drainage Of Quinsy Under G.A.,1,PKG,41807-00-00,2546.46,
FMENT-3145,Resection Of Submandibular Gland,1,PKG,30256-00-00,12000,
FMENT-3146,Lymph Node Biopsy Of Neck,1,PKG,30075-00-00,6900,
FMENT-3147,Throat Foreign Body Removal G.A.,DAY CASE,PKG,99999-99-99,2309.58,
FMENT-3148,Snoring Surgery (Uvulopalatopharyngoplasty  Including Barbed Sutures ,1,PKG,41786-00-00,12000,
FMENT-3150,Cleft Palate Repair,1,PKG,45710-00-00,13305.6,
FMENT-3151,Removal Of Submandibular Gland Stone (Medium),1,PKG,30266-02-00,4205.25,
FMENT-3152,Hypopharyngoscopy,DAY CASE,PKG,90149-00-00,3368.925,
FMENT-3153,Adenotonsilectomy,1,PKG,41789-01-00,5735.625,
FMENT-3154,Unilateral Myringatomy (G.A.),DAY CASE,PKG,41626-00-00,2220,
FMENT-3155,Bilateral Myringatomy (G.A.),DAY CASE,PKG,41626-01-00,4620,
FMENT-3156,Myringatomy & Grommet (G.A.) Unilateral,DAY CASE,PKG,41626-00-00,4648.875,
FMENT-3157,Myringatomy & Grommet (G.A.) Bilateral,1,PKG,41626-01-00,5856.375,
FMENT-3158,Myringoplasty,1,PKG,41530-00-01,9424.800000000001,
FMENT-3159,Tympanoplasty + Mastoidectomy,1,PKG,41560-00-01,13305.6,
FMENT-3160,Radical Mastoidectomy,2,PKG,41557-01-01,15346.800000000001,
FMENT-3161,Stapedectomy Including Prosthesis,1,PKG,41608-00-01,18000,
FMENT-3162,Endolymphatic Shunt,1,PKG,90281-00-00,14798.7,
FMENT-3163,Labyrinthectomy,1,PKG,41572-00-01,14250.6,
FMENT-3164,Vestibular Neurectomy,1,PKG,39500-00-00,20512.8,
FMENT-3165,Facial Nerve Surgery,2,PKG,41569-00-00,15346.800000000001,
FMENT-3166,Ossiculoplasty,1,PKG,41539-00-01,12751.2,
FMENT-3167,Second Stage Of Two Stage Tympanoplasty,1,PKG,41530-00-01,8700,
FMENT-3168,Implantable Hearing Aid,1,PKG,96092-00-41,10921.68,
FMENT-3169,Laser Ear Surgery,1,PKG,90111-00-01,10921.68,
FMENT-3170,Mastoid Abscess Drainage Under G.A.,DAY CASE,PKG,92514-99-00,2309.58,
FMENT-3171,Ear Foreign Body Removal Under G.A.,DAY CASE,PKG,41503-00-01,2309.58,
FMENT-3172,Suction Clearance Under G.A.,DAY CASE,PKG,96157-00-00,2546.46,
FMENT-3174,Incision & Drainage Of External Ear Abscess,DAY CASE,PKG,30223-01-00,2309.58,
FMENT-3175,Bat Ear Surgery,1,PKG,45659-00-01,12751.2,
FMENT-3176,Exploratory Tympanotomy,1,PKG,41629-00-01,9979.2,
FMENT-3177,Pre Auriclar Fistula Excision,1,PKG,30104-00-01,10533.6,
FMENT-3178,Tympanoplasty,1,PKG,41530-00-01,10533.6,
FMENT-3179,Cortical Mastoidectomy,1,PKG,41545-00-01,7774.7175,
FMENT-3180,Total Laryngectomy,3,PKG,41834-00-00,50000,
FMENT-3181,Partial Laryngectomy,3,PKG,41840-00-00,45000,
FMENT-3182,Block Neck Dissection,2,PKG,31435-00-00,24633,
FMENT-3184,Total Parotidectomy,2,PKG,30247-00-00,25704,
FMENT-3185,Thyroglossal Cyst Excision,1,PKG,30313-00-00,14798.7,
FMENT-3186,Branchial Fistulectomy,1,PKG,30289-00-00,25704,
FMENT-3187,Pk-Burn Scar - Small Area (Skincare) Incl O.R. Anesthesia One Night In Hospital,1,PKG,30010-00-10,7200,
FMENT-3188,Pk-Burn Scar - Medium Area (Skincare)Incl O.R. -Anesthesia One Night In Hospital,1,PKG,30010-00-20,9600,
FMENT-3189,Pk-Burn Scar - Large Area (Skincare) Incl O.R. Anesthesia One Night In Hospital,1,PKG,30014-00-00,12000,
FMENT-3190,"Pk-Burn Scar - Large ""A"" Area (Skincare)Incl O.R. Anesthesia One Night In Hospital",1,PKG,90675-00-00,14400,
FMENT-3191,Pk-Punch Graft - Small Area (Skincare) Incl O.R. Anesthesia One Night In Hospital,1,PKG,45439-00-00,7200,
FMENT-3192,Pk-Punch Graft - Medium Area (Skincare) Incl O.R. Anesthesia One Night In Hospital,1,PKG,45451-25-00,9600,
FMENT-3193,Pk-Punch Graft - Large Area (Skincare) Incl O.R. Anesthesia One Night In Hospital,1,PKG,45451-25-00,12000,
FMENT-3194,"Pk-Punch Graft - Large ""A"" Area (Skincare) Incl O.R. Anesthesia One Night In Hospital",1,PKG,45451-25-00,14400,
FMENT-3195,Pk-Arm Lifting - Small (Skincare) Incl O.R. Anesthesia One Night In Hospital,1,PKG,90676-00-00,14400,
FMENT-3196,Pk-Arm Lifting - Medium (Skincare) Incl O.R. Anesthesia One Night In Hospital,1,PKG,90676-00-00,16800,
FMENT-3197,Pk-Arm Lifting - Large (Skincare) Incl O.R. Anesthesia One Night In Hospital,1,PKG,90676-00-00,19200,
FMENT-3198,"Pk-Septo Rhinoplasty(Small) Incl O.R. Lab, Anesthesia One Night In Hospital",1,PKG,45641-00-00,14400,
FMENT-3204,Pk-Revision Of Rhinoplasty (Skincare),1,PKG,45650-00-00,5000,
FMENT-3205,Pk-Facelift & Necklift Including O.R.Aneshesia Two Night In Hospital,1,PKG,45587-00-00,21600,
FMENT-3206,Pk-Partial Face Lift (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,90675-00-00,14400,
FMENT-3207,Pk-Upper Bleparoplasty (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,42584-00-01,9600,
FMENT-3208,Pk-Lower Bleparoplasty (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,90676-00-00,9600,
FMENT-3209,Pk-In-Complete Cleft Lip (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45692-00-00,12000,
FMENT-3210,Pk-Complete Cleft Lip (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45695-00-00,14400,
FMENT-3211,Pk-Forehead Lift (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45587-00-00,14400,
FMENT-3212,Pk-Otoplasty - Ear Reshaping- Small (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,90110-00-01,12000,
FMENT-3213,Pk-Otoplasty - Ear Reshaping- Large Including O.R. Anaeasthesia One Night In Hospital(Skincare),1,PKG,45659-01-01,14400,
FMENT-3215,"Pk-Congenital Deformity (Hands, Feet, Nose) Small (Skincare)",1,PKG,90604-00-00,12000,
FMENT-3216,"Pk-Congenital Deformity (Hands, Feet, Nose) Medium (Skincare) Including O.R. Anaeasthesia One Night In Hospital",1,PKG,90604-00-00,14400,
FMENT-3217,"Pk-Congenital Deformity (Hands, Feet, Nose) Large (Skincare) Including O.R. Anaeasthesia One Night In Hospital",1,PKG,90604-00-00,16800,
FMENT-3218,Pk-Chin Osteotomy (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,48239-00-00,18000,
FMENT-3219,Pk-Facelift By Threading (Wire) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45587-00-00,19200,
FMENT-3220,Pk-Eye Brow Lift By Threading (Wire) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,90676-00-00,12000,
FMENT-3221,Pk-Breast Augmentation (Gel Implant) Including O.R. Implant One Night In Hospital,1,PKG,90723-00-00,19200,
FMENT-3222,Pk-Breast Augmentation (Silicone) Including O.R. Implant One Night In Hospital,1,PKG,90676-00-00,18000,
FMENT-3223,"Pk-Breast Lift - Small (No Implant) Including O.R, Lab , Two Night In Hospital",1,PKG,45556-00-01,19200,
FMENT-3224,"Pk-Breast Lift - Large (No Implant) Including O.R, Lab, Two Night In Hospital",2,PKG,90676-00-00,21600,
FMENT-3225,"Pk-Breast Reduction (Small-Medium) Including O.R, Lab,Two Night In Hospital",1,PKG,45522-00-00,19200,
FMENT-3226,"Pk-Breast Reduction (Large) Including O.R, Lab, Two Night In Hospital",2,PKG,90676-00-00,21600,
FMENT-3227,Pk-Liposuction Abdomen - Small (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,9600,
FMENT-3228,Pk-Liposuction Abdomen - Medium (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,12000,
FMENT-3229,Pk-Liposuction Abdomen -Large (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,14400,
FMENT-3230,Pk-Liposuction Lateral Thighs (Small-Medium) (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,9600,
FMENT-3231,Pk-Liposuction Lateral Thighs (Large) (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,12000,
FMENT-3232,Pk-Liposuction Medial Thighs (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,9600,
FMENT-3233,Pk-Liposuction Knees (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,8400,
FMENT-3234,Pk-Liposuction Ankles (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,8400,
FMENT-3235,Pk-Liposuction Gynocomastia - Small (Skincare) Including O.R. Anaeasthesia One Night In Hospital,1,PKG,45584-00-00,12000,
