SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,CASH  PRICE
2152059,RESPIRATORY,RESPIRATORY THERAPY,"VENTILATION ASSISTMENT, INITIATION OF PRESSURE VENTILATORS /OBSERVATION, INITIAL DAY ",مساعدة في التهوية ، بدء تهوية / مراقبة الضغط ، اليوم الأولي,750.0
2152060,RESPIRATORY,RESPIRATORY THERAPY,VENTILATION ASSISTMENT AND MANAGEMENT; EACH SUBSEQUENT DAY ,مساعدة التهوية وإدارتها ؛ كل يوم لاحق,250.0
2162001,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 1 - I.Q. - ADULT / CHILD, التقييم النفسى - المستوى الاول - اختبارات الذكاء ( للاطفال - الراشدين ),825.0
2162002,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ORGANICITY, التقييم النفسى - المستوى الثانى - الاختبارات النفسية والعصبية  ,412.5
2162003,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - SCHIZOPHRENIA, التقييم النفسى - المستوى الثانى - اختبارات الفصام ,412.5
2162004,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - DEPRESSION, التقييم النفسى - المستوى الثانى - اختبارات الاكتئاب,412.5
2162005,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - ANXIETY, التقييم النفسى - المستوى الثانى - اختبارات القلق,412.5
2162006,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - OCD, التقييم النفسى - المستوى الثانى - اختبارات الوسواس القهرى,412.5
2162007,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PANIC & PHOBIA,  التقييم النفسى - المستوى الثانى - اختبارات الهلع والمخاوف المرضية,412.5
2162008,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 2 - PERSONALITY, التقييم النفسى - المستوى الثانى - اختبارات الشخصية ,412.5
2162009,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - PSYCHOSOCIAL , التقييم النفسى - المستوى الثالث - الاختبارات النفسية الاجتماعية ,300.0
2162010,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SLEEP, التقييم النفسى - المستوى الثالث - اختبارات النوم,300.0
2162011,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - SELF SATISFACTION, التقييم النفسى - المستوى الثالث - اختبارات توكيد الذات,300.0
2162012,PSYCHIATRY,PSYCO THERAPY,PSYCHOLOGICAL ASSESSMENT- CATEGORY 3 - OTHER SCALES, التقييم النفسى - المستوى الثالث - اختبارات اخرى,300.0
2162013,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY BRIEF PER SESSION, الجلسات النفسية - جلسة نفسية بسيطة,262.5
2162014,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (BEHAVIOUR) PER SESSION, الجلسات النفسية - جلسة العلاج السلوكى,262.5
2162015,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (SPEECH) PER SESSION, الجلسات النفسية - جلسة علاج معرفى,262.5
2162016,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (COGNITIVE) PER SESSION, الجلسات النفسية - جلسة علاج معرفى,262.5
2162017,PSYCHIATRY,PSYCO THERAPY,PSYCHOTHERAPY (COUPLE) PER SESSION, الجلساتالنفسبة - جلسة علاج زواجى,262.5
2162018,PSYCHIATRY,PSYCO THERAPY,CHILD ANXIETY MANIFEST LEVEL,  مقياس قلق الاطفال,337.5
2162019,PSYCHIATRY,PSYCO THERAPY,CHILD BEHAVIOUR CHECK LIST, قائمة ملاحظة سلوك الاطفال,262.5
2162020,PSYCHIATRY,PSYCO THERAPY,MIDDLE SEX SCALE, مقياس ميدل سيكس,412.5
2162021,PSYCHIATRY,PSYCO THERAPY,MMPI SUB SCALE, مقياس الشخصية متعدد الاوجه,412.5
2162022,PSYCHIATRY,PSYCO THERAPY,SELF ESTEEM INVENTORY, مقياس تقدير الذات للاطفال,262.5
2162023,PSYCHIATRY,PSYCO THERAPY,BECK DEPRESSION INVENTORY, مقياس الاكتئاب فى الاطفال,412.5
2162024,PSYCHIATRY,PSYCO THERAPY,PERFORMANCE ANXIETY SCALE, مقياس قلق الاختبار,412.5
2162025,PSYCHIATRY,PSYCO THERAPY,SELF ASSESSMENT SCALE, مقياس مفهوم الذات,412.5
2162026,PSYCHIATRY,PSYCO THERAPY,EATING DISORDER SCALE, مقياس اضطرابات الطعام,487.5
2162027,PSYCHIATRY,PSYCO THERAPY,BULIMIA NERVOSA SCALE, مقياس الشره العصبى,412.5
2162028,PSYCHIATRY,PSYCO THERAPY,ANOREXIA NERVOSA SCALE, مقياس فقدان الشهية العصبى,412.5
2162029,PSYCHIATRY,PSYCO THERAPY,BENDER GESTALAT SCALE, مقياس بندر جشتلت,387.5
2162030,PSYCHIATRY,PSYCO THERAPY,A D H D SCALE, مقياس فرط الحركة ونقص الانتباه,487.5
2162031,PSYCHIATRY,PSYCO THERAPY,BRIEF PSYCHOTHERAPY 6 SESSIONS, الجلسات النفسية - جلسة نفسية بسيطة عدد ست جلسات,1168.75
2162032,PSYCHIATRY,PSYCO THERAPY,BEHAVIOUR THERAPY 6 SESSIONS, الجلسات النفسية - جلسة العلاج السلوكى عدد ست جلسات,1168.75
2162033,PSYCHIATRY,PSYCO THERAPY,RELAXATION THERAPY, جلسة الاسترخاء,487.5
2162034,PSYCHIATRY,PSYCO THERAPY,CARS SCALE FOR AUTISM,مقياس فحص التوحد,500.0
2162035,PSYCHIATRY,PSYCO THERAPY,TAT TEST OF PERSONALITY,مقياس تات لفحص الشخصية,262.5
2162036,PSYCHIATRY,PSYCO THERAPY,COMPLETE SENTENCE TEST OF PERSONALITY,فحص الشخصية,262.5
2172001,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; DIAGNOSTIC W/O BIOPSY, التنظير الداخلي العلوي ؛ التشخيص بدون الخزعة,1500.0
2172002,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; W/BIOPSY, SINGLE/MULTIPLE", التنظير الداخلي العلوي ؛ مع / خزعة ، واحدة / متعددة,3125.0
2172003,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/POLYPECTOMY,التنظير الداخلي العلوي ؛ مع / ازالة التدرن,3125.0
2172004,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ MUCOSAL RESECTION,التنظير الداخلي العلوي ؛ مع / استئصال الغشاء المخاطي,3906.25
2172005,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/FOREIGN BODY EXTRACTION,التنظير الداخلي العلوي ؛ مع / استخراج جسم غريب,3906.25
2172006,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; W/ BAND LIGATION, ESOPHAGIAL ",التنظير الداخلي العلوي ؛ مع / ربط الحزام ، المريء,7031.25
2172007,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; GASTRIC VARIESES INJECTION,التنظير الداخلي العلوي ؛ حقن دوالي المعدة,6250.0
2172008,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; ESOPHAGIAL VARIESES SCLEROTHERAPY,التنظير الداخلي العلوي ؛  العلاج دوالي المريء بالتصلب,7031.25
2172009,GASTRO-ENTEROLOGY,ENDOSCOPY ,"EGD/UPPER GI ENDOSCOPY; ESOPHAGUS, DUODENUM. STRICTURE  DILATATION BY BALLOON ",التنظير الداخلي العلوي ؛ المريء /الاثني عشر. توسيع التضيق بالبالون,6250.0
2172010,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; ESOPHAGUS/DUODENUM STENT PLACEMENT.  (IMPLANT NOT INCLUDED),التنظير الداخلي العلوي ؛ المريء / الاثني عشر وضع الدعامات,6250.0
2172011,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; DILATATION FOR ACHALASIA ,التنظير الداخلي العلوي ؛ توسع لتعذر الارتخاء في المريء,6250.0
2172012,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/CLOSURE OF PERFORATION,التنظير الداخلي العلوي ؛ مع / إغلاق ثقب,7031.25
2172013,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ GASTRIC BALLOON PLACEMENT  (IMPLANT NOT INCLUDED),التنظير الداخلي العلوي ؛ مع / وضع بالون في المعدة ,6250.0
2172014,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION / ELECTROCOAGULATION /ARGON PLASMA COAGULATION),التنظير الداخلي العلوي ؛ مع / العلاج النزيف (حقن / التخثير الكهربائي / تخثر الأرجون البلازما),7031.25
2172015,GASTRO-ENTEROLOGY,ENDOSCOPY ,EGD/UPPER GI ENDOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),التنظير الداخلي العلوي ؛ مع / العلاج انزيف عن طريق الملقاط ,6250.0
2172016,GASTRO-ENTEROLOGY,ENDOSCOPY ,PER CUTANEOUS ENDOSCOPIC GASTROSTOMY W/ TUBE PLACEMENT (PEG), فغر المعدة بالمنظار مع / وضع أنبوب (الوتد),5468.75
2172017,GASTRO-ENTEROLOGY,ENDOSCOPY ,PER CUTANEOUS ENDOSCOPIC GASTROSTOMY W/ TUBE REPLACEMENT (PEG),فغر المعدة بالمنظار مع / استبدال أنبوب (الوتد),1562.5
2172018,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / PUSH (DIAGNOSTIC / THERAPITIC),تنظير / دفع (تشخيصي / علاجي),5468.75
2172019,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / DOUBLE BALLOON ,تنظير / بالون مزدوج,5468.75
2172020,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENTEROSCOPY / CAPSULE ENDOSCOPY (ENTEROSCOPY & COLONOSCOPY),التنظير المعوي / كبسولة التنظير (تنظير الأمعاء والقولون),8593.75
2172021,GASTRO-ENTEROLOGY,ENDOSCOPY ,"COLONOSCOPY, DIAGNOSTIC W/O BIOPSY ",تنظير القولون ، التشخيص بدون خزعة,3906.25
2172022,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONSCOPY WITH BIOPSY ,تنظير القولون ، التشخيص مع خزعة,4687.5
2172023,GASTRO-ENTEROLOGY,ENDOSCOPY ,"COLONOSCOPY, W/ POLYPECTOMY",تنظير القولون ، مع / استئصال التدرن,4687.5
2172024,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ MUCOSAL RESECTION (EMR),تنظير القولون. مع / استئصال الغشاء المخاطي ,4687.5
2172025,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ STRICTURE DILATATION ,تنظير القولون. مع / توسع التضيق,4687.5
2172026,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ METALIC STENT PLACEMENT (IMPLANT NOT INCLUDED),تنظير القولون. مع / وضع الدعامة المعدنية ,5468.75
2172027,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ HEMOSTATIC TREATMENT (INJECTION/ELECTROCOAGULATION/ARGON PLASMA COAGULATION),تنظير القولون. مع / العلاج النزيف (حقن / التخثير الكهربائي / تخثر الأرجون البلازما),7031.25
2172028,GASTRO-ENTEROLOGY,ENDOSCOPY ,COLONOSCOPY; W/ HEMOSTATIC TREATMENT BY CLIPPING (IMPLANT NOT INCLUDED),تنظير القولون. مع / العلاج النزيف عن طريق الملقاط ,6250.0
2172029,GASTRO-ENTEROLOGY,ENDOSCOPY ,ERCP DIAGNOSTIC - W/ BRUSH BIOPSY & CYTOLOGY, التشخيص - مع / فرشاة خزعة وعلم الخلايا,5859.375
2172030,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - STONE EXTRACTION.",ercp، w / شق العضلة العاصرة  - استخراج الحجارة.,6640.625
2172031,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, MECHANICAL LITHOTRIPSY FOR STONE W/ OR W/O SPHINCTEROTOMY", ، تفتيت الحصوات الميكانيكي للحجر مع / أو بدون شق العضلة العاصرة ,10156.25
2172032,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BALLOON DILATATION & STONE EXTRACTION. ", شق العضلة العاصرة - توسع بالبالون واستخراج الأحجار.,6250.0
2172033,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - LARGE BALLOON PAPILLARY DILATATION & STONE EXTRACTION W/ SPHINCTEROTOMY,",  شق العضلة العاصرة  - توسع حليمي بالون كبير واستخراج الحجارة,7421.875
2172034,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BILIARY STENT PLACEMENT. (IMPLANT NOT INCLUDED)",المصرة العظمية - وضع الدعامات الصفراوية.,6250.0
2172035,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - BILIARY STRICTURE DILATATION", المصرة العظمية - توسع تضيق الصفراوي,6640.625
2172036,GASTRO-ENTEROLOGY,ENDOSCOPY ,"ERCP, W/ SPHINCTEROTOMY - NASO-BILIARY DRAINAGE",شق العضلة العاصرة  - تصريف الأنف الصفراوية,6250.0
2172037,GASTRO-ENTEROLOGY,ENDOSCOPY ,PROCTOSCOPY, تنظير المستقيم - عيادة خارجية ,262.5
2172038,GASTRO-ENTEROLOGY,ENDOSCOPY ,REGID SIGMAIDOSCOPY, منظــار الـسيـنـي,1012.5
2172039,GASTRO-ENTEROLOGY,ENDOSCOPY ,SIGMOIDDOSCOPY DIAGNOSTIC, منظـار الـقـولـون الـسيـني,1050.0
2172040,GASTRO-ENTEROLOGY,ENDOSCOPY ,SIGMOIDOSCOPY DIAGNOSTIC + BIOPSY, منظـار الـقـولـون السيـني مع عيـنـه ,1500.0
2172041,GASTRO-ENTEROLOGY,ENDOSCOPY ,HEAT PROBE COAGULATION, التخسر الحرارى المنظار,1050.0
2172042,GASTRO-ENTEROLOGY,ENDOSCOPY ,CAPSULE ENDOSCOPY,منظار باستخدام الكبسولة,10000.0
2172043,GASTRO-ENTEROLOGY,ENDOSCOPY ,ARGON PLASMA COAGULATION,خلط البلازما بواسطة غاز الأرجون,5750.0
2172044,GASTRO-ENTEROLOGY,ENDOSCOPY ,EMG ELECTROMYOGRAPHY OF ANORECTUM,فحص اي ام جي للعضلات,6250.0
2172045,GASTRO-ENTEROLOGY,ENDOSCOPY ,PEDIATRIC ENDOSCOPY + GA,منظار معدة للاطفال تحت تاثير التخدير الكلى,9375.0
2172046,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUBMUCOSAL DISSECTION  ,استئصال ورم بالجهاز الهضمى باستخدام سكين قطع تحت الجدار السطحى,15000.0
2172047,GASTRO-ENTEROLOGY,ENDOSCOPY ,PYLO TEST FOR H.PYLORI,فحص هيليكوباكتر بيلوري,437.5
2172048,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (CLOSE FISTULA) (OR PERFORATION),خياطة الجهاز الهضمي بالمنظار,16250.0
2172049,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (REDUCTION OF DILATED POUCH OR STOMACH) POST SLEEVE,خياطة بالمنظار ( تصغير المعدة بعد عملية التكميم),16250.0
2172050,GASTRO-ENTEROLOGY,ENDOSCOPY ,ENDOSCOPIC SUTURING (PRIMARY),خياطة بالمنظار (تصغير المعدة الأصلية),17500.0
2172051,GASTRO-ENTEROLOGY,ENDOSCOPY ,SMART BALLOON - BARIATRIC,وضع البالونة الذكية للسمنة,20000.0
2182001,NEPHROLOGY,HAEMODIALYSIS,HAEMODIALYSIS FIRST SESSIONS , غسيل كلى الجلسة الأولى / التحال الدموي,2700.0
2182002,NEPHROLOGY,HAEMODIALYSIS,HAEMODIALYSIS REGULER SESSION, غسيل الكلى / لكل جلسة ,2250.0
2182003,NEPHROLOGY,HAEMODIALYSIS,PERITONEAL DIALYSIS , غسيل كلى بريتوني ( في غرفة العمليات ) ,5250.0
2182004,NEPHROLOGY,HAEMODIALYSIS,HAEMODIAFILTERATION  4 TO 12 HOURS - PER SESSION, ترشيح دمــوي 4-12 ساعات,6750.0
2182005,NEPHROLOGY,HAEMODIALYSIS,CONTINOUS HAEMOFILTRATION 12 TO 24 HOURS PER SESSION, ترشيح دمـوي مستمر 12-24 ساعات,11250.0
2182006,NEPHROLOGY,HAEMODIALYSIS,PLASMA PHERESIS / EXCHANGE PER SESSION, تنقية البلازمـا / جلسة واحـدة,5250.0
2182007,NEPHROLOGY,HAEMODIALYSIS,INSERTION OF CENTRAL VASCULAR CATHETER(FEMORAL/SUBCLAVIAN/JUGULAR), تثبيت قسطرة وريد مركزية ,8250.0
2182008,NEPHROLOGY,HAEMODIALYSIS,SODIUM PROFILING,  صوديوم بـروفـيـل,681.25
2182009,NEPHROLOGY,HAEMODIALYSIS,ACTIVATED CLOTTING TIME,  تنشيط زمـن التجـلـط,56.25
2182010,NEPHROLOGY,HAEMODIALYSIS,ULTRA FILTRATION PROFILING,  تحليل كامل عالي الترشيح,712.5
2182011,NEPHROLOGY,HAEMODIALYSIS,DEFORAXAMINE TESTING, ديفـوراكسميـن,712.5
2182012,NEPHROLOGY,HAEMODIALYSIS,"COAGULATION PROFILE COMPLETE (PT, PTT, CT)", تحليل كامل لعوامل التجلط,1275.0
2182013,NEPHROLOGY,HAEMODIALYSIS,"HEPATITIS PROFILE (HP, B, HP-C & HIV)", تحليل كامل للإلتهاب الكبدي,1275.0
2182014,NEPHROLOGY,HAEMODIALYSIS,CENTRAL VENOUS PRESSURE MONITORING, مراقبة الضغط الوريدي المركزي,262.5
2182015,NEPHROLOGY,HAEMODIALYSIS,PERMANENT PERITONEAL CATHETER, ثابتة من الغشاء البروتيني / قسطرة بروتينية مؤقته,3675.0
2182016,NEPHROLOGY,HAEMODIALYSIS,ACUTE PERITONEAL CATHETER, مؤقته من الغشاء البروتيني / قسطرة بروتينية مؤقته ,1950.0
2182017,NEPHROLOGY,HAEMODIALYSIS,DIALYSER , ديـلـيـــزر,600.0
2182018,NEPHROLOGY,HAEMODIALYSIS,SODIUM BICARBONATE ( LITRE), بيكاربونات الصوديوم / لـيـتـر,300.0
2182019,NEPHROLOGY,HAEMODIALYSIS,ACID CONCENTRATE ( LITRE), قياس الحمض المـركـز ( لـيـتـر),37.5
2182020,NEPHROLOGY,HAEMODIALYSIS,INSERTION OF PERMA CATH TUNNEL LINE, تثبيت قسطرة بيرمي كاث,9000.0
2182021,NEPHROLOGY,HAEMODIALYSIS,REVISION SUBCLAVIAN / JUGULAR CATH, إعادة تثبيت قسطرة وريد مركزية,1950.0
2182022,NEPHROLOGY,HAEMODIALYSIS,REMOVAL OF PERMA CATH, إزالة قسطرة بيرمي كاث,1125.0
2182023,NEPHROLOGY,HAEMODIALYSIS,REMOVAL OF SUBCLAVIAN / JUGULAR / FEMORAL CATH, إزالة قسطرة وريد مركزية,412.5
2182024,NEPHROLOGY,HAEMODIALYSIS,PERMICATH MANIPULATION, تعديل وضع القسطرة,8250.0
2182025,NEPHROLOGY,HAEMODIALYSIS,"VASCATH ,  JUGULAR - FEMORAL  OR  SUBCLAVIAN",برميكاث مؤقتة عبر الوريد الوداجي / تحت التلرقوي/الفخذي,7500.0
2182026,NEPHROLOGY,HAEMODIALYSIS,CASH / HAEMODIALYSIS REGULER / (6) SESSIONS, غسيل الكلى / 6 جلسات ,6000.0
2182027,NEPHROLOGY,HAEMODIALYSIS,CASH / HAEMODIALYSIS REGULER / (12) SESSIONS, غسيل الكلى / 12 جلسة ,10000.0
2182028,NEPHROLOGY,HAEMODIALYSIS,CASH / HAEMODIALYSIS REGULER / (6) SESSIONS WITH INVESTIGATIONS, غسيل الكلى / 6 جلسات ,7000.0
2182029,NEPHROLOGY,HAEMODIALYSIS,CASH / HAEMODIALYSIS REGULER / (12) SESSIONS WITH INVESTIGATIONS, غسيل الكلى / 12 جلسة ,11000.0
2192001,OBS/GYN ,OBS/GYN SERVICES ,DELIVERY ROOM CHARGES, أجرة غرفة الولادة,375.0
2192002,OBS/GYN ,OBS/GYN SERVICES ,ASSISTED DELIVERY (FORCEPS / VACUUM) ADDED TO THE MAIN CODE,مساعدة الولادة ( الملقاط / الشفط) تضاف للإجراء الأساسي,1562.5
2192003,OBS/GYN ,OBS/GYN SERVICES ,INDUCTION OF LABOR (IOL),تحريض المخاض للمساعدة على الولادة,1312.5
2192004,OBS/GYN ,OBS/GYN SERVICES ,SUTURING OF VAGINAL TEAR, خياطـة تمـزق المهبل,262.5
2192005,OBS/GYN ,OBS/GYN SERVICES ,EPISIOTOMY, خـزع الفـرج الـواقـي,262.5
2192006,OBS/GYN ,OBS/GYN SERVICES ,ARTIFICIAL RUPTURE MEMBRANE (ARM), فتح جيب المياه حول الجنين,262.5
2192007,OBS/GYN ,OBS/GYN SERVICES ,CARDIOTOCOGRAPHY PER HOUR (CTG / FETAL HEART), مراقبة دقات قلب الجنين / بالساعة,487.5
2192008,OBS/GYN ,OBS/GYN SERVICES ,CARDIOTOCOGRAPHY MAXIMUM CHARGE (FETAL HEART), مراقبة دقات قلب الجنين / الحد الأقصى ,775.0
2192009,OBS/GYN ,OBS/GYN SERVICES ,CAUTERIZATION OF CERVIX, كـي عنق الرحم - عيادة خارجية,375.0
2192010,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF IUCD, وضع مانع حمل داخل الرحم ( لولب ),675.0
2192011,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF IUCD, إزالة مانع الحمل,225.0
2192012,OBS/GYN ,OBS/GYN SERVICES ,INSERTION OF RING PESSARY - HODGE PESSARY,وضع ساند حلقى للرحم,87.5
2192013,OBS/GYN ,OBS/GYN SERVICES ,AMNIOSCOPY, تنظير السائل الأمينوسي ( الرحمي ) ,412.5
2192014,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY WITHOUT BIOPSY ,منظار عنق الرحم بدون عينه,750.0
2192015,OBS/GYN ,OBS/GYN SERVICES ,ANTI-D INJECTION , حقنه مضادة  لتنافر زمر الـدم,525.0
2192016,OBS/GYN ,OBS/GYN SERVICES ,COLPOSCOPY WITH BIOPSY ,منظار عنق الرحم مع اخذ عينه,1275.0
2192017,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY, منظار تشخيصي للرحم,4125.0
2192018,OBS/GYN ,OBS/GYN SERVICES ,DIAGNOSTIC HYSTROSCOPY WITH D & C, منظار تشخيصي للرحم مع عميلة كحت,7800.0
2192019,OBS/GYN ,OBS/GYN SERVICES ,REMOVAL OF HEMOVAC, إزالة الهيموفاك,487.5
2192020,OBS/GYN ,OBS/GYN SERVICES ,BREAST SUCTIONING, تفريغ الثدى ,525.0
2192022,OBS/GYN ,OBS/GYN SERVICES ,CRYO CAUTERIZATION OF CERVIX, كي عنق الرحم : كي قري أولي/إعادة ,825.0
2192023,OBS/GYN ,OBS/GYN SERVICES ,NEONATAL SCREENING ,الفحص المبكر لحديثي الولادة,593.75
2192024,OBS/GYN ,OBS/GYN SERVICES ,LARGE LOOP EXCISION OF TRANSFORMATION ZOON (LLETZ) ADDED TO THE MAIN CODE,علاج امراض عنق الرحم - يضاف على الخدمة المنظار,2625.0
