Departemnt,code,Discription,Price,Revised,SBS
CSS,SMO11341,COMPONENT TIBIAL L1 X-SMALL LINK #318-313/01,10985.625,10985.625,32832
CSS,MS-M-000510,MODULAR ECCENTRIC EPIPHYSIS SIZE 2 RIGHT  J&J#1307-20-203 JOH. & JOH. # 1307-20-203,10937.916000000001,10937.916000000001,61467
CSS,MS-L-000628, LUMBER CAGE 10 PL PLIFE ORIO CHM # L7109-10-526,10935.0,10935.0,61230
CSS,MS-P-001624,PLATE HUMERAL PHILOS LONG PROXIMAL DIAPHYSEAL 3.5MM 8HOLES SYNTHES #241.921,10920.7575,10920.7575,64673
CSS,MS-G-000698,GLENOSPHERE STANDARD 42 MM J&J#1307-60-142 JOH. & JOH. # 1307-60-142,10889.928000000002,10889.928000000002,33711
CSS,MS-G-000699,GLENOSPHERE ECCENTRIC 38MM  J&J # 1307-60-038 JOH. & JOH. # 1307-60-038,10889.683875,10889.683875,33711
CSS,MS-F-000340,FIXATOR DYNAMIC AXIAL DAF W/135 ANGELED CLAMP MEDIUM OSTEONIC 40156,10881.0,10881.0,48011
CSS,MS-P-000560,PLATE ORBITAL PERFORMED SYNTHES #04.503.801,10881.0,10881.0,46642
CSS,MS-P-001875,PLATE LCP PROX FEMORAL 4.5 X 10 HOLE SYNTHES #242.810,10881.0,10881.0,61573
CSS,MS-S-000530,STENT WALL UNI ENDOPROSTHESIS MP 7X40MM BOSTON SCIENTIFIC #M001731190,10881.0,10881.0,43583
CSS,MS-S-000532,STENT WALL GRAFT 7X20MM 9FR,10881.0,10881.0,43583
CSS,MS-S-000631,STENT WALL GRAFT LD ALL SIZES.,10881.0,10881.0,43583
CSS,MS-S-010293,STENT WALLS CAROTID 7X50MM 135CM BOSTON # H965SCH647090,10881.0,10881.0,45851
CSS,MS-S-010334,STENT WALLS CAROTID 7X40MM 135CM BOSTON # H965SCH647080,10881.0,10881.0,45851
CSS,MS-P-003924,PLATE DISTAL FEMORAL RIFGT 13HOLEOSTEONIC#K1E.50100,10863.5625,10863.5625,38155
CSS,MS-P-001704,PLATE LATERAL DISTAL 2.7MM 4HOLE SYNTHES #02.118.403,10828.6875,10828.6875,61573
CSS,MS-P-001709,PLATE LATERAL DISTAL VA-LCP 2.7 MM 6 HOLE  SYNTHES # 02.118.406,10828.6875,10828.6875,61573
CSS,MS-P-002115,PLATE VA-LCP LATERAL DISTAL FIBULA 2.7 / 6 HOLE SYNTHES # 02.118.407,10828.6875,10828.6875,61573
CATH LAB,FMCAT-0041,PRIMARY PCI WITHOUT THROMBUS ASPIRATION,10823.0,10823.0,38700-00-00
LABORATORY,FMLABM0004,IMMUNOPHENOTYPING BY FLOWCYTOMETRY,10810.0,10810.0,83700-00-00
CSS,MS-S-001134,STENT F/CORONARY GRAFT JOSTENT ALL SIZES,10776.375,10776.375,53616
CSS,MS-P-001868,PLATE LCP SUP ANT CLAVIC PL 3.5 6 HOLES LEFT SST #02.112.027,10765.9125,10765.9125,61573
CSS,MS-P-001710,PLATE DISTAL TIBIAL VA-LCP 2.7/3.5 MM X 4 HOLE  SYNTHES # 02.118.002,10745.7687,10745.7687,46585
CSS,MS-N-001442,NAIL ANATOMICAL FEMORAL 12X380MM TITANIUM CHM # 3.5108.338,10741.5,10741.5,56643
CSS,MS-N-001601,NAIL ANATOMICAL FEMORAL RIGHT 10X380 CHM # 3.5106.380,10741.5,10741.5,56643
CSS,MS-N-001603,NAIL FEMORAL ANATOMICAL 12X400 CHM # 3.5109.400,10741.5,10741.5,56643
CSS,MS-G-000052,GRAFT VASCULAR PTFE SOFT 6MMX40CM #M002004810460/40S06C/40S06,10721.970000000001,10721.970000000001,35281
CSS,MS-P-001504,PLATE LCP SUPERIOR ANTERIOR CLAVICLE 2.7/3.5 LATERAL EXTENSION # 02.112.010 # 02.112.049,10719.528750000001,10719.528750000001,61573
CSS,MS-P-004623,PLATE CLAVICLE HOOK 4 HOLE M CHM #3.4026.504,10719.528750000001,10719.528750000001,45471
E. N. T.,FMENTK0010,SELECTIVE NECK DISSECTION,10717.0,10717.0,83700-00-00
E. N. T.,FMENTE0037,FITTING OF COMPACT DIGIFOCUS   HEARING AID,10710.0,10710.0,41557-02-01
CSS,MS-T-001468,TORQUE LINITER 1.5 MM SYNTHES # 511.776,10695.116250000001,10695.116250000001,61573
CSS,MS-L-000626,LEFT NAIL FEMORAL ANATOMICAL 10X360MM POLAND CHM # 3.5105.360,10671.75,10671.75,59951
CSS,MS-G-000117,GRAFT VASCU.SILVER BIFURCATED 16X8MM 40CMB.BRAUN #1108015,10668.2625,10668.2625,60467
CSS,MS-P-002168,PLATE VA-LCP PROX 3.5/2.7MM X 4 HOLE SYNTHES # 02.107.304,10668.2625,10668.2625,61573
CSS,MS-P-001514,PLATE DISTAL HUMERAL 2.7X 9 HOLESSYNTHES #241.288,10650.825,10650.825,33702
CSS,MS-N-000072,NAIL FEMORAL FWDA STEEL 13X400MM.,10646.29125,10646.29125,56643
CSS,MS-N-000735,NAIL LATERAL FEMORAL LEFT 11MM # SYNTHES,10619.4375,10619.4375,56643
CSS,MS-C-003644,COIL SYSTEM EV3 PC-6-15-3D#QC-6-15 HELIX MEDTRONIC #QC-6-15 HELIX,10592.235,10592.235,60940
CSS,MS-V-000070,VALVE AORTIC DIFFERENT SIZES STANDARD,10591.43985,10591.43985,60240
CSS,MS-P-001763,PLATE VA PROX¿TIB 3.5MM X 14 HOLE SYNTHES #02.127.261,10587.70125,10587.70125,61573
CSS,MS-P-001823,PLATE VA LCP PROX ¿ TIB 3.5 MM X 14 HOLE  SYNTHES # 02.127.361,10587.70125,10587.70125,61573
CSS,MS-C-003632,COIL EMBOLIZATION MICROPLEX 7MM / 22 CM MICRO VENTION # 100722CSSR-V,10567.125,10567.125,60941
CSS,MS-C-003647,COIL EMBOLIZATION 8MM X 30CM HELICAL-REGULAR MICRO VENTION # 100830HCSR-R-V,10567.125,10567.125,60941
CSS,MS-C-003649,COIL EMBOLIZATION 7MM X 20 CM HELICAL-REGULAR MICRO VENTION # 100720HCSR-R-V,10567.125,10567.125,60941
CSS,MS-C-003651,COIL EMBOLIZATION 4MM X 12CM COMPASS COMPLEX  MICRO VENTION # 100412CMSR-V,10567.125,10567.125,60941
CSS,MS-C-003814,COIL EMBOLIZATION HYPERSOFT 3MM/4CM MICRO VENTION # 100304HS3D-V,10567.125,10567.125,60941
CSS,MS-C-003852,COIL COMPLEX HYDROFRAME 5MM X 10 CM MICRO VENTION # 100510HFRM-V,10567.125,10567.125,60941
CSS,MS-C-003946,COSMOS COMPLEX 8X37MICRO VENTION #100837CSSR-V,10567.125,10567.125,43583
CSS,SMO11327,COMPONENT FEMURAL R2 SMALL LINK #318-102/02,10567.125,10567.125,63995
CARDIO THORACIC SURGERY,FMCTS-0047,RIBRESECTION,10563.0,10563.0,48406-12-00
CARDIO THORACIC SURGERY,FMCTSS0021,INTERNAL PACE MAKER,10563.0,10563.0,38353-00-00
CATH LAB,FMCAT-0032,MULTI VESSEL DIRECT CORONARY STENTI,10563.0,10563.0,83700-00-00
DENTAL,FMDNTC0059,TRANSPOSITION FLAP (MODERATE),10563.0,10563.0,83700-00-00
DENTAL,FMDNTC0071,OSTEOTOMY IN THE CONDYLAR NECK,10563.0,10563.0,83700-00-00
Dental,FMDNTS0060,RIDGE AUGEMENTATION,10563.0,10563.0,45841-00-00
DENTAL,FMDNTS0087,SURGICAL EXCISION OF BENIGN   TUMOUR IN JAW,10563.0,10563.0,373
DENTAL,FMDNTS0120,OPEN REDUCTION EXTRA-ORAL MOD.,10563.0,10563.0,97338-00-00
DENTAL,FMDNTS0145,CLEFT LIP BILATERAL COMPLETE,10563.0,10563.0,83700-00-00
DENTAL,FMDNTS0149,CLEFT PALATE (SOFT & HARD),10563.0,10563.0,83700-00-00
DENTAL,FMDNTS0151,PHARYNGOPLASTY,10563.0,10563.0,45716-00-00
DENTAL,FMDNTS0155,REVISION OF SEPTOPLASTY,10563.0,10563.0,83700-00-00
DENTAL,FMDNTS0162,CHIN CORRECTION (MODERATE),10563.0,10563.0,45761-01-00
DENTAL,FMDNTS0166,CHIN AUGMENTATION (LARGE),10563.0,10563.0,45761-01-00
DENTAL,FMDNTS0167,OSTEOTOMY BODY MANDIBLE (I/O),10563.0,10563.0,45726-00-00
DENTAL,FMDNTS0175,OSTEOTOMY MAXILLA (LOCALIZED),10563.0,10563.0,45720-01-00
DENTAL,FMDNTS0180,GRAFTING SOFT TISSUE (LARGE),10563.0,10563.0,45439-00-00
NEURO SCIENCE,FMNNSCA007,POSTERIOR THORACIC SPINAL FUSION,10563.0,10563.0,83700-00-00
NEURO SCIENCE,FMNSCA0010,ANTERIOR CERVICAL DISCOTOMY W/INTER,10563.0,10563.0,83700-00-00
NEURO SCIENCE,FMNSCA0011,ANTERIOR CERVICAL DISCOTOMY PLATING,10563.0,10563.0,83700-00-00
NEURO SCIENCE,FMNSCA0016,POSTERIOR THORACIC DESCETOMY,10563.0,10563.0,40300-00-00
NEURO SCIENCE,FMNSCA0026,POSTERIOR FIXATION OF CERVICAL FRAC,10563.0,10563.0,48678-00-00
NEURO SCIENCE,FMNSCA0037,POSTERIOR THORACIC SPINAL FUSION W/,10563.0,10563.0,48642-00-00
NEURO SCIENCE,FMNSCA0049,OPEN ANTERIOR SPINAL RELEASE FOR SC,10563.0,10563.0,40351-00-00
neurosurgery,FMNEU-0118,STEREOTACTIC VENTICULOSTOMY,10563.0,10563.0,40012-00-00
neurosurgery,FMNEU-0144,CERVICAL DISSECTOMY WITH CAGE,10563.0,10563.0,40333-00-00
neurosurgery,FMNEU-0152,PUMP IMPLANTATION,10563.0,10563.0,39127-00-00
neurosurgery,FMNEU-0156,TRANS-ORAL CRAION CERVICAL DECOMPRESSION LAMENECTOMY,10563.0,10563.0,39700-00-00
neurosurgery,FMNEU-0161,OCCIPITO CERVICAL POSTERIOR FUSION SUBLAMINAR WIRE,10563.0,10563.0,83700-00-00
neurosurgery,FMNEU-0162,EXCISION OF EXTRA MEDULLARY CORD TUMOR,10563.0,10563.0,83700-00-00
neurosurgery,FMNEU-0185,INTRADURAL EXTRA MEDULLARY CORD TUMOR LUMBAR,10563.0,10563.0,83700-00-00
obstatric and Gynecology,FMOBG-0111,SIMPLE MASTECTOMY W/ AUX.LYMPH NODE RESECTION,10563.0,10563.0,31518-00-00
obstatric and Gynecology,FMOBG-0154,FALLOP.TUBE REANASTOMOSIS BIL.,10563.0,10563.0,35694-01-00
obstatric and Gynecology,FMOBG-0163,OVARIAN TUMORS RECURRENT(DEB.),10563.0,10563.0,35717-01-00
obstatric and Gynecology,FMOBG-0191,SLING OPERATION FOR CONGENITAL PROLAPSE,10563.0,10563.0,35599-00-00
obstatric and Gynecology,FMOBG-0192,DEBULKING OP. -RECURRENT       OVARIAN TUMOR,10563.0,10563.0,35720-00-00
obstatric and Gynecology,FMOBG-0197,ADHESIOLYSIS-EXCESSIVE,10563.0,10563.0,35633-00-00
PAEDIATRICS,FMPDT-0183,DIAZEPAM SUPPOSITORY,10563.0,10563.0,99999-99-99
PLASTIC SURGERY,FMPSD-0008,ROUDENT ULCER EXCISTION 2X3CM,10563.0,10563.0,83700-00-00
PLASTIC SURGERY,FMPSDA0002,HARE LIP (UNILATERAL COMPLETE),10563.0,10563.0,45677-00-00
PLASTIC SURGERY,FMPSDA0024,DOUBLE LIP (CONGENITAL LESION),10563.0,10563.0,45671-00-00
PLASTIC SURGERY,FMPSDE0014,LIFTING FACE EYELIDS BLEPHARO- PLASTY,10563.0,10563.0,83700-00-00
PLASTIC SURGERY,FMPSDJ0035,ROUDENT ULCER EXCISION 2X3 CM,10563.0,10563.0,31205-00-10
Surgery,FMSUR-0210,COMPLETE RECTAL PROLAPSE      REPAIR THROUGH THE ANUS,10563.0,10563.0,83700-00-00
Surgery,FMSUR-0279,LAPROSCOPY HYPATID CYST       (HEPATIC LESSION),10563.0,10563.0,83700-00-00
CSS,MS-N-000074,NAIL FEMORAL FWDA STEEL 14X340MM. SYNTHES No.04.027.305S,10539.9225,10539.9225,56643
CSS,MS-G-000770,GLENOSPHERE MINI BASEPLATE 25MM BIOMET # 010000589,10533.645,10533.645,48091
CSS,MS-G-000328,GRAFT VASCULAR PTFE RINGED 6X80CM MAQUET # 25044,10512.022500000001,10512.022500000001,35281
CSS,MS-P-001751,PLATE VA LCP 3.5 / 2.7MM  SYNTHES # 02.117.103,10509.581250000001,10509.581250000001,61573
CSS,MS-P-001871,PLATE 7 HOLES DORSOLATERAL SYNTHES #02.117.307,10509.581250000001,10509.581250000001,64673
CSS,MS-C-003953,COIL RESISTANT STRETCH 3 MM X 4 CM CODMAN #GLX120304,10497.375,10497.375,60940
CSS,MS-C-003954,COIL RESISTANT STRETCH DELTAXSFT 2 MM X 2 CM CODMAN #DLX100202,10497.375,10497.375,60940
CSS,MS-C-003955,COIL RESISTANT STRETCH 1.5 MM X 2.5 CM CODMAN #GLM915025,10497.375,10497.375,60940
CSS,MS-C-003997,COIL RESISTANT STRETCH DELTAXSFT 4 MM X 8 CM CODMAN #DLX100408,10497.375,10497.375,60940
CSS,MS-C-004013,COIL STRECH RESISTANT 8MMX29CM CODMAN #MFR100829,10497.375,10497.375,60940
CSS,MS-C-004014,COIL STRECH RESISTANT 7MMX21CM CODMAN #GLY120721,10497.375,10497.375,60940
CSS,MS-C-004015,COIL STRECH RESISTANT 5MMX10CM CODMAN # GLY120510,10497.375,10497.375,60940
CSS,MS-C-004016,COIL STRECH RESISTANT 3MMX6CM CODMAN #GLM930060,10497.375,10497.375,60940
CSS,MS-C-004017,COIL STRECH RESISTANT 2.5MMX5.5CM CODMAN #GLM925055,10497.375,10497.375,60940
CSS,MS-C-004026,COIL STRETCH RESISTANT GALAXY 10MM X 30CMCODMAN#GLY121030,10497.375,10497.375,60940
CSS,MS-C-004027,COIL STRETCH RESISTANT DELTFILL 7MM X 16 CM  CODMAN # DLF100716,10497.375,10497.375,60940
CSS,MS-C-004028,COIL STRETCH RESISTANT GALAXY 4MM X 7CM  CODMAN # GLY120407,10497.375,10497.375,60940
CSS,MS-F-000695,FRAME MICRUS 10 7MMX13.9CM J&J CERENOVUS USA J&J CERENOVUS USA #MFR100713,10497.375,10497.375,60940
CSS,MS-F-000696,FRAME MICRUS 10 6MMX11.9CM J&J CERENOVUS USA #MFR100611,10497.375,10497.375,60940
CSS,MS-G-000789,GALAXY G3 5MMX15CM J&J CERENOVUS USA #GLY120515,10497.375,10497.375,60940
CSS,MS-G-000790,GALAXY G3 XSFT 4MMX8CM J&J CERENOVUS USA #GLX120408,10497.375,10497.375,60940
CSS,MS-G-000791,GALAXY G3 4MMX12CM J&J CERENOVUS USA #GLY120412,10497.375,10497.375,60940
CSS,MS-G-000792,GALAXY G3 3MMX8CM J&J CERENOVUS USA #GLY120308,10497.375,10497.375,60940
CSS,MS-G-000793,GALAXY G3 XSFT HEL 2MMX4CM J&J CERENOVUS USA #GLX120204,10497.375,10497.375,60940
CSS,MS-P-001123,PLATE TIBIAL 70CM BALANSYS #79.15.0057,10497.375,10497.375,32832
CSS,MS-P-001423,PLATE TIBIAL BALANSYS 64CEM #79.15.0056,10497.375,10497.375,32832
CSS,MS-P-001719,PLATE PROXIMAL 4 HOLE  SYNTHES # 242.104,10497.375,10497.375,61573
ORTHOPAEDIC WORKSHOP,FMORW-0003,ORTHOSIS III,10497.0,10497.0,96092-00-31
OPTHALMOLOGY,FMOPTE0031,LASEK BOTH EYES,10494.0,10494.0,83700-00-00
OPTHALMOLOGY,FMOPTE0035,PRK BOTH EYES WITH MITOMYCIN,10494.0,10494.0,83700-00-00
OPTHALMOLOGY,FMOPTE0039,PTK BOTH EYES WITH MITOMYCIN,10494.0,10494.0,83700-00-00
Surgery,FMSUR-0328,TEM - RECTAL TUMOR EXCISION,10494.0,10494.0,83700-00-00
Surgery,FMSUR-0329,TEM - ANAL TUMOR EXCISION,10494.0,10494.0,83700-00-00
ORTHOPAEDIC,FMORT-9940,ILIZAROV REMOVAL,10489.0,10489.0,83700-00-00
CSS,MS-N-000206,NAIL FEMORAL FWDA 11x400MM SANATMETAL #ORT-SAN-257311400,10468.7775,10468.7775,56643
CSS,MS-N-000698,NAIL FEMORAL LATERAL11X38MM RT #04.003.456,10468.7775,10468.7775,56643
CSS,MS-N-000708,NAIL FEMORAL LATERAL11X420MM RT #04.003.464,10468.7775,10468.7775,56643
CSS,MS-N-000047,NAIL 135 DEG.10MM F1,10414.372500000001,10414.372500000001,43583
PEDIATRIC SURGERY,FMPDS-0063,PORTOENTEROSTOMY,10379.0,10379.0,43978-00-00
CSS,MS-N-001445,NAIL TIBIAL 10X315MM POLAND CHM # 3.2653.315,10375.3125,10375.3125,56645
CSS,MS-S-002061,STENT SELF EXPANDABLE STENTYS B.BRAUN DES ALL SIZES,10350.0,10350.0,99999
CSS,SMO11343,COMPONENT TIBIAL L3 MEDIUM LINK #318-313/03,10348.45875,10348.45875,32832
PEDIATRIC SURGERY,FMPDS-0088,ESOPHAGOSTOMY,10340.0,10340.0,45707-00-00
obstatric and Gynecology,FMOBG-0080,CAESAREAN SEC. W/ HYSTERECTOMY,10335.0,10335.0,16520-00-00
PEDIATRIC SURGERY,FMPDS-0104,CLEFT LIP REPAIR BILATERAL,10335.0,10335.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0122,EXCISION OF OVARIAN CYST,10335.0,10335.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0126,VITELLO INTESTINAL DUCT ANOMALIES,10335.0,10335.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0128,ANOPLASTY FOR ANOVESTIBULAR FISTULA LOW ANOMALY,10335.0,10335.0,31205-00-10
PEDIATRIC SURGERY,FMPDS-0129,ANOPLASTIC FOR ANOVESTIBULAR FISTULA LOW ANOMALY,10335.0,10335.0,83700-00-00
PEDIATRIC SURGERY,FMPDS-0206,achalasia of the cardia,10335.0,10335.0,83700-00-00
SURGERY CLINIC,FMPDS-0121,MESENTRIC / OMENTAL CYST,10335.0,10335.0,83700-00-00
SURGERY CLINIC,FMPDS-0167,REDO CLEFT PALATE REPAIR,10335.0,10335.0,83700-00-00
CSS,MS-G-000752,GUIDE DRILL UNIVERSAL 2.7MM SYNTHES # 323.260,10326.487500000001,10326.487500000001,35095
CSS,MS-P-001489,PLATE LCP OLECRANON 4HOLE 3.5 L:111MM SYN.#236.504,10314.28125,10314.28125,61573
ORTHOPAEDIC,FMORT-0831,SHOCK WAVE PER SOFT TISSUE 8 SESSIONS,10278.0,10278.0,96155-00-00
CSS,MS-P-001850,PLATE VA-LCP PROX¿TIBIAL 3.5MM X 8 HOLE SYNTHES # 02.127.231,10275.22125,10275.22125,61573
CSS,MS-N-000749,NAIL FEMORAL EXPERT 12 X 360 MM  SYNTHES # 04.003.552,10263.015000000001,10263.015000000001,56643
CSS,MS-N-000761,NAIL FEMORAL EXPERT 12 X 380MM / RIGHT SYNTHES # 04.003.556,10263.015000000001,10263.015000000001,56643
CSS,MS-N-000770,NAIL FEMORAL 12 X 38MM SYNTHES # 04.003.557,10263.015000000001,10263.015000000001,56643
CSS,MS-C-003391,CATHETER HEADWAY SIZE 27/156/6CMMICROVISON MC272156S MICROVISON MC272156S,10253.25,10253.25,10691
CSS,MS-F-000131,FILTER VENA TECH LP B.BRAUN AESCULAP AG-CARDIAC #04435125,10253.25,10253.25,44864
EMERGENCY,FMERDC0024,AMBULANCE TO ABHA-KHAMIS DOCTO R PLUS NURSE,10215.0,10215.0,83500-00-80
CSS,MS-C-001033, CAPSTONE PEEK INT SIZE 10MM X 26MM MEDTRONIC #2991026INT,10205.0,10205.0,38161
CSS,MS-C-000599,CAP STONE CAGE 12X32MM 2991232INT,10204.425000000001,10204.425000000001,38161
CSS,MS-C-000682,CAGE CAPSTONE 10X22 #2991022INT,10204.425000000001,10204.425000000001,60762
CSS,MS-C-000973,CAGE PEEK 8X26MM MEDTRONIC #2990826INT,10204.425000000001,10204.425000000001,60762
CSS,MS-C-000974,CAGE PEEK 12X26MM MEDTRONIC #2991226INT,10204.425000000001,10204.425000000001,60762
CSS,MS-C-001056,CAGE PEEK LUMBER (DIFFERENT SIZE),10204.425000000001,10204.425000000001,60762
CSS,MS-C-001144,CAPSTONE PEEK 8 X 22MM SOFAMOR #2990822INT,10204.425000000001,10204.425000000001,38161
CSS,MS-C-001170,CAPSTONE VERTE-STACK VBS 12/22MM #2991222INT,10204.425000000001,10204.425000000001,38161
CSS,MS-C-002018,CAPSTONE VERTE-STACK VBS 32X10MM # 2991032INT/2961032,10204.425000000001,10204.425000000001,38161
CSS,MS-C-002109,CAGE PEEK VBM 10/22MM SOFAMOR DANEK MEDTRONIC # 2991022INT,10204.425000000001,10204.425000000001,60762
CSS,MS-G-000192,GRAFTON ORTHOBLEND LARGE 15CC# A44135,10204.425000000001,10204.425000000001,47257
E. N. T.,FMENTD0008,TRIPLE ENDOSCOPY & BIOPSY,10198.0,10198.0,30473-04-00
E. N. T.,FMENTE2015,AMPUTATION OF EXTERNAL EAR,10198.0,10198.0,83700-00-00
E. N. T.,FMENTE4009,MIDDLE EAR SURGERY-IMPAIRED,10198.0,10198.0,41539-00-01
E. N. T.,FMENTE4018,TYMPANOPLASTY - TYPE  III,10198.0,10198.0,41542-00-01
E. N. T.,FMENTL0007,MICROSCOPIC SURGERY OF CORAL -,10198.0,10198.0,83700-00-00
E. N. T.,FMENTN0002,EXCISION OF LIMITED TUMOUR OF,10198.0,10198.0,31230-01-00
E. N. T.,FMENTN2046,REVISION SEPTOPLASTY,10198.0,10198.0,41671-02-00
neurosurgery,FMNEU-0043,LUMBAR/CERVICAL DISC,10198.0,10198.0,40300-00-00
OPTHALMOLOGY,FMOPTA0017,MYOPIC KEROTMELIUSIS,10198.0,10198.0,83700-00-00
OPTHALMOLOGY,FMOPTH0005,RETINAL DTCHMNT W/ GIANT TEAR,10198.0,10198.0,90079-00-01
OPTHALMOLOGY,FMOPTH0007,SCLERAL BUCKLE W/ VITRECTOMY,10198.0,10198.0,42776-00-01
OPTHALMOLOGY,FMOPTH0015,ANTERIOR VITRECTOMY W/ REVL.   OF IOL,10198.0,10198.0,42731-01-01
OPTHALMOLOGY,FMOPTK0008,EXPLORATN & RECONST. OF ORBIT,10198.0,10198.0,45590-00-01
PEDIATRIC SURGERY,FMPSDD0004,REPAIR OF INCISIONAL HERNIA,10198.0,10198.0,30403-00-00
PLASTIC SURGERY,FMPSDA0020,CLEFT PALATE (COMPLETE),10198.0,10198.0,45707-00-00
PLASTIC SURGERY,FMPSDA0021,REVISION OF CLEFT PALATE,10198.0,10198.0,45713-00-00
PLASTIC SURGERY,FMPSDA0022,ORONASAL FISTULA,10198.0,10198.0,45714-00-00
PLASTIC SURGERY,FMPSDA0023,PALATOPLASTY,10198.0,10198.0,90142-01-00
PLASTIC SURGERY,FMPSDB0007,AUGMENTATION RHINOPLASTY(BONE- GRAFT),10198.0,10198.0,45641-01-00
PLASTIC SURGERY,FMPSDB0012,PART. CONST. OF NOSE BY        COMBINE PROCEDURE(FLAP & GRAFT,10198.0,10198.0,45206-01-00
PLASTIC SURGERY,FMPSDD0017,BIL. TROCHANTERIC LIPECTOMY,10198.0,10198.0,30171-00-00
PLASTIC SURGERY,FMPSDD0018,BIL. GLUTEAL LIPECTOMY,10198.0,10198.0,30171-00-00
PLASTIC SURGERY,FMPSDD0019,BILATERAL THIGH LIFT,10198.0,10198.0,30168-00-00
PLASTIC SURGERY,FMPSDE0003,PTOSIS BILATERAL,10198.0,10198.0,45623-05-02
PLASTIC SURGERY,FMPSDE0016,NECK CONTRACTURE(EXCISION AND  REPAIR),10198.0,10198.0,45515-01-00
PLASTIC SURGERY,FMPSDE0027,EXCISION OF CANCER OF ORAL     CAVITY,10198.0,10198.0,30275-00-00
PLASTIC SURGERY,FMPSDE0030,TOTAL EXCISION OF MAXILLA,10198.0,10198.0,45596-00-00
PLASTIC SURGERY,FMPSDE0031,DELTOPECTORAL FLAP TO ORAL     CAVITY,10198.0,10198.0,45206-02-00
PLASTIC SURGERY,FMPSDE0032,FORE HEAD FLAP TO ORAL CAVITY,10198.0,10198.0,45206-09-00
PLASTIC SURGERY,FMPSDE0036,TOTAL PAROTIDECTOMY,10198.0,10198.0,30247-00-00
PLASTIC SURGERY,FMPSDF0017,TENDON GRAFT TO ONE FINGER,10198.0,10198.0,90583-00-00
PLASTIC SURGERY,FMPSDI0009,EXCISION OF TUMOUR MANDIBLE    (TOTAL),10198.0,10198.0,30241-00-01
PLASTIC SURGERY,FMPSDJ0017,LATISMUS DORSI MUSCLE FLAP,10198.0,10198.0,45009-01-00
Surgery,FMSUR-0130,LOCAL EXCISION OF TISSUE OF LARGE INTESTINE 1,10198.0,10198.0,83700-00-00
Surgery,FMSUR-0159,ESOPHAGEAL DIVERTICULUM,10198.0,10198.0,83700-00-00
Surgery,FMSUR-0177,REPAIR OF OLD TRAUMATIC INJURYOF PERIPHERAL NERVE,10198.0,10198.0,83700-00-00
Surgery,FMSUR-0244,LAPAROSCOPIC VAGOTOMY & PYLO- ROPLASTY,10198.0,10198.0,83700-00-00
CSS,MS-C-003850,CATHETER MICRO PHENOM .017/45 EV3# EV-FG11150-0615-2X,10182.45375,10182.45375,10691
CSS,MS-C-004066,CATHETER MICRO PHENOM .027 EV3# EV-FG15150-0630-1S,10182.45375,10182.45375,10691
CSS,MS-P-001456,PLATE LCP CLAVICULAR HOOK 3.5 5-HOLES S.S SYNTHES #241.085,10182.45375,10182.45375,61573
CSS,MS-P-002099,PLEXUR BLOCK 10X10X20MM  SOFAMOR # 60000310 INT,10180.0125,10180.0125,61403
DENTAL,FMDNTS0182,GRAFTING HARD TISSUE (MEDIUM),10164.0,10164.0,97235-00-00
CSS,MS-N-000769,NAIL FEMORAL LATERAL 11x380MM LEFT MEDULLAR #04.003.457,10133.62875,10133.62875,56643
CSS,MS-N-000788,NAIL FEMORAL 11 X 360MM SYNTHES #04.003.452,10133.62875,10133.62875,56643
CSS,MS-P-000479,"PLATE DHS 135"" 4 HOLES HIPOKRAT #400023100004/2-352 / JINDAL # 4166.305",10106.775,10106.775,34003
CSS,MS-P-002314,PLATE LCP 2.7/3.5 SHORT I HOLE X 69 MM SYNTHES # 117.401,10106.775,10106.775,61573
DENTAL,FMDNTS0304,CRONODECTOMY (TOTAL),10095.0,10095.0,83700-00-00
DENTAL,FMDNTS0306,REMOVAL OF MANDIBULAR PLATE AND SCREWS (POSTERIOR),10095.0,10095.0,83700-00-00
DENTAL,FMDNTS0315,REMOVAL OF MAXILLARY PLATE AND SCREWS (LONG),10095.0,10095.0,83700-00-00
DENTAL,FMDNTS0316,REMOVAL OF ORBITAL PLATE AND SCREWS (SHORT),10095.0,10095.0,83700-00-00
DENTAL,FMDNTS0320,REMOVAL OF ZYGOMATIC PLATE AND SCREWS (SHORT),10095.0,10095.0,83700-00-00
DENTAL,FMDNTS0333,BIOPSY OF SOFT TISSUE (DEEP),10095.0,10095.0,83700-00-00
DENTAL,FMDNTS0350,DRESSING   FOR 3 MONTHS            P.D.,10095.0,10095.0,83700-00-00
Surgery,FMSUR-1003,PERITONECTOMY FOR HIPEC,10080.0,10080.0,83700-00-00
CSS,MS-F-000313,FILTER WIRE EMBOSHIELD  NAV6 EPS LG ABBOTT #22443-19,10059.0,10059.0,99999
Surgery,FMSUR-0266,DEBRIDEMENT OF DIABETIC FOOT  INFECTION,10049.0,10049.0,83700-00-00
CSS,MS-T-001475,TRIDYNE CARDIOVASCULAR SEALANT SYRING TDCV004 N/A # TDCV004,10009.125,10009.125,44830
E. N. T.,FMENTL0018,LASER MIRCOSURGERY OF LARYNX,10004.0,10004.0,41861-00-00
