Internal Code,Item Name,Service Type,NPHIES Code (Hyphenated )2,Price,LOS
OBG-0036,Caesarian Delivery -  IUFD Delivery,PKG,16520-05-00,15600.0,(1day)
OPT-0034,Posterior Vitrectomy,PKG,42725-00-01,15592.500000000002,(4 days)
FMOBG-4023,subtotal hysterectomy with unilateral salpingo-oophrectomy.,PKG,35653-00-00,15400.000000000002,(1day)
VAS-0017,Thoracic Outlet Syndrome,PKG,50402-00-01,15373.6,(4 days)
FMENT-3197,PK-ARM LIFTING - LARGE (SKINCARE) INCL O.R. ANESTHESIA ONE NIGHT IN HOSPITAL,PKG,90676-00-00,15360.0,(1day)
FMENT-3200,PK-SEPTO RHINOPLASTY(LARGE)INCL O.R ANESTHESIA ONE NIGHT IN HOSPITAL,PKG,40333-01-00,15360.0,(1day)
FMENT-3219,PK-FACELIFT BY THREADING (WIRE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,PKG,45587-00-00,15360.0,(1day)
FMENT-3221,PK-BREAST AUGMENTATION (GEL IMPLANT) INCLUDING O.R. IMPLANT ONE NIGHT IN HOSPITAL,PKG,90723-00-00,15360.0,(1day)
FMENT-3223,"PK-BREAST LIFT - SMALL (NO IMPLANT) INCLUDING O.R, LAB , TWO NIGHT IN HOSPITAL",PKG,45556-00-01,15360.0,(1day)
FMENT-3225,"PK-BREAST REDUCTION (SMALL-MEDIUM) INCLUDING O.R, LAB,TWO NIGHT IN HOSPITAL",PKG,45522-00-00,15360.0,(1day)
FMENT-3245,PK-FULL ABDOMINOPLASTY - SMALL (SKINCARE) INCLUDING O.R. ANAEASTHESIA TWO NIGHT IN HOSPITAL,PKG,30165-00-00,15360.0,(2 days)
FMOPT-4148,LOCALIZED RETINAL DETACHMENT,PKG,90079-00-01,15360.0,(1day)
FMOPT-4163,REMOVAL OF EPIRETINAL MEMBRANCE (ERM REMOVAL),PKG,42719-01-01,15360.0,(1day)
FMSUR-3323,ICSI Cycle Second Attempt,PKG,13251-00-00,15360.0,(1day)
FMORW-0124,Milwaikee Brace Ortho -Large,Service,47684-00-00,15316.0,
FMOPT-4050,BILATERAL LIMITED MYECTOMY UPPER LID,PKG,90090-00-02,15216.0,(1day)
ORT-0068,O.R.I.F. of Fracture Pelvis,PKG,47060-00-01,15216.0,(2 days)
ORT-0071,Nerve Suture,PKG,39300-00-00,15216.0,(1day)
ORT-0075,Goterex Band,PKG,83700-00-00,15216.0,(1day)
ORT-0077,CLR w/ Ligament Patella Band + P.T./I.P.,PKG,49539-00-01,15216.0,(1day)
ORT-0090,Laminectormy-L-Disectomy Recurrent,PKG,40300-00-00,15216.0,(1day)
ORT-0096,Congenital Dislocation of Hip (CHD),PKG,47048-00-01,15216.0,(1day)
ORT-0103,Excision of Cervical Rib,PKG,48406-12-00,15216.0,(1day)
ORT-0111,Microscopical Nerve Suture,PKG,39300-00-00,15216.0,(1day)
ORT-0118,ORIF of Pelvis,PKG,47486-00-01,15216.0,(1day)
FMNEU-3610,REDO CARPAL TUNNEL NEUROLYSIS - BILATERAL,PKG,39331-01-01,15200.0,(1day)
FMNEU-3634,DISC NUCLEOPLASTY - 2 LEVELS - W/OUT IMPLANT,PKG,90011-02-00,15200.0,(1day)
PKURO-0001,cystoscopy + bulking agent injection for reflux,PKG,37339-00-00,15200.0,(1day)
PKURO-0002,cystoscopy +bulking agent injection for incontinence,PKG,37339-01-00,15200.0,(1day)
FMORT-0019,BONE SHORTENING AT UNSPEC.SITE,PKG,90572-00-01,15120.0,(1day)
FMORT-0020,BONE SHORTENING AT FEMUR,PKG,48424-01-00,15120.0,(1day)
FMORT-0021,BONE SHORTENING AT TIBIA AND FIBULA,PKG,48418-00-01,15120.0,(1day)
FMORT-0041,"REVISN OF DISPL.OR BROKEN FIX. DEV.AT SCAPULA,CLAVICLE,THORAX",PKG,47921-00-01,15120.0,(1day)
FMORT-0044,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT CARPALS & METACARPAL,PKG,47921-00-01,15120.0,(1day)
FMORT-0049,"REMVL OF INT. FIXATN DEVICE AT SCAPULA,CLAVICLE,THORAX (R/S)",PKG,47930-00-01,15120.0,(1day)
FMORT-0094,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-HAND,PKG,47306-00-01,15120.0,(1day)
FMORT-0098,OPEN REDUCT OF FRACT W/INT FIX AT PHALANGES-FOT,PKG,47672-03-01,15120.0,(1day)
FMORT-0173,COMPLETE OR PARTL. RESECTION OF ANKLE,PKG,90574-01-01,15120.0,(1day)
FMORT-0219,MEDIAL COLLATERAL LIGAMENT REPAIR,PKG,49539-01-01,15120.0,(1day)
FMORT-0222,PES ASERINUS TRANSFER,PKG,46300-01-01,15120.0,(1day)
FMORT-0259,TENOSYNOVECTOMY OF HAND,PKG,47969-00-01,15120.0,(1day)
FMORT-0272,RECESSION OF TENDON OF HAND,PKG,47963-02-01,15120.0,(1day)
FMORT-0273,REATTACHEMNT OF TENDON OF HAND,PKG,90584-01-01,15120.0,(1day)
FMORT-0274,REATTACHEMNT OF MUSCLE OF HAND,PKG,90585-00-00,15120.0,(1day)
FMORT-0320,AMPUTATION THROUGH CARPALS,PKG,44325-00-01,15120.0,(1day)
FMORT-0322,AMPUTATION THROUGH FOREARM,PKG,44328-00-01,15120.0,(1day)
FMORT-0328,AMPUTATION OF FOREFOOT,PKG,44364-00-01,15120.0,(1day)
FMORT-0345,REVISN OF AMPUTATN STUMP - (REAMPUTATION),PKG,44376-00-01,15120.0,(1day)
FMORT-0464,CORRECTN OF DEFORM.&TENDON DISPL.FM RHEUMATOID ARTHRITIS,PKG,47957-00-01,15120.0,(1day)
FMORT-0465,EXCISION OF HEAD OF RADIUS,PKG,48406-03-01,15120.0,(1day)
FMORT-0502,SEQUESTROMY OF LONG BONES,PKG,90603-15-01,15120.0,(1day)
FMORT-0510,CORRECTION OF CAVUS FOOT DUE TO PARALYSIS OR IDIOPATHIC,PKG,90599-00-01,15120.0,(1day)
FMORT-0515,BONE LENGHTENING OR SHORTENING,PKG,50303-00-00,15120.0,(1day)
FMORT-0525,OPEN REDUCT.OF FIX RADIUS HEAD OR EXCISION,PKG,47408-01-01,15120.0,(1day)
FMORT-0562,MAJOR SKIN GRAFT,PKG,45451-09-00,15120.0,(1day)
FMORT-0574,TRANS.OF TENDON AT HAND/WRIST,PKG,46417-00-01,15120.0,(1day)
FMORT-0693,ARTHRODESIS OF FINGERS/fusion hand,PKG,46300-00-01,15120.0,(1day)
FMORT-0694,TENDON TRANSFER AT ELBOWS,PKG,50405-00-01,15120.0,(1day)
FMORT-0697,CURRETTAGE OF BONE SYST LARGE,PKG,30241-00-01,15120.0,(1day)
FMORT-0702,REMOVAL OF PDN & REINSERTION,PKG,48691-00-00,15120.0,(1day)
FMPN-0029,Trigeminal Radiofrequency,Service,39109-00-00,15120.0,
FMSUR-3234,Laparascopic Hernia,PKG,30609-00-00,15120.0,(1day)
FMSUR-3242,Laparascopic Hysterectomy,PKG,35753-02-00,15120.0,(2 days)
FMSUR-3263,Laparascopic Orchidectomy (unilateral),PKG,30641-00-00,15120.0,(1day)
FMCAR-3022,Blalock - Taussing Shunt,PKG,38733-00-00,15080.0,(2 days)
FMONC-0018,RadiationTherapy (Full Course),Service,15000-00-00,15080.0,
FMORW-0067,Knee Orthosis Joint Knee,Service,96092-00-00,15080.0,
VAS-0001,Angioplasty one vessel,PKG,38300-00-00,15038.400000000001,(1day)
FMCAR-0557,CHEST CLOSURE,PKG,90223-01-00,15000.0,(3 days)
FMENT-0093,Palatopharyngoplasty With Coblation (Including Tonsillectomy),PKG,41787-01-00,15000.0,(1day)
FMLAB-8089,RENAL HISTOPATHOLOGY,Service,36561-00-01,15000.0,
FMOPTH 0023,"FEMTOLASIK FOR BOTH EYES,1Day/s",PKG,90064-01-02,15000.0,(1day)
FMSUR-4004,Bilateral Pelvic Lymph node dissection,PKG,35723-00-00,15000.0,(3 days)
SUR-0051,Lap. Inguinal Hernia Repair w/o Mesh,PKG,30609-02-00,15000.0,(2 days)
SUR-0087,Cholecystoduodenostomy,PKG,30460-00-00,15000.0,(5 days)
FMXRAY1391,IR. PERCUTENOUS NEPHROSTOMY (1 Side),PKG,36552-00-01,14960.0,(1day)
FMXRAY1427,IR. IVC FILTER REMOVAL OR RETRIEVAL,PKG,35331-00-01,14960.0,(1day)
ORT-0109,Lumbar / Cervival Disectomy,PKG,40333-00-00,14905.6,(1day)
FMOPT-4008,POSTERIOR ORBITAL TUMOUR,PKG,42543-00-01,14880.0,(1day)
FMOPT-4010,THYROID ORBITAL DECOMPRESSION (ONE EYE),PKG,42545-01-01,14880.0,(1day)
FMOPT-4051,UNILATERAL FULL MYECTOMY UPPER LID,PKG,90090-00-01,14880.0,(1day)
FMOPT-4056,BILATERAL BLEPHAROPLASTY UPPER LID,PKG,45625-00-02,14880.0,(1day)
FMOPT-4133,CATARACT EXTRACTION + IOL + TRABECULECTOMY,PKG,42698-06-01,14880.0,(1day)
FMPDT-0191,Porta Cath Insertion,Service,34528-02-00,14850.400000000001,
FMCAR-3044,"PTCA (Percutaneous Transluminal Coronary Angioplasty) – SV ,(One Day CCU + One Day Ward)",PKG,38300-00-00,14800.0,(2 days)
FMNEU-3301,Brain Abscess : Aspiration,PKG,39703-03-00,14800.0,(2 days)
SUR-0105,Hartman procedure,PKG,32030-00-00,14742.0,(4 days)
FMOPT-4254,Descemet's stripping automated  endothelial keratoplasty (DSAEK) ,PKG,90089-00-01,14700.0,DAY CASE
FMURO-3059,Repair of hypospadias,PKG,37821-00-00,14645.0,(1day)
FMSUR-3243,Laparascopic Laser Myolisis,PKG,35649-01-00,14640.0,(1day)
FMORT-3006,ARTICULAR CARTILAGE REPAIR FOR MAJOR JOINT (WITHOUT IMPLANT AND BLOOD),PKG,90595-00-00,14616.0,(1day)
FMSUR-3260,Laparascopic Mesentric Lymph Node Biopsy,PKG,30075-00-00,14600.0,(1day)
PKEND-0003,Endoscopic ultasound linear with fine needle biopsy(FNB),PKG,30688-00-00,14520.0,(1day)
FMCTS-0036,EXCISION OF CHEST WALL SINUS,PKG,30099-00-00,14500.0,(1day)
FMENT-3218,PK-CHIN OSTEOTOMY (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,PKG,48239-00-00,14400.0,(1day)
FMENT-3222,PK-BREAST AUGMENTATION (SILICONE) INCLUDING O.R. IMPLANT ONE NIGHT IN HOSPITAL,PKG,90676-00-00,14400.0,(1day)
FMENT-3247,PK-BUTTOCK LIFTING INCLUDING O.R. ANAEASTHESIA TWO NIGHT IN HOSPITAL,PKG,30168-00-00,14400.0,(2 days)
FMENT-3248,PK-THIGH LIFTING INCLUDING O.R. ANAEASTHESIA TWO NIGHT IN HOSPITAL,PKG,30168-00-00,14400.0,(2 days)
FMNEU-3295,Evacuation of Chronic Subdural Hematoma : Unilateral,PKG,39009-00-00,14400.0,(1day)
FMNEU-3308,Ventriculo-Peritoneal Shunt Insertion,PKG,40003-02-00,14400.0,(2 days)
FMOBG-3030,Repair of vesico-vaginal fistula,PKG,35596-01-00,14400.0,(1day)
FMOBG-3031,Repair of recto-vaginal fistula,PKG,35596-00-00,14400.0,(1day)
FMOBG-3038,ABDOMINAL COLPOPEXY,PKG,35597-01-00,14400.0,(1day)
FMOBG-3040,Vaginal Colposcopy,PKG,35614-00-00,14400.0,(1day)
FMOPT-4038,BILATERAL SIM. PTOSIS REPAIR,PKG,45623-05-02,14400.0,(1day)
FMOPT-4042,BIL. LEVATOR MUS. RECESSION,PKG,45623-02-02,14400.0,(1day)
FMOPT-4141,GLAUCOMA EXTRACTION + CATARACT EXTRACTION + IOL,PKG,42698-08-01,14400.0,(1day)
FMOPT-4147,GLAUCOMA EXT.+OPTOMIDE,PKG,42698-08-01,14400.0,(1day)
FMSUR-3140,Cholecystectomy and operation of billiary passages,PKG,30454-01-00,14400.0,(2 days)
FMSUR-3164,Hiatus Hernia Surgical,PKG,30601-00-00,14400.0,(2 days)
FMSUR-3320,IVF Cycle First Attempt,PKG,13215-01-00,14400.0,(1day)
FMOPT-0050,PPV + laser + Silicon oil,PKG,42725-00-02,14300.000000000002,DAY CASE
FMORT-0242,SUTURE OF CAPSULE OR LIGAMENT OF UPPER EXTREMITY,PKG,90582-00-01,14280.0,(1day)
FMORT-0243,SUTURE OF CAPSULE OF LIGAMENT OF ANKLE & FOOT,PKG,90582-00-01,14280.0,(1day)
FMORT-0495,TRIPLE FUSION FOR FOOT DEFORM.,PKG,49815-00-00,14280.0,(1day)
FMORT-1011,FACET RHIZOTOMY ( COOLED ),PKG,40330-00-00,14280.0,DAY CASE
FMSUR-3276,Laparascopic Salpingectomy + Removal of Ectopic Pregnancy,PKG,35678-01-00,14256.0,(1day)
FMSUR-3277,Laparascopic Ovarian Cystectomy + adhesiolysis,PKG,35638-04-00,14256.0,(1day)
FMSUR-3278,Laparascopic Ovarian drilling + adhesiolysis,PKG,35637-08-02,14256.0,(1day)
ORT-0102,External Fixation Large Bones Implant Returnable + F/ups,PKG,50130-00-01,14204.0,(1day)
FMOBG-3033,Abdominal Panhysterectomy,PKG,35653-01-00,14193.6,(2 days)
FMOPT-4253,PKP + ECCE + PC IOL (8250 CORNEAL) ,PKG,90066-00-01,14100.0,DAY CASE
OBG-0048,ANTERIOR &POSTERIOR VAGINAL REPAIR,PKG,35573-00-00,14089.185,(5 days)
FMORW-0037,Total Hand Prosthesis Cosmetic,Service,96092-00-00,14076.0,
FMORW-0057,Upper And Forearm Orthosis Thermoplastic,Service,96092-00-00,14076.0,
FMORW-0062,Below Knee Orthosis Thermoplas T Light,Service,96092-00-00,14076.0,
FMGEN0005,"LIGASURE + LASER HEMORRHOIDECTOMY INTERNAL & EXTERNAL, COMPLEX OR EXTENSIVE EVEN STAGE 3 OR 4",PKG,32138-01-00,14000.0,(1day)
FMGEN0006,HEMORRHOIDECTOMY + LIGATION + MUCOPEXY BY LIGAURE & LASER,PKG,32138-00-00,14000.0,(1day)
FMGEN0008,"LASER (FISTULECTOMY/FISTULOTOMY) COMPLEX OR MULTIPLE, WITH OR WITHOUT PLACEMENT OF SETON",PKG,32159-00-00,14000.0,(1day)
FMGEN0009,"LASER (FISTULECTOMY/FISTULOTOMY) COMPLEX OR MULTIPLE, W OR W/O PLACEMENT OF SETON & SPHINCTEROPLASTY ANAL FOR INCONTINENCE OR PROLAPSE ADULT",PKG,32159-00-00,14000.0,(1day)
FMGEN0012,COMPLEX PILO A TREATMENT WITH ENDO LASER AND CLEFT LIFT REPAIR,PKG,30676-00-00,14000.0,(1day)
FMOPT-4208,Removal of dropped I.O.L,PKG,42704-00-01,14000.0,(1day)
CAR-0015,THORACOSCOPY THERAPEUTIC,PKG,38436-00-00,13975.500000000002,(4 days)
FMOPT-4003,RECONSTRUCTION OF ORBITAL BASE FRACTURE,PKG,45590-00-01,13920.0,(1day)
FMOPT-4009,OPTIC NERVE SHEATH FENES – ONSF,PKG,42548-00-00,13920.0,(1day)
FMSUR-3154,Strangulated Hernia + resection anastomosis bowel,PKG,30615-00-00,13920.0,(2 days)
FMSUR-3232,Laparascopic Ectopic Pregnancy,PKG,35677-00-00,13920.0,(1day)
FMSUR-3244,Laparascopic Coagulation of Endometriosis,PKG,35637-02-00,13920.0,(1day)
FMSUR-3279,Laparascopic Adhesiolysis + Ovarian Cystectomy + Neo-ostia of fallopian tube,PKG,35638-04-00,13920.0,(1day)
FMSUR-3284,Diagnostic Laparascopy + New Ostia of Fallopian tube (Bilateral),PKG,90433-00-02,13920.0,(1day)
FMURO-3051,Partial excision of tumours of kidney and bladder,PKG,36558-01-00,13920.0,(1day)
FMURO-3052,Suprapubic prostatectomy,PKG,37200-03-00,13920.0,(1day)
FMURO-3055,Recurrent ureteral stricture,PKG,37303-00-00,13920.0,(1day)
FMURO-3056,Resection and anastomosis or reimplantation of ureter,PKG,36588-01-00,13920.0,(1day)
FMURO-3057,Urethral fistula two stages,PKG,90364-00-00,13920.0,(1day)
FMURO-3058,Partial cystectomy,PKG,37000-01-00,13920.0,(1day)
FMURO-3074,Marsupialization of Renal Cyst,PKG,36558-01-00,13920.0,(1day)
FMURO-3077,PCNL,PKG,30450-01-01,13920.0,(1day)
FMURO-3079,Pyeloplasty,PKG,36564-01-00,13920.0,(1day)
FMURO-3082,Repair of Renal Injuries,PKG,90350-00-00,13920.0,(2 days)
FMURO-3083,Repair of ruptured urethra or bladder,PKG,90364-00-00,13920.0,(2 days)
FMURO-3084,Repair of Ureteral Injuries,PKG,90357-00-00,13920.0,(1day)
FMURO-3085,Retropubic Prostatectomy,PKG,37200-04-00,13920.0,(1day)
FMURO-3086,Simple Nephrectomy,PKG,36516-01-00,13920.0,(1day)
FMURO-3087,Transvesical Prostatectomy,PKG,37200-03-00,13920.0,(2 days)
FMURO-3089,TURP,PKG,36840-02-00,13920.0,(1day)
FMURO-3101,Total or Partial Nephrectomy,PKG,36522-01-00,13920.0,(2 days)
FMURO-3104,Excision of Ureterocele and reimplantation of Ureter,PKG,36848-00-00,13920.0,(1day)
FMURO-3112,Urethroplasty One Stage,PKG,37342-00-00,13920.0,(1day)
FMORT-3400,REATTACHEMNT OF TENDON OF Ankle,PKG,90595-00-00,13912.0,DAY CASE
FMXRAY1736,IR.PORTACATHETER INSERTION,Service,13815-01-00,13875.0,
FMOBG-3032,Radical Vulvectomy,PKG,35548-00-00,13800.0,(1day)
FMOBG-3034,Recurrent Myomectomy,PKG,35649-03-00,13800.0,(1day)
FMOBG-3035,Recurrent Ovarian Tumour,PKG,35638-04-00,13800.0,(1day)
FMOBG-3036,Abdominal sling for congenital prolapse,PKG,35571-00-00,13800.0,(1day)
PKEND-0004,Endoscopic ultasound linear with fine needle aspirate(FNA),PKG,90908-00-11,13720.0,(1day)
FMSUR-3283,Diagnostic Laparascopy + New Ostia of Fallopian tube (Unilateral),PKG,90434-00-01,13680.0,(1day)
FMOBG-3029,Vaginal hysterectomy,PKG,35657-00-00,13600.0,(2 days)
FMOBG-3039,VAGINAL SACROSPINOUS FIXATION / HYSTEROPEXY,PKG,35568-00-00,13600.0,(1day)
FMOBG-3041,Vaginal Sacro Spinous Fixation / hysteroscopy,PKG,35597-00-00,13600.0,(1day)
FSLAB0016,FOUNDATION HEME for SARCOMA ,Service,73050-52-00,13600.0,
ORT-0114,"O.R.I.F. for Commuted or Mal-United Fracture of the Femur, Tibia, Humerus",PKG,47528-00-01,13600.0,(1day)
SUR-0173,Subtotal parathyroidectomy,PKG,30315-00-00,13600.0,(1day)
FMSUR-0017,THORACATOMY - EMERGENCY,PKG,38418-00-00,13500.0,(3 days)
FMSUR-3265,Sils Cholecystectomy,PKG,43900-00-00,13500.0,(2 days)
URO-0039,Stricture Posterior Urethra,PKG,37303-00-00,13500.0,(7 days)
FMNEU-3795,Release of carpal tunnel syndrom general anaesthesia,PKG,39331-01-01,13480.0,(1day)
FMENT-3160,RADICAL MASTOIDECTOMY,PKG,41557-01-01,13440.0,(2 days)
FMENT-3161,STAPEDECTOMY,PKG,41608-00-01,13440.0,(1day)
FMENT-3165,FACIAL NERVE SURGERY,PKG,41569-00-00,13440.0,(2 days)
FMENT-3196,PK-ARM LIFTING - MEDIUM (SKINCARE) INCL O.R. ANESTHESIA ONE NIGHT IN HOSPITAL,PKG,90676-00-00,13440.0,(1day)
FMENT-3199,PK-SEPTO RHINOPLASTY(MEDIUM)INCL O.R ANESTHESIA ONE NIGHT IN HOSPITAL,PKG,40333-00-00,13440.0,(1day)
FMENT-3217,"PK-CONGENITAL DEFORMITY (HANDS, FEET, NOSE) LARGE (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL",PKG,90604-00-00,13440.0,(1day)
FMENT-3237,PK-LIPOSUCTION GYNOCOMASTIA - LARGE (SKINCARE) INCLUDING O.R. ANAEASTHESIA ONE NIGHT IN HOSPITAL,PKG,45584-00-00,13440.0,(1day)
FMORT-0082,OPEN REDUCT OF FRACT W/O INT. FIX AT HUMERUS,PKG,47429-00-01,13440.0,(1day)
FMORT-0086,OPEN REDUCT OF FRACT W/O INT. FIX AT FEMUR,PKG,47528-00-01,13440.0,(1day)
FMORT-0103,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT UNSPEC. SITE,PKG,90581-00-01,13440.0,(1day)
FMORT-0104,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT RADIUS & ULNA,PKG,90541-00-01,13440.0,(1day)
FMORT-0106,CLOSED REDUCT OF SEPARATED - EPIPHYSIS AT TIBIA & FIBULA,PKG,90581-00-01,13440.0,(1day)
FMORT-0152,CORRECTIN OF METATARSUS VARUS,PKG,48400-02-01,13440.0,(1day)
FMORT-0175,OTHER LOCAL EXCISN OR DESTRCTNOF LESION-SHOULDER,PKG,31205-00-10,13440.0,(1day)
FMORT-0176,OTHER LOCAL EXCISN OR DESTRCTNOF LESION - ELBOW,PKG,31205-00-10,13440.0,(1day)
FMORT-0179,OTHER LOCAL EXCISN OR DESTRCTNOF LESION - HIP,PKG,90574-00-01,13440.0,(1day)
FMORT-0318,REVISION OF CURRENT TRAUMATIC AMPUTATION,PKG,44376-00-01,13440.0,(1day)
FMORT-0411,REMOVAL OF LARGE BENIGN BONE OR SOFT TISSUE,PKG,30241-00-01,13440.0,(1day)
FMORT-0451,CORRECTION OF HALUX VALGUS,PKG,49821-00-00,13440.0,(1day)
FMORT-0463,SYNOVECTOMY OF JOINT REUMOHOD,PKG,50104-00-01,13440.0,(1day)
FMORT-0470,CORRECTION OF FOOT DEFORMITIES,PKG,90604-00-00,13440.0,(1day)
FMORT-0482,SEQUESTROMY OF SMALL SHORT - BONES,PKG,90573-00-01,13440.0,(1day)
FMORT-0516,CORRECTION OF HAND & FINGER DEFORMITY,PKG,90604-00-00,13440.0,(1day)
FMORT-0582,ELBOW ARTHROSCOPY OF ELBOW SURCAL,PKG,49118-00-01,13440.0,(1day)
FMORT-0696,CURRETTAGE OF BONE SYST MEDIUM,PKG,30241-00-01,13440.0,(1day)
FMORT-0769,REMOVAL OF SPINAL INSTRUMENTATION,PKG,50616-01-00,13440.0,(2 days)
FMORT-0806,SEQUESTRECTOMY SMALL BONE,PKG,90573-00-01,13440.0,(1day)
FMSUR-3321,IVF Cycle Second Attempt,PKG,13215-03-00,13440.0,(1day)
FMURO-0076,Embolization Of Varicocele,Service,30635-00-01,13440.0,
PKORT-0022,Open Cheilectomy And Debridement Of Mp Joint,PKG,50115-00-00,13440.0,(2 days)
FMORT-1046,Image Guided Spastic Muscle Injection,Service,18360-01-01,13336.0,
FMOPT-4077,DCR+LESTER JONES TUBE,PKG,42623-00-01,13296.0,(1day)
FMSUR-3356,"Embolization of cranial and spinal vascular tumors as Pre-operative and decrease in blood supply to the tumor including the basic microcatheter, microguide wire and the first coil",PKG,35321-02-00,13296.0,(2 days)
FMSUR-3130,Bowel anastomosis resection,PKG,30566-00-00,13200.0,(2 days)
FMSUR-3147,Creation of A.V. Fistula,PKG,34512-00-00,13200.0,(1day)
FMXRAY1361,IR. Angiography ARCH / THORACIC AORTOGRAM,PKG,59903-03-00,13200.0,(1day)
FMXRAY1362,IR. Angiography ABDOMIN / PELVIC AORTOGRAM,PKG,59903-03-00,13200.0,(1day)
FMXRAY1363,IR. Angiography PULMONARY / BRONCHIAL ARTERIOGRAM,PKG,59970-04-00,13200.0,(2 days)
FMXRAY1364,IR. Angiography RENAL / MESENTRIC ARTERIOGRAM,PKG,59970-04-00,13200.0,(1day)
FMXRAY1367,IR. Angiography UL ARTERIOGRAM (BILATERAL),PKG,59970-03-00,13200.0,(1day)
FMXRAY1369,IR. Angiography LL ARTERIOGRAM (BILATERAL),PKG,59970-03-00,13200.0,(1day)
FMXRAY1399,IR. Additional STENT,PKG,35321-10-00,13200.0,DAY CASE
FMXRAY1401,IR. Veriscose vein ablation (one limb),PKG,32520-00-00,13200.0,(1day)
FMXRAY1418,IR. Bone biopsy (limbes),PKG,30081-00-00,13200.0,(1day)
FMXRAY1423,IR. FALLOPIAN TUBES RECANALIZATION,PKG,59712-00-00,13200.0,(1day)
FMXRAY1428,IR. RETREIVAL (OTHER),PKG,99999-99-92,13200.0,(1day)
FMXRAY1494,NM. Thyroid (Theraputic I-131 - 50 MCI),Service,61426-00-00,13200.0,
ORT-0079,Travera Band for Crucial Ligament Reconstruction-PT/IP,PKG,49509-01-00,13188.0,(1day)
ORT-0080,Core Tax Band for Crucial Ligament Reconstruction-PT/IP,PKG,50127-00-01,13188.0,(1day)
ORT-0117,ORIF for recent & old neglected fracture dislocation of shoulder & hip joint,PKG,47012-01-01,13188.0,(1day)
FMOPT-2102,COMPLICATED CATRACT EXTRACTION,PKG,90077-00-11,13162.0,(1day)
PKSUR-0016,Endo-venous Laser Ablation Bilateral.,PKG,90223-01-00,13125.0,(1day)
FMENTS0012,RADICAL MAXILLECTOMY,Service,45596-00-00,13000.0,
FMSUR-3391,APICECTOMY ANTERIOR,PKG,97432-00-00,13000.0,(1day)
FMSUR-9171,"Neonatal Laparotomy, Microsurgical Procedure",Service,30373-00-00,13000.0,
MS-M-000536,MACHINE BPAP BIPAP  EASY BREATHE WITH FULL MASK PHILIPS # 1020008,Medical Device,57814,13000.0,
SUR-0137,Lumpectomy + histopath,PKG,32000-03-00,13000.0,(4 days)
FMORT-0832,Shock Wave Per Soft Tissue 10 Sessions,Service,96155-00-00,12994.0,
FMENT-3162,ENDOLYMPHATIC SHUNT,PKG,90281-00-00,12960.0,(1day)
FMENT-3185,THYROGLOSSAL CYST EXCISION,PKG,30313-00-00,12960.0,(1day)
FMOPT-4004,EXENTRATION,PKG,42536-00-01,12960.0,(1day)
FMOPT-4107,IRS CLAW PHAKIC (IOL),PKG,42701-00-01,12960.0,(1day)
FMOPT-4132,CATARACT EXTRACTION + TRABECULECTOMY,PKG,42698-06-01,12960.0,(1day)
FMOPT-4242,PARSPLANA LENSECTOMY + VITRECTOMY+ RETINAL DETACHMENT+ SCLERAL BUCKLE ,PKG,90089-00-01,12900.0,DAY CASE
FMDNTS0367,FRACTURE ZYGOMATIC ARCH (CLOSED REDUCTION),PKG,47762-01-01,12800.0,(1day)
FMNEU-3633,DISC NUCLEOPLASTY - ONE LEVEL - W/OUT IMPLANT,PKG,90011-02-00,12800.0,(1day)
FMNEU-3637,CERVICAL/LUMBAR INTRA DISCAL CHEMONUCLEOLYSIS - ONE LEVEL,PKG,40336-00-00,12800.0,(1day)
FMNEU-3647,"RADIOFREQUENCY- LUMBAR, THORACIC OR CERVICAL FACET MEDIAL BRANCH NERVE",PKG,39323-00-00,12800.0,(1day)
FMNEU-3648,RADIOFREQUENCY- SACROILIAC JOINT - ONE SIDE,PKG,39323-00-00,12800.0,(1day)
FMNEU-3650,RADIOFREQUENCY- COCCYGEAL NERVES FOR COCCYDYNIA,PKG,39323-00-00,12800.0,(1day)
FMORT-1026,Knee Joint Denervation,Service,50124-01-10,12800.0,
FSLAB0014,FOUNDATION ONE CDX test ,Service,73200-09-60,12800.0,
FSLAB0015,FOUNDATION ONE liquid CDX test,Service,73200-09-10,12800.0,
FMPTD-2197,DECOMPRESSION SPINAL 20 VISIT,Service,95550-03-00,12784.0,
ORT-0064,Ext. Fixation Application Large Bones Implant Returnable,PKG,50130-00-01,12784.0,(1day)
FMOPT-4130,CATARACT EXTRACTION-I.O.L.,PKG,42698-05-01,12750.0,(1day)
FMURO-3078,Pyelolithotomy,PKG,36540-00-01,12720.0,(1day)
FMURO-3080,Removal of Penile Prosthesis,PKG,37426-00-00,12720.0,(1day)
FMURO-3094,Trans Obturator Tape Insertion (TOT),PKG,35599-00-00,12720.0,(1day)
ORT-0100,Cruciate Ligament Reconstruction without Prothesis,PKG,49539-01-01,12692.0,(1day)
