CODE,SERVICES,Price,20% increase -april 2021
MTENT-0120,EXCISION OF NASAL ADHESION    BILATERAL,2055,2466.0
MTENT-0121,EXAMINATION OF THE EAR UNILATERAL UNDER G.A.,405,486.0
MTENT-0122,MICROSCOPIC EXAM. OF THE EAR  UNDER G.A. BILATERAL,1020,1224.0
MTENT-0123,I.M.INJECTION,25,30.0
MTENT-0124,EXAMINATION OF THE NASOPHARYNX(NASOPHARYNGOSCOPY),270,324.0
MTENT-0125,SINUSCOPY,1350,1620.0
MTENT-0126,ELECTRIC CAUTERY,325,390.0
MTENT-0127,NASAL BIOPSY,640,768.0
MTENT-0128,NASAL POLYPECTOMY,300,360.0
MTENT-0129,MICROSCOPIC EXAM. OF THE EAR  UNDER L.A. UNILATERAL,210,252.0
MTENT-0130,MICROSCOPIC EXAM. OF THE EAR  UNDER L.A. BILATERAL,270,324.0
MTENT-0131,REMOVAL OF FORIEGN BODY,270,324.0
MTENT-0132,ADENOIDECTOMY + BIL. MYINGOTOMY+ GROMMETS INSERTION,2550,3060.0
MTENT-0137,RADIO FREQUENCY APPLICATION TOTHE INFERIOR TURBINATE (BILATE,1280,1536.0
MTENT-0138,RADIO FREQ. APPL. TO THE INFERIORTURBINATES (BILATERAL),1910,2292.0
MTENT-0139,RADIO FREQUENCY APPLICATION TOTHE TONGUE,2545,3054.0
MTENT-0140,RADIO FREQ. APPLICATION TO THEINFERIOR TURBINATES (BILATERAL,2545,3054.0
MTENT-0141,RADIO FREQ. APPL. TO THE INFERIOR TUBINATES AND TONGUE,3048,3657.6
MTENT-0142,RADIO REQ. APPL. TO THE PALATEAND TONGUE.,3048,3657.6
MTENT-0143,RDO. FREQ. APPL. TO THE INFERIOR TUBINATES PALATE AND TONGUE,3556,4267.2
MTENTA0001,PRICK TEST,710,852.0
MTENTA0002,BATCH TEST,830,996.0
MTENTA0003,RAST TEST,225,270.0
MTENTA0004,TOTAL IGE,906.25,1087.5
MTENTA0005,VACCINES,1535,1842.0
MTENTA0006,INJECTION OF VACCINES,515,618.0
MTENTA0007,MAINTENANCE TREATMENT,1405,1686.0
MTENTE0036,FITTING OF COMPACT DIGIFOCUS  HEARING AID.,7115,8538.0
MTENTR0002,RADIO FREQ. APP. TO INFERIOR TURBINATES (BILATERAL),2545,3054.0
MTENTR0003,RADIO FREQ. APPL. TO THE PALATE,2545,3054.0
MTENTR0004,RADIO FREQ. APPL. TO THE TONGUE,2545,3054.0
MTENTR0005,RADIO FREQ.APPL. TO THE INF. TURBINATES AND PALATE,3048,3657.6
MTENTR0006,RADIO FREQ. APPL. TO THE INF. TURBINATES AND TONGUE,3048,3657.6
MTEXT-0001,EXTERNAL DOCTOR FEE,437.5,525.0
FMC1618,SET FOR FEEDING PUMP,45,54.0
FMERD-0001,E.R. CONSULTATION,240,288.0
FMERD-0002,VIDEO RECORDING,85,102.0
FMERD-0010,ER STOCK DEDUCTION,15,18.0
FMERD-1000,DAY CARE SUPERVISION,255,306.0
FMERDA0001,ABCESS  INCISSION SUFERCIAL,145,174.0
FMERDA0002,ABSCESS INCISION DEEP,220,264.0
FMERDA0003,ENDOTRACHEAL INTUBATION,290,348.0
FMERDA0004,INCISN & DRAINGE OF PARONYCHIA,225,270.0
FMERDA0005,REMOVAL OF NAIL,205,246.0
FMERDA0006,REMOVAL OF STICHES,68.75,82.5
FMERDA0007,REMOVL OF FOREIGN BODY (SIMPLE,555,666.0
FMERDA0008,BURN DRESSING 5 %,225,270.0
FMERDA0009,BURN DRESSING 10 - 20%,720,864.0
FMERDA0010,BURN DRESSING 20 - 30%,1140,1368.0
FMERDA0011,BURN DRESSING 5 - 10%,290,348.0
FMERDA0012,CATHETERIZATION,115,138.0
FMERDA0013,DEEP CUT WOUND LARGE (10 - 20  STITCHES),290,348.0
FMERDA0014,DEEP CUT WOUND MEDIUM ( 5 - 10 STITCHES),225,270.0
FMERDA0015,DEEP CUT WOUND SMALL ( 3 - 5   STITCHES),145,174.0
FMERDA0016,ENDOTRACHEAL TUBE,60,72.0
FMERDA0017,I.V. CANULA,50,60.0
FMERDA0018,I.V. CENTRAL CATHETER,120,144.0
FMERDA0019,I.V. FLUID INSERTION,85,102.0
FMERDA0020,I.V. INJECTION,30,36.0
FMERDA0023,HOME VISIT CONSULTANT ON DUTY,580,696.0
FMERDA0024,HOME VISIT CONSULTANT OFF DUTY,660,792.0
FMERDA0026,CARDIAC MONITORING(PER 30 MIN),85,102.0
FMERDA0027,SUB.CUT WOUND LARGE (10-20     STITCHES,225,270.0
FMERDA0028,SUB.CUT WOUND MEDIUM (5 - 10   STITHES),145,174.0
FMERDA0029,SUB. CUT WOUND SMALL(3-5 STITCHES),100,120.0
FMERDA0030,CONTROL OF EPISTAXIS BY        ANTERIOR NASAL PACKING,370,444.0
FMERDA0031,CONTROL OF EPISTAXIS BY ANTE-  ROPOST NASAL PACKING,1140,1368.0
FMERDA0032,FOREIGN BODY REMOVAL,290,348.0
FMERDA0033,SUTURE OF LACERATN EXTERNL EAR,165,198.0
FMERDA0034,SUTURE OF LACERATN OF LIP (EA),115,138.0
FMERDA0035,SUTURE OF LACERATN IN THE NOSE,145,174.0
FMERDA0036,SUTURE OF LACERATION TONGUE,145,174.0
FMERDA0037,CHECK-UP FOOD HANDLER,290,348.0
FMERDA0038,CONSULTANT TO/FROM OTHER HOSPT,430,516.0
FMERDA0039,DEFIBRILLATOR,225,270.0
FMERDA0040,ER DELIVERY FEE,1660,1992.0
FMERDA0041,ER DELIVERY FEE FOR CONSULTANT,1140,1368.0
FMERDA0042,FIXATION OF AGRYL CATHETER,675,810.0
FMERDA0043,GASTRIC LAVAGE STOMACH OR      STOMACH WASH,125,150.0
FMERDA0044,GASTRIC LAVAGE WITH N.G.T.,180,216.0
FMERDA0045,HEALTH CERTIFICATE,240,288.0
FMERDA0046,HOME TREATMENT (NURSE+PROCEDUR,85,102.0
FMERDA0047,INCISION & DRAINAGE (PEDIA),140,168.0
FMERDA0048,INTUBATION FEE,180,216.0
FMERDA0049,MARITAL COUNSELLING,180,216.0
FMERDA0050,MINI DRESSING PACK,70,84.0
FMERDA0051,NASAL TUBE SUNCTIONING,35,42.0
FMERDA0052,NURSE ESCORT FOR PT. BY AIR    (PER DAY),720,864.0
FMERDA0053,RECTAL TUBE INSERTION,60,72.0
FMERDA0054,REMOVAL OF LOOSE NAILS DRESSNG,120,144.0
FMERDA0055,SGH COCKTAIL(IV/PROFE/LAS/BEC) DW/PROFENID/SYNACTEN/LASIX 2HR,320,384.0
FMERDA0056,SM.DRESSING W/OINT & BAN DIF.A,125,150.0
FMERDA0057,UNDER WATER DRAINAGE,170,204.0
FMERDA0058,VACCINATION FOR CHOLERA (ER),45,54.0
FMERDA0059,AIRWAY,60,72.0
FMERDA0060,COLD COMPRESS,50,60.0
FMERDA0061,FLEET CLEANSING ENEMA,60,72.0
FMERDA0062,GLUCOTEST,56.25,67.5
FMERDA0063,HOT COMPRESS,85,102.0
FMERDA0064,I.M. OR SUBCUTICULAR INJECTION,25,30.0
FMERDA0065,LARGE DRESSING,125,150.0
FMERDA0066,MEDIUM DRESSING,85,102.0
FMERDA0067,ORDINARY DRESSING,65,78.0
FMERDA0068,OXYGEN INHALATION (PER 30 MNS),60,72.0
FMERDA0069,TEPID SPONGE BATH,85,102.0
FMERDA0070,SKIN TEST,25,30.0
FMERDA0071,CODE BLUE CALL,225,270.0
FMERDA0072,SUTURING 1-3 SUTURES,80,96.0
FMERDA0073,NEBULIZER A/C VENTOLIN,125,150.0
FMERDA0075,SMALL DRESSING,56.25,67.5
FMERDA0076,E.C.G,150,180.0
FMERDA0077,HOME VISIT SPECIALIST ON DUTY,460,552.0
FMERDA0079,CHEMOTHERAPY (1) DAY TREAT.ER,290,348.0
FMERDA0080,CHEMOTHERAPY (2) DAYS TREA.ER,430,516.0
FMERDA0081,PRE-EMPLOYMENT CHECK-UP-       SAMAREC,720,864.0
FMERDA0082,EVALUATION OF BREAST MILK      USING ELECTRONIC BREAST PUMP,50,60.0
FMERDA0083,FINE FAC.SUTRES.USING 8-12 SUT USING 5 OR 6  SUTURE,170,204.0
FMERDA0084,FINE FACIAL SUTUR.USG.5-6 1-3  SUTURES,115,138.0
FMERDA0085,FINE FAC.SUT.USNG. 5-6 SUT.4-7 SUTURES,140,168.0
FMERDA0086,AMBULANCE FOR ARAMCO PATIENT - W/ DOCTOR IN JEDDAH,395,474.0
FMERDA0087,AMBULANCE FOR ARAMCO PATIENT - W/ AND W/O NURSE IN JEDDAH,135,162.0
FMERDA0089,USE OF PULSE OXIMETER 30 MNTS.,60,72.0
FMERDA0091,VITAL SIGN MONITORING MULTI    PARAMETER HOURLY RATE,135,162.0
FMERDA0093,E.C.G. ANALYZER,160,192.0
FMERDA0094,CODE YELLOW CONSULTATION,440,528.0
FMERDA0095,TRIAGE CARDIAC PROFILER,1300,1560.0
FMERDA0096,HOME VISIT I,1030,1236.0
FMERDA0097,HOME VISIT II,2060,2472.0
FMERDA0098,HOME VISIT III,3090,3708.0
FMERDA0099,VISIT OF A CONSULTANT DR. TO OTHER HOSPITAL,1030,1236.0
FMERDC0001,AMBULANCE W/ OR W/OUT NURSE    (RETURN JEDDAH),225,270.0
FMERDC0002,AMBULANCE W/ DOCTOR G.P.& NURS (RETURN JEDDAH),640,768.0
FMERDC0003,AMBULANCE W/ OR W/OUT NURSE    (RETURN MECCA),1140,1368.0
FMERDC0004,AMBULANCE W/DOCTOR G.P.& NURSE,1690,2028.0
FMERDC0005,AMBULANCE WITHOUT NURSE        (RETURN TAIF),1690,2028.0
FMERDC0006,"AMBULANCE W/ DOCTOR G.P,NURSE  (RETURN TAIF)",1760,2112.0
FMERDC0007,AMBULANCE W/ OR W/O NURSE      (RETURN MEDINA),2810,3372.0
FMERDC0008,AMBULANCE W/ DOCTOR G.P. NURSE (RETURN MEDINA),3930,4716.0
FMERDC0009,CRUTCHES RENTAL PER WEEK       (PLUS DEPOSIT),85,102.0
FMERDC0010,WALKER RENTAL - PER DAY PLUS   DEPOSIT,45,54.0
FMERDC0011,WHEELCHAIR RENTAL-PER DAY      (DEPOSIT 500),65,78.0
FMERDC0012,AMBULANCE W/W/OUT NURSE(RETURN JEDDAH)-MERCEDES BENZ,225,270.0
FMERDC0013,AMBULANCE W/DOCTOR G.P & NURSE (RETURN JEDDAH)-MERCEDES BENZ,640,768.0
FMERDC0014,AMBULANCE W/W/OUT NURSE (RET.  MECCA) - MERCEDES BENZ,1140,1368.0
FMERDC0015,AMBULACE W/DOCTOR G.P. & NURSE,1690,2028.0
FMERDC0016,AMBULANCE W/OUT NURSE(RETURN   TAIF) - MERCEDES  BENZ,1690,2028.0
FMERDC0017,"AMBULANCE W/DOCTOR G.P.,NURSE  (RETURN TAIF) - MERCEDES BENZ",1760,2112.0
FMERDC0018,AMBULACE W/W/OUT NURSE(RETURN  MEDINA) - MERCEDES BENZ,2810,3372.0
FMERDC0019,AMBULANCE W/DOCTOR  G.P. NURSE (RETURN MEDINA) -MERCEDES BENZ,3930,4716.0
FMERDC0020,AMBULANCE TO NORTH ABHOR W/NUR SE,395,474.0
FMERDC0021,AMBULANCE TO DURRAT AL AROUS   WITH NURSE,640,768.0
FMERDC0022,AMBULANCE TO NATIONAL GUARD    HOSPITAL WITH NURSE,515,618.0
FMERDC0023,AMBULANCE TO ABHA-KHAMIS WITH  NURSE,5340,6408.0
FMERDC0024,AMBULANCE TO ABHA-KHAMIS DOCTO R PLUS NURSE,7870,9444.0
FMERDC0025,AMBULANCE TO KONFUDA WITH      NURSE,2290,2748.0
FMERDC0026,AMBULANCE TO KUNFUDA DOCTOR    NURSE,3560,4272.0
FMERDD0001,P.O.P. TO SIMPLE FRACTURE,356,427.2
FMERDD0002,PLASTER STRAPPING (TOE FINGER),125,150.0
FMERDD0003,SKIN TRACTION W/ THOMAS SPLINT,580,696.0
FMERDD0004,SPLINT FOR FRACTURE,125,150.0
FMERDD0005,TENSOPLAST STRAPPING,125,150.0
FMERDD0006,THOMAS SPLINT RENTAL PER WEEK  PLUS DEPOSIT,190,228.0
FMERDE0001,RECOVERY/OBSERVATION PER (HR),85,102.0
FMERDV0001,MENINGITIS VACCINE,70,84.0
FMERDV0002,MEMINGITIS VACCINE (ARAMCO),50,60.0
FMERDV0003,HEPATITIS B VACCINE IN ER,115,138.0
FMREDE0002,OBSERVATION ROOM FEE,145,174.0
SMC1618,SET FOR FEEDING PUMP,115,138.0
FMERRZ9998,ER RECOVERY ROOM FEE,110,132.0
FMEND-0001,GASTROSCOPY/ENDOSCOPY,1100,1320.0
FMENDA0001,BRONCHOSCOPY,3275,3930.0
FMENDA0002,BRONCHOALVEOLAR LAVAGE,150,180.0
FMENDE0001,UPPER GI ENDOSCOPY,1000,1200.0
FMENDE0002,OESOPHAGOSCOPY,1350,1620.0
FMENDE0003,FOLLOW UP ENDOSCOPY,900,1080.0
FMENDE0004,COLONOSCOPY FULL COLON,1650,1980.0
FMENDE0005,COLONOSCOPY MID COLON,1350,1620.0
FMENDE0006,FLEXIBLE SIGMOIDOSCOPY,1300,1560.0
FMENDE0007,PROCTOSCOPY,150,180.0
FMENDE0008,PROCTOSIGMOIDOSCOPY (RIGID),700,840.0
FMENDE0009,ENDOSCOPIC BIOPSY,150,180.0
FMENDE0010,SMALL INTESTINAL BIOPSY,750,900.0
FMENDE0011,RECTAL SNIP EXAMINATION,415,498.0
FMENDE0012,END.CHOLANGIOPANCREATOGRAPHY,1690,2028.0
FMENDE0013,ENDOSCOPIC PANCREATHOGRAPHY,1410,1692.0
FMENDE0014,ENDOSCOPIC CHOLANGIOGRAPHY,1410,1692.0
FMENDE0015,ENDCOSCOPIC VEDIO TAPE PRINTING,75,90.0
FMENDE0016,ENDOSCOPIC ULTRASONOGRAPHY,25,30.0
FMENDE0017,PRE MEDICATION,145,174.0
FMENDE0018,UNCOMPLETED PROCEDURE,430,516.0
FMENDE0019,OESOPHAGEAL PH MONITORING      24 HOURS,1345,1614.0
FMENDE0020,OESOPHAGEAL PH MONITORING      3 HOURS,675,810.0
FMENDE0021,SCLEROTHERAPHY O.V.,1690,2028.0
FMENDE0022,ENDOSCOPIC LIGATION O.V.,1345,1614.0
FMENDE0023,INSERTION OF GASTRIC BALLOON,5600,6720.0
FMENDE0024,ENDOSCOPIC POLYPECTOMY,675,810.0
FMENDE0025,INJECTION OF BLEEDING POINT,720,864.0
FMENDE0026,ELECTROCOAGULATION OF BLEEDING,720,864.0
FMENDE0027,ENDOSCOPIC REMOVAL OF F.B.,1410,1692.0
FMENDE0028,BALLOON DILATION OF GI,1410,1692.0
FMENDE0029,BOUGIE DILATATION OF GI STRICTURE,1410,1692.0
FMENDE0030,IMPLANTATION OF PLASTIC STENT,2105,2526.0
FMENDE0031,IMPLANTATION OF EXPANDABLE     STENT,1345,1614.0
FMENDE0032,ENDOSCOPIC PAPILLOTOMY,720,864.0
FMENDE0033,ENDOSCOPIC SPHINCLEROTOMY,2390,2868.0
FMENDE0034,E. STONE EXTRACTION 1 STONE,720,864.0
FMENDE0035,E. STONE EXTRACTION 2-5 STONES,2105,2526.0
FMENDE0036,E. STONE EXTRACTION 5 OR MORE  STONES,3510,4212.0
FMENDE0037,ENDOSCOPIC STONE CRUSHING,1140,1368.0
FMENDE0038,E.S. WITH STONE EXTRACTION,3785,4542.0
FMENDE0039,E.S. WITH STONE CRUSHING,4205,5046.0
FMENDE0040,INSERTION OF NASOBILIARY CATHE TER,1080,1296.0
FMENDE0041,ENDOSCOPIC INSERTION OF A STEN,1080,1296.0
FMENDE0042,E.S. WITH INSERTION OF A STENT,3080,3696.0
FMENDE0043,ENDOSCOPIC OF STENT EXCHANGE,2390,2868.0
FMENDE0044,ENDOSCOPIC BRUSH CYTOLOGY,285,342.0
FMENDE0045,SCLEROTHERAPY HAEMORRHOIDS,285,342.0
FMENDE0046,GUM  LIGATURE - HAEMORRHOIDS,1410,1692.0
FMENDE0047,INFRA-RED COAGULATION-HAEMORR- HOIDS,430,516.0
FMENDE0048,DIGITAL ANAL DILATATION,225,270.0
FMENDE0049,INCISION OF PERIANAL THROMB0-  SIS,370,444.0
FMENDE0050,ENDOSCOPIC LASER TREATMENT,2600,3120.0
FMENDE0051,GASTROTOMY FEEDEING TUBE,2675,3210.0
FMENDE0052,BILIARY/PANCREATIC STRICTURE   DILATATION,1345,1614.0
FMENDE0053,VARICEAL LIGATION 5 BANDS,1345,1614.0
FMENDE0054,VARICEAL LIGATION > 5 BAND,2015,2418.0
FMENDE0055,USE OF BALOON,595,714.0
FMENDE0056,H-PYLORI RAPID CHECK,4790,5748.0
FMENDE0057,E.G.D/COLONOSCOPY,1650,1980.0
FMENDE0058,EGD / FLEXIBLE  SIGMOIDOSCOPY,1360,1632.0
FMENDE0059,GASTRIC VARICES INJECTION,240,288.0
FMENDE0060,OR SIGMOIDOSCOPY COMPLEMENTRY TO ANO RECTAL SURGER,20,24.0
FMENDE0062,USE OF ENDOCLIPS,910,1092.0
FMENDE0063,REPLACEMENT TUBE,1360,1632.0
FMENDE0064,USE OF HISTOACRYL,240,288.0
FMENDE0065,OESOPHAGEAL PH MONITORING (24HRS BY CATHETER),1650,1980.0
FMENDE0066,OESOPHAGEAL PH MONITORING (48 HRS),2195,2634.0
FMENDE0067,MANOMETRY,2195,2634.0
FMENDE0068,LES MANOMETRY + IMPEDENCE,2740,3288.0
FMENDE0069,PH CAPSULE,1650,1980.0
FMENDE0070,INSERTION OF PH CAPSULE,1105,1326.0
FMENDE0071,PH METRY WIRELESS (24HRS),2740,3288.0
FMENDE0072,PH METRY WIRELESS (48 HRS),3290,3948.0
FMENDE0073,H-PYLORI BREATH TEST,415,498.0
FMENDE0074,UBT,310,372.0
FMENDE0075,ARGON PLASMA COAGULATION (APC),1340,1608.0
FMD0001,PRE REGISTRATION SGNA (STUDENT) CHECKUP,335,402.0
FMFMD-0001,VASCORE,550,660.0
FMFMD-0002,ECG,181.25,217.5
FMIVF-0001,ARTIFICIAL INSEMINATION OF    HUSBAND (AIH),540,648.0
FMIVF-0002,PERITONEAL OOCYTE AND SPERM   TRANSFER (POST),4200,5040.0
FMIVF-0004,PERITONEAL OOCYTE AND SPERM   POST-B- PACKAGE DEAL,3153.75,3784.5
FMIVF-0005,INVINTRO FERTILIZATION BY U/S DIRECTED OOCYTE RETRIEVAL,6821.25,8185.5
FMIVF-0006,IVF-A-PACKAGE DEAL (UDOR),1057.5,1269.0
FMIVF-0007,IVF-B-PACKAGE DEAL (UDOR),5775,6930.0
FMIVF-0008,INVINTRO FERTILIZATION BY LAP-ROSCOPIC OOCYTE RETRIEVAL,8392.5,10071.0
FMIVF-0009,IVF-A-PACKAGE DEAL (LAPAROSCO-PIC ),1057.5,1269.0
FMIVF-0010,IVF-B-PACKAGE DEAL (LAPAROSCO-PIC ),7346.25,8815.5
FMIVF-0011,REPEATED IVF BY LAPAROSCOPIC  OOCYTE RETRIEVAL,7346.25,8815.5
FMIVF-0012,REPEATED IVF-A-PACKAGE DEAL   (LAP.),1057.5,1269.0
FMIVF-0013,REPEATED IVF-B-PACKAGE DEAL   (LAP.),6296.25,7555.5
FMIVF-0014,GAMETE INTRA FALLOPIAN TRANS- FER ( (GIFT),7871.25,9445.5
FMIVF-0015,GIFT-A-PACKAGE DEAL,1057.5,1269.0
FMIVF-0016,GIFT-B-PACKAGE DEAL,6821.25,8185.5
FMIVF-0017,ZYGOTE INTRA FALLOPIAN TRANS- FER (ZIFT)\,8392.5,10071.0
FMIVF-0018,ZIFT-A-PACKAGE DEAL,1057.5,1269.0
FMIVF-0019,ZIFT-B-PACKAGE DEAL,7346.25,8815.5
FMIVF-0020,IVF-GIFT COMBINED,8921.25,10705.5
FMIVF-0021,IVF-GIFT-A-PACKAGE DEAL,1057.5,1269.0
FMIVF-0022,IVF-GIFT-B-PACKAGE DEAL,7871.25,9445.5
FMIVF-0023,SEMEN ANALYSIS,150,180.0
FMIVF-0024,SEMEN ASSESMENT,322.5,387.0
FMIVF-0025,SPERM ANTIBODIES,480,576.0
FMIVF-0026,POST COITAL TEST (PCT),135,162.0
FMIVF-0027,X-Y SEPARATION,855,1026.0
FMIVF-0028,SPERM-MUCOUS PENETRATION TEST,168.75,202.5
FMIVF-0029,VAGINAL ULTRASOUND,421.875,506.25
FMIVF-0030,VAGINAL ULTRA SOUND PACK. DEAL(4-5 U/S VAGINAL SCANS),540,648.0
FMIVF-0031,ABDOMINAL ULTRASOUND,703.125,843.75
FMIVF-0032,LAPAROSCOPIC EXAM FOR INFERTI-LITY,1578.75,1894.5
FMIVF-0033,LAPAROSCOPIC OPERATION FOR    INFERTILITY,2632.5,3159.0
FMIVF-0034,HYSTEROSCOPIC EXAM FOR        INFERTILITY,1057.5,1269.0
FMIVF-0035,HYSTEROSCOPIC OPERATION FOR   INFERTILITY,2632.5,3159.0
FMIVF-0036,I.V.F. CHECK-UP,240,288.0
FMIVF-0037,LASER ASSISTED HATCHING,956.25,1147.5
FMIVF-0038,SEMEN SAMPLE FREEZING,930,1116.0
FMIVF-0039,TESTICULAL BIOPSY,1134.375,1361.25
FMIVF-0040,EMBRAYO FREEZING,1852.5,2223.0
FMIVF-0041,ANNUAL FEE,236.25,283.5
FMIVF-0042,ICS PROCEDURE,8066.25,9679.5
FMIVF-0043,OVUM PICKUP UNDER G.A.,3592.5,4311.0
FMIVF-0044,ICSI WITOUT ET,5381.25,6457.5
FMIVF-0045,FROZEN THAWED ET,900,1080.0
FMIVF-0046,MOCK TRANSFER,228.75,274.5
FMIVF-0048,ICSI PROCERDURE,8700,10440.0
FMIVF-0049,ARTIFICIAL INSEMINATION,1050,1260.0
FMIVF-0051,EMBRYO TRANSFER1,1747.5,2097.0
FMIVF-0052,EMBRYO TRANSFER (REPEAT),877.5,1053.0
FMIVF-0053,TESTICULAR BIOPSY EXAMINATION,1312.5,1575.0
FMIVF-0054,TESTIICULAR BIOPSY EXAMINATION,877.5,1053.0
FMIVF-0055,EXTENDED SEMEM ANALYSIS,202.5,243.0
FMIVF-0056,SEMEM SAMPLE FREEZING,2392.5,2871.0
FMIVF-0057,EMBRYO FREEZING,2392.5,2871.0
FMIVF-0058,ARTIFICIAL INSEMINATION 1,1597.5,1917.0
FMIVF-0059,ARTIFICCIAL INSEMINATION WITH SEX SELECTION,1995,2394.0
FMIVF-0060,ICSI WITHOUT E.T.,6371.25,7645.5
FMIVF-0061,ICSI PROCEDURE,9555,11466.0
FMIVF-0062,FROZEN THOWED E.T.,1995,2394.0
FMIVF-0063,D.&C BEFORE ICSI,1995,2394.0
FMIVF-0064,DIAGNOSTIC LAPAROSCOPY BEFORE ICSI,4781.25,5737.5
FMIVF-0065,TRANSVAGINAL ULTRASOUND GUIDED CYST ASPIRATION,3982.5,4779.0
FMIVF-0066,MYOMECTOMY BEFORE ICSI,9555,11466.0
FMIVF-0067,C.S. AFTER ICSI (SINGLE BABY),9555,11466.0
FMIVF-0068,C.S. AFTER ICSI (TWIN.RECURRENT CS),11940,14328.0
FMIVF-0069,DIAGNOSTIC HYSTEROSCOPY BEFORE ICSI,3982.5,4779.0
FMIVF-0070,COMBINED DIAG. LAP AND HYSTEROSCOPY BEFORE ICSI,6371.25,7645.5
FMICU-0001,WARMING BLANKET PER HOUR,60,72.0
FMICU-0002,DEFIBRILLATOR,280,336.0
FMICU-0003,PACEMAKER PER DAY,540,648.0
FMICU-0004,INTERCOSTAL TUBE INSERTION,415,498.0
FMICU-0005,PORTABLE VENTILATOR (OXYGEN)   PER HOUR,85,102.0
FMICU-0006,EPIDURAL INSERTION,280,336.0
FMICU-0007,ECG PORTABLE,150,180.0
FMICU-0008,AIR MATRESS PER DAY,85,102.0
FMICU-0009,LUMBAR PUNCTURE,325,390.0
FMICU-0010,ABDOMINAL TAPPING,400,480.0
FMICU-0011,CHANGE OF TRACHEOTOMY TUBE,280,336.0
FMICU-0012,MULTI PARAMETER,270,324.0
FMICU-0013,TWIN PUMP AMBU BAG /USE,50,60.0
FMICU-0014,USE OF BLOOD WARMER,80,96.0
FMICU-0015,ABDOMINAL TAPPING,400,480.0
FMICU-0016,PERCAUTENOUS DILATATIONAL TRACHEOSTOMY,3600,4320.0
FMICU-0017,CODEMAN ICP,488,585.6
FMICU-0018,SEQUENTIAL COMPRESSION DEVICE,296,355.2
FMENT-0081,GENERAL CHECK-UP I (NEW),1121.25,1345.5
FMINT-0005,PERCUTANEOUS LIVER BIOPSY,580,696.0
FMINT-0006,ABDOMINAL PARACENTESIS,370,444.0
FMINT-0007,THORACOCENTESIS,505,606.0
FMINT-0008,PERCUTANEOUS KIDNEY BIOPSY,580,696.0
FMINT-0018,HEMODIALYSIS TYPE C2 (72SE),31552,37862.4
FMINT-0026,PULMONARY FUNCTION TEST,320,384.0
FMINT-0027,BENCARD SENSITIVITY TEST,475,570.0
FMINT-0029,ASTHMA CHECKUP - 1ST VISIT,870,1044.0
FMINT-0030,PERIODIC CHEST CHECKUP,565,678.0
FMINT-0031,PLEURAL BIOPSY,370,444.0
FMINT-0032,ADD'L FEE FOR COM.OR OVER 3HRS,720,864.0
FMINT-0033,CONT.SUBCUTA.INSULIN INFU.PUMP,720,864.0
FMINT-0034,GENERAL CHECK-UP I IN OPD,1001.25,1201.5
FMINT-0035,GEN.CHECK-UP I-WARD 2ND CLASS,1443.75,1732.5
FMINT-0036,GEN.CHECK-UP I-WARD 1ST CLASS WITH NO SUITE OR SEMI SUITE,1770,2124.0
FMINT-0037,GEN CHECK-UP II FOR MALE IP   1ST CLASS (1 DAY CASE),2756.25,3307.5
FMINT-0038,GEN CHECK-UP II MALE IP 2ND   CLASS (1 DAY CASE),2205,2646.0
FMINT-0039,GEN CHECK-UP II FEMALE IP 1ST CLASS (1 DAY CASE),2756.25,3307.5
FMINT-0040,GEN CHECK-UP II FEMALE IP 2ND CLASS (1 DAY CASE),2205,2646.0
FMINT-0041,PATIENT W/ SUSPECTED LIVER    DISEASE,1267.5,1521.0
FMINT-0042,PATIENTS W/ DYSPEPSIA UPPER   GUT & UPPER ABDOMEN,1515,1818.0
FMINT-0043,PATIENT W/ DYSPEPSIA LOWER GUTAND LOWER ABDOMEN,1395,1674.0
FMINT-0044,PATIENT W/ DYSPEPSIA WHOLE GUTAND WHOLE ABDOMEN OPD,2002.5,2403.0
FMINT-0045,GENERAL CHECK UP I,1110,1332.0
FMINT-0046,GEN. CHECK UP II(MALES&FEMALES,1770,2124.0
FMINT-0047,GEN. CHECK UP III(FEMALES ONLY,2452.5,2943.0
FMINT-0048,GEN.CHECK UP IV(W/SUSPECTED   LIVER DISEASE),1545,1854.0
FMINT-0049,GEN. CHECK UP IV(W/DYSPEPSIA  UPPER GUT AND UPPER ABDOMEN.,1545,1854.0
FMINT-0050,GEN. CHECK UP IV W/DYSPEPSIA  LOWER GUT AND LOWER ABDOMEN,1545,1854.0
FMINT-0051,GEN. CHECK UP IV W/DYSPEPSIA  WHOLE GUT AND WHOLE ABDOMEN,2205,2646.0
FMINT-0052,INHANCED RESPIROMETRY,280,336.0
FMINT-0053,M V V,85,102.0
FMINT-0054,T L C + R V,280,336.0
FMINT-0055,FLOW VOLUME LOOP,220,264.0
FMINT-0056,DIFFUSION,350,420.0
FMINT-0057,COMPLIANCE,415,498.0
FMINT-0058,AIRWAY RESISTENCE & CONDUCTANE,280,336.0
FMINT-0059,THORACIC GAS VOLUME,280,336.0
FMINT-0060,PROVOCATION CHALLENGE,675,810.0
FMINT-0061,SINGLE BREATH O2,220,264.0
FMINT-0062,MAX RESPIRATORY PRESSURE,140,168.0
FMINT-0063,MINOR DRESSING,45,54.0
FMINT-0064,MAJOR DRESSING,65,78.0
FMINT-0065,DIABETIC FOOT CARE,137.5,165.0
FMINT-0066,FUNDUS PICTURE,85,102.0
