Code,Discription,Price,SBS CODE,category
FMNEU-0122,THORACIC DISC EXCISION,4620,40300-00-00,services
MS-S-010492,Suit Protective Coveralls large (L) Size 3M  Barrier # 4570,245,36027,supplies
FMNEU-0146,POST. FOSSA RHIZOTOMY,4620,40330-00-00,services
FMNSCA0057,OPEN SPINAL BIOPSY WITH POSTE-,4620,90010-00-00,services
FMNSCA0058,DEBRIDEMENT WITH POSTERIOR FI-,4620,99999-99-99,services
MS-S-010522,"Suit Protective Coveralls MEDIUM (M) Size 3M, #4570",245,35334,supplies
FMNUM-0020,24 HOURS MONITORING,4620,11000-00-00,services
FMOBG-0182,ABDOMINAL METROPLASTY,4620,90435-01-00,services
FMOBG-0191,SLING OPERATION FOR CONGENITAL PROLAPSE,4620,35599-00-00,services
FMOBG-0192,DEBULKING OP. -RECURRENT OVARIAN TUMOR,4620,35720-00-00,services
FMOBG-0194,F.TUBE -RE-ANASTOMOSIS BILATERAL,4620,99999-99-99,services
FMOBG-0197,ADHESIOLYSIS-EXCESSIVE,4620,35633-00-00,services
FMODT-0002,GRADE I MALOCCLUSION 1ST DEPO- SIT.,4620,97961-00-00,services
FMORT-0057,OPEN SPINAL BIOPSY WITH POSTE,4620,90010-00-00,services
FMORT-0058,DEBRIDEMENT WITH POSTERIOR FI,4620,99999-99-99,services
FMPDS-0083,EXCISION OF SACROCOXYGEAL TERE,4620,32036-00-00,services
FMPSDJ0035,ROUDENT ULCER EXCISION 2X3 CM,4620,31205-00-10,services
FMSUR-2127,LAPROSCOPY HYPATID CYST (HEPATIC LESSION),4620,30434-00-00,services
FMURO-2065,ENDOSCOPIC STONE DISINTEGRATION AND RETRIVAL,4620,36863-00-00,services
FMENTE6036,HEARING AID-AVIO 3-121,4609,96092-00-41,services
FMENTE6037,HEARING AID-AVIO 3-118,4609,96092-00-41,services
FMLAB-9856,FISH ANALYSIS,4554,73050-10-30,Laboratory
FMPSD-2001,SERIAL SURGICAL EXCISION OF GIANT HAIRY NERVES,4532,39327-00-00,services
FMCAT-0073,ARCH AORTOGRAM,4525,60000-01-00,services
MM01155SFDAA0015,ONE TOUCH SELECT PLUS MONITORING SYS,250,99999999999999,pharamcy
FMORT-0688,TUNNEL BONE GRAFTING,4505,48239-00-00,services
FMORT-0691,PDN PROSTHETIC DISC NUCLEUS REPLACEMENT,4505,48691-00-00,services
FMENTE6058,HEARING AID AVIO 3-132-BTE,4477,96092-00-41,services
FMENTE6059,HEARING AID AVIO 3-133-BTE,4477,96092-00-41,services
FMENTE6081,HEARING AID-AVIO 3-129-ITE,4477,96092-00-41,services
FMADU-0001,FULL AUDIOVISUAL AND RECORDING PER DAY,4466,99999-99-99,services
FMOPT-1004,PHACOEMULSIFICATION + FOLDABLIE IOL,4466,42698-07-01,services
FMOPTI0010,SECONDARY I.O.L IMPLANTATION,4466,42707-00-01,services
FMSUR-1046,SUBFASICAL ENDOSCOPIC PERFORATOR SURGERY (SEPS),4466,32507-01-01,services
FMDNTC0012,MAX. TUBEROSITY REDUCTION SOFT TISSUE,253,337,services
FMURO-0173,ESWL UNDER ANAESTHESIA,4466,30635-00-01,services
FMENTD0008,TRIPLE ENDOSCOPY & BIOPSY,4461,30473-04-00,services
FMENTE2015,AMPUTATION OF EXTERNAL EAR,4461,99999-99-99,services
FMENTE4009,MIDDLE EAR OSSICULOPLASSTY HEARING,4461,41539-00-01,services
FMENTE4018,TYMPANOPLASTY - TYPE  III,4461,41542-00-01,services
FMENTL0007,MICROSCOPIC SURGERY OF CORAL - PARALYSIS,4461,99999-99-99,services
FMENTN0002,EXCISION OF LIMITED TUMOUR OF  EXTERNAL NOSE & NASAL RECONST.,4461,31230-01-00,services
FMENTN2046,REVISION SEPTOPLASTY,4461,41671-02-00,services
FMDNTS0302,SIMPLE EXTRACTION DECIDOUS TOOTH X 2,253,311,services
FMNEU-0043,LUMBAR/CERVICAL DISC,4461,40300-00-00,services
FMOPTH0005,RETINAL DTCHMNT W/ GIANT TEAR,4461,90079-00-01,services
FMENTE2010,INJECTION OF KELOID - SMALL,259,30207-00-00,services
FMPSDA0020,CLEFT PALATE (COMPLETE),4461,45707-00-00,services
FMPSDD0004,REPAIR OF INCISIONAL HERNIA,4461,30403-00-00,services
FMSUR-2025,ESOPHAGEAL DIVERTICULUM,4461,30559-00-00,services
FMSUR-2038,LAPAROSCOPIC VAGOTOMY & PYLO-  ROPLASTY,4461,30496-01-00,services
FMSUR-2059,REVISION OF RETROPERITONEAL TUMOUR,4461,90328-00-00,services
FMSUR-2084,LOCAL EXCISION OF LESSION OR   TISSUE OF LARGE INTESTINE,4461,90959-00-00,services
FMSUR-2091,CLOSURE OF STOMA OF LARGE INTESTINE,4461,30562-05-00,services
FMSUR-2114,INTERNAL DRAINAGE-PANCREATIC   CYST,4461,30375-14-00,services
FMSUR-2120,HYDATID CYST (HEPATIC LESSION  EVACUATION),4461,30434-00-00,services
FMSUR-2136,LAPAROSCOPIC BILATERAL HERNIO- RHAPY,4461,30403-01-00,services
FMENTN2011,CONTROL OF EPISTAXIS BY ELECT. CAUTERIZATION - UNILATERAL,259,41677-00-00,services
FMSUR-6013,CLOSURE OF BRONCHO PLEURAL FISTULA,4461,90176-00-00,services
FMSUR-7009,REPAIR OF OLD TRAUMATIC INJURY OF PERIPHERAL NERVE,4461,39330-00-00,services
FMSUR-7010,LUMBAR/VERTICAL DISC,4461,99999-99-99,services
FMURO-0009,T.U.R. OF PROSTATE,4461,37224-03-00,services
FMNEU-0062,LUMBAR PUNCTURE,259,39000-00-00,services
FMURO-0037,URETHROPLASTY - HYPOSPADIAS,4461,37342-00-00,services
FMURO-0038,PYELOPLASTY,4461,36564-01-00,services
FMOPTE0003,NEGLECTED CORNEAL F.B.,259,30061-02-01,services
FMURO-0042,RECURRENT UTERELITHOTOMY,4461,36549-00-00,services
FMURO-0081,EPIPADIUS REPAIR,4461,37836-00-00,services
FMURO-0082,EPIDIDYMOVASOSTOMY,4461,37619-02-00,services
FMURO-0108,"ESWL (I) GRADE ""B""",4461,90404-00-00,services
FMCAR-0017,PERMANENT  PACEMAKER,4400,38353-00-00,services
FMCAT-0037,DR. ALAMRI THERAEUTIC CATHLAB(MULTIPLE),4400,99999-99-99,services
FMCAT-0070,DIAGNOSTIC CEREBRAL ANGIOGRAPHY 4 VESSELS,4400,59970-02-00,services
FMURO-0096,REESTABLISHMENT OF NEPHROSTOMY TRACT,259,36552-00-01,services
FMENTR0007,RADIO FREQUENCY APPLICATION IN FERIOR TURB. TONGUE AND PALATE,4400,41674-00-00,services
FMLAB-8028,FULL RENAL BIOPSY PROFILE,4400,73000-00-70,Laboratory
FMLAB-8069,RENAL BIOPSY,4400,36561-00-01,Laboratory
FMNEU-0172,REPAIR OF TRAUMATRIC SCLAP WOUND UNDER GENERAL ANESTHESIA,4400,30026-00-10,services
FMNEU-0174,EVACUATION OF ACUTE SUBDURAL HGE,4400,39600-00-00,services
FMORT-0654,ANTERIOR SPINAL RELEASE BY SCOLIOSIS,4400,40112-00-00,services
FMORT-9986,REPAIR OF ROTATOR CUFF SHOULDER AND ACROMIOPLASTY,4400,48918-00-01,services
FMPDT-0190,CENTRAL LINE INSERTION,4400,13815-00-00,services
FMPSD-2023,DEBRIDEMENT OF POST TRAUMATIC GANGRENOUS,4400,90665-00-10,services
FMPSDA0002,HARE LIP (UNILATERAL COMPLETE),4400,45677-00-00,services
FMPSDA0024,DOUBLE LIP (CONGENITAL LESION),4400,45671-00-00,services
FMPSDE0014,LIFTING FACE EYELIDS BLEPHARO- PLASTY,4400,45614-00-01,services
FMPSDK0006,BLEPHARO PLASTY,4400,45614-00-01,services
FMDNTF0019,EXTRACTION LOOSE PERM TOOTH,264,311,services
FMNSCA0001,LUMBAR PUNCTURE,264,39000-00-00,services
FMSUR-3047,VENOUS ANGIOPLASTY UNILATERAL,4400,35303-07-00,services
FMSUR-9032,HYPOSPADIAS REPAIR ( ONE STAGE),4400,37821-00-00,services
FMURO-0010,T.U.R. OF BLADDER TUMOURS,4400,36845-05-00,services
FMURO-0162,VESICO VAGINAL FISTULA,4400,37029-00-00,services
FMORT-0001,LUMBAR  PUNCTURE,264,39000-00-00,services
FMDNTS0280,SIMPLE EXTRACTION FOR DECIOUS TEETH X6,270,311,services
FMDNTO0053,GRADE MILD MALOCCLUSION 1ST DEPOSIT,4356,963,services
FMENTN2058,LASER ARETENOIDECTOMY,270,41867-00-00,services
FMDNTS0282,SINUS LEFT WITH AUGMENTATION,4356,246,services
FMERDA0055,SGH COCKTAIL(IV/PROFE/LAS/BEC) DW/PROFENID/SYNACTEN/LASIX 2HR,270,99999-99-99,services
FMINT-0106,HEALTH CHECKUP ADVANCE (FEMALE),4356,96026-00-00,services
FMINT-0026,PULMONARY FUNCTION TEST,270,11506-00-00,services
FMORT-0771,OPEN REPAIR OF BANKART LESION OF SHOULDER,4356,90533-00-01,services
FMPDS-0108,VESICOSTOMY,4356,37011-00-00,services
FMOPTC0007,REPAIR OF BLEPHAROTOSIS & LID  RETRACTION,270,45623-05-01,services
FMPDS-0147,REMOVAL OF URETERIC STONES,4356,36857-00-00,services
FMPSD-1018,"T.M.J. ANKYLOSIS BILATERAL, COMPLICATED",4356,45861-00-00,services
FMOPTC0010,RECONSTRUCTN OF EYELID W/ FLAP OR GRAFTS,270,45671-01-00,services
FMENTE6004,HEARING AID M36,4345,41557-02-01,services
FMENTE6005,HEARING AID M49-0,4345,41557-02-01,services
FMLAB-1202,BCR/ABL BY PCR (QUANTITATIC),4290,73350-00-10,Laboratory
FMOPTF0001,INTRACAPSULAR EXTRACTN OF LENS,270,42698-06-01,services
FMORT-0656,GROIN FLAP,4290,45206-08-00,services
FMORT-0657,TENDON TRANSFER AT SHOULDER,4290,47966-00-01,services
FMORT-0664,THORACOTOMY,4290,38418-00-00,services
FMORT-0701,O.R.I.F. OF STERNO CLAVICULAR  JOIN,4290,47006-00-01,services
FMORT-0706,COSTOPLASTY,4290,38427-00-00,services
FMOPTF0004,EXCISN OF SECONDARY MEMBRANE   CAPSULECTOMY,270,42731-01-01,services
FMOPTG0001,IRIDOTOMY & SIMPLE IRIDECTOMY,270,42764-00-01,services
FMDNTS0085,SURGICAL EXCISION OF BENIGN TUMOUR IN HARD PALATE,4246,373,services
FMOPTI0001,DACRYOADENECTOMY,270,42593-01-01,services
FMOPTI0003,CORRECTION OF EVERTED PUNCTUM,270,90092-00-01,services
FMOPTI0005,DACRYOCYCTECTOMY,270,42593-01-01,services
FMOBG-0045,COLPOSUSPENSION,4246,37044-01-00,services
FMOPTJ0003,RESECTN OF 1 EST OCUL MUSCLES,270,42833-00-00,services
FMOBG-0153,FALLOP.TUBE REANASTOMOSIS UNIL ATERAL,4246,35694-05-00,services
FMDNTS0207,T.P.S. IMPLANT 3,4235,83700-00-00,services
FMOPTK0007,EXPLORATION & REP. OF ORBITAL  FLOOR FRACTION,270,45590-00-01,services
FMXRY-0945,BIOPSY,4224,90908-00-11,Radiology
FMXRY-0954,DIAGNOSTIC PTC,4224,30440-00-00,Radiology
FMOPTL0011,VITREOUS TAP / INJECTION,270,42740-01-01,services
FMENTP3008,CRICO-PHARYNGEAL MYOTOMY,4208,41776-00-00,services
FMNUM-0007,EPILEPSY CENTER PKG,4208,99999-99-99,services
FMOPTL0013,CONTRACTED SOCKET,270,99999-99-99,services
FMOPTL0014,INJECTION OF BOTULINUM TOXIN,270,18360-01-01,services
FMPSDB0003,FORE HEAD FLAP TO NOSE,4208,45206-09-00,services
FMPSDB0008,REVISION OF RHINOPLASTY,4208,45650-00-00,services
FMOPTL0015,INJECTION OF BOTULINUM,270,18360-01-01,services
FMPSDC0001,PROMINENT EARS (BAT EARS),4208,45659-00-02,services
FMORW-0077,CORRECTION OF SHOE - LARGE,270,96092-00-00,services
FMDER-0149,DERMOJET INJECTION-LARGE AREA,275,99999-99-99,services
FMPSDE0037,EXCISION OF MELANOMA OF HEAD   OR NECK,4208,31235-00-00,services
FMPSDF0010,ABDOMINAL FLAP TO THE HAND (1ST STAGE),4208,45206-05-01,services
FMPSDJ0007,CROSS LEG FLAP 1ST STAGE,4208,45200-00-00,services
FMPSDJ0009,GRAIN FLAP (1ST STAGE),4208,45200-00-00,services
FMORW-0119,ABOVE KNEE ORTHOSIS W/2 JOINTS,4197,96092-00-00,services
FMLAB-9604,MUSCLE AND NERVE BIOPSY,4180,73200-06-70,Laboratory
FMPDT-0072,TOTAL BODY COOLING,4180,22065-00-10,services
FMPSDH0003,RESUSSITATION OF MAJOR BURN,4180,96199-19-00,services
FMDNTF0021,EXPOSURE OF IMPACTED TOOTH,275,381,services
FMSUR-7013,REPAIR OF LARGE INCISIONAL HERNIA,4169,30403-00-00,services
FMENTK0001,TRACHEOSTOMY,4158,99999-99-99,services
FMENTL0018,LASER MIRCOSURGERY OF LARYNX   FROM THE BENIGN TUMOUR,4158,41861-00-00,services
FMNEP-0013,HEMODIALYSIS TYPE A1 (8SE),4158,13100-00-00,services
FMLAB-1028,CLOTTING FACTOR 9,275,73100-03-10,Laboratory
FMOPTG0007,GIONIOTOMY,4158,42758-00-01,services
FMORT-0775,ORIF OF FEMORAL  CONDYLE (MEDIAL OR LITERAL),4153,47528-01-01,services
FMORT-0020,BONE SHORTENING AT FEMUR,4147,48424-01-00,services
FMORT-0021,BONE SHORTENING AT TIBIA AND   FIBULA,4147,48418-00-01,services
FMORT-0025,INT. FIXATN OF BONE AT RADIUS  & ULNA,4147,47921-00-01,services
FMORT-0041,"REVISN OF DISPL.OR BROKEN FIX. DEV.AT SCAPULA,CLAVICLE,THORAX",4147,47921-00-01,services
FMORT-0043,REVISN OF DISPL.OR BROKEN FIX. DEVICE AT RADIUS & ULNA,4147,47921-00-01,services
FMLAB-1031,CLOTTING FACTOR 12,275,73100-03-40,Laboratory
FMPSDK0002,REDUCTION OF JAW,275,31235-00-30,services
FMORT-0204,TARSOMETATARSAL FUSION,4147,49815-00-00,services
FMORT-0378,HIGH TIBIAL OSTEOTOMY W\O GRFT,4147,48418-00-01,services
FMORT-0386,OSTEOTOMY OF ELBOW,4147,48412-00-01,services
FMORT-0389,OSTEOTOMY OF ANKLE,4147,48400-02-01,services
FMORT-0407,PEMBERTON ACETABULAR OSTEOTOMY,4147,48424-00-00,services
FMORT-0411,REMOVAL OF LARGE BENIGN BONE   OR SOFT TISSUE,4147,30241-00-01,services
FMDNTO-0050,ORTHODONTIC DEPOSIT DEN,4136,963,services
FMDNTP0110,BAR METAL OVER RIDER,4136,664,services
FMENTE6060,HEARING AID AVIO 1-127-BTE,4136,96092-00-41,services
FMENTS0046,EXCISION OF LIPOMA,4125,31205-00-10,services
FMENTS0051,EAR EXAMINATION UNDER GENERAL ANESTHESIA UNILATERAL,4125,90119-00-01,services
FMORT-0648,CHIRO PRACTICE,286,95550-11-00,services
FMPTD-0097,ONE SESSION WEIGHT REDUCTION   (STEAM+HYDRO+EXS+MASSAGE),286,92178-00-90,services
FMORT-0830,CORE DECOMPRESSION OF HIP,4125,90595-00-00,services
FMORT-0840,TENDON ACHILLES REPAIR,4125,49718-01-00,services
FMPTD-2169,WEIGHT REDUCTION SGH STAFF 6 VISITS,286,96129-00-00,services
FMORT-0875,KYPHOPLASTY / VERTEBROPLASTY,4125,35400-00-00,services
FMXRY-0088,ABDOMEN FLAT.ERECT/DECUBITUS,286,58900-00-30,Radiology
FMSUR-2142,EXCISION OF TUMOUR (MALIGNANT) OF ANTERIOR ABDOMINAL WALL,4125,30520-00-00,services
FMSUR-7021,RADIO FREQUENCY / LASER ABLATION OF VARICOOSE VEIN UNILATERA,4125,39118-00-00,services
FMURO-2079,ULTRASOUND GUIDED RENAL BIOPSY UNDER LOCAL ANESTHESIA,4125,90908-00-11,services
FMDNTP0138,BRIDGE 5 UNITS,4103,643,services
FMDNTS0250,MANDIBULAR ORTHOGNATHIC SIMPLE,4103,366,services
FMOPTB0006,EXTENDED WEAR CONTACT LENS(ONE,290,96092-00-20,services
FMNSCA0010,ANTERIOR CERVICAL DISCOTOMY WI,4103,99999-99-99,services
FMNSCA0011,ANTERIOR CERVICAL DISCOTOMY PL,4103,99999-99-99,services
FMLAB-9334,ACTIN ABS,291,73100-13-30,Laboratory
FMNSCA0026,POSTERIOR FIXATION OF VERVICAL,4103,48678-00-00,services
FMNSCA0030,POSTERIOR FIXATION OF THORACIC,4103,48678-00-00,services
FMNSCA0037,POSTERIOR THORACIC SPINAL FUS-,4103,48642-00-00,services
FMNSCA0039,POSTEROLATERAL LUMBAR SPINAL,4103,48648-00-00,services
FMNSCA0049,OPEN ANTERIOR SPINAL RELEASE,4103,40351-00-00,services
FMORT-0010,ANTERIOR CERVICAL  DISCOTOMY WI,4103,99999-99-99,services
FMORT-0011,ANTERIOR CERVICAL DISCOTOMY  PL,4103,99999-99-99,services
FMORT-0031,ANTERIOR FIXATION OF THORACIC,4103,48660-00-00,services
FMORT-0037,POSTERIOR THORACIC SPINAL FUS,4103,48642-00-00,services
FMORT-0039,POSTEROLATERAL LUMBAR  SPINAL,4103,48648-00-00,services
FMORT-0737,OPEN ANTERIOR SPINAL  RELEASE,4103,40351-00-00,services
FMORT-0744,POSTERIOR FIXATION OF  THORACIC,4103,48678-00-00,services
FMORT-0745,POSTERIOR FIXATION OF  VERVICAL,4103,48678-00-00,services
FMLAB-9440,COMPLEMENT PROPERDIN FACTOR B,291,73100-12-60,Laboratory
FMLAB-9490,FIBRONECTIN,292,73050-13-20,Laboratory
FMXRY-0242,PERIPHERAL ANGIOGRAM 1ST RUN,4092,59970-04-00,Radiology
FMORT-0384,OSTEOTOMY OF WRIST,4070,48406-13-01,services
FMORT-0385,OSTEOTOMY OF HUMERUS,4070,48412-00-01,services
FMPSD-1058,AUGMENTATION MAMOPLASTY BILATERAL,4059,45528-00-00,services
FMCTSS0010,THERAPEUTIC RIGID BRONCHOSCOPY,4043,41889-05-01,services
FMNEP-0011,HEMOPERFUSION (SPECIAL TECHNIQ,4043,13100-05-00,services
FMNEU-0120,THORACIC DISC EXCISION TRANSPE DICULAR,4043,40300-00-00,services
FMNEU-0126,REPAIR SKULL BASE FOR CSF RHIN ORRHEA,4043,40600-00-00,services
FMNEU-0136,FRONTAL/OCCIPITAL LOBX FOR EPI LEPSY,4043,30075-05-00,services
FMOBG-0193,F.TUBE- RE-ANASTOMOSIS- UNILATERAL,4043,35694-01-00,services
FMPDS-0051,GASTRO-ESOPHAGEAL REFLUX,4043,99999-99-99,services
FMLAB-9503,GALACTOSE 1 PHOSPHATE,292,73050-13-90,Laboratory
FMPDS-0064,"HYPOSPADIAS, 2ND STAGE",4043,37830-00-00,services
FMPDS-0068,EXCISION OF NEUROBLASTOMA,4043,43987-02-00,services
FMPDS-0076,EXCISSION OF CYSTIC HYGOMA AX.,4043,45033-06-00,services
FMPDS-0079,PYELOPLASTY,4043,36564-01-00,services
FMPDS-0082,EXCISION OF NEPHROBLASTOMA,4043,36558-01-00,services
FMENTE6006,HEARING AID P47,4015,96092-00-41,services
FMDER-0184,SKIN GRAFTING EXTRA LARGE AREA,4010,45439-00-00,services
FMDNTC0086,NON-SURGICAL TREATMENT OF T.M. J. CLINICAL RECIPROCAL,4010,45875-00-00,services
FMDNTS0040,CLOSURE OF CHRONIC  ORO-ANTRAL FISTULA,4010,393,services
FMDNTS0044,ALVEOLOPLASTY ONE JAW,4010,83700-00-00,services
FMLAB-9561,LACTALBUMIN,292,73050-43-70,Laboratory
FMLAB-9629,PANCREATIC DUCT EPITHELIAL ABS,292,73050-39-70,Laboratory
FMDNTS0138,ROTATION FLAP (LARGE),4010,45200-00-00,services
FMLAB-9653,PLATELET FACTOR IV,292,73050-39-70,Laboratory
FMDNTS0165,CHIN AUGMENTATION (MEDIUM),4010,45051-00-00,services
FMDNTS0179,GRAFTING SOFT TISSUE (MEDIUM),4010,45200-00-00,services
FMDNTS0181,GRAFTING HARD TISSUE (SMALL),4010,45841-00-00,services
FMORW-0002,ORTHOSIS II,4010,96092-00-00,services
FMORW-0060,VALENSER PERENEURAL SPLINT,4010,96092-00-00,services
FMORW-0071,CASH BRACE - LARGE ORTHOSIS,4010,96092-00-00,services
FMOPTB0012,TRAINING FOR CONTACT LENS,306,96142-00-00,services
FMNEP-0031,PLASMAPHARESIS,3971,13750-00-00,services
FMPSD-0042,FOREHEAD FLAP SEPARATION,3971,45206-09-00,services
FMLAB-9078,HLA FULL TISSUE TYPING,3960,73100-28-30,Laboratory
FMLAB-9530,HLA TYPING (A.B.C ),3960,73100-28-30,Laboratory
FMOBG-0219,CERVICAL CAUTERIZATION,3960,35608-00-00,services
FMORT-0676,"REPAIR OF LATERAL COLLATERAL   LIGAMENT, ANKLE",3955,49709-00-00,services
FMANA-0002,LUMBAR PUNCTURE,308,39000-00-00,services
FMDER-0160,ELECTROCAUTERY-MEDIUM,308,30195-07-10,services
FMORT-0733,LAMINEC-TOMY,3927,48654-00-00,services
FMURO-0165,TAB DORSAL PLICATION,3905,36812-00-00,services
FMPDS-0053,"OMPHALOCELE, MINOR",3883,43870-00-00,services
FMPDS-0071,PYLOROMYOTOMY FOR CONGENITAL   HYPERTROPIC PHYLORIC STENOSIS,3883,43930-00-00,services
FMORT-0028,INT. FIXATN OF BONE AT PATELLA,3872,47585-00-01,services
FMCARS0016,P.T.C.A. (SINGLE VESSEL),3850,38300-00-00,services
FMCAT-0011,P.T.C.A. (SINGLE VESSEL),3850,38300-00-00,services
FMDER-0233,MULTI-ZONES(12X)BODY TREATMENT LARGE AREA (PACKAGE DEAL),3850,99999-99-99,services
FMDER-0257,COMPLETE BODY LASER HAIR REMOVAL,3850,99999-99-99,services
FMDNTS0135,EXCISION OF LARGE KELOID FACE,3850,45506-00-00,services
FMOBG-0007,PROCTOSCOPY,308,32171-00-00,services
FMPDT-0109,STOMACH WASHING OR INDUCED VOMITING W/ EXTRACT IPECAC.,308,14200-00-00,services
FMENTS0044,INCISION AND DRAINAGE OF EAR (GA),3850,30223-02-00,services
FMNEU-0173,EXPLORATION OF SURGICAL WOUND,3850,99999-99-99,services
MS-C-002086,CAP PLASTIC F/ VIAL ADAPTOR PROTECTOR 20 MM PHASEAL P50 BD # 272515105,318.5,63875,supplies
MS-L-000218,LOCK LUER PLASTIC F/INJECTOR TRANSFER DEVICE PHASEAL N35 BD # 272515003,318.5,16628,supplies
FMDER-0046,ACNE SURGERY (COMEDONE EXTRACT,325,31205-00-10,services
FMOBG-0089,AMPUTATION OF CERVIX,3850,35618-03-00,services
FMOBG-0129,FATHERGILL'S OPERATION,3850,35577-00-00,services
FMOBG-0130,CLASSICAL REPAIR,3850,35573-00-00,services
FMODT-0050,ORTHODONTIC DEPOSIT,3850,963,services
FMORT-0002,BONE GRAFT OUT OF TIBIA&FIBULA,3850,47726-00-01,services
FMORT-0003,BONE GRAFT OUT OF ILIAC BONE-  CREST,3850,47726-00-01,services
FMORT-0004,BONE GRAFT OUT OF DORSAL ILIAC CREST,3850,47726-00-01,services
FMORT-0019,BONE SHORTENING AT UNSPEC.SITE,3850,99999-99-99,services
FMORT-0022,INT. FIXATN OF BONE AT UNSPEC. SITE,3850,47921-00-01,services
FMORT-0023,"INT. FIXATN OF ONE AT SCAPULA, CLAVICLE,THORAX(RIBS/STERNUM)",3850,47921-00-01,services
FMORT-0026,INT. FIXATN OF BONE AT CARPALS & METACARPALS,3850,47921-00-01,services
FMORT-0030,INT. FIXATN OF BONE AT TARSAL  & METATARSAL,3850,47921-00-01,services
FMORT-0050,REMVL OF INT. FIXATN DEVICE AT HUMERUS,3850,47930-00-01,services
FMORT-0053,REMVL OF INT. FIXATN DEVICE AT FEMUR,3850,47930-01-01,services
FMORT-0055,REMVL OF INT. FIXATN DEVICE AT TARSALS & METATARSALS,3850,47930-00-01,services
FMDER-0199,BLISTER SCTN DIV. MELANOCYTE   CULTURING,325,73200-03-80,services
FMENTP0006,CONTROL OF HAEMORRHAGE AFTER - ADENOIDECTOMY (IN SGH),325,41797-00-00,services
FMDNTC0017,LINGUAL FRENECTOMY (TONGUE TIE),330,391,services
FMERDA0086,AMBULANCE FOR ARAMCO PATIENT - W/ DOCTOR IN JEDDAH,330,83500-00-80,services
FMERDC0020,AMBULANCE W / NURSE & DOCTOR (MADINAH TO JEDDAH),330,83500-00-80,services
FMLAB-1560,FACTOR V ACTIVITY,330,73100-02-40,Laboratory
FMORT-0139,ARTHROTOMY FOR REMOVAL OF PROSTHESIS AT HIP,3850,49312-00-00,services
FMORT-0164,EXCISN OF SEMILUNAR CARTILAGE  OF KNEE,3850,90574-01-01,services
FMORT-0205,METATARSO PHALANGEAL FUSION,3850,49845-00-00,services
FMORT-0208,ARTHRODESIS OF UNSPECIFIED JNT,3850,50109-00-01,services
FMLAB-1561,FACTOR VII ACTIVITY,330,73100-02-50,Laboratory
FMLAB-2033,ELECTROPHORESIS S.PROTEIN,330,73050-30-90,Laboratory
FMORT-0596,ARTROSCOPY ANKLE SURGICAL,3850,49700-00-01,services
FMORT-0598,ARTROSCOPY OF WRIST SURGICAL,3850,49218-00-01,services
FMLAB-2034,ELECTROPHORESIS HAEMOGLOBIN,330,73050-18-00,Laboratory
FMPSDA0019,CLEFT PALATE (INCOMPLETE),3850,45677-00-00,services
FMLAB-9282,INTRISIL FACTOR ABS,330,73100-15-90,Laboratory
FMNUM-2003,INJECTION OF THREE-3-MUSCLE,330,96197-19-00,services
FMPSDG0003,MASTOPEXY,3850,45556-00-01,services
FMPSDH0013,SKIN GRAFT FOR BURN UPTO 10%,3850,45415-00-00,services
FMPSDH0014,SKIN GRAFT FOR BURN UPTO 15%   USING INTEGRA ARTIFICIAL,3850,45451-19-00,services
FMONC-0056,ONE FRACTION,330,83700-00-00,services
FMSUR-2005,EXCISION OF RETROPERITOUEAL TUMOR,3850,90328-00-00,services
FMSUR-2006,GASTROSTOMY,3850,30375-07-00,services
FMSUR-2052,EXPLORATORY LAPAROTOMY,3850,30373-00-00,services
FMSUR-2053,CONGENITAL INTESTINAL OBSTR.,3850,99999-99-99,services
FMONC-1005,CHEMOTHERAPY MULTIPLE AGENTS INJECTIONS,330,96199-00-00,services
FMPSDK0048,FRACTURE ALVEOLUS,330,90530-00-00,services
FMSUR-3011,ARTERIOVENOUS FISTULA AUTOGENOUS GRAFT,3850,99999-99-99,services
FMSUR-3012,ARTERIOVENOUS FISTULA SYNTHETIC GRAFT,3850,99999-99-99,services
FMSUR-3014,ARTERIOVENOUS FISTOIR COMPLICATED,3850,99999-99-99,services
FMSUR-9055,VARICOSE VEIN INJECTION (ONE SESSION ONLY),330,32500-01-01,services
FMSUR-3041,ARTERIAL OR VENOUS INJURY - MODERATE,3850,35202-00-00,services
FMORT-0348,LUMBAR PUNCTURE,336,39000-00-00,services
FMORT-0616,MANUAL KYROPRACTIC MANIPULA-   TION,336,50115-00-00,services
FMLAB-9994,ENA/EXTRACTABLE NUCLEAR ABS (ANTI RNP/ANTI SM),341,73100-13-20,Laboratory
FMPTD-2168,WEIGHT REDUCTION SGH STAFF 12 VISITS,341,96129-00-00,services
FMENDE0011,RECTAL SNIP EXAMINATION,347,32171-00-00,services
FMPSDF0022,FINGER TIP RECONSTRUCTION (L.A ),347,46444-00-01,services
FMURO-2021,EXCISSION OF THE URETHRAL CARNUCLE,3850,35523-00-00,services
FMURO-2022,MICRO SURGICAL MEATOPLASTY,3850,37342-00-00,services
FMANAX0002,CT/MRI UNDER SEDATIONS,352,90901-08-10,services
FMENTD0007,TRIPLE ENDOSCOPY (E-B-L),3823,30473-00-00,services
FMENTE4016,TYMPANOPLASTY - TYPE I (MYRINGOPLASTY),3823,41530-00-01,services
FMLAB-2151,ELECTROLYTE IN STOOL,352,73050-40-10,Laboratory
