Service Code,Service Description,Price,Gross/Net,Discount %,Yes/No,MCA Category Code,Service Category Description,Nphies Code,Nphies Description
12-100-89,MIXTARD 30,65.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1002-1999,ARTICHAUT,50.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1014-1998,L - ARGININE 500,120.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1022-2002,CIRCULMAR GARLIC OIL,70.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1022-2018,Osteohelp Complex,21.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1029-2007,CALVITALIS SYRUP 300 ML,25.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1048-2007,EZIPAN,39.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1053-2001,MINADEX ORANGE FLAVOUR,17.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1059-2000,PHARMATIME,29.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1069-2012,DIABETONE CAPSULE,20.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-109-11,HUMALOG CARTIDGE 100IU/ml,168.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1111-2004,MULTIVIT EXTRA SUGAR FREE - ORANGE FLAVOUR,14.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1115-2017,BIO RED FORTE TABLETS,159.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1122-2012,CO Q10 100MG SOFT GEL CAPSULE,29.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-113-98,PK-MERZ,66.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1137-2020,Bio-Marine,74.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1144-2003,MAGNESIUM,55.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-116-83,OSPEN 400 GRANU.FOR SUSP,21.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1171-2003,AVALONACTIV THE ORIGINAL CREAM,48.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1179-2005,FOLIC ACID,13.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-118-83,SOFRA-TULLE STRIPS WIDTH 10CM,11.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1207-2020,AR Vita-Min,50.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1210-2005,GLUTAMINE POWER CAPSULES,119.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-123-94,PURGATON,5.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-124-92,CEPHADAR CAPSULES 250MG,10.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-1256-2010,CALCIUM CARBONATE 1250,11.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-130-91,AGIOCUR GRANULES,20.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-134-87,QUESTRAN POWDER,88.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-136-91,SAROTEN RETARD 25MG CAPS,16.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-14-82,HEMOCLAR CREAM 0.5GM-100GM,6.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-149-91,COMPOUND SODIUM LACTATE  INF.,7.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-15-80,XYLOCAINE OINT 5%,12.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-151-02,DERMA-LOMEXIN (LOMEXIN) 2% CREAM,15.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-160-98,PENTAGLOBIN AMP I.V,448.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-163-02,OCTANATE  250IU VIAL,493.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-166-84,GARASONE E-E OINTMENT,16.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-168-89,DEXTROSE 5%,6.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-17-01,DIAMICRON MR TABLET,24.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-170-14,ACTAMONE 4 mg chewable tablet,79.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-171-85,METROZOLE TAB 250MG,3.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-174-20,CIS-TAC,27.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-178-13,ADENOHARDT 30MG/10ML SOLUTION FOR INFUSION,339.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-186-95,MIXAVIT TAB,6.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-187-08,IMMUNATE S-D 1000 I.U. POWDER FOR INJ,1627.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-206-02,DERMATIN 1% POWDER,5.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-211-98,ACUITEL 10MG TAB,9.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-212-92,ROFENAC 50MG TAB,19.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-216-06,KETOFAN 25MG TAB,6.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-22-89,ENCEPHABOL,15.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-222-05,MESPORIN 2000 I.V.,72.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-230-95,ELDOQUIN FORT 4% CREAM,19.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-236-96,NOVO-DILTAZEM 60MG TAB,56.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-237-97,CARBOPLATIN 10MG-ML VIAL,446.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-244-82,DEPAKINE 200MG TABS,21.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-249-99,APO-GLYBURIDE 5MG TAB,12.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-251-02,PAINSTOP 20MG-ML AMPOULE,4.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-253-98,DIANEAL PD4 LOW CALCIUM WITH 2.5%DEXTROS,14.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-274-04,DIFFERIN 0.1% CREAM,18.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-277-97,CEPHALEX CAPS 250MG,21.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-290-98,APISAL 0.9% EYE-NOSE DROPS,3.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-295-03,CEFADRIL 500 MG CAPSULES,17.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-301-13,ADRIBLASTINA 10MG VIAL & SOLV,28.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-305-17,CANRIDONE 1 mg Tablet,45.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-313-14,LIVAZO 4 mg film-coated tablets,79.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-315-99,OMNIPAQUE,1616.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-325-00,RIASPASM 10 mg film-coated tablet,6.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-334-99,NORMOTEN 50 MG F.C. TAB,20.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-347-06,MOVEN 7.5MG CAPSULE,9.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-349-09,L- THYROX HEXAL 150MCG TABLETS,18.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-352-02,LACTATED RINGERS INJECTION USP 500 ML,5.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-353-00,HEMODIALYSIS GRADE SOD.BICARB(3P001)840G,13.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-355-01,METHOTREXATE EBEWE/ 100MG-ML VIAL/,301.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-356-10,D-GAM 1500 IU VAIL,408.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-367-08,PABAL 100 UG - ML I.V INJECTION,444.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-368-00,OPTIDEX-T STERILE OPHTALMIC SUSP,15.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-370-04,VASOPRIL 20MG TABLET,42.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-371-05,DEFLAT,6.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-386-04,DIANEAL PD1 GLUCOSE 2.27% SOLUTION,33.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-390-06,OMACE 20MG TABLETS,50.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-399-04,LINOPRIL 20MG TABLET,41.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-407-05,XYLOPHIL 2% GEL,6.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-430-17,CITOXAL 10 mg film-coated tablet,46.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-432-85,NOOTROPIL SOLN 20%,32.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-437-10,ADOLIN 0.1% W-W CREAM,16.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-444-05,GLORMIN 50MG TABLET,12.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-463-19,METOJECT 50 mg/ml solution for injection,109.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-468-16,ADRENALINE/EPINEPHRINE INJ 1:1000 INJECTION,19.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-469-17,IGAMAD 750 IU/ml Solution for Injection,251.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-475-06,ARANESP 500MCG-1ML PRE-FILLED SYRINGE,3600.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-49-81,DUMOCYCLIN 250 MG CAP,15.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-490-05,MEDROXOL 15MG\5ML SYRUP,4.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-498-06,BEVASON 0.1% OINTMENT,4.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5010-19,TARGINACT 20MG/10MG PR TABLET,220.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5015-18,ANASTROZOLE 1MG F.C.TABLET,156.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5023-19,NORMAL SALINE (0.9% W/V SODIUM CHLORIDE) INJECTION,35.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5035-17,IRBEGEN 150 mg Film Coated Tablet,25.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5042-20,NEUPRO 2 mg/24 hrs Transdermal Patches,156.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5052-17,ALPROLIX 500 I.U Powder And Solvent For Solution For Injection,3569.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5082-17,JUBALEEN 75 mg Capsule,42.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5083-19,PIRAMYL 3MG TABLETS,26.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5098-20,ALBUNORM,187.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-51-80,TYLENOL SUPP 200 MG,11.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5117-19,ZYPREXA 5MG COATED TABLETS,174.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5171-19,AZACITIDINE SPC 100 MG INJECTION,1157.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5286-19,OBSOL 10 MG FILM COATED TABLET,23.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5287-20,ACICLOVIR  500MG/20ML,239.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-53-82,VIBROCIL NASAL DROPS,11.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5328-22,MESPORIN 500 I.V,12.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-535-12,ARBITEN PLUS 160MG/12.5MG FILM COATED TABLET,32.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-5362-20,ESOPOLE,135.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-539-08,APPI- D 0.5MG-10ML SYRUP,11.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-540-17,APROVEL 150MG TAB,63.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-549-89,AMINOPHYLLINE INJ 250MG,4.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-55-86,SKILAX DROPS,4.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-553-09,OPTIRAY 300MG-ML SOLUTION FOR IV. Injection*,3180.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-560-19,ZOTIMOS 4MG VIAL,82.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-584-10,RESCLAR 500MG TABLETS,36.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-590-10,MYCOLESS CREAM,5.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-6-81,DAKTARIN POWDER 2%,11.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-60-86,ALBUMINATIVE 20% I.V.,215.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-631-18,EMCAST 4 MG CHEWABLE TABLET,31.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-646-17,INCRESYNC 25/15 mg Tablet,137.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-66-84,VIDAYLIN + IRON-SYRUP,9.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-665-17,ZOFRAN 2MG\ML INJECTION,120.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-7-81,HIBITANE OBESTET. CREAM 1%,6.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-718-18,DIAPAM 10MG/2ML SOL. FOR INJ./INF,23.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-75-83,NOOTROPIL CAPS 400MG,28.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-762-11,DIANEAL PD4 GLUCOSE 1.36% SOLUTION FOR PERITONEAL DIALYSIS,60.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-803-11,DEXT.5% +0.18% SOD.CHLORIDE INFUSION,4.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-807-18,NIVESTIM 600 mcg Solution for Injection/ Infusion,946.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-809-14,LD-NOR 10 mg film-coated tablet,31.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-824-15,PANADOL SINUS RELIEF PE CAPLET,10.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-828-20,PREVENAR 13 PRE-FILLED SYRINGE VACCINE,245.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-832-17,CAPRELSA 100 mg film-coated tablet,7517.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-849-13,LOCACORTEN-VIOFORM CREAM,20.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-883-16,LANZOR 15MG CAPSULE,49.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-887-17,TRANDATE TAB 200 MG.,63.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-892-13,LYRICA 50,43.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-92-83,MINIDIAB 5MGTAB,9.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-949-17,CANESTEN SOLUTION 1%,16.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-960-16,BARACLUDE 0.5MG F.C. TABLETS,2055.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-968-15,MOXIFLOX 400 mg film-coated tablet,65.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-972-17,BISOLOL 5 mg Tablet,16.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
12-993-17,OMIZ 40mg Powder For Solution For Infusion,112.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-10-16,SIVEXTRO 200 mg film-coated tablet,4810.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-1014-2003,IRON 18,7.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-116-18,NOSTAM 0.4 MG PROLONGED RELEASE TABLET,28.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-119-17,MYORA 500 MG FILM COATED TABLET,194.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-124-19,LIVADOR 500 MG FILM COATED TABLET,35.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-149-96,HAEMODIALYSIS CONC.SOLU.35X FORM.(18),45.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-172-98,SAMIXON 500MG VIAL,15.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-186-00,SALINAL 42MG CHEWABLE TAB,8.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-212-00,COLDACT SYRUP,3.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-277-02,FOLIVITA TAB,4.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-325-03,GENPRID,12.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-334-09,GLUSAFE 1MG TABLETS,12.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-368-09,MAXIM 400MG FILM COATED TABLETS,80.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-68-20,SPIOLTO RESPIMAT 2.5/2.5MCG INHALATION SOLUTION,178.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
120-9-16,TRILEPTAL 60MG\ML SUSPENTION,112.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1201210409,ONDEX,127.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1201210410,ONDEX,63.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1201221585,Pretava,1581.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1202200011,CYSBERRY,90.48,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1202200012,NUTRI-DHA,90.48,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1205200078,VIRONTA,82.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1205200081,VIRONTA,31.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1205200082,VIRONTA,50.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1207210857,INVITA D3,15.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1207210858,LEUKAIR,29.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1207210859,LEUKAIR,35.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1207210860,Dergit,84.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1207210861,AVOBAN,38.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1208210929,Ultomiris 300 mg/30 mL,25560.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1208210930,Darzalex 120 mg/ml,22518.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1208210931,Megmento,714.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1208210932,Megmento,357.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1208210934,IRBETEL 300 mg film-coated tablet,65.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1209211036,Ceftriaxone Venus,19.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-10-16,YAZ PLUS film-coated tablet,44.45,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-1014-2003,FOLIC ACID,13.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-11-88,TEGRETOL SUSP 2%,19.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-116-18,ROLITAC 5 mg Capsule,2350.808,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-124-19,LIVADOR 250 MG FILM COATED TABLET,23.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-149-96,HAEMODIALYSIS CONC.SOLU.35X FORM.(19),45.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-172-99,SAMIXON 500MG VIAL + SOLVENT,15.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-186-00,OXYTETRACYCLINE OINT 3%,4.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-212-00,CIPROMAX 250 MG TABLET,37.85,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-277-02,ORASOL POWDER,7.75,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-325-04,RIANEST,9.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-334-09,GLUSAFE 2MG TABLETS,20.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-368-09,SELECTA PLUS 5MG-12.5MG F.C. TABLETS,21.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
121-9-16,TRILEPTAL 600MG F.C TAB,77.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211138,Quetta XR,33.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211139,FEVADOL SYRUP 160MG-5ML SUGAR FREE,8.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211145,Lindacil,26.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211146,Lindacil,16.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211147,AMAGLIME 1 mg tablet,8.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211148,AMAGLIME 1 mg tablet,16.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211149,CIPROGRAM 250 mg film-coated tablet,18.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211150,LYRGABA 75 mg capsule,85.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211151,CIPROGRAM 500 mg film-coated tablet,24.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211152,AMAGLIME 2 mg tablet,13.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211153,CIPROGRAM 750 mg film-coated tablet,46.6,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211154,AMAGLIME 3 mg tablet,42.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211155,AMAGLIME 2 mg tablet,27.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211156,AMAGLIME 3 mg tablet,21.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211157,LYRGABA 150 mg capsule,110.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1210211158,LYRGABA 150 mg capsule,165.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1212200323,Ascenta,64.84,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1212200324,Vdia,33.249,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1212200325,Vdia,66.499,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1212211464,ZIMAX 200MG\5ML SUSP,26.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
1212211466,ZIMAX 200MG\5ML SUSP,18.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-10-16,SIVEXTRO 200 mg injection,954.95,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-116-18,ROLITAC 0.5 MG CAPSULE,235.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-124-19,PEDEXA,12.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-149-96,HAEMODIALYSIS CONC.SOLU.35X FORM.(33),45.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-172-99,SAMIXON 1GM VIAL + SOLVENT,30.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-212-00,CIPROMAX 500 MG TABLET,62.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-277-02,SINATEN 10 000 IU OINTMENT 15 GM,4.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-325-04,DOXYCIN,21.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-334-09,GLUSAFE 3MG TABLETS,29.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-368-10,MELOXI 7.5 MG TABLETS,13.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
122-9-16,TRILEPTAL 300MG F.C TAB,42.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-10-17,XOFIGO 1100 kBq/ml Solution for Injection,22054.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-116-18,ROLITAC 1 MG CAPSULE,470.15,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-124-19,PEDEXA,12.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-149-96,HAEMODIALYSIS CONC.SOLU.35X FORM.(3),45.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-186-00,RANTAG 50MG AMP.,19.65,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-212-00,PEPTAZOLE 30MG CAPSULE,39.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-277-02,TABICLOR 375 MG- 5ML ORAL SUSPNSION,32.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-325-04,ULTRAZOLE,48.8,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-334-09,GLUSAFE 4MG TABLETS,38.05,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-368-10,MELOXI 15 MG TABLETS,20.9,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
123-9-16,LESCOL XL 80 MG FILM COATED TAB,51.5,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-11-88,NITRODERM TTS-10 SYSTEM,48.2,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-124-19,Xevaneer 300 mg capsule,52.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-149-96,HAEMODIALYSIS CONC.SOLU.35 X FORM.(4),45.55,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-172-99,HIKMA HEPARIN 5000 IU/ML,317.4,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-186-00,PREMOSAN 10MG Injection*,9.0,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-212-00,PEPTAZOLE 30MG CAPSULE,78.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-276-15,BOOSTRIX 0.5 ML SUSPENSION FOR INJECTION VACCINE,63.1,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-277-02,ESOPRESS 10MG TAB,49.35,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-325-04,ULTRAZOLE,50.7,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-334-09,PRIZMA 4GM-0.5GM POWDER FOR I.V INFUSION,71.25,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
124-368-10,DESLOR 5 MG FILM COATED TABLET,23.3,Gross,5.0,yes,21.0,Portal Medicine/Drug,,
