SER,PACKAGE CODE ,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,الـوصـــــــــــــــــــف ,Admission Days (LOS),Unnamed: 7,SNC GROSS PRICE FOR ALL CLASSES 10% decrease
605.0,4041085.0,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (1 SESSION),عملية تصلب الدوالي ( 1 جلسات ),0,0,486.0
606.0,4041086.0,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (10 SESSIONS),عملية تصلب الدوالي ( 10 جلسات ),0,0,3500.0
607.0,4041087.0,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (3 SESSIONS),عملية تصلب الدوالي ( 3 جلسات ),0,0,1296.0
608.0,4041088.0,C.V.T.,VASCULAR SURG,SCLEROTHERAPY (5 SESSIONS),عملية تصلب الدوالي ( 5 جلسات ),0,0,1828.0
609.0,4041089.0,C.V.T.,VASCULAR SURG,SPINAL ANGIOGRAM,تصوير شرايين النخاع الشوكى,0,D/C,7209.0
610.0,4041090.0,C.V.T.,VASCULAR SURG,"SUBFASCIAL LIGATION, PERFORATORS",ربط الثواقب الوريدية تحت الصفاق العضلي,0,2,29160.0
611.0,4041091.0,C.V.T.,VASCULAR SURG,"SYMPATHECTOMY, PERIARTERIAL",خزع عصب ودي - حول الشريان,0,2,27216.0
612.0,4041092.0,C.V.T.,VASCULAR SURG,"SYMPATHECTOMY, PRESACRAL",خزع عصب ودي أمام العجـز,0,2,27216.0
613.0,4041093.0,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, VESSEL, ABDOMINALL",استئصال خثرة دموية شريانية وعائية بطنية ,0,2,22032.0
614.0,4041094.0,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, VESSEL, LOWER LIMB",استئصال خثرة دموية شريانية في الطرف السفلي,0,2,17108.0
615.0,4041095.0,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, ARTERY, VESSEL, UPPER LIMB",استئصال خثرة دموية شريانية في الطرف العلوي,0,2,17108.0
616.0,4041096.0,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, VESSEL, ABDOMINALL",استئصال خثرة دموية وريدية في البطن,0,2,22032.0
617.0,4041097.0,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, VESSEL, LOWER LIMB",استئصال خثرة وعائية وريدية في الطرف السفلي,0,2,17108.0
618.0,4041098.0,C.V.T.,VASCULAR SURG,"THROMBOEMBOLECTOMY, VEIN, VESSEL, UPPR LIMB",استئصال خثرة وعائية وريدية في الطرف العلوي,0,2,17108.0
619.0,4051001.0,C.V.T.,THORACIC SURGERY,"ANASTOMOSIS, ESOPHAGUS, INTRATHORACIC",مفاغرة المرئي - داخـل الصــدر,0,3,32681.0
620.0,4051002.0,C.V.T.,THORACIC SURGERY,AORTIC DISSECTION REPAIR,تمزق ممدد بللأورط ,0,2,18360.0
621.0,4051003.0,C.V.T.,THORACIC SURGERY,AORTIC ROOT ANEURYSM RESECTION- BENTALL PROCEDURE EXCLUDING GRAFT,تمدد الأوعية الدموية في جذر الأبهر – عملية بينتال غير شامل سعر الطعم,0,3,48060.0
622.0,4051004.0,C.V.T.,THORACIC SURGERY,AORTIC VALVE REPLACEMENT TISSUE RAPID DEPLOYMENT VALVE EXCLUDING VALVE. ,إستبدال الصمام الأبهري بصمام النشر السريع غير شامل سعر الصمام ,0,3,52065.0
623.0,4051005.0,C.V.T.,THORACIC SURGERY,ASCENDING AORTIC ANEURYSM RESECTION- EXCLUDING GRAFT,إستئصال تمدد الأوعية الدموية في الأبهر الصاعد غير شامل سعر الطعم ,0,3,48060.0
624.0,4051006.0,C.V.T.,THORACIC SURGERY,"BRONCHOSCOPY, FIBEROPTIC",تنظير قصبات المنظار الليفي المـرن,0,1,11405.0
625.0,4051007.0,C.V.T.,THORACIC SURGERY,"BRONCHOSCOPY, RIGID",تنظير قصبات المنظار القاس,0,1,13625.0
626.0,4051008.0,C.V.T.,THORACIC SURGERY,"BYPASS, VASCULAR-AORTO-ILIAC-FEMORAL",مجازة وعائية ابهرية - حرقنية - فخذية,0,2,34604.0
627.0,4051009.0,C.V.T.,THORACIC SURGERY,"BYPASS, VASCULAR-AORTO-SUBCLAVIAN-CAROTID",مجازة وعائية  ابهرية تحت ترقوية سباتية,0,2,34604.0
628.0,4051010.0,C.V.T.,THORACIC SURGERY,"ENDARTERECTOMY, AORTA",استئصال بطانه الشريان - الأبهــر,0,2,33642.0
629.0,4051011.0,C.V.T.,THORACIC SURGERY,"ESOPHAGEAL MYOTOMY, TRAANSTHORACIC",خزع عضلة المرئ عبر الصدر,0,2,32681.0
630.0,4051012.0,C.V.T.,THORACIC SURGERY,EXCISION OF MEDIASTINAL MASS / CYST STERNOTOMY,استئصال كتلة او كيس بشق عظمة القص,0,3,46138.0
631.0,4051013.0,C.V.T.,THORACIC SURGERY,"EXCISION, ESOPHAGUS",استئصال جراحي - مريئي,0,2,34604.0
632.0,4051014.0,C.V.T.,THORACIC SURGERY,"EXCISION, LESION, LUNG",استئصال آفـه  - الـرئــه,0,2,29160.0
633.0,4051015.0,C.V.T.,THORACIC SURGERY,"EXCISION, MEDIASTINAL MASS",استئصال كتله من المصف ( من الصدر ),0,3,46138.0
634.0,4051016.0,C.V.T.,THORACIC SURGERY,"INSERTION, ARTERIAL LINE",أدخـال خط شريـانـي للسوائل,0,0,3500.0
635.0,4051017.0,C.V.T.,THORACIC SURGERY,"INSERTION, CATHETER, TENKHOFF FOR PERITONEAL DIALY",أدخال قسطرة تنخوف للتحال البويتواني ( أو الصفاقية),0,2,18058.0
636.0,4051018.0,C.V.T.,THORACIC SURGERY,"INSERTION, CENTRAL VENOUS LINE",إدخال خـط وريدي مركـزي للسوائـل,0,0,2437.0
637.0,4051019.0,C.V.T.,THORACIC SURGERY,"INSERTION, HICKMAN CATHETER",أدخال قسطرة ( هيكمــان ) ,0,1,18058.0
638.0,4051020.0,C.V.T.,THORACIC SURGERY,"INSERTION, INFERIOR VENA CAVA FILTER",إدخال مصفاة ( أو مظلة ) في الوريد الأجوف السفلي,0,1,20196.0
639.0,4051021.0,C.V.T.,THORACIC SURGERY,"INSERTION, PERM CATHETER",إدخال قسطرة ( بيـرم ),0,1,18058.0
640.0,4051022.0,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PERITONEO-VENOUS",أدخال وصله صفاقية وريدية (بطنية - وريدية),0,1,18058.0
641.0,4051023.0,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PLEURO-PERITONEAL",أدخال وصله جنبية صفاقية (صدرية - بطنية),0,1,18058.0
642.0,4051024.0,C.V.T.,THORACIC SURGERY,"INSERTION, SHUNT, PLEURO-VENOUS",إدخال وصله جنبية وريدية ( صدرية - وريدية ),0,1,18058.0
643.0,4051025.0,C.V.T.,THORACIC SURGERY,INTRARENAL AORTIC ANEURYSM REPAIR,تمدد شرياني او رط تحت الكلي,0,2,17595.0
644.0,4051026.0,C.V.T.,THORACIC SURGERY,"LIGATION, DIVISION, OTHER, VESSELS, AORTA",ربط - قطع - الأوعية - الأبهـر,0,3,32681.0
645.0,4051027.0,C.V.T.,THORACIC SURGERY,"LOBECTOMY, LUNG",أستئصال قطعـي الرئـه,0,3,32681.0
646.0,4051028.0,C.V.T.,THORACIC SURGERY,"MEDIASTENOSCOPY, BIOPSY",منظار منصف / خزعه نسيجية ,0,2,28188.0
647.0,4051029.0,C.V.T.,THORACIC SURGERY,"MEDIASTINOTOMY (CHAMBERLAIN), BIOPSY",فتح المنصف ( عملية تشامبر لاين ) خزعه,0,2,33642.0
648.0,4051030.0,C.V.T.,THORACIC SURGERY,NATIVE VALVE ENDOCARDITIS – VALVE REPLACEMENT  EXCLUDING VALVE ,إلتهاب الشغاف في الصمام الأصلي – تغيير صمام غير شامل سعر الصمام ,1,4,56070.0
649.0,4051031.0,C.V.T.,THORACIC SURGERY,PACEMAKER ENDOCARDITIS – SURGICAL REMOVAL ,منظم دقات قلب صناعي لإلتهاب الشغاف – إزالة عن طريق عملية,0,4,48060.0
650.0,4051032.0,C.V.T.,THORACIC SURGERY,"PHLEBECTOMY, WITH ANASTOMOSIS, AORTA",قطع الوريد مع مفاغرة مع الأبهر البطني,0,4,32681.0
651.0,4051033.0,C.V.T.,THORACIC SURGERY,PLEURACTOMY,خـزع الجـنــب,0,3,29160.0
652.0,4051034.0,C.V.T.,THORACIC SURGERY,"PNEUMONECTOMY, COMPLETE",استئصال رئـه كـامـل,0,3,36526.0
653.0,4051035.0,C.V.T.,THORACIC SURGERY,PROSTHETIC VALVE ENDOCARDITIS – VALVE REPLACEMENT EXCLUDING VALVE,لتهاب الشغاف في الصمام الأصلي – تغيير صمام غير شامل سعر,1,4,68085.0
654.0,4051036.0,C.V.T.,THORACIC SURGERY,"RE-ENTRY OPERATION, AORTA",عملية إعادة مدخـل الأبـهـر,1,3,40371.0
655.0,4051037.0,C.V.T.,THORACIC SURGERY,"REPAIR, ESOPHAGEAL STRICTURE",إصلاح تضيـق مريئي,0,3,32681.0
656.0,4051038.0,C.V.T.,THORACIC SURGERY,"REPAIR, FISTULA, ESOPHAGUS, OTHER",إصلاح ناسور مـريئي,0,3,32681.0
657.0,4051039.0,C.V.T.,THORACIC SURGERY,"RESECTION, AORTA, WITH GRAFT REPLACEMENT",خـزع الأبهـر مع وضع طـعـم ,1,4,44216.0
658.0,4051040.0,C.V.T.,THORACIC SURGERY,"RESECTION, SEGMENTAL, LUNG",قطع ( أستئصال ) قطعي الرئـــه,0,3,29160.0
659.0,4051041.0,C.V.T.,THORACIC SURGERY,"RIB FIXATION BY PLATES AND SCREWS FOR FLAIL SEGMENTS (NOT INCLUDING THE PLATES, SCOWRS  ",تثبيت ضلع أو أكثر بشرائح ومسامير غير شامل ثمن الشرائح والمسامير ,0,2,19125.0
660.0,4051042.0,C.V.T.,THORACIC SURGERY,RIB RESECTION OR CHEST WALL RESECTION ONE OR MORE RIBS WITHOUT MESH CLOSURE ,استئصال ضلع أو أكثر أو جزء من جدار الصدر بدون شبكة ,0,2,19125.0
661.0,4051043.0,C.V.T.,THORACIC SURGERY,RIGID BRONCHOSCOPY + PROCEDURE PEDIATRIC (F.B REMOVAL OR BIOPSY),"منظار شعبي معدني مع إجراء إزالة لجسم غريب أو أخذ عنية "" في الاطفال"" ",0,1,15840.0
662.0,4051044.0,C.V.T.,THORACIC SURGERY,RIGID OESPHAGOSCOPY + PROCEDURE IN PEDIATRIC AGE GROUP (REMOVAL OF INGESTED F.B OR BIOPSY),منظار مريء معدني مع إجراء إزالة جسم غريب أو اخذ عينة ,0,1,11880.0
663.0,4051045.0,C.V.T.,THORACIC SURGERY,SUPRARENAL AORTIC ANEURYSM REPAIR,تمدد شرياني او رط فوق ,0,2,17595.0
664.0,4051046.0,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, CERVICAL",خزع الجذع الــودي الرقـبـي,0,2,30132.0
665.0,4051047.0,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, LUMBAR, BILATERAL",خزع الجذع الودي القطني / ثنائي الجانب ,0,2,34604.0
666.0,4051048.0,C.V.T.,THORACIC SURGERY,"SYMPATHECTOMY, LUMBAR, UNILATERAL",خزع الجذع الودي القطني / وحيد الجانب ,0,2,23868.0
667.0,4051049.0,C.V.T.,THORACIC SURGERY,TAVI: TRANS CATHETER  AORTIC VALVE IMPLANTATION ( TRANS APICAL) EXCLUDING VALVE,تافي: زرع صمام الأبهر عبر جدار الصدر الى قمة القلب غير شامل سعر الصمام  ,1,5,56070.0
668.0,4051050.0,C.V.T.,THORACIC SURGERY,TAVI: TRANS CATHETER  AORTIC VALVE IMPLANTATION (TRANS FEMORAL)EXCLUDING VALVE,تافي: زرع صمام الأبهر عبر القسطرة الفخذية غير شامل سعر الصمام  ,1,3,40050.0
669.0,4051051.0,C.V.T.,THORACIC SURGERY,THORACOTOMY,بضع / فتح  الصدر,0,3,28350.0
670.0,4051052.0,C.V.T.,THORACIC SURGERY,THORACOTOMY DRAINAGE LOCULATED COLLECTION EMPYEMA OR EFFUSION,فتح الصدر لتصريف تجمع مائي أو صديدي متعدد المساكن,0,3,32681.0
671.0,4051053.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DECORTICATION",فتح صـدر / تقشيـر الـرئـه,0,3,34604.0
672.0,4051054.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DRAINAGE OF LOCULATED COLLECTION",فتح صدر تفريغ تجمع محدود,0,3,32681.0
673.0,4051055.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, DRAINAGE, PERICARIAL COLLECTION",فتح صدر تفريغ أنصباب تأموري,0,3,22032.0
674.0,4051056.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PERICARDIAL WINDOW",فتح صدر إجراء نافذة تأموريــة,0,3,22032.0
675.0,4051057.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PLEURAL BX",فتح صدر / استئصال الجنـب,0,3,28188.0
676.0,4051058.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, PLEURODESIS, RESECTION BLEB",فتح صـدر / فـك التصاقـات جنـبيـة,0,3,32681.0
677.0,4051059.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, DIAPHRAGMATIC HERNIA",فتح صدر إصلاح فتق حجابـي,0,3,44216.0
678.0,4051060.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, ESOPHAGEAL INJURY",فتح صدر إصلاح أذية مريئية,0,3,44216.0
679.0,4051061.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, REPAIR, TRACHEO-BRONCHIAL TREE",فتح صدر إصلاح الشجرة الرغامية القصبية,0,3,44216.0
680.0,4051062.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, RESECTION, APICAL BLEB",فتح صدر / استئصال فقـاعــه,0,3,30132.0
681.0,4051063.0,C.V.T.,THORACIC SURGERY,"THORACOTOMY, WEDGE LUNG BX",فتح صدر / استئصال رئـه اسفـينـي,0,3,28188.0
682.0,4051064.0,C.V.T.,THORACIC SURGERY,"THORACTOMY, EXPLORATORY",فـتـح صـدر استقصـائـي,0,3,23868.0
683.0,4051065.0,C.V.T.,THORACIC SURGERY,"THYMECTOMY, EXTENDED",استئصال الغدة الصعترية ( التيموس) الواسع,0,3,46138.0
684.0,4051066.0,C.V.T.,THORACIC SURGERY,VIDEO ASSISTED THORASCOPIC SURGERY (VATS) THYMECTOMY,جراحة الصدر (الأحواض) التيموس باستخدام المنظار,0,2,11880.0
685.0,4051067.0,C.V.T.,THORACIC SURGERY,"VIDEO-AIDED SYMPATHECTOMY, CERVICAL",خزع الجذع الودي الرقبي تحت تصوير فيديو,0,2,32681.0
686.0,5011001.0,UROLOGY,MINOR SURG,ANTERIOR URETHROLITHOTOMY,شق طولى للاحليل السفلى ,0,1,5346.0
687.0,5011002.0,UROLOGY,MINOR SURG,CYSTOSCOPY,منظار مثانة,0,1,3402.0
688.0,5011003.0,UROLOGY,MINOR SURG,CYSTOSCOPY + REMOVAL OF DJ STENT UNDER G.A. UNILATERAL,منظار مثانة + فك قسطرة (مخدر عام),0,1,3402.0
689.0,5011004.0,UROLOGY,MINOR SURG,EXCISION OF PENILE SKIN LESION UNDER GA,استئصال افة من جلد القضيب (مخدر عام ),0,D/C,2733.0
690.0,5011005.0,UROLOGY,MINOR SURG,EXCISION OF PENILE SKIN LESION UNDER LA,استئصال افة من جلد القضيب ( مخدر موضعى ),0,D/C,1572.0
691.0,5011006.0,UROLOGY,MINOR SURG,LASER LITHOTRIPSY,تفتيت حصوات بالليزر ,0,1,2930.0
692.0,5011007.0,UROLOGY,MINOR SURG,MEATOTOMY UNDER GA,خزع صماخ البول تحت مخدر عام,0,1,2847.0
693.0,5011008.0,UROLOGY,MINOR SURG,MEATOTOMY UNDER LA,خزع صماخ البول تحت مخدر عام,0,0,1777.0
694.0,5011009.0,UROLOGY,MINOR SURG,RECIRCUMCISION UNDER GA,اعادة ختان تحت مخدر عام,0,D/C,2763.0
695.0,5011010.0,UROLOGY,MINOR SURG,RECIRCUMCISION UNDER LA,اعادة ختان تحت مخدر موضعى,0,0,2031.0
696.0,5011011.0,UROLOGY,MINOR SURG,SUPRAPUBIC CATHETER INSERTION,ادخال قسطرة فوق العانة,0,D/C,2763.0
697.0,5011012.0,UROLOGY,MINOR SURG,TESTICUALR BIOPSY,خزعة نسيجية من الخصية,0,D/C,2763.0
698.0,5011013.0,UROLOGY,MINOR SURG,TESTICULAR BIOPSY/HISTOPATHOLOGY,خزعة نسيجية من الخصية مع فحص نسيجى,0,D/C,3265.0
699.0,5011014.0,UROLOGY,MINOR SURG,TRANSURETHROLITHOTOMY,استئصال الحصوات عبر الاحليل,0,1,5346.0
700.0,5011015.0,UROLOGY,MINOR SURG,TRUS & BIOPSY,عينة نسيجية بمساعدة الامواج فوق الصوتية عبر الشرج,0,0,1350.0
701.0,5011016.0,UROLOGY,MINOR SURG,VESICOLITHOTOMY,استئصال الحصوات من المثانة,0,1,5346.0
702.0,5012001.0,UROLOGY,MEDIUM SURG,ASPIRATION OF PROSTATIC CYST,شفط كيسة من البروستات,0,0,1557.0
703.0,5012002.0,UROLOGY,MEDIUM SURG,BLADDER NECK INCISION,خزع عنق المثانة,0,1,8554.0
704.0,5012003.0,UROLOGY,MEDIUM SURG,CYSTODISTENTION,توسيع المثانة,0,1,3139.0
705.0,5012004.0,UROLOGY,MEDIUM SURG,CYSTOSCOPY & BIOPSY,منظار مثانة مع عينة نسيجية ,0,1,3139.0
706.0,5012005.0,UROLOGY,MEDIUM SURG,CYSTOSCOPY + ANAESTESIA,منظار مثانة تحت التخدير,0,1,4010.0
707.0,5012006.0,UROLOGY,MEDIUM SURG,CYSTOSCOPY + REMOVAL OF DJ STENT UNDER G.A. (BILATERAL),منظار مثانة واستخراج دعامة بالحالب,0,1,4860.0
708.0,5012007.0,UROLOGY,MEDIUM SURG,CYSTOSCOPY AND DJ STENT INSERTION (UNILATERAL),منظار مثانة مع ادخال قسطرة حالبية واحدة,0,1,5564.0
709.0,5012008.0,UROLOGY,MEDIUM SURG,CYSTOSCOPY AND MEATOTOMY,منظار مثانة مع خزعة صماخ البول,0,1,5225.0
710.0,5012009.0,UROLOGY,MEDIUM SURG,CYSTOSCOPY AND RETROGRADE PYELOGRAPHY,تصوير الطرق البولية الراجعة,0,1,4617.0
711.0,5012010.0,UROLOGY,MEDIUM SURG,CYSTOSCOPY AND RETROGRADE PYELOGRAPHY AND DJ STENT INSERTION ,منظار مثانة مع قسطرة الحالب ( جانب او جانبين) مع تصوير الطرق البولية الراجعة,0,1,5768.0
712.0,5012011.0,UROLOGY,MEDIUM SURG,CYSTOSCOPY AND URETERIC CATHETERIZATION (ONE SIDE OR BOTH SIDES) APART FROM RADIOLOGY,منظار المثانة مع قسطرة الحالب (جانب او جانين) ما عدا التصوير الشعاعى,0,1,4253.0
713.0,5012012.0,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY & OTIS URETHROTOMY,منظار مثانى و احليل مع خزع باطن الاجليل تحت الرؤية المباشرة,0,1,6248.0
714.0,5012013.0,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY & VISUAL INTERNAL URETHROTOMY,منظار مثانى واحليل مع خزع الاجليل من الداخل,0,1,6969.0
715.0,5012014.0,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY + DIATHERMY COAGULATION PAPILOMA BLADDER,منظار مثانة واحليل مع تخثير حرارى لورم حبيبى فى المثانة,0,1,8673.0
716.0,5012015.0,UROLOGY,MEDIUM SURG,CYSTOURETHROSCOPY + LOOP DJ STENT,منظار مثانة واجليل مع وضع قسطرة حالب حلقية,0,1,5768.0
717.0,5012016.0,UROLOGY,MEDIUM SURG,DIVERTICULUM (EXCISION OF BLADDER),استئصال رتج من المثانة,0,1,10455.0
718.0,5012017.0,UROLOGY,MEDIUM SURG,ENDOSCOPIC INCISION OF URETEROCELE,استئصال فيلة حالبية بالمنظار,0,1,5768.0
719.0,5012018.0,UROLOGY,MEDIUM SURG,EPIDIDYMECTOMY,استئصال البربخ,0,1,5768.0
720.0,5012019.0,UROLOGY,MEDIUM SURG,EVERTION OF HYDROCELE,استئصال فيلة مائية بالخصية (بالقلب),0,1,4617.0
721.0,5012020.0,UROLOGY,MEDIUM SURG,EXCISION OF  URETHRAL CARUNCLE,استئصال عينة احليلية,0,1,4617.0
722.0,5012021.0,UROLOGY,MEDIUM SURG,EXCISION OF HYDROCELE,استئصال فيلة مائية بالخصية ,0,1,3848.0
723.0,5012022.0,UROLOGY,MEDIUM SURG,INGUINAL ORCHIDECTOMY,استئصال خصية من القناة الاربية,0,1,6008.0
724.0,5012023.0,UROLOGY,MEDIUM SURG,MEATOPLASTY ,تصنيع صماخ للبول,0,1,4617.0
725.0,5012024.0,UROLOGY,MEDIUM SURG,NEPHROSTOMY,تفصيم للكلية,0,1,4917.0
726.0,5012025.0,UROLOGY,MEDIUM SURG,OPEN CYSTOLITHOTOMY,استئصال حصاه من المثانة بجراحة مفتوحة,0,1,8554.0
727.0,5012026.0,UROLOGY,MEDIUM SURG,SPERMATOCELECTOMY,استئصال قيلة حبل مئوى,0,1,4617.0
728.0,5012027.0,UROLOGY,MEDIUM SURG,UNILATERAL LIGATION OF VACICOCELE,ربط دوالى حبل مئوى / جانب واحد,0,1,4617.0
729.0,5012028.0,UROLOGY,MEDIUM SURG,UNILATERAL ORCHIDOPEXY,تثبيت خصية / جانب واحد,0,1,6008.0
730.0,5012029.0,UROLOGY,MEDIUM SURG,URETERAL DILATION,توسيع الحالب,0,1,6969.0
731.0,5012030.0,UROLOGY,MEDIUM SURG,URETHRAL DILATATION,توسيع الاحليل,0,1,4010.0
732.0,5013001.0,UROLOGY,MAJOR SURG,ANTERIOR URETHROTOMY FOR STONE,فتحة بالاحليل لاخراج حصوة,0,1,8554.0
733.0,5013002.0,UROLOGY,MAJOR SURG,BILATERAL LIGATION OF VARICOCELE,اصلاح دوالى حبل مئوى / الجانبين,0,1,7841.0
734.0,5013003.0,UROLOGY,MAJOR SURG,BILATERAL ORCHIDOPEXY,تثبيت خصية / الجانبين,0,1,8792.0
735.0,5013004.0,UROLOGY,MAJOR SURG,COLPOSUSPENSION,منظار مثانة مع خرج بالمثانة,0,2,11405.0
736.0,5013005.0,UROLOGY,MAJOR SURG,CORRECTION OF TORTION TESTES & ORCHIDOPEXY,اصلاح انفتال بالخصية مع تثبيت الخصية,0,1,8792.0
737.0,5013006.0,UROLOGY,MAJOR SURG,CYSTOCSOPY AND U/S LITHTRIPSY,منظار مثانة مع تفتيت الحصوات بالامواج,0,1,7841.0
738.0,5013007.0,UROLOGY,MAJOR SURG,CYSTOSCOPY AND DILATATION OF URETERIC STRICTURE AND DJ STENT INSERTION,منظار مثانة مع توسيع تضيق الحالب ووضع قسطرة للحالب,0,1,7161.0
739.0,5013008.0,UROLOGY,MAJOR SURG,CYSTOSCOPY AND LITHOTREPSY,منظار مثانة مع تفتيت الحصاه عبر المنظار,0,1,8031.0
740.0,5013009.0,UROLOGY,MAJOR SURG,CYSTOURETHROSCOPY + TURP ,منظار مثانة واحليل مع استئصال البروستات عبر المنظار,0,2,11405.0
741.0,5013010.0,UROLOGY,MAJOR SURG,CYSTOURETHROSCOPY + URETERIC MEATOTOMY,منظار مثانىاحليلى مع خزع الصمام الحالبى,0,1,7161.0
742.0,5013011.0,UROLOGY,MAJOR SURG,DIVERTICULECTOMY,استئصال الرتوج,0,2,11405.0
743.0,5013012.0,UROLOGY,MAJOR SURG,DRAINAGE OF PERINEPHRIC ABSCESS,تفريغ خراج حول الكلية,0,1,10217.0
744.0,5013013.0,UROLOGY,MAJOR SURG,ENDOSCOPIC REMOVAL OF URETHRAL STONE,استئصال حصاة حالبية بالمنظار,0,1,6248.0
745.0,5013014.0,UROLOGY,MAJOR SURG,EXCISION OF BLADDER ULCER,استئصال قرحة مثانة بالمنظار,0,1,6008.0
746.0,5013015.0,UROLOGY,MAJOR SURG,EXCISION OF URETERIC STRICTURE AND PRIMARY ANASTOMOSIS,استئصال تضيق حالب مع توصيل الحالب,0,2,10930.0
747.0,5013016.0,UROLOGY,MAJOR SURG,EXCISION OF URETHRAL DIVERTICULUM,استئصال رتج حالبى,0,2,10930.0
748.0,5013017.0,UROLOGY,MAJOR SURG,EXCISION OF URETHRAL FISTULA,استئصال ناسور حالبى,0,2,10930.0
