PC_PRVSRVCODE,PC_PRVSRVDESC,PC_STRTDATE,PC_ORPRICE
FMPTD-2156,TWO SESSION PT / RT PER DAY IP,2019-03-01,309.0
FMPTD-2157,MORE THAN R.T PER DAY FOR IP,2019-03-01,309.0
FMPTD-0055,EMG FACE - 1 SIDE,2019-03-01,324.0
FMPTD-0048,EMG NECK AREA & 1 ARM,2019-03-01,324.0
FMPTD-0046,EMG LUMBAR AREA & 1 LEG,2019-03-01,324.0
FMPTD-0110,ONE SESSION THALGO TOTAL BODY,2019-03-01,372.0
FMPTD-2134,REHAB. PT. W/ VERTIGO(12 SESS),2019-03-01,377.0
FMPTD-0054,NERVE CONDUCTION - 4 NERVES,2019-03-01,388.0
FMPTD-2151,PACKAGE DEAL (6) SESSIONS FOR MANUA,2019-03-01,388.0
FMPTD-0049,EMG NECK AREA & 2 ARMS,2019-03-01,388.0
FMPTD-0047,EMG LUMBAR AREA & 2 LEGS,2019-03-01,388.0
FMPTD-0075,OSTEOTRON FOR 8 HOURS,2019-03-01,388.0
FMPTD-0045,PHYSIOTHERAPY HOME VISIT,2019-03-01,388.0
FMPTD-0056,EMG FACE - 2 SIDES,2019-03-01,425.0
FMPTD-2073,TOTAL BODY PT (4 PROCS),2019-03-01,425.0
FMPTD-0094,PACKAGE DEAL(4)DAYS (8)SESSIONS,2019-03-01,440.0
FMPTD-0059,EMG FACE/FACIAL NRVE. - 1 SIDE,2019-03-01,452.0
FMPTD-9000,C.P. PROGRAM - 4 SESSION (P.D),2019-03-01,489.0
FMPTD-2123,USE OF A.V.I.MACHINE FOR 24 HS,2019-03-01,515.0
FMPTD-0076,PACKAGE DEAL EX'S 8 SESSIONS,2019-03-01,546.0
FMPTD-0064,FOREARM CRUTCHES - EACH,2019-03-01,578.0
FMPTD-0060,EMG FACE/FACIAL NRV. - 2 SIDES,2019-03-01,578.0
FMPTD-0050,EMG - ALL EXTREMITIES,2019-03-01,642.0
MTENT-0056,FOREIGN BODY REMOVAL NOSE(G.A),2019-03-01,1406.0
MTENT-0066,CONTROL OF EPISTAXSIS ELECTRO-CAUTERY UNILATERAL (G.A.),2019-03-01,1406.0
MTENT-0076,INCISION OF NASAL ABSCESS(G.A),2019-03-01,1406.0
MTENT-0018,EXCISION OF ASBCESS OF EXT. EAR (G.A.),2019-03-01,1406.0
MTENT-0028,DEBRIDEMENT OF EAR INFECTION UNILATERA (G.A.),2019-03-01,1406.0
MTENT-0074,NASAL SINUSCOPY WITH BIOPSY   (G.A.),2019-03-01,1406.0
MTENT-0052,CHANGE OF TRACHEOSTOMY TUBE  G.A.,2019-03-01,1438.0
FMENTO0015,LASER UVULECTOMY,2019-03-01,1449.0
FMENTN2068,CLOSURE OF ORO-NASAL FISTULA,2019-03-01,1449.0
MTENT-0094,CONTROL OF HGE. AFTER ADENOID-ECTOMY (G.A.),2019-03-01,1475.0
MTENT-0104,INCISION & DRAINAGE OF PERITONSILAR ABSCESS (G.A.),2019-03-01,1475.0
MTENT-0095,CONTROL OF HGE. AFTER ADENOI- DECTOMY OUTSIDE SGH (L.A.),2019-03-01,1496.0
MTENT-0025,REMOVAL OF F.B. W/MIC & INCISN (L.A.),2019-03-01,1496.0
FMENTN2031,ANTROCHOANAL POLYPECTOMY WITH-,2019-03-01,1528.0
FMENTS0008,EXCISN OF LESION OF MAXILLARY,2019-03-01,1528.0
FMENTN2020,TURBINECTOMY-PARTIAL EXCISION-,2019-03-01,1528.0
FMENTN2024,PERNASAL REMOVAL OF ALLERGIC,2019-03-01,1528.0
FMENTP0004,REVISION ADENOIDECTOMY,2019-03-01,1528.0
FMENTN2023,OTHER TURBINECTOMIES (MIDDLE-,2019-03-01,1528.0
FMENTK0006,DRAINAGE OF LUDWIG'S ANGINA,2019-03-01,1528.0
FMPDT-0170,TYLENOL 350MG SUPPOSITORY,2019-03-01,7.0
FMPDT-0169,TYLENO01 200MG SUPPOSITORY,2019-03-01,7.0
FMPDT-0168,TYLENOL 100MG SUPPOSITORY,2019-03-01,7.0
FMPDT-0016,I.M. INJECTION UP TO 4 YEARS,2019-03-01,7.0
FMPDT-0139,DIET PLAN CHILD 4YRS & OVER,2019-03-01,7.0
FMPDT-0174,PRIMPERAN INJECTION,2019-03-01,8.0
FMPDT-0177,JAUNTICE METER,2019-03-01,12.0
FMPDT-0017,I.V. INJECTION UP TO 4 YEARS,2019-03-01,12.0
FMPDT-0042,"TINE TEST, INCLUDING PRICE OF  TEST STAMP",2019-03-01,17.0
FMPDT-0080,CHANGE OF I.V. INFUSION BOTTLE,2019-03-01,17.0
FMPDT-0083,I.M.INJ.-CHILDREN OVER 5 YRS,2019-03-01,17.0
FMPDT-0082,INJ.OF FLUID TO INFUSION SET   I.V. INJ.,2019-03-01,17.0
FMPDT-0138,DIET PLAN BABY  INFANT TO 4YRS,2019-03-01,17.0
FMPDT-0013,URINE BAG (COLLECTOR),2019-03-01,17.0
FMPDT-0175,OLACADRON INJECTION,2019-03-01,21.0
FMPDT-0178,DEPO-MEDROL 4OMG/ML,2019-03-01,27.0
FMPDT-0179,SULU-CORTEF 100MG,2019-03-01,27.0
P11ORAP3J,ORAL POLIO,2019-03-01,31.0
FMPDT-0176,SOLUMEDROL INJECTION,2019-03-01,32.0
FMPDT-0035,DESENSITIZATION FOR 1 S.C. INJ,2019-03-01,32.0
FMPDT-0136,OXYGEN FOR 1 HR,2019-03-01,32.0
FMPDT-0018,I.V. INJ. FROM 5 YEARS TO PUB- ISCENCE,2019-03-01,32.0
FMPDT-0163,USE OF DINAMAP B/P PEDIATRIC,2019-03-01,32.0
FMPDT-0160,USE OF CORD CLIPPER,2019-03-01,32.0
FMPDT-0023,BLOOD EXTRACTN FOR LAB PURPOSE CUBITAL VN OR PERIPHERAL VN,2019-03-01,38.0
FMPDT-0024,BLOOD EXTRACTN BY DOCTOR FOR   LAB PURPOSES FM JUGULAR VEIN,2019-03-01,38.0
FMPDT-0046,INHALATION WITH ULTRASOUND     NEBULIZER 1 SESSION,2019-03-01,38.0
FMPDT-0028,HEAT CRIB FROM 1 TO 4 HRS.,2019-03-01,38.0
FMPDT-0134,MECONIUM TEST OF N.B.,2019-03-01,43.0
FMPDT-0119,INFILTRATION ANAESTHESIA OF 1  NERVE (FINGER OR TOE),2019-03-01,43.0
FMPDT-0098,ENEMA,2019-03-01,43.0
FMPDT-0111,APPLICATION OF SMALL BANDAGE,2019-03-01,43.0
FMPDT-0124,APPLICATN DRESSING TO 2NDARY  HEALING SM.INFECTD WOUND 3YRS,2019-03-01,43.0
FMPDT-0125,APPLICATN OF DRESSING TO SMALL2NDARY HEALING WOUND 4+YRS,2019-03-01,43.0
FMPDT-0093,RECTAL EXAMINATION,2019-03-01,43.0
FMPDT-0133,PUNCTURE OF LUNG TO REMOVE     SECRETION,2019-03-01,48.0
FMPDT-0166,STEAM INHALATION - VIRAL GROUP,2019-03-01,48.0
FMPDT-0100,CONSULTATION OF PARENTS,2019-03-01,52.0
FMPDT-0118,REMOVAL OF NAIL-FINGER/TOE,2019-03-01,54.0
FMPDT-0032,"SUCTION OF MUCOUS OR ASPIRATN  MOUTH, NOSE & PHARYNX",2019-03-01,54.0
FMPDT-0117,INCISION OF PARONCHIA (FINGER  OR TOE),2019-03-01,54.0
FMPDT-0036,DRUG ADMINISTRATION,2019-03-01,62.0
FMERDA0084,FINE FACIAL SUTUR.USG.5-6 1-3  SUTURES,2019-03-01,96.0
FMERD-1001,ER REFERRAL TO OTHER CLINICS,2019-03-01,100.0
FMERDA0054,REMOVAL OF LOOSE NAILS DRESSNG,2019-03-01,101.0
FMERDA0073,NEBULIZER A/C VENTOLIN,2019-03-01,101.0
FMERDD0005,TENSOPLAST STRAPPING,2019-03-01,101.0
FMERDD0002,PLASTER STRAPPING (TOE FINGER),2019-03-01,101.0
FMERDD0004,SPLINT FOR FRACTURE,2019-03-01,101.0
FMERDA0076,E.C.G,2019-03-01,101.0
FMERDA0043,GASTRIC LAVAGE STOMACH OR      STOMACH WASH,2019-03-01,101.0
FMERDA0056,SM.DRESSING W/OINT & BAN DIF.A,2019-03-01,101.0
FMERDA0065,LARGE DRESSING,2019-03-01,101.0
FMERDA0018,I.V. CENTRAL CATHETER,2019-03-01,101.0
MTPSD-0003,EXCISION OF LIPOMA BIG,2019-03-01,5740.0
MTPSD-0027,HAIR TRANSPLANTATION OF AREA FOR 500 GRAMS,2019-03-01,5740.0
MTPSD-0058,MIRCRO SURGERY PROCEDURE,2019-03-01,6556.0
MTPSD-0044,LIPOSUCTION OF THIGHT LARE AREA,2019-03-01,7215.0
MTPSD-0042,LIPOSUCTION OF ABDOMIN LARGE AREA,2019-03-01,7215.0
MTPSD-0028,HAIR TRANSPLANTATION OF AREA FOR 700 GRAMS,2019-03-01,8037.0
FMPSYA0009,SPEED MRKMKNG H-MARKING,2019-03-01,64.0
FMPSYA0010,TRIAL MAKING,2019-03-01,64.0
FMPSYA0018,SIMILARITIES AND DIGIT SPAN,2019-03-01,64.0
FMPSYA0001,REFERRAL BY OTHER DOCTOR-OP,2019-03-01,75.0
FMPSYA0053,EATING DISORDER TEST (E.D.T.),2019-03-01,112.0
FMPSYA0054,BULIMIA NERVOSA SCALE (B.N.S.),2019-03-01,112.0
FMPSYA0055,ANOREXIA NERVOSA SCALE (A.N.S.),2019-03-01,112.0
FMPSYA0060,BENDER GESTALT TEST,2019-03-01,112.0
FMPSYB0040,SOCIAL SKILL TEST,2019-03-01,112.0
FMPSYA0004,TAYLOR'S ANXIETY SCALE,2019-03-01,122.0
FMPSYA0005,EYSENCK PERSONALITY INV. AD,2019-03-01,122.0
FMPSYA0011,BENDER GESTALT,2019-03-01,122.0
FMPSYA0012,BENTON VISUAL RETENTION TEST,2019-03-01,122.0
FMPSYA0034,GUILFORD BATTERY (D.C.G.R.),2019-03-01,122.0
FMPSYA0035,BACK DEPRSS'N INVENTORY TEST,2019-03-01,122.0
FMPSYB0016,CONJOINT FAMILY THERAPY SESS.,2019-03-01,139.0
FMPSYA0038,HAMILTON DEPRESSION,2019-03-01,165.0
FMPSYA0050,CHILDREN ANXIETY SCALE,2019-03-01,165.0
FMPSYA0051,CHILDREN SELF ESTEEM,2019-03-01,165.0
FMPSYA0052,AUTISTIC TEST,2019-03-01,165.0
FMPSYA0056,BEHAVIOURAL DISORDER SCALE(B.D.S.),2019-03-01,165.0
FMPSYA0057,PHOBIA SCALE,2019-03-01,165.0
FMADM-0051,PATIENT IDENTIFICATION CARD,2019-03-01,10.0
FMADM-0080,PHOTOCOPY FOR 80 PAGES,2019-03-01,10.0
FMADM-0078,INTERNET STAFF NON MEMBERS,2019-03-01,12.0
FMADM-0002,PIN CHARGE,2019-03-01,25.0
FMADM-0048,MEDICAL REPORT,2019-03-01,38.0
FMADM-0052,LOST OF ID CARD SGH INSURANCE,2019-03-01,54.0
FMADM-0016,CRUTCHES RENTAL - PER WEEK,2019-03-01,70.0
FMADM-0034,CAR WASH,2019-03-01,70.0
FMADM-0049,URGENT/EXTRA MEDICAL REPORT,2019-03-01,70.0
FMADM-0076,INTERNET MEMBERSHIP FEE,2019-03-01,112.0
FMADM-0070,MOTHER & BABY EDUCATION PRG. I,2019-03-01,117.0
FMADM-0036,EXAMINATION FOR HEALTH DEPT.,2019-03-01,122.0
FMADM-0018,THOMAS SPLINT RENTAL - PER WK.,2019-03-01,170.0
FMADM-0071,MOTHER & BABY EDUCATION PRG.II,2019-03-01,234.0
FMADM-0006,IQUAMA EXAM FOR PASSPORT OFFCE,2019-03-01,245.0
FMADM-0015,WHEELCHAIR RENT/WK.(DEP SR 500,2019-03-01,271.0
FMADM-0047,OTHER SERVICES,2019-03-01,271.0
FMADM-0050,MEDICAL EXAMINATION (NAVAL),2019-03-01,340.0
FMADM-0058,TELEMED XRYFILMS CHEST/ABDOMEN,2019-03-01,346.0
FMADM-0059,TELEMED - XRY FILM MISC. BONES,2019-03-01,346.0
FMADM-0072,MOTHER & BABY EDUCATION PRGIII,2019-03-01,346.0
FMADM-0053,SECURITY GUARD FOR 24 HRS.,2019-03-01,361.0
FMADM-0001,LOST PIN CARD,2019-03-01,435.0
FMADM-0073,MOTHER & BABY EDUCATION PRG IV,2019-03-01,462.0
FMADM-0060,TELEMED - INTERVENOUS PYLOGRAM,2019-03-01,521.0
FMADM-0064,TELEMED MAMMOGRAPHY,2019-03-01,521.0
FMADM-0074,MOTHER & BABY EDUCATION PRG. V,2019-03-01,578.0
FMADM-0057,TELEMED - ULTRASOUND,2019-03-01,691.0
FMADM-0061,TELEMED BARIUM STUDIES UPPER,2019-03-01,691.0
FMADM-0062,TELEMED BARIUM STUDIES LOWER,2019-03-01,865.0
FMADM-0063,TELEMED NUCLEAR MEDICINE SCANS,2019-03-01,865.0
FMADM-0055,TELEMED - MRI SCAN,2019-03-01,1210.0
FMADM-0056,TELEMED - CT SCAN,2019-03-01,1210.0
FMADM-0066,TELEPATHOLOGY CASES,2019-03-01,1210.0
FMADM-0065,TELEMED CINE ANGIOGRAM,2019-03-01,1725.0
FMNEP-0005,URGENT HEMODIALYSIS + FEMORAL  VEIN SUBCLAVIAN VEIN CATH. VAS,2019-03-01,1809.0
FMNEP-0010,CONTINEOUS ARTERO-VEINE HEMO-  DIALYSIS,2019-03-01,2297.0
FMNEP-0006,URGENT PERITONEAL DIALYSIS     INTRA PERITONIAL CATHETER,2019-03-01,3443.0
FMNEP-0029,URGENT PERIT.DIALYS.INTRA.CATH.,2019-03-01,3618.0
FMNEP-0025,PLASMA PHARESIS (TPE),2019-03-01,3618.0
FMNEP-0011,HEMOPERFUSION (SPECIAL TECHNIQ,2019-03-01,4022.0
FMNEP-0018,HEMODIALYSIS TYPE C2 (72 SE),2019-03-01,35217.0
FMNUM-1000,DAY CARE SUPERVISION,2019-03-01,223.0
FMMTR-0002,E.E.G.,2019-03-01,308.0
FMNUM-0038,IMMUNO STAINING ONE ANTIBODY,2019-03-01,546.0
FMNUM-0013,ADD'L FEE FOR COM.OR OVER 3HRS,2019-03-01,546.0
FMMTR-0006,HOLTER MONITOR 24 HOURS ECG,2019-03-01,743.0
FMMTR-0007,TREADMILL EXERCISE STRESS TEST,2019-03-01,743.0
FMMTR-0003,E.C.G. WITH ERGOMETRY,2019-03-01,849.0
FMMTR-0005,ECHO CARDIOGRAM 2D + M MODE + DOPPLER (FULL STUDY),2019-03-01,1024.0
FMNUM-0008,HEADACHE CENTER PKG,2019-03-01,1056.0
FMNUM-0039,IMMUNO STAINING THREE ANTIBODY,2019-03-01,1093.0
FMNUM-0029,INTRA OPERATIVE,2019-03-01,1639.0
FMNUM-0037,HISTOLOGY & HISTOCHEMISTRY STRAINING MORE THAN 5 TEST,2019-03-01,1639.0
FMNUM-0007,EPILEPSY CENTER PKG,2019-03-01,4180.0
FMNUM-0043,DIAGNOSTIC CEREBRAL ANGIOGRAPHY,2019-03-01,5465.0
FMNUM-0044,CEREBRAL ENDOVASCULAR PROCEDURE,2019-03-01,10928.0
MTNEU-0007,DRESSING MINOR,2019-03-01,38.0
FMNEU-0065,REMOVAL OF SUTURE,2019-03-01,43.0
FMNEU-0063,SMALL DRESSING,2019-03-01,48.0
MTNEU-0006,DRESSING MODERATE,2019-03-01,64.0
FMNEU-0087,LOCAL INJ. - PAINFUL POINT,2019-03-01,70.0
FMNEU-1001,DOCTOR'S DAYCARE SUPERVISION,2019-03-01,75.0
FMNEU-0064,BIG DRESSING,2019-03-01,75.0
MTNEU-0005,DRESSING MAJOR,2019-03-01,117.0
FMNEU-0075,STYKER BED WARD USE PER DAY,2019-03-01,128.0
FMNEU-1000,DAY CARE SUPERVISION,2019-03-01,223.0
FMNEU-9000,C.P. PROGRAM - 2 SESSION (P.D),2019-03-01,245.0
MTNEU-0002,LUMBAR FUNCTURE,2019-03-01,260.0
FMNEU-0164,FF-UP DBS ADJUSTMENT,2019-03-01,329.0
FMNEU-0066,COLCHICINE THERAPY ONE DOSE,2019-03-01,388.0
FMNEU-0163,DBS ADJUSTMENT,2019-03-01,546.0
MTNEU-0014,ADDITIONAL FEE FOR COMPLICATED CASE,2019-03-01,546.0
FMNEU-0153,FILLING OF PUMP,2019-03-01,546.0
MTNEU-0008,EPIDURAL INJECTION1,2019-03-01,578.0
MTNEU-0009,REMOVAL OF SHUNT,2019-03-01,578.0
EXNEU-0005,EPIDURAL INJECTION,2019-03-01,637.0
FSEXTR-748,LUGAW WITH CHICKEN AND/OR EGG STAFF,2019-03-01,5.0
FSEXTR-750,AMPALAYA CHAPSUEY - STAFF,2019-03-01,5.0
FSEXTR-753,CRISPY CHICKEN - STAFF,2019-03-01,5.0
FSEXTR-754,CHITCHARON MANOK - STAFF,2019-03-01,5.0
FSEXTR-758,CHICKEN CURRY W/ BREAD OR RICESTAFF,2019-03-01,5.0
FSEXTR-759,CHICKEN TIKA W/ BREAD OR RICE STAFF,2019-03-01,5.0
FSEXTR-760,MUTTON CURRY W/ BREAD OR RICE STAFF,2019-03-01,5.0
FSEXTR-761,SPINACH WITH MEAT - STAFF,2019-03-01,5.0
FSEXTR-762,POTATO WITH MEAT - STAFF,2019-03-01,5.0
FSEXTR-763,EGG CURRY W/ RICE & BREAD-STAF,2019-03-01,5.0
FSEXTR-764,KOFTA CURRY W/RICE &BREAD-STAF,2019-03-01,5.0
FSEXTR-800,WHEAT SOUP,2019-03-01,5.0
FSEXTR-801,LENTEL SOUP,2019-03-01,5.0
FSEXTR-802,MINESTRONE SOUP,2019-03-01,5.0
FSEXTR-803,CHICKEN CREME SOUP,2019-03-01,5.0
FSEXTR-804,TOMATO SOUP,2019-03-01,5.0
FSEXTR-805,ONION SOUP,2019-03-01,5.0
FSHONP-079,HONEY PORTION,2019-03-01,5.0
FSJAMP-079,JAM PORTION,2019-03-01,5.0
FSORAN-011,FRESH FRUIT (ORANGE),2019-03-01,5.0
FSSAMO-001,SAMOLI BREAD,2019-03-01,5.0
FSTRIA-076,TRIANGULAR CHEESE,2019-03-01,5.0
FSWHIT-076,WHITE CHEESE,2019-03-01,5.0
SNO579,SOUP BOWL,2019-03-01,5.0
FMCARS0014,CORONARY ANGIOGRAPHY,2019-03-01,2186.0
FMCARS0015,BALLON VALVULOPLASTY,2019-03-01,5465.0
FMCARS0016,P.T.C.A. (SINGLE VESSEL),2019-03-01,3825.0
FMCARS0017,P.T.C.A. (MULTI VESSEL),2019-03-01,5465.0
FMCARS0018,CORONARY STENTING,2019-03-01,1093.0
FMCARS0019,BALOON ATRIAL SEPTOSTOMY,2019-03-01,2732.0
FMCARS0020,STRESS TRANOESPHAGEAL ECHO,2019-03-01,1316.0
FMCARS0021,ECHO FULL STUDY,2019-03-01,876.0
FMCARS0022,ECHO REPEAT,2019-03-01,494.0
FMCARS0023,ECHO FOLLOW UP,2019-03-01,388.0
FMCARS0024,EECP FULL COURSE,2019-03-01,16392.0
FMCARS0025,EECP 35 SISSIONS,2019-03-01,13113.0
FMCARS0026,EECP ONE SESSION,2019-03-01,440.0
FMCARS0027,EECP 12 SESSIONS,2019-03-01,4372.0
FMCARS0028,EECP,2019-03-01,10928.0
FMLAB-1000,STOOL C/S,2019-03-01,255.0
FMLAB-1006,PLATELETS (SINGLE DONOR PLATELET-PHERESIS),2019-03-01,2106.0
FMLAB-1009,X-WB,2019-03-01,1521.0
FMLAB-1011,HISTO-ACID PHOSPHATASE-STAIN,2019-03-01,271.0
FMLAB-1013,ANTIBODY SCREENING,2019-03-01,181.0
FMLAB-1014,ANTI-THROMBIN III,2019-03-01,181.0
FMLAB-1015,BLOOD GROUP & RH TYPING,2019-03-01,75.0
FMLAB-1016,BLEEDING TIME (B.T) TEMPLATE,2019-03-01,40.0
FMLAB-1017,BLOOD FILM FOR FILARIA,2019-03-01,80.0
FMLAB-1018,BLOOD FILM FOR MALARIA,2019-03-01,80.0
FMLAB-1019,BONE MARROW EXAMINATION,2019-03-01,484.0
FMLAB-1020,BONE MARROW SAMPLING PROCEDURE,2019-03-01,303.0
FMLAB-1021,BONE MARROW TREPHINE SAMPLING,2019-03-01,351.0
FMLAB-1023,COMPLETE BLOOD COUNT (CBC),2019-03-01,122.0
FMLAB-1024,CLOTTING TIME (C.T),2019-03-01,40.0
FMLAB-1032,COLD AGGLUTININS TITRE,2019-03-01,181.0
FMLAB-1033,COOMBS TEST-DIRECT,2019-03-01,112.0
FMLAB-1034,INDIRECT COOMBS (ANTI-BODY SCREENING),2019-03-01,117.0
FMLAB-1036,DONOR BLEEDING,2019-03-01,101.0
FMLAB-1038,ESR,2019-03-01,60.0
FMLAB-1039,ESTERASE  STAIN,2019-03-01,271.0
FMLAB-1040,SMEAR FOR LEISHMANIA,2019-03-01,70.0
FMLAB-1042,FIBRINOGEN,2019-03-01,181.0
FMLAB-1043,FROZEN PLAZMA,2019-03-01,470.0
FMLAB-1045,HCT.,2019-03-01,54.0
FMLAB-1046,HISTOPATH-IRON STAIN,2019-03-01,271.0
FMLAB-1047,NAPHTHOL ACETATE ESTERASE,2019-03-01,271.0
FMLAB-1049,NON-SPECIFIC ESTERASE,2019-03-01,271.0
FMLAB-1051,OSMOTIC FRAGILITY TEST (QUANTITATIVE),2019-03-01,403.0
FMLAB-1052,X-RC+,2019-03-01,980.0
FMLAB-1053,X-RC-,2019-03-01,1160.0
FMLAB-1054,PARTIAL THROMBOPLASTIN TIME (PTT),2019-03-01,110.0
FMLAB-1055,PERIODIC ACID-SCHIFF (PAS),2019-03-01,271.0
FMLAB-1056,PEROXIDASE STAIN,2019-03-01,271.0
FMLAB-1058,PLATELET COUNT,2019-03-01,96.0
FMLAB-1060,POST OP HEMOSTATIC PROFILE,2019-03-01,356.0
FMLAB-1061,PREPARATION OF F. PLASMA,2019-03-01,75.0
FMLAB-1063,PROTEIN C,2019-03-01,425.0
FMLAB-1065,PROTHROMBIN TIME (P.T) W/ INR,2019-03-01,112.0
FMLAB-1067,RH-ANTIBODY TITRE,2019-03-01,223.0
FMLAB-1069,SICKLING TEST,2019-03-01,107.0
FMLAB-1072,THROMBIN TIME,2019-03-01,107.0
FMLAB-1074,DIHYDROPYRAMIDINE DEHYDROGENASE (DPD),2019-03-01,3247.0
FMLAB-1075,LEUKOCYTE FILTER,2019-03-01,181.0
FMLAB-1079,NEONATAL FRESH FROZEN PLASMA,2019-03-01,185.0
FMLAB-1080,NEONATAL PACKED RED BLOOD UNIT,2019-03-01,373.0
FMLAB-1083,FOLLOW UP - CBC,2019-03-01,48.0
MTDER-0032,HYDRADERMIE MACHINE(1X) FACIALLARGE AREA,2019-03-01,277.0
MTDER-0036,MULTI ZONES(1X) BODY TREATMENTMEDIUM AREA,2019-03-01,277.0
FMDER-0149,DERMOJET INJECTION-LARGE AREA,2019-03-01,277.0
FMDER-0057,OIL OF BERGAMOT 100CC,2019-03-01,287.0
FMDER-0062,PATHERGY,2019-03-01,287.0
FMDER-0024,ICE CUBE TEST,2019-03-01,287.0
FMPTD-2117,THERAPEUTIC EXERCISE 12 TIMES,2019-03-01,642.0
FMPTD-2153,PACKAGE DEAL (6) SESSIONS FOR MANUA,2019-03-01,659.0
FMPTD-0081,EXERCISE FOR SGH STAFF PER YR.,2019-03-01,679.0
FMPTD-0069,SWIMMING LESSONS 12 TIMES,2019-03-01,679.0
FMPTD-2112,EXERCISE 12 SESSION,2019-03-01,706.0
FMPTD-0061,WELKERS - FOLDING ALUMINUM,2019-03-01,743.0
FMPTD-2137,TAE-KWAN-DO TRAINING 1 MONTH/,2019-03-01,770.0
FMPTD-2152,PACKAGE DEAL (12) SESSIONS FOR MANU,2019-03-01,770.0
FMPTD-2145,PACKAGE OT FOR HAND THERAPY,2019-03-01,822.0
FMEGD-0007,PACKAGE OT,2019-03-01,822.0
FMPTD-0113,PACKAGE DEAL (6) SESSION THALGO PAR,2019-03-01,1061.0
FMEGD-0012,PACKAGE DEAL,2019-03-01,1093.0
FMPTD-0102,SWIMMING LESSIONS PACKAGE DEAL (2),2019-03-01,1093.0
FMPTD-2079,PACKAGE DEAL WEIGHT REDUCTION,2019-03-01,1093.0
FMPTD-2154,PACKAGE DEAL (12) SESSIONS FOR MANU,2019-03-01,1316.0
FMPTD-2074,CEREBRAL PALSY PACKAGE (OP),2019-03-01,1401.0
FMPTD-2078,HYDROTHERAPY POOL PACKAGE (OP),2019-03-01,1401.0
FMPTD-2113,HEMIPLEGIA P.T. 2 PROCEDURES,2019-03-01,1401.0
FMPTD-0103,SWIMMING LESSIONS PACKAGE DEAL (3),2019-03-01,1533.0
FMPTD-0111,PACKAGE DEAL (6)SESSIONS THALGO TOT,2019-03-01,1592.0
FMEGD-0013,PACKAGE DEAL,2019-03-01,1639.0
FMPTD-2138,PACKAGE DEAL (TAE-KWAN-D0 TRAI,2019-03-01,1969.0
FMPTD-2080,PACKAGE DEAL WEIGHT REDUCT.,2019-03-01,2001.0
FMPTD-2115,PARAPLEGIA P.T. 3 PROCEDURES,2019-03-01,2096.0
FMPTD-2114,HEMIPLEGIA P.T. 3 PROCEDURES,2019-03-01,2096.0
FMPTD-2116,HEMIPLEGIA P.T. 3 PROCEDURES,2019-03-01,2096.0
FMEGD-0014,PACKAGE DEAL,2019-03-01,2186.0
FMPTD-2075,PARAPLEGIA PACKAGE (OP),2019-03-01,2653.0
FMPTD-2076,HEMIPLEGIA PACKAGE (OP),2019-03-01,2653.0
FMPTD-0098,AROMA THERAPY WITH MASSAGE PACKAGE,2019-03-01,2732.0
FMPTD-0070,SWIM.LESS.12 TIMES/MO.FOR 6 MO,2019-03-01,3767.0
FMPTD-0079,LOCOMOTION THERAPY(12 SESSION),2019-03-01,5310.0
FMPTD-0087,LOCOMOTION THERAPY - 6S/1W/1M,2019-03-01,5979.0
FMPTD-0071,SWIMM.LESS.12 TIMES/MO.12 MOS.,2019-03-01,7523.0
FMPTD-0088,LOCOMOTION THERAPY - 6S/1W/2M,2019-03-01,9284.0
FMPTD-0089,LOCOMOTION THERAPY - 6S/1W/3M,2019-03-01,11936.0
ORT-0001,FRACTURE OF SMALL BONES OF HAND/FOOT+POP+X-RAY,2019-03-01,1100.0
ORT-0002,POP SIMPLE FRACTURE W/O DISPLACEMENT,2019-03-01,1100.0
ORT-0003,CORRECTION OF HALLUX VALGUS,2019-03-01,6930.0
ORT-0005,ARTHRODAESIS OF BIG TOE,2019-03-01,6930.0
ORT-0007,POP FOOT DEFORMITY CORRECTION,2019-03-01,2640.0
ORT-0008,SKIN AND / OR SKELETAL TRACTION ON THOMA SPLINT OR BOBLER SPINE SPLINT OR BOBLER SPINE,2019-03-01,1595.0
ORT-0009,TENDON RELEASE OF FINGER  / WRIST,2019-03-01,3025.0
ORT-0010,EXCISION OF OLECRANON BURSA,2019-03-01,3575.0
ORT-0012,REMOVAL OF IMPLANTS / BIG BONES,2019-03-01,3300.0
ORT-0013,AMPUTATION OF FINGER / TOE,2019-03-01,2640.0
ORT-0014,REDUCTION OF FRACTURE & DISLOCATION OF  FINGER AND SPLINTAGE IN ER FINGER AND SPLINTAGE IN ER,2019-03-01,1320.0
ORT-0015,CHANGE POP UNDER ANAESTHESIA,2019-03-01,2640.0
ORT-0018,REMOVAL OF GANGLION,2019-03-01,2640.0
ORT-0020,TENDON SHEALTH SPLITING,2019-03-01,3300.0
ORT-0022,TERMINALIZATION OF FINGER,2019-03-01,1980.0
ORT-0024,REPAIR OF LACERATED WOUND NOT INVOLVING TENDON,2019-03-01,2860.0
ORT-0026,PLASTER SPICA OR JACKET,2019-03-01,2860.0
ORT-0027,REMOVAL OF PLATES OR NAILS,2019-03-01,2750.0
ORT-0028,REPAIR OF LIGAMENT,2019-03-01,8316.0
ORT-0029,FRACTURE OF COLES,2019-03-01,3850.0
ORT-0030,CLOSE REDUCTION ? FRACTURE TIBIA,2019-03-01,2750.0
