Unified Codes,Unified Descr.,LOS, SBS Codes,type,Gross Price,Unnamed: 6
FMERDC0025,"Ambulance Service - With Nurse Or Emt/ Paramedic, 400 - 800 Km (Single Trip)",,83520-00-00,services,3825,
FMERDC002X,Home Visit - Nurse Per Houre,,83620-00-70,services,400,
FMERDC0047,Amb W&W/O Nur (Balasmar),,83610-02-40,services,1359.666,
FMERDD0004,Fracture Splint,,96092-00-31,services,200,
FMERDD0005,Tensoplast Strapping,,96092-00-00,services,200,
FMERDD0006,Thomas Splint,,96092-00-00,services,891,
FMERDV0001,MENINGITIS VACCINE,,92166-00-00,services,142,
FMERTZ0001,ER OPERATING ROOM FEE,,83700-00-00,services,3047,
FMGEN0001,Destruction Of Internal Hemorrhoid By Infrared Coagulation,,371,services,6796,
FMGEN0002,"Proctoplasty For Prolapse Of Mucous Membrane & Ligation Of Internal Hemorrhoids By Thd Stage (2,3,4)",1,32135-00-00,PKG,14000,
FMGEN0003,"Laser Hemorrhoidectomy Internal & External, Complex Or Extensive",1,32138-01-00,PKG,14000,
FMGEN0004,"Ligasure Hemorrhoidectomy Internal & External, Complex Or Extensive Even Stage Ii",1,32138-01-00,PKG,14000,
FMGEN0005,"Ligasure + Laser Hemorrhoidectomy Internal & External, Complex Or Extensive Even Stage 3 Or 4",1,32138-01-00,PKG,17500,
FMGEN0006,Hemorrhoidectomy + Ligation + Mucopexy By Ligaure & Laser,1,32138-00-00,PKG,17500,
FMGEN0007,Laser (Fistulectomy/Fistulotomy) Submuscular,1,32159-00-00,PKG,10500,
FMGEN0008,"Laser (Fistulectomy/Fistulotomy) Complex Or Multiple, With Or Without Placement Of Seton",1,32159-00-00,PKG,17500,
FMGEN0009,"Laser (Fistulectomy/Fistulotomy) Complex Or Multiple, W Or W/O Placement Of Seton & Sphincteroplasty Anal For Incontinence Or Prolapse Adult",1,32159-00-00,PKG,17500,
FMGEN0010,Pilonidal Sinus Excision By Endo Laser,1,30676-00-00,PKG,10500,
FMGEN0011,"Pilonidal Sinus Excision, Complicated By Endo Laser",1,30676-00-00,PKG,14000,
FMGEN0012,Complex Pilo A Treatment With Endo Laser And Cleft Lift Repair,1,30676-00-00,PKG,17500,
FMGEN0013,I&D Of Anal Abscess By Laser,1,32174-01-00,PKG,10500,
FMGEN0014,Pilonidal Abscess(Deep Retrorectal Or Ischioanal Abscess) By Laser,1,30676-00-00,PKG,14000,
FMGEN0015,Anal Fissure(Fissurectomy),1,32159-00-00,PKG,10500,
FMGEN0017,Lateral Internal Sphincterotomy + Irc,1,90338-00-00,PKG,10500,
FMGEN0018,Anal Warts + Proctoscopy By Radiofrequency,1,32177-00-00,PKG,7000,
FMGEN0019,Anal Warts + Proctoscopy By Radiofrequency Advanced,1,32177-00-00,PKG,10500,
FMGEN0020,Anal Incontinence Treatment By Infrared Coagulation,1,32126-00-00,PKG,7000,
FMHC-0001,Home Visit- Complete Nursing Care,,73100-15-10,services,455,
FMHC-0002,8 Home Visit- Complete Nursing Care,,83620-00-00,services,3120,
FMHC-0003,Home Visit- Nurse (Transportation + Providing Service),,83620-00-00,services,260,
FMHC-0004,Home Visit- Gpt (Transportation + Consultation + Nursing + Providing Service),,83620-00-00,services,650,
FMHC-0005,Home Visit - Specialist (Transportation + Consultation + Nursing + Providing Service),,83620-00-00,services,845,
FMHC-0006,4 Home Visit - Specialist (Transportation + Consultation + Nursing + Providing Service),,83620-00-00,services,3120,
FMHC-0007,12Home Visit - Specialist (Transportation + Consultation + Nursing + Providing Service),,83620-00-00,services,8970,
FMHC-0008,4 Home Visit - Consultant (Transportation + Consultation + Nursing + Providing Service),,83620-00-00,services,4160,
FMHC-0009,Home Visit - Consultant (Transportation + Consultation + Nursing + Providing Service),,83620-00-00,services,1105,
FMHC-0010,Home Visit - Laboratory Service (Transportation + Sample Collection + Disposables),,83620-00-00,services,182,
FMHC-0011,Nursing Follow Up,,83700-00-00,services,362,
FMHC-0012,Urinary Bladder Catheterization (Service + Disposables + Kits),,83620-00-00,services,260,
FMHC-0013,Bladder Washout (Service + Disposables + Kits),,83620-00-00,services,650,
FMHC-0014,Nasogastric Tube Insertion (Service + Disposables + Kits),,83620-00-00,services,260,
FMHC-0015,Central Line Flushing/Care (Service + Disposables + Kits),,83620-00-00,services,130,
FMHC-0016,E.C.G. (Service + Disposables + Kits),,83620-00-00,services,260,
FMHC-0017,Nebulization & Suctioning (Service + Disposables + Kits),,83620-00-00,services,195,
FMHC-0018,I.M. Injection (Service + Disposables + Kits),,83620-00-00,services,130,
FMHC-0019,I.V. Injection (Service + Disposables + Kits),,83620-00-00,services,130,
FMHC-0020,Subcutaneous Injection (Service + Disposables + Kits),,83620-00-00,services,130,
FMHC-0021,I.V. Cannulation Plus I.V. Therapy (Service + Disposables + Kits),,83620-00-00,services,195,
FMHC-0022,Oxygen Inhalation /Hour (Service + Disposables + Kits),,83620-00-00,services,91,
FMHC-0023,Cleansing Enema (Service + Disposables + Kits),,83620-00-00,services,260,
FMHC-0024,Fleet Enema (Service + Disposables + Kits),,83620-00-00,services,156,
FMHC-0025,Ear Wash / Side (Service + Disposables + Kits),,83620-00-00,services,260,
FMHC-0026,Small Dressing / Area (Service + Disposables + Kits),,83620-00-00,services,130,
FMHC-0027,Medium Dressing / Area (Service + Disposables + Kits),,83620-00-00,services,390,
FMHC-0028,Large Dressing / Area (Service + Disposables + Kits),,83620-00-00,services,650,
FMHC-0029,Vital Sign,,83620-00-00,services,39,
FMHC-0030,Chest Physiotherapy,,83620-00-00,services,195,
FMHC-0031,Removing Nasogastric Tube,,83620-00-00,services,65,
FMHC-0032,Care For Nasal Gastric Tube,,83620-00-10,services,39,
FMHC-0033,Administering Nasal Gastric Tube Feeding,,83620-00-00,services,104,
FMHC-0034,Foleys Catheter Removal,,83620-00-00,services,65,
FMHC-0035,Foleys Catheter Insertion/Silicon,,83620-00-00,services,325,
FMHC-0036,Wound Culture Specimen,,83620-00-00,services,260,
FMHC-0037,Drain Device Care,,83620-00-00,services,65,
FMHC-0038,Removal Of Sature And Staple,,83620-00-00,services,130,
FMHC-0039,Cannula Removal,,83620-00-00,services,26,
FMHC-0040,Canula Insertion,,83620-00-00,services,65,
FMHC-0041,Wound Debridement (Large),,83620-00-00,services,390,
FMHC-0042,Wound Debridement Small,,83620-00-00,services,130,
FMHC-0043,Wound Debridement (Medium.),,83620-00-00,services,260,
FMHC-0044,Dressing Burn 4Th Degree,,83620-00-00,services,520,
FMHC-0045,Dressing Burn 3Rd Degree,,83620-00-00,services,455,
FMHC-0046,Dressing Burn 2Nd Degree,,83620-00-00,services,390,
FMHC-0047,I & D Of Small Abscess,,83620-00-00,services,325,
FMHC-0048,Suturing Large Superficial Wound Under La,,83620-00-00,services,650,
FMHC-0049,Suturing Medium Superficial Wound Under La,,83620-00-00,services,390,
FMHC-0050,Suturing Small Superficial Wound Under La,,83620-00-00,services,195,
FMHC-0051,Urine Sugar \ Keton Strip,,83620-00-00,services,65,
FMHC-0052,Monitor / Hour,,83620-00-00,services,195,
FMHC-0053,Skin Sensitivity Test,,12000-00-00,services,714,
FMHC-0054,Cold Compress,,22065-00-90,services,197,
FMHC-0056,STHES,,83620-00-00,services,130,
FMHC-0057,Crepe Bandage ( Medium ),,83620-00-00,services,104,
FMHC-0058,Crepe Bandage ( Small ),,83620-00-00,services,65,
FMHC-0059,Cervical Collar,,83620-00-00,services,130,
FMHC-0060,Forearm Sling & Bandage,,83620-00-00,services,195,
FMHC-0061,Plaster Cast Removal,,83620-00-00,services,195,
FMHC-0062,"""Home Visit - Physiotherapist, Physiotherapy / Visit + Evaluation (Transportation + Providing Servi",,83620-00-00,services,195,
FMHC-0063,Home Physiotherpy Of Hemiplegia ( 1 Session ),,83620-00-00,services,390,
FMHC-0064,Home Physiotherpy Of Hemiplegia ( 6 Session ),,83620-00-10,services,2080,
FMHC-0065,Home Physiotherpy Of Hemiplegia (12 Session/Month ),,83620-00-10,services,4160,
FMHC-0066,Home Physiotherpy Facial Palsy ( 1Session ),,83620-00-10,services,325,
FMHC-0067,Home Physiotherpy Facial Palsy (6 Sessions ),,83620-00-10,services,1930,
FMHC-0068,Home Physiotherpy Facial Palsy ( 12 Session /Month ),,83620-00-10,services,3861,
FMHC-0069,Home Physiotherpy Cereberal Palsy ( 1 Session,,83620-00-10,services,520,
FMHC-0070,Home Physiotherpy Cereberal Palsy( 6 Sessions),,83620-00-10,services,2860,
FMHC-0071,Home Physiotherpy Cereberal Palsy( 12 Session),,83620-00-10,services,5590,
FMHC-0072,Theta Band,,83620-00-10,services,40,
FMHC-0091,Home Care Regular Hemodialysis Per Session,,13100-00-00,services,2500,
FMHC-0109,Home Sleep Study,,83700-00-00,services,6203,
FMICU-0001,WARMING BLANKET PER HOUR,,92178-00-90,services,94,
FMICU-0003,PACEMAKER PER DAY,,38353-00-00,services,1054,
FMICU-0004,INTERCOSTAL TUBE INSERTION,,38806-00-00,services,647,
FMICU-0007,Ecg Portable,,11708-00-00,services,178.0515,
FMICU-0008,Air Matress Per Day Fmnur-0040,,83700-00-00,services,144,
FMICU-0010,ABDOMINAL TAPPING,,30406-00-00,services,507,
FMICU-0013,TWIN PUMP AMBU BAG /USE,,99999-99-99,services,75,
FMICU-0014,Use Of Blood Warmer Fmicu-0014,,99999-99-99,services,139,
FMICU-0016,PERCAUTENOUS DILATATIONAL TRACHEOSTOMY,,41880-00-00,services,6965,
FMICU-0017,CODEMAN ICP,,39015-02-00,services,1000,
FMICU-0018,Sequential Compression Device,,96092-00-00,services,616,
FMICU-0019,BiPAP / CPAP INITIAL,,92036-00-00,services,440,
FMICU-0020,Infusomat 24 Hrs,,96199-19-00,services,85.347,
FMICU-0037,Pneumatic Cuff Compressor Per Day,,11600-03-00,services,432,
FMICU-0057,Bed Bath (Per Shift),,83610-02-50,services,125.445375,
FMICU-0070,Special  Nursing Care,,83610-04-50,services,275,
FMICU-0089,Continous Haemofiltration 12 To 24 Hours Per Session,,99999-99-99,services,9000,
FMICU-0091,Cpr,,92052-00-00,services,73.5,
FMINT-0008,Percutaneous Kidney Biopsy,,36561-00-01,services,756.351,
FMINT-0020,Extubation Procedure,,92047-00-00,services,228.2,
FMINT-0052,INHANCED RESPIROMETRY,,11506-00-00,services,422.448,
FMINT-0056,"LUNG VOLUME ""OR"" DIFFUSION CAPACITY",,73100-15-20,services,698.415,
FMINT-0060,PROVOCATION CHALLENGE,,11503-17-00,services,1051.57,
FMINT-0065,DIABETIC FOOT CARE,,83700-00-00,services,209,
FMINT-0068,Blood Sugar Test,,73050-15-60,services,155,
FMINT-0072,Oxygen Inhalation,,92044-00-00,services,101,
FMINT-0074,Peack Flow Meter,,83700-00-00,services,52,
FMINT-0075,Nebulizer /Ventolin,,92043-00-00,services,242,
FMINT-0077,Iv Fluid Canula,,90220-00-00,services,73.366094025,
FMINT-0078,Iv Fluid Insertion,,96199-19-00,services,221,
FMINT-0079,Iv Fluid Injection,,96199-19-00,services,85,
FMINT-0080,Im Injection,,96197-19-00,services,27.6853185,
FMINT-0088,Echo Full Study - Int,,55113-00-00,services,1600,
FMINT-0089,Echo Follow Up (Within One Week) -Int,,55113-00-00,services,1200,
FMINT-0091,Nutrition assessment,,96026-00-00,services,250,
FMINT-0092,Dietitian Consultation Fee,,96067-00-00,services,250,
FMINT-0104,In Body Composition,,96026-00-00,services,1450,
FMINT-0105,In Body 2 Sessions,,96026-00-00,services,2500,
FMINT-0106,Peg-Tail Insertion For Thoracentesis Of Chest Pleu,,38803-00-00,services,4160,
FMINT-0107,In Body Service 3 Sessions (Nutrition Prog.3),,96026-00-00,services,525,
FMINT-0116,Sudoscan,,96008-00-00,services,450,
FMINT-0150,"Full Pulmonary Function Test ( Spirometry (Pre-Post Bronchodilator,Diffusion,Lung Volume  )",,11506-00-00,services,488,
FMINT-0152,Methacholine Challenge Test,,99999-99-99,services,900,
FMINT-0153,Exercise Spirometry,,11500-00-00,services,550,
fmint-0501,"Ventilation Assistment, Initiation Of Pressure Ventilators /Observation, Initial Day",,92209-00-00,services,780,
FMINT-1002,Nebulizer Pulmicort,,92043-00-00,services,245,
FMINT-1003,Nebulizer Atrovent,,92043-00-00,services,210,
FMINT-1004,Smart Capsule,,90335-01-00,services,9400,
FMINT-1005,Dietitian Services,,83700-00-00,services,240,
FMINT-1006,Metabolic Therapeutic Care,,83700-00-00,services,220,
FMINT-1017,Chemotherapy Less Than 12 Hours,,96205-19-00,services,7350,
FMINT-1115,Ellipse obesity capsule insertion,,90335-01-00,services,9000,
fmint-2001,Rt Transport Per Hour,,99999-99-99,services,132,
fmint-2002,Small Volume Nebulizer And Incentive Spirometer,,92043-00-00,services,48,
fmint-2003,"Ercp, W/ Sphincterotomy - Biliary Stent Placement. (Implant Not Included)",,30484-00-00,services,7500,
fmint-2004,Urg.Hemo.W/Femoral V.Sub.Cath,,13100-00-00,services,6077,
FMINT-2323,DUODENO- JEJUNAL  BYPASS ,2,90940-00-00,PKG,33600,
FMINT-4026,CAPSULE ENDOSCOPY,,11820-00-00,services,8500,
FMINT-6548,VENTILATOR TUBING & ACCESSORIES (NEONATAL),,83700-00-00,services,247,
FMINT-6549,VENTILATOR TUBING & ACCESSORIES (ADULT),,83700-00-00,services,70,
FMINT-6550,CONTINUOUS INHALATION TREATMENT WITH AEROSOL MEDICATION FOR ACUTE AIRWAY OBSTRUCTION / DAY ,,92043-00-00,services,427,
FMINT-9997,MANUAL EVACUATION OF IMPACTED STOOL UNDER GA,(1day),90335-01-00,PKG,3500,
FMINT-9998,INSULIN PUMP REPROGRAMMING AND DOSE  ADJUSTMENT,,83700-00-00,services,300,
FMINT-9999,INSULIN PUMP INSTALLATION W/O PUMP COST ,,90676-00-00,services,3000,
FMINTH-0001,Regular Hemodialysis W/ Stand.,,13100-00-00,services,1561,
FMINTH-0005,Endoscopic Biopsy,,30473-01-00,services,285,
FMINTH-0006,Pre Gastric Sleeve Nutrition Checkup,,90335-01-00,services,4000,
FMINTH-0009,Post Gastric Sleeve Lab Package,,90335-01-00,services,700,
FMINTR0007,Fluid Syringe,,96199-19-00,services,110,
FMINTR0014,Abg Extraction,,83700-00-00,services,95,
FMINTR0019,Suctioning,,13400-00-00,services,205,
FMIVF-0026,POST COITAL TEST (PCT),,83700-00-00,services,347,
FMIVF-0046,MOCK TRANSFER,,83700-00-00,services,584,
FMLAB-0046,LIPID PROFILE NON FASTING SERUM,,73000-00-60,services,705,
FMLAB00516,Voriconazole - Serum {Q},,73300-03-70,services,1100,
FMLAB-0060,"Screening and prevention for STDI Package 1 (SYPHILIS,MULTIPLEX PCR,HIV ABS)",,73050-59-50,Service ,1100,
FMLAB-0061,"Screening and prevention for STDI Package 2 (SYPHILIS,MULTIPLEX PCR, HIV ABS,HSV IgM-IgG,HBV,HCV antibodies)",,73050-59-50,Service ,1900,
FMLAB-0062,"Screening and prevention for STDI Package 3 (HIV,MULTIPLEX PCR)",,73050-59-50,Service ,1100,
FMLAB-0111,Myeloid Gene Panel by NGS,,73350-05-50,services,9000,
FMLAB-0132,Prenatal Karyotype,,73200-05-80,services,4500,
FMLAB-0133,Prenatal FISH,,73200-05-30,services,5200,
FMLAB-0134,Prenatal Microarray,,73200-05-80,services,4400,
FMLAB-0135,Prenatal Target Mutation,,73200-05-80,services,2500,
FMLAB-0136,Whole Exome Sequencing Analysis,,73350-05-50,services,6500,
FMLAB-0200,THSD7A Antibody,,73200-08-80,services,2200,
FMLAB-0205,Molecular Detection of Neisseria gonorrhoeae DNA by Real-Time PCR,,73350-06-00,services,400,
FMLAB-0210,Upper respiratory multi-organisms detection  by multiplex PCR, ,73350-06-00,Service,1500,
FMLAB-0211,CSF multi-organisms detection by multiplex PCR, ,73350-06-00,Service,1500,
FMLAB-0212,Diarrhea  multi-organisms detection by multiplex PCR, ,73350-06-00,Service,1500,
FMLAB-0213,Septicemia multi-organisms detection by multiplex PCR, ,73350-06-00,Service,1500,
FMLAB-0305,METHOTREXATE Level,,73300-01-82,services,3000,
FMLAB-0321,ZINC PROTOPORPHYRINS,,73050-28-80,services,1008,
FMLAB-0859,HEMOCHROMATOSIS (Gene Mutation),,73350-02-10,services,4500,
FMLAB-0860,COMBINED ESTROGEN/PROGESTERONE,,73050-12-10,services,2200,
FMLAB-0869,GONADOTROPIN RELEASING HORMONE (Gn RH),,73050-53-70,services,3860,
FMLAB-0870,CLONAZEPAM (RIVOTRIL),,73300-06-00,services,2200,
FMLAB-0871,FRACTIONAL EXCRETION OF UREA,,73050-37-50,services,990,
FMLAB-0872,4-GLASS TEST (STAMEY TEST),,73050-44-30,services,309,
FMLAB-0873,PROSTATIC SECRETION EXAM.,,73050-44-30,services,489.258,
FMLAB-0900,PT+PTT+MIXED STUDY,,73050-39-70,services,650,
FMLAB-1001,24 Hr Life Platelete Conc. (Cytopheresis),,73100-01-60,services,5140,
FMLAB-1002,Fresh Pos(+)Blood/250 Ml Unit,,92064-00-00,services,220,
FMLAB-1006,Platelet Aphresis,,13750-03-00,services,2412,
FMLAB-1009,Rhesus (Rh) Factor 500Ml,,73250-00-90,services,200,
FMLAB10096,Allergens (Inhalant) 20 Pannel,,73100-10-20,services,1065,
FMLAB1010,Kras-Nras-Braf-Egfr-Pik3Ca,,73200-09-50,services,14256,
FMLAB-1011,Acid Phosphatase-Stain,,73050-27-40,services,873,
FMLAB-1012,Activated Clotting Time,,73100-08-50,services,86,
FMLAB-1013,Antibody Screening,,73250-00-20,services,838,
FMLAB10137,Nt-Pro-Bnp,,73050-25-30,services,544.455,
FMLAB-1014,Anti-Thrombin Iii,,73100-03-90,services,295,
FMLAB-1015,Blood Group & Rh Typing,,73250-00-90,services,122,
FMLAB10159,Urine Protein Electrophoresis,,73050-30-90,services,899.1,
FMLAB-1016,Bleeding Time,,73100-00-00,services,87,
FMLAB-1017,Blood Film For Filaria,,73050-43-50,services,200,
FMLAB-1018,Blood Film For Malaria,,73100-25-40,services,276,
FMLAB-1019,Bone Marrow Aspirate Examination,,30087-00-00,services,1453,
FMLAB-1021,Bone Marrow Trephine Sampling,,90280-00-00,services,920,
FMLAB-1022,Cbc Without Automated Differential,2044,73100-00-90,services,215,
FMLAB-1023,Cbc With Automated Differential,,83700-00-00,services,255,
FMLAB10238,Citrate In Urine (24 Hrs),,73050-39-70,services,470.88,
FMLAB-1025,Factor V,,73100-02-40,services,507,
FMLAB10257,Osmolality In Urine,,83700-00-00,services,500,
FMLAB-1026,Factor Vii,,73100-02-50,services,840,
FMLAB10263,Viral Meningitis- Encephatitis Panel,,99999-99-99,services,2786.4,
FMLAB10269,Kappa Light Chains,,99999-99-99,services,3508.92,
FMLAB-1027,Factor Viii,,73100-02-70,services,2236,
FMLAB10275,Succinylacetone In Urine,,73050-37-80,services,3078,
FMLAB-1028,Factor Ix Activity,,73100-03-10,services,387,
FMLAB10280,Methyl Tetrahydrofolate Reductase (Mthfr),,83700-00-00,services,1200,
FMLAB10284,Anti-Beta 2 Glycoprotein Igg,,73100-11-60,services,450,
FMLAB10285,Anti-Beta 2 Glycoprotein Igm,,73100-11-60,services,450,
FMLAB10287,Respiratory Infection Panel 23,,90203-05-00,services,7614,
FMLAB-1029,Clotting Factor X,,73100-03-20,services,387,
FMLAB-1030,Factor Xi,,73100-03-30,services,387,
FMLAB-1032,Cold Agglutinins Titre,,73100-12-30,services,315,
FMLAB10327,Vitamin B2 (Riboflavin),,73050-32-50,services,500,
FMLAB-1033,Coomb'S Test (Direct),,73250-00-30,services,169,
FMLAB-1034,Indirect Coombs Test,,73250-00-30,services,180,
FMLAB-1035,Cross Matching,,73250-01-60,services,500,
FMLAB-1036,Venesection,,13757-00-00,services,360,
FMLAB-1038,Erythrocyte Sedimentation Rate (Esr ),,73100-09-00,services,108,
FMLAB-1039,ESTERASE  STAIN,,73050-08-20,services,873,
FMLAB-1040,Blood Film For Leishmania,,73100-24-40,services,248,
FMLAB10417,MSI GENE TEST,,73200-05-60,services,12500,
FMLAB-1042,Fibrinogen,,73100-05-80,services,274,
FMLAB-1043,Fresh Frozen Plasma (Ffp),,73250-02-00,services,1965,
FMLAB-1044,Hemoglobin,,73050-18-90,services,156,
FMLAB-1045,Hematocrit (Hct),,73100-00-60,services,104,
FMLAB-1046,Iron Stain,,73100-07-60,services,873,
FMLAB-1048,Neutrophil Alkaline Phospatase (Lap),,73100-07-70,services,910,
FMLAB-1051,Osmotic Fragility,,73100-08-00,services,1065,
FMLAB-1052,Filtered Packed Rbcs,,99999-99-99,services,2460,
FMLAB-1053,Rh(D) Packed Red Blood Cells,,73300-00-90,services,1400,
FMLAB-1054,Partial Thromboplastin Time (Ptt),,73100-09-50,services,211,
FMLAB-1055,Periodic Acid-Schiff (Pas) Stain,,73200-08-60,services,873,
FMLAB-1056,Peroxidase Stain,,73050-04-80,services,541,
FMLAB-1058,Platelet Count,,73100-01-60,services,120,
FMLAB-1060,"Hemostatic Profile (Pt,Ptt,Fibrinogin)",,73100-04-80,services,1105,
FMLAB-1063,Protein C,,73050-30-40,services,730,
FMLAB-1064,Protein S Activity,,73100-04-30,services,962,
FMLAB-1065,Prothromin Time (Pt) With Inr,,73100-02-30,services,231,
FMLAB-1066,Reticulocyte Count,,73100-01-30,services,328,
FMLAB-1067,Rh-Antibody Titre,,73250-00-00,services,340,
FMLAB-1068,Rh-Phenotype,,73250-01-30,services,377,
FMLAB-1069,Sickling Test,,73100-09-80,services,120,
FMLAB-1072,Thrombin Time,,73100-09-20,services,125,
FMLAB-1073,Wbcs Total & Diff,,73100-00-10,services,253,
FMLAB-1074,Dihydropyramidine Dehydrogenase Deficiency (Dpyd),,73200-05-60,services,4500,
FMLAB-1075,LEUKOCYTE FILTER,,83700-00-00,services,150,
FMLAB-1079,Neonatal Fresh Frozen Plasma,,73250-02-00,services,457,
FMLAB-1080,Neonatal Packed Rbcs,,73100-07-10,services,525,
FMLAB-1083,Cbc Follow Up (Within One Week),,73100-00-90,services,110,
FMLAB-1084,D-Dimer,,73100-05-70,services,600,
FMLAB-1085,Antibody Identification La00410563,,73250-00-20,services,584.82,
FMLAB-1087,Total Leucocyte Count,,73100-00-10,services,113,
FMLAB-1088,Leucocyte Count & Differential,,73100-00-10,services,208,
FMLAB-1089,Nitro Blue Tetrazon,,73100-17-40,services,327,
FMLAB-1090,"Csf Profile Without Culture (Tp, Wbcs, Rbcs, Chloride, Ldh, Rbs)",,73050-30-60,services,1328,
FMLAB-1091,"TOTAL EOSINOPHIL COUNT, SPUTUM SMEAR",,73400-01-30,services,327,
FMLAB-1093,TOTAL EOSINOPHIL COUNT EY DISC H.,,73100-00-10,services,128,
FMLAB-1100,Platelet Concentrate (3 Units),,92062-00-00,services,635,
FMLAB-1101,PLATELETS CONCENTRATE 50ML,,99999-99-99,services,500,
