SERVICE CODE,CATEGORY,SUB-CATEGORY,SERVICE DESCRIPTION,TCS /TOTAL CARE SAUDI
6125011,DENTAL,ENDODONTICS,APEXIFICATION,475
6126001,DENTAL,PREVENTIVE PERIDONTICS,BLEACHING TEETH,1425
6126002,DENTAL,PREVENTIVE PERIDONTICS,CHEMICAL BLEACHING TEETH,475
6126003,DENTAL,PREVENTIVE PERIDONTICS,FLAP OPERATION,618
6126004,DENTAL,PREVENTIVE PERIDONTICS,FOLLOW-UP (PERIOD),48
6126005,DENTAL,PREVENTIVE PERIDONTICS,GINGIVAL CURRETTAGE - PER QUADRANT,162
6126006,DENTAL,PREVENTIVE PERIDONTICS,GINGIVITIS TREATMENT (MAXIMUM 2 VISITS),323
6126007,DENTAL,PREVENTIVE PERIDONTICS,OTHER PREVENTIVE PROCEDURES: PER 15 MINUTES,81
6126008,DENTAL,PREVENTIVE PERIDONTICS,PEDICAL SOFT TISSUE GRAFTS,3230
6126009,DENTAL,PREVENTIVE PERIDONTICS,PERIODONTAL BONE GRAFTING IMPLANT/BONY DETECT,642
6126010,DENTAL,PREVENTIVE PERIDONTICS,PIT & FISSURE SEALANT - PER TOOTH,238
6126011,DENTAL,PREVENTIVE PERIDONTICS,POLISHING OF TEETH (PROPHYLAXIS),162
6126012,DENTAL,PREVENTIVE PERIDONTICS,SPLINTING PERIODONTALLY LUXATED TEETH,428
6126013,DENTAL,PREVENTIVE PERIDONTICS,TOPICAL APPLICATION OF FLOURIDE -2 VIS (EX PROPHYLAXIS),238
6127001,DENTAL,ORTHODONTICS,"ACTIVATOR, ORAL SCREEN APPLIANCE",1235
6127002,DENTAL,ORTHODONTICS,CEPHALOMETRIC X-RAY,433
6127003,DENTAL,ORTHODONTICS,"EXPANSION OF LOWER MANDIBLE, CROZAT APPLIANCE",3800
6127004,DENTAL,ORTHODONTICS,EXPANSION OF MAXIALLA BY FIXED APPLIANCE,6175
6127005,DENTAL,ORTHODONTICS,EXPANSION OF MAXILLA WITH REMOVABLE APPLIANCE,4940
6127006,DENTAL,ORTHODONTICS,FIXED APPLIANCE FOLLOW UP,903
6127007,DENTAL,ORTHODONTICS,FIXED APPLIANCE FOR EACH JAW,1791
6127008,DENTAL,ORTHODONTICS,FIXED LINGUAL RETAINER,927
6127009,DENTAL,ORTHODONTICS,"FIXED RESTRAINT TONGE, HABIT",1235
6127010,DENTAL,ORTHODONTICS,LOKAR DISTILIZING APPLIANCE,4323
6127011,DENTAL,ORTHODONTICS,ORTHODONTIC STUDY MODELS,461
6127012,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""A""",12350
6127013,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""B""",14250
6127014,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""C""",17100
6127015,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""D""",19950
6127016,DENTAL,ORTHODONTICS,"ORTHODONTIC TREATMENT BY CLEAR ALIGNERS ""E""",23750
6127017,DENTAL,ORTHODONTICS,"OTHER APPLIANCE FIXED (EXPANSION, HEAD GEAR)",1378
6127018,DENTAL,ORTHODONTICS,REMOVABLE RETAINER HAWELY APPLIANCE,618
6127019,DENTAL,ORTHODONTICS,REMOVAL APPLIANCE FOR EACH JAW,1378
6127020,DENTAL,ORTHODONTICS,SPACE MAINTAINER FOR SINGLE SIDE,1045
6127021,DENTAL,ORTHODONTICS,SPACE RETAINER - FIXED,1093
6127022,DENTAL,ORTHODONTICS,SPACE RETAINER - REMOVABLE,713
6127023,DENTAL,ORTHODONTICS,SPACE RETAINER REMOVABLE - FOLLOW UP,309
6127024,DENTAL,ORTHODONTICS,TREATMENT OF CL II DN I VERTICAL GROWTH PATTERN WITH ANTERIOR BITE FIXING UPPER AND LOWER FIXED ORTHO APPLIANCE,17290
6127025,DENTAL,ORTHODONTICS,TREATMENT OF CLASS I MALOCCLUSION WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCE,12350
6127026,DENTAL,ORTHODONTICS,TREATMENT OF CLASS I MAL-OCCLUSION WITHOUT TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCES,9975
6127027,DENTAL,ORTHODONTICS,"TREATMENT OF CLASS II DIVN I MALOCCLUSION ""DEEP BITE"" FIXING UPPER AND LOWER ORTHO APPLIANCE",14820
6127028,DENTAL,ORTHODONTICS,TREATMENT OF CLASS II DIVN I WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCES,14820
6127029,DENTAL,ORTHODONTICS,TREATMENT OF CLASS II DIVN II MALOCCLUSION FIXING UPPER AND LOWER FIXED ORTHO APPLIANCE,14820
6127030,DENTAL,ORTHODONTICS,TREATMENT OF CLASS III MALOCCLUSION WITH TEETH EXTRACTION FIXING UPPER AND LOWER ORTHO APPLIANCE,14820
6127031,DENTAL,ORTHODONTICS,TREATMENT OF MIXED DENTITION MALOCCLUSION FIXING UPPER AND LOWER ORTHO APPLIANCE,12350
6127032,DENTAL,ORTHODONTICS,TREATMENT PLAN - A,618
6127033,DENTAL,ORTHODONTICS,TREATMENT PLAN - B,1235
6127034,DENTAL,ORTHODONTICS,TREATMENT PLAN - C,2470
6127035,DENTAL,ORTHODONTICS,TREATMENT PLAN - D,6175
6127036,DENTAL,ORTHODONTICS,TREATMENT PLAN - E,309
6127037,DENTAL,ORTHODONTICS,"TREATMENT PLAN ""SUMMARISED PROGRAM""",190
6128001,DENTAL,DENTURE,"3/4 CROWN, PRECIOUS",1188
6128002,DENTAL,DENTURE,ACRYLIC (PLASTIC) CROWN PER CROWN,309
6128003,DENTAL,DENTURE,ACRYLIC (PLASTIC) CROWN PRE-FABRICATED,124
6128004,DENTAL,DENTURE,ADDING TOOTH TO PARTIAL DENTURE TO REPLACE EXTRACTED TOOTH(INVOLVING CLASP OR ABUTMENT TOOTH),238
6128005,DENTAL,DENTURE,ADDING TOOTH TO PARTIAL DENTURE TO REPLACE EXTRACTED TOOTH-EACH TOOTH(NOT INVOLVING CLASP OR ABUTMENT TOOTH),162
6128006,DENTAL,DENTURE,ADDITIONAL CASTED CLASP-GOLD OR METAL,475
6128007,DENTAL,DENTURE,APEXO-GENSIS,950
6128008,DENTAL,DENTURE,APICECTOMY,2850
6128009,DENTAL,DENTURE,BITE GUARD (BITE RAISING APPLIANCE),1188
6128010,DENTAL,DENTURE,BONE GRAFTING (SYNTH / POT),855
6128011,DENTAL,DENTURE,CANTILEVER BRIDGES,2850
6128012,DENTAL,DENTURE,"CASE STUDY FOR IMPLANTS (OPG,PA X-RAY,S.MS)",855
6128013,DENTAL,DENTURE,CASTED LINGUAL RETAINER SPLINTS PER UNIT,475
6128014,DENTAL,DENTURE,CEKA ATTACHMENT PER PIECE,713
6128015,DENTAL,DENTURE,CERAMIC INLAYS,1900
6128016,DENTAL,DENTURE,CHAIR - SIDE RELINING (COMPLETE DENTURE)CHAIR - SIDE RELINING (COMPLETE DENTURE),238
6128017,DENTAL,DENTURE,CHAIR - SIDE RELINING (PARTIAL DENTURE),162
6128018,DENTAL,DENTURE,CHANGING TEETH IN OLD CHROME - PARTIAL,604
6128019,DENTAL,DENTURE,CHROME COBALT FULL DENTURE: UPPER AND LOWER,5605
6128020,DENTAL,DENTURE,CHROME COBALT PARTIAL 4-7 TEETH,1615
6128021,DENTAL,DENTURE,CHROME COBALT PARTIAL 8-12 TEETH,1948
6128022,DENTAL,DENTURE,CLASP ADDITIONAL (EACH),238
6128023,DENTAL,DENTURE,COMPLETE DENTAL IMPLANTS ONE UNIT (PACKAGE DEAL),8075
6128024,DENTAL,DENTURE,COMPLETE DENTURE ADJUSTMENT,238
6128025,DENTAL,DENTURE,COMPLETE DENTURES,2299
6128026,DENTAL,DENTURE,CORE BUILDUP (INCLUDING POSTS),494
6128027,DENTAL,DENTURE,CROWN FOR IMPLANT (PER CROWN),4560
6128028,DENTAL,DENTURE,DENTURE - COMPLERE LOWER (ACRYLIC),1995
6128029,DENTAL,DENTURE,DENTURE - COMPLETE LOWER (CHROME COBBALT),3582
6128030,DENTAL,DENTURE,DENTURE - COMPLETE UPPER (ACRYLIC),1995
6128031,DENTAL,DENTURE,DENTURE - COMPLETE UPPER (CHROME COBBALT),3582
6128032,DENTAL,DENTURE,DENTURE - IMMEDIATE LOWER COMPLETE,1615
6128033,DENTAL,DENTURE,DENTURE - IMMEDIATE UPER COMPLETE,1615
6128034,DENTAL,DENTURE,DIGITAL SMILE DESIGN CASE STUDY,1900
6128035,DENTAL,DENTURE,EACH ADDITIONAL WING - ACID ETCH MARYLAND,404
6128036,DENTAL,DENTURE,FIBER POST AND CORE BUILDS UPS,950
6128037,DENTAL,DENTURE,FITTING LINGUAL BAR,404
6128038,DENTAL,DENTURE,FIXED I/D SPACE CLOSURE (ETCH TECHNIQUE),713
6128039,DENTAL,DENTURE,FIXED IMPLANT PROSTHODONTICS,2850
6128040,DENTAL,DENTURE,FIXED OCCLUSAL APPLIANCES,475
6128041,DENTAL,DENTURE,GOLD ONLAY (ONLAYING CUSPS EXCLUDIGN PRICE OF GOLD),1235
6128042,DENTAL,DENTURE,GUM PEALING AND DEPIGMENTATION,3800
6128043,DENTAL,DENTURE,GUMMY SMILE SURGERY,2850
6128044,DENTAL,DENTURE,"HEMISECTIONING, BICUSPLIZATION AND ROOT AMBUTATION",1425
6128045,DENTAL,DENTURE,HYPRIDE IMPLANT PROSTHODONTICS,2375
6128046,DENTAL,DENTURE,IMMEDIATE COMPLETE DENTURES (REQUIRING RELINING),1900
6128047,DENTAL,DENTURE,IMPLANT SURGERY (PER IMPLANT USED),4275
6128048,DENTAL,DENTURE,ISOSIT INJECTION MOULDED DENTURE,2732
6128049,DENTAL,DENTURE,JAW LOCK OR TREATMENT OF CONDYLAR DISLOCATION WITHOUT GA,475
6128050,DENTAL,DENTURE,LABORATORY RELINING (COMPLETE DENTURE),404
6128051,DENTAL,DENTURE,LABORATORY RELINING (PARTIAL DENTURE),238
6128052,DENTAL,DENTURE,LAMINATE VENEER,1900
6128053,DENTAL,DENTURE,LASER BLEACHING,1900
6128054,DENTAL,DENTURE,LASER DESENSITIZATION OF TEETH,190
6128055,DENTAL,DENTURE,LASER PERIODONTAL POCKET DISINFECTION,950
6128056,DENTAL,DENTURE,LASER TMJ TREATMENT,475
6128057,DENTAL,DENTURE,LOWER CHROME COBALT PARTIAL DENTURE (1-3 TEETH / UNILATERAL),1615
6128058,DENTAL,DENTURE,LOWER CHROME COBALT PARTIAL DENTURE (3 OR MORE TEETH / BILATERAL),3230
6128059,DENTAL,DENTURE,LUMINEER,1900
6128060,DENTAL,DENTURE,NON PRECIOUS METAL (CROWN / PONTIC) / ACRYLIC FACING,741
6128061,DENTAL,DENTURE,NON-PRECIOUS METAL CROWN/PONTIC FULL CAST,1235
6128062,DENTAL,DENTURE,NON-PRECIOUS METAL POST,200
6128063,DENTAL,DENTURE,OBTURATOR,808
6128064,DENTAL,DENTURE,OCCLUSAL ADJUSTMENT AND REMOVAL OF OCCLUSAL INTERFERENCES,1900
6128065,DENTAL,DENTURE,"OCCLUSAL ANALYSIS, CASE STUDY",950
6128066,DENTAL,DENTURE,OTHER CORRECTIVE PROCEDURES (PER 1/4 HOUR),114
6128067,DENTAL,DENTURE,OTHER UNDEFINED PROCEDURE/ 1/4 HOUR,114
6128068,DENTAL,DENTURE,OVERDENTURE FOR IMPLANT (PER JAW),3420
6128069,DENTAL,DENTURE,PARATIAL DENTURE ADJUSTMENT,162
6128070,DENTAL,DENTURE,PARTIAL DENTURE 1-3 TEETH,475
6128071,DENTAL,DENTURE,PARTIAL DENTURE 4-7 TEETH,808
6128072,DENTAL,DENTURE,PARTIAL DENTURE 8-12 TEETH,1140
6128073,DENTAL,DENTURE,PONTIC FOR IMPLANTS (PER PONTIC),3420
6128074,DENTAL,DENTURE,PORCELAIN SET FOR COMPLETE DENTURES (ADDITIONAL),200
6128075,DENTAL,DENTURE,"PORCELAIN, NON-PRECIOUS METAL CROWN/PONTIC",1615
6128076,DENTAL,DENTURE,"PORCELAIN, PRECIOUS METAL (CROWN/PONTIC)",2470
6128077,DENTAL,DENTURE,"PORCELAIN, PRECIOUS TELESCOPIC CROWN W/COPING",2803
6128078,DENTAL,DENTURE,PRECIOUS METAL CROWN/PONTIC FULL CAST,2233
6128079,DENTAL,DENTURE,PSEUDO GOLD CROWN OR IN-LAY IN DENTURE,475
6128080,DENTAL,DENTURE,REBASING (UPPER OR LOWER),722
6128081,DENTAL,DENTURE,RECEMENTATION OF CROWN (PER CROWN),162
6128082,DENTAL,DENTURE,REFIXING TOOTH IN DENTURE OR HAIRLINE CRACKS,67
6128083,DENTAL,DENTURE,RELINING UPPER OR LOWER DENTURE,642
6128084,DENTAL,DENTURE,REMOVABLE BRIDGES,1900
6128085,DENTAL,DENTURE,REMOVABLE OCCLUSAL APPLIANCE,2850
6128086,DENTAL,DENTURE,REMOVAL OF BROKEN FILES FROM ROOT CANALS,190
6128088,DENTAL,DENTURE,REMOVAL OF OLD BRIDGE BY CUTTING,114
6128089,DENTAL,DENTURE,REMOVAL OF OSSLUSAL INTERFERENCE (OCCLUSAL EQUILIBRATION) PER QUADRANT,475
6128090,DENTAL,DENTURE,REPAIR ACRYLIC DENTURE - COMPLEX,475
6128091,DENTAL,DENTURE,REPAIR ACRYLIC DENTURE - SIMPLE,114
6128092,DENTAL,DENTURE,REPAIR OF BROKEN COMPLETE OR PARTIAL DENTURE - NO TEETH DAMAGED ,238
6128093,DENTAL,DENTURE,REPAIR OF CHIPPED PORCELAIN (INTRA ORALLY),404
6128094,DENTAL,DENTURE,REPAIR OF CHIPPED PORCELAIN (LABORATORY),808
6128095,DENTAL,DENTURE,REPAIR OF PERFORATED ROOT,475
6128096,DENTAL,DENTURE,RESIN BONDED BRIDGE PER UNIT,950
6128097,DENTAL,DENTURE,"RETENTIVE WINGS, 1ST PAIR - ACID ETCH MARYLAND",1449
6128098,DENTAL,DENTURE,ROOT CANAL TREATMENT FOR ANTERIOR TEETH,1425
6128099,DENTAL,DENTURE,ROOT CANAL TREATMENT FOR POSTERIOR TEETH,1900
6128100,DENTAL,DENTURE,SPLINTS/GUARDS,357
6128101,DENTAL,DENTURE,STAINLESS STEEL CROWN,247
6128102,DENTAL,DENTURE,TELESCOPIC CROWNS,950
6128103,DENTAL,DENTURE,THREE UNIT ONLAYS RETAINED BRIDGE,7600
6128104,DENTAL,DENTURE,TISSUE CONDITIONING MATERIAL,162
6128105,DENTAL,DENTURE,TOOTH ADDITIONAL (EACH),238
6128106,DENTAL,DENTURE,TREATMENT OF INFECTED ROOT CANANL OF ANTERIOR TEETH,1425
6128107,DENTAL,DENTURE,UPPER CHROME COBALT PARTIAL DENTURE (1-3 TEETH / UNILATERAL),1615
6128108,DENTAL,DENTURE,UPPER CHROME COBALT PARTIAL DENTURE (3 OR MORE TEETH BILATERAL),3230
6128109,DENTAL,DENTURE,UV LIGHT BLEACHING,1900
6128110,DENTAL,DENTURE,WHOLE PORCELAIN CROWN (AS ONE UNIT OF BRIDGE),2375
6128111,DENTAL,DENTURE,ZIRCON INLAYS ,2375
6128112,DENTAL,DENTURE,ZIRCON ONLAYS,2850
6129001,DENTAL,CO2 LASER,CO2 LASER ABLATION OF HARD / SOFT PALATE SWELLING,8550
6129002,DENTAL,CO2 LASER,CO2 LASER ABLATION OF LARGE ORAL ULCERS (MORE THAN1.5 CM DIA),2945
6129003,DENTAL,CO2 LASER,CO2 LASER ABLATION OF LEUKOPLEBIA (MORE THAN 2 CM,6175
6129004,DENTAL,CO2 LASER,CO2 LASER ABLATION OF LEUKOPLEBIA (SMALL LESS THAN,3705
6129005,DENTAL,CO2 LASER,CO2 LASER ABLATION OF LIP / CHEEK SWELLING,7410
6129006,DENTAL,CO2 LASER,CO2 LASER ABLATION OF ORAL ULCERS (MULTIPLE-MORE THAN 3 ULCERS),2470
6129007,DENTAL,CO2 LASER,CO2 LASER ABLATION OF ORAL ULCERS LESS THAN 0.5 CM(UPTO 3 ULCERS),1235
6129008,DENTAL,CO2 LASER,CO2 LASER ABLATION OF TONGUE SWELLING (SMALL),7410
6129009,DENTAL,CO2 LASER,CO2 LASER COAGULATION OF ANGIOMOTOUS LESION,12350
6129010,DENTAL,CO2 LASER,CO2 LASER EXCISION OF HEAD & NECK MALIGNANCY,7410
6129011,DENTAL,CO2 LASER,CO2 LASER EXCISION OF HYPER PLASTIC GINGIVAL SWELL,3800
6129012,DENTAL,CO2 LASER,CO2 LASER FRAENECTOMIES (LABIAL OR LINGUAL),3705
6129013,DENTAL,CO2 LASER,CO2 LASER GLOSSECTOMY (IN ASOSCIATION WITH ND: YAG,14820
6129014,DENTAL,CO2 LASER,CO2 LASER HAEMOSTASIS IN POST-EXTRACTION HAEMOPHIL,1235
6129015,DENTAL,CO2 LASER,CO2 LASER PALLIATIVE TREATMENT FOR TERMINAL CANCER,3705
6129016,DENTAL,CO2 LASER,CO2 LASER REPOSITIONING OF MENISCUS IN TMS SURGERE,7410
7112001,NEUROSCIENCE,NEURO. SERVICES ,ELECTROMYOGRAM,570
7112002,NEUROSCIENCE,NEURO. SERVICES ,MOTOR NERVE CONDUCTION VELOCITY - ONE NERVE,190
7112003,NEUROSCIENCE,NEURO. SERVICES ,MOTOR NERVE CONDUCTION VELOCITY - TWO NERVES,309
7112004,NEUROSCIENCE,NEURO. SERVICES ,MOTOR NERVE CONDUCTION VELOCITY - NERVE SURVEY,618
7112005,NEUROSCIENCE,NEURO. SERVICES ,SENSORY NERVE CONDUCTION VELOCITY - 1 NERVE,133
7112006,NEUROSCIENCE,NEURO. SERVICES ,SENSORY NERVE CONDUCTION VELOCITY - 2 NERVES,262
7112007,NEUROSCIENCE,NEURO. SERVICES ,SENSORY NERVE CONDUCTION VELOCITY - NERVE SURVE,665
7112008,NEUROSCIENCE,NEURO. SERVICES ,DECREMENT TEST - 1 NERVE,333
7112009,NEUROSCIENCE,NEURO. SERVICES ,F-RELFEX - EACH NERVE,333
7112010,NEUROSCIENCE,NEURO. SERVICES ,H-REFLEX - EACH NERVE,262
7112011,NEUROSCIENCE,NEURO. SERVICES ,BLINK REFLEX - EACH SIDE,262
7112012,NEUROSCIENCE,NEURO. SERVICES ,SOMATO SENSORY EVOKED POTENTIAL - ONE UPPER LIMB,665
7112013,NEUROSCIENCE,NEURO. SERVICES ,SOMATO SENSORY EVOKED POTENTIAL - ONE LOWER LIMB,665
7112014,NEUROSCIENCE,NEURO. SERVICES ,SOMATO SENSORY EVOKED POTENTIAL - BOTH UPPER OR LOWER LIMB,1045
7112015,NEUROSCIENCE,NEURO. SERVICES ,AUDITORY EVOKED POTENTIAL - ADULT,665
7112016,NEUROSCIENCE,NEURO. SERVICES ,AUDITORY EVOKED POTENTIAL - INFANT,1045
7112017,NEUROSCIENCE,NEURO. SERVICES ,VISUAL EVOKED POTENTIAL,760
7112018,NEUROSCIENCE,NEURO. SERVICES ,NAVIGATION,28500
7112019,NEUROSCIENCE,NEURO. SERVICES ,THROMBOLYTIC THERAPY IN ACUTE STROKE,14250
7112020,NEUROSCIENCE,NEURO. SERVICES ,24H EEG (VIDEO EEG),4750
7112021,NEUROSCIENCE,NEURO. SERVICES ,DEEP BRAIN STIMULATION -  SESSION,950
7121001,LABORATORY,CHEMISTRY,11-DEOXYCORTISOL (COMPOUND S),452
7121002,LABORATORY,CHEMISTRY,17 OH PROGESTRON,433
7121003,LABORATORY,CHEMISTRY,"17-HYDROXYCORTISOTERIODS, URINE",404
7121004,LABORATORY,CHEMISTRY,"17-KETOSTERIODS, URINE",404
7121005,LABORATORY,CHEMISTRY,17-OH-PREGNENOLONE,760
7121006,LABORATORY,CHEMISTRY,21 HYDROXYLASE ABS,456
7121007,LABORATORY,CHEMISTRY,5-HIAA ,404
7121008,LABORATORY,CHEMISTRY,5-NUCLEOTIDASE,390
7121009,LABORATORY,CHEMISTRY,5-OH TRYPTOPHAN,471
7121010,LABORATORY,CHEMISTRY,ACETONE (BLOOD),494
7121011,LABORATORY,CHEMISTRY,ACETYCHOLINESTERATE(B),110
7121012,LABORATORY,CHEMISTRY,ACETYLCHOLINE RECEPTOR ANTIBODY,1045
7121013,LABORATORY,CHEMISTRY,ACTH,618
7121014,LABORATORY,CHEMISTRY,ACTIVATED PROTIEN C RESISTANCE,580
7121015,LABORATORY,CHEMISTRY,ADENO VIRUS ABS,95
7121016,LABORATORY,CHEMISTRY,ADENOSINE DEAMINASE,1668
7121017,LABORATORY,CHEMISTRY,ADH & OSMOLALITY,703
7121018,LABORATORY,CHEMISTRY,ADRENAL CORTEX ABS,309
7121020,LABORATORY,CHEMISTRY,ALBUMIN/GLOBUMIN RATIO,57
7121021,LABORATORY,CHEMISTRY,ALDOLASE,214
7121022,LABORATORY,CHEMISTRY,"ALDOSTERONE (URINE, SERUM)",556
7121023,LABORATORY,CHEMISTRY,ALKA PHASE B (BONE ALKALINE PHOSPHATES),404
7121024,LABORATORY,CHEMISTRY,ALKALINE LEUOCYTE PHOSPHATASE,133
7121025,LABORATORY,CHEMISTRY,ALKALINE PHOSPHATASE,57
7121026,LABORATORY,CHEMISTRY,ALKALINE PHOSPHATASE ISOENZYMES,513
7121027,LABORATORY,CHEMISTRY,ALPHA I ANTITRYPSIN,475
7121028,LABORATORY,CHEMISTRY,ALPHA-1 ANTI-TRIPSIN PHENOTYPE,494
7121029,LABORATORY,CHEMISTRY,ALPHA-FETOPROTEIN,238
7121030,LABORATORY,CHEMISTRY,ALUMINIUM,333
7121031,LABORATORY,CHEMISTRY,AMACR,760
7121032,LABORATORY,CHEMISTRY,AMEBA ANTIBODY,404
7121033,LABORATORY,CHEMISTRY,AMIKACIN,380
7121034,LABORATORY,CHEMISTRY,AMINO ACID QUANT,927
7121035,LABORATORY,CHEMISTRY,AMINO ACID SCREENING,404
7121036,LABORATORY,CHEMISTRY,AMIODARONE,352
7121037,LABORATORY,CHEMISTRY,AMMONIA,57
7121038,LABORATORY,CHEMISTRY,AMOEBIC ABS (IHA),224
7121039,LABORATORY,CHEMISTRY,AMPHETAMINES,238
7121040,LABORATORY,CHEMISTRY,"AMYLASE, SERUM",95
7121041,LABORATORY,CHEMISTRY,"AMYLASE, URINE",95
7121042,LABORATORY,CHEMISTRY,AMYLOID A,399
7121043,LABORATORY,CHEMISTRY,ANDROSTENDIONE,490
7121044,LABORATORY,CHEMISTRY,ANDROSTERONE,285
7121045,LABORATORY,CHEMISTRY,ANGIOTENSIN-1-CONVERTING ENZYME,423
7121046,LABORATORY,CHEMISTRY,ANTI CENTROMERE ABS,219
7121047,LABORATORY,CHEMISTRY,ANTI DS DNA,556
7121048,LABORATORY,CHEMISTRY,ANTI GLOMERULAR BASAL ABS.,395
7121049,LABORATORY,CHEMISTRY,ANTI HAV IGG,114
7121050,LABORATORY,CHEMISTRY,ANTI JO-1,325
7121051,LABORATORY,CHEMISTRY,ANTI RO/ ANTI LA,680
7121052,LABORATORY,CHEMISTRY,ANTI SCACCHAROMYCES CEREVISIAE MANNAN ANTIBODIES,665
7121053,LABORATORY,CHEMISTRY,ANTI SCL 70 ABS,266
7121054,LABORATORY,CHEMISTRY,ANTI SPERM ANTIBODY,1045
7121055,LABORATORY,CHEMISTRY,ANTI STREPTO KINASE,167
7121056,LABORATORY,CHEMISTRY,ANTI STREPTOCOCCAL HYALURONIDASE,138
7121057,LABORATORY,CHEMISTRY,ANTI TUBULAR BASAL ABS.,395
7121058,LABORATORY,CHEMISTRY,ANTI-HAV IGM,190
7121059,LABORATORY,CHEMISTRY,ANTI-HBC,190
7121060,LABORATORY,CHEMISTRY,ANTI-HBC IGM,190
7121061,LABORATORY,CHEMISTRY,ANTI-HBS QUANTITATIVE WITH TITRE,238
7121062,LABORATORY,CHEMISTRY,ANTI-HBS SCREENING,238
7121063,LABORATORY,CHEMISTRY,ANTIMULLERIAN HORMONE,599
7121064,LABORATORY,CHEMISTRY,ANTITHROMBIN III,404
7121065,LABORATORY,CHEMISTRY,APOLIPOPROTEIN A1,114
7121066,LABORATORY,CHEMISTRY,APOLIPOPROTEIN B,114
7121067,LABORATORY,CHEMISTRY,AQUAPORIN  - 4 (CSF),570
7121068,LABORATORY,CHEMISTRY,AQUAPORIN QUALITATIVE,570
7121069,LABORATORY,CHEMISTRY,AQUAPORIN QUANTITATIVE,570
7121070,LABORATORY,CHEMISTRY,ARSENIC,390
7121071,LABORATORY,CHEMISTRY,ARTERIAL BLOOD GASES,238
7121072,LABORATORY,CHEMISTRY,ARYLSULPHATASE A,295
7121073,LABORATORY,CHEMISTRY,ASPERGILLUS ANTIGEN,456
7121074,LABORATORY,CHEMISTRY,ASPERGILLUS IGG & IGM,646
7121075,LABORATORY,CHEMISTRY,ASPERGILLUS IGG ABS,418
7121076,LABORATORY,CHEMISTRY,ATOPY PANEL 20,903
7121077,LABORATORY,CHEMISTRY,AVIAN PRECIPITANT ABS (SP ABS IGG) - SINGLE EACH,266
7121078,LABORATORY,CHEMISTRY,AVIAN PRECIPITANT ABS (SPECIFIC ABS TYPE IGG),5510
7121079,LABORATORY,CHEMISTRY,AZATHIOPRINE AS-6 MERCAPTOPURINE,352
7121080,LABORATORY,CHEMISTRY,AZF FACTOR (Y CHROMOSOMAL DELETIONS),3648
7121081,LABORATORY,CHEMISTRY,BARBITURATES,238
7121082,LABORATORY,CHEMISTRY,BENZODIAZEPINES,238
7121083,LABORATORY,CHEMISTRY,BENZODIAZEPINES CONFIRMATORY TEST,285
7121084,LABORATORY,CHEMISTRY,BETA GLUCOSIDASE,333
7121085,LABORATORY,CHEMISTRY,BETA HCG,404
7121086,LABORATORY,CHEMISTRY,BETA HYDROXY BUTYRATE,295
7121087,LABORATORY,CHEMISTRY,BETA-2 GLYCOPROTEIN ABS,347
7121088,LABORATORY,CHEMISTRY,BETA-2 MICROGLOBULIN,257
7121089,LABORATORY,CHEMISTRY,BETA-2 TRANSFERRIN,556
7121090,LABORATORY,CHEMISTRY,BILE ACIDS TOTAL,219
7121091,LABORATORY,CHEMISTRY,BILIRUBIN IN AMNOIC FLUID,114
7121092,LABORATORY,CHEMISTRY,BIOTIN (VITAMIN H),352
7121093,LABORATORY,CHEMISTRY,BIOTINIDASE QUANT,532
7121094,LABORATORY,CHEMISTRY,BODY FLUID  ROUTINE CULTURE,323
7121095,LABORATORY,CHEMISTRY,BODY FLUID +  ROUTINE CULTURE,452
7121096,LABORATORY,CHEMISTRY,BODY FLUID + A.F.B. CULTURE,357
7121097,LABORATORY,CHEMISTRY,BODY FLUID + CYTOLOGY,323
7121098,LABORATORY,CHEMISTRY,BODY FLUID + ROUTINE CULTURE + A.F.B. CULTURE,475
7121099,LABORATORY,CHEMISTRY,"BONE MARROW SPECIAL STAIN, EACH",162
7121100,LABORATORY,CHEMISTRY,BORDETELLA PERTUSSIS (WHOPPING COUGH),513
7121101,LABORATORY,CHEMISTRY,BORRELIA ABS IGG & IGM WESTERNBLOT,618
7121102,LABORATORY,CHEMISTRY,BORRELIA IGG & IGM,599
7121103,LABORATORY,CHEMISTRY,BRAIN NATRIURETIC PEPTIDE,760
7121104,LABORATORY,CHEMISTRY,BRCA I & II (BREAST CANCER I & II),21375
7121105,LABORATORY,CHEMISTRY,BRCA I (BREAST CANCER),10925
7121106,LABORATORY,CHEMISTRY,BRCA II (BREAST CANCER II),13300
7121107,LABORATORY,CHEMISTRY,"BRUCELLA PCR (CSF, EDTA-BLOOD, TISSUE OR URINE)",2375
7121109,LABORATORY,CHEMISTRY,C-1 ESTERASE INHIBITOR,395
7121110,LABORATORY,CHEMISTRY,C1G COMPLEMENT,323
