code,description,type
37614,"Mobile angiographic x-ray system, analogue",medical-devices
37615,"Mobile uro-gynaecological fluoroscopic x-ray system, digital",medical-devices
37616,"Stationary angiographic x-ray system, analogue",medical-devices
38068,Video capsule endoscopy system capsule,medical-devices
38069,"Pancreatic oncofetal antigen (POA) IVD, kit, enzyme immunoassay (EIA)",medical-devices
38071,"Polymer orthopaedic cement restrictor, bioabsorbable",medical-devices
38073,Metallic orthopaedic cement restrictor,medical-devices
38083,Neonatal chest percussor,medical-devices
38087,Dry powder inhaler,medical-devices
38088,"Endoscopic electrosurgical handpiece/electrode, bipolar, refurbished",medical-devices
38092,Home blood collection kit,medical-devices
38102,"Tympanotomy knife, reusable",medical-devices
38103,Nasal knife,medical-devices
36741,Nitrogen body-fluid-sample analyser,medical-devices
36742,Open infant incubator,medical-devices
36749,Ultrasonic water bath,medical-devices
36751,Gamma camera system formatting unit,medical-devices
36754,Laboratory water bath,medical-devices
36756,Ice maker/dispenser,medical-devices
36757,Patient monitoring system module rack,medical-devices
36758,Cold-air therapy unit,medical-devices
36759,Loudspeaker,medical-devices
36761,"Skin transilluminator, line-powered",medical-devices
36768,Freestanding microphone,medical-devices
36772,Fallopian tube insufflator,medical-devices
37193,Cardiac stress test table,medical-devices
37197,Endoscopy training model,medical-devices
37201,Stand-up bed,medical-devices
37203,Antishock wear system trousers,medical-devices
37207,Surgical/medical procedure irrigation fluid,medical-devices
37208,"Patient monitoring system module, electromyographic",medical-devices
37210,Printed-image digital imaging scanner,medical-devices
37212,Podiatric treatment system,medical-devices
37215,Radiation therapy beam block production plate,medical-devices
37217,Syringe pump target-controlled-infusion control unit,medical-devices
37218,Haemodialysis system blood volume monitor,medical-devices
37222,Contraceptive spermicide,medical-devices
37618,Full-body CT system,medical-devices
37619,Limited-view-field CT system,medical-devices
37621,"Stationary general-purpose fluoroscopic x-ray system, analogue",medical-devices
37622,"Mobile general-purpose fluoroscopic x-ray system, analogue",medical-devices
37623,"Stationary angiographic x-ray system, digital",medical-devices
37624,"Mobile uro-gynaecological fluoroscopic x-ray system, analogue",medical-devices
37625,"Bone absorptiometric x-ray system, single-energy",medical-devices
37626,"Mobile basic diagnostic x-ray system, analogue",medical-devices
38104,Flap knife,medical-devices
38105,Laryngeal knife,medical-devices
38119,"Entamoeba histolytica total antibody IVD, control",medical-devices
38120,"Aprindine therapeutic drug monitoring IVD, kit, chemiluminescent assay",medical-devices
38121,Chest-oscillation airway secretion-clearing system hose,medical-devices
38122,Chest-oscillation airway secretion-clearing system vest,medical-devices
38123,Chest-oscillation airway secretion-clearing system generator,medical-devices
38124,Chest-oscillation airway secretion-clearing system,medical-devices
38125,Electroacoustical airway secretion-clearing system applicator,medical-devices
38126,Electroacoustical airway secretion-clearing system generator,medical-devices
38127,Vascular spatula,medical-devices
36773,"Stationary patient lifting system, line-powered",medical-devices
36774,Sound mixer,medical-devices
36775,Skin laser scanner,medical-devices
36785,General-purpose thermostat,medical-devices
36789,Electronic sphygmomanometer tester,medical-devices
36791,External defibrillator tester,medical-devices
36792,Anaesthesia vaporizer tester,medical-devices
36793,Function generator,medical-devices
36794,Infusion pump tester,medical-devices
36795,Laser beam tester,medical-devices
36796,Electrical safety tester,medical-devices
37223,Flexible ultrasound duodenoscope,medical-devices
37230,Activated-oxygen generator,medical-devices
37232,Thrombectomy suction system,medical-devices
37238,Extracorporeal blood gas/pH monitor,medical-devices
37240,"Hot/cold therapy pack, reusable",medical-devices
37243,"Manual blood lancing device, reusable",medical-devices
37244,"Blood lancet, reusable",medical-devices
37246,"Patient monitoring system module, nerve location",medical-devices
37249,"Patient monitoring system module, ischemia",medical-devices
37253,Operating table system tester,medical-devices
37254,Gynaecological operating table top,medical-devices
37627,Thoracic public health screening x-ray system,medical-devices
37630,"Stationary mammographic x-ray system, analogue",medical-devices
37631,"Portable general-purpose fluoroscopic x-ray system, analogue",medical-devices
37632,"Portable mammographic x-ray system, analogue",medical-devices
37633,"Stationary uro-gynaecological fluoroscopic x-ray system, digital",medical-devices
37634,"Stationary uro-gynaecological fluoroscopic x-ray system, analogue",medical-devices
37642,"Portable basic diagnostic x-ray system, analogue",medical-devices
37643,"Portable basic diagnostic x-ray system, digital",medical-devices
38128,"Vascular dilator, single-use",medical-devices
38129,Overhead track patient lifting/transfer system,medical-devices
38137,Nitrous oxide/oxygen cylinder,medical-devices
38138,Automatic-aperture-control accelerator system collimator,medical-devices
38139,Automatic-aperture-control teletherapy radionuclide system collimator,medical-devices
38140,Newborn-infant bed,medical-devices
38142,Patient freezing chamber,medical-devices
38143,Suturing clip,medical-devices
38152,"Tibia nail, sterile",medical-devices
38153,"Humerus nail, sterile",medical-devices
38155,Press-fit femoral stem prosthesis,medical-devices
36798,Transistor tester,medical-devices
36799,Urine flow transducer,medical-devices
36800,Basic transformer,medical-devices
36801,Utility trolley,medical-devices
36802,"Breathing circuit dryer, open",medical-devices
36803,Bone vibrator mechanical coupler,medical-devices
36805,Electronic signal integration filter,medical-devices
36806,Electronic signal frequency filter,medical-devices
36808,Urethral catheter extractor,medical-devices
36810,"General utility supply system, wall-mounted",medical-devices
36812,Infant/regional-body warmer,medical-devices
36813,Electrosurgical system tester,medical-devices
36815,Surgical fluid heating plate,medical-devices
37255,Universal operating table top,medical-devices
37256,Urological operating table top,medical-devices
37257,"Pressure transducer dome, single-use",medical-devices
37258,Tocodynamometer,medical-devices
37265,Dual-chamber implantable defibrillator,medical-devices
37266,"Nitric oxide delivery unit, system-based",medical-devices
37269,Nitrogen dioxide analyser,medical-devices
37272,"Trans-facet-screw internal spinal fixation system, sterile",medical-devices
37275,Noncontact normothermic wound therapy dressing,medical-devices
37276,Heart donor-organ preservation/transport system,medical-devices
37278,"Double-lumen haemodialysis catheter, implantable",medical-devices
37280,Eyeball prosthesis lubricant,medical-devices
37644,"Stationary basic diagnostic x-ray system, analogue",medical-devices
37645,"Stationary basic diagnostic x-ray system, digital",medical-devices
37646,"Mobile general-purpose fluoroscopic x-ray system, digital",medical-devices
37647,"Mobile basic diagnostic x-ray system, digital",medical-devices
37648,Linear tomography x-ray system,medical-devices
37649,"Portable general-purpose fluoroscopic x-ray system, digital",medical-devices
37651,"Extremity MRI system, permanent magnet",medical-devices
37652,"Full-body MRI system, permanent magnet",medical-devices
38156,Ceramic femoral head prosthesis,medical-devices
38161,Metallic spinal interbody fusion cage,medical-devices
38168,"Periosteal elevator, reusable",medical-devices
38170,"5-Hydroxyindoleacetic acid (5HIAA) IVD, control",medical-devices
38171,"5-Hydroxyindoleacetic acid (5HIAA) IVD, calibrator",medical-devices
38173,"Carcinoembryonic antigen (CEA) IVD, control",medical-devices
38174,"Carcinoembryonic antigen (CEA) IVD, calibrator",medical-devices
38177,"Cytokeratin IVD, control",medical-devices
38178,"Cytokeratin IVD, calibrator",medical-devices
38179,"Proctological operating table, electromechanical",medical-devices
38180,"Estrogen (oestrogen) receptor IVD, control",medical-devices
38181,"Estrogen (oestrogen) receptor IVD, calibrator",medical-devices
38182,"Free (unbound) prostate specific antigen (fPSA) IVD, control",medical-devices
38183,"Free (unbound) prostate specific antigen (fPSA) IVD, calibrator",medical-devices
38184,"Human placental alkaline phosphatase (hPLAP) IVD, control",medical-devices
38185,"Human placental alkaline phosphatase (hPLAP) IVD, calibrator",medical-devices
38186,"Laminin IVD, control",medical-devices
36816,"Instrument warmer, electric",medical-devices
36817,"Infant scale, mechanical",medical-devices
36821,Demagnetizing device,medical-devices
36822,Labelling machine,medical-devices
36823,"Viscometer, electronic",medical-devices
36824,Electric cooling fan,medical-devices
36827,Electrocardiographic long-term ambulatory recording analyser,medical-devices
36830,Variable-voltage power supply,medical-devices
36833,Electrical mains power supply meter,medical-devices
36834,Electrical high-voltage probe,medical-devices
36843,Mobile examination/treatment light,medical-devices
36847,"Birthing bed/table, non-powered",medical-devices
36849,"Breathing circuit gas-flow sensor, reusable",medical-devices
36850,Autotransformer,medical-devices
37283,Scleral expansion implant,medical-devices
37291,"Angiography contrast medium injection system, battery-powered",medical-devices
37300,"Multiple antibacterial minimum inhibitory concentration (MIC) IVD, kit",medical-devices
37303,Corneal smoothing agent,medical-devices
37307,Deep brain electrical stimulation system,medical-devices
37310,Coma-arousal vagus nerve electrical stimulation system,medical-devices
37312,"Pressure transducer dome, reusable",medical-devices
37315,Implantable ventricular circulatory assist system control unit,medical-devices
37318,"Electrode/transducer strap, single-use",medical-devices
37323,"Patient monitoring system module, electroencephalographic",medical-devices
37324,"Patient monitoring system module, data memory",medical-devices
37326,"Blood pressure cuff, single-use",medical-devices
37653,"Full-body MRI system, resistive magnet",medical-devices
37654,"Full-body MRI system, superconducting magnet",medical-devices
37655,"Extremity MRI system, resistive magnet",medical-devices
37656,"Extremity MRI system, superconducting magnet",medical-devices
37657,"Hand-held basic diagnostic x-ray system, analogue",medical-devices
37658,"Hand-held basic diagnostic x-ray system, digital",medical-devices
37659,Permanent-magnet breast MRI system,medical-devices
37660,Multi-directional tomography x-ray system,medical-devices
37661,"Bone absorptiometric x-ray system, dual-energy",medical-devices
38187,"Laminin IVD, calibrator",medical-devices
38188,"Mucin-like carcinoma-associated antigen (MCA) IVD, control",medical-devices
38189,"Mucin-like carcinoma-associated antigen (MCA) IVD, calibrator",medical-devices
38190,"Neuron-specific enolase (NSE) IVD, control",medical-devices
38191,"Neuron-specific enolase (NSE) IVD, calibrator",medical-devices
38194,"Oncogene protein p21(ras) IVD, control",medical-devices
38195,"Oncogene protein p21(ras) IVD, calibrator",medical-devices
38196,"Prostatic acid phosphatase (PAP) IVD, control",medical-devices
38197,"Prostatic acid phosphatase (PAP) IVD, calibrator",medical-devices
