HCP Name,;,Department,S. Type,Code,Provider Service Description,LOS
SGH Jeddah ,7013028,NEU,PD,7013028,CRANIOTOMY & EVACUATION OF INTRACEREBELLAR HEMATOMA - POOR GRADE - W/OUT IMPLANT,4
SGH Jeddah ,7013029,NEU,PD,7013029,AWAKE CRANIOTOMY FOR BRAIN TUMOUR  - W/OUT IMPLANT,3
SGH Jeddah ,7013030,NEU,PD,7013030,DECOMPRESSION OF OPTIC NERVE - OPTIC CANAL PART  - W/OUT IMPLANT,3
SGH Jeddah ,7013031,NEU,PD,7013031,OPTIC NERVE SHEETH FENESTRATION  - / W/OUT IMPLANT,3
SGH Jeddah ,7013032,NEU,PD,7013032,EXCISION OF BASAL ENCEPHALOCELE  - W/OUT IMPLANT,3
SGH Jeddah ,7013033,NEU,PD,7013033,CRANIAL VAULT REMODELING FOR CRANIOSYNOSTOIS  - W/OUT IMPLANT,3
SGH Jeddah ,7013034,NEU,PD,7013034,TRANSFONTANEL  INTRAVENTRICULAR TAP,0
SGH Jeddah ,7013035,NEU,PD,7013035,VP SHUNT REVISION (PROXIMAL REVISION)  - W/OUT IMPLANT,3
SGH Jeddah ,7013036,NEU,PD,7013036,VP-SHUNT REVISION (DISTAL REVISION)  - W/OUT IMPLANT,3
SGH Jeddah ,7013037,NEU,PD,7013037,VP-SHUNT REVISION (COMPLETE REVISION)  - W/OUT IMPLANT,3
SGH Jeddah ,7013038,NEU,PD,7013038,TRIGEMINAL NERVE RADIOFREQUENCY ABALATION,3
SGH Jeddah ,7013039,NEU,PD,7013039,SURGERY FOR UNUSUAL NERVE ENTRAPMENT OR INJURY,3
SGH Jeddah ,7013040,NEU,PD,7013040,RESECTION OF PERIPHERAL NERVE TUMOR,3
SGH Jeddah ,7013041,NEU,PD,7013041,RESECTION OF BRACHIAL PLEXUS TUMOR,4
SGH Jeddah ,7013042,NEU,PD,7013042,RESECTION OF LUMBOSACRAL PLEXUS TUMOR,4
SGH Jeddah ,7013043,NEU,PD,7013043,SELECTIVE DORSAL ROOT RHIZOTOMY FOR SPASTICITY - 1 TO 2 LEVELS,5
SGH Jeddah ,7013044,NEU,PD,7013044,SELECTIVE DORSAL ROOT RHIZOTOMY FOR SPASTICITY - EACH ADDITIONAL LEVELS,5
SGH Jeddah ,7013045,NEU,PD,7013045,DISC NUCLEOPLASTY  - ONE LEVEL - W/OUT IMPLANT,1
SGH Jeddah ,7013046,NEU,PD,7013046,CERVICAL/LUMBAR INTRA DISCAL CHEMONUCLEOLYSIS - ONE LEVEL,1
SGH Jeddah ,7013047,NEU,PD,7013047,CERVICAL/LUMBAR INTRA DISCAL CHEMONUCLEOLYSIS - TWO LEVELS,1
SGH Jeddah ,7013048,NEU,PD,7013048,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - ONE LEVEL,4
SGH Jeddah ,7013049,NEU,PD,7013049,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - TWO LEVELS,4
SGH Jeddah ,7013050,NEU,PD,7013050,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - THREE LEVELS,4
SGH Jeddah ,7013051,NEU,PD,7013051,LUMBAR DECOMPRESSIVE LAMINECTOMY FOR CANAL STENOSIS - MORE THAN THREE LEVELS,4
SGH Jeddah ,7013052,NEU,PD,7013052,ANTEROLAT./POSTERIOLAT. THORACIC/LUMBAR CORPECTOMY - ONE LEVEL - W/OUT IMPLANT,5
SGH Jeddah ,7013053,NEU,PD,7013053,ANTEROLAT./POSTERIOLAT. THORACIC/LUMBAR CORPECTOMY - EACH ADDITIONAL LEVEL,0
SGH Jeddah ,7013054,NEU,PD,7013054,INSERTION OF CERVICAL DISC PROSTHESIS - ONE LEVEL  - W/OUT IMPLANT,3
SGH Jeddah ,7013055,NEU,PD,7013055,INSERTION OF CERVICAL DISC PROSTHESIS - TWO LEVELS  -W/OUT IMPLANT,3
SGH Jeddah ,7013056,NEU,PD,7013056,POSTERIOR CERVICAL FUSION AND INSTRUMENTATION - ONE LEVEL ,5
SGH Jeddah ,7013057,NEU,PD,7013057,FOR EACH ADDITIONAL LEVEL OF POSTERIOR CERVICAL FUSION AND INSTRUMENTATION ,0
SGH Jeddah ,7013058,NEU,PD,7013058,ODONTOID SCREW FIXATION  - W/OUT IMPLANT,4
SGH Jeddah ,7013059,NEU,PD,7013059,CERVICAL VERTERBRAL CORDECTOMY +  FUSION WITH CAGE - ONE LEVEL - W/OUT IMPLANT,4
SGH Jeddah ,7013060,NEU,PD,7013060,CERVICAL VERTERBRAL CORDECTOMY + FUSION W/CAGE - EACH ADDITIONAL. LEVEL,0
SGH Jeddah ,7013061,NEU,PD,7013061,ANTERIOR CERVICAL FIXATION - ONE LEVEL - W/OUT IMPLANT,4
SGH Jeddah ,7013062,NEU,PD,7013062,ANTERIOR CERVICAL FIXATION - EACH ADDITIONAL LEVEL,0
SGH Jeddah ,7013063,NEU,PD,7013063,REDUCTION OF CERVICAL FACET DISLOCATION WITH TRACTION DEVICE  - W/OUT IMPLANT,0
SGH Jeddah ,7013064,NEU,PD,7013064,EXCISION OF LESION INTRASPINAL - INTRADURAL -INTRAMEDULLARY,5
SGH Jeddah ,7013065,NEU,PD,7013065,POSTERIOR THORACOLUMBAR FUSION AND STABILIZATION - ONE LEVEL - W/OUT IMPLANT,5
SGH Jeddah ,7013066,NEU,PD,7013066,POSTERIOR FUSION AND STABILIZATION - EACH ADDITIONAL LEVEL,0
SGH Jeddah ,7013067,NEU,PD,7013067,PERCUTANEOUS POSTERIOR FUSION & STABILIZATION - ONE LEVEL ,5
SGH Jeddah ,7013068,NEU,PD,7013068,PERCUTANEOUS POSTERIOR FUSION & STABILIZATION - EACH ADDITIONAL LEVEL,0
SGH Jeddah ,7013069,NEU,PD,7013069,TRANSFORAMINAL LUMBAR INTERBODY FUSION AND FIXATION - ONE LEVEL - W/OUT IMPLANT,5
SGH Jeddah ,7013070,NEU,PD,7013070,TRANSFORAMINAL LUMBAR INTERBODY FUSION AND FIXATION - EACH ADDITIONAL LEVEL,0
SGH Jeddah ,7013071,NEU,PD,7013071,PERCUTAN. TRANSFORAMIN LUMBAR INTERBODY FUSION&FIXATION-ONE LEVEL-W/OUT IMPLANT,5
SGH Jeddah ,7013072,NEU,PD,7013072,PERCUTAN. TRANSFORAMIN LUMBAR INTERBODY FUSION&FIXATION - EACH ADDITIONAL LEVEL,0
SGH Jeddah ,7013073,NEU,PD,7013073,PERCUTANEOUS VERTEBRAL BODY/ INTERVERTEBRAL DISC BIOPSY ,1
SGH Jeddah ,7013074,NEU,PD,7013074,OPEN VERTEBRAL BODY/ INTERVERTEBRAL DISC BIOPSY,1
SGH Jeddah ,7013075,NEU,PD,7013075,LUMBAR DISCECTOMY ANTERIOR/LATERAL APPROACH  + FUSION - ONE LEVEL-W/OUT IMPLANT,5
SGH Jeddah ,7013076,NEU,PD,7013076,LUMBAR DISCECTOMY ANTERIOR/LATERAL APPROACH - EACH ADDITIONAL LEVEL,0
SGH Jeddah ,7013077,NEU,PD,7013077,POSTERIOR SPINAL FUSION AND FIXATION FOR SCOLIOSIS OR KYPHOSIS - W/OUT IMPLANT,5
SGH Jeddah ,7013078,NEU,PD,7013078,RE-EXPLORATION & ADJUST. OF SPINAL FIXATION FOR SCOLIOSIS/KYPHOSIS-W/OUT IMPLANT,5
SGH Jeddah ,7013079,NEU,PD,7013079,REVISION OF FAILED SCOLIOSIS OR KYPHOSIS SURGERY  - W/OUT IMPLANT,5
SGH Jeddah ,7013080,NEU,PD,7013080,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM) - ONE LEVEL,5
SGH Jeddah ,7013081,NEU,PD,7013081,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM) - TWO LEVEL,5
SGH Jeddah ,7013082,NEU,PD,7013082,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM)-THREE LEVEL,5
SGH Jeddah ,7013083,NEU,PD,7013083,REVISION SPINAL FIXATION + ADJUSTMENT OF SPINAL IMPLANT (CER/TH/LUM)-MORE THAN THREE LEVEL,5
SGH Jeddah ,7013084,NEU,PD,7013084,TRANS ORAL/TRANS NASAL ODONTOIDECTOMY,4
SGH Jeddah ,7013085,NEU,PD,7013085,MIS/ENDOSCOPIC LUMBAR/CERVICAL FACET MEDIAL BRANCH NERVE RHIZOTOMY - ONE LEVEL,2
SGH Jeddah ,7013086,NEU,PD,7013086,MIS/ENDOSCOPIC LUMBAR/CERVICAL FACET MEDIAL BRANCH NERVE RHIZO.-EACH ADD. LEVEL,0
SGH Jeddah ,7013087,NEU,PD,7013087,MIS/ENDOSCOPIC SACROILIAC JOINT - SACRAL NERVES RHIZOTOMY  - ONE SIDE,3
SGH Jeddah ,7013088,NEU,PD,7013088,MIS/ENDOSCOPIC SACROILIAC JOINT - SACRAL NERVES RHIZOTOMY  - TWO SIDES,3
SGH Jeddah ,7013089,NEU,PD,7013089,MIS/ENDOSCOPIC COCCYGEAL RHIZOTOMY ,3
SGH Jeddah ,7013090,NEU,PD,7013090,LUMBAR/CERVICAL FACET JOINT MEDIAL BR. NERVE DIAG. BLOCK -IN OR ROOM-ONE LEVEL,0
SGH Jeddah ,7013091,NEU,PD,7013091,LUMBAR/CER. FACET JOINT MED. BR. NERVE DIAG. BLOCK -IN OR ROOM - EACH ADD. LEVEL,0
SGH Jeddah ,7013092,NEU,PD,7013092,SACROILIAC JOINT INJECTION - DIAGNOSTIC BLOCK  (IN OPERATING ROOM) - ONE SIDE,0
SGH Jeddah ,7013093,NEU,PD,7013093,SACROILIAC JOINT INJECTION - DIAGNOSTIC BLOCK  (IN OPERATING ROOM) - TWO SIDES,0
SGH Jeddah ,7013094,NEU,PD,7013094,RADIOFREQUENCY-  LUMBAR OR CERVICAL FACETMEDIAL BRANCH NERVE - ONE LEVEL,0
SGH Jeddah ,7013095,NEU,PD,7013095,RADIOFREQUENCY-  LUMBAR OR CERVICAL FACET MEDIAL BRANCH NERVE - EACH ADD. LEVEL,0
SGH Jeddah ,7013096,NEU,PD,7013096,RADIOFREQUENCY-  SACROILIAC JOINT - SACRAL NERVES RADIOFREQUENCY - ONE SIDE,0
SGH Jeddah ,7013097,NEU,PD,7013097,RADIOFREQUENCY-  SACROILIAC JOINT SACRAL NERVES  - TWO SIDES,0
SGH Jeddah ,7013098,NEU,PD,7013098,RADIOFREQUENCY- COCCYGEAL NERVES FOR COCCYDYNIA,0
SGH Jeddah ,7013099,NEU,PD,7013099,SPINAL NERVE DIAGNOSTIC BLOCK  (IN OPERATING ROOM),0
SGH Jeddah ,7013100,NEU,PD,7013100,SPINAL NERVE DIAGNOSTIC BLOCK  (IN OPERATING ROOM) - EACH ADDITIONAL NERVE BLOCK,0
SGH Jeddah ,7013101,NEU,PD,7013101,PERIPHERAL NERVE DIAGNOSTIC BLOCK  (IN OPERATING ROOM)  - ONE NERVE,0
SGH Jeddah ,7013102,NEU,PD,7013102,LUMBAR OR CERVICAL EPIDURAL INJECTION,0
SGH Jeddah ,8011001,OPT,PD,8011001,DRILL OF HYDERAL IMPLANT WITH ARTIFICIAL EYE,1
SGH Jeddah ,8011002,OPT,PD,8011002,ENUCULATION WITH HYDROXY. ORBITAL,2
SGH Jeddah ,8011003,OPT,PD,8011003,ENUCLEATION OR EVISCERATION WITH PROSTHETIC IMPLANT,1
SGH Jeddah ,8011004,OPT,PD,8011004,ENUCLEATION OR EVISCERATION OF EYE BALL,1
SGH Jeddah ,8011005,OPT,PD,8011005,EXENTRATION,2
SGH Jeddah ,8011006,OPT,PD,8011006,IMPLANTATION OF HYDERAL ORBITAL IN ENUCULATION.,2
SGH Jeddah ,8011007,OPT,PD,8011007,IMPLANTATION OF REGULAR IN ENUCULATION OR EVISCERATION,1
SGH Jeddah ,8011008,OPT,PD,8011008,OPTIC NERVE SHEATH FENES – ONSF,2
SGH Jeddah ,8011009,OPT,PD,8011009,ORBITAL EXPLORATION,1
SGH Jeddah ,8011010,OPT,PD,8011010,ORBITAL TUMOUR BIOPSY,1
SGH Jeddah ,8011011,OPT,PD,8011011,ORBITAL TUMOUR EXCISION,1
SGH Jeddah ,8011012,OPT,PD,8011012,POSTERIOR ORBITAL EXPLORATION,2
SGH Jeddah ,8011013,OPT,PD,8011013,POSTERIOR ORBITAL TUMOUR,2
SGH Jeddah ,8011014,OPT,PD,8011014,RECONSTRUCTION OF ORBITAL BASE FRACTURE,2
SGH Jeddah ,8011015,OPT,PD,8011015,SOCKET RECONSTRUCTION,1
SGH Jeddah ,8011016,OPT,PD,8011016,SQUINT REPAIR (ONE OR BOTH EYES),1
SGH Jeddah ,8011017,OPT,PD,8011017,SQUINT REPAIR SECOND STAGE (ONE OR BOTH EYES),1
SGH Jeddah ,8011018,OPT,PD,8011018,THYROID ORBITAL DECOMPRESSION (BOTH EYES),2
SGH Jeddah ,8011019,OPT,PD,8011019,THYROID ORBITAL DECOMPRESSION (ONE EYE),2
SGH Jeddah ,8012001,OPT,PD,8012001,BILATERAL PTOSIS REPAIR WITH FRESH FASC.,2
SGH Jeddah ,8012002,OPT,PD,8012002,BILATERAL LEVATOR MUS. RECESSION,2
SGH Jeddah ,8012003,OPT,PD,8012003,BILATERAL  BLEPHAROPLASTY UPPER LID,2
SGH Jeddah ,8012004,OPT,PD,8012004,BILATERAL  MYECTOMY LOWER LID,2
SGH Jeddah ,8012005,OPT,PD,8012005,BILATERAL BLEPHAROPLASTY LOWER LID ,2
SGH Jeddah ,8012006,OPT,PD,8012006,BILATERAL EYE BROW PLASTY,2
SGH Jeddah ,8012007,OPT,PD,8012007,BILATERAL FULL  MYECTOMY UPPER LID,2
SGH Jeddah ,8012008,OPT,PD,8012008,BILATERAL LIMITED MYECTOMY UPPER LID,2
SGH Jeddah ,8012009,OPT,PD,8012009,BILATERAL REPAIR ENTR. ECTROPIN ,2
SGH Jeddah ,8012010,OPT,PD,8012010,BILATERAL SIM. PTOSIS REPAIR,2
SGH Jeddah ,8012011,OPT,PD,8012011,BILATERAL TARSAL STRIP,2
SGH Jeddah ,8012012,OPT,PD,8012012,BILATERAL TARSAL STRIP WITH GRAFT,2
SGH Jeddah ,8012013,OPT,PD,8012013,BOTULIUM TOXIN INJECTION,2
SGH Jeddah ,8012014,OPT,PD,8012014,COMPLEX LID RECONSTRUCTION,2
SGH Jeddah ,8012015,OPT,PD,8012015,ELECTROLYSIS FOR EYE LASHES IN O.R.,2
SGH Jeddah ,8012016,OPT,PD,8012016,EXCISION OF LID TUMOR WITH RECONSTRUCTION WITH FLAP,2
SGH Jeddah ,8012017,OPT,PD,8012017,EXCISION OF LID TUMOUR,2
SGH Jeddah ,8012018,OPT,PD,8012018,EXCISION OF MULTI CHALAZION IN OR,2
SGH Jeddah ,8012019,OPT,PD,8012019,EXCI.MULTIPLE SMALL LID GROW,2
SGH Jeddah ,8012020,OPT,PD,8012020,EXCISION OF CHALAZION U.G.A.,2
SGH Jeddah ,8012021,OPT,PD,8012021,EXCISION OF LID TUMOURWITHHISTOPATHOLOGY ANALYSIS,2
SGH Jeddah ,8012022,OPT,PD,8012022,EXCISION OF SMALL LID GROWTH IN O.R. ,2
SGH Jeddah ,8012023,OPT,PD,8012023,EYE PLASTIC SURGERY,2
SGH Jeddah ,8012024,OPT,PD,8012024,GOLD WEIGHT LID IMPLANTATION,2
SGH Jeddah ,8012025,OPT,PD,8012025,LID RECONSTRUCTION USING FLAPES OR GRAFT,2
SGH Jeddah ,8012026,OPT,PD,8012026,PTOSIS REPAIR (ONE EYE),2
SGH Jeddah ,8012027,OPT,PD,8012027,RECONSTRUCTION OF LID LACERATION,2
SGH Jeddah ,8012028,OPT,PD,8012028,REPAIR OF ENTROPION OR ECTROPION (BOTH EYES),2
SGH Jeddah ,8012029,OPT,PD,8012029,REPAIR OF ENTROPION OR ECTROPION (ONE EYE),2
SGH Jeddah ,8012030,OPT,PD,8012030,REPAIR OF SIMPLE LIDWITHEXPLORA,2
SGH Jeddah ,8012031,OPT,PD,8012031,REPAIR OF SMALL WOUND OF LID,2
SGH Jeddah ,8012032,OPT,PD,8012032,SIMPLE LID RECONSTRUCTION,2
SGH Jeddah ,8012033,OPT,PD,8012033,TARSORRHAPHY (ONE EYE),2
SGH Jeddah ,8012034,OPT,PD,8012034,TRICHIASIS REPAIR (BOTH EYES),2
SGH Jeddah ,8012035,OPT,PD,8012035,TRICHIASIS REPAIR (ONE EYE),2
SGH Jeddah ,8012036,OPT,PD,8012036,UNILATERAL LEVATOR MUS. RECESSION,2
SGH Jeddah ,8012037,OPT,PD,8012037,UNILATERAL PTOSIS REPAIRWITHFRESH,2
SGH Jeddah ,8012038,OPT,PD,8012038,UNILATERAL BLEPHAROPLASTY LOWER LID,2
SGH Jeddah ,8012039,OPT,PD,8012039,UNILATERAL BLEPHAROPLASTY UPPER LID,2
SGH Jeddah ,8012040,OPT,PD,8012040,UNILATERAL EYE BROW PLASTY,2
SGH Jeddah ,8012041,OPT,PD,8012041,UNILATERAL FULL  MYECTOMY LOWER LID,2
SGH Jeddah ,8012042,OPT,PD,8012042,UNILATERAL FULL  MYECTOMY UPPER LID,2
SGH Jeddah ,8012043,OPT,PD,8012043,UNILATERAL LIMITED MYECTOMY UPPER LID,2
SGH Jeddah ,8012044,OPT,PD,8012044,UNILATERAL REPAIR ENTR. ECTROPIN,2
SGH Jeddah ,8012045,OPT,PD,8012045,UNILATERAL TARSAL STRIP,2
SGH Jeddah ,8012046,OPT,PD,8012046,UNILATERAL TARSAL STRIP WITH GRAFT,2
SGH Jeddah ,8013001,OPT,PD,8013001,BALLOON DACRYOPLASTY ,D/C
SGH Jeddah ,8013002,OPT,PD,8013002,BILATERAL MEDIAL SPINDLE SURGERY,D/C
SGH Jeddah ,8013003,OPT,PD,8013003,BILATERAL PROBING WITH SYRINGINGWITHINTUBATION  ,D/C
SGH Jeddah ,8013004,OPT,PD,8013004,BILATERAL PUNCTAL OCCLUSION,D/C
SGH Jeddah ,8013005,OPT,PD,8013005,BIOPSY OF LACRIMAL GLAND TUMORWITHHISTOPATH. ANALYSIS,D/C
SGH Jeddah ,8013006,OPT,PD,8013006,COLLAGEN PLUG,0
SGH Jeddah ,8013007,OPT,PD,8013007,D.C.R. / DACRYOCYSTORHINOSTOMY,1
SGH Jeddah ,8013008,OPT,PD,8013008,DACRYOCYSTECTOMY,D/C
SGH Jeddah ,8013009,OPT,PD,8013009,DCRWITHCANALICULAR RECONSTRUCTION,D/C
SGH Jeddah ,8013010,OPT,PD,8013010,DCRWITHLESTER JONES TUBE,D/C
SGH Jeddah ,8013011,OPT,PD,8013011,EXCISION OF LACRIMAL GLAND,D/C
SGH Jeddah ,8013012,OPT,PD,8013012,PROBING WITH SYRINGING U.G.A. (BOTH EYES),D/C
SGH Jeddah ,8013013,OPT,PD,8013013,PROBING WITH SYRINGING U.G.A. (ONE EYE),D/C
SGH Jeddah ,8013014,OPT,PD,8013014,RECONSTRUCTION OF LACRIMAL DUCTS WITH TUBE,D/C
SGH Jeddah ,8013015,OPT,PD,8013015,SILICONE INTUBATION ONE EYE,D/C
SGH Jeddah ,8013016,OPT,PD,8013016,TEMPRORY ARTERY BIOPSY,D/C
SGH Jeddah ,8013017,OPT,PD,8013017,THREE SNIP OPERATION (BOTH EYES),D/C
SGH Jeddah ,8013018,OPT,PD,8013018,THREE SNIP OPERATION (ONE EYE),D/C
SGH Jeddah ,8013019,OPT,PD,8013019,UNILATERAL MEDIA SPINDLE SURGERY,D/C
SGH Jeddah ,8013020,OPT,PD,8013020,UNILATERAL PROBING WITH SYRINGING WITH INTUBATION ,D/C
SGH Jeddah ,8013021,OPT,PD,8013021,UNILATERAL PUNCTAL OCCLUSION ,D/C
SGH Jeddah ,8014001,OPT,PD,8014001,AMNIOTIC MEMBRANE GRAFT ,1
SGH Jeddah ,8014002,OPT,PD,8014002,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (INSIDE HOSPITAL),D/C
SGH Jeddah ,8014003,OPT,PD,8014003,ANTERIOR CHAMBER REFORMATION POST OPERATIVE (OTHER HOSPITAL),D/C
SGH Jeddah ,8014004,OPT,PD,8014004,ANTERIOR CHAMBER WASH  ,D/C
SGH Jeddah ,8014005,OPT,PD,8014005,ANTERIOR STROMAL PUNCTURE / UGA,D/C
SGH Jeddah ,8014006,OPT,PD,8014006,BALLOON DACYOPLASTY ,D/C
SGH Jeddah ,8014007,OPT,PD,8014007,BILATERAL PUNCTAL OCCLUSION ,D/C
SGH Jeddah ,8014008,OPT,PD,8014008,BIOPSY OF CONJ. TUMOURWITHHISTOPATHOLOGY ANALYSIS ,D/C
SGH Jeddah ,8014009,OPT,PD,8014009,CHAMBER DRANIAGE ( OUTSIDE HOSPITAL),D/C
SGH Jeddah ,8014010,OPT,PD,8014010,CHAMBER DRAINAGE ( INSIDE  HOSPITAL ),D/C
SGH Jeddah ,8014011,OPT,PD,8014011,COLLAGEN PLUG ,D/C
SGH Jeddah ,8014012,OPT,PD,8014012,CONJUNCTIVAL REVISION ,D/C
SGH Jeddah ,8014013,OPT,PD,8014013,CONJUNCTIVAL REVISION (INSIDE  HOSPITAL) ,D/C
SGH Jeddah ,8014014,OPT,PD,8014014,CORNEAL IMPLANTATION SECOND STAGE,D/C
SGH Jeddah ,8014015,OPT,PD,8014015,CORNEAL TRANSPLANT (KERATOPLASTY (PKP)),3
SGH Jeddah ,8014016,OPT,PD,8014016,CORNEAL WOUND SUTURING,D/C
SGH Jeddah ,8014017,OPT,PD,8014017,CORNIAL RING,D/C
SGH Jeddah ,8014018,OPT,PD,8014018,EXCISION OF CONJUNCTIVAL TUMOUR ,D/C
SGH Jeddah ,8014019,OPT,PD,8014019,EXCISION OF CORNEAL TUMOUR WITH ,D/C
SGH Jeddah ,8014020,OPT,PD,8014020,GRAFT REPLACMENT (IN-HOSPITAL),D/C
SGH Jeddah ,8014021,OPT,PD,8014021,IOL REPOSITIONING ( INSIDE HOSPITAL),D/C
SGH Jeddah ,8014022,OPT,PD,8014022,IOL REPOSITIONING ( OTHER HOSPITAL ),D/C
SGH Jeddah ,8014023,OPT,PD,8014023,KERATOPLASTY WITH CATARACT WITH EXT. IOL,2
SGH Jeddah ,8014024,OPT,PD,8014024,KERATOPLASTY WITH SECONDARY IOL,2
SGH Jeddah ,8014025,OPT,PD,8014025,KERATOPROSTHESIS,2
SGH Jeddah ,8014026,OPT,PD,8014026,LAMELLAR KERATOPLASTYWITHSCLEROPLASTY,2
SGH Jeddah ,8014027,OPT,PD,8014027,LENS INTRAOCULAR LENS,0
SGH Jeddah ,8014028,OPT,PD,8014028,PHOTOTHERAPETUCI KERATECTOMY (P.T.K.) ONE EYE,D/C
SGH Jeddah ,8014029,OPT,PD,8014029,PTERYGIUM EXCISION,D/C
SGH Jeddah ,8014030,OPT,PD,8014030,PTERYGIUM EXCISIONWITHCONJ. GRAFT,D/C
SGH Jeddah ,8014031,OPT,PD,8014031,PTERYGIUM EXCISION WITH LAMELLAR KERATOPLASTY,D/C
SGH Jeddah ,8014032,OPT,PD,8014032,REMOVAL OF DEEP CORNEAL F.B.,D/C
SGH Jeddah ,8014033,OPT,PD,8014033,REMOVAL OF FOREIGN BODY (G.A.),D/C
SGH Jeddah ,8014034,OPT,PD,8014034,REMOVAL OF P.K.P. SUTURES (OPERATION OTHER HOSPITAL),0
SGH Jeddah ,8014035,OPT,PD,8014035,REPAIR OF CONJUNCTIVAL LACERATION,0
SGH Jeddah ,8014036,OPT,PD,8014036,CORNEAL TATTOING,0
SGH Jeddah ,8015001,OPT,PD,8015001,ANT CHAMBER PHAKIC LENS ,D/C
SGH Jeddah ,8015002,OPT,PD,8015002,ANTERIOR CHAMBER – PHAKO IOL,D/C
SGH Jeddah ,8015003,OPT,PD,8015003,ARTISAN PHAKIC LENS,D/C
SGH Jeddah ,8015004,OPT,PD,8015004,CORNEAL RING REMOVAL (DONE OUTSIDE),D/C
SGH Jeddah ,8015005,OPT,PD,8015005,CROSSLINKING  (  ONE EYE ),D/C
SGH Jeddah ,8015006,OPT,PD,8015006,CROSSLINKING  (  TWO EYES ),D/C
SGH Jeddah ,8015007,OPT,PD,8015007,CXL AVEDRO  (ONE EYE),D/C
SGH Jeddah ,8015008,OPT,PD,8015008,CXL AVEDRO  (TWO EYES),D/C
SGH Jeddah ,8015009,OPT,PD,8015009,EPILASIK ( ONE EYE ),D/C
SGH Jeddah ,8015010,OPT,PD,8015010,EPILASIK (TWO EYES),D/C
SGH Jeddah ,8015011,OPT,PD,8015011,EXTRACAPSULAR C. LENSWITHIOL HYPE,D/C
SGH Jeddah ,8015012,OPT,PD,8015012,EXTRACAPSULAR CL. LENSWITHIOL H.M.,D/C
SGH Jeddah ,8015013,OPT,PD,8015013,EXTRACAPSULAR CLEAR LENS H.M.,D/C
SGH Jeddah ,8015014,OPT,PD,8015014,FERRARA ICRS (ONE RING),D/C
SGH Jeddah ,8015015,OPT,PD,8015015,FERRARA ICRS (TWO RINGS),D/C
SGH Jeddah ,8015016,OPT,PD,8015016,FLAP RESPOSITION - CLEANING,D/C
SGH Jeddah ,8015017,OPT,PD,8015017,HOLMIUM THERMOKERATOPLASTY LTK ,D/C
SGH Jeddah ,8015018,OPT,PD,8015018,HYPEROPIC KERATOMIL. HKM - HALK,D/C
SGH Jeddah ,8015019,OPT,PD,8015019,ICL PHAKIC LENS ,D/C
SGH Jeddah ,8015020,OPT,PD,8015020,IDESIGN CUSTOMIZED LASIK (ONE EYE),D/C
SGH Jeddah ,8015021,OPT,PD,8015021,IDESIGN CUSTOMIZED LASIK (TWO EYES),D/C
SGH Jeddah ,8015022,OPT,PD,8015022,INTACS ICRS (ONE RING)   ,D/C
SGH Jeddah ,8015023,OPT,PD,8015023,INTACS ICRS (TWO RINGS)   ,D/C
SGH Jeddah ,8015024,OPT,PD,8015024,INTACS SK (TWO RING)   ,D/C
SGH Jeddah ,8015025,OPT,PD,8015025,INTACS SK CORNEAL RING   ,D/C
SGH Jeddah ,8015026,OPT,PD,8015026,IRS CLAW PHAKIC (IOL)   ,D/C
SGH Jeddah ,8015027,OPT,PD,8015027,LASIK - 2ND STAGE (OUTSIDE)   ,D/C
SGH Jeddah ,8015028,OPT,PD,8015028,LASIK ENHANCMENT (> 3 YEARS),D/C
SGH Jeddah ,8015029,OPT,PD,8015029,LASIK ENHANCEMENT (FROM 1-3 YEARS)   ,D/C
SGH Jeddah ,8015030,OPT,PD,8015030,LASIK ON PSEUDOPHAKIC (DONE INSIDE)  ,D/C
SGH Jeddah ,8015031,OPT,PD,8015031,LASIK ON PSEUDOPHAKIC (DONE OUTSIDE)  ,D/C
SGH Jeddah ,8015032,OPT,PD,8015032,LASIK OVER PKP  ,D/C
SGH Jeddah ,8015033,OPT,PD,8015033,LASIK OVER PKP (DONE OUTSIDE)  ,D/C
SGH Jeddah ,8015034,OPT,PD,8015034,MYOPIC REPAIR SECOND STAGE  ,D/C
SGH Jeddah ,8015035,OPT,PD,8015035,MYORING CORNEAL RING,D/C
SGH Jeddah ,8015036,OPT,PD,8015036,PHOTO. KERA. ASTIGM.-PAK VISX,D/C
SGH Jeddah ,8015037,OPT,PD,8015037,PHOTOREFRACTIVE KERATECTOMY [P.R.K.] (ONE EYE),D/C
SGH Jeddah ,8015038,OPT,PD,8015038,POSTERIOR  CHAMBER – PHAKO IOL,D/C
SGH Jeddah ,8015039,OPT,PD,8015039,PRESBYOPIC LASIK ( ONE EYE )  ,D/C
SGH Jeddah ,8015040,OPT,PD,8015040,PRESBYOPIC LASIK ( TWO EYES )  ,D/C
