SERVICE CODE,SERVICE DESCRIPTION,CATEGORY,gowth
7123013,C & S RECTAL,LABORATORY,128.25
7123014,C & S SEMEN,LABORATORY,128.25
7123015,C & S SKIN,LABORATORY,128.25
7123016,C & S SPUTUM,LABORATORY,128.25
7123017,C & S STOOL,LABORATORY,128.25
7123018,C & S SWINE FLU (H1N1),LABORATORY,142.5
7123019,C & S THROAT,LABORATORY,128.25
7123020,C & S UMBILICAL,LABORATORY,128.25
7123021,C & S URINE,LABORATORY,128.25
7123022,C & S VAGINAL,LABORATORY,128.25
7123023,DIRECT FUNGAL WET MOUNT,LABORATORY,61.75
7123024,"FERN TEST (TEST FOR LEAKAGE OF THE
AMNIOTIC FLUID)",LABORATORY,47.5
7123025,FOOD TESTING FOR COLIFORMS,LABORATORY,323.0
7123026,GENE XPERT MTB/RIF,LABORATORY,2375.0
7123027,GRAM STAINING,LABORATORY,61.75
7123028,GROUP A STREPTOCOCCAL AG,LABORATORY,190.0
7123029,NASAL SWAB FOR MRSA AND S. AUREUS BY PCR,LABORATORY,475.0
7123030,"ROUTINE CULTURE, MYCOLOGY",LABORATORY,128.25
7123031,WATER TESTING: ROUTINE BACTERIOLOGICAL ANALYSIS,LABORATORY,403.75
7124001,ROUTINE URINE ANALYSIS,LABORATORY,71.25
7124002,"GLUCOSE, URINE",LABORATORY,61.75
7124003,"KETONES, URINE",LABORATORY,33.25
7124004,"PROTEIN, URINE",LABORATORY,33.25
7124005,"PROTEIN, 24 HOURS URINE",LABORATORY,161.5
7124006,"CREATININE, 24 HOURS URINE",LABORATORY,161.5
7124007,"CALCIUM, 24 HOURS URINE",LABORATORY,161.5
7124008,ROUTINE STOOL ANALYSIS,LABORATORY,71.25
7124009,"OCCULT BLOOD, STOOL",LABORATORY,61.75
7124010,"FECAL FAT, STAIN",LABORATORY,61.75
7124011,"REDUCING SUBSTANCE, STOOL",LABORATORY,61.75
7124012,"SODIUM, 24 HOURS URINE",LABORATORY,161.5
7124013,"POTASSIUM, 24 HOURS URINE",LABORATORY,161.5
7124014,"PHOSPHOROUS, 24 HOURS URINE",LABORATORY,161.5
7124015,APT TEST,LABORATORY,80.75
7124016,URINARY UREA NITROGEN,LABORATORY,61.75
7124017,"BENCE JONES PROTEIN, URINE",LABORATORY,161.5
7124018,URINE URIC ACID,LABORATORY,61.75
7124019,ROTA VIRUS ( STOOL),LABORATORY,61.75
7124020,ADENO VIRUS ( STOOL),LABORATORY,61.75
7124021,"URIC ACID, 24 HOURS URINE",LABORATORY,161.5
7124022,"COPPER, 24 HOURS URINE",LABORATORY,123.5
7124023,"AMYLASE, 24 HOURS URINE",LABORATORY,190.0
7124024,"GLUCOSE, 24 HOURS URINE",LABORATORY,190.0
7124025,"UREA, 24 HOURS URINE",LABORATORY,190.0
7124026,"MAGNESIUM, 24 HOURS URINE",LABORATORY,190.0
7125001,ANTI-NUCLEAR ANTIBODY (ANA),LABORATORY,190.0
7125002,ASO TITER,LABORATORY,128.25
7125003,BRUCELLA AGGLUTINATION,LABORATORY,61.75
7125004,C-REACTIVE PROTEIN (CRP),LABORATORY,190.0
7125005,CRYPTOSPORRIDIUM PAVUM ANTIGEN IN STOOL,LABORATORY,142.5
7125006,ENTAMOEBA HISTOLYTICA ANTIGEN IN STOOL,LABORATORY,142.5
7125007,FEBRILE ANTIGENS (WIDAL TEST),LABORATORY,128.25
7125008,GIARDIA LAMBLIA ANTIGEN IN STOOL,LABORATORY,142.5
7125009,"HBSAG, SCREEN",LABORATORY,190.0
7125010,HELICOBACTOR PYLORI,LABORATORY,641.25
7125011,"HIV (AIDS),SCREEN",LABORATORY,71.25
7125012,HIV P24 AG,LABORATORY,190.0
7125013,HTLV,LABORATORY,190.0
7125014,INFECTIOUS MONONUCLEOSIS TEST,LABORATORY,128.25
7125015,NAT FOR BLOOD DONORS,LABORATORY,285.0
7125016,"PREGNANCY TEST, SERUM",LABORATORY,123.5
7125017,"PREGNANCY TEST, URINE",LABORATORY,61.75
7125018,PROCALICTONIN,LABORATORY,190.0
7125019,RHEUMATOID FACTOR,LABORATORY,304.0
7125020,TPHA,LABORATORY,190.0
7125021,UREA BREATH TEST,LABORATORY,641.25
7125022,RPR FOR SYPHILIS,LABORATORY,89.0625
7125023,VDRL FOR SYPHILIS,LABORATORY,61.75
7126001,HEMOGLOBIN ELECTROPHORESIS,LABORATORY,237.5
7126002,"PROTEIN ELECTROPHORESIS (SERUM, CSF, URINE)",LABORATORY,237.5
7127001,"ANTI PLATELETS, ABS DIRECT (S-F)",LABORATORY,1662.5
7127002,"ANTI PLATELETS, ABS INDIRECT (S-F)",LABORATORY,1662.5
7127003,BURST TEST,LABORATORY,617.5
7127004,"CD34 + ENUMERATION (WHOLE BLOOD, BONE MARROW, APHERESIS)",LABORATORY,760.0
7127005,DNA INDEX,LABORATORY,1472.5
7127006,"IMMUNOPHENOTYPING FOR LEUKEMIA / LYMPHOMA PANEL (WHOLE BLOOD, BONE MARROW)",LABORATORY,3705.0
7127007,LYMPHOCYTES SUBSET ANALYSIS,LABORATORY,1235.0
7127008,PHAGO TEST,LABORATORY,1425.0
7127009,PLATELET GLYCOPROTEIN BY FLOWCYTOMETRY,LABORATORY,1425.0
7127010,PNH BY FLOCYTOMETRY,LABORATORY,1425.0
7128001,HISTOPATHOLOGY BIOPSY (SMALL OR LESS THAN 5 BLOCKS,LABORATORY,403.75
7128002,HISTOPATHOLOGY BIOPSY (MEDIUM OR MORE THAN 5 BLOCKS),LABORATORY,665.0
7128003,"HISTOPATHOLOGY, GROSS ONLY",LABORATORY,80.75
7128004,"SPECIAL STAINS, HISTOPATHOLOGY, EACH",LABORATORY,80.75
7128005,"FROZEN SECTION HISTOLOGY, EACH SPECIMEN",LABORATORY,641.25
7128006,HISTOLOGY PROCESSING ONLY FOR TISSUES (OUTSIDE REF),LABORATORY,237.5
7128007,"CYTOLOGY, CERVICAL (PAP) SMEAR",LABORATORY,304.0
7128008,"CYTOLOGY, SPECIAL (SPUTUM, RESPIRATORY, URINE,...E",LABORATORY,161.5
7128009,BUCCAL SMEAR (BARR BODY),LABORATORY,161.5
7128010,FINE NEEDLE ASPIRATION CYTOLOGY,LABORATORY,403.75
7128011,"CYTOLOGY,SURFACE SKIN BX FOR FUNGUS",LABORATORY,161.5
7128012,HISTOPATHOLOGY BX (10 TO 15 BLOCKS),LABORATORY,1187.5
7128013,HISTOPATHOLOGY BX (15 TO 20 BLOCKS0,LABORATORY,1900.0
7128014,BX HISTOPATH. FOR ADENOIDECTOMY,LABORATORY,484.5
7128015,BX HISTOPATH. FOR APPENDECTOMY,LABORATORY,484.5
7128016,BX HISTOPATH. FOR BONE,LABORATORY,484.5
7128017,BX HISTOPATH. FOR BONE MASS/ CYST,LABORATORY,484.5
7128018,BX HISTOPATH. FOR BRAIN ,LABORATORY,484.5
7128019,BX HISTOPATH. FOR BREAST CORE ,LABORATORY,484.5
7128020,BX HISTOPATH. FOR BREAST LUMB EXCISION,LABORATORY,484.5
7128021,BX HISTOPATH. FOR BRONCHOSCOPIC ,LABORATORY,484.5
7128022,BX HISTOPATH. FOR BURSA EXCISION,LABORATORY,484.5
7128023,BX HISTOPATH. FOR CECUM,LABORATORY,484.5
7128024,BX HISTOPATH. FOR CERVICAL POLYP,LABORATORY,484.5
7128025,BX HISTOPATH. FOR CERVICAL PUNCH ,LABORATORY,484.5
7128026,BX HISTOPATH. FOR CHOLECYSTECTOMY,LABORATORY,484.5
7128027,BX HISTOPATH. FOR CONJUCTIVA ,LABORATORY,484.5
7128028,BX HISTOPATH. FOR DENTAL CYST,LABORATORY,484.5
7128029,BX HISTOPATH. FOR EAR BX (ONE SIDE),LABORATORY,484.5
7128030,BX HISTOPATH. FOR ECTOPIC PREGNANCY,LABORATORY,484.5
7128031,BX HISTOPATH. FOR EYE SKIN BX,LABORATORY,484.5
7128032,BX HISTOPATH. FOR FALLOPIN TUBE (ONE SIDE),LABORATORY,484.5
7128033,BX HISTOPATH. FOR FISTULA ± FISSURE,LABORATORY,484.5
7128034,BX HISTOPATH. FOR GANGLION,LABORATORY,484.5
7128035,BX HISTOPATH. FOR GINGIVAL,LABORATORY,484.5
7128036,BX HISTOPATH. FOR HERNIA SAC,LABORATORY,484.5
7128037,BX HISTOPATH. FOR ILEAL ,LABORATORY,484.5
7128038,BX HISTOPATH. FOR LID / ONE SIDE,LABORATORY,484.5
7128039,BX HISTOPATH. FOR LIP ,LABORATORY,484.5
7128040,INNERE EAR AND /OR MASTOID ,LABORATORY,484.5
7128041, SOFT TISSUE BX (< 5CM),LABORATORY,484.5
7128042,BX HISTOPATH. FOR MAXILLARY / MANDIBULAR  MASS OR CYST ,LABORATORY,484.5
7128043,BX HISTOPATH. FOR MEDIASTINAL ,LABORATORY,484.5
7128044,BX HISTOPATH. FOR NASAL MASS ,LABORATORY,484.5
7128045,BX HISTOPATH. FOR NASOPHARYNX MASS,LABORATORY,484.5
7128046,BX HISTOPATH. FOR OMENTAL NODULE,LABORATORY,484.5
7128047,BX HISTOPATH. FOR ORAL MASS/CYST,LABORATORY,484.5
7128048,BX HISTOPATH. FOR PANCREATIC MASS OR CYST,LABORATORY,484.5
7128049,BX HISTOPATH. FOR PERICARDIAL ,LABORATORY,484.5
7128050,BX HISTOPATH. FOR PHARANGEAL ,LABORATORY,484.5
7128051,BX HISTOPATH. FOR PILES,LABORATORY,484.5
7128052,BX HISTOPATH. FOR PILONIDAL SINUS,LABORATORY,484.5
7128053,BX HISTOPATH. FOR PLEURAL BX,LABORATORY,484.5
7128054,BX HISTOPATH. FOR POC (ABORTION),LABORATORY,484.5
7128055,BX HISTOPATH. FOR RECTAL BX,LABORATORY,484.5
7128056,AMBULLA OF VATER MASS BX,LABORATORY,484.5
7128057,BX HISTOPATH. FOR SCROTAL (ONE SIDE),LABORATORY,484.5
7128058,VAGINAL MASS/CYST,LABORATORY,484.5
7128059,BX HISTOPATH. FOR SPINAL CORD,LABORATORY,484.5
7128060,BX HISTOPATH. FOR SYNOVIAL,LABORATORY,484.5
7128061,BX HISTOPATH. FOR TOUNGUE,LABORATORY,484.5
7128062,BX HISTOPATH. FOR TONSILECTOMY,LABORATORY,484.5
7128063,BX HISTOPATH. FOR TRUS PROSTATE (1-2 SEPARATE CONTAINERS),LABORATORY,484.5
7128064,BX HISTOPATH. FOR TUR BLADDER TUMOR,LABORATORY,484.5
7128065,BX HISTOPATH. FOR TRUE CUT,LABORATORY,484.5
7128066,BX HISTOPATH. FOR URETER (ONE SIDE),LABORATORY,484.5
7128067,BX HISTOPATH. FOR URETHRA,LABORATORY,484.5
7128068,BX HISTOPATH. FOR UVULAR,LABORATORY,484.5
7128069,BX HISTOPATH. FOR VARICOCELE (ONE SIDE),LABORATORY,484.5
7128070,BX HISTOPATH. FOR VOCAL CORD (ONE SIDE),LABORATORY,484.5
7128071,OUTSIDE CONSULTATION FOR HISTOPATHOLOGY,LABORATORY,484.5
7128072,BX HISTOPATH. FOR COLORECTAL,LABORATORY,484.5
7128073,BX HISTOPATH. FOR JEJUNAL,LABORATORY,484.5
7128074,BX HISTOPATH. FOR CNS LESS THAN 5 CM,LABORATORY,484.5
7128075,BX HISTOPATH. FOR VULVAL MASS / CYST,LABORATORY,484.5
7128076,BX HISTOPATH. FOR CLETORAL MASS / CYST,LABORATORY,484.5
7128077,BX HISTOPATH. FOR BARTHOLIN GLAND CYST,LABORATORY,484.5
7128078,BX HISTOPATH. FOR HEMITHYROIDECTOMY,LABORATORY,484.5
7128079,BX HISTOPATH. FOR MYOMECTOMY < 5 CM,LABORATORY,484.5
7128080,SPECIMEN HISTOPATH. FOR THROMBECTOMY ,LABORATORY,484.5
7128081,SPECIMEN HISTOPATH. FOR EMBOLECTOMY ,LABORATORY,484.5
7128082,BX HISTOPATH. FOR  COLON + 1 SP STAINS,LABORATORY,579.5
7128083,BX HISTOPATH. FOR  DUODENUM + 1 SP STAINS,LABORATORY,579.5
7128084,BX HISTOPATH. FOR ENDOMETRIAL + 1 SP STAIN ,LABORATORY,579.5
7128085,BX HISTOPATH. FOR ESOPHAGEAL + 2 SP STAINS ,LABORATORY,674.5
7128086,BX HISTOPATH. FOR GASTRIC / ANTRAL / PYLORIC + 2 SP STAINS ,LABORATORY,674.5
7128087,BX HISTOPATH. FOR  LIVER + 3 SP STAINS,LABORATORY,769.5
7128088,BX HISTOPATH. FORLYMPH NODE + 1 SP STAINS ,LABORATORY,579.5
7128089,BX HISTOPATH. FOR  SKIN + 3 SP STAINS,LABORATORY,769.5
7128090,BX HISTOPATH. FOR RENAL + 3 SP STAINS ,LABORATORY,769.5
7128091,BX HISTOPATH. FOR TESTICULAR  + 1 SP STAINS (ONE SIDE),LABORATORY,579.5
7128092,BX HISTOPATH. FOR NASAL POLYP + 1 SP STAINS  (ONE SIDE),LABORATORY,579.5
7128093,BX HISTOPATH. FORM PERITONEAL MASS OR CYST (5-10 CM),LABORATORY,798.0
7128094,BX HISTOPATH. FORM PROSTATE TRUS (5-10 SEPARATE CONTAINERS),LABORATORY,798.0
7128095,BX HISTOPATH. FORM MULTIPLE SCROTAL NODULES (5-10),LABORATORY,798.0
7128096,BX HISTOPATH. FORM MYOMECTOMIES MULTIPLE (5-10 FIBROIDS),LABORATORY,798.0
7128097,BX HISTOPATH. FORM OVARIAN CYST (ONE SIDE),LABORATORY,798.0
7128098,BX HISTOPATH. FORM SUBTOTAL HYSTECTOMY,LABORATORY,798.0
7128099,BX HISTOPATH. FORM UNILATERAL OOPHRECTOMY ± TUBE,LABORATORY,798.0
7128100,BX HISTOPATH. FORM PELVIC MASS (5-10 CM),LABORATORY,798.0
7128101,BX HISTOPATH. FORM PELVIC CYST (5-10 CM),LABORATORY,798.0
7128102,BX HISTOPATH. FORM PLACENTA,LABORATORY,798.0
7128103,BX HISTOPATH. FORM BROAD LIGAMENT MASS OR CYST,LABORATORY,798.0
7128104,BX HISTOPATH. FORM AMPUTATION (ONE TOE),LABORATORY,798.0
7128105,BX HISTOPATH. FORM AMPUTATION (ONE FINGER ),LABORATORY,798.0
7128106,BX HISTOPATH. FORM PART OF DIABETIC FOOT,LABORATORY,798.0
7128107,BX HISTOPATH. FOR M SUBTOTAL THYROIDECTOMY,LABORATORY,798.0
7128108,BX HISTOPATH. FORB SLEEVE GASTROSTOMY,LABORATORY,1425.0
7128109,BX HISTOPATH. FORB JEJUNECTOMY (PARTIAL),LABORATORY,1425.0
7128110,BX HISTOPATH. FORB HEMICOLECTOMY,LABORATORY,1425.0
7128111,BX HISTOPATH. FORB COLORECTAL EXCISION (PARTIAL),LABORATORY,1425.0
7128112,BX HISTOPATH. FORB GASTROSTOMY,LABORATORY,1425.0
7128113,BX HISTOPATH. FORB PANCREATECTOMY (PARTIAL),LABORATORY,1425.0
7128114,BX HISTOPATH. FORB MANDIBLECTOMY (PARTIAL),LABORATORY,1425.0
7128115,BX HISTOPATH. FORB SALIVARY GLAND EXCISION,LABORATORY,1425.0
7128116,BX HISTOPATH. FORB LARYNGECTOMY (PARTIAL),LABORATORY,1425.0
7128117,BX HISTOPATH. FORB EYE INOCULATION,LABORATORY,1425.0
7128118,BX HISTOPATH. FORB NEPHRECTOMY PARTIAL,LABORATORY,1425.0
7128119,BX HISTOPATH. FORB URINARY BLADDER CYSTECTOMY (PARTIAL),LABORATORY,1425.0
7128120,BX HISTOPATH. FORB MULTIPLE TRUS PROSTATIC BIOPSIES (10-15 LABELED SEPARATE CONTAINERS),LABORATORY,1425.0
7128121,BX HISTOPATH. FORB PROSTATECTOMY,LABORATORY,1425.0
7128122,BX HISTOPATH. FORB SCROTAL MASSES - MULTIPLE (10-15 NODULES),LABORATORY,1425.0
7128123,BX HISTOPATH. FORB MYOMECTOMIES - MULTIPLE FIBROIDS (10-15 TUMORS),LABORATORY,1425.0
7128124,BX HISTOPATH. FORB TOTAL HYSTERECTOMY + BILATERAL SALPINGO OOPHORECTOMY,LABORATORY,1425.0
7128125,BX HISTOPATH. FORB TOTAL THYROIDECTOMY,LABORATORY,1425.0
7128126,BX HISTOPATH. FORB CERVICAL CONIZATION,LABORATORY,1425.0
7128127,BX HISTOPATH. FORB PROSTATE-TUR CHIPS (ONE CONTAINER),LABORATORY,1425.0
7128128,BX HISTOPATH. FOR B SPLENECTOMY,LABORATORY,1425.0
7128129,BX HISTOPATH. FOR B PARTIAL MASTECTOMY,LABORATORY,1425.0
7128130,BX HISTOPATH. FOR B BREAST QUADRECTOMY,LABORATORY,1425.0
7128131,BX HISTOPATH. FOR B SIMPLE MASTECTOMY,LABORATORY,1425.0
7128132,BX HISTOPATH. FOR B MODIFIED RADICAL MASTECTOMY,LABORATORY,1425.0
7128133,BX HISTOPATH. FOR B LUNG PARTIAL LOBECTOMY,LABORATORY,1425.0
7128134,BX HISTOPATH. FOR B PARTIAL PLEURAL DECORTICATION,LABORATORY,1425.0
7128135,BX HISTOPATH. FOR B CNS MASS > 5 CM,LABORATORY,1425.0
7128136,BX HISTOPATH. FOR B TOTAL HYSTERECTOMY,LABORATORY,1425.0
7128137,BX HISTOPATH. FORXB HEMICOLECTOMY + LYMPH NODE,LABORATORY,2137.5
7128138,BX HISTOPATH. FORXB HEMICOLECTOMY ± LYMPH NODE + OMENTAL TISSUE  ± SMALL INTESTINE,LABORATORY,2137.5
7128139,BX HISTOPATH. FORXB MANDIBLECTOMY + LYMPH NODES,LABORATORY,2137.5
7128140,BX HISTOPATH. FORXB LARYNGECTOMY + LYMPH NODES,LABORATORY,2137.5
7128141,BX HISTOPATH. FORXB NEPHRECTOMY TOTAL,LABORATORY,2137.5
7128142,BX HISTOPATH. FORXB RADICAL CYSTECTOMY  ± LYMPH NODE,LABORATORY,2137.5
7128143,BX HISTOPATH. FORXB ABDOMINAL PELVIC EXCENTRATION,LABORATORY,2137.5
7128144,BX HISTOPATH. FORXB AMBUTATION OF ONE LIMB,LABORATORY,2137.5
7128145,BX HISTOPATH. FORXB RADICAL MASTECTOMY,LABORATORY,2137.5
7128146,BX HISTOPATH. FORXB PARTIAL MASTECTOMY + LN ± AXILLARY CLEARANCE,LABORATORY,2137.5
7128147,BX HISTOPATH. FORXB QUADRECTOMY + LN ± AXILLARY CLEARANCE,LABORATORY,2137.5
7128148,BX HISTOPATH. FORXB SIMPLE MASTECTOMY + LN ± AXILLARY CLEARANCE,LABORATORY,2137.5
7128149,BX HISTOPATH. FORXB MODIFIED RADICAL MASTECTOMY + LN ± AXILLARY CLEARANCE,LABORATORY,2137.5
7128150,BX HISTOPATH. FORXB LUNG LOBECTOMY  + LN,LABORATORY,2137.5
7128151,BX HISTOPATH. FORXB PLEURAL COMPLETE DECORTICATION,LABORATORY,2137.5
7128152,DESCENDING  COLON,LABORATORY,579.5
7128153,TRANSVERSE COLON,LABORATORY,579.5
7128154,ASCENDING COLON,LABORATORY,579.5
7128155,CECUM,LABORATORY,579.5
7128156,CORPUS /GASTRIC MUCOSA.,LABORATORY,674.5
7128157,FUNDUS GASTRIC MUCOSA,LABORATORY,674.5
7128158,GASTRIC POLYP,LABORATORY,674.5
7128159,B- IN DUODENUM,LABORATORY,579.5
7128160,AMPULLA /DUODENUM,LABORATORY,579.5
7128161,BIOPSY HISTOPATH. FOR C -   COLON  ,LABORATORY,579.5
7128162,ENDOSCOPIC BIOPSY SIGMOID COLON,LABORATORY,579.5
7128163,PLEURAL FLUID NON-GYNECOLOGY CYTOLOGY LIQUID BASE,LABORATORY,475.0
7128164,PERITONEAL FLUID NON-GYNECOLOGY CYTOLOGY LIQUID BASE,LABORATORY,475.0
7128165,SYNOVIAL FLUID NON-GYNECOLOGY CYROLOGY LIQUID BASE,LABORATORY,475.0
7128166,CYTO.FNA.BREAST MASS (ONE SIDE),LABORATORY,484.5
7128167,CYTO.FNA.THYROID (ONE SIDE),LABORATORY,484.5
7128168,CYTO.FNA LYMPH NODE (ONE),LABORATORY,484.5
7128169,CYTO.FNA.SALIVARY GLAND,LABORATORY,484.5
7128170,CYTO.FNA. SOFT TISSUE MASS/CYST,LABORATORY,484.5
7128171,CYTO.GYN. CERVICAL SMEAR,LABORATORY,190.0
7128172,CYTO.NGYN. NASAL SMEAR (EOSINOPHELIA) ,LABORATORY,190.0
7128173,CYTO.NGYN. NIPPLE DISCHARGE (ONE SIDE)  ,LABORATORY,190.0
7128174,CYTO.NGYN. SPUTUM + 1 SP STAIN (AFB),LABORATORY,285.0
7128175,CYTO.NGYN. URINE CYTOLOGY,LABORATORY,190.0
7128176,CYTO.BF. ASCETIC FLUID,LABORATORY,356.25
7128177,CYTO.BF. PERITONEAL FLUID,LABORATORY,356.25
7128178,CYTO.BF. PELVIC FLUID,LABORATORY,356.25
7128179,CYTO.BF. PLEURAL FLUID,LABORATORY,356.25
7128180,CYTO.BF.PERICARDIAL FLUID,LABORATORY,356.25
7128181,CYTO.BF. BAL (BRONCHALVEOLAR LAVAGE),LABORATORY,356.25
7128182,CYTO.BF. BRUSH CYTOLOGY,LABORATORY,356.25
7128183,CYTO.BF. OVARIAN CYST FLUID ASPIRATION (ONE SIDE),LABORATORY,356.25
7128184,CYTO.BF. BREAST CYST FLUID ASPIRATION,LABORATORY,356.25
7128185,CYTO.BF. SYNOVIAL FLUID (ONE JOINT),LABORATORY,356.25
7128186,CYTO.BF. BARTHOLIN CYST FLUID ASPIRATION ,LABORATORY,356.25
7128187,CYTO.BF. CSF,LABORATORY,356.25
7128188,LIQUID BASED CYTOLOGY (LBC) PAP SMEAR,LABORATORY,285.0
7128189,HPV PCR,LABORATORY,570.0
7128190,HPV + LBC PROFILE,LABORATORY,617.5
7128191,PERICARDIAL FLUID NON-GYNECOLOGY CYROLOGY LIQUID BASE,LABORATORY,475.0
7128192,OTHER BODY FLUID NON-GYNECOLOGY CYTOLOGY LIQUID BASE,LABORATORY,475.0
7128193,EBER STAIN,LABORATORY,950.0
7128194,WARTHIN - STARY SILVER STAIN,LABORATORY,570.0
7129001,ACTIN (SMOOTH MUSCLE),LABORATORY,546.25
7129002,ALK,LABORATORY,546.25
7129003,ALPHA-1-FETOPROTEIN,LABORATORY,427.5
7129004,ANDROGEN RECEPTOR (AR),LABORATORY,546.25
7129005,BCL2 ONCOPROTEIN,LABORATORY,546.25
7129006,BCL6 PROTEIN,LABORATORY,546.25
7129007,BER-EP4,LABORATORY,546.25
7129008,BETA CATININ,LABORATORY,546.25
7129009,BRCA-1,LABORATORY,427.5
7129010,IGA/FITC,LABORATORY,380.0
7129011,IGG/FITC,LABORATORY,380.0
7129012,IGM/FITC,LABORATORY,380.0
7129013,C3C COMPLEMENT / FITC,LABORATORY,380.0
7129014,C4 / FITC,LABORATORY,427.5
7129015,CA-125,LABORATORY,546.25
7129017,CALDESMON,LABORATORY,427.5
7129018,CALRETININ,LABORATORY,546.25
7129019,CARCINOEMBRYONIC ANTIGEN (CEA),LABORATORY,427.5
7129020,CD10,LABORATORY,427.5
7129021,CD117 (C-KIT),LABORATORY,546.25
7129022,CD138,LABORATORY,546.25
7129023,CD15,LABORATORY,427.5
7129024,CD19,LABORATORY,546.25
7129025,CD1A ,LABORATORY,427.5
7129026,CD1A TEST,LABORATORY,427.5
7129027,CD20,LABORATORY,427.5
7129028,CD23,LABORATORY,546.25
7129029,CD3,LABORATORY,427.5
7129030,CD30,LABORATORY,427.5
7129031,CD31,LABORATORY,427.5
7129032,CD34,LABORATORY,427.5
7129033,CD4,LABORATORY,546.25
7129034,CD43,LABORATORY,546.25
7129035,"CD45, LEUCOCYTE COMMON ANTIGEN",LABORATORY,427.5
7129036,CD5,LABORATORY,546.25
7129037,CD56,LABORATORY,546.25
7129038,CD68,LABORATORY,427.5
7129039,CD7,LABORATORY,427.5
7129040,CD79A,LABORATORY,546.25
7129041,CD8,LABORATORY,427.5
7129042,CD99,LABORATORY,546.25
7129043,CDX2,LABORATORY,546.25
7129044,CHROMOGRANIN A,LABORATORY,546.25
7129045,CYCLIN D1,LABORATORY,546.25
7129046,CYTOKERATIN 19,LABORATORY,546.25
7129047,CYTOKERATIN 20,LABORATORY,427.5
7129048,CYTOKERATIN 7,LABORATORY,427.5
7129049,"CYTOKERATIN, HIGH MOLECULAR WEIGHT",LABORATORY,427.5
7129050,DESMIN,LABORATORY,546.25
7129051,DOG-1,LABORATORY,546.25
7129052,E-CADHERIN,LABORATORY,546.25
7129053,EPIDERMAL GROWTH FACTOR RECEPTOR (EFGR),LABORATORY,546.25
7129054,EPITHELIAL MEMBRANE ANTIGEN (EMA),LABORATORY,427.5
7129055,ESTROGEN RECEPTOR (ER),LABORATORY,427.5
7129056,FASCIN,LABORATORY,546.25
7129057,GCDFP-15,LABORATORY,546.25
7129058,GLIAL FIBRILLARY ACIDIC PROTEIN (GFAP),LABORATORY,546.25
7129059,HER2-NEU (E-ERBB-2) ONCOPROTEIN,LABORATORY,546.25
7129060,HMB-45,LABORATORY,427.5
7129061,HUMAN CHORIONIC GONADOTROPIN,LABORATORY,427.5
7129062,HUMAN PAPILLOMA VIRUS (HPV) COCKTAIL,LABORATORY,427.5
7129063,INHIBIN,LABORATORY,427.5
7129064,INI-1,LABORATORY,546.25
7129065,KAPPA LIGHT CHAINS,LABORATORY,427.5
7129066,KI-67 (MIB-1),LABORATORY,427.5
7129067,K-RAS,LABORATORY,546.25
7129068,LACTIC DEHYDROGENASE (LDH),LABORATORY,546.25
7129069,LAMBDA LIGHT CHAINS,LABORATORY,427.5
7129070,LYPHATIC ENDOTHELIUM MARKER,LABORATORY,427.5
7129071,MDM-2,LABORATORY,546.25
7129072,MELAN-A,LABORATORY,546.25
7129073,MESOTHELIN,LABORATORY,427.5
7129074,MOC-31,LABORATORY,546.25
7129075,MUC-5 TEST,LABORATORY,427.5
7129076,MUMI,LABORATORY,546.25
7129077,MYOGENIN TEST,LABORATORY,546.25
7129078,MYOGLOBIN TEST,LABORATORY,546.25
7129079,NEUROFILAMENT PROTEIN,LABORATORY,546.25
7129080,NEURON SPECIFIC ENOLASE (NSE),LABORATORY,427.5
7129081,OCT2,LABORATORY,546.25
7129082,OCT3,LABORATORY,546.25
7129083,P-16,LABORATORY,427.5
7129084,P53 PROTEIN,LABORATORY,546.25
7129085,P-57,LABORATORY,427.5
7129086,P-63 PROTEIN,LABORATORY,427.5
7129087,PAN CYTOKERATIN,LABORATORY,427.5
7129088,PLACENTAL ALKALINE PHOSPHATASE (PLAP),LABORATORY,546.25
7129089,PROGESTERONE RECEPTOR (PR),LABORATORY,427.5
7129090,PROSTATE SPECIFIC ANTIGEN,LABORATORY,546.25
7129092,RACEMACE,LABORATORY,546.25
7129093,S-100,LABORATORY,427.5
7129094,SALL4,LABORATORY,546.25
7129095,SOX-10,LABORATORY,546.25
7129096,SOX-4,LABORATORY,546.25
7129097,SYNAPTOPHYSIN,LABORATORY,546.25
7129098,TCR,LABORATORY,546.25
7129099,TCR-GAMMA,LABORATORY,546.25
7129100,THYROGLOBULIN (IMMUNOHISTOCHEMISTRY),LABORATORY,427.5
7129101,THYROID TRANSCRIPTION FACTOR (TTF-1),LABORATORY,546.25
7129102,TYROCINASE,LABORATORY,546.25
7129104,WT-1,LABORATORY,546.25
7131001,BLOOD GROUP (ABO & RH),BLOOD BANK,80.75
7131002,DIRECT COOMB'S,BLOOD BANK,114.0
7131003,INDIRECT COOMB'S (ANTIBODY SCREEN),BLOOD BANK,147.25
7131004,ANTIBODY IDENTIFICATION,BLOOD BANK,237.5
7131005,ANTI-D TITER,BLOOD BANK,128.25
7131006,COLD AGGLUTININS,BLOOD BANK,61.75
7131007,CROSS MATCHING (ONE UNIT),BLOOD BANK,285.0
7131008,FRESH FROZEN PLASMA  ,BLOOD BANK,617.5
7131009,PLATELET CONCETNRATE  ,BLOOD BANK,308.75
7131010,VENESECTION,BLOOD BANK,142.5
