Unified Code,Unified Description,Type,SBS V2,LOS,Discount 3 years contract,Price 2026
FMLAB-6853,PORPHOBILINOGEN QUANT.,Lab,73050-28-40,-,0.15,226.7
FMLAB-9659,Porphyrins In Faeces,Lab,73050-28-90,-,0.15,1986.9
FMLAB-9111,Porphyrins In Urine,Lab,73050-28-70,-,0.15,1682.4
FMLAB-8508,POST COITAL URINE,Lab,73050-37-80,-,0.15,182.0
FMLAB-2042,Post Prandial Sugar Pp,Lab,73050-15-70,-,0.15,52.3
FMLAB-2087,Potassium (K) In Urine,Lab,73050-29-10,-,0.15,119.3
FMLAB-2030,Potassium In Serum,Lab,73050-29-00,-,0.15,119.3
FMXRAY1632,"Potassium, Stool",Lab,73050-39-70,-,0.15,116.6
FMLAB-9661,Prealbumin,Lab,73050-29-20,-,0.15,481.6
FMLAB-2063,Pregnancy Test Serum,Lab,73050-30-81,-,0.15,127.4
FMLAB-9662,PREGNANDIOL,Lab,73050-29-30,-,0.15,513.1
FMLAB-9181,PREGNANETRIOL,Lab,73050-29-40,-,0.15,469.3
FMLAB-6861,PRENATAL SCREENING FOR HIGH RISK PREGNANCY/CRYPTOGENETIC TEST,Lab,73000-00-50,-,0.15,6365.6
FMLAB-1061,PREPARATION OF F. PLASMA,Lab,73250-02-00,-,0.15,91.7
FMLAB-1062,PREPARATION OF PLATELETS,Lab,73250-02-10,-,0.15,197.0
FMLAB-4017,PRIMIDONE,Lab,73300-02-40,-,0.15,522.6
FMLAB-3048,PROCALCITONIN( SO ) LA99900943,Lab,73050-29-80,-,0.15,472.4
FMLAB-9666,Procollagen III Peptide (P-III),Lab,73050-39-20,-,0.15,649.9
FMLABM0022,PROGASTRIN,Lab,73050-22-40,-,0.15,1400.9
FMLAB-3020,Progesterone,Lab,73050-29-70,-,0.15,333.9
FMLAB-2314,PROGESTERONE RECEPTOR (PR),Lab,73050-32-10,-,0.15,1315.0
FMLAB-9678,Proinsulin,Lab,73050-31-50,-,0.15,502.8
FMLAB-3021,Prolactin (PRL),Lab,73050-29-90,-,0.15,333.9
FMLAB-9680,PROPAFENONE,Lab,73300-01-60,-,0.15,593.8
FMLAB-9681,PROPANALOL,Lab,73300-03-70,-,0.15,379.0
FMLAB-9682,PROPYLPHENAZONE,Lab,73050-39-70,-,0.15,481.6
FMLAB-1222,"prostate cancer, familial (NGS), genes: ATM, BRCA1, BRCA2, CHEK2, HOXB13, MLH1, MSH2, MSH6, PMS2, PALB2, TP53",Lab,73350-05-50,-,0.15,6867.0
FMLAB-6013,PROSTATIC C/S,Lab,73050-40-30,-,0.15,318.8
FMLAB-0873,PROSTATIC SECRETION EXAM.,Lab,73050-44-30,-,0.15,154.6
FMLAB-2026,Protein (CSF),Lab,73050-25-00,-,0.15,118.2
FMLAB-8220,PROTEIN (F),Lab,73050-39-70,-,0.15,325.9
FMLAB-2301,PROTEIN 24 HOURS URINE,Lab,73050-30-50,-,0.15,154.8
FMLAB-1063,Protein C,Lab,73100-04-10,-,0.15,946.6
FMLAB-9686,Protein C (Concentration & Activity),Lab,73100-04-10,-,0.15,449.9
FMLAB-2033,Protein Electrophoresis (In Serum),Lab,73050-30-90,-,0.15,205.8
FMLAB-9687,PROTEIN S (TOTAL  FREE & ACTIVITY),Lab,73100-04-30,-,0.15,463.5
FMLAB-1064,Protein S Activity,Lab,73100-04-30,-,0.15,858.1
FMLAB-9688,"Protein S-100 (Csf,S)",Lab,73100-04-30,-,0.15,699.1
FMLAB-6850,PROTEIN URINE,Lab,73050-30-50,-,0.15,38.2
FMLAB-9689,PROTEINASE 3 ABS,Lab,73250-00-20,-,0.15,699.1
FMLAB-9690,PROTEINURIA STRUCTURE,Lab,73050-30-50,-,0.15,530.8
FMLAB-9691,PROTHROMBIN FRAGMENT 1 + 2,Lab,73100-02-30,-,0.15,664.9
FMLAB-09691,Prothrombin Mutation,Lab,73350-04-50,-,0.15,682.4
FMLAB-1065,Prothromin Time (PT) With INR,Lab,73100-08-50,-,0.15,111.3
FMLAB-9693,Protripthyline (Maximed),Lab,73300-05-60,-,0.15,498.0
FMLAB-3034,PSA (Free),Lab,73050-30-30,-,0.15,529.9
FMLAB-2212,PSA (TOTAL & FREE) + RATIO,Lab,73050-30-30,-,0.15,778.2
FMLAB-3022,PSA (TOTAL),Lab,73050-30-20,-,0.15,410.4
FMLAB-9694,PTH Intact,Lab,73050-26-70,-,0.15,733.1
FMLAB-8224,PTH RELATED PROTEIN,Lab,73050-26-70,-,0.15,540.8
FMLAB-1236,Ptn 14.3.3,Lab,73050-39-70,-,0.15,1259.8
FMLAB-9290,PYRIDINOLINE STRUCTURE,Lab,73050-20-20,-,0.15,680.0
FMLAB-9146,Pyruvate (Csf),Lab,73050-31-70,-,0.15,397.1
FMLAB-9205,Pyruvate Kinase,Lab,73050-31-80,-,0.15,601.6
FMLAB-9238,Q-Fever Ab,Lab,73100-20-50,-,0.15,529.5
FMLABM0075,QUANTIFERON (INTERFERON GAMMA PRODUCTION),Lab,73100-17-90,-,0.15,1059.9
FMLABM0042,QUANTITATIVE IMMUNOGLOBULINS (IMMUNONEPHLOMETRIC),Lab,73100-10-60,-,0.15,216.3
FMLAB-9698,QUINIDINE,Lab,73300-02-70,-,0.15,586.9
FMLAB-9699,QUININE,Lab,73050-31-90,-,0.15,402.2
FMLAB-9700,RABIES ABS,Lab,73250-00-20,-,0.15,1162.8
FMLAB-2040,Random Blood Sugar(RBS),Lab,73050-16-20,-,0.15,52.3
FMLAB-1117,Random Donor Platelets,Lab,73250-02-90,-,0.15,378.5
FMLAB-8131,Rapid Malaria Antigen Test,Lab,73050-60-60,-,0.15,171.1
FMLAB-9118,Rast - Specific (8 Panels),Lab,73100-10-10,-,0.15,1442.4
FMLAB-9117,RAST (EACH PANEL),Lab,73100-10-10,-,0.15,190.2
FMLABM0099,RAST SINGLE ALLERGEN,Lab,73100-10-10,-,0.15,432.6
FMLABM0059,RAST SINGLE ALLERGEN (CASEIN),Lab,73100-10-10,-,0.15,540.8
FMLABM0060,RAST SINGLE ALLERGEN (GLUTEN),Lab,73100-10-10,-,0.15,545.9
MTENTA0003,RAST TEST,Lab,73100-10-10,-,0.15,250.4
FMLAB-6052,RECTAL SWAB CULTURE & SENSITIVITY,Lab,73050-40-90,-,0.15,322.9
FMLAB-9119,Reducing Substance Faeces,Lab,73050-33-90,-,0.15,565.7
FMLAB-9260,Reducing Substrate In Stool,Lab,73050-33-90,-,0.15,96.5
FMLAB-8069,Renal Biopsy,Lab,73200-06-90,-,0.15,1458.1
FMLAB-9885,"Renal Biopsy Full Panel (Light Microscopy, Electron Microscopy & Immunofluorescence)",Lab,73000-00-70,-,0.15,3113.0
FMLAB-1221,"renal tubular acidosis (NGS) ATP6V0A4,ATP6V1B1,CA2,SLC4A1, SLC4A4 ",Lab,73350-05-50,-,0.15,6867.0
FMLAB-9120,Renin (Active),Lab,73050-32-40,-,0.15,1059.9
FMLAB-6400,RESPIRATORY SYNCYTIAL VIRUS AG,Lab,73050-46-90,-,0.15,135.2
FMLAB-6038,Respiratory Syncytial Virus Screen,Lab,73100-25-60,-,0.15,529.9
FMLAB-9437,RETICULIN ABS IGA & IGG,Lab,73100-01-70,-,0.15,481.6
FMLAB-1066,RETICULOCYTE COUNT,Lab,73100-01-30,-,0.15,97.5
FMLABM0092,RETICULOCYTE HEMOGLOBIN CONTENT (CHr),Lab,73100-01-30,-,0.15,75.7
FMLAB-9153,RETINOL BINDING PROTEIN,Lab,83700-00-00,-,0.15,151.9
FMLAB-9703,Reverse T3,Lab,73050-36-60,-,0.15,524.0
FMLAB-1053,RH(D) Packed Red Blood Cells,Lab,73250-01-20,-,0.15,1412.3
FMLAB-1067,Rh-Antibody Titre,Lab,73250-00-00,-,0.15,272.3
FMLAB-1009,Rhesus (Rh) Factor 500Ml,Lab,73250-00-60,-,0.15,1577.1
FMLAB-5050,Rheumatoid Factor (RF),Lab,73100-17-80,-,0.15,193.1
FMLAB-9704,"Rheumatoid Factor IgA, IgG & IgM",Lab,73100-17-70,-,0.15,883.8
FMLAB-1068,Rh-Phenotype,Lab,73250-01-30,-,0.15,175.1
FMLAB-9705,RIBONUCLEASE,Lab,73100-01-40,-,0.15,481.6
fmlab-1340,Ribosomal Abs,Lab,73050-42-50,-,0.15,801.7
FMLAB-9706,RICKETTSIA ABS,Lab,73100-25-70,-,0.15,481.6
FMLAB-9707,RIFAMPICIN,Lab,73300-09-70,-,0.15,593.8
FMLAB-9708,RITALIN (METHLPHENIDATE),Lab,73300-08-10,-,0.15,626.6
FMLAB-9710,ROHYPNOL (FLUNITRAZEPAM),Lab,73300-06-70,-,0.15,593.8
FMLAB-5078,ROSE WELLER,Lab,73100-05-20,-,0.15,138.2
FMLAB-5051,Rota Virus Ag In Stool,Lab,73050-49-90,-,0.15,322.7
FMLAB-6851,ROUTINE CULTURE MYCOLOGY,Lab,73050-41-50,-,0.15,141.7
FMLAB-8012,Routine Processing Specimens,Lab,73200-00-20,-,0.15,257.2
FMLAB-5049,RPR OR VDRL,Lab,73100-18-70,-,0.15,118.2
FMLAB-9711,Rubella Abs,Lab,73100-25-90,-,0.15,186.1
FMLABM0137,RYANODINE RECEPTOR ABS,Lab,73250-00-20,-,0.15,378.5
FMLAB-9984,Saccharomyces Cerevisiae Abs,Lab,73250-00-20,-,0.15,701.9
FMLAB-9338,Salicylates (Acetysalicylic Acid),Lab,73300-09-70,-,0.15,491.2
FMLAB-9162,SALICYLATES (U  S),Lab,73050-39-70,-,0.15,287.3
FMLAB-9712,Salmonella Abs,Lab,73100-26-10,-,0.15,626.6
FMLAB-9713,SANDFLY FEVER VIRUS ABS IGG/IGM,Lab,73050-39-70,-,0.15,2179.1
FMLAB9995,SARS COV2 (COVID-19) Antigen - POCT,Lab,73100-15-10,-,0.15,120.2
FMLAB-7056,SAUDI CATERING DRUG SCREEN,Lab,73300-03-60,-,0.15,379.0
FMLAB-9714,Scc (Squamous Cell Carcinoma Ag),Lab,73200-03-80,-,0.15,689.5
FMLAB-5052,Schistosoma Abs. (Bilharzial Abs),Lab,73250-00-20,-,0.15,166.9
FMLAB-9715,SCL 70 Abs,Lab,73250-00-20,-,0.15,312.4
FMLAB-9235,SECRETIN CHANELLEGE TEST,Lab,73050-15-00,-,0.15,2379.4
FMLAB-9716,Selenium,Lab,73050-32-60,-,0.15,649.9
FMLAB-6014,Semen Analysis,Lab,73400-03-30,-,0.15,156.9
FMLAB-6015,Semen C/S,Lab,73050-40-81,-,0.15,309.4
FMLAB-2066,Semen Fructose,Lab,73050-13-60,-,0.15,151.9
FMLAB-9215,Serotonin (5 Hydroxy Tryptamine),Lab,73050-32-70,-,0.15,409.1
FMLAB-9222,Serum Alkaline Phosphatase B,Lab,73100-07-70,-,0.15,598.4
FMLAB-2318,Serum B-CROSSLAPS (CTX),Lab,73050-40-00,-,0.15,517.8
FMLAB-2031,serum electrolyte test Sodium & Potassium,Lab,73000-00-30,-,0.15,178.3
FMLABM0133,Serum Immunoelectrophoresis (Immunofixation),Lab,73100-14-80,-,0.15,636.9
FMLABM0113,SERUM OSMOLALITY,Lab,73050-26-10,-,0.15,530.0
FMLAB-9121,Sex Hormone Binding Globulin (SHBG),Lab,73050-32-80,-,0.15,582.8
FMLAB-9991,Sexually Transmitted Diseases (Stds) Panel,Lab,73100-20-30,-,0.15,1496.6
FMLAB-2064,SGOT(AST),Lab,73050-35-90,-,0.15,81.0
FMLAB-2065,Sgpt (Alt),Lab,73050-36-00,-,0.15,81.8
FMLAB-9717,Shigella Abs,Lab,73100-26-30,-,0.15,504.9
FMLAB-9718,SIALIC ACID,Lab,73050-32-90,-,0.15,441.9
FMLAB-1069,Sickling Test,Lab,73100-09-15,-,0.15,134.1
FMLAB-9122,SILVER (S  U),Lab,73050-39-70,-,0.15,922.1
FMLAB-9723,SIROLIMUS (RAPAMUNE),Lab,73300-02-80,-,0.15,919.3
fmvas-0092,Skin Preparation,Lab,73050-44-80,-,0.15,109.0
FMLAB-9123,SKIN PRICK TEST,Lab,73100-18-40,-,0.15,922.1
FMERDA0070,Skin Test,Lab,73100-18-20,-,0.15,29.9
FMLAB-8070,Slide Review,Lab,73200-07-10,-,0.15,239.8
FMLAB-8011,Slide Screening Referral,Lab,73200-07-60,-,0.15,400.9
FMLAB-9720,Small Bowel Mucosa Abs,Lab,73050-14-10,-,0.15,321.6
FMLAB-2302,SODIUM 24 HOURS URINE,Lab,73050-33-20,-,0.15,154.8
FMLAB-2029,Sodium In Serum,Lab,73050-33-10,-,0.15,119.3
FMLAB-2300,SODIUM PROFILING,Lab,73050-33-10,-,0.15,394.6
FMLAB-2310,SODIUM STOOL,Lab,73050-33-30,-,0.15,116.6
FMLAB-2086,Sodium Urine,Lab,73050-33-20,-,0.15,119.3
FMLAB-9252,Soluble Liver Ag,Lab,73250-00-20,-,0.15,389.1
FMLAB-9124,Somatomedin C (Igf1),Lab,73050-33-40,-,0.15,735.8
FMLAB-8013,Special Stain (Each),Lab,73200-08-50,-,0.15,160.1
FMLAB-9725,Specific Gravity,Lab,73050-33-70,-,0.15,491.2
FMLAB-6016,"Sperm Abs In Semen (IgA, IgG, IgM)",Lab,73400-03-80,-,0.15,409.1
FMLAB-9125,Sperm Abs. (Serum),Lab,73400-03-80,-,0.15,619.8
FMLABM0101,SPHINGOMYELINASE,Lab,73050-39-70,-,0.15,486.7
FMLAB-9898,SPINAL MUSCULAR ATROPHY  (SMN 2),Lab,73050-39-70,-,0.15,3244.7
FMLAB-6017,SPUTUM C/S,Lab,73050-40-82,-,0.15,312.4
fmlab-1316,"Sputum, Obtaining Specimen, Aerosol Induced Technique (Separate Procedure)",Lab,73400-01-30,-,0.15,202.7
FMLAB-9261,Ssa Abs (Anti Ro/Ssb Abs (Anti La),Lab,73100-10-70,-,0.15,702.6
FMLAB-3033,Stimulated Growth Hormone,Lab,73000-02-60,-,0.15,905.7
FMLAB-3047,STIMULATED GROWTH HORMONE (WITH GLUCOSE),Lab,73000-02-60,-,0.15,944.8
FMLAB-8091,STONE FORMATION TEST(BLOOD),Lab,73350-06-00,-,0.15,540.8
FMLAB-6019,Stool Afb,Lab,73050-40-20,-,0.15,160.1
FMLAB-2068,Stool Analysis,Lab,73050-44-60,-,0.15,45.6
FMLAB-6018,STOOL C/S,Lab,73050-40-10,-,0.15,309.7
FMLAB-9729,STRATUM SPINOSUM (SPINY CELL) ABS,Lab,73050-39-70,-,0.15,491.2
FMLAB-9730,STRIATED MUSCLE ABS,Lab,73250-00-20,-,0.15,329.7
FMLAB-1119,STRONGYLOIDES IgG ABS,Lab,73250-00-20,-,0.15,411.0
FMLAB-9731,SUBSTANCE  S,Lab,73300-09-70,-,0.15,1017.9
FMLAB-1070,SUDAN BLACK STAIN,Lab,73200-07-20,-,0.15,332.5
FMLAB-9890,SULFONYLUREA,Lab,73300-03-70,-,0.15,944.8
FMLAB-9733,SULTIAM (OSPOLOT),Lab,73300-06-00,-,0.15,410.5
FMLAB-8017,Surgical Pathology V,Lab,73200-06-90,-,0.15,2503.7
FMLAB-2102,SWEAT CHLORIDE TEST,Lab,73400-01-40,-,0.15,513.1
FMLAB-9329,SYNOVIAL FLUID CRYSTAL,Lab,73400-00-90,-,0.15,73.9
FMLABM0125,SYNTHETASES ANTIBODIES,Lab,73050-39-70,-,0.15,811.2
FMLAB-9980,T.N.F (Tumor Necrosis Factor),Lab,73100-13-70,-,0.15,622.5
FMLAB-9734,T3 Abs,Lab,73050-36-50,-,0.15,481.6
FMLAB-9735,T3 LIA,Lab,73050-36-40,-,0.15,333.9
FMLAB-9126,T3 UPTAKE,Lab,73050-36-30,-,0.15,287.3
FMLAB-9736,T4 Abs,Lab,73050-35-30,-,0.15,491.2
FMLAB-9127,"T4/T8 Lymphocytes (CD3, CD4, CD8)",Lab,73100-16-90,-,0.15,1164.3
FMLAB-4029,TACROLIMUS (FK 506),Lab,73300-02-90,-,0.15,839.9
FMLAB-9737,TAENIA ABS (CYSTERCICOSIS),Lab,73050-43-20,-,0.15,593.8
FMLAB-9250,Tb (Mycobacterium Tuberculosis) By Pcr,Lab,73050-56-20,-,0.15,1590.4
FMLAB-9738,Tb Culture (CSF),Lab,73050-56-40,-,0.15,1378.5
FMLAB-9280,Tb Pcr & Culture,Lab,73050-56-40,-,0.15,2513.5
FMLAB-3026,TBG (Thyroid Binding Globulin),Lab,73050-35-40,-,0.15,362.6
FMLAB-9130,Testosterone (Free),Lab,73050-34-40,-,0.15,333.9
FMLAB-9286,Tetanus Abs.,Lab,73100-26-40,-,0.15,379.0
FMLAB-9741,TETRAHYDROALDOSTERONE,Lab,73050-01-40,-,0.15,1486.4
FMLAB-4019,THEOPHYLLINE,Lab,73300-03-00,-,0.15,272.3
FMLABM0136,THIOPURINE METHYL TRANSFERASE ENZYME ACTIVITY (TPMT),Lab,73050-11-60,-,0.15,210.0
FMLAB-9743,THIORIDAZINE,Lab,73300-06-30,-,0.15,593.8
FMLAB-6021,THROAT SWAB C/S,Lab,73050-40-32,-,0.15,312.4
FMLAB-1072,Thrombin Time,Lab,73100-09-20,-,0.15,136.8
FMLAB-7086,THROMBOPHILIA SCREENING,Lab,73050-39-70,-,0.15,2309.6
FMLAB-9745,THYMIDE KINASE,Lab,73350-05-80,-,0.15,1458.1
FMLAB-9746,THYMUS ABS (IGA  IGM  IGG),Lab,73100-10-60,-,0.15,481.6
FMLAB-9217,Thyroglobulin,Lab,73050-35-00,-,0.15,478.1
FMLAB-9952,Thyroglobulin Antibodies,Lab,73050-35-00,-,0.15,395.7
FMLAB-9749,Thyroid Colloid Abs,Lab,73100-17-20,-,0.15,481.6
FMLAB-9750,Thyroid Microsomal Abs,Lab,73100-17-20,-,0.15,186.1
FMLAB-6840,THYROID STIMULATING IMMUNOGLO- BULIN,Lab,73050-35-60,-,0.15,654.0
FMLAB-2069,TIBC (Total Iron Binding Capacity),Lab,73050-21-20,-,0.15,162.0
FMLAB-9751,TIN (S.U),Lab,73050-39-70,-,0.15,699.1
FMLAB-8136,TISSUE TRANSGLUTAMIN IgG (TTG IgG),Lab,73050-11-50,-,0.15,583.0
FMLABM0138,TITIN ABS,Lab,73250-00-20,-,0.15,324.5
FMLAB-9752,TOBRAMYCIN,Lab,73300-03-20,-,0.15,593.8
FMLAB-9753,TOCAINIDE,Lab,73300-03-70,-,0.15,491.2
FMLAB-9754,TOLUENE (U),Lab,73050-39-70,-,0.15,498.0
FMLABM0174,TOPIRAMATE,Lab,73300-03-30,-,0.15,472.4
FMLAB-9834,TORCH (Viral Antibodies),Lab,73100-26-60,-,0.15,1516.4
FMLAB-6842,TORCH IGG,Lab,73100-13-60,-,0.15,507.9
FMLAB-1201 ,Total & Specific Ige (Against 295 Allergens) Alex2 ,Lab,73050-14-20,-,0.15,1999.7
FMLAB-9164,Total Acetone,Lab,73050-00-10,-,0.15,460.0
FMLAB-9388,Total Bile Acids,Lab,73050-04-10,-,0.15,363.4
FMLAB-1091,TOTAL EOSINOPHIL COUNT  SPUTUM SMEAR,Lab,73400-01-30,-,0.15,242.2
FMLAB-1092,TOTAL EOSINOPHIL COUNT  URINE SMEAR,Lab,73150-01-20,-,0.15,237.3
FMLAB-1093,TOTAL EOSINOPHIL COUNT EY DISC H.,Lab,73400-01-20,-,0.15,242.2
FMLAB-2048,Total IgA,Lab,73050-14-21,-,0.15,193.1
FMLAB-2051,Total IgE,Lab,73100-10-10,-,0.15,237.3
FMLAB-1087,Total Leucocyte Count,Lab,73100-00-10,-,0.15,73.9
FMLAB-2071,Total Lipids,Lab,73000-00-60,-,0.15,118.2
FMLAB-2070,Total Protein,Lab,73050-30-70,-,0.15,97.0
FMLAB-3024,Total T3,Lab,73050-36-50,-,0.15,139.5
FMLAB-3025,Total T4,Lab,73050-35-10,-,0.15,330.7
FMLAB-3028,Total Testosterone,Lab,73050-34-50,-,0.15,330.7
FMLAB-9199,TOXOCARA ABS,Lab,73100-26-50,-,0.15,529.5
FMLAB-5009,TOXOPLASMA Abs (IgG),Lab,73100-26-50,-,0.15,304.4
FMLAB-5010,Toxoplasma Abs (IgM),Lab,73100-26-60,-,0.15,301.5
FMLAB-9757,TOXOPLASMA ABS ISAGA TEST,Lab,73100-26-50,-,0.15,370.8
FMLAB-5054,TOXOPLASMA ABS TOTAL,Lab,73100-26-50,-,0.15,332.5
FMLAB-9253,TOXOPLASMA ISAGA,Lab,73100-26-60,-,0.15,355.7
FMLAB-9758,Toxoplasmosis DNA PCR,Lab,73100-26-50,-,0.15,1602.3
FMLAB-9268,TPA(TISSUE POLYPEPTIDE ANTIGEN),Lab,73350-02-50,-,0.15,537.7
FMLAB-5053,TPHA,Lab,73100-26-70,-,0.15,175.1
FMLAB-9133,Transferrin,Lab,73050-36-10,-,0.15,455.5
FMLAB-9761,TRANSKETOLASE ENZYME,Lab,73050-11-60,-,0.15,504.9
FMLAB-9762,TRAZODONE,Lab,73300-05-60,-,0.15,513.1
fmlab-1309,TREPONEMAL PALLIDUM ANTIBODIES,Lab,73050-47-20,-,0.15,322.7
FMLAB-9278,TRICHINOSIS AB. IGG & IGM,Lab,73100-26-80,-,0.15,603.4
FMLAB-9764,TRICHOLORACETIC ACID & TRICHLORETHANOL,Lab,73050-20-00,-,0.15,626.6
FMLAB-2072,Triglycerides,Lab,73050-36-20,-,0.15,132.8
FMLAB-9765,TRIMIPRAMINE,Lab,73300-05-90,-,0.15,513.1
FMLAB-1209,TRIO Whole exome sequencing analysis,Lab,73350-05-50,-,0.15,12589.5
FMLAB-1505,TRIPLE TEST (AFP E3 HCG),Lab,73350-06-80,-,0.15,467.5
FMLAB-8054,TROPONIN -  I  (HIGH SENSITIVE),Lab,73050-37-20,-,0.15,287.8
FMLAB-9211,TROPONIN I,Lab,73050-36-70,-,0.15,348.6
FMLAB-9150,TRYPANOSOME ABS.,Lab,73250-00-20,-,0.15,455.5
FMLABM0142,TRYPSIN,Lab,73050-36-90,-,0.15,324.5
FMLAB-9998,TRYPTASE,Lab,73050-11-60,-,0.15,515.0
FMLAB-3023,TSH (Thyroid Stimulating Hormone),Lab,73050-35-50,-,0.15,333.9
FMLAB-9766,Tsh Receptor Abs,Lab,73050-35-60,-,0.15,813.9
FMLAB-9134,Tsh Screening,Lab,73050-35-50,-,0.15,209.3
FMLAB-6022,Tuberculin Test,Lab,73811-00-10,-,0.15,118.2
FMLAB-2074,Urea Clearance,Lab,73050-37-60,-,0.15,257.2
FMLAB-2073,Urea Nitrogen (BUN),Lab,73050-37-50,-,0.15,89.8
FMLAB-9768,UREAPLASMA UREALYTICUM ABS,Lab,73250-00-20,-,0.15,410.5
FMLAB-6023,URETHRAL DISCHARGE C/S,Lab,73050-40-33,-,0.15,318.8
FMDER-0027,Urethral/ Endocervical Swab(Gonozyme),Lab,73050-40-33,-,0.15,530.0
FMLAB-2308,URIC ACID 24 HOURS URINE,Lab,73050-37-80,-,0.15,154.8
FMLAB-2076,Uric Acid Clearance,Lab,73050-37-70,-,0.15,155.4
FMLAB-2075,Uric Acid In Serum,Lab,73050-37-70,-,0.15,104.6
FMLAB-2089,Uric Acid In Urine,Lab,73050-37-80,-,0.15,134.1
FMLAB-2078,Urine Albumin,Lab,73050-00-80,-,0.15,127.4
FMLAB-2077,Urine Analysis,Lab,73150-00-60,-,0.15,52.3
FMLAB-2079,Urine Bile Pigments,Lab,73050-38-00,-,0.15,69.8
FMLAB-6024,Urine Culture & Sensitivity (C/S),Lab,73050-41-10,-,0.15,312.4
FMLABM0066,URINE HEMOCYSTAIN,Lab,73050-19-70,-,0.15,540.8
FMLAB-2084,Urine Ketones,Lab,73050-00-00,-,0.15,68.4
FMLABM0069,URINE METABOLIC STUDY,Lab,73000-00-00,-,0.15,648.9
FMLAB-2062,Urine Pregnancy Test,Lab,73150-01-00,-,0.15,68.4
FMLAB10159,URINE PROTEIN ELECTROPHORESIS,Lab,73050-31-00,-,0.15,287.3
FMLABM0079,URINE TOXIC AND ESSENTIAL ELEMENTS,Lab,73150-00-60,-,0.15,432.6
FMLAB-2098,Urine Urea Nitrogen,Lab,73050-37-40,-,0.15,130.0
FMLAB-2080,Urine Urobilinogen,Lab,73050-38-00,-,0.15,61.6
FMLAB-9769,UROPORPHYRINOGEN 1SYNTHASE,Lab,73050-39-70,-,0.15,851.0
FMLAB-9770,UROPORPHYRINS (F),Lab,73050-28-80,-,0.15,337.9
FMLAB-6354,VAINAL SMEAR (FOR TRICHOMONAS & MONILIA),Lab,73050-60-10,-,0.15,122.1
FMLAB-4020,Valproic Acid (Depakin),Lab,73300-00-90,-,0.15,267.1
FMLAB-9771,VANADIUM (S.U),Lab,73050-39-70,-,0.15,593.8
FMLAB-9309,Vancomycin Level,Lab,73300-03-40,-,0.15,779.0
FMLAB-8096,"Vancomycin Peak, Serum",Lab,73300-03-40,-,0.15,569.0
FMLAB-8095,VANCOMYCIN TROUGH LEVEL,Lab,73300-03-40,-,0.15,569.0
FMLAB-9135,Vanillmandelic Acid (VMA),Lab,73050-38-30,-,0.15,287.3
FMLAB-9307,Varicella Zoster (IgG & IgM),Lab,73100-26-90,-,0.15,913.9
FMLAB-5055,Varicella Zoster Abs,Lab,73100-26-90,-,0.15,524.9
FMLAB-9396,Varicella Zoster DNA (PCR),Lab,73100-26-90,-,0.15,1499.8
FMLAB-9772,VASCULAR ABS,Lab,73250-00-20,-,0.15,491.2
FMLAB-9773,VERAPIMIL,Lab,73300-03-70,-,0.15,1162.8
FMLAB-9306,Very Long Chain Fatty Acids,Lab,73050-13-00,-,0.15,1146.8
FMLAB-8217,Vigabatrin DRUG LEVEL,Lab,73300-03-70,-,0.15,537.4
FMLAB-9775,VIP (Vasoactive Intestinal Polypeptide),Lab,73050-38-40,-,0.15,913.9
FMLAB-9777,VISCOSITY,Lab,73100-09-70,-,0.15,481.6
FMLAB-9190,Vitamin A (Retinol),Lab,73050-38-60,-,0.15,355.7
FMLAB-9275,Vitamin B1 (Thiamine),Lab,73050-34-70,-,0.15,371.4
FMLAB-9137,Vitamin B12 (Cyanocobalamine),Lab,73050-10-40,-,0.15,400.9
FMLAB10327,VITAMIN B2 (RIBOFLAVIN),Lab,73050-32-50,-,0.15,270.4
FMLAB-9136,Vitamin B6 (Pyridoxal Phosphate),Lab,73050-31-60,-,0.15,706.9
FMLAB-9140,Vitamin C (Ascorbic Acid),Lab,73050-03-80,-,0.15,778.5
FMLAB-9138,"Vitamin D (1,25 Dihydroxycholicalciferol)",Lab,73050-11-30,-,0.15,794.4
FMLAB-9139,Vitamin D (25-Hydroxy-Cholecalciferol),Lab,73050-05-30,-,0.15,506.6
FMLAB-9141,Vitamin E (Tocopherol),Lab,73050-35-70,-,0.15,536.5
FMLAB-9779,Vitamin K1,Lab,73050-38-80,-,0.15,2121.9
FMLAB-4789,VLDL CHOLESTEROL,Lab,73050-23-70,-,0.15,185.3
FMLAB00516,Voriconazole - Serum {Q},Lab,73300-03-70,-,0.15,464.3
FMLAB-1251,VULVAL SWAB C/S,Lab,73050-40-80,-,0.15,166.8
FMLAB-6031,Water Bacteriological Examination,Lab,73050-40-40,-,0.15,603.4
FMLAB-9143,WATER CHEMICAL ANALYSIS,Lab,83700-00-00,-,0.15,649.9
FMLAB-1073,WBCs Total & Diff,Lab,73100-00-10,-,0.15,113.6
FMLAB-9271,WEIL FELIX TEST (RICKETTSIA ABS),Lab,73100-25-70,-,0.15,227.1
FMLABM0128,WEST NILE VIRUS RNA PCR,Lab,73100-27-10,-,0.15,1297.9
FMLAB-6025,Wet Smear Test,Lab,73050-44-70,-,0.15,83.5
FMLAB-1210,Whole exome sequencing analysis,Lab,73350-05-27,-,0.15,7553.7
FMLAB-1211,Whole genome sequencing analysis,Lab,73350-05-50,-,0.15,11445.0
