Department,ServiceCode,Service Description,LOS,Type,NPHIES Code (Hyphenated )2, price vip & A,Price 2022 ( B-C-Referral)
LABORATORY,FMLAB-9335,21- Desoxycortisol, ,Service,73050-11-00,2025,1822.5
LABORATORY,FMLAB-9338,Salicylates (Acetysalicylic Acid), ,Service,73050-39-70,1045,940.5
LABORATORY,FMLAB-9340,Adh (Vasopressin), ,Service,73050-38-50,1335,1201.5
LABORATORY,FMLAB-9342,Aldosterone, ,Service,73050-01-40,1330,1197
LABORATORY,FMLAB-9346,Alpha A Anti -Trypsin, ,Service,73050-01-50,565,508.5
LABORATORY,FMLAB-9363,"Anti Dnase (Anti-Streptococal-Dnase B, Anti Streptodornase B)", ,Service,73100-12-90,540,486
LABORATORY,FMLAB-9364,Anti-Hu, ,Service,73100-21-00,1025,922.5
LABORATORY,FMLAB-9368,Anti Yo (Purkinje Cells), ,Service,73100-09-80,605,544.5
LABORATORY,FMLAB-9370,Anti Platelets Abs, ,Service,73100-10-50,7090,6381
LABORATORY,FMLAB-9373,Anti Sterptococcal Hyaluronidase, ,Service,73100-12-90,345,310.5
LABORATORY,FMLAB-9375,"Arsenic (B, Hair, Nails, U)", ,Service,73050-03-70,1320,1188
LABORATORY,FMLAB-9376,"Ascaris Abs. Igg, Igm", ,Service,73250-00-20,1550,1395
LABORATORY,FMLAB-9377,Aspergillus Fumigatus Metabolic Abs, ,Service,73100-19-10,1135,1021.5
LABORATORY,FMLAB-9382,Avian Precipitant Abs (Each Test), ,Service,73050-39-70,4705,4234.5
LABORATORY,FMLAB-9384,Barium, ,Service,73050-17-80,2445,2200.5
LABORATORY,FMLAB-9386,B-Hydroxy Butyrate, ,Service,73050-39-70,1030,927
LABORATORY,FMLAB-9394,"Bordetella Pertussis Abs(Whooping Cough) Iga, Igg", ,Service,73100-19-50,1255,1129.5
LABORATORY,FMLAB-9419,Chlamydia Trachomatis Pcr, ,Service,73050-45-90,1430,1287
LABORATORY,FMLAB-9422,Chloride (Csf), ,Service,73050-07-90,405,364.5
LABORATORY,FMLAB-9443,Corticosterone, ,Service,73300-03-60,1365,1228.5
LABORATORY,FMLAB-9445,Coxsackie B1-B6 & A9, ,Service,73100-21-40,3590,3231
LABORATORY,FMLAB-9448,Cryptococcus Ag, ,Service,73050-39-70,1030,927
LABORATORY,FMLAB-9453,Cystine (U), ,Service,73050-10-70,1200,1080
LABORATORY,FMLAB-9456,Dala/Delta Amnolaevulinic Acid, ,Service,73050-02-50,655,589.5
LABORATORY,FMLAB-9457,Desoxycorticosterone, ,Service,73050-11-00,2865,2578.5
LABORATORY,FMLAB-9476,Elastin Abs, ,Service,73250-00-20,1030,927
LABORATORY,FMLAB-9480,Estrone, ,Service,73050-12-30,1050,945
LABORATORY,FMLAB-9485,Factor Viii Inhibitor ( Betheseda Assay), ,Service,73100-04-60,445,400.5
LABORATORY,FMLAB-9490,Fibronectin, ,Service,73050-13-20,1030,927
LABORATORY,FMLAB-9502,Galactose (B&U), ,Service,73050-13-80,1200,1080
LABORATORY,FMLAB-9503,Galactose 1 Phosphate, ,Service,73050-13-90,1030,927
LABORATORY,FMLAB-9505,Galactose 1 Phosphate Uridyltransferase, ,Service,73050-13-90,2330,2097
LABORATORY,FMLAB-9510,Gonococcal Dna (Hybrid Test), ,Service,73050-51-90,670,603
LABORATORY,FMLAB-9511,"Free Haemoglobin (S,U)", ,Service,73050-18-10,1045,940.5
LABORATORY,FMLAB-9514,Anti-A And Anti-B Haemolysins, ,Service,73250-02-40,720,648
LABORATORY,FMLAB-9518,Hbf Cells (Modified Kleihauer-Betke Test), ,Service,73100-07-00,1015,913.5
LABORATORY,FMLAB-9521,Herpes 6 Igg & Igm, ,Service,73100-23-00,1785,1606.5
LABORATORY,FMLAB-9522,Herpes Virus Type 6 Dna By Pcr, ,Service,73050-45-30,1930.5,1737.45
LABORATORY,FMLAB-9523,Hev Rna By Pcr, ,Service,73100-28-20,1747.24,1588.4
LABORATORY,FMLAB-9526,Hippuric Acid, ,Service,83700-00-00,1385,1246.5
LABORATORY,FMLAB-9527,Histone Abs, ,Service,73100-10-70,1930,1737
LABORATORY,FMLAB-9528,Histopathology (Per Ah No. On), ,Service,73200-06-70,1005,904.5
LABORATORY,FMLAB-9531,Hla Typing (Dq) Pcr, ,Service,73350-03-00,4270,3843
LABORATORY,FMLAB-9535,Htlv Ab-I & Ii, ,Service,73100-22-50,1168.86,1062.6
LABORATORY,FMLAB-9540,Iga Secretor (Saliva Or Lacrimal Fluid), ,Service,73100-09-80,1135,1021.5
LABORATORY,FMLAB-9551,Interferon Gamma Abs, ,Service,13706-05-00,3135,2821.5
LABORATORY,FMLAB-9552,Intrinsic Factor Abs, ,Service,73050-21-00,1050,945
LABORATORY,FMLAB-9553,Iodine (Total), ,Service,73050-24-30,1030,927
LABORATORY,FMLAB-9566,Leishmania Antibody Igg, ,Service,73100-24-40,1930,1737
LABORATORY,FMLAB-9568,Legionella Pneumphila Ag, ,Service,73050-46-70,940,846
LABORATORY,FMLAB-9572,Lipoprotein A, ,Service,73050-23-10,850,765
LABORATORY,FMLAB-9588,"Mercury (Breast Milk, Blood, Urine & Faeces)", ,Service,73050-24-40,1320,1188
LABORATORY,FMLAB-9593,Methyl Malonic Acid, ,Service,73300-03-70,1255,1129.5
LABORATORY,FMLAB-9607,Myeloperoxidase Abs (Mpo), ,Service,73050-25-20,1200,1080
LABORATORY,FMLAB-9611,Neopterin, ,Service,73300-09-70,2585,2326.5
LABORATORY,FMLAB-9620,Bone Alkaline Phosphatase (Bap), ,Service,73100-07-70,1255,1129.5
LABORATORY,FMLAB-9621,Osteoporosis Screen, ,Service,73050-26-30,2270,2043
LABORATORY,FMLAB-9628,Pancreatic Elastase (Faeces), ,Service,73050-11-40,1365,1228.5
LABORATORY,FMLAB-9631,"Para Influenza (Type 1,2,&3)", ,Service,73050-46-80,1365,1228.5
LABORATORY,FMLAB-9632,Parathyroid Abs, ,Service,73050-36-30,1200,1080
LABORATORY,FMLAB-9638,Parvovirus Immunoblot Igm, ,Service,73100-25-30,1490,1341
LABORATORY,FMLAB-9657,Polyoma Jcv Virus Dna By Pcr, ,Service,73050-59-30,4270,3843
LABORATORY,FMLAB-9659,Porphyrins In Faeces, ,Service,73050-28-90,3890,3501
LABORATORY,FMLAB-9661,Prealbumin, ,Service,73050-29-20,1030,927
LABORATORY,FMLAB-9666,Procollagen Iii Peptide (P-Iii), ,Service,73050-39-20,580,522
LABORATORY,FMLAB-9685,Alpha 1-Antitrypsin (F), ,Service,73050-01-60,1050,945
LABORATORY,FMLAB-9688,"Protein S-100 (Csf,S)", ,Service,73050-30-60,1435,1291.5
LABORATORY,FMLAB-9693,Protripthyline (Maximed), ,Service,73300-05-60,1050,945
LABORATORY,FMLAB-9703,Reverse T3, ,Service,73050-36-60,1105,994.5
LABORATORY,FMLAB-9704,"Rheumatoid Factor Iga, Igg & Igm", ,Service,73100-17-70,1785,1606.5
LABORATORY,FMLAB-9711,Rubella Abs, ,Service,73100-25-90,315,283.5
LABORATORY,FMLAB-9716,Selenium, ,Service,73050-32-60,1320,1188
LABORATORY,FMLAB-9717,Shigella Abs, ,Service,73100-26-30,1070,963
LABORATORY,FMLAB-9720,Small Bowel Mucosa Abs, ,Service,73050-14-10,520,468
LABORATORY,FMLAB-9725,Specific Gravity, ,Service,73050-33-70,520,468
LABORATORY,FMLAB-9732,Glucose Screen, ,Service,66542-00-10,940,846
LABORATORY,FMLAB-9734,T3 Abs, ,Service,73050-36-50,1030,927
LABORATORY,FMLAB-9735,T3 Lia, ,Service,73050-36-50,370,333
LABORATORY,FMLAB-9736,T4 Abs, ,Service,73050-35-30,1045,940.5
LABORATORY,FMLAB-9749,Thyroid Colloid Abs, ,Service,73050-35-40,520,468
LABORATORY,FMLAB-9758,Toxoplasmosis Dna Pcr, ,Service,73100-26-50,4270,3843
LABORATORY,FMLAB-9766,Tsh Receptor Abs, ,Service,73050-35-50,880,792
LABORATORY,FMLAB-9775,Vip (Vasoactive Intestinal Polypeptide), ,Service,73050-38-40,1840,1656
LABORATORY,FMLAB-9779,Vitamin K1, ,Service,73050-38-80,4150,3735
LABORATORY,FMLAB-9791,Amniotic Fluid Chromsomal Analysis, ,Service,73050-02-90,6880,6192
LABORATORY,FMLAB-9793,Cytogenetics Chorionic Villi (Cvs), ,Service,73200-06-30,3505.37,3186.7
LABORATORY,FMLAB-9804,Fish Tissue Tc For Ch Probe, ,Service,73050-39-70,3885,3496.5
LABORATORY,FMLAB-9808,Fungus Examination (Smear), ,Service,73100-22-00,122.21,111.1
LABORATORY,FMLAB-9816,Ebv Igg, ,Service,73100-21-50,193.6,176
LABORATORY,FMLAB-9818,Amoeba Antibodies, ,Service,73050-48-50,450,405
LABORATORY,FMLAB-9823,Parietal Cell Antibody(Pca), ,Service,73100-13-40,405,364.5
LABORATORY,FMLAB-9833,Obesity Profile, ,Service,73000-00-60,1920.27,1745.7
LABORATORY,FMLAB-9834,Torch (Viral Antibodies), ,Service,73100-13-60,750,675
LABORATORY,FMLAB-9842,Preoperative Screening, ,Service,83700-00-00,715,643.5
LABORATORY,FMLAB-9885,"Renal Biopsy Full Panel (Light Microscopy, Electron Microscopy & Immunofluorescence)", ,Service,73000-00-70,2541,2286.9
Emergency,FMERD-9926,Emergency Transcutaneous Pacing, ,Service,83610-04-30,1050,945
Emergency,FMERD-9940,Emergency Doppler Study, ,Service,90911-00-00,330,297
Emergency,FMERDA0001,Abcess Incision And Drainage - Superfecial, ,Service,30223-01-00,275,247.5
Emergency,FMERDA0004,Abcess Incision And Drainage - Paronychia, ,Service,47912-00-01,420,378
Emergency,FMERDA0010,"Burn Dressing Large > 25 Cm, Multiple Sites", ,Service,30014-00-00,1965,1768.5
Emergency,FMERDA0011,Burn Dressing 5 - 10% - Bsa, ,Service,30010-00-20,296.45,269.5
Emergency,FMERDA0021,Home Visit - G.P. On Duty, ,Service,83620-00-50,960,864
Emergency,FMERDA0022,Home Visit - G.P. Off Duty, ,Service,83620-00-50,960,864
Emergency,FMERDA0025,Home Visit - Nurse, ,Service,83620-00-00,400,360
Emergency,FMERDA0027,Deep Cut Wound Medium (10-20 Stitches), ,Service,90676-00-00,420,378
Emergency,FMERDA0031,Epistaxix - Unilateral Packing, ,Service,90132-00-00,1965,1768.5
Emergency,FMERDA0033,External Ear Laceration Suturing, ,Service,90110-00-01,315,283.5
Emergency,FMERDA0034,Lip Laceration Suturing, ,Service,90676-00-00,225,202.5
Emergency,FMERDA0036,Toungue Laceration Suturing, ,Service,90335-01-00,275,247.5
Emergency,FMERDA0037,Check-Up Food Handler, ,Service,99999-99-99,296.45,269.5
Emergency,FMERDA0039,Emergency Defibrillation, ,Service,83700-00-00,1420,1278
Emergency,FMERDA0045,Health Certificate - Check-Up, ,Service,99999-99-99,445,400.5
Emergency,FMERDA0052,Home Visit - Nurse Escort Per 12 Hours, ,Service,83600-02-00,1260,1134
Emergency,FMERDA0053,Fleet Enema - Double, ,Service,90335-01-00,130,117
Emergency,FMERDA0054,Lose Nail Removal, ,Service,46516-01-00,231,207.9
Emergency,FMERDA0063,Warm Compressor, ,Service,83700-00-00,170,153
Emergency,FMERDA0065,Large Dressing > 25 Cm, ,Service,30055-00-30,245,220.5
Emergency,FMERDA0078,Home Visit - Specialist Off Duty, ,Service,83620-00-60,559.02,508.2
Emergency,FMERDA0088,Home Visit - Escorting Patient, ,Service,96028-00-00,1050,945
Emergency,FMERDA0111,Ac Bandage, ,Service,90676-00-00,405,364.5
Emergency,FMERDA0126,Complex Wound Sub-Speciality Suturing, ,Service,90676-00-00,700,630
Emergency,FMERDA0129,Dressing Change - Small (< 10 Cm), ,Service,30055-00-10,25,22.5
Emergency,FMERDA0134,Finger Neighbour Strapping, ,Service,90595-00-00,150,135
Emergency,FMERDA0147,Needle Crycothyrotomy, ,Service,83700-00-00,350,315
Emergency,FMERDA0153,Oxygen Service - Non Rebreather, ,Service,96191-00-00,60,54
Emergency,FMERDC0003,"Ambulance Service - Local Airport With Nurse Or Emt/ Paramedic, 20 - 40 Km (Round Trip)", ,Service,83520-00-00,1965,1768.5
Emergency,FMERDC0006,"Ambulance W/ Doctor G.P,Nurse", ,Service,83500-00-80,1753.29,1593.9
Emergency,FMERDC0018,"Ambulance Service - With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 250 - 400 Km (Roun", ,Service,83520-00-10,4690,4221
Emergency,FMERDC0020,"Ambulance Service - With Physician (Gp, Registrar) And Nurse Or Emt/ Paramedic, 400 - 800 Km (Singl", ,Service,83520-00-10,4715,4243.5
Emergency,FMERDC0022,"Ambulance Service - With Nurse Or Emt/ Paramedic, 250 - 400 Km (Single Trip)", ,Service,83520-00-00,2915,2623.5
Emergency,FMERDC0025,"Ambulance Service - With Nurse Or Emt/ Paramedic, 400 - 800 Km (Single Trip)", ,Service,83520-00-00,3825,3442.5
Emergency,FMERDD0004,Fracture Splint, ,Service,96092-00-31,122.21,111.1
Emergency,FMERDD0005,Tensoplast Strapping, ,Service,96092-00-00,122.21,111.1
Emergency,FMERDD0006,Thomas Splint, ,Service,90595-00-00,365,328.5
Cardiology,FMCAR-0003,Ecg With Ergometry, ,Service,11700-00-00,1027.29,933.9
Cardiology,FMCAR-0013,Pericardiocentsis, ,Service,38359-00-00,1996.5,1815
Cardiology,FMCAR-0023,Thallium W/O Exercise (Cardiology ), ,Service,61458-00-00,4550,4095
Cardiology,FMCARS0001,Cardioversion(Dc Shock), ,Service,13400-00-00,1322.53,1202.3
Cardiology,FMCARS0008,Pharmacological Stress Echocardiography, ,Service,55113-00-00,1983.19,1802.9
Cardiology,FMCARS0016,Ptca (Percutaneous Transluminal Coronary Angioplasty), ,Service,38300-00-00,5440,4896
Cardiology,FMCARS0022,Echo Follow Up (Within One Week) -Cardiology, ,Service,11700-00-00,1200,1080
Cardiology,FMCARS0034,48 Hours Ecg Monitoring (Holter ), ,Service,11709-00-00,2205.5,2005
Dental,FMDNL-0058,Ear Mold, ,Service,41557-02-02,141.57,128.7
Dental,FMDNL-0059,Ear Plug, ,Service,41647-01-00,174.24,158.4
Dental,FMDNT-2000,Additional Fee For Complicated Operations G.A, ,Service,97015-00-00,1611.72,1465.2
Dental,FMDNTF0001,Amalgam Filling One Surface, ,Service,97521-01-00,470,423
Dental,FMDNTF0002,Amalgam Filling Two Surfaces, ,Service,97521-01-00,580,522
Dental,FMDNTF0003,Amalgam Filling > 2 Surfaces, ,Service,97521-01-00,735,661.5
Dental,FMDNTF0004,Amalgam Core, ,Service,97625-10-00,487.63,443.3
Dental,FMDNTF0005,Reinforcement Each Pin, ,Service,97575-00-00,84.7,77
Dental,FMDNTF0010,Children Tooth Filling One Surface, ,Service,97521-01-00,168.19,152.9
Dental,FMDNTF0011,Children Tooth Filling Two Surfaces, ,Service,97521-02-00,251.68,228.8
Dental,FMDNTF0013,Ketac Filling One Surface, ,Service,97572-01-00,327.91,298.1
Dental,FMDNTF0014,Ketac Filling Two Surface, ,Service,97572-01-00,411.4,374
Dental,FMDNTF0015,Child. Ketac Filling 1 Surface, ,Service,97572-01-00,251.68,228.8
Dental,FMDNTF0016,Child. Ketac Filling 2 Surface, ,Service,97572-01-00,327.91,298.1
Dental,FMDNTM0001,Scaling, ,Service,97281-00-10,251.68,228.8
Dental,FMDNTM0007,Root Planning Curretage Quad, ,Service,97222-00-00,809.49,735.9
Dental,FMDNTM0013,Local Treatment Of Oral Lesion Small, ,Service,97989-00-10,260,234
Dental,FMDNTM0014,Local Treatment Of Oral Lesion Medium, ,Service,97989-00-10,505,454.5
Dental,FMDNTM0015,Local Treatment Of Large, ,Service,97989-00-10,580,522
Dental,FMDNTM0016,Occlussal Adjustment, ,Service,97961-00-00,648.56,589.6
Dental,FMDNTM0017,Smoothing Of Sharp Edge, ,Service,97113-00-00,168.19,152.9
Dental,FMDNTO0029,Clicking Tmj[Fjo], ,Service,50115-00-00,4583.48,4166.8
Dental,FMDNTP0021,Additional Post, ,Service,97625-20-00,487.63,443.3
Dental,FMDNTP0091,Ready Made Post (For Children), ,Service,97597-00-00,1350,1215
Dental,FMDNTR0007,Rct And Filling One Root, ,Service,97415-00-00,2670,2403
Dental,FMDNTS0002,Additional Fee For Complicated Operation - La, ,Service,83700-00-00,1640,1476
Dental,FMDNTS0006,Simple Extraction (Pre Or Post Molar), ,Service,97311-01-00,580,522
Dental,FMDNTS0021,Operculectomy, ,Service,90675-00-00,648.56,589.6
Dental,FMDNTS0024,Incision & Drainage Extra-Oral Abscess, ,Service,96215-00-10,1640,1476
Dental,FMDNTS0025,Incision & Drainage Intra-Oral Abscess (Children), ,Service,96215-00-10,210,189
Dental,FMDNTS0026,Irrigation Or Change Drain Of Abscess/Socket, ,Service,96215-00-10,77.44,70.4
Dental,FMDNTS0042,Alveoloplasty Localized, ,Service,97331-00-10,1464.1,1331
Dental,FMDNTS0060,Ridge Augementation, ,Service,45841-00-00,6425.1,5841
Dental,FMDNTS0064,Enucleation Of Mucocel Small, ,Service,97213-00-00,1137.4,1034
Dental,FMDNTS0070,Manipulation Of Dislocated Tmj, ,Service,47000-00-01,976.47,887.7
Dental,FMDNTS0075,Biopsy Of Soft Tissue - Small, ,Service,50200-00-01,436.81,397.1
Dental,FMDNTS0076,Biopsy Of Soft Tissue - Medium, ,Service,50200-00-01,738.1,671
Dental,FMDNTS0077,Biopsy Of Soft Tissue - Large, ,Service,50200-00-01,1174.91,1068.1
Dental,FMDNTS0080,Biopsy Of Bone (Deep), ,Service,50200-00-01,2188.89,1989.9
Dental,FMDNTS0082,Surgical Excision Of Intra-Oral Swelling - Medium, ,Service,90141-01-10,2188.89,1989.9
Dental,FMDNTS0091,Stiches For Superficial Wound, ,Service,97399-00-00,809.49,735.9
Dental,FMDNTS0092,Stiches For Deep Wound, ,Service,97399-00-00,1611.72,1465.2
Dental,FMDNTS0094,Removal Of Foreign Body (Deep), ,Service,30064-00-00,1464.1,1331
Dental,FMDNTS0097,Removal Of Plate Or Wire Post, ,Service,52102-00-01,2188.89,1989.9
Dental,FMDNTS0099,Repair Of Laceration Upper Or Lower Lip (Moderate), ,Service,30052-02-00,2920.94,2655.4
Dental,FMDNTS0110,Arch Bar Maxilla Or Mandible, ,Service,97989-00-10,2430,2187
Dental,FMDNTS0114,Inter Dental Wiring One Jaw, ,Service,50130-00-01,2920.94,2655.4
Dental,FMDNTS0115,Closed Reduction, ,Service,47756-00-01,2188.89,1989.9
Dental,FMDNTS0129,Excision Of Tongue (Partial), ,Service,30272-00-00,3210.13,2918.3
Dental,FMDNTS0178,Grafting Soft Tissue (Small), ,Service,97271-02-00,3210.13,2918.3
Dental,FMDNTS0179,Grafting Soft Tissue (Medium), ,Service,97271-02-00,4821.85,4383.5
Dental,FMDNTS0180,Grafting Soft Tissue (Large), ,Service,97271-02-00,6425.1,5841
Dental,FMDNTS0181,Grafting Hard Tissue (Small), ,Service,97234-00-00,4821.85,4383.5
Dental,FMDNTS0182,Grafting Hard Tissue (Medium), ,Service,97234-00-00,6425.1,5841
Dental,FMDNTS0183,Grafting Hard Tissue (Large), ,Service,97234-00-00,8030.77,7300.7
Dental,FMDNTS0185,T. Implant Ant. (L), ,Service,45846-00-00,1611.72,1465.2
Dental,FMDNTS0186,T. Implant Ant. (G), ,Service,45846-00-00,2406.69,2187.9
Dental,FMDNTS0189,T. Implant Post (L), ,Service,45846-00-00,1932.37,1756.7
Dental,FMDNTS0190,T Implant Pirt (G), ,Service,45846-00-00,2734.6,2486
Dental,FMDNTS0192,Immediate T Implant Ant. (G), ,Service,45846-00-00,3210.13,2918.3
Dental,FMDNTS0193,Removal Of Implant, ,Service,97663-00-00,820,738
Dental,FMDNTS0194,Insertion Of I.M.Z. Implant 1St Stage, ,Service,97661-00-00,2580,2322
Dental,FMDNTS0195,Insertion Of I.M.Z. Implant 2Nd Stage, ,Service,45847-00-10,327.91,298.1
Dental,FMDNTS0196,I.M.Z. Implant Titanium 1St Stage, ,Service,97661-00-00,3870,3483
Dental,FMDNTS0197,I.M.Z. Implant Titanium 2Nd Stage, ,Service,97661-00-00,1145,1030.5
Dental,FMDNTS0214,Subperior Steal Implant Partial 2Nd Stage, ,Service,97661-00-00,315,283.5
Dental,FMDNTS0235,Reimplantation W/ Wire Fixation, ,Service,97387-00-00,1611.72,1465.2
Dental,FMDNTS0236,Add`L Fee For Comp.Proc./ 3Hrs, ,Service,83610-00-50,770.77,700.7
Dental,FMDNTS0296,Osteotomy Of Maxilla (Localized Anterior), ,Service,45720-01-00,6425.1,5841
Dental,FMDNTS0297,Osteotomy Of Maxilla (Localized Posterior), ,Service,45720-01-00,6425.1,5841
Dental,FMDNTS0298,Osteotomy Of Maxilla (Segmental Anterior), ,Service,45720-01-00,7227.33,6570.3
Dental,FMDNTX0002,Bitewing X-Ray, ,Service,97022-00-10,84.7,77
Dental,FMDNTX0003,Occlusal X-Ray, ,Service,97025-00-00,168.19,152.9
Dental,FMDNTX0004,Pediatric X-Ray, ,Service,97022-00-10,84.7,77
Dental,FMDNTX0006,Additional X-Ray, ,Service,97022-00-10,58.08,52.8
Dental,FMDNTX0007,Panoramic & Cephalometric, ,Service,57960-00-00,327.91,298.1
Dental,FMDNTS0028,Enucleation Of Moderate Cyst, ,Service,97379-00-00,2406.69,2187.9
Dental,FMDNTS0027,Enucleation Of Small Cyst, ,Service,97379-00-00,1611.72,1465.2
Dental,FMDNTS0049,Labial Frenectomy, ,Service,30278-02-00,1611.72,1465.2
Dental,FMDNTS0136,Rotation Flap (Small), ,Service,45200-00-00,2406.69,2187.9
Dental & Maxillofacial,FMDNTS0126,Stitches Removal (Medium), ,Service,92200-00-00,199.65,181.5
Dermatology ,EXDER-0012,Erbium Extra Large Area,0,Service,90676-00-00,3305.72,3005.2
Dermatology ,EXDER-0015,Vascular Laser - Large Area,0,Service,45027-02-00,3055.25,2777.5
Dermatology ,FMACUA0002,Acupuncture Therapy,0,Service,93173-00-00,269.83,245.3
Dermatology ,FMACUA0017,Acupuncture Therapy - 10 Sessions,0,Service,93173-00-00,2670,2403
Dermatology ,FMACUA0018,Acupuncture Therapy -7 Sessions,0,Service,93173-00-00,2170,1953
Dermatology ,FMACUA0019,Acupuncture Therapy -5 Sessions,0,Service,93173-00-00,1575,1417.5
Dermatology ,FMACUA0020,Moxibustion / Stick,0,Service,99999-99-99,199.65,181.5
Dermatology ,FMACUA0023,Transnerve Stimulation,0,Service,96155-00-00,283.14,257.4
Dermatology ,FMACUA0024,Sleep Inducing Acupuncture,0,Service,93173-00-00,505,454.5
Dermatology ,FMACUA0026,Acupuncture For Obescity,0,Service,93173-00-00,532.4,484
Dermatology ,FMDER00001,Laser For Quarter Of Body (Face-Axillae),0,Service,90676-00-00,250,225
Dermatology ,FMDER00009,Pigmentation Tatoo Removal - Medlite Laser,0,Service,90662-00-00,500,450
Dermatology ,FMDER-0002,Prostatic Massage,0,Service,92131-00-00,90.75,82.5
Dermatology ,FMDER-0003,Svd Injection,0,Service,99999-99-99,52.03,47.3
Dermatology ,FMDER-0010,Testicular Biopsy,0,Service,30644-04-00,1380.61,1255.1
Dermatology ,FMDER-0012,Wood'S Light Exam,0,Service,42503-00-01,90.75,82.5
Dermatology ,FMDER-0014,Skin Incision & Curettage,0,Service,30195-00-00,970,873
Dermatology ,FMDER-0016,Solar Keratosis,0,Service,30195-02-00,2580.93,2346.3
Dermatology ,FMDER-0020,Planter Wart,0,Service,30186-00-01,860.31,782.1
Dermatology ,FMDER-0022,Photopatch Test,0,Service,73100-18-20,314.6,286
Dermatology ,FMDER-0023,Skin Patch Test,0,Service,12021-00-00,469.48,426.8
Dermatology ,FMDER-0024,Ice Cube Test,0,Service,99999-99-99,347.27,315.7
Dermatology ,FMDER-0026,Uretheral Scrapping,0,Service,90365-00-00,154.88,140.8
Dermatology ,FMDER-0027,Urethral/ Endocervical Swab(Gonozyme),0,Service,73050-40-80,715,643.5
Dermatology ,FMDER-0028,Buccal Smear,0,Service,73200-05-30,90.75,82.5
Dermatology ,FMDER-0029,Lesion Smear,0,Service,99999-99-99,90.75,82.5
Dermatology ,FMDER-0031,Dermo Test,0,Service,12000-00-00,154.88,140.8
Dermatology ,FMDER-0034,Trichogram,0,Service,99999-99-99,398.09,361.9
Dermatology ,FMDER-0035,Dermabrasion - Small,0,Service,90676-00-00,2855,2569.5
Dermatology ,FMDER-0036,Skin Tag Excision Per Unit,0,Service,32142-00-00,776.82,706.2
Dermatology ,FMDER-0043,Keratolytic Application - Face,0,Service,99999-99-99,244.42,222.2
Dermatology ,FMDER-0044,Keratolytic Application - Arm,0,Service,90660-00-00,392.04,356.4
Dermatology ,FMDER-0045,Keratolytic Application - Legs,0,Service,99999-99-99,623.15,566.5
Dermatology ,FMDER-0046,Acne Surgery (Comedone Extraction),0,Service,99999-99-99,392.04,356.4
Dermatology ,FMDER-0048,Zyderm Implant Test,0,Service,90606-01-00,514.25,467.5
Dermatology ,FMDER-0049,Collagen Application - Acne,0,Service,99999-99-99,244.42,222.2
Dermatology ,FMDER-0050,Collagen Application - Regene- Ration,0,Service,90660-00-00,244.42,222.2
Dermatology ,FMDER-0053,Topical Application - Vitiligo Lotion,0,Service,99999-99-99,102.85,93.5
Dermatology ,FMDER-0054,Alopecia Lotion 2% - 100Cc,0,Service,90660-00-00,1361.25,1237.5
Dermatology ,FMDER-0055,Alopecia Lotion 3% - 100Cc,0,Service,45019-00-00,2035.22,1850.2
Dermatology ,FMDER-0056,Alopecia Lotion 5% - 100Cc,0,Service,90676-00-00,3204.08,2912.8
Dermatology ,FMDER-0062,Pathergy Test,0,Service,99999-99-99,615,553.5
Dermatology ,FMDER-0063,Diathermy Curretage,0,Service,30195-00-00,154.88,140.8
Dermatology ,FMDER-0065,Hair Shaft,0,Service,90676-00-00,90.75,82.5
Dermatology ,FMDER-0069,Sebaceous Cyst Excision - Small,0,Service,31205-00-10,269.83,245.3
Dermatology ,FMDER-0075,Puva Therapy Pkg 10 Sessions,0,Service,14050-00-00,1695.21,1541.1
Dermatology ,FMDER-0079,Puva Second Course,0,Service,14050-00-00,1194.27,1085.7
Dermatology ,FMDER-0082,Incision & Drainage Of Absess - Deep,0,Service,30223-01-00,330,297
Dermatology ,FMDER-0096,Hyperpigmentation Course,0,Service,45025-02-00,1534.28,1394.8
