Service Code,Service Name, Price,NPHIES ID,2022 Prices,2023 prices
FMOPTC0003,EXCISN OF MULTIPLE CHALAZIA,770,42575-00-01,933.7328,999.094096
FMSUR-0056,EXCISN OF MULTIPLE LIPOMA OR  NEUROMA,1740,99999-99-99,2109.9936,2257.693152
FMORT-0307,EXCISN OF MYOSITIS OSSIFICANS,1740,90572-00-01,2109.9936,2257.693152
FMSUR-0055,EXCISN OF PILONIDAL SINUS,2420,99999-99-99,2934.5888,3140.010016
FMOPTE0007,EXCISN OF PRIMARY PTERYGIUM,930,42686-00-01,1127.7551999999998,1206.698064
FMOPTE0009,EXCISN OF PTERYGIUM W/ GRAFT,2320,42686-00-01,2813.3248,3010.257536
FMOPTE0008,EXCISN OF RECURRENT PTERYGIUM,1740,42686-00-01,2109.9936,2257.693152
FMSUR-0104,EXCISN OF SEBACEOUS CYST MTPL,930,99999-99-99,1127.7551999999998,1206.698064
FMSUR-0098,EXCISN OF SEBACEOUS CYST SINGL,610,99999-99-99,739.7103999999999,791.490128
FMOPTF0004,EXCISN OF SECONDARY MEMBRANE   CAPSULECTOMY,1668,42731-01-01,2022.6835199999998,2164.2713664
FMORT-0164,EXCISN OF SEMILUNAR CARTILAGE  OF KNEE,2320,90574-01-01,2813.3248,3010.257536
FMOPTC0001,EXCISN OF SMALL CHALAZION,388,42575-00-01,470.50431999999995,503.43962239999996
FMORT-0477,EXCISN OF STERNOMASTOID TUMOUR,1160,30241-00-01,1406.6624,1505.128768
FMOBG-0053,EXCISN OR MARSUPIALIZATION OF BARTHOLIN CYST,825,35513-00-00,1000.428,1070.45796
MTSUR-0031,EXCISON OF DERMOID CYST,2015,99999-99-99,2443.4696,2614.512472
FMORT-0304,EXCISON OF LESION (GANGLION) OF TENDON EXCEPT HAND,2220,30107-00-01,2692.0607999999997,2880.505056
FMPDS-0076,EXCISSION OF CYSTIC HYGOMA AX.,3740,45033-06-00,4535.2735999999995,4852.742752
FMNEU-9909,Excission of Met. Tumour Spine,1680,48639-00-00,2037.2351999999998,2179.841664
FMPSDI0008,EXCISSION OF TUMOUR MANDIBLE   (HEMI),2552,30241-00-01,3094.65728,3311.2832896
FMPSDI0007,EXCISSION OF TUMOUR OF MANDI-  BLE (PARTIAL),2555,30241-00-01,3098.2952,3315.1758640000003
FMPTD-0590,EXCLUSIVE FOR GROWTH HORMONE,65,99999-99-99,78.82159999999999,84.339112
MTPSD-0026,EXCNL BPSY OF MASS FROM BREAST OR UNDER AXILLA (SM,3740,99999-99-99,4535.2735999999995,4852.742752
FMNEU-0032,EXCSION OF CRANIAL PHARYNGIOMA,5564,39712-02-00,6747.12896,7219.427987200001
MTSUR-0024,EXCSION OF GANGLION,2015,99999-99-99,2443.4696,2614.512472
MTPSD-0025,EXCSN BIOPSY 0F MASS FROM BREAST/UNDER AXILLA SML,2015,99999-99-99,2443.4696,2614.512472
FMPTD-2112,EXERCISE 12 SESSION,825,96129-00-00,1000.428,1070.45796
FMPTD-0080,EXERCISE FOR SGH STAFF PER MTH,170,92178-00-90,206.1488,220.579216
FMPTD-0081,EXERCISE FOR SGH STAFF PER YR.,795,95550-03-00,964.0487999999999,1031.532216
FMORW-0112,EXERCISE HAND SPLINT,675,96092-00-00,818.5319999999999,875.82924
FMPTD-2133,EXERCISE PACKAGE DEAL 12 SES.,270,99999-99-99,327.4128,350.331696
FMDNL-0028,EXPANSION SCREW,280,99999-99-99,339.5392,363.306944
FMDNTO0033,EXPANSION SCREW,1661,97575-00-00,2014.1950399999998,2155.1886928
FMODT-0033,EXPANSION SCREW,1337,99999-99-99,1621.2996799999999,1734.7906576
FMURO-0197,EXPLANTATION OF PENILE PROSTHESIS,9200,37014-00-00,11156.287999999999,11937.228159999999
OPT-0032,Explo/Excision Orbital Tumour,9000,42572-01-01,10913.76,11677.7232
FMORT-0644,EXPLOR.OF RETRO-PERITO.REGION,2780,90952-00-00,3371.1391999999996,3607.118944
FMOPTK0007,EXPLORATION  REP. OF ORBITAL  FLOOR FRACTION,2320,45590-00-01,2813.3248,3010.257536
FMORT-0683,EXPLORATION AND REPAIR OF BRAC HIAL FLEXUS.,14886,39300-00-00,18051.35904,19314.9541728
FMSUR-0261,EXPLORATION AND/OR EXCISION OFPARA THYROID GLAND OR ADENOMA,2955,99999-99-99,3583.3511999999996,3834.185784
FMORT-0675,EXPLORATION OF ANY NERVE,1830,90016-00-00,2219.1312,2374.4703839999997
FMORT-0614,EXPLORATION OF NERVE  NEUROLY SIS OR REPAIR,4632,39330-00-00,5616.94848,6010.1348736
FMPSDH0027,EXPLORATION OF NERVE OF FOREARM,2875,99999-99-99,3486.3399999999997,3730.3838
FMURO-0187,EXPLORATION OF SCROTAL HEMATOMA,2065,90405-01-00,2504.1016,2679.388712
FMNEU-0057,EXPLORATION OF SURG. WOUND G.A,585,99999-99-99,709.3944,759.0520080000001
FMNEU-0058,EXPLORATION OF SURG. WOUND L.A,235,99999-99-99,284.9704,304.918328
FMORT-0245,EXPLORATION OF TENDON SHEAT OF HAND,1160,47972-00-01,1406.6624,1505.128768
FMURO-0158,EXPLORATION OF THE EPIDIDYMIS,1365,30644-00-01,1655.2536,1771.1213520000001
FMNEU-0049,EXPLORATION OF THE SCIATIC    NERVE  AND NEUROLLISIS,3528,39330-00-00,4278.19392,4577.6674944
FMVAS-0045,EXPLORATION OF WOUND,1530,99999-99-99,1855.3392,1985.212944
FMSUR-0137,EXPLORATION-FEMORAL EMBOLISM  WOUND,2952,99999-99-99,3579.71328,3830.2932096
FMOPTK0008,EXPLORATN  RECONST. OF ORBIT,3244,45590-00-01,3933.8041599999997,4209.1704512
FMORT-0496,EXPLORATN LYSIS  NERVE SUTURE OF THE ULNAR,2320,39300-00-00,2813.3248,3010.257536
FMPDS-0032,EXPLORATORY LAPAROTOMY,2625,30373-00-00,3183.18,3406.0026
FMSUR-0092,EXPLORATORY LAPAROTOMY,3850,99999-99-99,4668.664,4995.47048
FMCTS-0048,EXPLORATORY THORACOTOMY,2804,38418-00-00,3400.2425599999997,3638.2595392
FMSUR-0262,EXPLORATORY THORACOTOMY,3528,99999-99-99,4278.19392,4577.6674944
FMPSDF0026,EXPLTN OF THE LACERATED WOUND IN THE ELBOW OF RIGHT UPPER ARM  FOREARM,1890,46417-00-01,2291.8896,2452.321872
FMOPTF0003,EXT.CAPSUL.EXT.OF LENS FRAG.  ASPIRATION,2320,42698-05-01,2813.3248,3010.257536
FMOPTF0002,EXT.CAPSUL.EXT.OF LENS(LINEAR),2320,42698-08-01,2813.3248,3010.257536
FMOPTB0002,EXTENDED CONTACT LENSES (PAIR),630,96092-00-20,763.9631999999999,817.440624
FMIVF-0055,EXTENDED SEMEM ANALYSIS,203,99999-99-99,246.16592,263.39753440000004
FMOBG-0038,EXTENDED TOTAL ABD.HYSTERECTO-  BILATERAL. SALPINGO-OOPH.,3724,35653-04-00,4515.87136,4831.982355200001
FMOPTB0015,EXTENDED WEAR C.L. (ONE),905,96092-00-20,1097.4392,1174.2599440000001
FMOPTB0006,EXTENDED WEAR CONTACT LENS(ONE,320,96092-00-20,388.0448,415.207936
FMSUR-0076,EXTENSIVE KELOID RECONSTRUCTN,2320,99999-99-99,2813.3248,3010.257536
FMEXS-0001,External Doctor Consultation,780,96037-00-00,945.8592,1012.069344
MTEXT-0001,EXTERNAL DOCTOR FEE,438,99999-99-99,531.13632,568.3158624
FMEXS-0003,EXTERNAL DOCTORS FEE,385,99999-99-99,466.8664,499.547048
FMEXS-0004,EXTERNAL DOCTORS FEE,385,99999-99-99,466.8664,499.547048
FMEXS-0002,EXTERNAL DR. CONSULTATION (IP),780,83600-00-60,945.8592,1012.069344
ENT-0043,External Ethmoid Operation,9450,41749-00-00,11459.448,12261.60936
FMPSDF0029,EXTERNAL FIXATOR FOR FINGERS,3200,47786-00-01,3880.448,4152.07936
ENT-0042,External Frontal Operation,7350,41746-00-00,8912.904,9536.80728
FMENTS0017,EXTERNAL OPERATION ON FRONTAL,3704,41749-00-00,4491.61856,4806.0318592
FMCTS-0023,EXTERNAL PACE-MAKER,4450,38390-02-00,5396.248,5773.98536
FMCARS0003,EXTERNAL PACEMAKER USE /DAY,250,83700-00-00,303.15999999999997,324.3812
FMCAT-0001,EXTERNAL PACEMAKER USE/DAY,200,11718-00-00,242.528,259.50496
FMCAR-0012,EXTERNAL TEMPORARY PACEMAKER,2800,38256-01-00,3395.392,3633.06944
FMLAB-8005,EXTRA BLOCKS,104,99999-99-99,126.11456,134.9425792
FMPSD-0006,EXTRA LARGE LESION FOR ERBIUM LAZER,2675,30195-02-00,3243.812,3470.8788400000003
FMXRY-0553,EXTRA NEEDLE ELECTRODE,3000,99999-99-99,3637.9199999999996,3892.5744
FMDNTP0044,EXTRA VITAL. TEETH,320,97765-00-00,388.0448,415.207936
FMXRY-0804,EXTRACRANIAL  STENTING,33900,99999-99-99,41108.496,43986.09072
FMXRY-0805,EXTRACRANIAL ANGIOPLASTY,20500,99999-99-99,24859.12,26599.2584
FMLAB-9059,EXTRACTABLE NUCLEAR ABS. -ENA- (ANTI RNP ANTI Sm),612,73100-10-70,742.13568,794.0851776000001
FMDER-0086,EXTRACTION OF MOLLUSCA BODIES  AREA,155,30189-00-00,187.95919999999998,201.116344
FMPSDG0013,EXTRACTION OF TISSUE EXPANDER,4160,99999-99-99,5044.582399999999,5397.703168
FMDNTC0073,EXTRA-ORAL SUBCONDYLAR -      OSTEOTOMY (OBLIQUE),1819,45720-00-00,2205.79216,2360.1976112
FMDNTC0072,EXTRA-ORAL VERTICAL OSTEOTOMY IN THE RAMI,1819,45720-00-00,2205.79216,2360.1976112
FMCTS-0031,EXTRAPLEURAL PNEUMONECTOMY,5880,38438-02-00,7130.3232,7629.445824
FMXRY-0325,EXTREMITIES W/ CONTRAST,1250,56625-00-02,1515.8,1621.906
FMXRY-0324,EXTREMITIES W/O CONT.,1000,56619-00-02,1212.6399999999999,1297.5248
FMINTR0018,EXTUBATION PROCEDURE,135,99999-99-99,163.7064,175.165848
FMDER-0285,EYE BROW FIXING DYE AND BLOWER,55,99999-99-99,66.6952,71.363864
FMPSDE0042,EYE BROW LOSS (HAIR TRANSPLANT,2555,45560-00-00,3098.2952,3315.1758640000003
FMLAB-6027,EYE C/S,275,73050-40-30,333.476,356.81932
FMOPTC0017,EYE LASHES ELECTROLYSIS,194,42587-04-01,235.25215999999998,251.71981119999998
MTOPT-0007,EYE LASHES ELECTROLYSIS (BOTH EYE),245,99999-99-99,297.0968,317.893576
MTOPT-0006,EYE LASHES ELECTROLYSIS (ONE EYELID,145,99999-99-99,175.8328,188.141096
MTOPT-0033,EYE LID ELECTORLYSIS BOTH EYES,310,99999-99-99,375.91839999999996,402.232688
MTOPT-0034,EYE LID ELECTROLYSIS ONE EYE,155,99999-99-99,187.95919999999998,201.116344
FMPSYA0005,EYSENCK PERSONALITY INV. AD,145,96101-00-00,175.8328,188.141096
FMLAB-3012,F.S.H.,300,73050-16-90,363.792,389.25744
FMLAB-5029,F.T.A. ABS (FLUORESCENT TREPONEMAL ABS),344,99999-99-99,417.14815999999996,446.34853119999997
FMOBG-0193,F.TUBE- RE-ANASTOMOSIS-        UNILATERAL,2756,35694-01-00,3342.03584,3575.9783488000003
FMPSDE0001,FACE LIFTING (COMPLETE),4172,45587-00-00,5059.13408,5413.2734656
FMDER-0284,FACE TREATMENT COLLAGEN MASK,270,99999-99-99,327.4128,350.331696
FMNEU-0089,FACETAL DENEVATION,220,39118-01-00,266.7808,285.455456
FMORT-0431,FACETTE BLOCK,975,90022-00-00,1182.3239999999998,1265.08668
DNT-0033,FACIAL BONE GRAFTING  RECONSTRUCTION,33000,45647-00-00,40017.119999999995,42818.3184
FMPTD-0057,FACIAL NERVE COND. - 1 SIDE,170,96129-00-00,206.1488,220.579216
FMPTD-0058,FACIAL NERVE CONDUCT. 2 SIDES,245,96129-00-00,297.0968,317.893576
FMENTE0008,FACIAL NERVE EXCITABILITY TEST,460,11012-01-00,557.8144,596.861408
FMDNTS0074,FACIAL PAIN P. D.,1410,50115-00-00,1709.8224,1829.509968
FMPSDH0028,FACIOTOMY,1155,99999-99-99,1400.5991999999999,1498.641144
FMORT-0251,FACIOTOMY OF HAND,1395,47981-02-01,1691.6327999999999,1810.047096
FMLAB-9482,FACTOR  II,240,73100-02-30,291.0336,311.405952
FMLAB-1105,FACTOR IX ACTIVITY,425,99999-99-99,515.372,551.44804
FMLAB-1102,FACTOR V ACTIVITY,425,73100-06-20,515.372,551.44804
FMLABM0032,FACTOR V LEIDEN (BY PCR),956,99999-99-99,1159.28384,1240.4337088000002
FMLAB-1103,FACTOR VII ACTIVITY,425,73250-01-00,515.372,551.44804
FMLAB-1104,FACTOR VIII ACTIVITY,425,73000-00-20,515.372,551.44804
FMLAB-9485,FACTOR VIII INHIBOTOR ( BETHESEDA ASSAY),240,73100-04-60,291.0336,311.405952
FMLAB-9486,FACTOR VIII MULTIMERS,240,73100-03-00,291.0336,311.405952
FMLAB-9060,FACTOR VIII RELATED AG-VIII AG  (VON WILLEBERAND FACTOR),860,73100-02-90,1042.8704,1115.8713280000002
FMLAB-9484,FACTOR VIII RISTOCETIN COFACTOR (VON WILLEBERAND FACTOR),240,73100-02-80,291.0336,311.405952
FMLAB-1106,FACTOR X ACTIVITY,425,73050-40-80,515.372,551.44804
FMLAB-1107,FACTOR XI ACTIVITY,425,96030-00-00,515.372,551.44804
FMLAB-1108,FACTOR XII ACTIVITY,425,99999-99-99,515.372,551.44804
FMOBG-0154,FALLOP.TUBE REANASTOMOSIS BIL.,3308,35694-01-00,4011.4131199999997,4292.2120384
FMOBG-0153,FALLOP.TUBE REANASTOMOSIS UNIL ATERAL,2895,35694-05-00,3510.5928,3756.334296
FMLAB-9983,FAMILY MED. INVST.(LIPID PRFLE CBC FBS HEMOSYST,460,73200-08-60,557.8144,596.861408
FMLABM0030,FAMILY MEDITERRANIAN FEVER (FMF),4636,99999-99-99,5621.79904,6015.3249728
FMPSYA0046,FAMININITY  MASCULINITY,270,92204-00-00,327.4128,350.331696
FMPTD-2087,FANGO HALF - IP,95,99999-99-99,115.2008,123.26485600000001
FMPTD-2086,FANGO HALF - OP,95,99999-99-99,115.2008,123.26485600000001
FMPTD-2063,FANGO TREATMENT,140,99999-99-99,169.7696,181.653472
FMPTD-2064,FANGO TREATMENT + MASSAGE,290,99999-99-99,351.6656,376.282192
FMENTE6024,FARO REMOTE CONTROL,990,99999-99-99,1200.5136,1284.5495520000002
FMLAB-9158,FASCIOLA HEPATICA,516,83700-00-00,625.7222399999999,669.5227967999999
FMENTG0001,FASHION OF THE SKIN FLAP,1050,45200-00-00,1273.272,1362.40104
FMPSDJ0038,FAT INJECTION IN THE FACE,2015,90660-00-00,2443.4696,2614.512472
FMPSDJ0040,FAT INJECTION IN THE OTHER ARE AS,1010,90660-00-00,1224.7664,1310.500048
FMPSJ0040,FAT INJECTION IN THE OTHER AREAS,955,99999-99-99,1158.0711999999999,1239.136184
FMOBG-0129,FATHERGILL'S OPERATION,1654,35577-00-00,2005.7065599999999,2146.1060192
FMORT-0631,FEBULAR OESTEOTOMY,585,48406-00-01,709.3944,759.0520080000001
FMLABM0080,FECAL METALS,679,99999-99-99,823.38256,881.0193392000001
FMVAS-0016,FEMORA DISTAL (ANT. OR POST. TIBIAL) BYPASS,7200,99999-99-99,8731.008,9342.17856
FMVAS-0015,FEMORA POPLITEAL BYPASS GRAFT,5280,99999-99-99,6402.7392,6850.930944000001
FMNEP-0019,FEMORAL CATHETE DOUBLE LUMEN,755,13815-01-00,915.5432,979.631224
FMSUR-0135,FEMORAL EMBOLECTOMY,3528,99999-99-99,4278.19392,4577.6674944
VAS-0010,Femoral Embolectomy,11200,33806-09-01,13581.568,14532.27776
FMNEP-0020,FEMORAL OR SUBCLAVICEN CATHETR,310,13815-01-00,375.91839999999996,402.232688
CAR-0016,Femoro Post Tibial Bypass (Excluding Sythetic Bypass Graft),25000,34809-00-01,30316.0,32438.120000000003
FMSUR-0236,FEMORO-ANTERIOR (POSTERIOR OR PERONEAL) BYPASS SITU VEINGRAF,9400,99999-99-99,11398.815999999999,12196.733119999999
VAS-0023,Femoro-Distal Bypass,22450,32751-03-01,27223.768,29129.431760000003
VAS-0018,Femoro-Popleteal Bypass,20570,34809-00-01,24944.0048,26690.085136
FMSUR-0144,FEMORO-POPLITEAL BYPASS,5876,99999-99-99,7125.47264,7624.2557248
FMXRY-0062,FEMUR AP. LAT.,300,57518-00-11,363.792,389.25744
FMSUR-0295,FEMURO CREPAIR OF ILIAC VEIN,2540,99999-99-99,3080.1056,3295.712992
FMLAB-3013,FERRITIN,350,73050-13-10,424.424,454.13368
FMLAB-9488,FETAL ERYTHROCYTES,652,73100-09-00,790.6412799999999,845.9861696
FMNEU-0164,FF-UP DBS ADJUSTMENT,395,99999-99-99,478.9928,512.522296
FMDNTP0087,FIBER OPTIC POST,357,97981-00-00,432.91247999999996,463.2163536
FMLAB-9489,FIBRILLARINE ABS,400,73100-13-20,485.056,519.00992
FMLAB-1042,FIBRINOGEN,250,73100-05-80,303.15999999999997,324.3812
FMLAB-9490,FIBRONECTIN,340,73050-13-20,412.2976,441.158432
FMLABM0036,FIBROTEST - ACTITEST,1360,99999-99-99,1649.1904,1764.633728
FMLAB-9061,FILARIA ABS.,508,73050-43-50,616.02112,659.1425984
FMNEU-0153,FILLING OF PUMP,640,96209-19-00,776.0896,830.415872
FMLAB-1112,FILTERED PACKED RBCs - N,2300,99999-99-99,2789.0719999999997,2984.3070399999997
FMOBG-0156,FIMBRIOPLASTY BILATERAL,2483,90434-00-02,3010.98512,3221.7540784
FMOBG-0155,FIMBRIOPLASTY UNILATERAL,1654,90434-00-01,2005.7065599999999,2146.1060192
FMOBG-0195,FIMBRIOPLASTY- UNILATERAL,1575,90434-00-01,1909.908,2043.60156
FMOBG-0196,FIMBRIOPLASTY-BILATERAL,2363,99999-99-99,2865.46832,3066.0511024
FMERDA0085,FINE FAC.SUT.USNG. 5-6 SUT.4-7 SUTURES,140,30032-00-10,169.7696,181.653472
FMERDA0083,FINE FAC.SUTRES.USING 8-12 SUT USING 5 OR 6  SUTURE,170,30032-00-30,206.1488,220.579216
FMERDA0084,FINE FACIAL SUTUR.USG.5-6 1-3  SUTURES,115,30032-00-10,139.4536,149.215352
FMONC-0029,FINE NEEDLE ASPIRATION BREAST OR THYROID,135,99999-99-99,163.7064,175.165848
MTSUR-0070,FINE NEEDLE BIOPSY (ASPIRATION OF THYROID GLAND),550,99999-99-99,666.952,713.63864
FMSUR-0100,FINE NEEDLE BIOPSY OR ASPIRATNOF THYROID CYST,310,99999-99-99,375.91839999999996,402.232688
FMORT-0802,FINGER AMPUTATION,975,99999-99-99,1182.3239999999998,1265.08668
FMSUR-0221,FINGER AMPUTATION (PARTIAL),585,99999-99-99,709.3944,759.0520080000001
FMPSDH0015,FINGER IMPLANTATION,4856,45794-07-01,5888.579839999999,6300.7804288
FMORT-0341,FINGER REATTACHEMENT,4632,46483-00-01,5616.94848,6010.1348736
FMORT-0567,FINGER SPLINT,120,96092-00-00,145.5168,155.702976
FMORW-0120,FINGER THUMB SPLINT,280,96092-00-00,339.5392,363.306944
FMPSDF0023,FINGER TIO RECONSTRUCTION (GA),675,46444-00-01,818.5319999999999,875.82924
FMPSDF0022,FINGER TIP RECONSTRUCTION (L.A),415,46444-00-01,503.24559999999997,538.472792
MTPSD-0038,FINGER TIP RECONSTRUCTION FOR ONE FINGER (G.A.),1275,99999-99-99,1546.116,1654.34412
MTPSD-0039,FINGER TIP RECONSTRUCTION FOR ONE FINGER (L.A.),640,99999-99-99,776.0896,830.415872
FMXRY-0053,FINGERS AP LAT. OBL.,200,57506-04-21,242.528,259.50496
FMORW-0034,FINGERS PROSTHESIS,1710,96092-00-00,2073.6144,2218.767408
FMXRY-0436,FIRST PASS UNDER STRESS,1400,99999-99-99,1697.696,1816.53472
FMXRY-0435,FIRST PASS WITHOUT STRESS,900,99999-99-99,1091.376,1167.77232
FMURO-0019,FIRST STAGE HYPOSPADIAS REPAIR,2320,37827-00-00,2813.3248,3010.257536
FMLAB-9492,FISH TAPEWORM IGG IGM,432,73200-09-60,523.8604799999999,560.5307136
FMDNTP0073,FISSURE SEALENT TEETH,178,97161-00-00,215.84992,230.95941440000001
FMXRY-0263,FISTULOGRAM,700,59739-03-00,848.848,908.26736
FMENTE6046,FITTING FO COCHLEAR IMPLANT SPEECH PROCESSOR,45035,96092-00-41,54611.242399999996,58434.029367999996
FMENTE0032,FITTING HEARING AID AUDIOFLE 120,3080,96092-00-41,3734.9312,3996.376384
FMENTE0037,FITTING OF COMPACT DIGIFOCUS   HEARING AID,7115,41557-02-01,8627.9336,9231.888952000001
MTENTE0036,FITTING OF COMPACT DIGIFOCUS  HEARING AID.,7115,99999-99-99,8627.9336,9231.888952000001
FMENTE3022,FITTING OF DIGITAL SIEMENS HEARING AID,4440,96092-00-41,5384.1215999999995,5761.010112
FMENTE0038,FITTING OF FM SYSTEM FOR       HEARING IMPAIRMENT,8875,96092-00-41,10762.18,11515.5326
FMENTE3021,FITTING OF NOISE GENERATOR,2540,96092-00-00,3080.1056,3295.712992
FMURO-0006,FIXATION CATHETER - RUPTURED  URETHRA,1785,36824-00-00,2164.5624,2316.081768
FMERDA0042,FIXATION OF AGRYL CATHETER,675,13109-00-00,818.5319999999999,875.82924
FMPSDF0028,FIXATION OF FRACTURE IN THE DISTAL MIDDLE PHALANGES WITH K-WIRES,1270,47789-00-01,1540.0528,1647.856496
FMERDA0061,FLEET CLEANSING ENEMA,60,92077-00-00,72.7584,77.851488
FMNUR-0009,FLEET CLEANSING ENEMA,30,92077-00-00,36.3792,38.925744
MTNUR-0021,FLEET CLEANSING ENEMA,55,99999-99-99,66.6952,71.363864
FMENDE0006,FLEXIBLE SIGMOIDOSCOPY,1300,32084-00-00,1576.432,1686.7822400000002
FMORT-0354,FLEXOR BRACHIRADIALIS RELEASE,1740,47963-00-01,2109.9936,2257.693152
FMDNTF0012,FLOURIDE TREATMENT (CHILDREN)  PER VISIT,255,97281-00-00,309.22319999999996,330.86882399999996
FMCAT-0021,FLOUROSCOPY LIGHT SCREANING,200,38215-00-00,242.528,259.50496
FMINT-0055,FLOW VOLUME LOOP,220,83700-00-00,266.7808,285.455456
FMXRY-0253,FLUORESCOPY GUIDED ASPIRATIN,720,99999-99-99,873.1007999999999,934.217856
FMLAB-9493,FLUORIDE (S.U),345,73050-13-30,418.3608,447.646056
FMLAB-9494,FLUORIDE INHIB. PSEUDOCHOLINESTER,152,73050-13-30,184.32128,197.22376960000003
FMLAB-9495,FLUOXETINE / DESMETHYLFLUOXETIN,792,73050-07-90,960.4108799999999,1027.6396416
FMXRY-0097,FLUROSCOPY CHARGE CHARGE 5 MTS,290,60503-00-00,351.6656,376.282192
FMXRY-0210,FLUROSCOPY GUIDED ERCP,720,30484-00-00,873.1007999999999,934.217856
FMXRY-0106,FLUROSCOPY IN O.R. 10 MINUTES,290,60503-00-00,351.6656,376.282192
FMXRY-0107,FLUROSCOPY IN O.R. 15 MINUTES,360,60503-00-00,436.55039999999997,467.108928
FMXRY-0105,FLUROSCOPY IN O.R. 5 MINUTES,150,60503-00-00,181.896,194.62872
FMLAB-9216,FOETAL HEMOGLOBIN,412,73100-07-00,499.60767999999996,534.5802176
FMLAB-9062,FOLIC ACID (S),320,73050-13-50,388.0448,415.207936
FMLAB-9296,FOLIC ACID IN ERYTHOCYTES (FOLATE),588,73050-13-40,713.0323199999999,762.9445824
FMLAB-1083,FOLLOW UP - CBC,98,99999-99-99,118.83872,127.1574304
FMENDE0003,FOLLOW UP ENDOSCOPY,900,30473-00-00,1091.376,1167.77232
FMENTE4030,FOLLOW UP TEMPANOMETRY,299,99999-99-99,362.57936,387.9599152
FMXRY-0703,FOLLOW-UP,400,96037-00-00,485.056,519.00992
FMPDT-0002,FOLLOW-UP  EXAM.  CONSULTATN NURSERY,145,83600-00-60,175.8328,188.141096
FMXRY-0705,FOLLOW-UP DBN FOR HAND,100,61402-00-00,121.264,129.75248
FMNEP-0034,FOLLOW-UP NEPROLOGY,460,13100-00-00,557.8144,596.861408
HCXRY-0011,FOLLOW-UP U/S,1000,99999-99-99,1212.6399999999999,1297.5248
FMXRY-0505,FOLLOW-UP ULTRASONOGRAM,400,90908-00-00,485.056,519.00992
FMENTE0049,FOLLOW-UP VNG (VIDEO NYSTAGMOGRAPHY,949,99999-99-99,1150.7953599999998,1231.3510351999998
MTOPT-0029,FONTUS EXAMINATION (G.A),495,99999-99-99,600.2568,642.2747760000001
FMLAB-6036,FOOD EXAM (BACTERIOLOGICAL),456,99999-99-99,552.96384,591.6713088
FMSUR-0230,FOOT AMPUTATION (TRANSMETATAR-SAL),1740,99999-99-99,2109.9936,2257.693152
FMXRY-0075,FOOT AP LAT.,238,57518-04-11,288.60832,308.81090240000003
FMXRY-0076,FOOT APLATOBL.,250,57518-04-21,303.15999999999997,324.3812
FMORW-0011,FOOT SLAB,1105,96092-00-00,1339.9671999999998,1433.764904
FMORT-0356,FOOT SLAP MADE IN GERMANY,1500,96092-00-00,1818.9599999999998,1946.2872
FMXRY-0077,FOOT TANG/LAT IN STANDING,150,57518-04-11,181.896,194.62872
FMORW-0033,FOOTSLABS FROM GERMANY,785,96092-00-00,951.9223999999999,1018.556968
FMENTE0016,FOR SITE OF LESS.TEST BATTERY,505,83700-00-00,612.3832,655.250024
FMOBG-0011,FORCEPS DELIVERY (ROUTINE),1448,90468-06-00,1755.9027199999998,1878.8159104
FMOBG-0012,FORCEPS DELIVERY COMPLICATED   KIELAND,2070,90468-01-00,2510.1648,2685.8763360000003
FMPSDB0003,FORE HEAD FLAP TO NOSE,3060,45206-09-00,3710.6784,3970.425888
FMPSDE0032,FORE HEAD FLAP TO ORAL CAVITY,3568,45206-09-00,4326.69952,4629.5684864
FMXRY-0045,FOREARM  AP. LATERAL,294,57506-02-01,356.51615999999996,381.4722912
FMORT-0365,FOREARM CIRCULAR CAST,400,96092-00-00,485.056,519.00992
FMPTD-0064,FOREARM CRUTCHES - EACH,675,96131-00-00,818.5319999999999,875.82924
FMORW-0015,FOREARM ORTHOSIS WITH COVER,785,96092-00-00,951.9223999999999,1018.556968
FMORW-0038,FOREARM PROSTHESIS COSMETIC,13540,96092-00-00,16419.1456,17568.485792
FMORW-0040,FOREARM PROSTHESIS COSMETIC   WORK HOOK,21525,96092-00-00,26102.075999999997,27929.221319999997
FMORW-0039,FOREARM PROSTHESIS ELECTRIC    (MYOELECTRIC),69155,96092-00-00,83860.1192,89730.327544
FMORT-0361,FOREARM SLAB,310,96092-00-00,375.91839999999996,402.232688
FMORW-0012,FOREARM SLAB W/O COVER,400,96092-00-00,485.056,519.00992
FMORW-0095,FOREARM SLAB W/O COVER,310,99999-99-99,375.91839999999996,402.232688
FMORW-0096,FOREARM SLAB WITH COVER,390,96092-00-00,472.9296,506.034672
FMORT-0342,FOREARMWRISTHAND REATTACHMNT,7299,90584-01-01,8851.05936,9470.6335152
FMENTO0010,FOREIGN BODY EXTRACTION-MOUTH,180,92087-00-00,218.27519999999998,233.554464
ENT-0024,Foreign Body Oesophagus,2970,30478-10-00,3601.5407999999998,3853.648656
FMENTN2001,FOREIGN BODY REMOVAL,310,99999-99-99,375.91839999999996,402.232688
FMERDA0032,FOREIGN BODY REMOVAL,290,99999-99-99,351.6656,376.282192
MTENT-0055,FOREIGN BODY REMOVAL NOSE (L.A,710,99999-99-99,860.9744,921.242608
MTENT-0056,FOREIGN BODY REMOVAL NOSE(G.A),1285,99999-99-99,1558.2423999999999,1667.319368
MTENT-0088,FOREIGN EXTRACTION MOUTH (G.A),1230,99999-99-99,1491.5472,1595.955504
