WIPRO CODE,NAME,price 
MS-G-000242,"GRANULES CHRONOS 2.8-5.6MMX20.0CC,SYNTHES # 710.027S",9847
MS-G-000238,"GRANULES CHRONOS 2.8-5.6X10CM,60%,SYNTHES#710.026S",6758
MS-G-000224,"GRANULES CHRONOS 2.8-5.6X5CC,SYNTHES#710.025S",3908
SMI1660,GROMMET SHEPARD 1.14MM ID W/TEFLON XOMED #10-16201/10-28012/140030,324
MS-G-000734,"GUDING CATHETER 6FR X 105CM , BALT -FRANCE # FRGMAX6F105-8MP",5896
MS-G-000752,"GUIDE DRILL UNIVERSAL 2.7MM, SYNTHES # 323.260",12215
MS-G-000722,"GUIDE WIRE 0.14X200MM SLIVER SPEED 10 EV3 , MEDTRONIC # 103-0601-200",6570
MS-G-000766,GUIDE WIRE 035/180 STD JUDE # 408009,1540
MS-G-000742,"GUIDE WIRE 1.6 MM,OSTEONIC #Y1Z.16010",539
SMI9685,"GUIDE WIRE 150CM-0.035"" # ST-293502 .",1617
MS-G-000736,"GUIDE WIRE 2.5 X 200 MM,OSTEONIC #Y1Z.25010",693
MS-G-000798,"GUIDE WIRE ANGELED HYDROPHILIC 0.035 X 180 X 3 CM,MERIT#LWSTDA35180",1584
MS-G-000276,"GUIDE WIRE ANGLED HYDROPHILIC 0.035 X 150,COLOPLAST # AEAE35",1584
MS-G-000685,GUIDE WIRE COMMAND ES 0.04X300CM #2078175 ABBOTT # 2075175,3696
MS-G-000294,GUIDE WIRE DHS 2.5 X 230MM SYNTHES #338.000,797
MS-G-000346,GUIDE WIRE DHS 2.5 X 300 MM SYNTHES #338.002,1974
MS-G-000247,GUIDE WIRE DIA 2.5X200 SYNTHES #310.243,1540
MS-G-000775,"GUIDE WIRE HYDROPHILIC 0.007"" X 210CM J TIP, NITINOL BALT – FRANCE #HYBRID007J",6064
MS-G-000744,"GUIDE WIRE HYDROPHILIC 0.007"" X 210CM, BALT -FRANCE # HYBRID007D",6064
MS-G-000774,"GUIDE WIRE HYDROPHILIC 0.008"" X 210CM J TIP, NITINOL BALT – FRANCE #HYBRID008J",6064
MS-G-000743,"GUIDE WIRE HYDROPHILIC 0.008"" X 210CM, BALT -FRANCE # HYBRID008D",6064
MS-G-000755,"GUIDE WIRE HYDROPHILIC 0.012"" X 200CM, STRAIGHT NITIN -FRANCE # HYBRID1214D LOCAL . # HYBRID1214D",4885
MS-G-000690,GUIDE WIRE HYDROPHILIC AVIGO 205CM EV3 # 103-0606-200,4717
MS-G-000277,"GUIDE WIRE J-TIP LUNDERQUIST 0.035 X 80 CM,COLOPLAST # AEJ535",1617
MS-G-000278,"GUIDE WIRE MOVABLE CORE 0.035 X150CM,COLOPLAST # AE0A35",1537
MS-G-000716,GUIDE WIRE NEURO 0.014X200CM SYNCHRO STRYKER # 1341,6738
MS-G-000723,"GUIDE WIRE NEURO SYNCHRO .014X300CM , STRYKER # 1331",8422
MS-G-000365,"GUIDE WIRE NITINOL FOR ACL SIZE 1.1 MM X 38.5 CM , CARL STORS # 28789GW",3427
MS-G-000279,"GUIDE WIRE STIFF PCN 0.038,COLOPLAST # AE1138",1502
MS-G-000767,"GUIDER SOFTIP STR XF 7F 90CM 40XF, STRYKER # H965100430",2811
SMI9309,"GUIDEWIRE 0.038 STRAIGHT PTEF COATED , 150CM , 3CM TIP CAT#SFT",674
MS-G-000735,"GUIDEWIRE MICRO HYDROPHILIC 0.008""X 210CM, STRAIGHT , BALT -FRANCE # HYBRID10D300",7749
MS-G-000719,GUIDEWIRE MIRAGE .008X200CM F/ EMBOLIZATION MEDTRONIC # 103-0608,8422
MS-G-000358,GUIDEWIRE MIRAGE .008X200CM F/ EMBOLIZATION MEDTRONIC EV-103-0608,8129
SMI9608,"GUIDEWIRE PTCA FLOPPY, 0.014"" / 180CM ""J"" TIP # F;PHLDJ180",2744
MS-G-000295,GUIDEWIRE SUPER STIFF C. TIP .035X300CM J TIP MEDTRONIC #H965SCH306010,1617
MS-G-000760,"GUIDEWIRE THREADED DISPOSABLE 24, MEDTRONIC # 873-004",1981
MS-H-000106,HALO VEST LERMAN NON HALO # USA,17325
MS-H-000109,HALO VEST WITH RING LARGE # USA,23513
MS-H-000107,HARMONIC ACE & SHEARS ETHICON #HAR36,8759
MS-H-000572,"HEAD 22 COCR MEDIUM, CHM # 23122205",10395
MS-H-000626,HEAD 22MM S COCR MO TAPER 12/14 IMPLANT CAST #23122200,8663
MS-H-000222,HEAD BIPOLAR 28MM #21510046 (IMPLANTCAST),11550
MS-H-000113,HEAD BIPOLAR 4MM # 21510048,11550
MS-H-000042,HEAD BIPOLAR 52MM #21510052,11550
MS-H-000239,"HEAD BIPOLAR 54 MM , IMPLANCAST # 21510054",10395
MS-H-000627,HEAD BIPOLAR COCR 38MM/22 IMPLANT CAST #21512238,14850
MS-H-000251,HEAD BIPOLAR HIP CENT. SELF 42 X 28MM J&J $# 103542000,14850
MS-H-000571,"HEAD BIPOLAR IC 41MM, CHM # 21512241",11550
MS-H-000221,HEAD BIPOLAR SS 28 XL SYNTHES # 2.30.413,8422
MS-H-000264,HEAD BIPOLAR SS 42/28 #54.11.0042,8663
MS-H-000186,HEAD BIPOLAR SS 44/28 #54.11.0044,11550
MS-H-000063,HEAD BONNETT MIDLINE 22-25CM F&P #BC303-05,1107
MS-H-000061,HEAD BONNETT MIDLINE 25-29CM F&P #BC306-05,1139
MS-H-000062,HEAD BONNETT MIDLINE 29-36CM F&P #BC309-05,1109
MS-H-000489,HEAD COCORMO 12/14 IMPLANCAST # 23872815,8663
MS-H-000223,HEAD COCRMO 28MM #23872805 (IMPLANTCAST),8663
MS-H-000189,"HEAD FEMORAL 12/14X28MM ,ZIMMER#8018-28-03",8070
MS-H-000238,"HEAD FEMORAL 28 MM , IMPLANTCAST # 23872810",8663
MS-H-000207,HEAD FEMORAL 28MM IMPLANT MUTARS # 23872800,5775
MS-H-000117,HEAD FEMORAL 28X900 BIOMET #163665,4346
MS-H-000559,"HEAD FEMORAL ARTICUL / EZE 32MM 12/14 TAPER, JOH. & JOH. # 1365-24-000",8759
MS-H-000564,"HEAD FEMORAL ARTICUL/EZE 32MM, JOH. & JOH. # 1365-22-000",8759
MS-H-000478,HEAD FEMORAL CERAMIC 36MM 12/14 TAPER BIOLOX JHONSON & JHONSON # 1365-36-320,10107
MS-H-000546,HEAD FEMORAL LINEAGE SIZE:36 MM MICRO PORT # 26000028,10107
MS-H-000569,"HEAD FEMORAL M-SPEC 36MM 12/14, JOH. & JOH. # 1365-52-000",8759
MS-H-000600,"HEAD FEMORAL METAL 28MM 12/14 TAPER, JOHNSON & JOHNSON # 1365-13-500",9433
MS-H-000249,HEAD FEMORAL METASUL 12/14 28X0 ZIMMER #877002802,8663
MS-H-000230,HEAD FEMORAL METASUL 12/14 X 28L ZIMMER #8770¿028¿03,8422
MS-H-000233,"HEAD FRACTURE 45MM , MATHYS # 60.25.0045",8374
MS-H-000212,HEAD IC 32MM L TITANIUM # 27873210,8001
MS-H-000003,"HEAD PROSTHESIS ""B"" LUB.D28MM MED.SHORT 49.5MM LINK #120-747",16088
MS-H-000002,HEAD PROSTHESIS 28X53MM LINK #120-748,2028
MS-H-000493,"HEAD RADIAL 24 MM KATALYST,INTEGRA # 221424 INTEGRA LIFE SCIENCES # 221424",14850
MS-H-000602,HEAD RADIAL 24MM POLY ASSEMBLY. INTEGRA LIFE SCIENCES # 22-1424,14850
MS-H-000191,HEAD SS 28M #2.30.411,5054
MS-H-000179,HEAD SS 28S # 2.30.410 / MATHYS,5054
MS-H-000203,HEAD-IC 28MM L #27872810 TITANIUM,8663
MS-H-000214,HEAD-MALLORY ACETABULAR SHELL 46MM POROUS COATED#11-104146 / ZIMMER,9096
MS-H-000270,HEATER WIRE ADAPTER FOR REUSABLE CIRCUIT FISHER & PAYKEL #900MR858,2310
SMI9567,HEMO. FILTER WITH TUBING & COLLECTION BAG #HPH700TS,2214
MS-H-000599,"HIGH CROSS LINKED PROTRUDED LINER 54X56MM, HIPOKRAT # 101.0300",8663
MS-H-000279,HINGE CLAMP F/ILIZAROV S.S #SONY,1098
MS-H-000099,HINGE HALF FEMALE 1 HOLE TIPMED # 041801 / JMS # 041801,1098
MS-H-000098,HINGE HALF MALE TIPMED # 041795 / JMS # 041795,1098
MS-H-000245,"HIP KIT PULSAVAC PLUS , ZIMMER # 5150-482",1287
MS-H-000266,"HIT KIT PULSAVAC PLUS , ZIMMER # 500105032",2888
MS-H-000610,"HOLDING SLEEVE FOR STAR SCREWDRIVER, IRENE # C19042",959
MS-H-000288,HOOK ABLATOR 90° COOLCUT ARTHREX# AR-9801,3273
MS-H-000280,HOOK IRIS FOR OPTHALMIC # UK,418
MS-H-000557,HOOK PEDICLE SPINAL SYSTEM MEDTRONIC #7541113,3619
MS-H-000558,HOOK SMALL PEDICLE SPINAL SYSTEM MEDTRONIC #7541102,3234
MS-H-000578,HYPERFLEX PE-INSERT SIZE 3 10M CHM # 42401310,9096
SMC1080,ICE PACK COLD/HOT SMALL / M,270
SMS0001,ID BAND ADULT,4
SMS0004,ID BAND INFANT,4
MS-I-000663,IE FACTOR 12MM FLEX FR STRIP -USA #950-012,5458
MS-I-000673,IE FACTOR 25MM FLEX FR STRIP – USA #950-025,9356
MS-I-000626,"IMP-TITANIUM 10X100MM, MEDTRONIC # 905-101",34831
MS-I-000035,IMPLANT FEMORAL POSTERIOR STABILIZED CEMENTED SIZE 3 RIGHT DEPUY SYNTHES SIGMA J&J# 1960-50-300,14907
MS-I-000071,INDICATOR BIOLOGICAL J & J #14324,381
SMY6788,INDICATOR STEAM F/MV1 D SIL 3M#1250,3
MS-I-000628,INFILTTRATION TUBING VENTX 130-0070 LOCAL . # 130-0070,1463
MS-I-000161,INFULSION I.V SET VENTED WITH REGULATOR F/ PHOTOSENSITIVE DRUGS ANGIPLAST #SP-08A,266
MS-I-000633,INFUSION I.V ADMINISTRATION SET W/ AFFP CLIP F/ INFUSION PUMP TERUMO # TI-PU300WY,135
MS-I-000231,INFUSION SET WINGED NON-CORING 19 G X 0.75' BARD # 2205219,438
SML2051,INFUSION SET WITH REGULATOR,61
MS-I-000087,INJECTION MACROPLASTIQUE 1.5CM UROPLASTY,8759
MS-I-000088,INJECTION MACROPLASTIQUE 2.5CM UROPLASTY,12994
MS-I-000126,INJECTOR MONARCH 3 FOR IOL ALCON #8065977773,7445
MS-I-000124,INLAY PS PE BALANSYS 64/13 #79.30.0002,5727
MS-I-000122,INLAY PS PE BALANSYS 70/13 #79.30.0012,5727
MS-I-000594,"INSERT ASCEND FLE PE 36 X 6 X 12.5MM , WRIGHT # DWF361B",8305
MS-I-000624,"INSERT MEDIAL PIOVT SZ 3X12 L, MICRO PORT # KIMP312L",10107
MS-I-000616,INSERT MEDIAL PIVOT SIZE 4 LEFT. MICRO PORT # KIMP414L,10107
SMO10983,INSERT POLY ETHYLENE L2 LINK#318-442/14,5054
MS-I-000552,INSERT TIBIA 10MM SZ 3 JOH. & JOH. # 1581-23-110,8934
MS-I-000579,INSERT TIBIA 8MM SZ 3-JOH. & JOH. # 1581-23-108,7597
MS-I-000128,INSERT TIBIAL FIXED BEARING STABILIZED 2.5/10MM XLK SIGMA DEPUY J&J #1581-22-110,9113
MS-I-000548,"INSERT TIBIAL FIXED BEARING STABILIZED 2.5/12.5MM,SIGMA #1581-22-112 SIGMA # 1581-22-112",7412
MS-I-000595,INSERT TIBIAL FIXED BEARING STABILIZED 3 .12.5MM JOH. & JOH. # 1581-23-112,4211
SMO11371,INSERT TIBIAL L2 H12 SMALL LINK #318-442/12,3535
SMO11374,INSERT TIBIAL L2A H12 MEDIUM LINK #318-446/12,10107
SMO11378,INSERT TIBIAL L3 H12 MEDIUM LINK #318-443/12,2888
SMY7130,INTEGRATOR STEAM STERILIZATION #3M1243A,14
SMD3700,INTERNAL/SEPTAL NASAL SPLINT (TEFLON) .,405
SMI9896,INTRA AORTIC BALLOON CATHETER 7.5FRX40CM#0684-00-0480-01,10829
MS-I-000192,INTRA OCCULAR LENS TECNIS PRELOADED POWER AMO ALL SIZES,1980
SML0542,INTRAFIX SET INFUSION JM-S2047,15
MS-I-000201,INTRODUCER BRAIDED (COIL TYPE) DIFFERENT SIZES BALTON # 35110,2166
SMI9859,INTRODUCER LONG SHEATH 6 FR X 23 CM . #,3234
SMI9488,INTRODUCER SHEATH 6FR EMCEE,982
SMI9489,INTRODUCER SHEATH 7FR EMCEE,867
MS-I-000014,"INTRODUCER SHEATH KIT 6FR, 11CM",982
SMI1174,INTUBATION STYLET ADULT PORTEX #100/120/300,162
MS-I-000029,INTUBATION STYLET PEDIATRIC.,189
SMQ1216,IRRIGATION SET 2 WAY SM#TUR-Y / ABBOTT #6543,132
MS-I-000068,"IRRIGATION SUCTION SET (LONG TUBES+HANDLE+8 VENT PROBE 5MM-33CM) DISP.# 700-005-010, GENICON USA / ",1309
MS-I-000631,IRRIGATION TUBE 3.5M PD-IT2S PRIMADO2 # 1000114950 PRIMADO2 # 1000114950,405
SMI9918,J-VAC SUCTION RESERVOIR 300ML /ETHICON # 2163,1484
SMI9185,J-VAC SUCTION RESERVOIR 450ML /ETHICON # 2162,1508
SMI8903,"JAGWIRE 0.035"" X 450 CM ANGLED MICROVASIVE #5659",9200
SMO10124,K-WIRE (LONG) W/TROCAR POINT 1.5MM*290MM#80109/40003070-1529,620
SMO10125,K-WIRE (LONG) W/TROCAR POINT 1.8MM*290MM#80268/40003070-1829,135
SMO10126,K-WIRE (LONG) W/TROCAR POINT 2.0MM*290MM #80336/40003070-2029,135
SMO10118,K-WIRE (SHORT) W/TROCAR POINT 1.2X150MM #40003070-1215,162
SMO10121,K-WIRE (SHORT) W/TROCAR POINT 2.0MM*150MM #40003070-2015,162
MS-K-000172,K-WIRE 0.8MM X 10MM.OSTEONIC#D8P.04080,539
SMO10913,K-WIRE 0.9 X 100 MM # 40003070-0910,539
MS-K-000244,"K-WIRE 3.0X1.1MM,OSTEONIC#D8P.04110",539
MS-K-000050,KINFE MVR 20G VITRECTOMY ANGLED 1.1M,495
MS-K-000247,"KIT 1 PLATE CERVICLE + 1 SCREW FIXATION + 2 SCREW CERVICLE STERILE, BIOTECH MEDICAL SUPPLIES TRAD #",14294
SMQ3129,KIT COMPLETE BUBBLE CPAP FISHER&PAYKEL#BC161-10,2049
SMQ4700,KIT INFLATION DEVICE AVE #AC2205/MTY2030,1617
SME1076,KIT SHROUD ADULT DISPOSABLE,607
SMD1100,KIT SKIN TRACTION ADULT ADHESIVE TENSOPLAST #66000456,459
SMD1334,KIT SKIN TRACTION ADULT NON-ADHES. S&N 0458/DAMAD,693
SMD1335,KIT SKIN TRACTION CHILD NON-ADHESIVE S&N #4389/DAMAD,742
MS-K-000129,KIT STIMULAN 10CC W/PASTE BIOCOMPOSITES #600-010,12994
MS-K-000128,KIT STIMULAN 5CC W/PASTE BIOCOMPOSITES #600-005,8519
MS-K-000245,"KIT TIBIA STERILE, BD # 300-200",16088
MS-K-000015,KIT-4 CVVHDF/600 FOR HEMOFILTR.W/FILT.& BAG.,2888
MS-K-000131,"KNEE ARTICULAR SURFACE 12MM , ZIMMER # 5962-32-12",7412
MS-K-000130,"KNEE ARTICULAR SURFACE 14MM , ZIMMER # 5962-32-14",6064
SMO10110,KNEE BRACE (SIZE LARGE),963
SMO10109,KNEE BRACE (SIZE XL),924
MS-K-000225,KNEE IMMOBILIZER GERMAN,1502
MS-K-000166,KNEE PROSTHESIS SYSTEM LEFT MEDIUM SMALL & PLS H6 LINK #ORT-LIN -318-266/10,5054
MS-K-000165,KNEE PROSTHESIS SYSTEM TIBIAL COMPLETE LEFT SMALL LINK #ORT-LIN-318-483/02,14438
MS-K-000042,KNIFE CRESCENT EDGE AHEAD VISITEC 58-1118 #4001310452,459
MS-K-000121,KNIFE CRESCENT SCLERAL TUNNEL BVI 373807 BECTON DICKISON #1000037498,2079
MS-K-000126,KNIFE ELECTRODE LANCET ERBE #21191-000 / 20191-208,717
MS-K-000024,KNIFE KERATOM BLADE OPTHALMIC,732
SMB1341,KNIFE MICRO UNITOME 3.5MM 30DEG. #R3000/BEAVER #37-7531,281
MS-K-000080,KNIFE MVR DISP. F/OPTHALMIC SURG / ALCON # 8065912001,539
MS-K-000120,KNIFE PHACO SLIT ANGELED BVI (BD) 373728 BECTON DICKISON #1000029612,2079
SMB1349,KNIFE ROUND STOCK FULL HANDLE 15DEGREE R1500,297
MS-K-000119,KNIFE SLIT EDGE HEAD 1.0MM BVI 373710 BECTON DICKISON #1000130195,722
MS-K-000060,KNOPFSONDE UROVISION 7CHX10CM UV #UR-971,2030
MS-K-000144,KYPHON ADVANCE OSTEO 15/3 INTRODUCER SYSTEM SOFAMORE #KPX153PB-C,38813
SMY1369,LABEL INDICATOR AESCULAP #JG682/KT-672,11
MS-L-000676,LACRIMAL INTUBATION SET 23G MIRADO #180-23T,1540
MS-L-000591,LAG SCREW DHS SIZE 85 NUBULA INDIAN SURGICAL # 109,3369
MS-L-000172,LARYNGOSCOPE DISPOSABLE ALL SIZE # FLEXICARE,230
MS-L-000691,LAVAGE DISPOSABLE PULSE # ZK2-EP18-02,1650
MS-L-000626,"LEFT NAIL FEMORAL ANATOMICAL 10X360MM POLAND, CHM # 3.5105.360",12623
SMY6938,LENS INTRAOCULAR POSTERIOR CHAMBER A.C. AZURITE 550+13.0D,2503
MS-L-000632,LEVEL SENSOR CONTROL PADS WHITE SORIN # 23-27-41,2022
SMH4607,LIGACLIP MEDIUM / LARGE TITANIUM CLIPS # LT300,371
SMH2612,LIGACLIP MEDIUM TITANUM CLIPS # LT200,270
SMH2757,LIGACLIP SMALL TITANUM CLIPS # LT100,270
MS-L-000170,LIGASURE IMPACT 14° CURVED JAW COVIDIEN #LF4318,8663
MS-L-000105,LIGASURE NEW SMALL JAW X 6 COVIDIEN # LF1212,8085
SMI5349,LIGATOR MULTI-BAND SAEED SHOOTER COOK #MBL-6,3073
MS-L-000187,LINE GAS SUPPLY 180CM FISHER & PAYKEL #900RD009,1810
MS-L-000186,LINE GAS SUPPLY 2.1M FISHER & PAYKEL #BC400-10,1656
MS-L-000004,LINEAR CUTTER 55MM RELOAD ETHICON #SR55,2386
MS-L-000135,"LINEAR CUTTER PROXIMATE 55MM,ETHICON # AX55G",6014
SMO10888,LINEAR CUTTER RELOADABLE 55MM ETHICON # TLC 55.,2838
MS-L-000134,"LINEAR STAPLER ACCESS BLUE 55,ETHICON#AX55B",6014
MS-L-000120,LINER ACETABULAR 28X23MM BIOMET #11-105903,4043
MS-L-000539,LINER ACETABULAR 36 X 62MM PINNACLE JHONSON & JHONSON # 1221-36-062,8374
MS-L-000590,"LINER ACETABULAR NEUTRAL 32X58MM , JOH. & JOH. # 1219-32-058",6064
MS-L-000588,LINER ACETABULAR RIM-LOCK SIZE:36 MM MICRO PORT # PHA04612,8374
MS-L-000184,LINER ASSY 44/45/46MM OD X 28MM ZIMMER #500104428,6738
MS-L-000163,LINER ASSY MULTIPOLAR 50/51/52 X 28MM ZIMMER #5001-50¿28,7122
MS-L-000218,LOCK LUER PLASTIC F/INJECTOR TRANSFER DEVICE PHASEAL N35 BD # 272515003,351
MS-L-000631,LOCKED DISTAL FIBULA RT. 4 HOLE FIE.35040 IRENE # FIE.35040,8374
MS-L-000043,LOCKING ASSEMBLY#10-17-0001,2014
SMI1229,LOOP BLUE VENOUS SILKOMED BARD #VLS45B,98
MS-L-000206,LOOP FIBER SUTURE 40 DEG ARTHREX # AR-4234,1937
SMI1228,LOOP RED ARTERIAL SILKOMED BARD #VLS45R,122
MS-L-000191,LOOP SURGICAL SILICONE BLUE MINI #1001¿77,189
MS-L-000192,LOOP SURGICAL SILICONE RED MINI #1001¿75,189
MS-L-000219,LOOP VASCULAR; LIGHT GREEN W/ BLUNT NEEDLE SCANLAN # 100-81P,1681
MS-L-000119,LOOP VITA SLING 1.5 X 1 X 40CM RED #MB12R,316
MS-L-000118,LOOP VITA SLING 2.4 X 1.2 X 40CM BLUE # MB24B,316
MS-L-000628,"LUMBER CAGE 10 PL PLIFE ORIO, CHM # L7109-10-526",13613
MS-L-000658,"LUMBER CAGE 12 PL PLIF ORIO, CHM # L7109-12-526",13613
MS-L-000634,"LUMBER CAGE PL PLIFE ORIO 9X10X22, SPINE CRAFT # L7109-10-522",22275
MS-M-000267,MAGNIFUSE OST MEDIUM 10 X 25 MM SOFAMOR # 7509010 INT,13464
MS-M-000244,"MANCHON PROSTATIQUE SILICON 22FR,COLOPLAST # AL0122",2541
MS-M-000193,MASK AMBUBAG NEONATAL ALL SIZE,809
SMQ4747,MASK FACE NEONATAL SCENTED ANEESTHETIC INTERS # 1120 / KING#1135,95
MS-M-000059,MASK FACE SILICON DISP.SIZE 2,135
MS-M-000060,MASK FACE SILICON DISP.SIZE 3,135
MS-M-000061,MASK FACE SILICON DISP.SIZE 4,135
MS-M-000057,MASK FACE SILICON DISP.SIZE 5,135
MS-M-000147,MASK FACE SURGEON BLUE EAR-LOOP 3PLY,3
MS-M-000241,MASK FACE W/PLASTIC SHIELD,41
SME1293,MASK LARYNGEAL 4 AMBU #D326400000/ ARM#MAAD700400/FLEX#038-94-140,2022
SME1321,MASK LARYNGEAL AIRWAY ADULT SIZE #5 NON STERILE,2022
MS-M-000031,MASK LARYNGEAL DISPOSABLE SIZE 2,432
MS-M-000032,MASK LARYNGEAL DISPOSABLE SIZE 2.5,432
MS-M-000033,MASK LARYNGEAL DISPOSABLE SIZE 3,351
MS-M-000034,MASK LARYNGEAL DISPOSABLE SIZE 4,351
MS-M-000055,MASK LARYNGEAL DISPOSABLE SIZE 5 FLEXICARE.,432
MS-M-000054,MASK LARYNGEAL DISPOSABLE SIZE1.0,283
MS-M-000104,MASK LARYNGEAL SIZE 1 REUSABLE,2022
MS-M-000106,MASK LARYNGEAL SIZE 1.5 DISPOSABLE,297
MS-M-000105,MASK LARYNGEAL SIZE 2 REUSABLE,2022
SME1383,MASK LARYNGEAL SIZE 3 .AMBU/FLEXICARE # 038-94-130 /326 300 000,2022
MS-M-000246,MASK N95 NIOSH HEALTH CARE & SURGICAL PARTICULATE RESPIRATOR SIZE SMALL 3M#1860S,482
MS-M-000618,MASK N95 PARTICULATE RESPIRATOR & SURGICAL VFLEX 3M #9105,391
MS-M-000247,MASK N95 SMALL VFLEX 3M #1805S,701
SMN1003,MASK NEBULIZER MISTY PEDIATRIC,41
SME1328,MASK NON-REBREATHING (AYRO -TYPE) PEDIA,54
SMM0002,MASK OXYGEN ADULT BAXTER/SALTERLABS #8130,45
SMI8600,MASK OXYGEN ADULT W/NEBULIZER SALTER LABS #8924,41
SMI9623,MASK OXYGEN ADULT W/OUT EXTENSION TUBE JM-8901-M750,49
SMI1257,MASK OXYGEN PEDIATRIC W/1.8MTR TUBING JAMJ#Y1002M,22
SMI0078,MASK OXYGEN W/CONNECTOR ADULT #8110/1115,22
MS-M-000240,MASK PARTICULATE RESPIRATOR & SURGICAL N95 3M # 1805,566
MS-M-000239,MASK PARTICULATE RESPIRATOR & SURGICAL N95 3M # 1860S,398
MS-M-000238,MASK PARTICULATE RESPIRATOR & SURGICAL N95 3M # 1870,68
SME1361,MASK RESPIRATOR PARTICULATE N95 3M #1860,432
MS-M-000571,"MEDIAL INSERT PIVOT ADVANCE SIZE 2 RIGHT/14MM, MICRO PORT # KIMP214R",10107
MS-M-000535,MEDIAL INSERT PIVOT ADVANCED SIZE 2 LEFT/ 14MM MICRO PORT # KIMP214L,10107
MS-M-000538,MEDIAL PIVOT INSERT ADVANCE RIGHT SIZE 4 WRIGHT # KIMP414R,10107
MS-M-000556,"MEDIAL PIVOT INSERT SZ 1X14 L, WRIGHT # KIMP114L",10107
MS-M-000558,"MEDIAL PIVOT INSERT SZ 1X14MM R, WRIGHT # KIMP114R",10107
MS-M-000557,"MEDIAL PIVOT INSERT SZ 2X 12 MM L, WRIGHT # KIMP212L",10107
SMH4463,"MERSILENE TAPE 2X30CM ,1/2CIRCLE NDL . 6/BOX #RS22",1207
MS-M-000309,"MESH 3D MAX 12.2 X 17 CM, LEFT; L. BARD # 117312",3080
MS-M-000308,"MESH 3D MAX 12.2 X 17 CM, RIGHT; L. BARD # 117322",3080
MS-M-000591,"MESH 3D REAL FIT, OSTEONIC  # OND008",74250
MS-M-000298,MESH 3DMAX LEFT LARGE 10.3 CM X 15.7 CM BARD # 0117311,2811
MS-M-000299,MESH 3DMAX RIGHT LARGE 10.3 CM X 15.7 CM BARD # 0117321,2811
MS-M-000056,MESH PHYSIO 15X15CM.,8446
MS-M-000200,MESH PHYSIO 20X30CM ETHICON #PHY2030R,14108
MS-M-000144,MESH PI CIRCULAR 70 T0.4 CONTOUR 04.503.091,10338
MS-M-000543,"MESH PLATE 0.6 3D SIZE 100 X 100 MM, OSTEONIC#N3D206M00A",28958
MS-M-000324,MESH PLATE 100X100MM 0.4MM MALLEABLE MATRIXNEURO SYNTHES# 04.503.083,16707
MS-M-000261,MESH PLATE MATRIX 30MM NEURO 0.4MM CIRCULAR SYNTHES #04.503.093,10338
MS-M-000312,MESH PROCEED 15X15CM ETHICON #PCDM1,8715
MS-M-000049,MESH PROLENE 15x15CM ETHICON #PMM3,2079
SMH1562,MESH PROLENE 30X30CM ETHICON # PP3030,3215
MS-M-000269,MESH PROLENE 6X11CM ETHICON# PMS3,1606
MS-M-000553,MESH TEMPORAL SMALL OSTEONIC  # NTE104M00A,5660
MS-M-000327,MESH TITANIUM 3D 200X200X0.06 MM OSTEONIC N3D206M20A,44550
MS-M-000296,MESH TITANIUM SPINAL CORPUS 22X28X90MM TIPMED# 300210711044 / FZM102A01,10338
MS-M-000274,MESH TTANIUM 10x90MM IRENE # T04091090,3832
MS-M-000310,"MESH VENTRIO 19.6 X 24.6 CM , BARD # 5950070",18100
MS-M-000509,"METAGLENE CEMENTTILESS HA COATED , J&J # 1307-60-000 JOH. & JOH. # 1307-60-000",10306
MS-M-000546,MICROCATHETER VIA-21-154-01 TERUMO # VIA-21-154-01,10107
SMF3151,MINUTEN SPRAY 5 LITER,1433
MS-M-000146,MIXER KYPHON SOFAMOR #A07A,2453
MS-M-000586,MIXING VACUUKIT WITH INJECTION SYSTEM TEKNIMED # T060416,3177
MS-M-000510,"MODULAR ECCENTRIC EPIPHYSIS SIZE 2 RIGHT , J&J#1307-20-203 JOH. & JOH. # 1307-20-203",12938
MS-M-000570,"MODULAR HEAD FOR TOTAL HIP XXLONG 12/14 -28MM, HIPOKRAT # 172.1100",8422
MS-M-000233,MONARCH 3 C CARTR ALCON #8065977762,674
MS-N-000047,NAIL 135 DEG.10MM F1,12319
MS-N-001257,NAIL ANATOMICAL FEMORAL 10x380MM TITANIUM MICROMED #3.5107.380,13365
MS-N-001442,"NAIL ANATOMICAL FEMORAL 12X380MM TITANIUM, CHM # 3.5108.338",12705
MS-N-001443,"NAIL ANATOMICAL FEMORAL 12X400MM TITANIUM, CHM # 3.5108.340",12994
MS-N-001601,"NAIL ANATOMICAL FEMORAL RIGHT 10X380, CHM # 3.5106.380",12705
MS-N-001602,"NAIL ANATOMICAL FEMORAL RIGHT 11X400, CHM # 3.5106.401",14294
MS-N-001674,"NAIL ELASTIC SIZE 3.5MM,OSTEONIC#EN.36440",2888
MS-N-000532,NAIL ELASTIC TITANIUM DIFFERENT SIZES & COLOUR,2888
MS-N-000692,NAIL FEMORAL / RECON 12X42CM ZIMMER #2252-420-12,3706
MS-N-000553,NAIL FEMORAL / RECON 14X40CM ZIMMER #2252-400-14,3850
MS-N-000788,NAIL FEMORAL 11 X 360MM SYNTHES #04.003.452,11987
MS-N-000549,NAIL FEMORAL 11 X 38MM ZIMMER #2252-380-11,8937
MS-N-000770,NAIL FEMORAL 12 X 38MM SYNTHES # 04.003.557,12140
