Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Column7,Class A ,VIP,Comment
LABORATORY,FMLAB-9255,Enterovirus Abs,Service,73100-21-40,0.0,152.0,152.0,152.0,current Price
LABORATORY,FMLAB-9260,Reducing Substrate In Stool,Service,73050-33-90,0.0,62.0,62.0,62.0,current Price
LABORATORY,FMLAB-9261,Ssa Abs (Anti Ro/Ssb Abs (Anti La),Service,73100-10-70,0.0,680.0,680.0,680.0,current Price
LABORATORY,FMLAB-9262,Polio Virus Abs.,Service,73050-39-70,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB-9264,Hepatitis C Genotyping,Service,73050-60-90,0.0,1995.0,1995.0,1995.0,current Price
LABORATORY,FMLAB-9270,Alkaline Prosphatase Isoenzymes,Service,73050-27-80,0.0,513.0,513.0,513.0,current Price
LABORATORY,FMLAB-9273,Cryo Precipitate,Service,73250-02-00,0.0,950.0,950.0,950.0,current Price
LABORATORY,FMLAB-9275,Vitamin B1 (Thiamine),Service,73050-34-70,0.0,295.0,295.0,295.0,current Price
LABORATORY,FMLAB-9276,Glutamate Decarboxylase Abs(Gad Abs),Service,73050-16-40,0.0,651.0,651.0,651.0,current Price
LABORATORY,FMLAB-9277,Adeno Virus Abs (Csf/Serum),Service,73100-19-00,0.0,95.0,95.0,95.0,current Price
LABORATORY,FMLAB-9281,Parietal Cell Abs,Service,73100-13-40,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB-9282,Anti-Glycolipid Antibodies (Gangliosides),Service,73050-39-70,0.0,1596.0,1596.0,1596.0,current Price
LABORATORY,FMLAB-9284,Parvo Virus B19 Abs Igg & Igm,Service,73100-25-30,0.0,589.0,589.0,589.0,current Price
LABORATORY,FMLAB-9288,Hiv-1 Quantitative Pcr,Service,73050-55-20,0.0,1283.0,1283.0,1283.0,current Price
LABORATORY,FMLAB-9296,Folate (Folic Acid In Erythrocyte),Service,73050-13-50,0.0,570.0,570.0,570.0,current Price
LABORATORY,FMLAB-9300,Homocysteine,Service,73050-19-70,0.0,442.0,442.0,442.0,current Price
LABORATORY,FMLAB-9306,Very Long Chain Fatty Acids,Service,73050-13-00,0.0,1416.0,1416.0,1416.0,current Price
LABORATORY,FMLAB-9307,Varicella Zoster (Igg & Igm),Service,73100-26-90,0.0,855.0,855.0,855.0,current Price
LABORATORY,FMLAB-9309,Vancomycin Level,Service,73300-03-40,0.0,604.0,604.0,604.0,current Price
LABORATORY,FMLAB-9316,Lamotrigin,Service,73300-01-50,0.0,395.0,395.0,395.0,current Price
LABORATORY,FMLAB-9317,Beta 2 Tranferrin,Service,73050-39-70,0.0,556.0,556.0,556.0,current Price
LABORATORY,FMLAB-9318,Factor V Mutation Gene (Leiden Mutation),Service,73350-01-40,0.0,1378.0,1378.0,1378.0,current Price
LABORATORY,FMLAB-9326,Bcr-Abl Fusion Gene (By Fish),Service,73350-00-20,0.0,3306.0,3306.0,3306.0,current Price
LABORATORY,FMLAB-9328,Paroxysmal Noctural Hemoglobinuria( Pnh Screening),Service,73050-19-30,0.0,1425.0,1425.0,1425.0,current Price
LABORATORY,FMLAB-9337,ACETYCHOLINESTERASE (B),Service,92064-00-00,0.0,110.0,110.0,110.0,current Price
LABORATORY,FMLAB-9340,Adh (Vasopressin),Service,73050-38-50,0.0,903.0,903.0,903.0,current Price
LABORATORY,FMLAB-9342,Aldosterone,Service,73050-01-40,0.0,556.0,556.0,556.0,current Price
LABORATORY,FMLAB-9346,Alpha A Anti -Trypsin,Service,73050-01-50,0.0,494.0,494.0,494.0,current Price
LABORATORY,FMLAB-9363,"Anti Dnase (Anti-Streptococal-Dnase B, Anti Streptodornase B)",Service,73100-12-90,0.0,556.0,556.0,556.0,current Price
LABORATORY,FMLAB-9370,Anti Platelets Abs,Service,73100-10-50,0.0,4256.0,4256.0,4256.0,current Price
LABORATORY,FMLAB-9371,ANTI PM1 ABS,Service,73050-03-50,0.0,380.0,380.0,380.0,current Price
LABORATORY,FMLAB-9373,Anti Sterptococcal Hyaluronidase,Service,73100-12-90,0.0,138.0,138.0,138.0,current Price
LABORATORY,FMLAB-9374,ANTI STREPTOKINASE,Service,73100-11-70,0.0,167.0,167.0,167.0,current Price
LABORATORY,FMLAB-9375,"Arsenic (B, Hair, Nails, U)",Service,73050-03-70,0.0,390.0,390.0,390.0,current Price
LABORATORY,FMLAB-9377,Aspergillus Fumigatus Metabolic Abs,Service,73100-19-10,0.0,646.0,646.0,646.0,current Price
LABORATORY,FMLAB-9378,Aspergillus Fumigatus Somatic Abs,Service,73100-19-10,0.0,418.0,418.0,418.0,current Price
LABORATORY,FMLAB-9382,Avian Precipitant Abs (Each Test),Service,73050-39-70,0.0,266.0,266.0,266.0,current Price
LABORATORY,FMLAB-9386,B-Hydroxy Butyrate,Service,73050-39-70,0.0,295.0,295.0,295.0,current Price
LABORATORY,FMLAB-9388,Total Bile Acids,Service,73050-04-10,0.0,219.0,219.0,219.0,current Price
LABORATORY,FMLAB-9394,"Bordetella Pertussis Abs(Whooping Cough) Iga, Igg",Service,73100-19-50,0.0,513.0,513.0,513.0,current Price
LABORATORY,FMLAB-9400,COMPLEMENT COMPONENT (C1Q),Service,73100-02-70,0.0,380.0,380.0,380.0,current Price
LABORATORY,FMLAB-9407,CADMIUM (B  U),Service,73050-06-70,0.0,513.0,513.0,513.0,current Price
LABORATORY,FMLAB-9408,CAFFEINE,Service,73050-09-40,0.0,504.0,504.0,504.0,current Price
LABORATORY,FMLAB-9419,Chlamydia Trachomatis Pcr,Service,73050-45-90,0.0,561.0,561.0,561.0,current Price
LABORATORY,FMLAB-9445,Coxsackie B1-B6 & A9,Service,73100-21-40,0.0,1102.0,1102.0,1102.0,current Price
LABORATORY,FMLAB-9449,CYCLIC AMP (CAMP) (P.U.),Service,73050-09-10,0.0,238.0,238.0,238.0,current Price
LABORATORY,FMLAB-9451,CYSTEICERCOSIS ABS (TAENIA ABS),Service,73050-09-20,0.0,461.0,461.0,461.0,current Price
LABORATORY,FMLAB-9455,Cytomegalovirus Cmv (Pcr),Service,73050-52-10,0.0,1701.0,1701.0,1701.0,current Price
LABORATORY,FMLAB-9456,Dala/Delta Amnolaevulinic Acid,Service,73050-02-50,0.0,223.0,223.0,223.0,current Price
LABORATORY,FMLAB-9459,Free Dhea,Service,73050-10-80,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB-9462,DIBUCAINE INHIBITION. OF PSEUDO-CHOLE,Service,73200-04-80,0.0,285.0,285.0,285.0,current Price
LABORATORY,FMLAB-9468,Dihydrotestosterone,Service,73050-10-80,0.0,475.0,475.0,475.0,current Price
LABORATORY,FMLAB-9473,Echinocossu Abs Iha & Multiloc,Service,73100-22-30,0.0,409.0,409.0,409.0,current Price
LABORATORY,FMLAB-9480,Estrone,Service,73050-12-30,0.0,190.0,190.0,190.0,current Price
LABORATORY,FMLAB-9484,Factor Viii Ristocetin Cofactor (Von Willeberand),Service,73100-02-70,0.0,219.0,219.0,219.0,current Price
LABORATORY,FMLAB-9487,Free Fatty Acids Nonsterified,Service,73050-13-00,0.0,124.0,124.0,124.0,current Price
LABORATORY,FMLAB-9490,Fibronectin,Service,73050-13-20,0.0,295.0,295.0,295.0,current Price
LABORATORY,FMLAB-9503,Galactose 1 Phosphate,Service,73050-13-90,0.0,295.0,295.0,295.0,current Price
LABORATORY,FMLAB-9505,Galactose 1 Phosphate Uridyltransferase,Service,73050-13-90,0.0,461.0,461.0,461.0,current Price
LABORATORY,FMLAB-9519,Herpes Simplex Virus 1 & 2 Pcr,Service,73050-54-80,0.0,1668.0,1668.0,1668.0,current Price
LABORATORY,FMLAB-9521,Herpes 6 Igg & Igm,Service,73100-23-00,0.0,680.0,680.0,680.0,current Price
LABORATORY,FMLAB-9528,Histopathology (Per Ah No. On),Service,73200-06-70,0.0,1188.0,1188.0,1188.0,current Price
LABORATORY,FMLAB-9531,Hla Typing (Dq) Pcr,Service,73350-03-00,0.0,5064.0,5064.0,5064.0,current Price
LABORATORY,FMLAB-9540,Iga Secretor (Saliva Or Lacrimal Fluid),Service,73100-09-80,0.0,323.0,323.0,323.0,current Price
LABORATORY,FMLAB-9543,Igfbp-3 (Insulin-Like-Growth F Bp-3),Service,73050-20-90,0.0,618.0,618.0,618.0,current Price
LABORATORY,FMLAB-9549,Insulin,Service,73050-20-90,0.0,190.0,190.0,190.0,current Price
LABORATORY,FMLAB-9553,Iodine (Total),Service,73050-24-30,0.0,295.0,295.0,295.0,current Price
LABORATORY,FMLAB-9565,Ldh Isoenzyme,Service,73050-21-90,0.0,342.0,342.0,342.0,current Price
LABORATORY,FMLAB-9566,Leishmania Antibody Igg,Service,73100-24-40,0.0,475.0,475.0,475.0,current Price
LABORATORY,FMLAB-9567,Legionella Abs,Service,73100-24-30,0.0,1112.0,1112.0,1112.0,current Price
LABORATORY,FMLAB-9568,Legionella Pneumphila Ag,Service,73050-46-70,0.0,266.0,266.0,266.0,current Price
LABORATORY,FMLAB-9579,LYSOZYME (S.U),Service,73350-06-00,0.0,547.0,547.0,547.0,current Price
LABORATORY,FMLAB-9588,"Mercury (Breast Milk, Blood, Urine & Faeces)",Service,73050-24-40,0.0,494.0,494.0,494.0,current Price
LABORATORY,FMLAB-9593,Methyl Malonic Acid,Service,73300-03-70,0.0,551.0,551.0,551.0,current Price
LABORATORY,FMLAB-9620,Bone Alkaline Phosphatase (Bap),Service,73100-07-70,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB-9630,Papilloma Virus (Hpv) Dna,Service,73050-57-60,0.0,570.0,570.0,570.0,current Price
LABORATORY,FMLAB-9639,PCP (PHENCYCLIDINE),Service,73400-05-10,0.0,238.0,238.0,238.0,current Price
LABORATORY,FMLAB-9657,Polyoma Jcv Virus Dna By Pcr,Service,73050-59-30,0.0,1026.0,1026.0,1026.0,current Price
LABORATORY,FMLAB-9678,Proinsulin,Service,73050-31-50,0.0,304.0,304.0,304.0,current Price
LABORATORY,FMLAB-9685,Alpha 1-Antitrypsin (F),Service,73050-01-60,0.0,475.0,475.0,475.0,current Price
LABORATORY,FMLAB-9686,Protein C (Concentration & Activity),Service,73100-04-10,0.0,618.0,618.0,618.0,current Price
LABORATORY,FMLAB-9687,PROTEIN S (TOTAL  FREE & ACTIVITY),Service,73100-25-30,0.0,1900.0,1900.0,1900.0,current Price
LABORATORY,FMLAB-9688,"Protein S-100 (Csf,S)",Service,73050-30-60,0.0,428.0,428.0,428.0,current Price
LABORATORY,FMLAB-9691,Prothrombin Mutation,Service,73100-02-30,0.0,874.0,874.0,874.0,current Price
LABORATORY,FMLAB-9711,Rubella Abs,Service,73100-25-90,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB-9712,Salmonella Abs,Service,73100-26-10,0.0,390.0,390.0,390.0,current Price
LABORATORY,FMLAB-9723,SIROLIMUS (RAPAMUNE),Service,73050-30-30,0.0,561.0,561.0,561.0,current Price
Laboratory,FMLAB-9730,STRIATED MUSCLE ABS,Service,73200-06-40,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB-9766,Tsh Receptor Abs,Service,73050-35-50,0.0,556.0,556.0,556.0,current Price
LABORATORY,FMLAB-9791,Amniotic Fluid Chromsomal Analysis,Service,73050-02-90,0.0,2518.0,2518.0,2518.0,current Price
LABORATORY,FMLAB-9816,Ebv Igg,Service,73100-21-50,0.0,1668.0,1668.0,1668.0,current Price
LABORATORY,FMLAB-9818,Amoeba Antibodies,Service,73050-48-50,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB-9823,Parietal Cell Antibody(Pca),Service,73100-13-40,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB-9834,Torch (Viral Antibodies),Service,73100-13-60,0.0,665.0,665.0,665.0,current Price
RADIOLOGY,FMXRAY1901,MRI ANY AREA,Service,90901-08-10,0.0,900.0,1100.0,1100.0,current Price
Laboratory,FMLAB-9849,ATOPY PANEL-20,Service,73200-00-10,0.0,903.0,903.0,903.0,current Price
LABORATORY,FMLAB-9890,SULFONYLUREA,Service,73300-03-70,0.0,1093.0,1093.0,1093.0,current Price
LABORATORY,FMLAB-9898,SPINAL MUSCULAR ATROPHY  (SMN 2),Service,83700-00-00,0.0,4560.0,4560.0,4560.0,current Price
LABORATORY,Fmlab-9912,Neonatal Metabolic Screen Test,Service,92204-00-00,0.0,784.0,784.0,784.0,current Price
LABORATORY,Fmlab-9913,Ldl Cholesterol,Service,73050-23-80,0.0,129.0,129.0,129.0,current Price
LABORATORY,FMLAB-9914,Calprotectin Fecal,Service,73050-27-10,0.0,665.0,665.0,665.0,current Price
LABORATORY,FMLAB-9952,Thyroglobulin Antibodies,Service,73050-35-00,0.0,404.0,404.0,404.0,current Price
LABORATORY,FMLAB9953,Nipt,Service,73350-06-60,0.0,3040.0,3040.0,3040.0,current Price
LABORATORY,FMLAB-9992,Cryptosporidiosis Screening And Identification In Stool,Service,73050-45-50,0.0,143.0,143.0,143.0,current Price
LABORATORY,FMLABM0014,Herpes Simplex Virus 1 & 2 Pcr ,Service,73050-54-50,0.0,1668.0,1668.0,1668.0,current Price
LABORATORY,FMLABM0038,Antimullerian Hormone Antibody ,Service,73050-07-50,0.0,599.0,599.0,599.0,current Price
LABORATORY,FMLABM0075,Quantiferon (Interferon Gamma Production),Service,73100-17-90,0.0,1026.0,1026.0,1026.0,current Price
LABORATORY,FMLABM0088,ECHO VIRUS ABs,Service,73400-01-00,0.0,1178.0,1178.0,1178.0,current Price
LABORATORY,FMLABM0100,MUCOPOLYSACCHARIDES,Service,73100-00-10,0.0,1045.0,1045.0,1045.0,current Price
LABORATORY,FMLABM0102,BETA-GLUCOSIDASE,Service,73300-06-60,0.0,333.0,333.0,333.0,current Price
LABORATORY,FMLABM0112,ANTI-MUSK ABS,Service,73200-08-80,0.0,428.0,428.0,428.0,current Price
laboratory,FMLABM0116,INTERLEUKIN 2 RECEPTOR (sCD25) (SERUM),Service,73100-09-80,0.0,684.0,684.0,684.0,current Price
LABORATORY,FMLABM0124,"Beta-2-Glycoprotein Abs (Igg, Igm)",Service,73100-11-60,0.0,347.0,347.0,347.0,current Price
LABORATORY,FMLABM0127,Alpha Thalassemia Genetic Analysis,Service,73350-01-09,0.0,8123.0,8123.0,8123.0,current Price
Laboratory,FMLABM0136,THIOPURINE METHYL TRANSFERASE ENZYME ACTIVITY (TPMT),Service,73000-00-20,0.0,285.0,285.0,285.0,current Price
Laboratory,FMLABM0171,PANEL REACTIVE ANTIBODY,Service,73200-08-80,0.0,1710.0,1710.0,1710.0,current Price
LABORATORY,FMLABM0176,PNEUMOCYSTIS JIROVECII(P.CARNII),Service,73050-26-20,0.0,2850.0,2850.0,2850.0,current Price
Laboratory,FMLABM0309,Molecular Genetic analysis of T-Cell receptor (TCR) gamma rearrangement ,Service,73350-04-60,0.0,547.0,547.0,547.0,current Price
LABORATORY,FMPOCT-1,Point Of Care Arterial Blood Gas (Abg),Service,73050-14-50,0.0,238.0,238.0,238.0,current Price
LABORATORY,FSLAB0010,P16 Fish ,Service,73050-39-70,0.0,428.0,428.0,428.0,current Price
LABORATORY,FSLAB0012,Ntrk By Fish ,Service,73050-39-70,0.0,11400.0,11400.0,11400.0,current Price
LABORATORY,FSLAB0019,Familial Mediterrean Fever Stage 1,Service,73350-05-50,0.0,4750.0,4750.0,4750.0,current Price
LABORATORY,SUR-0034,anoplasty ,Service,73050-10-40,0.0,3848.0,3848.0,3848.0,current Price
LABORATORY  ,FMLAB-9060,FACTOR VIII ASSOCIATED AG.( SO ),Service,73100-02-70,0.0,219.0,219.0,219.0,current Price
LABORATORY  ,FMLABM0090,BIOTINIDASE QUANT( SO ),Service,73050-04-60,0.0,532.0,532.0,532.0,current Price
LABORATORY  ,FMLABM0113,SERUM OSMOLALITY,Service,73050-26-10,0.0,285.0,285.0,285.0,current Price
LAPORATORY,FMLAB-8231,COPEPTIN PRO AVP,Service,73100-09-80,0.0,651.0,651.0,651.0,current Price
Medication,FMPH-0001,Tpn Admixture Neonatle Pharmacy Service,Service,96098-00-00,0.0,927.0,927.0,927.0,current Price
Medication,fmph-00014,Chemotherapy - Preparation,Service,40336-00-00,0.0,475.0,475.0,475.0,current Price
Medication,FMPH-0002,I.V Admixture Pharmacy Service,Service,96199-19-00,0.0,38.0,38.0,38.0,current Price
NEPHROLOGY,FMNEP-0007,Regular Peritoneal Dialysis,Service,13100-07-00,0.0,3325.0,3325.0,3325.0,current Price
NEPHROLOGY,FMNEP-0021,Central Vein Catheter For Iv,PKG,13815-01-00,0.0,5225.0,5225.0,5225.0,current Price
NEPHROLOGY,FMNEP-0025,Plasma Pharesis (Tpe),Service,13750-00-00,0.0,3325.0,3325.0,3325.0,current Price
NEPHROLOGY,FMNEP-0029,Urgent Peritoneal Dialysis Intra.Cath,PKG,13100-06-00,0.0,16720.0,16720.0,16720.0,current Price
NEPHROLOGY,FMNEP-0031,Plasmapharesis,Service,13750-00-00,0.0,3325.0,3325.0,3325.0,current Price
Ophthalmology,FMOPT-4072,Silicone Intubation One Eye,PKG,42608-00-01,0.0,4653.575,4653.58,4653.58,current Price
NEPHROLOGY,FMNEP-0037,O2 Oxygen Session,Service,92044-00-00,0.0,167.0,167.0,167.0,current Price
NEPHROLOGY,FMNEP-0038,Nebulizer Session,Service,92043-00-00,0.0,48.0,48.0,48.0,current Price
NEPHROLOGY,FMNEP-0041,Hemodialysis One Session Package Deal,Service,13100-00-00,0.0,1350.0,1350.0,1350.0,current Price
NEPHROLOGY,FMNEP-0047,Renal Dialysis One Session,Service,13100-00-00,0.0,1350.0,1350.0,1350.0,current Price
Ophthalmology,FMOPT-4075,Unilateral Media Spindle Surgery,PKG,45626-00-01,0.0,4653.575,4653.58,4653.58,current Price
Neurology,FMNEU-0992,Subcautenous Single Neurofibroma Resection Under General Anaethsia ,PKG,39324-02-00,0.0,5579.0,5579.0,5579.0,current Price
Neurology,FMNEU-1016,Deep Brain Stimulator Programming,Service,40712-02-00,0.0,950.0,950.0,950.0,current Price
NEUROLOGY,FMNUM-0000,Neurology Consultation (In-Pt),Service,83600-02-70,0.0,125.0,125.0,125.0,current Price
NEUROLOGY,FMNUM-0006,Ultrasonography (Brain),Service,55028-00-00,0.0,570.0,570.0,570.0,current Price
NEUROLOGY,FMNUM-0009,Auditory Evoked Potential,Service,92015-00-01,0.0,1045.0,1045.0,1045.0,current Price
Neurology,FMNUM-0026,Routine Eeg,Service,11700-00-00,0.0,855.0,855.0,855.0,current Price
NEUROLOGY,FMNUM-0031,Emg,Service,11012-00-00,0.0,570.0,570.0,570.0,current Price
NEUROLOGY,FMNUM-0034,Emg 2 Units,Service,30075-01-01,0.0,4750.0,4750.0,4750.0,current Price
NEUROLOGY,FMNUM-0050,Botox Injection 2 Limbs,PKG,18360-01-02,0.0,3933.0,3933.0,3933.0,current Price
NEUROLOGY,FMNUM-0058,Ncv 2 Units,Service,11015-00-00,0.0,309.0,309.0,309.0,current Price
NEUROLOGY,FMNUM-0060,Ncv 4 Units,Service,11018-00-00,0.0,665.0,665.0,665.0,current Price
NEUROLOGY,FMNUM-0065,Video Eeg Over 24Hrs,Service,92011-00-00,0.0,4750.0,4750.0,4750.0,current Price
Neurology,FMNUR-0076,Urine Collection (24 Hours).,Service,73050-37-80,0.0,162.0,162.0,162.0,current Price
neurology,NEU-0033,Aneurysm- Repair (Other),PKG,33116-00-00,0.0,34542.0,34542.0,34542.0,current Price
Neurology ,NEU-0029,"Endarterectomy, Carotid Vessel",PKG,33500-00-00,0.0,40299.0,40299.0,40299.0,current Price
NEUROSURGERY,FMNEU-0063,Intrathecal Injection Of Medications (Antibiotc/Chemotherapy),Service,96198-00-00,0.0,4750.0,4750.0,4750.0,current Price
NEUROSURGERY,FMNEU-1014,Minor Joint Injection - One Joint,PKG,50124-01-10,0.0,1786.0,1786.0,1786.0,current Price
NEUROSURGERY,FMNEU-3327,Craniotomy And Excision Of Clival Tumour,PKG,39640-00-00,,79420.0,79420.0,79420.0,current Price
Ophthalmology,FMOPT-4137,Surgical Post. Capsulotomy (Done Outside),PKG,42734-01-01,0.0,6572.575,6572.58,6572.58,current Price
NEUROSURGERY,FMNEU-3344,Ct Guided Aspiration Of Brain Abscess,PKG,90908-00-11,0.0,15290.25,15290.25,15290.25,current Price
NEUROSURGERY,FMNEU-3346,Craniotomy And Evacuation Of Brain Abscess,PKG,39615-00-00,0.0,22610.0,22610.0,22610.0,current Price
NEUROSURGERY,FMNEU-3347,Burr Hole And Evacuation Of Subdural Collection – Bilateral,PKG,39012-00-00,0.0,27035.1,27035.1,27035.1,current Price
NEUROSURGERY,FMNEU-3348,Burr Hole And Evacuation Of Subdural Collection – Unilateral,PKG,39012-00-00,3.0,20494.35,20494.35,20494.35,current Price
Ophthalmology,FMOPT-4183,Gluocoma Cyclo Photo – Coagulation ( Cbc),PKG,42770-00-01,0.0,4653.575,4653.58,4653.58,current Price
NEUROSURGERY,FMNEU-3367,Craniotomy And Evacuation Of Intracerebellar Hematoma,PKG,30223-00-00,0.0,31635.0,31635.0,31635.0,current Price
NEUROSURGERY,FMNEU-3375,Repair Skull Base For Csf Fistula,PKG,90007-00-00,0.0,31635.0,31635.0,31635.0,current Price
Ophthalmology,FMOPT-4016,Drill Of Hyder. Imp. With Artif.,PKG,90086-00-01,0.0,6572.575,6572.58,6572.58,current Price
Ophthalmology,FMOPT-4073,Unilateral Probing & Syringing+Intubation,PKG,42614-01-00,0.0,4653.575,4653.58,4653.58,current Price
Ophthalmology,FMOPT-4181,Conjunctival Revision,PKG,90093-00-01,0.0,4653.575,4653.58,4653.58,current Price
NEUROSURGERY,FMNEU-3390,Craniotomy Excision Of Superficial Cerebellar Tumour,PKG,39906-00-00,0.0,47303.35,47303.35,47303.35,current Price
NEUROSURGERY,FMNEU-3391,Craniotomy Excision Of Deep Cerebellar Tumour,PKG,90007-02-00,0.0,47481.0,47481.0,47481.0,current Price
NEUROSURGERY,FMNEU-3396,Craniotomy For Surgical Clipping Of Cerebral Aneurysm - Anterior Circulation,PKG,39800-00-00,,90440.0,90440.0,90440.0,current Price
NEUROSURGERY,FMNEU-3398,Crainiotomy And Surgical Excision Of Supratentorial Cranial Arterio-Venous Malformation,PKG,39806-00-00,,90440.0,90440.0,90440.0,current Price
NEUROSURGERY,FMNEU-3399,Crainiotomy And Surgical Excision Of Infratentorial Cranial Arterio-Venous Malformation,PKG,39806-00-00,,90440.0,90440.0,90440.0,current Price
NEUROSURGERY,FMNEU-3423,Ventriculo-Peritoneal Or Ventriculo-Atrial Shunt Insertion,PKG,40003-02-00,0.0,18976.25,18976.25,18976.25,current Price
NEUROSURGERY,FMNEU-3432,Excision/Repair Of Basal Encephacole,PKG,40109-00-00,0.0,40698.0,40698.0,40698.0,current Price
Ophthalmology,FMOPT-4194,Ch- Draniage ( Outside Hospital),PKG,42569-00-01,0.0,4653.575,4653.58,4653.58,current Price
NEUROSURGERY,FMNEU-3445,Insertion Of Motor Cortex Stimulator (Stimulator Electrodes + Battery + Implants Not Included),PKG,90007-01-00,0.0,58140.0,58140.0,58140.0,current Price
NEUROSURGERY,FMNEU-3448,Insertion Of Peripheral Nerve Stimulator (Pns) - (Stimulator Electrodes + Battery + Implants Not Included),PKG,39138-00-00,0.0,35511.0,35511.0,35511.0,current Price
NEUROSURGERY,FMNEU-3458,Selective Dorsal Root Rhizotomy - One Level,PKG,40330-00-00,0.0,42275.0,42275.0,42275.0,current Price
NEUROSURGERY,FMNEU-3466,Removal Of Motor Cortex Stimulation (Mcs) Extension Electrodes,PKG,40712-01-00,0.0,24225.0,24225.0,24225.0,current Price
NEUROSURGERY,FMNEU-3469,Removal Of Peripheral Nerve Stimulator (Pns) – Electrodes,PKG,39136-02-00,0.0,16720.0,16720.0,16720.0,current Price
NEUROSURGERY,FMNEU-3470,Removal Of Peripheral Nerve Stimulator (Pns) – Extension Electrodes,PKG,39136-02-00,0.0,16720.0,16720.0,16720.0,current Price
Ophthalmology,FMOPT-4201,Anterior Chamber Reformation Post Operative (Outside Hospital),PKG,42743-00-01,0.0,4653.575,4653.58,4653.58,current Price
NEUROSURGERY,FMNEU-3478,Anterior Thoracic Corpectomy And Stabilization - One Level W/Out Implant,PKG,40348-00-00,0.0,65949.0,65949.0,65949.0,current Price
NEUROSURGERY,FMNEU-3495,Cervical Discectomy Anterior Approach – 1 Level Without Fusion W/Out Implant,PKG,40333-00-00,0.0,38372.4,38372.4,38372.4,current Price
NEUROSURGERY,FMNEU-3496,Cervical Discectomy Anterior Approach – 1 Level With Fusion W/Out Implant,PKG,40333-00-00,0.0,47093.399999999994,47093.4,47093.4,current Price
NEUROSURGERY,FMNEU-3612,Release Of Cubital Tunnel Syndrome,PKG,39331-01-01,0.0,16594.6,16594.6,16594.6,current Price
OB & GYNE,FMOBG-3007,Douglas Pouch Abscess Drainage,PKG,30394-00-00,0.0,4605.599999999999,4605.6,4605.6,current Price
NEUROSURGERY,FMNEU-3503,Posterior Cervical Nerve Root Decompression – More Than 3 Nerve Roots,PKG,40334-00-00,0.0,45657.0,45657.0,45657.0,current Price
Cardiology,FMCAR-3041,Catheterization Right Heart ( Day Case ),PKG,38200-00-00,0.0,7170.599999999999,7170.6,7170.6,current Price
NEUROSURGERY,FMNEU-3518,Decompressive Thoracic Laminectomy - 1 Level,PKG,90024-00-00,0.0,30475.05,30475.05,30475.05,current Price
NEUROSURGERY,FMNEU-3522,Lateral Or Posterolateral Approach And Thoracic Discectomy - 1 Level,PKG,40300-00-00,0.0,57494.0,57494.0,57494.0,current Price
NEUROSURGERY,FMNEU-3543,Lumbar Decompressive Laminectomy And Discectomy – Three Levels,PKG,40300-01-00,0.0,31977.0,31977.0,31977.0,current Price
NEUROSURGERY,FMNEU-3552,Re-Fenestration/Laminectomy And Microdiscectomy - One Level,PKG,90011-06-00,0.0,25840.0,25840.0,25840.0,current Price
NEUROSURGERY,FMNEU-3558,Re-Laminectomy For Lumbar Canal Stenosis – More Than 2 Levels,PKG,90011-06-00,0.0,32490.0,32490.0,32490.0,current Price
