Department,ServiceCode,Service Description (Unified),Type,NPHIES Code (Hyphenated )2,LOS,Class B,Class A & VIP,Comment
Cardiology,FMCARH-0002,Cardiac Profile,Service,92204-00-00,0,826,826,Current List
ENT,ENT-0012,Excision Of Lumps From Head & Neck,PKG,31245-03-00,1 Day,3630,3630,Current List
Dental & Maxillofacial,FMDNTC0009,Caldwell-Luc Operation,PKG,41710-00-00,3 Days,6353,6353,Current List
LABORATORY,FMLAB-2211,C.K.MB,Service,73050-09-60,0,255,255,Current List
LABORATORY,FMLAB-9042,Citrate,Service,73050-08-60,0,981,981,Current List
LABORATORY,FMLAB-4029,Tacrolimus (Fk 506),Service,73300-02-90,0,1259,1259,Current List
Orthopedics,ORT-0026,Plaster Spica Or Jacket,PKG,47708-00-00,Day Case,4400,4400,Current List
ENT,FMENTE6059,Laryngoscopy Indirect Diagnostic Separate Procedure,Service,41849-00-00,0,140,140,Current List
Ophthalmology,MTOPT-0002,Excision Of Chalazion - Small,PKG,42575-00-01,Day Case,715,715,Current List
Dental,FMDNT-1014,Complete chemo-mechanical preparation of root canal   one canal,Service,97415-00-00,0,484,484,Current List
OB & GYNE,FMOBG-0143,ENDOMETRIAL PREMESTRUAL CURR. (WITH OR W/THOUT ANAESTHESIA),Service,35640-01-00,0,400,400,Current List
LABORATORY,FMLAB-1582,LYMPHOCYTES SUBSETS-TOTAL T/B/NK,Service,73100-16-50,0,1598,1598,Current List
Ophthalmology,FMOPTA0012,Eye Suture Removal,Service,42668-00-01,0,140,140,Current List
Orthopedics,ORT-0010,Excision Of Olecranon Bursa,PKG,47300-00-01,Day Case,3933,3933,Current List
Dermatology ,FMDER-0148,Dermojet Injection-Medium Area,Service,99999-99-99,0,200,200,Current List
LABORATORY,FSLAB0019,Familial Mediterrean Fever Stage 1,Service,73350-05-50,0,5324,5324,Current List
ORTHOPAEDIC WORKSHOP,FMORW-0011,Foot Slab,Service,96092-00-00,0,1035,1035,Current List
ENT,FMENTE6005,Hearing Aid M49-0,Service,41557-02-01,0,2554,2554,Current List
ENT,FMENTE0018,Hearing Aid Unitron (Program),Service,96092-00-41,0,2935,2935,Current List
ENT,FMENTE0036,Device Of Senso-Hearing Aid,Service,96009-00-00,0,5246,5246,Current List
ENT,ENT-0009,NASOPHARYNGOSCOPY WITH BIOPSY,PKG,41764-02-00,1 Day,3036,3036,Current List
Radiology ,FMXRAY1017,Mri Brain Csf Flow Protocol,Service,90901-00-10,0,900,1000,Current List
LABORATORY,FMLAB-5082,Hcv Igm,Service,73000-00-80,0,443,443,Current List
Anaesthia ,FMANA-0054,Nitrous Oxide - 1/2 Tank,Service,92210-00-00,0,303,303,Current List
Cardiology,FMNUM-0145,EEG MONITORING - PACKAGE DEAL  12 HOURS (9:00PM - 9:00AM),Service,92011-00-00,0,2935,2935,Current List
Radiology ,FMXRAY1298,Us. Penile Soft Tissue,Service,55048-00-00,0,942,942,Current List
Radiology ,FMXRAY1034,Mri Breast Protocol Without Contrast (Screening),Service,90901-10-11,0,900,1000,Current List
Ophthalmology,FMOPTL0068,Punctum Plug Implant - One Eye,Service,42620-00-01,0,1815,1815,Current List
Radiology,FMXRAY-1515,THALLIUM W/EXERCISE,Service,61458-00-00,0,3600,3600,Current List
Physiotherapy,FMPTD-2174,Ms Stimulation Session,Service,96155-00-00,0,442,442,Current List
LABORATORY,fmlab-1323,Aquaporin - 4 (Csf),Service,73050-61-60,0,1452,1452,Current List
Dermatology ,FMDERP0020,Fractional Laser,Service,90676-00-00,0,775,775,Current List
Pediatrics,FMPDT-0191,Porta Cath Insertion,Service,34528-02-00,0,2420,2420,Current List
ORTHOPAEDIC WORKSHOP,FMORW-0127,Rom Hinged Knee Brace,Service,96092-00-00,0,702,702,Current List
Endoscopy,FMSUR-3121,Therapeutic Ercp,PKG,30484-00-00,Day Case,6050,6050,Current List
LABORATORY,FMLAB-9551,Interferon Gamma Abs,Service,13706-05-00,0,872,872,Current List
Emergency,FMERDA0053,Fleet Enema - Double,Service,90335-01-00,0,37,37,Current List
LABORATORY,FMLAB-9228,Amylase Isoenzyme,Service,73050-03-00,0,351,351,Current List
UROLOGY,FMURO-3045,Permicath Insertion For Hemodialysis,PKG,13815-01-00,1 Day,5885,5885,Current List
LABORATORY,FMLAB-9552,Intrinsic Factor Abs,Service,73050-21-00,0,325,325,Current List
LABORATORY,FMLAB-9527,Histone Abs,Service,73100-10-70,0,630,630,Current List
Psychiatry ,FMPSYA0032,Special Maturity Test,Service,96184-00-00,0,200,200,Current List
ENT,FMENTO0003,Suture Of Laceration Of Soft - Palate,Service,30029-00-10,0,339,339,Current List
Emergency,FMERDA0136,Full Cast - Above Knee,Service,96092-00-00,0,551,551,Current List
Radiology,FMXRAY1235,X-Ray Knee Stress (1 Side) - Right,Service,57518-01-11,0,121,121,Current List
LABORATORY,FMLAB-9165,Igg Sub Classes (1-4),Service,73050-14-30,0,1065,1065,Current List
LABORATORY,FMLAB-9541,Iga Sub-Classes 1 & 2,Service,73050-14-21,0,1065,1065,Current List
Cardiology,FMCAR-3036,"Pda Stenting (Patent Ductus Arteriosus) Consumable (Sheath, Wire, Catheter, Delivery Catheter And Stent)",PKG,38700-00-00,1,40000,40000,New
LABORATORY,FMLAB-1032,Cold Agglutinins Titre,Service,73100-12-30,0,121,121,Current List
Ophthalmology,OPT-0042,RECURRENT PTERYGIUM WITH GRAFTING,PKG,42686-00-01,3 Days,5500,5500,Current List
LABORATORY,FMLAB-9270,Alkaline Prosphatase Isoenzymes,Service,73050-27-80,0,1110,1110,Current List
Radiology ,FMXRAY1172,X-Ray Mandible Pa & Obl.,Service,57915-00-00,0,182,182,Current List
Dental,FMDNTF0002,Amalgam Filling Two Surfaces,Service,97521-01-00,0,242,242,Current List
Ophthalmology,FMOPTC0018,Eye Lid Electrolysis (Both Eyes),Service,42587-05-01,0,255,255,Current List
ENT,FMENTE2004,Suture Of Laceration Of Extrnal Ear (Per Suture),Service,30052-00-01,0,140,140,Current List
Plastic Surgery,FMPSDJ0016,Excision Of Seba. Cyst(Small),Service,31205-00-10,0,315,315,Current List
SURGERY,FMSUR-3099,Excision Of Submandibular Gland,PKG,30256-00-00,3 Days,6930,6930,Current List
ONCOLOGY/NUCLEAR MED,FMONC-0024,Intrathecal Chemotherapy,Service,96198-00-00,0,545,545,Current List
Ophthalmology,FMOPTC0003,Excision Of Chalazion - Multiple,Service,42575-00-01,0,708,708,Current List
Orthopedics,ORT-0077,Clr W/ Ligament Patella Band + P.T./I.P.,PKG,49539-00-01,4 Days,14157,14157,Current List
Dental & Maxillofacial,DNT-0009,Closed Reduction Of Nasal Bone Fractures,PKG,47738-00-00,2 Days,11495,11495,Current List
LABORATORY,FMLAB-8096,"Vancomycin Peak, Serum",Service,73300-03-40,0,521,521,Current List
Plastic Surgery,FMPSDB0005,Repairt Of Soft Tissue Laciration Of Nose,Service,30052-03-00,0,2318,2318,Current List
Physiotherapy,FMPTD-2160,Chiropractic Session,Service,95550-11-00,0,315,315,Current List
Dental,FMDNTS0028,Enucleation Of Moderate Cyst,Service,97379-00-00,0,2203,2203,Current List
LABORATORY,FMLAB-9588,"Mercury (Breast Milk, Blood, Urine & Faeces)",Service,73050-24-40,0,787,787,Current List
Laboratory,FMLAB-9173,DENGUE FEVER VIRAL CULTURE,Service,73100-27-20,0,412,412,Current List
Orthopedics,ORT-0113,O.R.I.F. & Partial Or Total Excision Of Patella,PKG,47060-00-01,5 Days,9790,9790,Current List
Orthopedic,FMORT-0540,MALLET SPLINT,Service,96092-00-00,0,370,370,Current List
Radiology ,FMXRAY1069,Mri Uterus & Ovaries (Endometrial Carcinoma Protocol),Service,90901-08-10,0,2057,2057,Current List
Cardiology,FMCAR-0023,Thallium W/O Exercise (Cardiology ),Service,61458-00-00,0,3872,3872,Current List
LABORATORY,FMLAB-9135,Vanillmandelic Acid (Vma),Service,73050-38-30,0,610,610,Current List
SURGERY,FMSUR-3135,Partial Gastrectomy,PKG,30518-01-00,5 Days,12100,12100,Current List
Radiology ,FMXRAY1014,Mri Brain Spectroscopy (Mrs) Protocol,Service,90901-00-10,0,900,1000,Current List
LABORATORY,fmlab-1325,Biotin (Vitamin H),Service,73050-38-70,0,515,515,Current List
Pain Management,FMPN-0047,Radiofrequency Ablation (Rfa),Service,39323-00-00,0,12100,12100,Current List
Radiology ,FMXRAY1089,Mri Forearm (1 Side),Service,90901-07-11,0,900,1000,Current List
LABORATORY,fmlab-1304,Cardiolipen Antibodies,Service,73100-11-70,0,920,920,Current List
LABORATORY,FMLAB-9151,Nse (Neurone Specfic Enolase) In Serum/Csf,Service,73050-39-70,0,866,866,Current List
Radiology ,FMXRAY1131,Ct. Chest Angiography (Thoracic Aorta Protocol),Service,57350-02-00,0,6050,6050,Current List
NEUROSURGERY,FMNEU-1012,Major Joint Injection - One Joint,Service,50124-01-31,0,285,285,Current List
neurology,FMNEU-0024,DURAL REPAIR/GRAFT OT00387200,Service,39615-00-00,0,5603,5603,Current List
Physiotherapy,FMPTD-0107,NEEDLE CUPPING,Service,96162-00-00,0,109,109,Current List
LABORATORY,FMLAB-9638,Parvovirus Immunoblot Igm,Service,73100-25-30,0,333,333,Current List
LABORATORY,FMLAB-9716,Selenium,Service,73050-32-60,0,330,330,Current List
NEPHROLOGY,FMNEP0046,Therapeutic Plasma Exchange,Service,13750-00-00,0,2796,2796,Current List
Pediatrics,FMPDT-0040,M/M Vaccination Including Consultation And Vaccine,Service,92153-00-00,0,134,134,Current List
LABORATORY,FMLAB-9648,Phosphate Inorganic,Service,73050-28-20,0,109,109,Current List
SURGERY,fmsur-0422,Perianal Abscess (U.G.A.),PKG,32174-01-00,1 Day,3245,3245,Current List
LABORATORY,FMLAB-9069,Gonococcal Abs,Service,73100-19-20,0,424,424,Current List
LABORATORY,FMLAB-9657,Polyoma Jcv Virus Dna By Pcr,Service,73050-59-30,0,1452,1452,Current List
LABORATORY,FMLAB-5034,Hcv Western Blot,Service,73050-53-80,0,509,509,Current List
Ophthalmology,MTOPT-0029,Fundus Examination Under Ga,Service,42503-00-01,0,303,303,Current List
Dental & Maxillofacial,DNT-0004,Closure Of  Facial Laceration,PKG,97377-00-00,2 Days,7260,7260,Current List
LABORATORY,FMLAB-8014,Panel Special Stain(4 Or More),Service,73200-07-30,0,557,557,Current List
LABORATORY,FMLAB-6016,"Sperm Abs In Semen (Iga, Igg, Igm)",Service,73400-03-80,0,693,693,Current List
Physiotherapy,FMPTD-2092,Diadynamic - Op,Service,96155-00-00,0,79,79,Current List
Physiotherapy,FMPTD-2132,SHORTWAVE DIALTHERMY,Service,92178-00-90,0,79,79,Current List
Dental,FMDNTP0010,Porcelain Jacket Crown,Service,97615-10-00,0,1180,1180,Current List
Physiotherapy,FMPTD-2070,DRY MASSAGE  ARM OR LEG,Service,96162-00-00,0,103,103,Current List
Physiotherapy,FMPTD-2071,DRY MASSAGE  BACK,Service,96162-00-00,0,115,115,Current List
ENT,FMENTE0029,Comptuer Assisted Vestibular Rehabiliation Exercise,Service,96130-00-00,0,158,158,Current List
ORTHOPAEDIC WORKSHOP,FMORW-0099,Thumb And Finger Orthosis,Service,96092-00-00,0,218,218,Current List
Physiotherapy,FMPTD-2072,DRY MASSAGE  WHOLE BODY,Service,96162-00-00,0,242,242,Current List
Physiotherapy,FMPTD-2064,FANGO TREATMENT + MASSAGE,Service,92178-00-90,0,267,267,Current List
ENT,FMENTE3006,Incision Of Abscess Of External Ear Canal,Service,41626-00-00,0,285,285,Current List
Psychiatry ,FMPSYB0040,Social Skill Test,Service,96032-00-00,0,134,134,Current List
ENT,FMENTE0014,Neuro-Otological Hearing Test,Service,96009-00-00,0,539,539,Current List
ORTHOPAEDIC WORKSHOP,FMORW-0136,Medical Shoes (Flat Foot)Small,Service,96092-00-31,0,454,454,Current List
ONCOLOGY/NUCLEAR MED,FMONC-0021,Radiotherapy One Session,Service,99999-99-99,0,739,739,Current List
Emergency,FMERDA0031,Epistaxix - Unilateral Packing,Service,90132-00-00,0,1071,1071,Current List
Physiotherapy,FMPTD-2145,PACKAGE OT 6 SESSIONS FOR HAND THERAPY,Service,95550-02-00,0,908,908,Current List
Dermatology ,FMDER-0022,Photopatch Test,Service,73100-18-20,0,315,315,Current List
ENT,FMENTE6004,Hearing Aid M36,Service,41557-02-01,0,2390,2390,Current List
Dental,FMDNTS0129,Excision Of Tongue (Partial),Service,30272-00-00,0,2935,2935,Current List
Orthopedics,FMORT-0595,Cervical Rhizotomy Level Ii,Service,40330-00-00,0,3630,3630,Current List
ORTHOPAEDIC WORKSHOP,FMORW-0027,Boston Scoliosis Brace,Service,96092-00-00,0,13214,13214,Current List
LABORATORY,FMLAB-1088,Leucocyte Count & Differential,Service,73100-00-10,0,97,97,Current List
Dermatology ,FMDER-0133,Laser Treatment - Large Area,Service,30195-02-00,0,2783,2783,Current List
LABORATORY,FMLAB-9306,Very Long Chain Fatty Acids,Service,73050-13-00,0,2057,2057,Current List
Ophthalmology,OPT-0034,Posterior Vitrectomy,PKG,42725-00-01,4 Days,12430,12430,Current List
Orthopedics,FMORT-0559,Removal Of Internal Fixation,Service,47927-00-01,0,3649,3649,Current List
INTERNAL MEDICINE,FMINT-0008,Percutaneous Kidney Biopsy,Service,36561-00-01,0,539,539,Current List
Radiology ,FMXRAY1544,Mri Pelvis Angiography (Mra) With Contrast,Service,90901-06-20,0,2057,2057,Current List
UROLOGY,FMURO-0007,Cystofix Suprapubic Catheter Puncture,Service,37011-00-00,0,920,920,Current List
LABORATORY,FMLAB-9454,Cytomegalo Virus Igg,Service,73100-20-70,0,443,443,Current List
UROLOGY,FMURO-3062,Bilateral Orchidopexy,PKG,37604-12-00,2 Days,9350,9350,Current List
Physiotherapy,FMPTD-0003,Infrared - Op,Service,22065-00-40,0,176,176,Current List
Physiotherapy,FMPTD-2133,Exercise Package Deal 12 Ses.,Service,96129-00-00,0,533,533,Current List
LABORATORY,fmlab-1310,Folate ( Red Cell ),Service,73050-13-50,0,843,843,Current List
SURGERY,FMSUR-3286,E S W L First Session,PKG,90957-00-00,Day Case,8800,8800,Current List
OB & GYNE,FMOBG-3015,Posterior Colpoperineorrhaphy,PKG,35571-00-00,2 Days,6930,6930,Current List
Radiology ,FMXRAY1605,Fluroscopy In Or5 Minutes,Service,60503-00-00,0,605,605,Current List
ENT,FMENTE6058,Fibro Optic Laryngoscopic  - Evaluation Of Swallowing ,Service,41764-03-00,0,1404,1404,Current List
Dermatology ,FMDER-0239,Botox Injection -Test Dose - Hyperhydrosis,Service,90676-00-00,0,2420,2420,Current List
PAEDIATRICS/SUG,FMPDS-0005,Intercostal Drain (Chest Drain),Service,83700-00-00,0,267,267,Current List
UROLOGY,FMURO-0151,Intracorporeal Inj Vr Test,Service,37415-00-00,0,140,140,Current List
Dermatology ,FMDER-0291,Surgical Excission Of Lipoma - Small,Service,99999-99-99,0,466,466,Current List
LABORATORY,FMLAB-9080,Hydroxy Indole Acetic Acid (5-Hiaa),Service,73050-20-00,0,321,321,Current List
Orthopedics,ORT-0096,Congenital Dislocation Of Hip (Chd),PKG,47048-00-01,3 Days,23100,23100,Current List
LABORATORY,FMLAB-9010,Alpha-1-Antitrypsin,Service,73050-01-50,0,435,435,Current List
LABORATORY,FMLAB-1055,Periodic Acid-Schiff (Pas) Stain,Service,73200-08-60,0,297,297,Current List
Pediatrics,FMPDT-0037,Dpt Vaccination Including Consultation & Vaccine,Service,92149-00-00,0,134,134,Current List
Ophthalmology,FMOPT-4213,Endolaser Photocogulation,PKG,42809-01-01,Day Case,1815,1815,Current List
Radiology ,FMXRAY1493,Nm. Thyroid (Theraputic I-131 - 30 Mci),Service,61473-00-00,0,1452,1452,Current List
LABORATORY,FMLAB-9553,Iodine (Total),Service,73050-24-30,0,321,321,Current List
Radiology ,FMXRAY1633,Catheter Check,Service,34524-00-00,0,672,672,Current List
LABORATORY,fmlab-3071,Immunoglobulin D (Igd),Service,73050-61-60,0,304,304,Current List
LABORATORY,FMLAB-5081,Parvo Virus Igg,Service,73100-25-30,0,333,333,Current List
LABORATORY,FMLAB-9523,Hev Rna By Pcr,Service,73100-28-20,0,1452,1452,Current List
LABORATORY,FMLAB-9818,Amoeba Antibodies,Service,73050-48-50,0,182,182,Current List
Urology,FMURO-0122,STONE MANIPULATION UNDER -     ANAESTHESIA & X-RAY CONTROL,Service,36652-02-01,0,2808,2808,Current List
LABORATORY,FMLAB-3026,Tbg (Thyroid Binding Globulin),Service,73050-35-40,0,321,321,Current List
SURGERY,FMSUR-3118,Removal Of Foreign Body Under G.A.,PKG,30061-00-00,1 Day,3267,3267,Current List
Dental & Maxillofacial,DNT-0033,Facial Bone Grafting & Reconstruction,PKG,45647-00-00,4  Days,36300,36300,Current List
Dental,FMDNTF0010,Children Tooth Filling One Surface,Service,97521-01-00,0,152,152,Current List
ONCOLOGY/NUCLEAR MED,FMONC-0075,X-Ray Check Film,Service,90909-00-00,0,303,303,Current List
ORTHOPAEDIC WORKSHOP,FMORW-0139,Medical Shoes (Anti Varus)Large,Service,90595-00-31,0,515,515,Current List
ORTHOPAEDIC WORKSHOP,FMORW-0013,Above Elbow Orth. W/O Cover,Service,96092-00-31,0,515,515,Current List
Dental & Maxillofacial,DNT-0032,Orif - Mandibular Fracture  - Bilateral,PKG,47789-00-02,4  Days,36300,36300,Current List
Dermatology ,FMDER-0080,Puva Succeeding Course,Service,14050-00-00,0,860,860,Current List
ENT,FMENTE6022,Hearing Aid Philips S47,Service,96092-00-41,0,2318,2318,Current List
Physiotherapy,FMPTD-2115,PARAPLEGIA P.T. 3 PROCEDURES 12 SESSIONS,Service,95550-03-00,0,2318,2318,Current List
LABORATORY,FMLAB-8224,PTH RELATED PROTEIN,Service,73050-39-70,0,717,717,Current List
Ophthalmology,FMOPTH0009,Laser For Retinopathy 2 Setting,Service,42809-01-01,0,2106,2106,Current List
Dermatology ,FMDER-0079,Puva Second Course,Service,14050-00-00,0,1198,1198,Current List
Dental,FMDNTR0016,Root Canal Retreatment 3 Canals,Service,97415-00-00,0,968,968,Current List
Dental,FMDNTP0014,Porcelain Crwon (Type Iv),Service,97615-10-00,0,2541,2541,Current List
Dental & Maxillofacial,DNT-0010,Closure Of Deep/Multiple Facial Lacerationg.A,PKG,30035-00-10,2 Days,11495,11495,Current List
Laboratory,FMLAB-3039,LHRH (LH+FSHX6 + TEST),Service,73050-17-00,0,2197,2197,Current List
LABORATORY,FMLAB-9749,Thyroid Colloid Abs,Service,73050-35-40,0,351,351,Current List
Psychiatry ,FMPSYA0021,Memory Test,Service,92204-00-00,0,267,267,Current List
Laboratory,FMLAB-9396,Varicella Zoster DNA (PCR),Service,73100-26-90,0,1852,1852,Current List
Plastic Surgery,FMPSDJ0020,Scar Revision,Service,45515-00-00,0,1210,1210,Current List
LABORATORY,FMLAB-9028,Candida Albicans Titre,Service,73100-20-10,0,775,775,Current List
Orthopedic,FMORT-0377,ELASTIC BANDAGE BELOW KNEE W/O MEDICINE,Service,96092-00-00,0,134,134,Current List
Radiology ,FMXRAY1164,Ct. Additional Contrast,Service,60100-00-00,0,600,600,Current List
Orthopedics,ORT-0030,Close Reduction-Fracture Tibia,PKG,50115-00-00,Day Case,4180,4180,Current List
Urology,URO-0010,ESWL-Small Stone,PKG,37218-00-00,Day Case,6050,6050,Current List
Laboratory,FMLAB-8073,ESTROGEN RECEPTORS,Service,73050-32-00,0,1065,1065,Current List
Emergency,FMERD-9944,Emergency Pulmonary Function Test (Portable / Disposable) Device,Service,11503-16-00,0,297,297,Current List
LABORATORY,FMLAB-2001,A/G Ratio,Service,73050-00-80,0,218,218,Current List
SURGERY,FMSUR-3097,Appendectomy,PKG,30571-00-00,3 Days,8470,8470,Current List
LABORATORY,FMLAB-9317,Beta 2 Tranferrin,Service,73050-39-70,0,605,605,Current List
Vascular Surgery,VAS-0033,Venous Thrombectomy And Vein Ligature,PKG,33551-00-00,3 Days,13915,13915,Current List
LABORATORY,FMLAB-9031,Carotene,Service,73050-06-90,0,533,533,Current List
LABORATORY,FMLAB-9565,Ldh Isoenzyme,Service,73050-21-90,0,690,690,Current List
Radiology ,FMXRAY1013,Mri Brain Trigeminal Neuralgia Protocol,Service,90901-00-10,0,900,1000,Current List
Radiology ,FMXRAY1022,Mri Head (Sinonasal Tract Protocol),Service,90901-01-10,0,900,1000,Current List
Radiology ,FMXRAY1351,W.H. Breast Tru-Cut Biopsy,Service,90908-00-11,0,1210,1210,Current List
LABORATORY,fmlab-1306,Gestational Diabetes Screening (Ogtt / 50 Grs) One Test,Service,66542-00-20,0,295,295,Current List
Pediatrics,FMPDT-0194,Gasterostomy Tube Reinsertion (Changing Tube),Service,30375-07-00,0,2541,2541,Current List
OB & GYNE,FMOBG-0123,ASPIRATION OF VULVAL CYST,Service,35513-00-00,0,109,109,Current List
Radiology ,FMXRAY1494,Nm. Thyroid (Theraputic I-131 - 50 Mci),Service,61426-00-00,0,1815,1815,Current List
UROLOGY,FMURO-3025,Cystoscopy & Biopsy,PKG,36812-00-00,Day Case,3850,3850,Current List
Plastic Surgery,FMPSDE0041,EXCISION OF BIG SCAR W/ SKIN FLAP,Service,45512-00-00,0,2318,2318,Current List
Dental & Maxillofacial,DNT-0001,I & D Facial Abscess L.A.,PKG,97379-00-00,Day Case,1452,1452,Current List
SURGERY,FMSUR-3146,Lapartomy With/Without Procedure,PKG,30373-00-00,3 Days,7810,7810,Current List
OB & GYNE,OBG-0036,Caesarian Delivery -  Iufd Delivery,PKG,16520-05-00,4 Days,11000,11000,Current List
LABORATORY,FMLAB-9448,Cryptococcus Ag,Service,73050-39-70,0,321,321,Current List
ENT,FMENTN0006,Allergy Prick Test,Service,12000-00-00,0,188,188,Current List
ENT,FMENTE5004,Hearing Aid Fitting,Service,96092-00-41,0,158,158,Current List
LABORATORY,FMLAB-9453,CYSTINE (U),Service,73050-10-70,0,388,388,Current List
Dental & Maxillofacial,DNT-0040,Excision Of Benign Tumor Mandible Or Maxillary Bone,PKG,45825-01-00,4  Days,36300,36300,Current List
LABORATORY,FMLAB-9246,Hla-B5,Service,73350-03-40,0,3074,3074,Current List
ENT,FMENT-3109,Endoscopic Partial Turbinectomy,PKG,41689-00-00,Day Case,3630,3630,Current List
LABORATORY,FMLAB-9693,Protripthyline (Maximed),Service,73300-05-60,0,363,363,Current List
UROLOGY,FMURO-3018,Diverticulum (Excision Of Bladder),PKG,37020-00-00,3 Days,8470,8470,Current List
General Surgery,SUR-0172,Total Parathyroidectomy,PKG,30315-01-00,3 Days,13310,13310,Current List
INTERNAL MEDICINE,FMINT-0089,Echo Follow Up (Within One Week) -Int,Service,55113-00-00,0,424,424,Current List
LABORATORY,FMLAB-9531,Hla Typing (Dq) Pcr,Service,73350-03-00,0,1688,1688,Current List
ENT,FMENTE2007,EXCISION OF PRE-AURICULAR CYST,Service,30104-00-01,0,3509,3509,Current List
Orthopedics,ORT-0016,G.A. Mobilization Of Frozen Shoulder,PKG,50115-00-00,1 Day,3410,3410,Current List
